Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_H_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_CH3_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H5_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C3H8_Soln#8 (),Mole_fraction_C3H6_Soln#8 (),Mole_fraction_C3H5-A_Soln#8 (),Mole_fraction_C3H4-P_Soln#8 (),Mole_fraction_C3H4-A_Soln#8 (),Mole_fraction_C3H3_Soln#8 (),Mole_fraction_NC4H10_Soln#8 (),Mole_fraction_IC4H10_Soln#8 (),Mole_fraction_IC4H9_Soln#8 (),Mole_fraction_TC4H9_Soln#8 (),Mole_fraction_IC4H8_Soln#8 (),Mole_fraction_IC4H7_Soln#8 (),Mole_fraction_C4H8-1_Soln#8 (),Mole_fraction_C4H8-2_Soln#8 (),Mole_fraction_C4H71-3_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C4H4_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_FULVENE_Soln#8 (),Mole_fraction_C5H6_Soln#8 (),Mole_fraction_C5H5_Soln#8 (),Mole_fraction_MCPTD_Soln#8 (),Mole_fraction_NEOC5H12_Soln#8 (),Mole_fraction_NC5H10_Soln#8 (),Mole_fraction_B1M2_Soln#8 (),Mole_fraction_B1M3_Soln#8 (),Mole_fraction_B2M2_Soln#8 (),Mole_fraction_LC5H8_Soln#8 (),Mole_fraction_DIALLYL_Soln#8 (),Mole_fraction_CYC6H10_Soln#8 (),Mole_fraction_NC6H12_Soln#8 (),Mole_fraction_NC7H14_Soln#8 (),Mole_fraction_IC8H16_Soln#8 (),Mole_fraction_DIMEPTD_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_XYLENE_Soln#8 (),Mole_fraction_NPBENZ_Soln#8 (),Mole_fraction_NC10H20_Soln#8 (),Mole_fraction_IC12H26_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
0.0,15.0,-7.154767E10,1350.0,1350.0,0.00124303,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,8.286864E-5,519545.7,519545.7
1.000183E-10,14.99999,-7.32364E10,1349.999,1349.999,0.00124303,1.0,0.9452586,1.415109E-9,3.885658E-14,2.125249E-9,1.737346E-15,1.38561E-10,1.063782E-10,9.479799E-17,7.107891E-16,1.268247E-9,1.152835E-8,2.671117E-16,1.072709E-13,3.507449E-18,5.242849E-16,7.844039E-13,2.427684E-9,2.593572E-7,1.530346E-8,6.164782E-8,1.149328E-10,8.347653E-15,1.152686E-8,1.282816E-12,2.665659E-21,6.267445E-15,1.296641E-26,3.448508E-24,9.649762E-27,8.226339E-21,5.351107E-19,7.352031E-11,9.890257E-21,2.797027E-20,2.19935E-23,4.294459E-16,4.510797E-19,9.58716E-24,2.955249E-11,2.976935E-11,0.01921546,6.390851E-14,0.007923928,1.787368E-11,1.524206E-26,1.117006E-18,3.101403E-18,2.853771E-19,0.01043315,0.01716832,9.179985,8.28687E-5,519545.5,519545.5
2.020996E-9,14.99978,-8.850597E10,1349.969,1349.969,0.00124303,1.0,0.9452511,3.422122E-7,2.357644E-10,5.857665E-7,1.214237E-11,4.564607E-8,3.457092E-8,4.763336E-14,4.745088E-12,3.319071E-7,2.328968E-7,1.10076E-13,2.008647E-10,1.910395E-14,3.364434E-12,4.087465E-10,6.422585E-7,5.688668E-6,1.559205E-6,1.245419E-6,3.564615E-8,3.580069E-12,2.322934E-7,5.630029E-10,1.658894E-18,3.363708E-11,1.468076E-21,5.383253E-19,2.20054E-20,9.242258E-16,6.916566E-14,2.233391E-8,1.234413E-15,3.350084E-15,1.258033E-17,4.025583E-11,3.702746E-15,1.102344E-18,8.826166E-9,8.937884E-9,0.01921472,3.402573E-10,0.007923864,4.594781E-10,2.148342E-21,7.804076E-15,1.88257E-14,1.902638E-15,0.01043262,0.01716443,9.179912,8.286987E-5,519541.4,519541.4
6.873991E-9,14.99923,-9.407673E10,1349.885,1349.885,0.00124303,1.0,0.9452273,1.81501E-6,5.611223E-9,3.692059E-6,3.391862E-10,3.388015E-7,2.613647E-7,8.268293E-13,1.226485E-10,2.006311E-6,7.929479E-7,1.291736E-12,3.865763E-9,3.942041E-13,8.13103E-11,5.67321E-9,4.020733E-6,1.922847E-5,8.211258E-6,4.235093E-6,2.415117E-7,4.449004E-11,7.860354E-7,8.080476E-9,4.573032E-17,6.930553E-10,1.258021E-19,1.703726E-16,6.115898E-18,7.080119E-14,5.518741E-12,1.473574E-7,1.003544E-13,2.629662E-13,1.63186E-15,2.052795E-9,1.458165E-13,8.296478E-17,5.668376E-8,5.948845E-8,0.01921385,7.02092E-9,0.007923661,3.263395E-9,2.13302E-19,2.176437E-13,4.484991E-13,4.889021E-14,0.01043122,0.01715452,9.179681,8.287292E-5,519528.3,519528.3
2.062414E-8,14.99762,-9.847829E10,1349.637,1349.637,0.00124303,1.0,0.9451551,6.441169E-6,7.608348E-8,1.58575E-5,4.989418E-9,1.488418E-6,1.30276E-6,1.532282E-11,1.591768E-9,9.303491E-6,2.396002E-6,1.21684E-11,4.337899E-8,4.55209E-12,9.582508E-10,5.72247E-8,1.726005E-5,5.139607E-5,2.911495E-5,1.270201E-5,9.412435E-7,4.407261E-10,2.335226E-6,8.933555E-8,1.489973E-15,7.916207E-9,8.01904E-18,3.041318E-14,7.003242E-16,2.57109E-12,2.021395E-10,5.659429E-7,4.072569E-12,1.040316E-11,8.004418E-14,3.545835E-8,3.974298E-12,3.432721E-15,2.104361E-7,2.52958E-7,0.0192114,8.037246E-8,0.007923018,2.697329E-8,1.037167E-17,3.201951E-12,6.099104E-12,6.302582E-13,0.01042707,0.01712639,9.178976,8.288179E-5,519488.5,519488.5
7.303649E-8,14.99129,-1.098926E11,1348.611,1348.611,0.00124303,1.0,0.94484,2.59467E-5,1.546765E-6,9.58191E-5,9.672004E-8,7.322981E-6,8.835749E-6,6.473687E-10,2.426547E-8,7.05636E-5,8.764688E-6,2.196744E-10,6.306522E-7,7.711282E-11,1.190643E-8,7.272344E-7,6.4644E-5,1.367776E-4,1.176005E-4,4.49376E-5,3.907452E-6,7.064566E-9,8.052047E-6,1.267644E-6,2.133501E-13,1.158387E-7,1.957706E-15,7.730251E-12,1.322191E-13,1.34755E-10,1.151023E-8,2.355909E-6,2.996048E-10,7.393687E-10,6.658906E-12,6.084454E-7,1.849488E-10,3.046387E-13,8.01635E-7,1.507322E-6,0.01919935,1.181708E-6,0.007919844,3.54645E-7,9.552998E-16,6.798365E-11,1.25867E-10,1.163825E-11,0.0104087,0.01701857,9.175871,8.29168E-5,519312.7,519312.7
2.555091E-7,14.96921,-1.200407E11,1344.601,1344.601,0.00124303,1.0,0.943468,8.594782E-5,3.391589E-5,5.917183E-4,2.597236E-6,3.220087E-5,6.6438E-5,3.198044E-8,5.219976E-7,5.196871E-4,3.322863E-5,1.173293E-8,8.026405E-6,2.703818E-9,1.744228E-7,6.794759E-6,1.300078E-4,2.511272E-4,4.912568E-4,1.560573E-4,1.797941E-5,1.497199E-7,2.612448E-5,1.550258E-5,8.227065E-11,1.469011E-6,7.438122E-13,1.322646E-9,2.035632E-11,5.884893E-9,5.237471E-7,1.090992E-5,2.33588E-8,5.378271E-8,6.007255E-10,8.11634E-6,9.089237E-9,2.81326E-11,2.885524E-6,1.218366E-5,0.01912904,1.51023E-5,0.007902059,4.356439E-6,3.217868E-13,4.119359E-9,3.084826E-9,8.217167E-10,0.01031647,0.01664159,9.16208,8.30391E-5,518532.2,518532.2
7.679854E-7,14.92278,-9.185083E10,1334.292,1334.292,0.00124303,1.0,0.9393128,1.592793E-4,3.973182E-4,0.001967937,6.37386E-5,7.870142E-5,3.721376E-4,9.037669E-7,1.076879E-5,0.002102058,9.033311E-5,4.66496E-7,5.517276E-5,9.651126E-8,2.515094E-6,3.183289E-5,1.294373E-4,2.521386E-4,0.001663602,4.440971E-4,8.590467E-5,2.08678E-6,5.982824E-5,1.060677E-4,1.135605E-8,1.009209E-5,9.781747E-11,6.341465E-8,1.19164E-9,1.124743E-7,7.331816E-6,4.627812E-5,7.790659E-7,1.528489E-6,2.30844E-8,5.573341E-5,2.384604E-7,1.109252E-9,8.481883E-6,7.122171E-5,0.01881475,1.026373E-4,0.007832362,2.76733E-5,1.064526E-10,2.676797E-7,4.952421E-8,4.42506E-8,0.009942597,0.01565663,9.120124,8.329745E-5,516157.7,516157.7
1.347967E-6,14.89858,-6.173147E10,1326.095,1326.095,0.00124303,1.0,0.9351323,1.797586E-4,0.001126618,0.002754488,2.586607E-4,9.195592E-5,8.101391E-4,3.876345E-6,3.861038E-5,0.003701916,1.12291E-4,2.359657E-6,1.249401E-4,4.808779E-7,7.983231E-6,5.902428E-5,1.107206E-4,2.200147E-4,0.002918951,7.22023E-4,1.988092E-4,6.644951E-6,7.660318E-5,2.384173E-4,9.926413E-8,2.336286E-5,8.739746E-10,3.304315E-7,7.325067E-9,4.084932E-7,1.985494E-5,9.27939E-5,3.555281E-6,5.942734E-6,1.125045E-7,1.250083E-4,8.500822E-7,5.879294E-9,1.399131E-5,1.520698E-4,0.01839857,2.294525E-4,0.007753158,5.655882E-5,1.476787E-9,1.637287E-6,1.661626E-7,2.273474E-7,0.009476245,0.0147072,9.078819,8.343274E-5,513820.0,513820.0
1.36333E-6,14.89824,-6.112266E10,1325.919,1325.919,0.00124303,1.0,0.93503,1.798995E-4,0.001148333,0.002766481,2.652382E-4,9.204417E-5,8.220764E-4,3.980381E-6,3.949035E-5,0.003741032,1.124577E-4,2.432073E-6,1.268425E-4,4.953953E-7,8.150138E-6,5.969802E-5,1.102979E-4,2.192782E-4,0.002950496,7.287747E-4,2.020424E-4,6.789143E-6,7.686638E-5,2.419892E-4,1.033781E-7,2.373612E-5,9.107881E-10,3.407331E-7,7.579818E-9,4.185633E-7,2.020752E-5,9.402756E-5,3.656515E-6,6.088371E-6,1.158589E-7,1.268824E-4,8.681204E-7,6.068275E-9,1.412562E-5,1.542046E-4,0.01838742,2.328732E-4,0.00775118,5.726264E-5,1.55168E-9,1.692236E-6,1.698513E-7,2.341207E-7,0.009464076,0.01468414,9.077822,8.343467E-5,513763.6,513763.6
1.38661E-6,14.89774,-6.021764E10,1325.655,1325.655,0.00124303,1.0,0.9348758,1.800861E-4,0.001181384,0.002783967,2.753089E-4,9.216285E-5,8.40169E-4,4.140126E-6,4.083253E-5,0.0038,1.126844E-4,2.543949E-6,1.297251E-4,5.177968E-7,8.404289E-6,6.071408E-5,1.096641E-4,2.181733E-4,0.002998119,7.389499E-4,2.069506E-4,7.009363E-6,7.725202E-5,2.473979E-4,1.098196E-7,2.430293E-5,9.6849E-10,3.566567E-7,7.975599E-9,4.340221E-7,2.074221E-5,9.589397E-5,3.812424E-6,6.31111E-6,1.210345E-7,1.297205E-4,8.954621E-7,6.361071E-9,1.432804E-5,1.574327E-4,0.01837054,2.380527E-4,0.007748197,5.832095E-5,1.670292E-9,1.777308E-6,1.75481E-7,2.445531E-7,0.009445675,0.01464938,9.076319,8.343747E-5,513678.5,513678.5
1.419691E-6,14.89707,-5.896657E10,1325.286,1325.286,0.00124303,1.0,0.9346582,1.802984E-4,0.001228634,0.002807455,2.898239E-4,9.230258E-5,8.658851E-4,4.371332E-6,4.275679E-5,0.003883187,1.129566E-4,2.707289E-6,1.338203E-4,5.504455E-7,8.767819E-6,6.21482E-5,1.087771E-4,2.16625E-4,0.003065434,7.532981E-4,2.139416E-4,7.325738E-6,7.777407E-5,2.550752E-4,1.194027E-7,2.511075E-5,1.054466E-9,3.799225E-7,8.558037E-9,4.563939E-7,2.150268E-5,9.85399E-5,4.039043E-6,6.631677E-6,1.285769E-7,1.337497E-4,9.343063E-7,6.790318E-9,1.461351E-5,1.620061E-4,0.01834657,2.454037E-4,0.007743987,5.980809E-5,1.849623E-9,1.901864E-6,1.835599E-7,2.597179E-7,0.00941961,0.01460036,9.074201,8.34412E-5,513558.7,513558.7
1.45135E-6,14.89648,-5.780718E10,1324.941,1324.941,0.00124303,1.0,0.9344517,1.804458E-4,0.001274142,0.002828483,3.039286E-4,9.240652E-5,8.904942E-4,4.597099E-6,4.461558E-5,0.003962126,1.131659E-4,2.868372E-6,1.377368E-4,5.825761E-7,9.118073E-6,6.35098E-5,1.079428E-4,2.151671E-4,0.003129453,7.669072E-4,2.206456E-4,7.632118E-6,7.824606E-5,2.624101E-4,1.290552E-7,2.588617E-5,1.141217E-9,4.028859E-7,9.137607E-9,4.782427E-7,2.223075E-5,1.010643E-4,4.261411E-6,6.942683E-6,1.359997E-7,1.376001E-4,9.714301E-7,7.215667E-9,1.488428E-5,1.663658E-4,0.01832366,2.524257E-4,0.00773999,6.121237E-5,2.033555E-9,2.025065E-6,1.913729E-7,2.745973E-7,0.009394764,0.01455386,9.072194,8.34445E-5,513445.1,513445.1
1.487951E-6,14.89586,-5.651181E10,1324.55,1324.55,0.00124303,1.0,0.9342151,1.805523E-4,0.001327077,0.002851096,3.204809E-4,9.249325E-5,9.189362E-4,4.863438E-6,4.678379E-5,0.004052581,1.133505E-4,3.060364E-6,1.422602E-4,6.207853E-7,9.525558E-6,6.507074E-5,1.069958E-4,2.135098E-4,0.003202978,7.824939E-4,2.284081E-4,7.990507E-6,7.875958E-5,2.708725E-4,1.408128E-7,2.678522E-5,1.247083E-9,4.30279E-7,9.834859E-9,5.0403E-7,2.30724E-5,1.039724E-4,4.525074E-6,7.307087E-6,1.448278E-7,1.420432E-4,1.01424E-6,7.72524E-9,1.519441E-5,1.713839E-4,0.01829721,2.605256E-4,0.007735408,6.281248E-5,2.261831E-9,2.172323E-6,2.004981E-7,2.922362E-7,0.009366164,0.01450061,9.069897,8.344801E-5,513315.0,513315.0
1.583514E-6,14.89449,-5.334592E10,1323.569,1323.569,0.00124303,1.0,0.9336075,1.805368E-4,0.001466688,0.002902169,3.648138E-4,9.257204E-5,9.930947E-4,5.584291E-6,5.252779E-5,0.004284774,1.135832E-4,3.590118E-6,1.540363E-4,7.257335E-7,1.059986E-5,6.908013E-5,1.046065E-4,2.093188E-4,0.003392494,8.224682E-4,2.486984E-4,8.945564E-6,7.994999E-5,2.928597E-4,1.745966E-7,2.914338E-5,1.55238E-9,5.059841E-7,1.179299E-8,5.739471E-7,2.526601E-5,1.11507E-4,5.245539E-6,8.280503E-6,1.690893E-7,1.535912E-4,1.125116E-6,9.145635E-9,1.598975E-5,1.843632E-4,0.01822841,2.815615E-4,0.007723646,6.687056E-5,2.941208E-9,2.580518E-6,2.247352E-7,3.403975E-7,0.009292155,0.014364,9.064012,8.345569E-5,512982.0,512982.0
1.631912E-6,14.89393,-5.185565E10,1323.092,1323.092,0.00124303,1.0,0.9333053,1.803832E-4,0.001538037,0.002923967,3.878103E-4,9.254157E-5,0.001030563,5.962608E-6,5.547451E-5,0.004400213,1.135848E-4,3.873772E-6,1.59975E-4,7.816408E-7,1.114824E-5,7.107432E-5,1.034404E-4,2.072679E-4,0.003487119,8.423238E-4,2.589662E-4,9.438862E-6,8.047634E-5,3.039246E-4,1.934498E-7,3.034234E-5,1.723414E-9,5.465866E-7,1.28609E-8,6.107425E-7,2.637286E-5,1.152873E-4,5.62744E-6,8.784184E-6,1.820265E-7,1.594043E-4,1.180592E-6,9.914688E-9,1.638475E-5,1.908626E-4,0.01819373,2.921413E-4,0.0077178,6.88588E-5,3.334092E-9,2.799955E-6,2.372058E-7,3.658956E-7,0.009255062,0.01429614,9.061093,8.345883E-5,512816.8,512816.8
1.655622E-6,14.89368,-5.115174E10,1322.864,1322.864,0.00124303,1.0,0.9331585,1.802758E-4,0.001573121,0.002933723,3.991939E-4,9.251167E-5,0.00104889,6.151008E-6,5.692566E-5,0.004456252,1.135616E-4,4.016406E-6,1.628768E-4,8.096789E-7,1.141765E-5,7.204246E-5,1.028793E-4,2.062798E-4,0.003533147,8.519582E-4,2.639902E-4,9.682656E-6,8.071687E-5,3.093259E-4,2.031202E-7,3.09306E-5,1.811315E-9,5.670193E-7,1.340273E-8,6.290982E-7,2.691372E-5,1.171299E-4,5.818542E-6,9.033247E-6,1.88519E-7,1.622423E-4,1.20757E-6,1.03036E-8,1.657639E-5,1.940274E-4,0.01817678,2.973042E-4,0.007714963,6.981639E-5,3.539117E-9,2.910472E-6,2.433564E-7,3.786452E-7,0.00923699,0.0142632,9.059677,8.34602E-5,512736.7,512736.7
1.689287E-6,14.89337,-5.018107E10,1322.545,1322.545,0.00124303,1.0,0.9329516,1.800889E-4,0.001623065,0.002946575,4.154799E-4,9.245362E-5,0.001074876,6.421871E-6,5.899352E-5,0.004535242,1.135043E-4,4.223036E-6,1.669878E-4,8.502088E-7,1.180084E-5,7.340712E-5,1.020939E-4,2.048955E-4,0.003598126,8.655337E-4,2.711138E-4,1.003107E-5,8.103961E-5,3.169717E-4,2.173497E-7,3.176667E-5,1.940866E-9,5.966381E-7,1.419327E-8,6.555288E-7,2.767983E-5,1.19735E-4,6.09433E-6,9.389294E-6,1.979099E-7,1.662598E-4,1.245626E-6,1.086962E-8,1.684639E-5,1.984985E-4,0.01815278,3.046102E-4,0.007710966,7.11573E-5,3.844938E-9,3.070748E-6,2.521318E-7,3.970323E-7,0.009211446,0.01421679,9.057684,8.346196E-5,512623.9,512623.9
1.722715E-6,14.89309,-4.924931E10,1322.234,1322.234,0.00124303,1.0,0.9327479,1.79866E-4,0.001672789,0.002958234,4.317821E-4,9.237933E-5,0.001100634,6.69457E-6,6.105428E-5,0.004613016,1.13422E-4,4.432866E-6,1.710583E-4,8.912615E-7,1.218189E-5,7.475074E-5,1.013267E-4,2.035416E-4,0.003662219,8.788953E-4,2.781733E-4,1.037949E-5,8.133936E-5,3.245354E-4,2.320568E-7,3.259761E-5,2.075014E-9,6.267368E-7,1.500258E-8,6.821894E-7,2.843818E-5,1.223086E-4,6.373175E-6,9.7454E-6,2.074294E-7,1.702345E-4,1.283111E-6,1.144752E-8,1.71121E-5,2.029112E-4,0.018129,3.118352E-4,0.007707033,7.246722E-5,4.16593E-9,3.233681E-6,2.608897E-7,4.156078E-7,0.009186217,0.01417111,9.055723,8.346351E-5,512512.9,512512.9
1.749282E-6,14.8929,-4.853115E10,1321.991,1321.991,0.00124303,1.0,0.9325872,1.796634E-4,0.00171239,0.002966738,4.448255E-4,9.230917E-5,0.001121068,6.91392E-6,6.269674E-5,0.004674359,1.133401E-4,4.602942E-6,1.742845E-4,9.244581E-7,1.248501E-5,7.58104E-5,1.007258E-4,2.024802E-4,0.003712848,8.894302E-4,2.837722E-4,1.065805E-5,8.156325E-5,3.305255E-4,2.441654E-7,3.325846E-5,2.18565E-9,6.511483E-7,1.566335E-8,7.036739E-7,2.903902E-5,1.243441E-4,6.598318E-6,1.003013E-5,2.151334E-7,1.733823E-4,1.312671E-6,1.191825E-8,1.732157E-5,2.063986E-4,0.01811016,3.175551E-4,0.007703932,7.349278E-5,4.433853E-9,3.365852E-6,2.67879E-7,4.305938E-7,0.009166265,0.01413508,9.054177,8.34646E-5,512425.4,512425.4
1.853754E-6,14.89233,-4.588573E10,1321.069,1321.069,0.00124303,1.0,0.9319649,1.786724E-4,0.001868648,0.002994213,4.967481E-4,9.195104E-5,0.001201086,7.797423E-6,6.918439E-5,0.004911696,1.129031E-4,5.298959E-6,1.868898E-4,1.059602E-6,1.367753E-5,7.990887E-5,9.843463E-5,1.984243E-4,0.003909355,9.301618E-4,3.056664E-4,1.176601E-5,8.233121E-5,3.538902E-4,2.95366E-7,3.585924E-5,2.655257E-9,7.511804E-7,1.840942E-8,7.905853E-7,3.138387E-5,1.322626E-4,7.512265E-6,1.116218E-5,2.465591E-7,1.856611E-4,1.426816E-6,1.386579E-8,1.813114E-5,2.199397E-4,0.01803649,3.398475E-4,0.007691951,7.739539E-5,5.600025E-9,3.907405E-6,2.955655E-7,4.913124E-7,0.009088666,0.01399577,9.048206,8.34678E-5,512087.5,512087.5
1.890811E-6,14.89219,-4.501224E10,1320.754,1320.754,0.00124303,1.0,0.9317479,1.782534E-4,0.001924219,0.003001829,5.153709E-4,9.179632E-5,0.001229325,8.118458E-6,7.149309E-5,0.004994414,1.127121E-4,5.556054E-6,1.913271E-4,1.109235E-6,1.410008E-5,8.13365E-5,9.764835E-5,1.970292E-4,0.003978068,9.443472E-4,3.133772E-4,1.216328E-5,8.256334E-5,3.621005E-4,3.149239E-7,3.678197E-5,2.835384E-9,7.881806E-7,1.944024E-8,8.223239E-7,3.220794E-5,1.350369E-4,7.847036E-6,1.156776E-5,2.581284E-7,1.899756E-4,1.466454E-6,1.459375E-8,1.841296E-5,2.246743E-4,0.01801054,3.476733E-4,0.007687783,7.872987E-5,6.058822E-9,4.107594E-6,3.054487E-7,5.135044E-7,0.009061479,0.01394723,9.046128,8.346855E-5,511969.9,511969.9
2.006441E-6,14.89198,-4.248402E10,1319.807,1319.807,0.00124303,1.0,0.9310827,1.767554E-4,0.00209782,0.003019302,5.739833E-4,9.123869E-5,0.001316902,9.143658E-6,7.870477E-5,0.005247767,1.120325E-4,6.390845E-6,2.050492E-4,1.269353E-6,1.541405E-5,8.570543E-5,9.52774E-5,1.928128E-4,0.004189205,9.877624E-4,3.372171E-4,1.341453E-5,8.316768E-5,3.87444E-4,3.806647E-7,3.965917E-5,3.443723E-9,9.08491E-7,2.284468E-8,9.242668E-7,3.475038E-5,1.435735E-4,8.924687E-6,1.284324E-5,2.955672E-7,2.032919E-4,1.587138E-6,1.698893E-8,1.927499E-5,2.392106E-4,0.01793021,3.718019E-4,0.007675046,8.273039E-5,7.649507E-9,4.757612E-6,3.364241E-7,5.847579E-7,0.008977804,0.01379865,9.039775,8.346973E-5,511610.3,511610.3
2.077728E-6,14.89199,-4.10628E10,1319.25,1319.25,0.00124303,1.0,0.9306814,1.757074E-4,0.002204838,0.003025796,6.103912E-4,9.084771E-5,0.001370455,9.792231E-6,8.314699E-5,0.005400456,1.115695E-4,6.929157E-6,2.134096E-4,1.371773E-6,1.621901E-5,8.833507E-5,9.387471E-5,1.903114E-4,0.004316927,0.001013904,3.517293E-4,1.419311E-5,8.345796E-5,4.028513E-4,4.247837E-7,4.142982E-5,3.854403E-9,9.862016E-7,2.508455E-8,9.89234E-7,3.629409E-5,1.48743E-4,9.612645E-6,1.3635E-5,3.196156E-7,2.113851E-4,1.659221E-6,1.85589E-8,1.979364E-5,2.47989E-4,0.01788119,3.864475E-4,0.007667393,8.507541E-5,8.75576E-9,5.176462E-6,3.555824E-7,6.300948E-7,0.008927106,0.01370914,9.035952,8.346968E-5,511393.9,511393.9
2.131533E-6,14.89206,-4.005314E10,1318.841,1318.841,0.00124303,1.0,0.9303827,1.748635E-4,0.002285529,0.003028789,6.379543E-4,9.053327E-5,0.001410639,1.028943E-5,8.64932E-5,0.005513992,1.112066E-4,7.346785E-6,2.196672E-4,1.450792E-6,1.682318E-5,9.028842E-5,9.284394E-5,1.884698E-4,0.004412118,0.001033332,3.625816E-4,1.478357E-5,8.363995E-5,4.143673E-4,4.598901E-7,4.276389E-5,4.182535E-9,1.046555E-6,2.684506E-8,1.039289E-6,3.744651E-5,1.525968E-4,1.014297E-5,1.423427E-5,3.38227E-7,2.174328E-4,1.712453E-6,1.979052E-8,2.017887E-5,2.545211E-4,0.01784446,3.973819E-4,0.007661715,8.678597E-5,9.656345E-9,5.501098E-6,3.700531E-7,6.649626E-7,0.008889291,0.01364261,9.033112,8.34693E-5,511233.2,511233.2
2.23288E-6,14.89231,-3.828668E10,1318.098,1318.098,0.00124303,1.0,0.9298298,1.731689E-4,0.002437174,0.003030436,6.899633E-4,8.990363E-5,0.001485753,1.124268E-5,9.277174E-5,0.005723951,1.105063E-4,8.158778E-6,2.313267E-4,1.603343E-6,1.795176E-5,9.389554E-5,9.096431E-5,1.851043E-4,0.004588629,0.001069234,3.827719E-4,1.590072E-5,8.390414E-5,4.357884E-4,5.302477E-7,4.526968E-5,4.843689E-9,1.164052E-6,3.032295E-8,1.135866E-6,3.958601E-5,1.597419E-4,1.11662E-5,1.536496E-5,3.743088E-7,2.286776E-4,1.809981E-6,2.221918E-8,2.089025E-5,2.666036E-4,0.01777592,4.176906E-4,0.007651245,8.987253E-5,1.151172E-8,6.131218E-6,3.972962E-7,7.320389E-7,0.008819125,0.0135196,9.027866,8.346786E-5,510936.3,510936.3
2.26999E-6,14.89245,-3.768086E10,1317.834,1317.834,0.00124303,1.0,0.9296304,1.725188E-4,0.002492553,0.003029859,7.090106E-4,8.966277E-5,0.001513063,1.159686E-5,9.506059E-5,0.005799589,1.102478E-4,8.464041E-6,2.355536E-4,1.660328E-6,1.836156E-5,9.519322E-5,9.029538E-5,1.839043E-4,0.004652362,0.00108216,3.900801E-4,1.631099E-5,8.397735E-5,4.435425E-4,5.573868E-7,4.618454E-5,5.099958E-9,1.208274E-6,3.164857E-8,1.171953E-6,4.035894E-5,1.623207E-4,1.154837E-5,1.577908E-5,3.878406E-7,2.327464E-4,1.844811E-6,2.31438E-8,2.11462E-5,2.709554E-4,0.01775104,4.250317E-4,0.007647483,9.095966E-5,1.224431E-8,6.367677E-6,4.072575E-7,7.570241E-7,0.008793779,0.01347529,9.025978,8.346712E-5,510829.4,510829.4
2.386324E-6,14.89297,-3.591071E10,1317.032,1317.032,0.00124303,1.0,0.9290157,1.703969E-4,0.002665493,0.003024455,7.686256E-4,8.887925E-5,0.001597979,1.272365E-5,1.021921E-4,0.006032531,1.094423E-4,9.447115E-6,2.486536E-4,1.842508E-6,1.963284E-5,9.918287E-5,8.826163E-5,1.802485E-4,0.004849102,0.001121943,4.126859E-4,1.759963E-5,8.413395E-5,4.67536E-4,6.472188E-7,4.904174E-5,5.953077E-9,1.35086E-6,3.598231E-8,1.287481E-6,4.274443E-5,1.702747E-4,1.27706E-5,1.707557E-5,4.31308E-7,2.4533E-4,1.951009E-6,2.616441E-8,2.193333E-5,2.843462E-4,0.01767378,4.477101E-4,0.007635933,9.422336E-5,1.473146E-8,7.127307E-6,4.383969E-7,8.366831E-7,0.008715521,0.01333888,9.020167,8.346416E-5,510500.6,510500.6
