Time_Soln#28 (sec),Volume_Soln#28 (cm3),Volumetric_heat_production_rate_Soln#28 (erg/cm3-sec),Surface_temperature_Soln#28 (K),Temperature_Soln#28 (K),Mass_Soln#28 (g),Pressure_Soln#28 (atm),Mole_fraction_H2_Soln#28 (),Mole_fraction_H_Soln#28 (),Mole_fraction_CH4_Soln#28 (),Mole_fraction_CH3_Soln#28 (),Mole_fraction_CH2_Soln#28 (),Mole_fraction_C2H6_Soln#28 (),Mole_fraction_C2H5_Soln#28 (),Mole_fraction_C2H4_Soln#28 (),Mole_fraction_C2H3_Soln#28 (),Mole_fraction_C2H2_Soln#28 (),Mole_fraction_C3H8_Soln#28 (),Mole_fraction_IC3H7_Soln#28 (),Mole_fraction_NC3H7_Soln#28 (),Mole_fraction_C3H6_Soln#28 (),Mole_fraction_C3H5-A_Soln#28 (),Mole_fraction_C3H5-T_Soln#28 (),Mole_fraction_C3H4-P_Soln#28 (),Mole_fraction_C3H4-A_Soln#28 (),Mole_fraction_C3H3_Soln#28 (),Mole_fraction_C3H2_Soln#28 (),Mole_fraction_PC4H9_Soln#28 (),Mole_fraction_IC4H10_Soln#28 (),Mole_fraction_IC4H9_Soln#28 (),Mole_fraction_TC4H9_Soln#28 (),Mole_fraction_IC4H8_Soln#28 (),Mole_fraction_IC4H7_Soln#28 (),Mole_fraction_C4H8-1_Soln#28 (),Mole_fraction_C4H71-3_Soln#28 (),Mole_fraction_C4H6_Soln#28 (),Mole_fraction_C4H5_Soln#28 (),Mole_fraction_C4H4_Soln#28 (),Mole_fraction_C4H2_Soln#28 (),Mole_fraction_C6H6_Soln#28 (),Mole_fraction_C10H8_Soln#28 (),Mole_fraction_NEOC5H11_Soln#28 (),Mole_fraction_NC5H10_Soln#28 (),Mole_fraction_NC6H12_Soln#28 (),Mole_fraction_NC7H14_Soln#28 (),Mole_fraction_IC8H17_Soln#28 (),Mole_fraction_IC8H16_Soln#28 (),Mole_fraction_C7H8_Soln#28 (),Mole_fraction_C7H7_Soln#28 (),Mole_fraction_CH3C6H4_Soln#28 (),Mole_fraction_C6H5C2H_Soln#28 (),Mole_fraction_INDENYL_Soln#28 (),Mole_fraction_C12H8_Soln#28 (),Mole_fraction_C14H10_Soln#28 (),Mole_fraction_BIN1B_Soln#28 (),Mole_fraction_NC10H20_Soln#28 (),Mole_fraction_IC12H26_Soln#28 (),Molecular_weight_Soln#28 (g/mole),Mass_density_Soln#28 (g/cm3),Unburned_hydrocarbons_Soln#28 (ppm),Volatile_organic_compounds_Soln#28 (ppm)
0.0,15.0,-7.29231E15,2350.0,2350.0,7.140809E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,4.760539E-5,519545.7,519545.7
4.981817E-15,14.99997,-7.292868E15,2349.99,2349.99,7.140809E-4,1.0,0.9452565,3.297589E-10,1.409521E-18,1.362361E-10,1.180067E-22,2.763936E-20,3.712588E-12,2.896132E-12,4.401138E-14,4.659944E-18,1.505849E-20,1.22485E-18,3.266389E-12,7.36232E-11,5.235199E-8,3.319932E-19,1.347076E-17,1.526017E-13,2.002422E-19,2.901892E-30,4.525087E-12,7.051042E-15,3.185068E-10,2.361285E-6,1.023241E-9,2.388889E-7,3.091113E-12,5.234979E-8,1.604257E-12,4.641918E-22,5.115808E-20,2.05795E-20,1.125078E-19,8.557194E-32,6.71634E-11,2.895376E-12,7.966681E-13,1.714372E-12,2.121572E-6,0.01921524,0.007923911,9.409838E-12,5.125756E-12,1.603025E-38,3.936768E-41,6.408485E-52,9.502361E-23,1.415562E-43,0.01043304,0.01716635,9.179965,4.760549E-5,519544.4,519544.4
8.003954E-13,14.99543,-7.363313E15,2348.318,2348.318,7.140809E-4,1.0,0.9448703,7.668681E-6,5.225747E-12,3.333762E-6,4.35908E-16,1.047862E-13,9.34128E-8,7.278716E-8,1.169617E-9,1.376201E-13,5.701127E-14,4.626317E-12,8.199838E-8,1.796229E-6,8.355111E-6,3.092866E-13,8.238754E-13,3.88577E-9,5.92643E-13,1.169143E-21,1.133844E-7,1.84557E-10,7.893449E-6,3.734443E-4,8.622175E-6,3.81237E-5,7.757305E-8,8.2997E-6,4.064474E-8,1.771483E-15,4.299927E-14,5.239702E-16,3.434408E-13,3.351874E-23,1.610335E-6,7.263091E-8,1.995392E-8,4.292466E-8,3.154287E-4,0.01917945,0.007920671,1.511897E-9,8.201673E-10,1.03043E-29,2.830473E-30,1.810563E-37,2.43232E-18,7.566933E-35,0.01041218,0.01682591,9.176214,4.76199E-5,519332.1,519332.1
1.051658E-11,14.95652,-6.686832E15,2328.352,2328.352,7.140809E-4,1.0,0.9392743,7.254633E-4,7.777444E-9,3.444435E-4,8.859438E-13,1.919763E-10,1.257623E-5,9.690362E-6,2.502097E-7,5.774368E-11,1.115001E-10,8.094665E-9,1.077599E-5,1.763805E-4,1.013049E-4,4.409776E-10,6.979845E-10,6.025267E-7,9.746496E-10,1.201667E-16,1.46118E-5,3.526195E-8,9.110077E-4,0.003946612,8.355071E-4,4.69289E-4,1.016014E-5,9.35234E-5,5.926571E-6,6.122878E-12,7.368845E-11,8.080725E-14,4.907055E-10,7.496785E-19,1.261974E-4,9.45105E-6,2.559329E-6,5.484101E-6,0.001760288,0.01956511,0.007873724,2.37599E-8,1.319768E-8,6.860476E-25,1.0856E-24,9.446142E-30,4.631599E-16,2.350022E-30,0.01016467,0.01339818,9.121867,4.77438E-5,516256.3,516256.3
3.237172E-11,14.90683,-4.185456E15,2294.948,2294.948,7.140809E-4,1.0,0.9288851,0.002593794,1.113211E-7,0.001411985,2.59023E-11,3.726249E-9,7.422367E-5,5.644602E-5,2.460652E-6,1.08367E-9,2.669015E-9,1.446098E-7,6.127975E-5,6.757077E-4,2.688925E-4,6.203677E-9,8.146615E-9,4.692269E-6,1.644724E-8,2.187536E-14,8.076634E-5,3.193486E-7,0.004314732,0.007650096,0.003148482,0.001308856,5.750615E-5,2.178192E-4,4.095133E-5,3.221731E-10,1.325883E-9,6.226672E-13,6.596595E-9,4.078019E-17,2.816837E-4,5.24819E-5,1.401345E-5,2.984728E-5,0.001323418,0.0208904,0.007786473,1.149456E-7,6.886249E-8,1.250673E-22,3.628564E-22,2.023799E-26,6.427515E-15,3.223789E-28,0.009717326,0.008803748,9.020967,4.790293E-5,510545.8,510545.8
8.48132E-11,14.83616,-1.872665E15,2253.277,2253.277,7.140809E-4,1.0,0.9163655,0.004733157,6.941187E-7,0.002916102,3.006229E-10,3.354321E-8,2.32868E-4,1.762048E-4,1.313474E-5,1.2471E-8,3.075416E-8,1.160648E-6,1.832812E-4,0.001364255,5.628922E-4,3.831026E-8,4.184713E-8,2.364818E-5,1.335331E-7,9.343906E-13,2.35E-4,1.673838E-6,0.0101323,0.009880772,0.005963072,0.002921355,1.712939E-4,3.624917E-4,1.690696E-4,6.523207E-9,1.127456E-8,3.194249E-12,3.869854E-8,9.026828E-16,1.747032E-4,1.485224E-4,3.999752E-5,8.468145E-5,5.07069E-4,0.02154491,0.007680878,4.694883E-7,2.91447E-7,1.065882E-20,5.30834E-20,1.005818E-23,7.003242E-14,2.940157E-26,0.009007388,0.004163718,8.899356,4.813112E-5,503663.2,503663.2
1.921979E-10,14.75801,-8.028847E14,2216.458,2216.458,7.140809E-4,1.0,0.9061712,0.006274611,2.42819E-6,0.004010803,1.49494E-9,1.668407E-7,4.815432E-4,3.675134E-4,4.141374E-5,8.561005E-8,1.832835E-7,5.150711E-6,3.606365E-4,0.002013687,9.935633E-4,1.358984E-7,1.353938E-7,8.451647E-5,6.495868E-7,1.452751E-11,4.573296E-4,5.555361E-6,0.0149166,0.01131144,0.007699533,0.005353409,3.370443E-4,4.5638E-4,4.667831E-4,5.748735E-8,5.564044E-8,1.26314E-11,1.33896E-7,1.026581E-14,4.542132E-5,2.654648E-4,7.542525E-5,1.592122E-4,1.348748E-4,0.02027997,0.007593727,1.401407E-6,8.707217E-7,4.1667E-19,3.037805E-18,1.264987E-21,4.909942E-13,1.28307E-24,0.008086335,0.001351077,8.800293,4.838599E-5,498056.7,498056.7
3.558731E-10,14.68924,-4.480833E14,2189.013,2189.013,7.140809E-4,1.0,0.8991506,0.007241437,5.45808E-6,0.004630693,3.995714E-9,4.980402E-7,7.650208E-4,5.89469E-4,8.391382E-5,3.263385E-7,6.109361E-7,1.397363E-5,5.461837E-4,0.002555822,0.001479014,3.145872E-7,3.222085E-7,2.08637E-4,1.937224E-6,9.521886E-11,6.925571E-4,1.230971E-5,0.01752583,0.01255383,0.008321529,0.007980676,5.124635E-4,4.662463E-4,8.897032E-4,2.4466E-7,1.64823E-7,3.733165E-11,3.077629E-7,5.908336E-14,9.928301E-6,3.583044E-4,1.099858E-4,2.320853E-4,3.080182E-5,0.01783933,0.007531997,2.995899E-6,1.842785E-6,6.133835E-18,5.605119E-17,3.762675E-20,1.979679E-12,1.992936E-23,0.007133954,3.552932E-4,8.732018,4.861253E-5,494192.7,494192.7
6.271062E-10,14.61482,-2.849063E14,2161.739,2161.739,7.140809E-4,1.0,0.8924839,0.008143591,1.085833E-5,0.005268669,9.044293E-9,1.282065E-6,0.001118205,8.700022E-4,1.435377E-4,1.020427E-6,1.719211E-6,3.240821E-5,7.5486E-4,0.003166211,0.002070799,6.499731E-7,7.62871E-7,4.549079E-4,4.873416E-6,4.821056E-10,9.621696E-4,2.408491E-5,0.01942871,0.01377728,0.008562846,0.01088872,7.146409E-4,4.181143E-4,0.001456394,8.214901E-7,4.05594E-7,1.075749E-10,6.325532E-7,2.8251E-13,1.735896E-6,4.26862E-4,1.454432E-4,3.073352E-4,4.642925E-6,0.01463161,0.007471048,5.827259E-6,3.529074E-6,7.012945E-17,7.458654E-16,7.266208E-19,6.817875E-12,2.319942E-22,0.006039236,6.033187E-5,8.667131,4.886005E-5,490520.3,490520.3
9.217214E-10,14.5571,-2.105808E14,2141.202,2141.202,7.140809E-4,1.0,0.8875244,0.008834525,1.714117E-5,0.005891648,1.564456E-8,2.368646E-6,0.00140765,0.001107296,1.954856E-4,2.1095E-6,3.369365E-6,5.496139E-5,9.07658E-4,0.003683459,0.002545161,1.055125E-6,1.454398E-6,7.448465E-4,8.669664E-6,1.377266E-9,0.001164767,3.706223E-5,0.02055915,0.01461243,0.008680686,0.01294731,8.689004E-4,3.629192E-4,0.001922043,1.763725E-6,7.026214E-7,2.291102E-10,1.019328E-6,8.025464E-13,6.183479E-7,4.514397E-4,1.686581E-4,3.571149E-4,9.550362E-7,0.01215407,0.007423749,9.058753E-6,5.408536E-6,3.637204E-16,4.127201E-15,5.026885E-18,1.551626E-11,1.199538E-21,0.005197398,1.23958E-5,8.618828,4.905379E-5,487786.6,487786.6
1.432388E-9,14.48555,-1.446047E14,2115.869,2115.869,7.140809E-4,1.0,0.8813781,0.009724615,2.907331E-5,0.006939646,3.008052E-8,4.647646E-6,0.001773785,0.00143071,2.662615E-4,4.640455E-6,7.082896E-6,9.583667E-5,0.001075745,0.004418043,0.003133262,1.841715E-6,3.237012E-6,0.001254384,1.595687E-5,4.35488E-9,0.001396148,5.943504E-5,0.02164016,0.01549257,0.008860941,0.01512815,0.001051308,2.909489E-4,0.002498499,4.003255E-6,1.234731E-6,5.641541E-10,1.750823E-6,2.623936E-12,3.621084E-7,4.485357E-4,1.905723E-4,4.049432E-4,1.896674E-7,0.009279597,0.007361949,1.49169E-5,8.724213E-6,2.390788E-15,2.788894E-14,4.27329E-17,3.931102E-11,7.765589E-21,0.004186253,1.304395E-6,8.558926,4.929609E-5,484396.4,484396.4
1.627746E-9,14.46419,-1.286988E14,2108.267,2108.267,7.140809E-4,1.0,0.8795159,0.01000206,3.399147E-5,0.007331972,3.669258E-8,5.618729E-6,0.001883511,0.001536506,2.892845E-4,5.790523E-6,8.737965E-6,1.114275E-4,0.001119971,0.004666775,0.003307223,2.167822E-6,4.124459E-6,0.001445824,1.888373E-5,6.02366E-9,0.001459385,6.788718E-5,0.02189091,0.0157157,0.008930914,0.01568691,0.001103456,2.699762E-4,0.002668152,5.024557E-6,1.43603E-6,7.377875E-10,2.047257E-6,3.699556E-12,3.364679E-7,4.410304E-4,1.954499E-4,4.158413E-4,1.44144E-7,0.008472438,0.007342319,1.722377E-5,1.000332E-5,4.131729E-15,4.808256E-14,7.835323E-17,5.139975E-11,1.333722E-20,0.003892311,6.161261E-7,8.540767,4.936887E-5,483368.7,483368.7
1.849044E-9,14.44282,-1.142117E14,2100.617,2100.617,7.140809E-4,1.0,0.8776293,0.01028684,3.979766E-5,0.007770456,4.495668E-8,6.771665E-6,0.001993061,0.001648287,3.1355E-4,7.201605E-6,1.074584E-5,1.288531E-4,0.001160906,0.004933854,0.00347998,2.552614E-6,5.269987E-6,0.001658883,2.226639E-5,8.291596E-9,0.001519265,7.737145E-5,0.02210466,0.0159172,0.009011003,0.01619885,0.001154437,2.49435E-4,0.002836284,6.273633E-6,1.660732E-6,9.670412E-10,2.392518E-6,5.215098E-12,3.159591E-7,4.306546E-4,1.994857E-4,4.250247E-4,1.203363E-7,0.007689638,0.007321904,1.987283E-5,1.145613E-5,7.134646E-15,8.242032E-14,1.424948E-16,6.712634E-11,2.287467E-20,0.003601955,2.783299E-7,8.522365,4.944191E-5,482327.3,482327.3
2.073215E-9,14.42367,-1.023384E14,2093.708,2093.708,7.140809E-4,1.0,0.8759124,0.01054918,4.593131E-5,0.008208184,5.419655E-8,7.989817E-6,0.002090779,0.00175458,3.365891E-4,8.741585E-6,1.290996E-5,1.461657E-4,0.00119444,0.005191586,0.003633371,2.958174E-6,6.58307E-6,0.001870151,2.575696E-5,1.101231E-8,0.001569612,8.687397E-5,0.0222618,0.01607706,0.009092746,0.01661498,0.001199029,2.314533E-4,0.002985385,7.6284E-6,1.884317E-6,1.236063E-9,2.751606E-6,7.105672E-12,2.992569E-7,4.190034E-4,2.023392E-4,4.316947E-4,1.079907E-7,0.007009655,0.007302808,2.259077E-5,1.293027E-5,1.166046E-14,1.33235E-13,2.424532E-16,8.528521E-11,3.714323E-20,0.003344955,1.308354E-7,8.505615,4.950756E-5,481379.3,481379.3
2.291919E-9,14.40698,-9.278261E13,2087.635,2087.635,7.140809E-4,1.0,0.874391,0.01078415,5.215685E-5,0.008629056,6.408138E-8,9.221342E-6,0.002175347,0.001852871,3.578865E-4,1.034601E-5,1.513556E-5,1.626715E-4,0.001220951,0.005432858,0.003765645,3.368356E-6,8.01235E-6,0.00207164,2.921934E-5,1.409037E-8,0.001610548,9.603848E-5,0.02236969,0.01619845,0.009172828,0.01694249,0.001236974,2.16139E-4,0.003113937,9.028115E-6,2.098412E-6,1.535661E-9,3.110242E-6,9.329287E-12,2.849947E-7,4.070956E-4,2.041989E-4,4.362223E-4,1.005702E-7,0.006434074,0.007285427,2.527229E-5,1.436953E-5,1.794838E-14,2.024196E-13,3.846931E-16,1.051885E-10,5.683716E-20,0.003123505,6.528311E-8,8.490768,4.956492E-5,480539.0,480539.0
2.591543E-9,14.38674,-8.211247E13,2080.185,2080.185,7.140809E-4,1.0,0.8725068,0.0110782,6.106706E-5,0.009195996,7.906528E-8,1.096959E-5,0.002276792,0.001980572,3.855854E-4,1.270041E-5,1.834952E-5,1.84606E-4,0.001249297,0.005750019,0.003923843,3.952352E-6,1.02074E-5,0.002340174,3.404916E-5,1.900832E-8,0.001655939,1.08419E-4,0.02246036,0.01632035,0.009282698,0.0172925,0.001281731,1.980391E-4,0.003267856,1.105754E-5,2.385362E-6,2.008114E-9,3.613758E-6,1.304694E-11,2.6745E-7,3.905361E-4,2.05614E-4,4.399858E-4,9.345042E-8,0.005757872,0.00726324,2.898865E-5,1.634111E-5,3.047703E-14,3.367423E-13,6.736438E-16,1.360095E-10,9.580851E-20,0.002858174,2.664035E-8,8.472374,4.963466E-5,479498.0,479498.0
2.863624E-9,14.37052,-7.424276E13,2074.134,2074.134,7.140809E-4,1.0,0.8709597,0.01132195,6.953334E-5,0.009701477,9.416141E-8,1.261149E-5,0.002356814,0.00209091,4.095804E-4,1.498899E-5,2.141636E-5,2.038068E-4,0.001268627,0.006026918,0.004048373,4.503596E-6,1.243643E-5,0.002576586,3.851888E-5,2.419793E-8,0.001688402,1.194838E-4,0.02249769,0.01639532,0.009382315,0.01753266,0.001316478,1.839316E-4,0.003389357,1.300047E-5,2.639879E-6,2.501696E-9,4.082182E-6,1.716452E-11,2.529743E-7,3.756524E-4,2.060335E-4,4.41527E-4,8.83281E-8,0.005233963,0.007244419,3.240151E-5,1.812962E-5,4.690649E-14,5.078374E-13,1.057493E-15,1.676047E-10,1.465924E-19,0.002648268,1.238389E-8,8.457266,4.969069E-5,478642.9,478642.9
3.323695E-9,14.34681,-6.374767E13,2065.126,2065.126,7.140809E-4,1.0,0.8686241,0.01169334,8.464258E-5,0.01053699,1.230324E-7,1.549065E-5,0.002470862,0.002267997,4.482919E-4,1.917239E-5,2.68833E-5,2.346763E-4,0.001290661,0.006475694,0.004225745,5.478228E-6,1.670988E-5,0.00296078,4.625564E-5,3.459841E-8,0.001728377,1.378081E-4,0.02248776,0.01646257,0.009549801,0.01781281,0.001365221,1.6398E-4,0.003563449,1.647463E-5,3.058317E-6,3.482546E-9,4.896134E-6,2.593534E-11,2.309929E-7,3.514288E-4,2.053962E-4,4.411862E-4,8.096921E-8,0.004498099,0.007214858,3.82444E-5,2.114628E-5,8.941767E-14,9.333486E-13,2.058032E-15,2.289759E-10,2.771289E-19,0.002346041,3.695499E-9,8.434448,4.977279E-5,477351.5,477351.5
3.806393E-9,14.32588,-5.539784E13,2056.963,2056.963,7.140809E-4,1.0,0.8664693,0.01203867,1.015367E-4,0.01138917,1.580128E-7,1.863255E-5,0.002567498,0.002443902,4.870823E-4,2.397055E-5,3.294585E-5,2.649051E-4,0.001302992,0.006925318,0.004376378,6.554376E-6,2.186248E-5,0.003343962,5.461355E-5,4.779369E-8,0.001754735,1.565167E-4,0.02240513,0.01647254,0.009723557,0.01798236,0.001405906,1.470578E-4,0.003713011,2.033857E-5,3.483207E-6,4.718498E-9,5.776609E-6,3.791354E-11,2.107561E-7,3.277241E-4,2.034684E-4,4.380384E-4,7.42425E-8,0.003879174,0.007186223,4.445827E-5,2.429658E-5,1.611457E-13,1.616562E-12,3.744682E-15,3.043068E-10,4.960974E-19,0.002083988,1.143588E-9,8.413383,4.984551E-5,476159.4,476159.4
4.341087E-9,14.3063,-4.829782E13,2049.095,2049.095,7.140809E-4,1.0,0.8643523,0.01237922,1.214543E-4,0.01230603,2.025921E-7,2.223866E-5,0.002652985,0.002629786,5.285277E-4,2.975933E-5,3.998837E-5,2.958756E-4,0.001307378,0.00740298,0.004510547,7.805686E-6,2.834949E-5,0.003746354,6.415992E-5,6.526213E-8,0.001769981,1.766342E-4,0.02225316,0.01643102,0.009913052,0.01806606,0.001441574,1.318496E-4,0.003848577,2.483812E-5,3.939771E-6,6.346991E-9,6.779982E-6,5.500347E-11,1.91179E-7,3.036978E-4,2.003602E-4,4.323545E-4,6.762654E-8,0.003327639,0.007156669,5.142559E-5,2.77636E-5,2.856621E-13,2.741451E-12,6.644171E-15,4.011219E-10,8.748791E-19,0.001843197,3.42014E-10,8.392673,4.991375E-5,474987.2,474987.2
4.900174E-9,14.28894,-4.253798E13,2041.885,2041.885,7.140809E-4,1.0,0.862374,0.01269724,1.435861E-4,0.01323643,2.56E-7,2.613431E-5,0.002723183,0.002816309,5.706456E-4,3.633183E-5,4.76573E-5,3.255594E-4,0.001304467,0.00788348,0.004622206,9.175716E-6,3.598215E-5,0.004144297,7.446591E-5,8.68743E-8,0.001774112,1.970056E-4,0.02204669,0.01634453,0.0101074,0.0180714,0.001470828,1.189157E-4,0.003964275,2.974905E-5,4.404319E-6,8.354163E-9,7.857172E-6,7.779698E-11,1.73405E-7,2.810247E-4,1.964204E-4,4.248113E-4,6.148093E-8,0.002862602,0.00712765,5.878997E-5,3.13587E-5,4.848091E-13,4.444181E-12,1.120358E-14,5.177166E-10,1.480101E-18,0.001633779,1.054044E-10,8.373303,4.997437E-5,473891.0,473891.0
5.712027E-9,14.26805,-3.621104E13,2032.825,2032.825,7.140809E-4,1.0,0.8598288,0.01310347,1.780029E-4,0.01454011,3.463856E-7,3.199376E-5,0.002797954,0.003076063,6.302382E-4,4.680116E-5,5.92375E-5,3.640791E-4,0.001290864,0.008552477,0.004744563,1.126792E-5,4.855177E-5,0.004684627,9.00178E-5,1.246461E-7,0.001764428,2.25421E-4,0.02168917,0.01616389,0.01038219,0.01797862,0.00150241,1.040755E-4,0.004096515,3.718491E-5,5.06116E-6,1.184691E-8,9.466217E-6,1.212986E-10,1.516404E-7,2.521622E-4,1.899912E-4,4.12136E-4,5.373904E-8,0.00233428,0.007088136,6.960085E-5,3.651661E-5,9.482765E-13,8.148179E-12,2.152162E-14,7.156795E-10,2.892126E-18,0.001387174,2.16565E-11,8.348355,5.004754E-5,472479.0,472479.0
6.292754E-9,14.25553,-3.270947E13,2027.139,2027.139,7.140809E-4,1.0,0.8581947,0.01336091,2.042102E-4,0.01544079,4.206642E-7,3.631929E-5,0.002835836,0.003255361,6.720117E-4,5.495068E-5,6.77757E-5,3.885559E-4,0.001276464,0.009013046,0.004809661,1.283301E-5,5.857724E-5,0.005046472,1.015628E-4,1.565181E-7,0.001749127,2.449318E-4,0.02140569,0.01600645,0.01057316,0.01786301,0.001518996,9.559079E-5,0.004171146,4.268306E-5,5.521654E-6,1.478058E-8,1.0646E-5,1.610887E-10,1.385002E-7,2.341194E-4,1.851313E-4,4.023775E-4,4.893112E-8,0.002035079,0.007061367,7.740236E-5,4.01561E-5,1.449647E-12,1.191317E-11,3.234536E-14,8.78589E-10,4.428033E-18,0.001242524,7.522305E-12,8.332316,5.00915E-5,471571.3,471571.4
7.041586E-9,14.24169,-2.907014E13,2020.57,2020.57,7.140809E-4,1.0,0.8562688,0.01365903,2.398756E-4,0.01656594,5.286444E-7,4.205029E-5,0.00286951,0.003479942,7.250407E-4,6.62597E-5,7.902372E-5,4.16666E-4,0.001254099,0.009587531,0.004872232,1.492812E-5,7.271688E-5,0.005485749,1.16956E-4,2.038618E-7,0.001721957,2.691296E-4,0.02101863,0.01577949,0.01081248,0.01767431,0.001534786,8.660005E-5,0.004248513,4.994748E-5,6.107897E-6,1.911637E-8,1.219858E-5,2.246345E-10,1.240022E-7,2.136045E-4,1.787547E-4,3.894155E-4,4.348743E-8,0.001720582,0.007028313,8.752764E-5,4.478275E-5,2.374136E-12,1.846214E-11,5.166023E-14,1.11549E-9,7.283508E-18,0.001085709,2.077941E-12,8.313389,5.014019E-5,470500.1,470500.1
7.790418E-9,14.22992,-2.615049E13,2014.696,2014.696,7.140809E-4,1.0,0.8545098,0.01392459,2.775638E-4,0.01765294,6.506911E-7,4.794542E-5,0.002889318,0.003698094,7.772452E-4,7.845767E-5,9.047216E-5,4.41233E-4,0.001228897,0.01014225,0.004915639,1.710271E-5,8.815597E-5,0.005897109,1.329038E-4,2.585191E-7,0.001688629,2.922895E-4,0.02061655,0.01553363,0.01104402,0.01745601,0.00154565,7.930069E-5,0.004309045,5.736792E-5,6.689205E-6,2.409003E-8,1.378257E-5,3.037267E-10,1.117942E-7,1.957491E-4,1.723943E-4,3.763481E-4,3.87675E-8,0.001467359,0.006996616,9.770935E-5,4.933051E-5,3.699692E-12,2.72933E-11,7.833234E-14,1.38322E-9,1.14255E-17,9.551769E-4,6.180053E-13,8.296073,5.018166E-5,469520.1,469520.1
8.822505E-9,14.21636,-2.296032E13,2007.501,2007.501,7.140809E-4,1.0,0.8523054,0.0142455,3.326658E-4,0.01909312,8.424924E-7,5.632867E-5,0.002898673,0.003989632,8.479408E-4,9.670211E-5,1.064676E-4,4.699186E-4,0.001191463,0.01087747,0.004951219,2.021703E-5,1.114368E-4,0.006423167,1.557564E-4,3.463527E-7,0.00163578,3.225934E-4,0.02005004,0.01517497,0.01135065,0.01712642,0.001554506,7.130892E-5,0.004371226,6.778454E-5,7.488156E-6,3.201382E-8,1.601086E-5,4.418308E-10,9.799748E-8,1.747584E-4,1.638218E-4,3.585592E-4,3.324154E-8,0.001192483,0.00695475,1.118057E-4,5.546281E-5,6.387036E-12,4.39931E-11,1.299656E-13,1.803826E-9,1.996674E-17,8.081657E-4,1.28678E-13,8.274329,5.022952E-5,468289.5,468289.5
9.362221E-9,14.21026,-2.157868E13,2004.08,2004.08,7.140809E-4,1.0,0.8512376,0.0143952,3.628758E-4,0.01982114,9.538637E-7,6.082901E-5,0.002896828,0.004138297,8.843369E-4,1.068934E-4,1.148924E-4,4.82775E-4,0.001171209,0.01124938,0.004960907,2.189463E-5,1.244826E-4,0.006681148,1.680926E-4,3.982553E-7,0.001605939,3.377278E-4,0.01975166,0.01498162,0.01150537,0.01694645,0.001556921,6.787092E-5,0.004395917,7.329582E-5,7.906971E-6,3.665824E-8,1.719465E-5,5.290439E-10,9.193866E-8,1.651907E-4,1.5947E-4,3.494612E-4,3.073248E-8,0.001075049,0.00693357,1.191957E-4,5.860489E-5,8.287049E-12,5.516428E-11,1.650835E-13,2.047997E-9,2.610314E-17,7.433252E-4,5.897066E-14,8.263774,5.025107E-5,467692.2,467692.2
1.028125E-8,14.20116,-1.956537E13,1998.704,1998.704,7.140809E-4,1.0,0.8495323,0.01462503,4.16424E-4,0.02102355,1.161248E-6,6.867383E-5,0.00288506,0.004385975,9.45384E-4,1.252566E-4,1.292772E-4,5.0165E-4,0.001136311,0.01186413,0.004966226,2.482079E-5,1.479885E-4,0.007095967,1.896785E-4,4.963826E-7,0.001552871,3.624261E-4,0.01924436,0.01464724,0.01176021,0.01663439,0.001558295,6.29255E-5,0.004428099,8.274876E-5,8.624604E-6,4.536717E-8,1.923637E-5,7.03949E-10,8.312438E-8,1.507618E-4,1.523052E-4,3.34394E-4,2.696357E-8,9.070463E-4,0.00689848,1.317929E-4,6.385023E-5,1.249061E-11,7.86523E-11,2.39923E-13,2.502638E-9,3.991528E-17,6.480044E-4,1.651312E-14,8.246886,5.028327E-5,466736.4,466736.4
1.102829E-8,14.19477,-1.817835E13,1994.691,1994.691,7.140809E-4,1.0,0.8482376,0.01479094,4.618309E-4,0.02196806,1.346445E-6,7.521844E-5,0.002868797,0.004582551,9.941122E-4,1.411041E-4,1.409673E-4,5.144657E-4,0.001107938,0.01234748,0.004962025,2.725787E-5,1.682265E-4,0.007412272,2.077378E-4,5.854263E-7,0.001508398,3.815479E-4,0.01883509,0.01437307,0.01195958,0.01637911,0.00155734,5.958942E-5,0.004446671,9.047331E-5,9.214049E-6,5.319417E-8,2.091777E-5,8.72882E-10,7.714193E-8,1.405174E-4,1.467248E-4,3.225877E-4,2.430181E-8,7.943694E-4,0.006870763,1.42034E-4,6.801481E-5,1.697661E-11,1.024081E-10,3.165951E-13,2.908688E-9,5.49564E-17,5.820969E-4,6.143494E-15,8.234036,5.030592E-5,466009.1,466009.1
