Time_Soln#19 (sec),Volume_Soln#19 (cm3),Volumetric_heat_production_rate_Soln#19 (erg/cm3-sec),Surface_temperature_Soln#19 (K),Temperature_Soln#19 (K),Mass_Soln#19 (g),Pressure_Soln#19 (atm),Mole_fraction_H2_Soln#19 (),Mole_fraction_H_Soln#19 (),Mole_fraction_CH4_Soln#19 (),Mole_fraction_CH3_Soln#19 (),Mole_fraction_C2H6_Soln#19 (),Mole_fraction_C2H5_Soln#19 (),Mole_fraction_C2H4_Soln#19 (),Mole_fraction_C2H3_Soln#19 (),Mole_fraction_C2H2_Soln#19 (),Mole_fraction_C3H8_Soln#19 (),Mole_fraction_NC3H7_Soln#19 (),Mole_fraction_C3H6_Soln#19 (),Mole_fraction_C3H5-A_Soln#19 (),Mole_fraction_C3H4-P_Soln#19 (),Mole_fraction_C3H4-A_Soln#19 (),Mole_fraction_C3H3_Soln#19 (),Mole_fraction_PC4H9_Soln#19 (),Mole_fraction_IC4H10_Soln#19 (),Mole_fraction_IC4H9_Soln#19 (),Mole_fraction_TC4H9_Soln#19 (),Mole_fraction_IC4H8_Soln#19 (),Mole_fraction_IC4H7_Soln#19 (),Mole_fraction_C4H8-1_Soln#19 (),Mole_fraction_C4H8-2_Soln#19 (),Mole_fraction_C4H71-3_Soln#19 (),Mole_fraction_C4H6_Soln#19 (),Mole_fraction_C4H4_Soln#19 (),Mole_fraction_C4H2_Soln#19 (),Mole_fraction_C6H6_Soln#19 (),Mole_fraction_FULVENE_Soln#19 (),Mole_fraction_C5H6_Soln#19 (),Mole_fraction_MCPTD_Soln#19 (),Mole_fraction_C10H8_Soln#19 (),Mole_fraction_NEOC5H12_Soln#19 (),Mole_fraction_NC5H10_Soln#19 (),Mole_fraction_B1M2_Soln#19 (),Mole_fraction_LC5H8_Soln#19 (),Mole_fraction_NC7H14_Soln#19 (),Mole_fraction_IC8H17_Soln#19 (),Mole_fraction_IC8H16_Soln#19 (),Mole_fraction_DIMEPTD_Soln#19 (),Mole_fraction_C7H8_Soln#19 (),Mole_fraction_C7H7_Soln#19 (),Mole_fraction_C6H5C2H_Soln#19 (),Mole_fraction_C12H8_Soln#19 (),Mole_fraction_C14H10_Soln#19 (),Mole_fraction_BIN1B_Soln#19 (),Mole_fraction_BIN1A_Soln#19 (),Mole_fraction_NC10H20_Soln#19 (),Mole_fraction_IC12H26_Soln#19 (),Molecular_weight_Soln#19 (g/mole),Mass_density_Soln#19 (g/cm3),Unburned_hydrocarbons_Soln#19 (ppm),Volatile_organic_compounds_Soln#19 (ppm)
0.0,15.0,-1.845722E14,1900.0,1900.0,8.832053E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,5.888035E-5,519545.7,519545.7
2.26253E-13,14.99995,-1.849228E14,1899.99,1899.99,8.832053E-4,1.0,0.9452567,1.949862E-9,2.391574E-16,1.201311E-9,6.387662E-18,4.318369E-11,3.335746E-11,1.858596E-13,7.515385E-17,3.050662E-18,3.79884E-11,6.653663E-10,6.169919E-8,2.182926E-16,4.649857E-13,2.034174E-18,5.261973E-11,1.046421E-13,2.006732E-9,2.189442E-6,6.116528E-9,2.961881E-7,3.594928E-11,1.576739E-15,6.169292E-8,5.081458E-12,2.779154E-19,1.524531E-19,2.901444E-17,3.507337E-27,8.321015E-26,7.379181E-22,1.90668E-29,7.103274E-21,2.831358E-11,7.020559E-23,3.027031E-19,1.593197E-11,1.886135E-6,0.01921519,5.682176E-16,0.007923912,9.640062E-11,1.023529E-34,8.224211E-46,1.198584E-21,1.366677E-40,4.649642E-40,0.01043303,0.01716658,9.179966,5.888053E-5,519544.5,519544.5
1.286396E-11,14.99749,-2.00902E14,1899.398,1899.398,8.832053E-4,1.0,0.9451174,5.28162E-6,3.74058E-11,3.498213E-6,1.043862E-12,1.330203E-7,1.022179E-7,6.177038E-10,2.646958E-13,4.964996E-13,1.161302E-7,1.910613E-6,3.496086E-6,8.61252E-13,1.526492E-9,2.59229E-13,1.59632E-7,3.652198E-10,5.984955E-6,1.255861E-4,8.991413E-6,1.678287E-5,1.097895E-7,5.147777E-12,3.476045E-6,1.628461E-8,3.078345E-15,4.898403E-16,3.705491E-12,2.457127E-20,6.66022E-19,3.885515E-15,1.126059E-22,5.745841E-14,8.652334E-8,6.062519E-16,1.544854E-12,4.832709E-8,8.882009E-5,0.01920348,6.557513E-11,0.007922739,5.492219E-9,9.563217E-28,3.826987E-34,4.080241E-18,1.229803E-33,4.174737E-33,0.01042462,0.01705903,9.178614,5.88902E-5,519468.0,519468.0
1.073592E-10,14.98086,-2.236181E14,1894.367,1894.367,8.832053E-4,1.0,0.9436608,1.754864E-4,1.353079E-8,1.339225E-4,4.708118E-10,6.620364E-6,4.963304E-6,4.944903E-8,3.067192E-11,2.306245E-10,5.54079E-6,6.680849E-5,2.837075E-5,1.004485E-10,1.103279E-7,8.909027E-11,7.293084E-6,3.318508E-8,2.640372E-4,9.801984E-4,3.10032E-4,1.36711E-4,5.212861E-6,3.931955E-10,2.708753E-5,1.063507E-6,1.235276E-12,3.250565E-14,1.207603E-9,6.791861E-17,2.981381E-15,1.117931E-11,3.521938E-19,1.628508E-10,4.116484E-6,2.239992E-12,3.535565E-9,2.20877E-6,2.523555E-4,0.01929873,2.133863E-8,0.007910475,5.198442E-8,6.999243E-24,7.899458E-28,9.164179E-16,1.794118E-29,7.265636E-29,0.01035877,0.01629073,9.164467,5.895558E-5,518667.3,518667.3
3.157039E-10,14.94854,-1.932497E14,1883.834,1883.834,8.832053E-4,1.0,0.9404436,6.031917E-4,1.766543E-7,5.284837E-4,7.612491E-9,3.186609E-5,2.36925E-5,4.705525E-7,5.20843E-10,4.189456E-9,2.549837E-5,2.448864E-4,7.853721E-5,1.002409E-9,9.111051E-7,1.154386E-9,3.21166E-5,3.234305E-7,0.00124255,0.00225505,0.00112039,3.827239E-4,2.394076E-5,3.897132E-9,6.919281E-5,8.003215E-6,2.477792E-11,2.536114E-13,1.411217E-8,2.882219E-15,3.607563E-13,3.906486E-10,1.468379E-17,5.079905E-9,1.883538E-5,8.957065E-11,8.161939E-8,9.776408E-6,2.249992E-4,0.01958737,2.507711E-7,0.007883286,2.093336E-7,9.353255E-22,1.057157E-24,2.649415E-14,6.826207E-27,3.596431E-26,0.01022278,0.01483606,9.133214,5.908306E-5,516898.5,516898.5
8.157311E-10,14.88623,-1.376626E14,1864.174,1864.174,8.832053E-4,1.0,0.9345296,0.001384169,1.24852E-6,0.001314672,6.453816E-8,9.022386E-5,6.965409E-5,2.896348E-6,7.225613E-9,4.355187E-8,6.917593E-5,6.110721E-4,1.797909E-4,6.399369E-9,5.179725E-6,8.926017E-9,8.478497E-5,2.079203E-6,0.003466137,0.004023355,0.002620722,8.93958E-4,6.546881E-5,2.930938E-8,1.349154E-4,3.993543E-5,2.760892E-10,1.411152E-12,9.315163E-8,9.931543E-14,1.879348E-11,6.132318E-9,3.21844E-16,6.677817E-8,5.06288E-5,1.51907E-9,7.086641E-7,2.630128E-5,1.634733E-4,0.02000162,1.666384E-6,0.007832726,8.380461E-7,8.145855E-20,4.86234E-22,4.447438E-13,1.403441E-24,8.603563E-24,0.009954442,0.01228191,9.075725,5.933034E-5,513644.9,513644.9
2.593606E-9,14.75278,-6.590494E13,1824.13,1824.13,8.832053E-4,1.0,0.9227662,0.002933275,9.756097E-6,0.003057705,6.455134E-7,2.428311E-4,2.149966E-4,1.706899E-5,1.472049E-7,5.952442E-7,1.705238E-4,0.001615118,4.30431E-4,6.187957E-8,3.43157E-5,8.561793E-8,2.030775E-4,1.50043E-5,0.007540971,0.007135324,0.005450153,0.002217409,1.678687E-4,2.955376E-7,2.167102E-4,1.978906E-4,3.254445E-9,1.160099E-11,7.059754E-7,9.058117E-12,1.112544E-9,1.105959E-7,1.146602E-14,9.957225E-7,1.237983E-4,2.983752E-8,5.744161E-6,6.816287E-5,7.797277E-5,0.02024638,1.25359E-5,0.007727726,4.700638E-6,1.68452E-17,5.5309E-19,1.041895E-11,6.793112E-22,4.503428E-21,0.009316757,0.00767769,8.961108,5.986705E-5,507158.1,507158.1
6.282695E-9,14.61735,-3.15381E13,1784.656,1784.656,8.832053E-4,1.0,0.9112805,0.00443697,4.046493E-5,0.005387706,3.377393E-6,4.555475E-4,4.915832E-4,4.886342E-5,1.159252E-6,3.690691E-6,2.7926E-4,0.003383364,7.462889E-4,4.467164E-7,1.204248E-4,4.30558E-7,3.174095E-4,5.441239E-5,0.01019563,0.009439989,0.00793975,0.003954616,2.982744E-4,1.403392E-6,2.307752E-4,4.931378E-4,1.58991E-8,8.049898E-11,2.812915E-6,2.216E-10,1.57234E-8,7.312848E-7,1.780812E-13,6.10358E-6,2.076004E-4,2.264818E-7,2.173184E-5,1.25904E-4,3.246315E-5,0.01949837,4.762009E-5,0.007611999,1.634886E-5,1.007845E-15,7.906572E-17,9.544546E-11,5.706174E-20,3.860382E-19,0.008520901,0.0041715,8.848415,6.042169E-5,500780.2,500780.2
1.03926E-8,14.53473,-2.031035E13,1759.949,1759.949,8.832053E-4,1.0,0.9039299,0.005351841,8.928795E-5,0.007525544,8.696986E-6,6.222218E-4,7.93893E-4,8.380028E-5,3.508328E-6,9.678494E-6,3.394293E-4,0.005227585,9.712079E-4,1.47375E-6,2.284771E-4,1.092571E-6,3.664772E-4,1.045635E-4,0.01086596,0.0101496,0.009381435,0.005236924,3.955941E-4,3.117404E-6,2.18114E-4,7.420691E-4,3.978196E-8,2.754149E-10,5.88861E-6,1.186556E-9,6.145321E-8,1.907945E-6,9.590221E-13,1.578548E-5,2.644753E-4,6.795737E-7,4.27648E-5,1.73747E-4,1.74162E-5,0.01846995,9.392075E-5,0.007524597,3.189882E-5,1.193996E-14,1.120386E-15,3.165777E-10,6.491621E-19,4.397176E-18,0.007918862,0.002615915,8.775522,6.076518E-5,496654.8,496654.8
1.171527E-8,14.515,-1.828738E13,1753.841,1753.841,8.832053E-4,1.0,0.9020705,0.005568648,1.07844E-4,0.008169774,1.093812E-5,6.657674E-4,8.911508E-4,9.513813E-5,4.549479E-6,1.207184E-5,3.516778E-4,0.005800007,0.001027725,1.959742E-6,2.639758E-4,1.369837E-6,3.734828E-4,1.211136E-4,0.01089378,0.01021093,0.009730448,0.005569068,4.212521E-4,3.738234E-6,2.139205E-4,8.094358E-4,5.031241E-8,3.704023E-10,6.99335E-6,1.741988E-9,8.390489E-8,2.368114E-6,1.459857E-12,1.963117E-5,2.787809E-4,8.795301E-7,4.985317E-5,1.871741E-4,1.483489E-5,0.01815312,1.094399E-4,0.007500236,3.721909E-5,2.18808E-14,2.066762E-15,4.189186E-10,1.15073E-18,7.787115E-18,0.007757263,0.002308318,8.756954,6.084778E-5,495603.9,495603.9
1.324983E-8,14.49482,-1.641539E13,1747.472,1747.472,8.832053E-4,1.0,0.9001085,0.005788015,1.309948E-4,0.008897363,1.387699E-5,7.113033E-4,0.001004003,1.083978E-4,5.936912E-6,1.509356E-5,3.629117E-4,0.006450967,0.001086218,2.623922E-6,3.051928E-4,1.731416E-6,3.781113E-4,1.40348E-4,0.01086262,0.01022266,0.01009316,0.005919284,4.485838E-4,4.491246E-6,2.093935E-4,8.81638E-4,6.463647E-8,5.017802E-10,8.333104E-6,2.56821E-9,1.149773E-7,2.942106E-6,2.265697E-12,2.447659E-5,2.937307E-4,1.144956E-6,5.818197E-5,2.018765E-4,1.25282E-5,0.01779879,1.275957E-4,0.007473427,4.351834E-5,4.09847E-14,3.847375E-15,5.575513E-10,2.068306E-18,1.397426E-17,0.00758345,0.002018195,8.737297,6.093248E-5,494491.4,494491.4
1.56459E-8,14.46787,-1.417597E13,1738.722,1738.722,8.832053E-4,1.0,0.8973698,0.006074591,1.704788E-4,0.009995164,1.922109E-5,7.729315E-4,0.001180096,1.293362E-4,8.496666E-6,2.028212E-5,3.754003E-4,0.007438346,0.001164925,3.880957E-6,3.692318E-4,2.381926E-6,3.796541E-4,1.702332E-4,0.01071977,0.01014975,0.01059128,0.006404474,4.870078E-4,5.726815E-6,2.031298E-4,9.836286E-4,9.211378E-8,7.5358E-10,1.053582E-5,4.292691E-9,1.74583E-7,3.91203E-6,4.150283E-12,3.277795E-5,3.142667E-4,1.631357E-6,7.13186E-5,2.232547E-4,9.916063E-6,0.01727496,1.560366E-4,0.007434021,5.355088E-5,9.623736E-14,8.791166E-15,8.177658E-10,4.553803E-18,3.066816E-17,0.007335929,0.001667686,8.709746,6.1046E-5,492932.2,492932.2
1.739897E-8,14.45091,-1.289513E13,1733.046,1733.046,8.832053E-4,1.0,0.8955634,0.006248782,2.018325E-4,0.01077095,2.373775E-5,8.115389E-4,0.001308699,1.448187E-4,1.06789E-5,2.439942E-5,3.814672E-4,0.008137912,0.001214387,4.972284E-6,4.156187E-4,2.923935E-6,3.775216E-4,1.918501E-4,0.01056592,0.01004665,0.01091548,0.006720467,5.124433E-4,6.67E-6,1.991394E-4,0.001051286,1.166295E-7,9.742849E-10,1.222355E-5,5.921504E-9,2.269189E-7,4.669735E-6,6.148427E-12,3.935166E-5,3.275621E-4,2.042679E-6,8.097275E-5,2.3786E-4,8.518283E-6,0.01691386,1.767735E-4,0.007406716,6.099262E-5,1.66401E-13,1.478717E-14,1.042603E-9,7.529842E-18,5.056935E-17,0.007169946,0.001467954,8.691497,6.111762E-5,491899.4,491899.4
1.955276E-8,14.43261,-1.16036E13,1726.737,1726.737,8.832053E-4,1.0,0.8935256,0.006428794,2.430714E-4,0.0116939,3.00172E-5,8.523501E-4,0.001466224,1.639813E-4,1.372306E-5,2.978026E-5,3.861577E-4,0.008970685,0.001267338,6.511412E-6,4.718768E-4,3.665199E-6,3.721861E-4,2.179932E-4,0.01033965,0.009880424,0.01127774,0.007071784,5.411701E-4,7.866835E-6,1.948397E-4,0.001127668,1.524007E-7,1.287566E-9,1.43749E-5,8.380875E-9,3.014124E-7,5.646674E-6,9.514515E-12,4.792572E-5,3.422969E-4,2.61166E-6,9.28252E-5,2.547754E-4,7.198489E-6,0.01649432,2.02031E-4,0.007374626,7.020005E-5,3.03902E-13,2.599157E-14,1.359286E-9,1.30712E-17,8.745134E-17,0.006980438,0.001269419,8.670837,6.11951E-5,490730.1,490730.1
2.182677E-8,14.41578,-1.048353E13,1720.731,1720.731,8.832053E-4,1.0,0.8915537,0.006584219,2.897173E-4,0.01263346,3.755228E-5,8.883867E-4,0.001631749,1.843115E-4,1.73751E-5,3.579555E-5,3.884898E-4,0.00981804,0.001315314,8.371185E-6,5.302566E-4,4.536087E-6,3.642048E-4,2.449911E-4,0.01007151,0.009671863,0.01162536,0.007405745,5.689851E-4,9.169051E-6,1.90915E-4,0.001201434,1.975093E-7,1.66808E-9,1.672937E-5,1.155711E-8,3.922724E-7,6.723928E-6,1.441179E-11,5.748728E-5,3.562784E-4,3.287628E-6,1.052777E-4,2.715508E-4,6.139419E-6,0.01607804,2.283201E-4,0.00734225,7.994896E-5,5.358394E-13,4.39082E-14,1.74248E-9,2.196137E-17,1.46292E-16,0.006794964,0.001101463,8.650768,6.126656E-5,489594.3,489594.3
2.401779E-8,14.40155,-9.577381E12,1715.473,1715.473,8.832053E-4,1.0,0.8897999,0.006705179,3.375299E-4,0.01350566,4.572088E-5,9.170444E-4,0.001790251,2.039133E-4,2.132015E-5,4.186714E-5,3.887388E-4,0.01060378,0.001355011,1.038649E-5,5.854224E-4,5.458352E-6,3.549344E-4,2.703332E-4,0.009795754,0.009449309,0.0119325,0.007697396,5.937466E-4,1.045511E-5,1.876301E-4,0.001266797,2.486365E-7,2.081924E-9,1.906931E-5,1.520549E-8,4.915947E-7,7.798217E-6,2.072014E-11,6.711137E-5,3.684816E-4,4.010758E-6,1.17174E-4,2.867778E-4,5.348193E-6,0.01570062,2.531919E-4,0.007312345,8.932591E-5,8.760364E-13,6.885033E-14,2.159317E-9,3.444916E-17,2.284618E-16,0.006628371,9.6981E-4,8.632853,6.132708E-5,488580.4,488580.4
2.604614E-8,14.38986,-8.853535E12,1711.0,1711.0,8.832053E-4,1.0,0.888286,0.006795294,3.841806E-4,0.01428479,5.40997E-5,9.38867E-4,0.001935966,2.220005E-4,2.534348E-5,4.769148E-5,3.875854E-4,0.01130478,0.001386868,1.244232E-5,6.354992E-4,6.3823E-6,3.454197E-4,2.931553E-4,0.009531814,0.009230826,0.0121963,0.007944944,6.151602E-4,1.166867E-5,1.849485E-4,0.001322975,3.03071E-7,2.505143E-9,2.129094E-5,1.911292E-8,5.937085E-7,8.81873E-6,2.821138E-11,7.631586E-5,3.788408E-4,4.741763E-6,1.280702E-4,3.001342E-4,4.761712E-6,0.01537011,2.757599E-4,0.00728568,9.796225E-5,1.326467E-12,1.003473E-13,2.586827E-9,5.041372E-17,3.329143E-16,0.006483351,8.6814E-4,8.617338,6.137693E-5,487702.3,487702.3
2.76512E-8,14.38148,-8.343451E12,1707.695,1707.695,8.832053E-4,1.0,0.887154,0.006853388,4.226507E-4,0.01488239,6.129793E-5,9.532556E-4,0.002050494,2.362304E-4,2.877774E-5,5.241805E-5,3.859072E-4,0.01184186,0.00140916,1.419485E-5,6.744349E-4,7.159486E-6,3.374659E-4,3.107564E-4,0.00931995,0.009052376,0.01239282,0.008127464,6.312122E-4,1.264227E-5,1.830328E-4,0.001364812,3.511965E-7,2.866539E-9,2.30828E-5,2.257244E-8,6.813229E-7,9.640971E-6,3.543116E-11,8.376396E-5,3.864816E-4,5.361293E-6,1.365992E-4,3.102387E-4,4.373823E-6,0.01512042,2.932809E-4,0.007265224,1.047505E-4,1.798845E-12,1.321225E-13,2.953343E-9,6.672481E-17,4.391093E-16,0.006374182,7.986916E-4,8.605707,6.14127E-5,487044.0,487044.0
2.950593E-8,14.37264,-7.811011E12,1704.108,1704.108,8.832053E-4,1.0,0.8859112,0.006907475,4.687432E-4,0.01555246,7.025085E-5,9.670222E-4,0.002181904,2.525414E-4,3.301824E-5,5.798953E-5,3.832755E-4,0.0124435,0.001432078,1.635397E-5,7.186634E-4,8.106315E-6,3.279786E-4,3.305739E-4,0.009074052,0.008842358,0.0126079,0.008325325,6.488959E-4,1.377981E-5,1.810117E-4,0.001410568,4.125537E-7,3.312402E-9,2.518695E-5,2.697854E-8,7.899137E-7,1.060463E-5,4.537411E-11,9.251687E-5,3.947678E-4,6.121419E-6,1.463409E-4,3.214384E-4,3.991842E-6,0.01484395,3.131362E-4,0.007242256,1.125309E-4,2.499925E-12,1.776245E-13,3.407689E-9,9.040474E-17,5.925421E-16,0.006253591,7.283719E-4,8.592908,6.145045E-5,486319.7,486319.7
3.191736E-8,14.36237,-7.194638E12,1699.776,1699.776,8.832053E-4,1.0,0.8843899,0.006959106,5.311758E-4,0.01639145,8.292273E-5,9.808164E-4,0.002351151,2.734694E-4,3.895947E-5,6.53781E-5,3.789547E-4,0.01319609,0.001457862,1.936783E-5,7.749489E-4,9.412038E-6,3.153963E-4,3.554836E-4,0.008755462,0.008566244,0.01287029,0.00856403,6.706685E-4,1.527558E-5,1.786436E-4,0.001466328,5.0181E-7,3.935796E-9,2.797062E-5,3.336485E-8,9.425891E-7,1.18753E-5,6.118018E-11,1.040768E-4,4.047672E-4,7.178832E-6,1.588085E-4,3.352866E-4,3.579091E-6,0.01450233,3.382998E-4,0.007213407,1.225247E-4,3.713084E-12,2.531294E-13,4.047248E-9,1.304278E-16,8.503314E-16,0.006104873,6.500017E-4,8.577197,6.14944E-5,485430.5,485430.5
3.470427E-8,14.35199,-6.569449E12,1695.184,1695.184,8.832053E-4,1.0,0.8827503,0.006995717,6.066599E-4,0.01731678,9.903785E-5,9.917114E-4,0.002544336,2.971632E-4,4.641151E-5,7.407388E-5,3.729838E-4,0.01402557,0.001482791,2.312769E-5,8.383112E-4,1.10203E-5,3.008001E-4,3.830464E-4,0.008392324,0.008246714,0.013152,0.008817135,6.943521E-4,1.702311E-5,1.76203E-4,0.001526123,6.186917E-7,4.715144E-9,3.12462E-5,4.167026E-8,1.134678E-6,1.336337E-5,8.403967E-11,1.176064E-4,4.153678E-4,8.495141E-6,1.729182E-4,3.50361E-4,3.192462E-6,0.01413036,3.664369E-4,0.007181413,1.338763E-4,5.638794E-12,3.674465E-13,4.853966E-9,1.924729E-16,1.247113E-15,0.005943163,5.741126E-4,8.560211,6.153888E-5,484469.1,484469.1
3.668699E-8,14.34546,-6.171651E12,1692.157,1692.157,8.832053E-4,1.0,0.8816533,0.0070086,6.624099E-4,0.01794695,1.114698E-4,9.966052E-4,0.002680118,3.136392E-4,5.208248E-5,8.033472E-5,3.68253E-4,0.01459038,0.001497792,2.597342E-5,8.82316E-4,1.222524E-5,2.905252E-4,4.018509E-4,0.00813893,0.008021042,0.01333986,0.008984192,7.103675E-4,1.827595E-5,1.74622E-4,0.001565969,7.110007E-7,5.306333E-9,3.360922E-5,4.817797E-8,1.281161E-6,1.443175E-5,1.036605E-10,1.27293E-4,4.223585E-4,9.491017E-6,1.827511E-4,3.605215E-4,2.962861E-6,0.01387929,3.858282E-4,0.007159483,1.418086E-4,7.422519E-12,4.692462E-13,5.471057E-9,2.489507E-16,1.606002E-15,0.005834083,5.278273E-4,8.548816,6.156688E-5,483824.2,483824.2
4.256314E-8,14.32964,-5.17192E12,1684.193,1684.193,8.832053E-4,1.0,0.8786958,0.006993909,8.367666E-4,0.01968266,1.530496E-4,9.998622E-4,0.003074013,3.602673E-4,7.058319E-5,9.908062E-5,3.527113E-4,0.01614796,0.00153149,3.516957E-5,0.001007745,1.606433E-5,2.612888E-4,4.5368E-4,0.007419451,0.007369589,0.01384367,0.009426253,7.545056E-4,2.201932E-5,1.704867E-4,0.001672864,1.030176E-6,7.226362E-9,4.073645E-5,7.032425E-8,1.760247E-6,1.762863E-5,1.807883E-10,1.559916E-4,4.40791E-4,1.271687E-5,2.108458E-4,3.881405E-4,2.439024E-6,0.0131932,4.402249E-4,0.007098272,1.645428E-4,1.530581E-11,8.923083E-13,7.502409E-9,4.930274E-16,3.140207E-15,0.005536077,4.187215E-4,8.517975,6.163486E-5,482078.8,482078.8
4.450745E-8,14.3254,-4.889055E12,1681.847,1681.847,8.832053E-4,1.0,0.8778026,0.006974562,8.97217E-4,0.02021529,1.683599E-4,9.97938E-4,0.003201456,3.748902E-4,7.722613E-5,1.053021E-4,3.472587E-4,0.01662722,0.001539739,3.844196E-5,0.001047692,1.741442E-5,2.521442E-4,4.695678E-4,0.007193048,0.007161609,0.01399499,0.009557598,7.681949E-4,2.326386E-5,1.69251E-4,0.001705036,1.150946E-6,7.913851E-9,4.312601E-5,7.856715E-8,1.932632E-6,1.869257E-5,2.133197E-10,1.654058E-4,4.462343E-4,1.386984E-5,2.197899E-4,3.965262E-4,2.303658E-6,0.01298317,4.572215E-4,0.007079188,1.717953E-4,1.895749E-11,1.078971E-12,8.238411E-9,6.044928E-16,3.834355E-15,0.005444837,3.897742E-4,8.508628,6.165309E-5,481549.8,481549.8
4.718629E-8,14.32026,-4.531105E12,1678.821,1678.821,8.832053E-4,1.0,0.8766333,0.006938291,9.825471E-4,0.02091674,1.90704E-4,9.933654E-4,0.003374644,3.943289E-4,8.676979E-5,1.138568E-4,3.396201E-4,0.01725999,0.001549203,4.311933E-5,0.001101544,1.933245E-5,2.400419E-4,4.904597E-4,0.006891204,0.006882274,0.01419242,0.009728209,7.864371E-4,2.498043E-5,1.676241E-4,0.001747108,1.32972E-6,8.901169E-9,4.643632E-5,9.064204E-8,2.180605E-6,2.016083E-5,2.644928E-10,1.78252E-4,4.532685E-4,1.552399E-5,2.318241E-4,4.075192E-4,2.139713E-6,0.01270602,4.798391E-4,0.00705379,1.815598E-4,2.501194E-11,1.3802E-12,9.301811E-9,7.882057E-16,4.971998E-15,0.005324431,3.543695E-4,8.49637,6.167523E-5,480856.0,480856.0
5.030603E-8,14.31518,-4.154791E12,1675.572,1675.572,8.832053E-4,1.0,0.8753537,0.006883989,0.0010847,0.021688,2.185271E-4,9.857054E-4,0.003572815,4.158952E-4,9.841838E-5,1.237661E-4,3.306397E-4,0.01795861,0.001557852,4.879436E-5,0.001162613,2.164358E-5,2.267054E-4,5.133723E-4,0.006554625,0.006568151,0.0144075,0.009913336,8.068874E-4,2.697969E-5,1.658136E-4,0.001793128,1.55595E-6,1.010739E-8,5.031076E-5,1.057203E-7,2.483791E-6,2.187218E-5,3.340193E-10,1.929799E-4,4.608395E-4,1.754186E-5,2.454187E-4,4.195521E-4,1.97551E-6,0.01239968,5.050356E-4,0.00702546,1.92595E-4,3.375188E-11,1.801979E-12,1.060928E-8,1.052073E-15,6.594988E-15,0.00519133,3.186219E-4,8.482928,6.16971E-5,480095.3,480095.3
5.230871E-8,14.31239,-3.933431E12,1673.627,1673.627,8.832053E-4,1.0,0.8745751,0.006843299,0.00115174,0.02215817,2.373922E-4,9.797009E-4,0.003698028,4.29117E-4,1.061776E-4,1.300829E-4,3.24873E-4,0.01838644,0.001562258,5.255633E-5,0.001200932,2.316717E-5,2.18581E-4,5.273017E-4,0.00634704,0.006373081,0.01453781,0.01002525,8.196181E-4,2.826192E-5,1.646872E-4,0.001821139,1.711338E-6,1.091258E-8,5.280517E-5,1.159562E-7,2.686087E-6,2.297062E-5,3.846374E-10,2.022774E-4,4.653769E-4,1.888666E-5,2.539094E-4,4.268662E-4,1.882469E-6,0.0122116,5.205778E-4,0.007007951,1.994874E-4,4.043296E-11,2.116805E-12,1.148595E-8,1.253263E-15,7.825513E-15,0.005109612,2.982937E-4,8.474737,6.170912E-5,479631.7,479631.7
5.420598E-8,14.31006,-3.736779E12,1671.88,1671.88,8.832053E-4,1.0,0.8738663,0.006801128,0.001216239,0.02258623,2.55976E-4,9.73363E-4,0.003815214,4.411886E-4,1.137177E-4,1.360273E-4,3.194322E-4,0.01877753,0.001565717,5.619977E-5,0.001236628,2.4637E-5,2.111988E-4,5.399535E-4,0.006156441,0.006193104,0.01465606,0.01012672,8.31422E-4,2.94751E-5,1.636396E-4,0.001846662,1.865821E-6,1.169706E-8,5.517136E-5,1.260417E-7,2.882953E-6,2.401068E-5,4.37127E-10,2.109586E-4,4.694595E-4,2.019481E-5,2.617848E-4,4.335152E-4,1.801816E-6,0.01203917,5.348573E-4,0.006991831,2.058794E-4,4.760831E-11,2.449345E-12,1.234225E-8,1.469139E-15,9.140384E-15,0.0050347,2.806645E-4,8.467271,6.171919E-5,479209.2,479209.2
5.689379E-8,14.30722,-3.477915E12,1669.552,1669.552,8.832053E-4,1.0,0.8729069,0.006736162,0.001309155,0.02316468,2.834656E-4,9.634868E-4,0.003978844,4.575299E-4,1.246933E-4,1.44372E-4,3.117917E-4,0.01930889,0.001569578,6.148428E-5,0.001286235,2.675974E-5,2.012572E-4,5.569984E-4,0.00589637,0.005946218,0.01481544,0.01026347,8.477569E-4,3.11902E-5,1.6218E-4,0.001881255,2.096674E-6,1.284362E-8,5.852546E-5,1.409557E-7,3.170059E-6,2.548253E-5,5.193608E-10,2.230271E-4,4.749065E-4,2.21025E-5,2.726648E-4,4.424909E-4,1.698249E-6,0.01180385,5.543647E-4,0.006969746,2.147071E-4,5.92974E-11,2.981469E-12,1.35964E-8,1.820804E-15,1.127219E-14,0.004932489,2.580671E-4,8.457156,6.173143E-5,478636.7,478636.7
