Time_Soln#26 (sec),Volume_Soln#26 (cm3),Volumetric_heat_production_rate_Soln#26 (erg/cm3-sec),Surface_temperature_Soln#26 (K),Temperature_Soln#26 (K),Mass_Soln#26 (g),Pressure_Soln#26 (atm),Mole_fraction_H2_Soln#26 (),Mole_fraction_H_Soln#26 (),Mole_fraction_CH4_Soln#26 (),Mole_fraction_CH3_Soln#26 (),Mole_fraction_CH2_Soln#26 (),Mole_fraction_C2H6_Soln#26 (),Mole_fraction_C2H5_Soln#26 (),Mole_fraction_C2H4_Soln#26 (),Mole_fraction_C2H3_Soln#26 (),Mole_fraction_C2H2_Soln#26 (),Mole_fraction_C3H8_Soln#26 (),Mole_fraction_IC3H7_Soln#26 (),Mole_fraction_NC3H7_Soln#26 (),Mole_fraction_C3H6_Soln#26 (),Mole_fraction_C3H5-A_Soln#26 (),Mole_fraction_C3H5-T_Soln#26 (),Mole_fraction_C3H4-P_Soln#26 (),Mole_fraction_C3H4-A_Soln#26 (),Mole_fraction_C3H3_Soln#26 (),Mole_fraction_C3H2_Soln#26 (),Mole_fraction_PC4H9_Soln#26 (),Mole_fraction_IC4H10_Soln#26 (),Mole_fraction_IC4H9_Soln#26 (),Mole_fraction_TC4H9_Soln#26 (),Mole_fraction_IC4H8_Soln#26 (),Mole_fraction_IC4H7_Soln#26 (),Mole_fraction_C4H8-1_Soln#26 (),Mole_fraction_C4H71-3_Soln#26 (),Mole_fraction_C4H6_Soln#26 (),Mole_fraction_C4H5_Soln#26 (),Mole_fraction_C4H4_Soln#26 (),Mole_fraction_C4H2_Soln#26 (),Mole_fraction_C6H6_Soln#26 (),Mole_fraction_C10H8_Soln#26 (),Mole_fraction_NEOC5H12_Soln#26 (),Mole_fraction_NEOC5H11_Soln#26 (),Mole_fraction_NC5H10_Soln#26 (),Mole_fraction_NC6H12_Soln#26 (),Mole_fraction_NC7H14_Soln#26 (),Mole_fraction_IC8H17_Soln#26 (),Mole_fraction_IC8H16_Soln#26 (),Mole_fraction_C7H8_Soln#26 (),Mole_fraction_C7H7_Soln#26 (),Mole_fraction_C6H5C2H_Soln#26 (),Mole_fraction_INDENYL_Soln#26 (),Mole_fraction_C12H8_Soln#26 (),Mole_fraction_C14H10_Soln#26 (),Mole_fraction_BIN1B_Soln#26 (),Mole_fraction_NC10H20_Soln#26 (),Mole_fraction_IC12H26_Soln#26 (),Molecular_weight_Soln#26 (g/mole),Mass_density_Soln#26 (g/cm3),Unburned_hydrocarbons_Soln#26 (ppm),Volatile_organic_compounds_Soln#26 (ppm)
0.0,15.0,-3.664136E15,2250.0,2250.0,7.458178E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,4.972119E-5,519545.7,519545.7
2.318237E-14,14.99993,-3.665788E15,2249.976,2249.976,7.458178E-4,1.0,0.9452536,2.308086E-9,4.622129E-17,1.05476E-9,1.920777E-21,9.675273E-19,3.031503E-11,2.358542E-11,2.973132E-13,4.275918E-17,5.120446E-19,3.517864E-17,2.667051E-11,5.729083E-10,1.22768E-7,4.789811E-18,1.248501E-16,9.736134E-13,3.030388E-18,9.336228E-29,3.694656E-11,5.976805E-14,2.294067E-9,5.288674E-6,4.738032E-9,5.655622E-7,2.523921E-11,1.227544E-7,1.019093E-11,6.714213E-21,4.563391E-19,1.739103E-19,3.653498E-18,6.04134E-30,1.943563E-21,5.200254E-10,2.279365E-11,6.504636E-12,1.344892E-11,4.716736E-6,0.01921486,0.007923886,3.511248E-11,3.214792E-36,1.394913E-38,4.013685E-48,8.525429E-22,1.434674E-41,0.01043287,0.0171637,9.179937,4.972143E-5,519542.8,519542.8
1.639971E-12,14.99499,-3.760238E15,2248.314,2248.314,7.458178E-4,1.0,0.9448661,1.05097E-5,1.338593E-11,4.949923E-6,5.584299E-16,2.879547E-13,1.473934E-7,1.144528E-7,1.544163E-9,2.439522E-13,1.521628E-13,1.041951E-11,1.292425E-7,2.67143E-6,8.623104E-6,6.730036E-13,1.312091E-12,4.828887E-9,7.908246E-13,1.365591E-21,1.785106E-7,3.086327E-10,1.094419E-5,3.688221E-4,1.275053E-5,3.972437E-5,1.2225E-7,8.556538E-6,5.02036E-8,2.048043E-15,4.46586E-14,8.611889E-16,9.64573E-13,7.995512E-23,3.287427E-14,2.362087E-6,1.104036E-7,3.141605E-8,6.49293E-8,2.997871E-4,0.01918171,0.007920635,2.486064E-9,6.437565E-29,1.069924E-29,3.518439E-36,4.256501E-18,2.321857E-34,0.01041159,0.01683267,9.176173,4.973779E-5,519329.8,519329.8
1.766385E-11,14.95889,-3.589406E15,2231.579,2231.579,7.458178E-4,1.0,0.9400968,6.387798E-4,1.074879E-8,3.332404E-4,8.02235E-13,2.867701E-10,1.300601E-5,9.954166E-6,2.17959E-7,6.0993E-11,1.628226E-10,9.878103E-9,1.109313E-5,1.690462E-4,8.645137E-5,5.127174E-10,5.703564E-10,5.118505E-7,6.967331E-10,1.023187E-16,1.49522E-5,4.139897E-8,8.351439E-4,0.003286394,7.987713E-4,4.037294E-4,1.045396E-5,8.004059E-5,4.997722E-6,5.338828E-12,4.27925E-11,8.99096E-14,7.327867E-10,7.921723E-19,2.438499E-10,1.133811E-4,9.415874E-6,2.622013E-6,5.398895E-6,0.001275457,0.01954971,0.007880612,3.208857E-8,1.691394E-24,1.658601E-24,4.511219E-29,6.09678E-16,3.899647E-30,0.01020341,0.01404551,9.129855,4.985784E-5,516708.4,516708.4
5.536711E-11,14.90467,-2.325922E15,2201.238,2201.238,7.458178E-4,1.0,0.9306889,0.002241157,1.563804E-7,0.001355438,3.012956E-11,5.63313E-9,7.463827E-5,5.634047E-5,2.211392E-6,1.211477E-9,3.978573E-9,1.770498E-7,6.112848E-5,6.372597E-4,2.350842E-4,7.199176E-9,6.66051E-9,4.16574E-6,1.190877E-8,2.03069E-14,7.967586E-5,3.999043E-7,0.003979885,0.006590852,0.002966694,0.001146582,5.734119E-5,1.908795E-4,3.613059E-5,3.458387E-10,8.227169E-10,7.165379E-13,9.852945E-9,4.478981E-17,7.786627E-9,2.199386E-4,5.087281E-5,1.386544E-5,2.8386E-5,9.321522E-4,0.02068415,0.00780154,1.573079E-7,3.22746E-22,6.991833E-22,1.032433E-25,1.072593E-14,8.375476E-28,0.009804279,0.00987875,9.038482,5.00392E-5,511537.1,511537.1
1.368061E-10,14.83102,-1.169612E15,2164.413,2164.413,7.458178E-4,1.0,0.9196668,0.004028648,8.738156E-7,0.002702348,3.25303E-10,4.268803E-8,2.069663E-4,1.566187E-4,1.065686E-5,1.244509E-8,3.83314E-8,1.195471E-6,1.624193E-4,0.001248913,4.735968E-4,3.950749E-8,3.128994E-8,1.908149E-5,8.361529E-8,6.946164E-13,2.064259E-4,1.947096E-6,0.008923804,0.008846416,0.005503392,0.002434579,1.520598E-4,3.111651E-4,1.385915E-4,6.172278E-9,6.23033E-9,3.293087E-12,5.203413E-8,8.12248E-16,6.3847E-8,1.339159E-4,1.293897E-4,3.543265E-5,7.216942E-5,4.311409E-4,0.02132845,0.007708394,5.879438E-7,2.08437E-20,8.231866E-20,3.371348E-23,1.126947E-13,7.470314E-26,0.00921637,0.005579884,8.931409,5.02877E-5,505477.2,505477.2
3.223062E-10,14.74024,-5.023411E14,2125.976,2125.976,7.458178E-4,1.0,0.9089076,0.005640187,3.312357E-6,0.003915429,1.868461E-9,2.219909E-7,4.283883E-4,3.316744E-4,3.530872E-5,9.616499E-8,2.470544E-7,5.459095E-6,3.20463E-4,0.001939917,8.57642E-4,1.518158E-7,1.121879E-7,7.173459E-5,4.277437E-7,1.252498E-11,4.034454E-4,7.026641E-6,0.01367242,0.01078751,0.00752708,0.00458857,3.012377E-4,3.991045E-4,4.022643E-4,6.320324E-8,3.283183E-8,1.352416E-11,1.964304E-7,1.023565E-14,3.069787E-7,4.037982E-5,2.357029E-4,6.767716E-5,1.374303E-4,1.364326E-4,0.02052739,0.007615923,1.880568E-6,9.608664E-19,6.041975E-18,5.291612E-21,9.243464E-13,4.552712E-24,0.008366872,0.002183096,8.826827,5.05974E-5,499558.4,499558.4
6.301457E-10,14.65892,-2.596818E14,2096.038,2096.038,7.458178E-4,1.0,0.9010963,0.006736611,8.138003E-6,0.004717,5.710139E-9,7.1211E-7,6.945731E-4,5.524008E-4,7.510146E-5,4.151731E-7,9.147849E-7,1.55989E-5,4.937481E-4,0.002580325,0.001312952,3.858143E-7,3.104919E-7,1.88511E-4,1.363413E-6,9.623468E-11,6.21781E-4,1.689419E-5,0.0164347,0.01232575,0.00845917,0.007082848,4.688692E-4,4.084336E-4,8.018834E-4,3.099771E-7,1.038363E-7,4.345865E-11,4.955042E-7,6.789168E-14,8.688299E-7,1.058543E-5,3.298401E-4,1.015496E-4,2.061202E-4,3.630242E-5,0.01841807,0.007546082,4.361786E-6,1.772746E-17,1.477341E-16,2.105707E-19,4.356255E-12,9.769567E-23,0.007442225,6.824863E-4,8.750805,5.087809E-5,495255.9,495255.9
1.187189E-9,14.57106,-1.517846E14,2066.261,2066.261,7.458178E-4,1.0,0.8936806,0.007758969,1.786254E-5,0.005593026,1.484897E-8,2.00756E-6,0.001045157,8.604924E-4,1.3522E-4,1.484575E-6,2.898942E-6,3.85006E-5,6.951196E-4,0.003382347,0.001896556,8.86977E-7,9.136765E-7,4.419971E-4,3.731908E-6,5.790719E-10,8.798206E-4,3.582986E-5,0.01833997,0.0136761,0.008922098,0.0100261,6.734419E-4,3.615235E-4,0.001365428,1.194391E-6,2.737185E-7,1.460891E-10,1.123195E-6,3.937781E-13,2.114734E-6,2.160381E-6,4.094956E-4,1.389864E-4,2.825588E-4,6.275067E-6,0.01525339,0.007475369,9.265745E-6,2.720396E-16,2.693819E-15,5.671543E-18,1.773166E-11,1.606125E-21,0.006322885,1.357298E-4,8.678503,5.118487E-5,491163.9,491163.9
1.973499E-9,14.4906,-1.016993E14,2039.651,2039.651,7.458178E-4,1.0,0.8871082,0.008689497,3.322321E-5,0.006680418,3.195835E-8,4.443908E-6,0.001396159,0.001203001,2.023703E-4,3.863233E-6,6.991246E-6,7.428794E-5,8.651755E-4,0.004290516,0.002462411,1.719379E-6,2.402485E-6,8.288316E-4,7.8802E-6,2.270948E-9,0.001102854,6.28017E-5,0.01946941,0.01463028,0.009221574,0.01253434,8.627969E-4,3.001207E-4,0.001924302,3.212463E-6,5.439875E-7,4.213375E-10,2.12358E-6,1.620329E-12,4.211187E-6,7.29944E-7,4.483897E-4,1.689613E-4,3.445896E-4,1.076901E-6,0.01220324,0.007407524,1.665527E-5,2.471188E-15,2.566635E-14,7.076758E-17,5.309704E-11,1.456483E-20,0.005275031,2.317902E-5,8.614304,5.146906E-5,487530.6,487530.6
2.336359E-9,14.46213,-8.871346E13,2030.188,2030.188,7.458178E-4,1.0,0.8847476,0.009032404,4.094263E-5,0.007173054,4.164122E-8,5.745868E-6,0.001523067,0.001341064,2.292345E-4,5.25252E-6,9.289347E-6,9.097964E-5,9.181729E-4,0.004668799,0.002662684,2.146836E-6,3.365131E-6,0.001008143,9.998028E-6,3.531974E-9,0.001173649,7.511993E-5,0.01975197,0.01490106,0.009340139,0.01333227,9.279609E-4,2.780807E-4,0.002122565,4.388513E-6,6.710486E-7,6.077521E-10,2.61955E-6,2.604499E-12,5.299845E-6,5.929934E-7,4.537443E-4,1.779983E-4,3.635725E-4,6.034051E-7,0.01115631,0.007381678,2.019113E-5,5.175973E-15,5.348199E-14,1.599712E-16,7.613951E-11,3.017696E-20,0.004908468,1.159304E-5,8.591218,5.15704E-5,486224.0,486224.0
2.696662E-9,14.43745,-7.875925E13,2021.921,2021.921,7.458178E-4,1.0,0.8826677,0.009338283,4.900212E-5,0.007658816,5.246356E-8,7.128908E-6,0.001633303,0.001470004,2.542681E-4,6.797532E-6,1.178858E-5,1.073457E-4,9.601539E-4,0.005027922,0.002834876,2.596384E-6,4.500469E-6,0.001184161,1.220163E-5,5.11939E-9,0.001230259,8.722634E-5,0.01994562,0.01510388,0.009455104,0.01397826,9.83296E-4,2.593326E-4,0.002293296,5.685187E-6,7.966901E-7,8.334909E-10,3.130252E-6,3.909994E-12,6.45373E-6,5.259061E-7,4.549147E-4,1.850612E-4,3.785673E-4,3.912593E-7,0.01027061,0.007358145,2.376427E-5,9.730846E-15,9.923723E-14,3.170877E-16,1.033231E-10,5.602346E-20,0.004593584,6.157292E-6,8.570863,5.165857E-5,485072.0,485072.0
3.146419E-9,14.41055,-6.906473E13,2012.82,2012.82,7.458178E-4,1.0,0.8803544,0.009682163,5.961175E-5,0.008260133,6.775543E-8,8.96637E-6,0.001752997,0.001622263,2.83839E-4,8.946219E-6,1.517971E-5,1.273E-4,0.001001085,0.005458123,0.003020064,3.190946E-6,6.172752E-6,0.001399767,1.507971E-5,7.602698E-9,0.001285954,1.021409E-4,0.02009829,0.01528716,0.009596674,0.01462958,0.001042159,2.394353E-4,0.002477503,7.463905E-6,9.520318E-7,1.175263E-9,3.790816E-6,6.075604E-12,7.992809E-6,4.806922E-7,4.526176E-4,1.918778E-4,3.93238E-4,2.711393E-7,0.009331503,0.007331043,2.829955E-5,1.924946E-14,1.91816E-13,6.558535E-16,1.433789E-10,1.090255E-19,0.004253934,2.975988E-6,8.54821,5.175497E-5,483789.9,483789.9
3.592509E-9,14.38729,-6.151722E13,2004.845,2004.845,7.458178E-4,1.0,0.8783031,0.009989793,7.073206E-5,0.008850457,8.498088E-8,1.089722E-5,0.001855619,0.001765913,3.118288E-4,1.130938E-5,1.880879E-5,1.464381E-4,0.001031917,0.005868838,0.00317746,3.815534E-6,8.113579E-6,0.0016083,1.806494E-5,1.065193E-8,0.00132825,1.167013E-4,0.02017676,0.01541004,0.009735569,0.01514568,0.001091724,2.227398E-4,0.002634943,9.384088E-6,1.104177E-6,1.583251E-9,4.469018E-6,8.90635E-12,9.623411E-6,4.533279E-7,4.477102E-4,1.969839E-4,4.044277E-4,2.170585E-7,0.008542201,0.007306109,3.286917E-5,3.469309E-14,3.363534E-13,1.215687E-15,1.899443E-10,1.934025E-19,0.003963119,1.531317E-6,8.528106,5.183864E-5,482652.2,482652.2
4.051201E-9,14.36621,-5.527075E13,1997.512,1997.512,7.458178E-4,1.0,0.8763938,0.01027775,8.277892E-5,0.009450631,1.049374E-7,1.298375E-5,0.001947366,0.001907645,3.396052E-4,1.39728E-5,2.278563E-5,1.653522E-4,0.001055741,0.006277497,0.003317213,4.492197E-6,1.040287E-5,0.001816777,2.126421E-5,1.443371E-8,0.001361116,1.314217E-4,0.02020042,0.01548905,0.009876869,0.01557303,0.00113544,2.080559E-4,0.002775842,1.150206E-5,1.258667E-6,2.0775E-9,5.188192E-6,1.263769E-11,1.140309E-5,4.328906E-7,4.409867E-4,2.009345E-4,4.132818E-4,1.890743E-7,0.007845871,0.007282066,3.763199E-5,5.929294E-14,5.573965E-13,2.113907E-15,2.450542E-10,3.255126E-19,0.003701926,8.11934E-7,8.509381,5.191472E-5,481592.4,481592.4
4.545548E-9,14.3461,-4.978918E13,1990.404,1990.404,7.458178E-4,1.0,0.8745194,0.01056122,9.644692E-5,0.01008932,1.291093E-7,1.533713E-5,0.002033185,0.00205498,3.687126E-4,1.710227E-5,2.731931E-5,1.848168E-4,0.001074388,0.006704803,0.003447253,5.258644E-6,1.320222E-5,0.002034552,2.485522E-5,1.928536E-8,0.001386889,1.469953E-4,0.0201764,0.015532,0.0100273,0.01594245,0.001175938,1.944707E-4,0.002908364,1.392949E-5,1.423248E-6,2.698065E-9,5.985984E-6,1.772816E-11,1.343189E-5,4.149808E-7,4.326099E-4,2.040605E-4,4.205035E-4,1.724262E-7,0.007199088,0.007257614,4.282823E-5,9.92642E-14,9.012329E-13,3.572122E-15,3.128013E-10,5.367954E-19,0.003454936,4.292757E-7,8.490984,5.198748E-5,480551.2,480551.2
4.953167E-9,14.33122,-4.600622E13,1985.057,1985.057,7.458178E-4,1.0,0.8730925,0.01077702,1.082428E-4,0.01060944,1.512012E-7,1.735339E-5,0.002095266,0.002172989,3.922333E-4,1.988157E-5,3.123062E-5,2.001333E-4,0.001085363,0.007048214,0.003541028,5.918315E-6,1.576765E-5,0.002208755,2.792574E-5,2.392208E-8,0.001401998,1.596081E-4,0.02012633,0.01554095,0.01014976,0.01619046,0.001205085,1.846881E-4,0.003005134,1.60323E-5,1.55777E-6,3.280322E-9,6.660212E-6,2.286904E-11,1.518647E-5,4.019719E-7,4.252012E-4,2.059446E-4,4.250279E-4,1.636067E-7,0.006731399,0.007238395,4.715602E-5,1.459403E-13,1.286797E-12,5.264396E-15,3.752894E-10,7.803934E-19,0.003273418,2.618169E-7,8.47697,5.204148E-5,479758.1,479758.1
5.508562E-9,14.31299,-4.166834E13,1978.394,1978.394,7.458178E-4,1.0,0.8712924,0.01104854,1.25066E-4,0.01130852,1.845635E-7,2.02037E-5,0.002169058,0.002329568,4.23763E-4,2.395415E-5,3.678397E-5,2.199357E-4,0.001095189,0.007504629,0.003652363,6.85549E-6,1.963292E-5,0.00243848,3.226624E-5,3.121166E-8,0.001415299,1.76461E-4,0.02002365,0.01552221,0.01031417,0.01646279,0.001239699,1.730388E-4,0.003121857,1.902892E-5,1.739873E-6,4.1789E-9,7.600943E-6,3.142421E-11,1.768868E-5,3.858344E-7,4.147598E-4,2.077191E-4,4.295474E-4,1.549895E-7,0.00617183,0.007213353,5.310742E-5,2.35402E-13,1.994125E-12,8.471367E-15,4.702327E-10,1.241829E-18,0.003052676,1.387653E-7,8.459275,5.210774E-5,478756.7,478756.7
6.028793E-9,14.29774,-3.826807E13,1972.703,1972.703,7.458178E-4,1.0,0.8697336,0.01128227,1.415946E-4,0.01195326,2.193417E-7,2.297556E-5,0.002228427,0.002472488,4.528872E-4,2.806497E-5,4.219413E-5,2.373849E-4,0.001100062,0.007921311,0.003742054,7.771525E-6,2.363465E-5,0.002645934,3.649365E-5,3.910424E-8,0.001421494,1.919016E-4,0.01989904,0.01547841,0.01046547,0.01666259,0.001267668,1.635731E-4,0.003217882,2.195881E-5,1.909788E-6,5.132952E-9,8.503538E-6,4.125763E-11,2.014145E-5,3.719085E-7,4.048802E-4,2.087231E-4,4.324047E-4,1.487219E-7,0.005714602,0.00719091,5.873156E-5,3.535956E-13,2.885791E-12,1.264125E-14,5.695828E-10,1.845052E-18,0.002869131,7.931509E-8,8.44394,5.216333E-5,477888.8,477888.8
6.564933E-9,14.28357,-3.528335E13,1967.307,1967.307,7.458178E-4,1.0,0.8682363,0.01150488,1.593923E-4,0.01260757,2.588728E-7,2.593052E-5,0.002281107,0.002616533,4.825887E-4,3.259892E-5,4.795537E-5,2.542855E-4,0.00110158,0.008340773,0.00382199,8.752246E-6,2.813745E-5,0.002852243,4.101156E-5,4.836654E-8,0.001422715,2.074688E-4,0.01974822,0.01541192,0.01061857,0.01682374,0.001292739,1.550176E-4,0.003305547,2.508878E-5,2.084855E-6,6.231957E-9,9.453811E-6,5.346014E-11,2.277133E-5,3.585026E-7,3.947843E-4,2.09234E-4,4.342442E-4,1.43204E-7,0.005298968,0.007168649,6.457056E-5,5.195215E-13,4.082417E-12,1.838813E-14,6.826885E-10,2.684936E-18,0.002699549,4.596962E-8,8.429197,5.221508E-5,477054.3,477054.3
7.191507E-9,14.2687,-3.231824E13,1961.512,1961.512,7.458178E-4,1.0,0.8666061,0.01174427,1.811522E-4,0.0133593,3.099627E-7,2.950546E-5,0.002333196,0.00278124,5.169851E-4,3.827788E-5,5.489707E-5,2.726959E-4,0.001099753,0.008819193,0.003901739,9.943037E-6,3.387636E-5,0.003084182,4.649547E-5,6.070857E-8,0.001418733,2.252243E-4,0.01954961,0.01531215,0.01079379,0.01696577,0.001317997,1.462918E-4,0.00339574,2.887243E-5,2.290181E-6,7.667417E-9,1.058828E-5,7.069796E-11,2.596549E-5,3.43869E-7,3.832482E-4,2.092996E-4,4.352618E-4,1.374412E-7,0.004872269,0.007143591,7.144094E-5,7.846025E-13,5.903998E-12,2.736438E-14,8.288765E-10,4.017556E-18,0.002522473,2.516305E-8,8.413129,5.226951E-5,476145.0,476145.0
7.827892E-9,14.25517,-2.975945E13,1956.107,1956.107,7.458178E-4,1.0,0.8650634,0.01196706,2.042869E-4,0.01410874,3.674048E-7,3.32662E-5,0.002377043,0.002944993,5.516368E-4,4.446297E-5,6.214621E-5,2.899826E-4,0.00109475,0.009293029,0.003969919,1.119892E-5,4.02177E-5,0.003310184,5.228591E-5,7.499287E-8,0.001409866,2.427839E-4,0.019329,0.01519136,0.0109676,0.01706911,0.001339918,1.385869E-4,0.003475933,3.283712E-5,2.500385E-6,9.293952E-9,1.17649E-5,9.187755E-11,2.933077E-5,3.300133E-7,3.71926E-4,2.08907E-4,4.353046E-4,1.32061E-7,0.004492701,0.007119049,7.846122E-5,1.151799E-12,8.303597E-12,3.947938E-14,9.930453E-10,5.854157E-18,0.00236216,1.411057E-8,8.397908,5.231911E-5,475283.5,475283.5
8.663042E-9,14.23945,-2.693511E13,1949.633,1949.633,7.458178E-4,1.0,0.8631856,0.012232,2.361848E-4,0.01507116,4.515287E-7,3.839479E-5,0.002422735,0.003155113,5.967396E-4,5.321409E-5,7.191392E-5,3.106352E-4,0.001084491,0.009897691,0.004042982,1.291331E-5,4.929873E-5,0.003593081,6.021405E-5,9.654076E-8,0.00139244,2.651205E-4,0.01901836,0.01500982,0.01118937,0.01715575,0.001363975,1.299108E-4,0.003566652,3.820012E-5,2.780172E-6,1.168867E-8,1.334313E-5,1.260043E-10,3.391195E-5,3.132059E-7,3.577647E-4,2.078572E-4,4.341895E-4,1.254973E-7,0.00406148,0.007088032,8.772476E-5,1.823315E-12,1.244953E-11,6.093499E-14,1.232882E-9,9.201894E-18,0.002176483,6.905458E-9,8.379355,5.237688E-5,474233.5,474233.5
9.492486E-9,14.22574,-2.459106E13,1943.788,1943.788,7.458178E-4,1.0,0.8614604,0.0124679,2.695393E-4,0.01600383,5.451714E-7,4.37013E-5,0.002456771,0.003358992,6.411441E-4,6.261326E-5,8.184737E-5,3.290177E-4,0.00107119,0.01048017,0.004100187,1.468493E-5,5.913914E-5,0.003859745,6.844685E-5,1.212386E-7,0.001370134,2.865312E-4,0.01869316,0.0148099,0.01140256,0.01719916,0.001383526,1.225946E-4,0.003643228,4.367828E-5,3.063977E-6,1.436098E-8,1.494547E-5,1.679288E-10,3.862335E-5,2.979035E-7,3.445246E-4,2.063656E-4,4.320783E-4,1.194113E-7,0.003694056,0.007058376,9.696657E-5,2.759648E-12,1.789124E-11,8.977371E-14,1.49893E-9,1.386612E-17,0.002014956,3.545671E-9,8.362285,5.242736E-5,473267.4,473267.4
