Time_Soln#14 (sec),Volume_Soln#14 (cm3),Volumetric_heat_production_rate_Soln#14 (erg/cm3-sec),Surface_temperature_Soln#14 (K),Temperature_Soln#14 (K),Mass_Soln#14 (g),Pressure_Soln#14 (atm),Mole_fraction_H2_Soln#14 (),Mole_fraction_H_Soln#14 (),Mole_fraction_CH4_Soln#14 (),Mole_fraction_CH3_Soln#14 (),Mole_fraction_C2H6_Soln#14 (),Mole_fraction_C2H5_Soln#14 (),Mole_fraction_C2H4_Soln#14 (),Mole_fraction_C2H3_Soln#14 (),Mole_fraction_C2H2_Soln#14 (),Mole_fraction_C3H8_Soln#14 (),Mole_fraction_NC3H7_Soln#14 (),Mole_fraction_C3H6_Soln#14 (),Mole_fraction_C3H5-A_Soln#14 (),Mole_fraction_C3H4-P_Soln#14 (),Mole_fraction_C3H4-A_Soln#14 (),Mole_fraction_C3H3_Soln#14 (),Mole_fraction_NC4H10_Soln#14 (),Mole_fraction_IC4H10_Soln#14 (),Mole_fraction_IC4H9_Soln#14 (),Mole_fraction_TC4H9_Soln#14 (),Mole_fraction_IC4H8_Soln#14 (),Mole_fraction_IC4H7_Soln#14 (),Mole_fraction_C4H8-1_Soln#14 (),Mole_fraction_C4H8-2_Soln#14 (),Mole_fraction_C4H71-3_Soln#14 (),Mole_fraction_C4H6_Soln#14 (),Mole_fraction_C4H4_Soln#14 (),Mole_fraction_C4H2_Soln#14 (),Mole_fraction_C6H6_Soln#14 (),Mole_fraction_FULVENE_Soln#14 (),Mole_fraction_C5H6_Soln#14 (),Mole_fraction_C5H5_Soln#14 (),Mole_fraction_MCPTD_Soln#14 (),Mole_fraction_C10H8_Soln#14 (),Mole_fraction_NEOC5H12_Soln#14 (),Mole_fraction_NC5H10_Soln#14 (),Mole_fraction_B1M2_Soln#14 (),Mole_fraction_LC5H8_Soln#14 (),Mole_fraction_NC6H12_Soln#14 (),Mole_fraction_NC7H14_Soln#14 (),Mole_fraction_IC8H16_Soln#14 (),Mole_fraction_DIMEPTD_Soln#14 (),Mole_fraction_C7H8_Soln#14 (),Mole_fraction_C7H7_Soln#14 (),Mole_fraction_C6H5C2H_Soln#14 (),Mole_fraction_C6H5C2H3_Soln#14 (),Mole_fraction_C6H5C2H5_Soln#14 (),Mole_fraction_INDENE_Soln#14 (),Mole_fraction_NC10H20_Soln#14 (),Mole_fraction_IC12H26_Soln#14 (),Molecular_weight_Soln#14 (g/mole),Mass_density_Soln#14 (g/cm3),Unburned_hydrocarbons_Soln#14 (ppm),Volatile_organic_compounds_Soln#14 (ppm)
0.0,15.0,-9.958581E12,1650.0,1650.0,0.001017024,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,6.780162E-5,519545.7,519545.7
1.213028E-12,14.99998,-9.986826E12,1649.997,1649.997,0.001017024,1.0,0.9452583,5.70252E-10,2.677907E-16,4.641383E-10,8.774351E-18,2.073419E-11,1.596601E-11,4.000122E-14,3.114532E-17,3.897106E-18,1.823755E-11,2.631879E-10,1.839812E-8,9.019235E-17,7.476551E-14,4.506534E-19,3.23974E-18,6.537003E-14,6.447621E-10,5.449334E-7,3.813657E-9,9.193691E-8,1.725846E-11,8.64406E-16,1.839702E-8,9.18909E-13,2.606857E-20,1.603362E-20,4.351649E-17,9.090229E-28,3.322093E-26,4.116519E-29,1.999119E-22,1.179762E-29,3.43306E-21,1.229834E-11,4.481559E-23,4.987399E-19,4.447071E-12,6.310193E-12,0.01921543,6.226089E-16,0.007923926,5.017793E-11,8.217675E-35,1.952484E-28,5.242826E-21,6.861074E-31,0.01043313,0.01716805,9.179982,6.780169E-5,519545.4,519545.4
5.643678E-11,14.9993,-1.102521E13,1649.871,1649.871,0.001017024,1.0,0.9452291,9.745682E-7,2.303489E-11,8.919193E-7,7.921897E-13,4.238446E-8,3.241506E-8,8.777672E-11,7.20601E-14,3.491591E-13,3.68692E-8,4.975319E-7,8.551749E-7,2.026335E-13,1.804256E-10,3.180749E-14,2.876907E-13,1.549946E-10,1.256742E-6,2.602308E-5,2.354807E-6,4.273308E-6,3.485067E-8,1.893936E-12,8.528221E-7,1.981098E-9,8.241563E-17,3.458028E-17,2.834646E-12,2.838966E-21,1.215859E-19,3.576227E-21,4.903187E-16,3.27242E-23,1.283422E-14,2.479527E-8,1.711711E-16,1.172663E-12,8.899178E-9,1.262775E-8,0.01921217,3.955788E-11,0.007923678,2.345054E-9,3.490691E-28,7.07322E-22,4.734389E-16,2.922212E-24,0.01043114,0.01714695,9.179698,6.780479E-5,519529.3,519529.3
3.466158E-10,14.99572,-1.276113E13,1649.102,1649.102,0.001017024,1.0,0.9450138,2.00625E-5,3.670332E-9,2.085146E-5,1.497187E-10,1.216188E-6,9.096151E-7,3.546377E-9,3.71415E-12,6.468935E-11,1.011517E-6,1.078937E-5,5.223845E-6,8.518429E-12,8.855516E-9,4.609289E-12,5.077842E-11,7.498495E-9,3.161219E-5,1.627072E-4,4.879111E-5,2.611169E-5,9.527137E-7,7.714248E-11,5.137104E-6,7.437583E-8,8.307392E-15,1.290267E-15,4.083239E-10,2.54465E-18,1.698894E-16,2.19742E-17,4.662234E-13,3.165099E-20,1.261198E-11,6.734541E-7,1.837197E-13,8.974614E-10,2.343853E-7,3.333276E-7,0.01921631,5.696298E-9,0.007921859,1.605054E-8,6.391638E-25,8.254259E-19,8.922898E-14,6.836143E-21,0.01042001,0.01703604,9.177608,6.782095E-5,519411.0,519411.0
1.150189E-9,14.98595,-1.276233E13,1646.856,1646.856,0.001017024,1.0,0.9443431,8.879851E-5,7.077399E-8,1.076513E-4,3.489049E-9,7.435747E-6,5.552821E-6,4.387079E-8,7.557674E-11,1.51263E-9,5.805095E-6,5.204311E-5,1.70766E-5,1.01503E-10,1.124495E-7,7.869468E-11,1.073861E-9,1.003799E-7,1.932989E-4,4.767313E-4,2.260582E-4,8.542418E-5,5.477004E-6,9.919923E-10,1.617951E-5,8.049647E-7,2.450481E-13,1.386405E-14,6.868966E-9,1.67656E-16,4.237666E-14,4.676141E-15,2.796066E-11,2.017527E-18,7.193638E-10,3.837935E-6,1.219201E-11,3.27455E-8,1.284523E-6,1.852953E-6,0.01924951,9.591302E-8,0.007916155,7.677952E-8,1.305663E-22,6.492445E-17,2.055865E-12,2.124815E-18,0.01038873,0.0167374,9.17109,6.78652E-5,519042.1,519042.1
3.054953E-9,14.96381,-1.184244E13,1641.765,1641.765,0.001017024,1.0,0.9428195,2.475383E-4,6.191285E-7,3.317444E-4,3.419237E-8,2.383642E-5,1.906609E-5,3.363612E-7,1.191534E-9,1.571196E-8,1.735813E-5,1.660382E-4,4.386307E-5,7.61214E-10,8.086875E-7,6.484699E-10,9.708681E-9,7.819734E-7,6.662368E-4,0.001022742,6.36552E-4,2.195587E-4,1.672506E-5,8.630235E-9,3.831811E-5,5.235996E-6,3.943106E-12,9.721447E-14,5.437447E-8,6.531091E-15,3.274101E-12,2.712466E-13,5.885721E-10,5.106602E-17,1.36679E-8,1.16362E-5,2.788706E-10,3.445769E-7,3.810789E-6,5.73473E-6,0.01931675,7.595358E-7,0.007902954,3.575788E-7,1.344486E-20,1.723717E-15,1.978689E-11,2.525772E-16,0.01031726,0.0160839,9.156265,6.79656E-5,518203.1,518203.1
1.04502E-8,14.8925,-9.141196E12,1625.131,1625.131,0.001017024,1.0,0.937769,7.85619E-4,8.173045E-6,0.001280842,5.269599E-7,8.632996E-5,8.80686E-5,3.391267E-6,4.18851E-8,2.770307E-7,5.241124E-5,7.784708E-4,1.338784E-4,1.255229E-8,8.440988E-6,8.991806E-9,1.281826E-7,8.725029E-6,0.00206181,0.002439854,0.001972454,6.709155E-4,5.547441E-5,1.430043E-7,9.041426E-5,4.408005E-5,1.199475E-10,1.67969E-12,6.243728E-7,1.31269E-12,4.636173E-10,3.160531E-11,2.003932E-8,3.200711E-15,4.489869E-7,3.80669E-5,1.166252E-8,4.374512E-6,1.211283E-5,2.141095E-5,0.0194503,8.684337E-6,0.007856237,3.054772E-6,5.450871E-18,1.048324E-13,3.191268E-10,9.176821E-14,0.01006851,0.01408934,9.106895,6.829105E-5,515409.0,515409.0
3.384021E-8,14.75226,-5.359767E12,1590.085,1590.085,0.001017024,1.0,0.9265194,0.001899774,9.166748E-5,0.004610609,9.156154E-6,2.506581E-4,4.053791E-4,2.125371E-5,1.053241E-6,4.314938E-6,1.070513E-4,0.00351608,3.293394E-4,3.575552E-7,6.311056E-5,1.511103E-7,1.390559E-6,6.603253E-5,0.003539412,0.004047397,0.004824866,0.001673751,1.505811E-4,1.813947E-6,1.370415E-4,2.223661E-4,5.002222E-9,5.331018E-11,5.402931E-6,1.922531E-10,3.142506E-8,1.838755E-9,3.808859E-7,2.48193E-13,9.830515E-6,1.008948E-4,3.491726E-7,3.663826E-5,2.942364E-5,7.741866E-5,0.01928791,7.255275E-5,0.007729529,2.291805E-5,3.017762E-15,1.163164E-11,9.743126E-9,1.793249E-11,0.009434319,0.01055652,8.995209,6.894022E-5,509088.1,509088.1
4.581334E-8,14.70676,-4.374254E12,1577.564,1577.564,0.001017024,1.0,0.9222411,0.002226051,1.685002E-4,0.006268889,2.050863E-5,3.10164E-4,5.975344E-4,3.281897E-5,2.351413E-6,8.530803E-6,1.186925E-4,0.005003366,3.96981E-4,8.766693E-7,1.001397E-4,3.319599E-7,2.519511E-6,1.040864E-4,0.003604701,0.004155385,0.005880401,0.002048241,1.914951E-4,3.274843E-6,1.436709E-4,3.119353E-4,1.464936E-8,1.273948E-10,9.037599E-6,6.165291E-10,8.362703E-8,4.712479E-9,7.392752E-7,8.849629E-13,1.990491E-5,1.27034E-4,8.002578E-7,5.958788E-5,3.544452E-5,1.082251E-4,0.01907916,1.185008E-4,0.007671311,3.675065E-5,1.896803E-14,4.395418E-11,2.756293E-8,6.300085E-11,0.009156611,0.009486173,8.951987,6.915353E-5,506641.9,506641.9
4.95602E-8,14.69479,-4.124219E12,1574.126,1574.126,0.001017024,1.0,0.9210377,0.002302945,1.969125E-4,0.006765829,2.53573E-5,3.255207E-4,6.598218E-4,3.66483E-5,2.889864E-6,1.014067E-5,1.21078E-4,0.005458197,4.149588E-4,1.101431E-6,1.123242E-4,4.070664E-7,2.931862E-6,1.164011E-4,0.003584839,0.004144427,0.00617571,0.002153213,2.037089E-4,3.796056E-6,1.450835E-4,3.388315E-4,1.935692E-8,1.58404E-10,1.028858E-5,8.244735E-10,1.067768E-7,5.96611E-9,8.714042E-7,1.24243E-12,2.368665E-5,1.346933E-4,9.876735E-7,6.723308E-5,3.708339E-5,1.179293E-4,0.01900722,1.338507E-4,0.007653874,4.131611E-5,3.068935E-14,6.205449E-11,3.621522E-8,8.644839E-11,0.009074231,0.009206269,8.939752,6.920984E-5,505949.5,505949.5
5.451759E-8,14.68033,-3.825094E12,1569.873,1569.873,0.001017024,1.0,0.9195301,0.002388882,2.375115E-4,0.007404372,3.282615E-5,3.436463E-4,7.433275E-4,4.182296E-5,3.704758E-6,1.247151E-5,1.235256E-4,0.00604829,4.36733E-4,1.447382E-6,1.287203E-4,5.205709E-7,3.517022E-6,1.327834E-4,0.003539279,0.004107702,0.006545007,0.00228472,2.195377E-4,4.525745E-6,1.466566E-4,3.735408E-4,2.708896E-8,2.05198E-10,1.201153E-5,1.164525E-9,1.427666E-7,7.904008E-9,1.059039E-6,1.881427E-12,2.908461E-5,1.445022E-4,1.270943E-6,7.757148E-5,3.910496E-5,1.307411E-4,0.01890911,1.546277E-4,0.007631375,4.745413E-5,5.494043E-14,9.410135E-11,5.042428E-8,1.26125E-10,0.008968218,0.008867158,8.924378,6.9278E-5,505079.3,505079.3
5.701397E-8,14.67359,-3.686343E12,1567.848,1567.848,0.001017024,1.0,0.9188047,0.002425907,2.59205E-4,0.007717324,3.706214E-5,3.518808E-4,7.857573E-4,4.446457E-5,4.16016E-6,1.372844E-5,1.244908E-4,0.00633981,4.468943E-4,1.642908E-6,1.37065E-4,5.838697E-7,3.827878E-6,1.410318E-4,0.003509738,0.004081433,0.006722501,0.002348051,2.273839E-4,4.909039E-6,1.473468E-4,3.906407E-4,3.168928E-8,2.312217E-10,1.290522E-5,1.365721E-9,1.632522E-7,9.003679E-9,1.158654E-6,2.288429E-12,3.195676E-5,1.49311E-4,1.429007E-6,8.285127E-5,4.006574E-5,1.371662E-4,0.01885878,1.652444E-4,0.007620291,5.057236E-5,7.214592E-14,1.143074E-10,5.888439E-8,1.502483E-10,0.008916065,0.00870827,8.916962,6.930983E-5,504659.6,504659.6
6.073575E-8,14.66416,-3.492457E12,1564.964,1564.964,0.001017024,1.0,0.9177622,0.002473984,2.930402E-4,0.008172814,4.399047E-5,3.631141E-4,8.493829E-4,4.843416E-5,4.895831E-6,1.570127E-5,1.25638E-4,0.006766875,4.611165E-4,1.961162E-6,1.495828E-4,6.858765E-7,4.310353E-6,1.53285E-4,0.003459233,0.004034462,0.006977405,0.002439185,2.389452E-4,5.4985E-6,1.482715E-4,4.156669E-4,3.949508E-8,2.730257E-10,1.42664E-5,1.705071E-9,1.967686E-7,1.080053E-8,1.313076E-6,3.019469E-12,3.641017E-5,1.563278E-4,1.683984E-6,9.078964E-5,4.143352E-5,1.466958E-4,0.01878291,1.812116E-4,0.007604073,5.523903E-5,1.058215E-13,1.502355E-10,7.325592E-8,1.918598E-10,0.008839783,0.008484501,8.906285,6.935443E-5,504055.3,504055.3
6.39923E-8,14.65646,-3.334303E12,1562.564,1562.564,0.001017024,1.0,0.9168861,0.00250957,3.240617E-4,0.008560262,5.067079E-5,3.71975E-4,9.0534E-4,5.192747E-5,5.595545E-6,1.752061E-5,1.263845E-4,0.007132808,4.727059E-4,2.26594E-6,1.605876E-4,7.825872E-7,4.750286E-6,1.639324E-4,0.003409894,0.003986995,0.007191506,0.00251593,2.48941E-4,6.030679E-6,1.489922E-4,4.37111E-4,4.730865E-8,3.124996E-10,1.548292E-5,2.042232E-9,2.290293E-7,1.252957E-8,1.453628E-6,3.797313E-12,4.045894E-5,1.623247E-4,1.926126E-6,9.778306E-5,4.257171E-5,1.549738E-4,0.01871593,1.952804E-4,0.007590183,5.932795E-5,1.449259E-13,1.880072E-10,8.766522E-8,2.342078E-10,0.00877444,0.008300394,8.897294,6.939084E-5,503546.5,503546.5
6.783426E-8,14.648,-3.160069E12,1559.87,1559.87,0.001017024,1.0,0.9158932,0.002544432,3.622888E-4,0.009003821,5.931254E-5,3.813433E-4,9.716018E-4,5.605833E-5,6.488314E-6,1.977308E-5,1.26992E-4,0.007554895,4.854226E-4,2.656945E-6,1.736037E-4,9.055207E-7,5.289367E-6,1.763679E-4,0.003346895,0.003924874,0.007434101,0.002603156,2.606054E-4,6.676534E-6,1.497509E-4,4.618747E-4,5.777526E-8,3.624552E-10,1.694515E-5,2.490106E-9,2.706062E-7,1.476003E-8,1.625495E-6,4.904028E-12,4.539628E-5,1.692364E-4,2.234651E-6,1.060679E-4,4.385002E-5,1.646528E-4,0.01863649,2.11947E-4,0.007574158,6.414409E-5,2.053587E-13,2.410559E-10,1.070049E-7,2.918064E-10,0.008698984,0.00809581,8.887084,6.943091E-5,502968.7,502968.7
7.205615E-8,14.63943,-2.982431E12,1557.07,1557.07,0.001017024,1.0,0.9148495,0.002574658,4.062392E-4,0.009474199,6.977845E-5,3.903808E-4,0.00104461,6.059174E-5,7.552961E-6,2.237314E-5,1.273591E-4,0.008006432,4.982879E-4,3.125458E-6,1.879156E-4,1.051441E-6,5.905176E-6,1.898347E-4,0.003273183,0.003850632,0.007689069,0.002695191,2.732809E-4,7.406687E-6,1.50484E-4,4.884331E-4,7.091731E-8,4.214494E-10,1.85814E-5,3.046794E-9,3.206522E-7,1.745135E-8,1.821331E-6,6.387904E-12,5.099528E-5,1.766374E-4,2.602135E-6,1.15189E-4,4.51811E-5,1.751637E-4,0.01854894,2.302923E-4,0.007556996,6.94102E-5,2.936781E-13,3.111149E-10,1.313477E-7,3.652635E-10,0.008618043,0.007885153,8.876333,6.94716E-5,502360.2,502360.2
7.74696E-8,14.62943,-2.773421E12,1553.707,1553.707,0.001017024,1.0,0.9135787,0.002602375,4.654084E-4,0.01005116,8.471126E-5,4.002135E-4,0.001138339,6.636524E-5,9.044585E-6,2.58845E-5,1.274326E-4,0.008566342,5.132256E-4,3.784578E-6,2.062298E-4,1.254667E-6,6.727753E-6,2.067371E-4,0.00317399,0.003748755,0.00799957,0.00280787,2.893433E-4,8.370804E-6,1.512882E-4,5.215135E-4,9.041478E-8,5.031271E-10,2.071742E-5,3.862248E-9,3.913923E-7,2.12732E-8,2.082167E-6,8.76007E-12,5.839372E-5,1.858445E-4,3.116611E-6,1.268696E-4,4.678584E-5,1.884244E-4,0.01843672,2.53775E-4,0.007535674,7.609689E-5,4.487753E-13,4.210839E-10,1.675741E-7,4.760625E-10,0.008517188,0.007634276,8.863214,6.951909E-5,501617.8,501617.8
8.266497E-8,14.62079,-2.590321E12,1550.699,1550.699,0.001017024,1.0,0.9124249,0.002618753,5.249809E-4,0.01057739,1.006628E-4,4.079848E-4,0.001228228,7.183199E-5,1.060691E-5,2.942578E-5,1.271473E-4,0.009083523,5.260641E-4,4.477064E-6,2.237182E-4,1.466085E-6,7.54868E-6,2.225155E-4,0.003075886,0.003646265,0.00828162,0.002910899,3.045837E-4,9.321901E-6,1.519312E-4,5.522675E-4,1.120599E-7,5.875944E-10,2.279995E-5,4.75461E-9,4.660479E-7,2.533466E-8,2.341764E-6,1.16042E-11,6.567506E-5,1.94397E-4,3.655546E-6,1.380239E-4,4.822923E-5,2.008977E-4,0.01832947,2.761827E-4,0.007515922,8.242006E-5,6.527711E-13,5.503554E-10,2.07928E-7,6.010415E-10,0.008423383,0.007411391,8.85128,6.956017E-5,500942.4,500942.4
8.639522E-8,14.61511,-2.468278E12,1548.661,1548.661,0.001017024,1.0,0.9116333,0.002625097,5.693319E-4,0.01093881,1.131012E-4,4.126615E-4,0.001292634,7.569541E-5,1.18055E-5,3.206276E-5,1.267591E-4,0.009442773,5.344565E-4,5.009246E-6,2.361983E-4,1.62735E-6,8.155243E-6,2.335511E-4,0.003004619,0.003570916,0.008475227,0.00298205,3.154334E-4,1.001844E-5,1.523215E-4,5.737695E-4,1.29441E-7,6.51745E-10,2.431095E-5,5.462493E-9,5.236113E-7,2.848868E-8,2.533227E-6,1.40308E-11,7.098547E-5,2.003739E-4,4.069394E-6,1.459795E-4,4.921276E-5,2.096897E-4,0.01825293,2.921514E-4,0.007502165,8.68916E-5,8.394915E-13,6.588953E-10,2.404222E-7,7.025918E-10,0.008357776,0.007260968,8.843081,6.958718E-5,500478.3,500478.3
9.073272E-8,14.60902,-2.335325E12,1546.411,1546.411,0.001017024,1.0,0.9107491,0.002627457,6.224614E-4,0.01134208,1.28601E-4,4.172439E-4,0.001367303,8.010821E-5,1.327741E-5,3.521945E-5,1.261418E-4,0.009847991,5.434179E-4,5.663486E-6,2.506113E-4,1.824367E-6,8.876772E-6,2.460566E-4,0.002921592,0.003482307,0.008691629,0.003062047,3.279619E-4,1.0841E-5,1.527048E-4,5.981837E-4,1.51642E-7,7.298599E-10,2.608102E-5,6.356642E-9,5.945671E-7,3.240567E-8,2.760729E-6,1.729751E-11,7.722294E-5,2.071585E-4,4.578419E-6,1.551581E-4,5.03057E-5,2.197325E-4,0.01816455,3.105593E-4,0.007486605,9.200996E-5,1.106301E-12,8.029527E-10,2.820274E-7,8.335609E-10,0.008283267,0.007095148,8.833913,6.961618E-5,499959.4,499959.4
9.400025E-8,14.60477,-2.241031E12,1544.796,1544.796,0.001017024,1.0,0.9101074,0.002626047,6.635328E-4,0.01163401,1.410113E-4,4.201414E-4,0.001423353,8.336811E-5,1.444002E-5,3.765652E-5,1.255732E-4,0.01014451,5.49642E-4,6.18062E-6,2.613894E-4,1.979244E-6,9.430784E-6,2.552371E-4,0.002859282,0.003415278,0.008848805,0.003120489,3.37343E-4,1.146866E-5,1.529457E-4,6.161702E-4,1.698089E-7,7.911128E-10,2.742182E-5,7.080721E-9,6.507823E-7,3.553301E-8,2.935316E-6,2.009898E-11,8.19529E-5,2.121559E-4,4.981312E-6,1.620134E-4,5.109564E-5,2.271661E-4,0.01809848,3.242951E-4,0.00747519,9.580367E-5,1.347321E-12,9.249224E-10,3.161451E-7,9.416172E-10,0.008228368,0.006976157,8.827253,6.963642E-5,499582.5,499582.5
9.978654E-8,14.59791,-2.085314E12,1542.092,1542.092,0.001017024,1.0,0.9090189,0.00261768,7.383319E-4,0.01212652,1.645241E-4,4.242246E-4,0.001522091,8.89883E-5,1.660753E-5,4.208449E-5,1.243796E-4,0.01065162,5.59644E-4,7.145307E-6,2.802898E-4,2.266398E-6,1.043141E-5,2.709743E-4,0.002750123,0.003296854,0.009115615,0.00322042,3.538465E-4,1.259487E-5,1.532765E-4,6.471983E-4,2.050807E-7,9.044398E-10,2.980748E-5,8.46913E-9,7.559103E-7,4.144125E-8,3.250673E-6,2.58379E-11,9.036461E-5,2.207748E-4,5.734907E-6,1.740114E-4,5.24299E-5,2.40045E-4,0.01798271,3.483064E-4,0.007455604,1.023823E-4,1.87091E-12,1.171118E-9,3.825408E-7,1.153281E-9,0.008133664,0.00677677,8.815947,6.966916E-5,498942.7,498942.7
1.08655E-7,14.58887,-1.87151E12,1538.304,1538.304,0.001017024,1.0,0.9074601,0.002592786,8.57658E-4,0.01282282,2.043102E-4,4.282467E-4,0.001671877,9.717786E-5,2.018229E-5,4.911131E-5,1.221757E-4,0.01138587,5.727137E-4,8.737423E-6,3.087505E-4,2.736045E-6,1.200564E-5,2.937821E-4,0.002587438,0.003118229,0.009498305,0.003365548,3.788987E-4,1.435092E-5,1.535593E-4,6.928111E-4,2.669835E-7,1.089527E-9,3.347948E-5,1.085797E-8,9.300297E-7,5.140586E-8,3.747724E-6,3.675573E-11,1.032584E-4,2.334393E-4,6.986483E-6,1.920057E-4,5.433145E-5,2.590648E-4,0.01780863,3.842396E-4,0.007427097,1.12099E-4,2.956767E-12,1.629203E-9,4.994418E-7,1.529356E-9,0.007994491,0.006496,8.799742,6.971234E-5,498025.5,498025.5
1.169156E-7,14.58186,-1.695815E12,1535.122,1535.122,0.001017024,1.0,0.9061154,0.002559429,9.733246E-4,0.01341076,2.453317E-4,4.299989E-4,0.00180942,1.042969E-4,2.376234E-5,5.5869E-5,1.198183E-4,0.01202552,5.827583E-4,1.033317E-5,3.346657E-4,3.202305E-6,1.350591E-5,3.135985E-4,0.002442522,0.002957169,0.009829074,0.003492943,4.019996E-4,1.601137E-5,1.535964E-4,7.333152E-4,3.333191E-7,1.273543E-9,3.690212E-5,1.33616E-8,1.105164E-6,6.166232E-8,4.2237E-6,4.948623E-11,1.151686E-4,2.446766E-4,8.252999E-6,2.082941E-4,5.596642E-5,2.759934E-4,0.01765046,4.166741E-4,0.00740211,1.20735E-4,4.338954E-12,2.151274E-9,6.25066E-7,1.937063E-9,0.007871014,0.006257708,8.785757,6.974583E-5,497234.0,497234.0
1.227021E-7,14.57767,-1.584479E12,1533.07,1533.07,0.001017024,1.0,0.905229,0.002531661,0.001056637,0.01378969,2.762581E-4,4.302975E-4,0.001904505,1.089731E-4,2.639938E-5,6.069936E-5,1.180404E-4,0.01244966,5.887375E-4,1.150963E-5,3.524642E-4,3.543611E-6,1.457097E-5,3.266748E-4,0.002345377,0.00284825,0.01004747,0.003578184,4.180595E-4,1.718486E-5,1.535023E-4,7.606229E-4,3.848128E-7,1.408741E-9,3.929407E-5,1.527135E-8,1.234605E-6,6.939737E-8,4.56366E-6,6.00081E-11,1.234067E-4,2.522456E-4,9.195431E-6,2.19417E-4,5.704317E-5,2.874034E-4,0.01754205,4.387667E-4,0.007385459,1.265428E-4,5.556759E-12,2.575704E-9,7.227298E-7,2.255963E-9,0.007787858,0.006102331,8.776539,6.976589E-5,496712.3,496712.3
1.270287E-7,14.57489,-1.506919E12,1531.624,1531.624,0.001017024,1.0,0.9045938,0.002509054,0.001120036,0.01405611,3.005175E-4,4.301012E-4,0.001974874,1.122978E-4,2.843426E-5,6.435299E-5,1.166606E-4,0.01275455,5.927021E-4,1.241823E-5,3.655781E-4,3.805941E-6,1.537276E-5,3.360293E-4,0.002275235,0.002769154,0.01020415,0.003639941,4.300047E-4,1.806637E-5,1.533715E-4,7.804966E-4,4.260232E-7,1.51308E-9,4.107698E-5,1.678114E-8,1.334737E-6,7.547253E-8,4.821025E-6,6.879072E-11,1.294931E-4,2.577494E-4,9.928637E-6,2.275747E-4,5.781492E-5,2.956967E-4,0.0174623,4.549388E-4,0.007373447,1.307553E-4,6.617489E-12,2.926194E-9,8.009387E-7,2.512337E-9,0.0077274,0.005991724,8.769936,6.977922E-5,496338.6,496338.6
1.320174E-7,14.57202,-1.423034E12,1530.044,1530.044,0.001017024,1.0,0.9038888,0.002481419,0.001194215,0.0143461,3.296561E-4,4.294901E-4,0.002055219,1.159471E-4,3.084234E-5,6.860266E-5,1.150286E-4,0.01309369,5.967853E-4,1.349457E-5,3.804933E-4,4.115379E-6,1.630136E-5,3.463793E-4,0.002197065,0.002680573,0.01037823,0.003709188,4.437143E-4,1.908606E-5,1.531603E-4,8.028595E-4,4.764146E-7,1.636751E-9,4.312511E-5,1.860716E-8,1.453517E-6,8.278353E-8,5.12091E-6,7.993141E-11,1.364216E-4,2.639366E-4,1.080339E-5,2.368109E-4,5.867217E-5,3.050113E-4,0.01737172,4.732154E-4,0.007360044,1.354762E-4,8.013792E-12,3.366778E-9,8.965923E-7,2.826935E-9,0.00765944,0.005869605,8.762611,6.979296E-5,495924.0,495924.0
1.376461E-7,14.56919,-1.334966E12,1528.365,1528.365,0.001017024,1.0,0.9031264,0.002448659,0.001279174,0.01465207,3.639777E-4,4.283745E-4,0.002144821,1.198274E-4,3.363203E-5,7.343571E-5,1.131491E-4,0.01346106,6.008209E-4,1.474326E-5,3.970588E-4,4.472704E-6,1.735236E-5,3.575132E-4,0.002112381,0.002584108,0.01056668,0.003784955,4.591021E-4,2.023948E-5,1.528492E-4,8.274108E-4,5.369528E-7,1.780509E-9,4.542414E-5,2.077446E-8,1.591515E-6,9.142091E-8,5.463008E-6,9.385287E-11,1.441114E-4,2.707207E-4,1.182678E-5,2.470127E-4,5.960057E-5,3.152084E-4,0.01727131,4.933594E-4,0.007345474,1.406298E-4,9.829098E-12,3.912216E-9,1.011489E-6,3.206138E-9,0.007584929,0.005738234,8.754695,6.980651E-5,495476.1,495476.1
1.463422E-7,14.56559,-1.211278E12,1525.971,1525.971,0.001017024,1.0,0.9020122,0.002395754,0.001412768,0.01508304,4.198603E-4,4.259241E-4,0.002281015,1.253329E-4,3.807609E-5,8.096004E-5,1.101986E-4,0.01399866,6.06002E-4,1.673731E-5,4.221126E-4,5.039924E-6,1.897803E-5,3.736326E-4,0.001988837,0.002442466,0.01084252,0.003897468,4.827116E-4,2.202455E-5,1.522296E-4,8.640015E-4,6.381027E-7,2.011208E-9,4.894699E-5,2.43392E-8,1.812272E-6,1.055617E-7,5.998685E-6,1.182935E-10,1.556994E-4,2.808116E-4,1.348033E-5,2.623195E-4,6.096155E-5,3.303319E-4,0.01711983,5.234931E-4,0.007324053,1.482411E-4,1.317883E-11,4.85929E-9,1.20329E-6,3.841873E-9,0.007474099,0.005547325,8.743143,6.982377E-5,494822.2,494822.2
