Time_Soln#11 (sec),Volume_Soln#11 (cm3),Volumetric_heat_production_rate_Soln#11 (erg/cm3-sec),Surface_temperature_Soln#11 (K),Temperature_Soln#11 (K),Mass_Soln#11 (g),Pressure_Soln#11 (atm),Mole_fraction_H2_Soln#11 (),Mole_fraction_H_Soln#11 (),Mole_fraction_CH4_Soln#11 (),Mole_fraction_CH3_Soln#11 (),Mole_fraction_C2H6_Soln#11 (),Mole_fraction_C2H5_Soln#11 (),Mole_fraction_C2H4_Soln#11 (),Mole_fraction_C2H2_Soln#11 (),Mole_fraction_C3H8_Soln#11 (),Mole_fraction_C3H6_Soln#11 (),Mole_fraction_C3H5-A_Soln#11 (),Mole_fraction_C3H4-P_Soln#11 (),Mole_fraction_C3H4-A_Soln#11 (),Mole_fraction_C3H3_Soln#11 (),Mole_fraction_NC4H10_Soln#11 (),Mole_fraction_IC4H10_Soln#11 (),Mole_fraction_IC4H9_Soln#11 (),Mole_fraction_TC4H9_Soln#11 (),Mole_fraction_IC4H8_Soln#11 (),Mole_fraction_IC4H7_Soln#11 (),Mole_fraction_C4H8-1_Soln#11 (),Mole_fraction_C4H8-2_Soln#11 (),Mole_fraction_C4H71-3_Soln#11 (),Mole_fraction_C4H6_Soln#11 (),Mole_fraction_C4H4_Soln#11 (),Mole_fraction_C4H2_Soln#11 (),Mole_fraction_C6H6_Soln#11 (),Mole_fraction_FULVENE_Soln#11 (),Mole_fraction_C5H6_Soln#11 (),Mole_fraction_C5H5_Soln#11 (),Mole_fraction_MCPTD_Soln#11 (),Mole_fraction_C10H8_Soln#11 (),Mole_fraction_NEOC5H12_Soln#11 (),Mole_fraction_NC5H10_Soln#11 (),Mole_fraction_B1M2_Soln#11 (),Mole_fraction_B1M3_Soln#11 (),Mole_fraction_LC5H8_Soln#11 (),Mole_fraction_NC6H12_Soln#11 (),Mole_fraction_NC7H14_Soln#11 (),Mole_fraction_IC8H16_Soln#11 (),Mole_fraction_DIMEPTD_Soln#11 (),Mole_fraction_C7H8_Soln#11 (),Mole_fraction_C7H7_Soln#11 (),Mole_fraction_C6H5C2H_Soln#11 (),Mole_fraction_C6H5C2H3_Soln#11 (),Mole_fraction_C6H5C2H5_Soln#11 (),Mole_fraction_INDENE_Soln#11 (),Mole_fraction_C10H10_Soln#11 (),Mole_fraction_NC10H20_Soln#11 (),Mole_fraction_IC12H26_Soln#11 (),Molecular_weight_Soln#11 (g/mole),Mass_density_Soln#11 (g/cm3),Unburned_hydrocarbons_Soln#11 (ppm),Volatile_organic_compounds_Soln#11 (ppm)
0.0,15.0,-1.079991E12,1500.0,1500.0,0.001118727,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,7.458178E-5,519545.7,519545.7
1.769364E-11,14.99997,-1.095901E12,1499.996,1499.996,0.001118727,1.0,0.945258,3.309061E-9,1.92895E-14,3.677139E-9,7.326718E-16,1.951838E-10,1.50019E-10,2.22134E-16,3.118461E-16,2.130461E-9,2.985832E-8,6.364426E-16,3.187549E-13,8.282663E-18,2.467445E-16,7.901715E-13,4.618849E-9,7.786424E-7,1.892419E-8,1.538249E-7,1.622199E-10,9.439024E-15,2.985336E-8,4.236887E-12,4.312458E-20,3.20507E-20,2.889843E-15,4.910023E-26,4.044987E-24,1.319757E-26,1.381494E-20,1.694385E-27,4.959384E-19,1.092121E-10,7.700457E-21,2.02591E-20,1.35332E-16,4.175681E-11,5.089565E-11,0.01921536,3.47325E-14,0.007923923,7.208383E-11,8.959169E-33,1.976306E-26,4.574979E-19,5.166528E-29,3.328728E-32,0.01043311,0.01716788,9.17998,7.458191E-5,519545.2,519545.2
3.666296E-10,14.99945,-1.289313E12,1499.911,1499.911,0.001118727,1.0,0.9452371,1.006638E-6,1.398536E-10,1.224371E-6,5.848203E-12,7.354572E-8,5.575211E-8,1.093536E-13,2.436891E-12,6.821984E-7,6.18236E-7,2.79654E-13,2.409591E-10,5.505595E-14,1.886026E-12,4.064757E-10,1.545125E-6,1.706749E-5,3.163955E-6,3.185073E-6,5.923513E-8,4.191949E-12,6.161154E-7,1.829986E-9,2.73661E-17,1.373176E-17,1.870332E-11,6.674066E-21,6.224905E-19,3.391375E-20,1.819925E-15,2.331088E-22,7.627493E-14,3.955458E-8,1.188103E-15,2.957933E-15,1.605655E-11,1.491353E-8,1.81937E-8,0.0192136,2.234245E-10,0.007923746,1.56009E-9,1.79915E-27,3.166753E-21,3.651314E-15,1.34829E-23,9.663486E-26,0.0104317,0.01715527,9.179776,7.45845E-5,519533.7,519533.7
1.567704E-9,14.99763,-1.414207E12,1499.576,1499.576,0.001118727,1.0,0.9451414,8.612515E-6,6.75347E-9,1.229734E-5,3.396241E-10,9.063435E-7,6.77864E-7,2.937642E-12,1.354248E-10,6.352649E-6,2.637631E-6,5.30193E-12,7.093656E-9,2.339498E-12,9.876616E-11,9.40042E-9,1.648679E-5,7.303437E-5,2.754277E-5,1.358574E-5,6.81141E-7,8.399334E-11,2.599507E-6,3.511061E-8,1.132214E-15,2.500946E-16,7.930945E-10,1.29655E-18,3.31486E-16,3.073942E-17,3.614087E-13,4.692757E-20,1.559343E-11,4.469601E-7,2.550522E-13,5.88097E-13,2.27545E-9,1.631684E-7,2.012788E-7,0.01921415,9.481362E-9,0.007922934,9.239093E-9,8.272627E-25,8.023635E-19,2.113508E-13,1.436563E-20,1.110763E-22,0.01042658,0.01711162,9.178846,7.459359E-5,519481.1,519481.1
4.581034E-9,14.99299,-1.43526E12,1498.705,1498.705,0.001118727,1.0,0.9448849,3.012188E-5,8.69075E-8,4.957517E-5,4.981225E-9,3.984517E-6,3.121424E-6,4.797193E-11,1.904069E-9,2.55125E-5,7.677513E-6,4.701466E-11,7.316701E-8,2.645854E-11,1.278755E-9,9.366041E-8,7.561668E-5,1.894781E-4,9.857711E-5,3.945356E-5,2.784034E-6,8.208944E-10,7.364848E-6,3.163964E-7,2.498477E-14,2.192917E-15,8.907507E-9,5.909169E-17,5.262772E-14,3.320168E-15,1.263297E-11,1.748164E-18,5.238424E-10,1.802758E-6,9.632604E-12,2.103715E-11,4.295753E-8,6.382923E-7,8.235021E-7,0.01921773,1.065972E-7,0.007920722,5.076617E-8,1.063574E-22,3.606118E-17,3.077781E-12,3.404867E-18,2.359186E-20,0.01041348,0.01700326,9.176351,7.461664E-5,519339.9,519339.9
1.352382E-8,14.97939,-1.435228E12,1496.106,1496.106,0.001118727,1.0,0.9441071,9.692074E-5,9.96221E-7,1.907563E-4,6.020013E-8,1.447279E-5,1.34744E-5,1.109145E-9,2.214177E-8,1.131436E-4,2.244906E-5,4.697537E-10,6.926525E-7,2.731336E-10,1.303431E-8,8.955246E-7,2.734851E-4,4.533177E-4,3.130415E-4,1.143498E-4,9.20038E-6,9.142197E-9,1.998767E-5,2.730892E-6,7.07799E-13,2.635405E-14,8.773843E-8,4.771277E-15,6.152031E-12,2.924954E-13,3.682181E-10,6.702851E-17,1.458843E-8,5.925525E-6,3.243189E-10,6.619806E-10,5.167217E-7,2.03172E-6,3.024069E-6,0.01922447,1.050327E-6,0.007913691,3.712071E-7,2.002988E-20,1.416661E-15,3.73926E-11,8.13684E-16,6.092504E-18,0.01037364,0.01669301,9.168757,7.468442E-5,518910.1,518910.1
4.898392E-8,14.93032,-1.348045E12,1486.083,1486.083,0.001118727,1.0,0.9409203,3.617949E-4,1.927412E-5,0.001069218,1.380691E-6,6.315679E-5,8.9045E-5,5.331708E-8,4.534018E-7,8.086531E-4,7.813717E-5,1.519048E-8,9.239102E-6,5.976234E-9,1.91461E-7,1.099218E-5,7.75704E-4,0.001085941,0.001163355,3.861555E-4,3.548132E-5,2.000113E-7,5.473859E-5,2.984306E-5,9.026292E-11,1.52741E-12,1.226399E-6,1.870176E-12,1.256844E-9,4.69909E-11,1.664766E-8,7.791694E-15,7.309941E-7,2.279579E-5,2.218352E-8,3.79522E-8,7.677518E-6,7.047659E-6,1.672384E-5,0.01920121,1.461342E-5,0.007880177,4.570858E-6,1.488847E-17,2.191388E-13,1.220543E-9,4.940174E-13,5.214293E-15,0.01020192,0.0156102,9.137259,7.492984E-5,517127.4,517127.4
1.486454E-7,14.83298,-9.4407E11,1463.004,1463.004,0.001118727,1.0,0.9327414,7.986757E-4,2.401945E-4,0.004182268,3.49321E-5,1.732236E-4,4.673248E-4,1.449089E-6,7.910076E-6,0.003686587,2.007482E-4,6.117556E-7,6.953078E-5,1.662075E-7,2.289384E-6,6.907683E-5,9.858233E-4,0.001377687,0.003310609,9.886532E-4,1.185718E-4,2.671064E-6,9.786653E-5,1.729438E-4,1.073797E-8,5.672993E-11,9.863862E-6,2.557739E-10,7.657281E-8,2.544977E-9,3.091458E-7,9.431825E-13,1.420756E-5,7.381169E-5,7.407289E-7,9.444903E-7,5.987704E-5,1.782475E-5,8.456877E-5,0.01888538,1.132028E-4,0.007766184,3.334518E-5,1.76158E-14,5.563157E-11,7.559702E-8,8.182309E-11,2.474902E-12,0.009655948,0.0134378,9.054392,7.542158E-5,512437.6,512437.6
1.590018E-7,14.82576,-9.047763E11,1461.074,1461.074,0.001118727,1.0,0.9320055,8.179922E-4,2.772023E-4,0.004476083,4.268942E-5,1.805517E-4,5.139702E-4,1.756699E-6,9.366661E-6,0.00398086,2.101519E-4,7.556334E-7,7.742033E-5,2.02935E-7,2.660381E-6,7.578882E-5,9.714265E-4,0.001361074,0.003506004,0.001041131,1.279551E-4,3.077868E-6,1.002999E-4,1.89633E-4,1.411029E-8,6.870428E-11,1.104302E-5,3.338401E-10,9.529584E-8,3.176175E-9,3.616237E-7,1.282871E-12,1.65168E-5,7.915737E-5,9.023808E-7,1.126348E-6,6.669892E-5,1.873402E-5,9.27378E-5,0.01884235,1.261152E-4,0.007754393,3.695976E-5,2.758703E-14,7.750558E-11,9.724648E-8,1.081683E-10,3.58009E-12,0.009598715,0.01326238,9.046849,7.545831E-5,512010.7,512010.7
1.660271E-7,14.82112,-8.788857E11,1459.811,1459.811,0.001118727,1.0,0.9315187,8.290689E-4,3.036197E-4,0.004669404,4.851651E-5,1.851109E-4,5.46007E-4,1.985501E-6,1.04286E-5,0.004177194,2.16177E-4,8.636525E-7,8.284913E-5,2.303392E-7,2.927468E-6,8.031452E-5,9.603965E-4,0.001348029,0.00363557,0.001075869,1.343909E-4,3.366443E-6,1.018176E-4,2.009734E-4,1.677973E-8,7.750759E-11,1.185996E-5,3.950365E-10,1.093892E-7,3.655749E-9,3.993041E-7,1.562368E-12,1.815158E-5,8.276728E-5,1.022887E-6,1.259209E-6,7.13861E-5,1.9333E-5,9.83063E-5,0.01881268,1.349892E-4,0.007746487,3.942379E-5,3.670168E-14,9.568967E-11,1.141375E-7,1.290496E-10,4.529273E-12,0.009560141,0.01314738,9.041856,7.548194E-5,511728.1,511728.1
1.728246E-7,14.81682,-8.544436E11,1458.623,1458.623,0.001118727,1.0,0.9310572,8.383577E-4,3.301529E-4,0.004851698,5.459869E-5,1.892183E-4,5.772631E-4,2.222484E-6,1.151184E-5,0.004364474,2.217394E-4,9.762538E-7,8.815024E-5,2.58778E-7,3.197359E-6,8.466321E-5,9.489594E-4,0.001334309,0.00375868,0.001108847,1.406705E-4,3.654785E-6,1.031911E-4,2.119447E-4,1.967758E-8,8.653775E-11,1.266197E-5,4.609473E-10,1.241062E-7,4.160634E-9,4.373048E-7,1.875203E-12,1.978078E-5,8.624514E-5,1.147941E-6,1.394952E-6,7.595708E-5,1.989945E-5,1.037049E-4,0.01878368,1.436444E-4,0.007738916,4.181129E-5,4.774144E-14,1.161793E-10,1.322754E-7,1.51727E-10,5.626141E-12,0.009523039,0.01303903,9.03712,7.550384E-5,511460.1,511460.1
1.806351E-7,14.8121,-8.271134E11,1457.298,1457.298,0.001118727,1.0,0.9305382,8.474328E-4,3.617786E-4,0.00505527,6.213417E-5,1.935832E-4,6.134441E-4,2.513748E-6,1.282268E-5,0.004576277,2.278128E-4,1.115477E-6,9.428933E-5,2.937865E-7,3.520902E-6,8.96147E-5,9.350824E-4,0.001317462,0.00389744,0.001145999,1.479474E-4,3.996553E-6,1.04661E-4,2.245341E-4,2.341176E-8,9.752137E-11,1.359594E-5,5.451714E-10,1.423318E-7,4.791628E-9,4.827751E-7,2.291331E-12,2.17049E-5,9.02207E-5,1.301982E-6,1.559499E-6,8.124281E-5,2.0535E-5,1.099112E-4,0.01875006,1.536542E-4,0.007730319,4.455298E-5,6.362737E-14,1.435952E-10,1.553934E-7,1.809465E-10,7.132183E-12,0.009480706,0.01291791,9.031793,7.552789E-5,511158.5,511158.5
1.910323E-7,14.80617,-7.919986E11,1455.601,1455.601,0.001118727,1.0,0.9298655,8.571127E-4,4.056864E-4,0.00531636,7.308375E-5,1.988347E-4,6.6197E-4,2.932836E-6,1.46743E-5,0.004852441,2.353843E-4,1.317116E-6,1.025229E-4,3.442353E-7,3.972884E-6,9.61173E-5,9.157042E-4,0.001293652,0.004077784,0.001194279,1.577321E-4,4.467678E-6,1.064504E-4,2.412397E-4,2.909435E-8,1.131215E-10,1.485715E-5,6.720114E-10,1.687725E-7,5.718162E-9,5.461781E-7,2.949545E-12,2.434278E-5,9.547485E-5,1.524319E-6,1.792432E-6,8.831792E-5,2.135682E-5,1.181616E-4,0.0187049,1.670543E-4,0.007719054,4.819038E-5,9.11688E-14,1.872191E-10,1.901199E-7,2.25376E-10,9.604081E-12,0.009424893,0.01276198,9.024886,7.555812E-5,510767.6,510767.6
1.982108E-7,14.80231,-7.686022E11,1454.472,1454.472,0.001118727,1.0,0.9294128,8.623541E-4,4.371521E-4,0.005489979,8.126038E-5,2.021077E-4,6.956647E-4,3.24292E-6,1.602139E-5,0.005039182,2.402799E-4,1.467138E-6,1.082374E-4,3.816033E-7,4.298421E-6,1.0054E-4,9.019011E-4,0.00127653,0.004199452,0.001226862,1.6455E-4,4.802998E-6,1.075818E-4,2.527233E-4,3.351794E-8,1.245237E-10,1.573816E-5,7.697831E-10,1.884717E-7,6.416813E-9,5.917861E-7,3.480455E-12,2.62086E-5,9.90747E-5,1.689378E-6,1.962261E-6,9.321847E-5,2.190881E-5,1.238404E-4,0.01867353,1.763364E-4,0.007711402,5.068784E-5,1.152458E-13,2.225667E-10,2.16836E-7,2.599146E-10,1.1664E-11,0.009386745,0.01265767,9.020238,7.557786E-5,510504.6,510504.6
2.049628E-7,14.79883,-7.472254E11,1453.44,1453.44,0.001118727,1.0,0.9289957,8.663164E-4,4.675681E-4,0.005648329,8.941285E-5,2.049376E-4,7.274677E-4,3.549863E-6,1.733785E-5,0.005211874,2.446451E-4,1.616234E-6,1.136275E-4,4.186183E-7,4.614144E-6,1.046458E-4,8.887113E-4,0.001260061,0.004311825,0.001256974,1.710071E-4,5.125363E-6,1.085736E-4,2.634781E-4,3.80694E-8,1.357042E-10,1.657336E-5,8.69605E-10,2.080675E-7,7.118713E-9,6.359944E-7,4.041919E-12,2.799244E-5,1.024386E-4,1.853248E-6,2.128524E-6,9.783317E-5,2.241702E-5,1.291626E-4,0.01864391,1.850773E-4,0.007704301,5.302305E-5,1.422961E-13,2.60061E-10,2.440773E-7,2.953979E-10,1.389667E-11,0.009351167,0.01256192,9.015955,7.559561E-5,510262.2,510262.2
2.116348E-7,14.79555,-7.266977E11,1452.448,1452.448,0.001118727,1.0,0.9285914,8.693903E-4,4.98373E-4,0.005800099,9.790817E-5,2.075086E-4,7.589738E-4,3.867526E-6,1.86842E-5,0.005379697,2.48737E-4,1.771091E-6,1.189631E-4,4.569477E-7,4.934755E-6,1.086482E-4,8.755554E-4,0.001243541,0.004420939,0.001286235,1.77428E-4,5.450156E-6,1.094884E-4,2.740547E-4,4.295231E-8,1.471735E-10,1.740406E-5,9.759108E-10,2.284367E-7,7.855451E-9,6.808807E-7,4.659952E-12,2.977928E-5,1.057405E-4,2.023368E-6,2.298858E-6,1.023935E-4,2.290913E-5,1.343991E-4,0.01861457,1.937152E-4,0.007697377,5.531485E-5,1.737645E-13,3.014356E-10,2.730564E-7,3.33398E-10,1.641039E-11,0.00931631,0.01246947,9.011806,7.56124E-5,510027.4,510027.4
2.244549E-7,14.78963,-6.888932E11,1450.619,1450.619,0.001118727,1.0,0.9278362,8.732139E-4,5.595477E-4,0.006078714,1.154534E-4,2.118598E-4,8.196572E-4,4.517149E-6,2.139233E-5,0.005694315,2.560051E-4,2.08932E-6,1.292251E-4,5.353894E-7,5.573314E-6,1.161783E-4,8.501566E-4,0.001211414,0.004625382,0.001341142,1.898714E-4,6.090315E-6,1.110764E-4,2.942166E-4,5.345493E-8,1.70344E-10,1.901269E-5,1.202157E-9,2.70337E-7,9.393144E-9,7.703291E-7,6.038475E-12,3.326897E-5,1.120202E-4,2.373003E-6,2.642396E-6,1.111426E-4,2.382788E-5,1.443839E-4,0.0185581,2.102866E-4,0.007684339,5.966705E-5,2.495417E-13,3.940057E-10,3.346438E-7,4.148772E-10,2.219645E-11,0.009250197,0.01229753,9.004057,7.564266E-5,509588.8,509588.8
2.30976E-7,14.78681,-6.704752E11,1449.725,1449.725,0.001118727,1.0,0.9274626,8.742283E-4,5.916152E-4,0.006213955,1.249907E-4,2.137954E-4,8.505634E-4,4.866937E-6,2.282813E-5,0.005850425,2.594144E-4,2.261446E-6,1.344431E-4,5.776559E-7,5.908717E-6,1.199247E-4,8.372676E-4,0.001195005,0.004726823,0.001368436,1.962513E-4,6.423445E-6,1.118041E-4,3.043832E-4,5.938363E-8,1.826813E-10,1.983609E-5,1.328601E-9,2.930196E-7,1.023763E-8,8.173719E-7,6.843276E-12,3.506742E-5,1.151805E-4,2.562265E-6,2.825028E-6,1.1558E-4,2.428229E-5,1.494185E-4,0.01852936,2.186906E-4,0.007677841,6.185177E-5,2.969179E-13,4.48187E-10,3.690186E-7,4.607121E-10,2.567225E-11,0.009217016,0.0122128,9.000225,7.565708E-5,509372.0,509372.0
2.37349E-7,14.78417,-6.529934E11,1448.875,1448.875,0.001118727,1.0,0.927104,8.746853E-4,6.235399E-4,0.006341968,1.347063E-4,2.155182E-4,8.807718E-4,5.221041E-6,2.426734E-5,0.00600046,2.625669E-4,2.436207E-6,1.395374E-4,6.204654E-7,6.242893E-6,1.235299E-4,8.247407E-4,0.001178994,0.004824346,0.001394711,2.025167E-4,6.753517E-6,1.124666E-4,3.142564E-4,6.557226E-8,1.950846E-10,2.064344E-5,1.459724E-9,3.160612E-7,1.110387E-8,8.64306E-7,7.701894E-12,3.683714E-5,1.182462E-4,2.754601E-6,3.008436E-6,1.199044E-4,2.471833E-5,1.543067E-4,0.01850129,2.268802E-4,0.00767158,6.396615E-5,3.497268E-13,5.060794E-10,4.046343E-7,5.084309E-10,2.944943E-11,0.009184885,0.01213168,8.99655,7.567058E-5,509164.0,509164.0
2.490575E-7,14.77962,-6.221778E11,1447.369,1447.369,0.001118727,1.0,0.9264618,8.743086E-4,6.836238E-4,0.006566641,1.535612E-4,2.182774E-4,9.362378E-4,5.902302E-6,2.699953E-5,0.006269697,2.67916E-4,2.773801E-6,1.488747E-4,7.028919E-7,6.872101E-6,1.30007E-4,8.020011E-4,0.00114978,0.004999489,0.001442001,2.141009E-4,7.370677E-6,1.135663E-4,3.322264E-4,7.798757E-8,2.187351E-10,2.21321E-5,1.720407E-9,3.605993E-7,1.280154E-8,9.529028E-7,9.476293E-12,4.011288E-5,1.238183E-4,3.126779E-6,3.357566E-6,1.278109E-4,2.549957E-5,1.631982E-4,0.0184498,2.418514E-4,0.007660303,6.779401E-5,4.654867E-13,6.259564E-10,4.753505E-7,6.037742E-10,3.745304E-11,0.009126626,0.0119868,8.989972,7.56939E-5,508791.7,508791.7
2.575202E-7,14.77655,-6.009249E11,1446.326,1446.326,0.001118727,1.0,0.9260105,8.731811E-4,7.281405E-4,0.006720742,1.679867E-4,2.199684E-4,9.762665E-4,6.418629E-6,2.904122E-5,0.006459234,2.714425E-4,3.030814E-6,1.555997E-4,7.654266E-7,7.338154E-6,1.345696E-4,7.858549E-4,0.001128928,0.005122943,0.001475421,2.225284E-4,7.824721E-6,1.142729E-4,3.450724E-4,8.782712E-8,2.365021E-10,2.321129E-5,1.925026E-9,3.945275E-7,1.411466E-8,1.018764E-6,1.092704E-11,4.249476E-5,1.277964E-4,3.410775E-6,3.619268E-6,1.334892E-4,2.604895E-5,1.695487E-4,0.01841268,2.526014E-4,0.007652334,7.051263E-5,5.660357E-13,7.241688E-10,5.307729E-7,6.789732E-10,4.416989E-11,0.009085145,0.01188526,8.985354,7.570961E-5,508530.3,508530.3
2.647731E-7,14.77406,-5.833698E11,1445.459,1445.459,0.001118727,1.0,0.9256319,8.717224E-4,7.66977E-4,0.00684742,1.808723E-4,2.212311E-4,0.001010511,6.876522E-6,3.083291E-5,0.006618376,2.742496E-4,3.259546E-6,1.613438E-4,8.209359E-7,7.744415E-6,1.384006E-4,7.722479E-4,0.001111287,0.005226728,0.001503577,2.297844E-4,8.218732E-6,1.148237E-4,3.559836E-4,9.685309E-8,2.521641E-10,2.413767E-5,2.111365E-9,4.247352E-7,1.529777E-8,1.076372E-6,1.228913E-11,4.45422E-5,1.311723E-4,3.664043E-6,3.849491E-6,1.383283E-4,2.651006E-5,1.749379E-4,0.01838097,2.61761E-4,0.007645624,7.280922E-5,6.647583E-13,8.165243E-10,5.81177E-7,7.47676E-10,5.060093E-11,0.009050012,0.01180024,8.981483,7.572235E-5,508311.2,508311.2
2.704685E-7,14.7722,-5.700004E11,1444.797,1444.797,0.001118727,1.0,0.9253398,8.702944E-4,7.978936E-4,0.006943477,1.913226E-4,2.221095E-4,0.001037352,7.24571E-6,3.226549E-5,0.006741246,2.763205E-4,3.44451E-6,1.658399E-4,8.657307E-7,8.067505E-6,1.413577E-4,7.617275E-4,0.001097607,0.005306954,0.001525383,2.355019E-4,8.531067E-6,1.152227E-4,3.644867E-4,1.04331E-7,2.647371E-10,2.486571E-5,2.264849E-9,4.491709E-7,1.626418E-8,1.122333E-6,1.343866E-11,4.615224E-5,1.338015E-4,3.869228E-6,4.033948E-6,1.421089E-4,2.686606E-5,1.791342E-4,0.01835613,2.689159E-4,0.007640433,7.459046E-5,7.510597E-13,8.945665E-10,6.226444E-7,8.043979E-10,5.61136E-11,0.009022696,0.01173473,8.978498,7.573189E-5,508142.3,508142.3
2.802746E-7,14.76917,-5.478127E11,1443.691,1443.691,0.001118727,1.0,0.9248472,8.673242E-4,8.519477E-4,0.007101998,2.099862E-4,2.234048E-4,0.001083444,7.900525E-6,3.478196E-5,0.006948586,2.796234E-4,3.773765E-6,1.735487E-4,9.452767E-7,8.631481E-6,1.463445E-4,7.439786E-4,0.00107445,0.005442545,0.001562324,2.453836E-4,9.074464E-6,1.158449E-4,3.789912E-4,1.180251E-7,2.869387E-10,2.611993E-5,2.544009E-9,4.926843E-7,1.800528E-8,1.202906E-6,1.558939E-11,4.892601E-5,1.382831E-4,4.235337E-6,4.358777E-6,1.485761E-4,2.746697E-5,1.862842E-4,0.01831353,2.811531E-4,0.007631649,7.761095E-5,9.192449E-13,1.040811E-9,6.979471E-7,9.078156E-10,6.661777E-11,0.008976219,0.0116244,8.97347,7.574744E-5,507857.7,507857.7
2.931329E-7,14.76552,-5.202523E11,1442.306,1442.306,0.001118727,1.0,0.9242202,8.626E-4,9.242998E-4,0.007297108,2.357092E-4,2.247229E-4,0.001143614,8.794185E-6,3.817028E-5,0.007212619,2.8348E-4,4.225568E-6,1.835885E-4,1.054056E-6,9.384087E-6,1.526857E-4,7.214498E-4,0.001044919,0.005615655,0.001609653,2.584043E-4,9.796786E-6,1.165457E-4,3.977463E-4,1.375808E-7,3.17086E-10,2.776454E-5,2.938873E-9,5.524223E-7,2.043618E-8,1.31119E-6,1.875369E-11,5.255943E-5,1.440728E-4,4.739532E-6,4.797764E-6,1.569708E-4,2.823286E-5,1.955128E-4,0.01825801,2.970317E-4,0.007620426,8.148127E-5,1.180983E-12,1.256489E-9,8.041841E-7,1.054515E-9,8.247282E-11,0.008916332,0.01148422,8.967079,7.576618E-5,507496.0,507496.0
3.108528E-7,14.76104,-4.849626E11,1440.51,1440.51,0.001118727,1.0,0.9233894,8.548898E-4,0.001026489,0.007543412,2.733823E-4,2.259198E-4,0.001225946,1.008637E-5,4.29865E-5,0.007562555,2.879866E-4,4.883905E-6,1.972847E-4,1.211859E-6,1.04415E-5,1.610667E-4,6.918634E-4,0.001005913,0.005845972,0.001672935,2.764437E-4,1.080813E-5,1.173198E-4,4.230972E-4,1.675735E-7,3.605045E-10,3.002819E-5,3.537165E-9,6.395198E-7,2.406046E-8,1.465003E-6,2.379281E-11,5.754419E-5,1.518902E-4,5.477955E-6,5.424894E-6,1.683702E-4,2.924993E-5,2.079523E-4,0.01818219,3.18583E-4,0.007605486,8.664534E-5,1.628144E-12,1.601134E-9,9.644903E-7,1.277372E-9,1.085635E-10,0.008835732,0.0112988,8.958629,7.578916E-5,507017.8,507017.8
3.209098E-7,14.75876,-4.662391E11,1439.545,1439.545,0.001118727,1.0,0.922934,8.500441E-4,0.001085641,0.007672157,2.95856E-4,2.26321E-4,0.001272337,1.084872E-5,4.578684E-5,0.007754328,2.901641E-4,5.275155E-6,2.049814E-4,1.305279E-6,1.105013E-5,1.656451E-4,6.758435E-4,9.84688E-4,0.005972672,0.00170791,2.867204E-4,1.138926E-5,1.176711E-4,4.372298E-4,1.861963E-7,3.860942E-10,3.131032E-5,3.904868E-9,6.913067E-7,2.625828E-8,1.554523E-6,2.702143E-11,6.035495E-5,1.562445E-4,5.918842E-6,5.791201E-6,1.747493E-4,2.980863E-5,2.148679E-4,0.01813955,3.306368E-4,0.00759727,8.948883E-5,1.931725E-12,1.822681E-9,1.062592E-6,1.414517E-9,1.257502E-10,0.00879096,0.01119729,8.954007,7.580084E-5,506756.2,506756.2
3.28203E-7,14.75723,-4.532209E11,1438.869,1438.869,0.001118727,1.0,0.9226107,8.463664E-4,0.001129014,0.00776075,3.126262E-4,2.265008E-4,0.001305816,1.14138E-5,4.784463E-5,0.007890437,2.915845E-4,5.566556E-6,2.105268E-4,1.374693E-6,1.149464E-5,1.688871E-4,6.645774E-4,9.697189E-4,0.006062821,0.001732868,2.941862E-4,1.181354E-5,1.178897E-4,4.473634E-4,2.004368E-7,4.050766E-10,3.223853E-5,4.184338E-9,7.298881E-7,2.79156E-8,1.620397E-6,2.953673E-11,6.238272E-5,1.59365E-4,6.248162E-6,6.061147E-6,1.793334E-4,3.020585E-5,2.198178E-4,0.01810882,3.392958E-4,0.007591426,9.151157E-5,2.176501E-12,1.995662E-9,1.13693E-6,1.518786E-9,1.393663E-10,0.008758923,0.01112526,8.95073,7.580874E-5,506570.8,506570.8
