Time_Soln#4 (sec),Volume_Soln#4 (cm3),Volumetric_heat_production_rate_Soln#4 (erg/cm3-sec),Surface_temperature_Soln#4 (K),Temperature_Soln#4 (K),Mass_Soln#4 (g),Pressure_Soln#4 (atm),Mole_fraction_H2_Soln#4 (),Mole_fraction_H_Soln#4 (),Mole_fraction_CH4_Soln#4 (),Mole_fraction_CH3_Soln#4 (),Mole_fraction_C2H6_Soln#4 (),Mole_fraction_C2H5_Soln#4 (),Mole_fraction_C2H4_Soln#4 (),Mole_fraction_C2H2_Soln#4 (),Mole_fraction_C3H8_Soln#4 (),Mole_fraction_C3H6_Soln#4 (),Mole_fraction_C3H5-A_Soln#4 (),Mole_fraction_C3H4-P_Soln#4 (),Mole_fraction_C3H4-A_Soln#4 (),Mole_fraction_NC4H10_Soln#4 (),Mole_fraction_IC4H10_Soln#4 (),Mole_fraction_TC4H9_Soln#4 (),Mole_fraction_IC4H8_Soln#4 (),Mole_fraction_IC4H7_Soln#4 (),Mole_fraction_C4H8-1_Soln#4 (),Mole_fraction_C4H8-2_Soln#4 (),Mole_fraction_C4H71-3_Soln#4 (),Mole_fraction_C4H6_Soln#4 (),Mole_fraction_C4H4_Soln#4 (),Mole_fraction_C6H6_Soln#4 (),Mole_fraction_FULVENE_Soln#4 (),Mole_fraction_C5H6_Soln#4 (),Mole_fraction_MCPTD_Soln#4 (),Mole_fraction_NEOC5H12_Soln#4 (),Mole_fraction_NC5H10_Soln#4 (),Mole_fraction_B1M2_Soln#4 (),Mole_fraction_B1M3_Soln#4 (),Mole_fraction_B2M2_Soln#4 (),Mole_fraction_LC5H8_Soln#4 (),Mole_fraction_DIALLYL_Soln#4 (),Mole_fraction_CYC6H8_Soln#4 (),Mole_fraction_CYC6H10_Soln#4 (),Mole_fraction_NC6H12_Soln#4 (),Mole_fraction_NC7H14_Soln#4 (),Mole_fraction_IC8H16_Soln#4 (),Mole_fraction_DIMEPTD_Soln#4 (),Mole_fraction_C7H8_Soln#4 (),Mole_fraction_C7H7_Soln#4 (),Mole_fraction_STILB_Soln#4 (),Mole_fraction_C6H5C2H3_Soln#4 (),Mole_fraction_C6H5C2H5_Soln#4 (),Mole_fraction_XYLENE_Soln#4 (),Mole_fraction_C6H5C2H4C6H5_Soln#4 (),Mole_fraction_NPBENZ_Soln#4 (),Mole_fraction_NC10H20_Soln#4 (),Mole_fraction_IC12H26_Soln#4 (),Molecular_weight_Soln#4 (g/mole),Mass_density_Soln#4 (g/cm3),Unburned_hydrocarbons_Soln#4 (ppm),Volatile_organic_compounds_Soln#4 (ppm)
1.580169E-5,14.98493,-1.297637E9,1146.447,1146.447,0.001459209,1.0,0.9432052,7.46404E-6,5.318411E-4,2.0651E-4,5.787081E-5,1.615714E-5,2.583267E-4,2.897038E-7,1.139842E-5,6.807068E-4,2.136202E-5,2.746217E-7,4.000695E-5,2.167718E-6,8.940014E-6,1.778253E-5,7.012293E-4,1.251219E-4,6.30653E-5,1.758904E-6,2.856444E-5,5.986637E-5,9.880304E-9,8.865125E-6,9.688909E-11,3.820546E-8,1.596976E-8,1.446143E-6,2.999866E-5,5.103097E-7,2.081446E-6,1.245517E-8,4.325162E-5,8.699447E-7,2.514177E-9,8.599383E-10,3.12191E-6,5.661563E-5,0.01888897,7.877631E-5,0.007880318,1.712042E-5,3.146409E-11,2.660953E-10,8.978722E-7,4.871859E-8,8.149246E-9,1.597913E-7,0.01014463,0.01678874,9.160788,9.737801E-5,518459.1,518459.1
1.628003E-5,14.98473,-1.289797E9,1146.344,1146.344,0.001459209,1.0,0.9431291,7.493088E-6,5.564135E-4,2.076031E-4,6.092064E-5,1.622932E-5,2.695149E-4,3.123346E-7,1.204693E-5,7.059007E-4,2.152267E-5,2.991439E-7,4.175667E-5,2.287163E-6,9.262104E-6,1.778761E-5,7.277465E-4,1.290064E-4,6.607886E-5,1.876087E-6,2.917017E-5,6.273171E-5,1.099679E-8,9.25875E-6,1.104169E-10,4.169393E-8,1.720413E-8,1.517074E-6,3.130079E-5,5.495398E-7,2.231794E-6,1.349968E-8,4.514342E-5,9.251418E-7,2.780319E-9,9.476799E-10,3.232909E-6,5.90424E-5,0.0188762,8.22027E-5,0.007878616,1.774687E-5,3.711545E-11,3.039628E-10,9.752931E-7,5.11912E-8,9.096404E-9,1.734989E-7,0.01013273,0.01677535,9.160093,9.737936E-5,518419.8,518419.8
1.665475E-5,14.98457,-1.283743E9,1146.264,1146.264,0.001459209,1.0,0.9430694,7.512602E-6,5.757371E-4,2.08361E-4,6.332564E-5,1.627876E-5,2.783049E-4,3.306312E-7,1.255903E-5,7.256418E-4,2.163648E-5,3.191422E-7,4.313046E-5,2.381397E-6,9.514541E-6,1.778871E-5,7.485422E-4,1.320357E-4,6.845111E-5,1.969836E-6,2.962705E-5,6.499212E-5,1.192517E-8,9.568312E-6,1.21877E-10,4.454321E-8,1.820473E-8,1.572885E-6,3.232401E-5,5.812334E-7,2.352214E-6,1.434853E-8,4.662878E-5,9.687386E-7,3.000177E-9,1.02025E-9,3.319821E-6,6.094607E-5,0.01886619,8.489202E-5,0.007877284,1.823237E-5,4.205264E-11,3.361683E-10,1.03814E-6,5.314571E-8,9.885395E-9,1.846173E-7,0.01012339,0.01676486,9.159549,9.738038E-5,518389.0,518389.0
1.705025E-5,14.98441,-1.277435E9,1146.179,1146.179,0.001459209,1.0,0.9430064,7.530329E-6,5.961951E-4,2.090734E-4,6.587748E-5,1.632466E-5,2.876034E-4,3.504796E-7,1.310303E-5,7.464778E-4,2.174603E-5,3.41002E-7,4.458283E-5,2.481417E-6,9.781042E-6,1.778732E-5,7.705076E-4,1.352196E-4,7.096443E-5,2.070555E-6,3.009268E-5,6.739189E-5,1.295757E-8,9.896076E-6,1.348293E-10,4.766192E-8,1.929295E-8,1.631993E-6,3.340654E-5,6.155939E-7,2.481729E-6,1.527363E-8,4.819913E-5,1.015044E-6,3.243185E-9,1.100589E-9,3.411494E-6,6.295702E-5,0.0188556,8.773435E-5,0.007875881,1.873958E-5,4.778625E-11,3.727004E-10,1.106546E-6,5.522445E-8,1.076403E-8,1.967104E-7,0.01011352,0.0167538,9.158975,9.738143E-5,518356.5,518356.5
1.719813E-5,14.98435,-1.2751E9,1146.148,1146.148,0.001459209,1.0,0.9429829,7.53624E-6,6.038589E-4,2.093181E-4,6.683481E-5,1.634027E-5,2.910849E-4,3.580399E-7,1.330726E-5,7.542673E-4,2.17844E-5,3.493716E-7,4.512639E-5,2.518946E-6,9.880692E-6,1.778617E-5,7.787237E-4,1.364064E-4,7.190636E-5,2.108666E-6,3.026251E-5,6.829262E-5,1.335753E-8,1.001887E-5,1.39902E-10,4.885709E-8,1.970823E-8,1.65414E-6,3.381187E-5,6.286767E-7,2.530764E-6,1.562712E-8,4.878684E-5,1.032423E-6,3.336921E-9,1.131621E-9,3.44575E-6,6.37092E-5,0.01885164,8.879789E-5,0.007875358,1.892783E-5,5.007341E-11,3.870447E-10,1.13266E-6,5.600564E-8,1.11047E-8,2.013246E-7,0.01010983,0.01674966,9.15876,9.738181E-5,518344.3,518344.3
1.761306E-5,14.98419,-1.268603E9,1146.06,1146.06,0.001459209,1.0,0.9429169,7.550871E-6,6.254003E-4,2.099446E-4,6.952932E-5,1.637979E-5,3.008655E-4,3.796551E-7,1.38825E-5,7.761174E-4,2.188494E-5,3.734275E-7,4.665268E-5,2.624591E-6,1.016027E-5,1.778118E-5,8.017823E-4,1.397256E-4,7.455481E-5,2.216874E-6,3.072664E-5,7.08293E-5,1.45211E-8,1.036407E-5,1.548251E-10,5.229548E-8,2.08979E-8,1.716395E-6,3.495059E-5,6.660661E-7,2.670063E-6,1.664107E-8,5.043715E-5,1.081355E-6,3.608369E-9,1.221638E-9,3.541798E-6,6.582009E-5,0.01884053,9.178362E-5,0.00787389,1.945183E-5,5.693131E-11,4.2936E-10,1.207477E-6,5.820851E-8,1.209662E-8,2.145382E-7,0.01009947,0.01673807,9.158158,9.738287E-5,518310.3,518310.3
1.79598E-5,14.98406,-1.263251E9,1145.987,1145.987,0.001459209,1.0,0.9428617,7.561005E-6,6.434389E-4,2.104042E-4,7.178949E-5,1.640827E-5,3.090503E-4,3.981645E-7,1.436543E-5,7.943669E-4,2.196147E-5,3.941696E-7,4.792913E-5,2.713216E-6,1.039385E-5,1.777517E-5,8.210545E-4,1.424869E-4,7.677344E-5,2.308699E-6,3.110085E-5,7.2959E-5,1.554048E-8,1.065319E-5,1.680882E-10,5.526385E-8,2.191946E-8,1.76853E-6,3.590349E-5,6.980672E-7,2.788325E-6,1.751306E-8,5.181732E-5,1.122404E-6,3.844693E-9,1.300211E-9,3.621971E-6,6.758406E-5,0.01883124,9.427988E-5,0.007872666,1.988492E-5,6.317874E-11,4.671071E-10,1.271715E-6,6.006112E-8,1.29664E-8,2.258759E-7,0.01009081,0.01672838,9.157656,9.738372E-5,518281.8,518281.8
1.829078E-5,14.98393,-1.258198E9,1145.918,1145.918,0.001459209,1.0,0.9428091,7.56899E-6,6.606852E-4,2.107913E-4,7.395329E-5,1.64318E-5,3.168712E-4,4.162123E-7,1.48281E-5,8.117756E-4,2.202857E-5,4.145175E-7,4.914808E-5,2.798068E-6,1.061673E-5,1.776793E-5,8.394502E-4,1.451118E-4,7.889506E-5,2.397491E-6,3.144651E-5,7.499977E-5,1.655466E-8,1.092967E-5,1.814501E-10,5.817894E-8,2.291814E-8,1.818371E-6,3.681396E-5,7.292573E-7,2.902738E-6,1.836657E-8,5.313535E-5,1.161698E-6,4.078463E-9,1.37814E-9,3.698409E-6,6.92674E-5,0.01882238,9.666308E-5,0.007871501,2.02941E-5,6.961102E-11,5.052637E-10,1.334488E-6,6.18391E-8,1.383231E-8,2.369489E-7,0.01008255,0.01671915,9.157176,9.738452E-5,518254.7,518254.7
1.871736E-5,14.98378,-1.251775E9,1145.829,1145.829,0.001459209,1.0,0.9427413,7.577064E-6,6.829452E-4,2.112223E-4,7.674981E-5,1.645735E-5,3.2696E-4,4.399994E-7,1.542648E-5,8.341935E-4,2.210731E-5,4.415091E-7,5.071945E-5,2.90773E-6,1.090383E-5,1.775664E-5,8.631547E-4,1.484794E-4,8.163386E-5,2.513502E-6,3.187613E-5,7.764021E-5,1.792039E-8,1.128662E-5,1.996824E-10,6.205022E-8,2.423823E-8,1.882692E-6,3.79883E-5,7.703486E-7,3.052243E-6,1.949611E-8,5.483448E-5,1.212463E-6,4.391256E-9,1.482751E-9,3.796787E-6,7.143579E-5,0.01881095,9.973445E-5,0.007870003,2.081545E-5,7.859303E-11,5.575216E-10,1.417405E-6,6.414334E-8,1.4999E-8,2.515661E-7,0.0100719,0.01670726,9.15656,9.738552E-5,518219.8,518219.8
1.878172E-5,14.98376,-1.250812E9,1145.816,1145.816,0.001459209,1.0,0.9427311,7.578072E-6,6.863064E-4,2.112809E-4,7.71724E-5,1.646075E-5,3.284828E-4,4.436397E-7,1.551694E-5,8.375735E-4,2.211847E-5,4.456569E-7,5.095653E-5,2.924301E-6,1.094713E-5,1.775475E-5,8.667302E-4,1.489859E-4,8.204741E-5,2.531153E-6,3.19394E-5,7.803951E-5,1.813229E-8,1.134053E-5,2.025351E-10,6.264555E-8,2.444064E-8,1.892403E-6,3.816553E-5,7.766355E-7,3.074994E-6,1.966943E-8,5.509083E-5,1.220131E-6,4.439585E-9,1.498951E-9,3.811614E-6,7.176278E-5,0.01880923,1.001978E-4,0.007869778,2.089351E-5,8.001911E-11,5.657177E-10,1.430111E-6,6.449219E-8,1.518007E-8,2.538052E-7,0.01007029,0.01670547,9.156467,9.738567E-5,518214.5,518214.5
1.927679E-5,14.98358,-1.243492E9,1145.713,1145.713,0.001459209,1.0,0.9426525,7.5841E-6,7.121808E-4,2.116789E-4,8.042813E-5,1.648322E-5,3.402011E-4,4.720897E-7,1.621417E-5,8.635515E-4,2.219842E-5,4.78223E-7,5.277992E-5,3.051959E-6,1.127999E-5,1.773871E-5,8.942241E-4,1.528683E-4,8.523093E-5,2.6682E-6,3.241273E-5,8.111876E-5,1.981446E-8,1.17556E-5,2.25394E-10,6.732361E-8,2.602617E-8,1.967138E-6,3.952919E-5,8.257551E-7,3.251643E-6,2.102802E-8,5.70625E-5,1.279179E-6,4.821341E-9,1.627276E-9,3.925525E-6,7.427627E-5,0.01879597,1.037603E-4,0.007868046,2.148855E-5,9.163924E-11,6.315794E-10,1.529553E-6,6.718563E-8,1.661774E-8,2.713213E-7,0.01005794,0.0166917,9.155752,9.73868E-5,518174.1,518174.1
1.937076E-5,14.98355,-1.242116E9,1145.694,1145.694,0.001459209,1.0,0.9426376,7.584919E-6,7.170952E-4,2.117444E-4,8.104698E-5,1.648678E-5,3.424259E-4,4.775772E-7,1.634676E-5,8.684777E-4,2.221249E-5,4.845339E-7,5.312592E-5,3.076221E-6,1.134312E-5,1.773537E-5,8.994403E-4,1.536024E-4,8.583555E-5,2.694461E-6,3.249997E-5,8.170465E-5,2.01441E-8,1.183446E-5,2.299158E-10,6.823091E-8,2.633272E-8,1.981329E-6,3.978805E-5,8.352267E-7,3.285486E-6,2.129086E-8,5.743665E-5,1.290395E-6,4.895768E-9,1.65237E-9,3.947117E-6,7.475294E-5,0.01879346,1.044362E-4,0.007867719,2.160043E-5,9.397648E-11,6.446449E-10,1.548759E-6,6.769877E-8,1.68995E-8,2.747029E-7,0.0100556,0.01668909,9.155617,9.7387E-5,518166.4,518166.4
1.985333E-5,14.98339,-1.235121E9,1145.594,1145.594,0.001459209,1.0,0.9425612,7.587549E-6,7.423459E-4,2.120328E-4,8.422876E-5,1.650172E-5,3.538531E-4,5.061973E-7,1.702869E-5,8.9375E-4,2.227954E-5,5.175992E-7,5.490208E-5,3.200951E-6,1.166712E-5,1.771688E-5,9.262135E-4,1.573584E-4,8.894173E-5,2.8305E-6,3.29351E-5,8.472011E-5,2.189022E-8,1.223973E-5,2.540879E-10,7.298846E-8,2.793537E-8,2.054218E-6,4.111734E-5,8.846135E-7,3.460806E-6,2.266586E-8,5.935729E-5,1.34802E-6,5.287975E-9,1.785035E-9,4.057842E-6,7.719847E-5,0.01878055,1.079049E-4,0.007866039,2.216952E-5,1.066781E-10,7.146924E-10,1.649054E-6,7.034317E-8,1.839199E-8,2.923539E-7,0.01004358,0.01667569,9.154922,9.738806E-5,518127.1,518127.1
1.994195E-5,14.98336,-1.23385E9,1145.576,1145.576,0.001459209,1.0,0.9425471,7.587765E-6,7.469849E-4,2.120775E-4,8.481365E-5,1.650389E-5,3.559518E-4,5.115316E-7,1.71541E-5,8.983863E-4,2.229097E-5,5.237889E-7,5.522811E-5,3.223877E-6,1.172657E-5,1.771325E-5,9.311274E-4,1.580456E-4,8.951231E-5,2.855699E-6,3.301272E-5,8.527502E-5,2.222054E-8,1.231421E-5,2.587002E-10,7.387975E-8,2.823479E-8,2.067604E-6,4.136143E-5,8.938162E-7,3.493268E-6,2.292288E-8,5.970985E-5,1.358604E-6,5.361795E-9,1.810085E-9,4.078146E-6,7.764711E-5,0.01877818,1.085415E-4,0.007865732,2.227304E-5,1.091395E-10,7.280955E-10,1.667768E-6,7.08304E-8,1.86743E-8,2.956461E-7,0.01004137,0.01667324,9.154794,9.738825E-5,518119.9,518119.9
2.036815E-5,14.98322,-1.22778E9,1145.489,1145.489,0.001459209,1.0,0.9424798,7.587691E-6,7.692991E-4,2.122585E-4,8.762834E-5,1.651194E-5,3.660437E-4,5.375216E-7,1.775773E-5,9.20659E-4,2.234231E-5,5.540644E-7,5.679508E-5,3.334182E-6,1.201227E-5,1.769481E-5,9.547436E-4,1.613391E-4,9.225627E-5,2.977714E-6,3.337623E-5,8.794803E-5,2.385159E-8,1.267254E-5,2.816515E-10,7.824226E-8,2.96968E-8,2.131969E-6,4.253488E-5,9.386444E-7,3.650478E-6,2.417837E-8,6.140433E-5,1.409496E-6,5.724594E-9,1.933586E-9,4.175655E-6,7.980229E-5,0.0187668,1.116004E-4,0.007864256,2.276656E-5,1.215607E-10,7.949609E-10,1.75903E-6,7.318006E-8,2.006806E-8,3.11695E-7,0.01003077,0.01666143,9.154182,9.738915E-5,518085.2,518085.2
2.056117E-5,14.98316,-1.225062E9,1145.45,1145.45,0.001459209,1.0,0.9424493,7.587084E-6,7.794067E-4,2.123228E-4,8.890394E-5,1.651437E-5,3.706135E-4,5.494734E-7,1.803137E-5,9.307331E-4,2.236372E-5,5.680505E-7,5.750421E-5,3.384161E-6,1.214153E-5,1.768597E-5,9.654307E-4,1.628245E-4,9.349889E-5,3.033448E-6,3.353565E-5,8.916088E-5,2.461349E-8,1.28349E-5,2.924687E-10,8.02592E-8,3.037089E-8,2.16111E-6,4.306609E-5,9.592543E-7,3.722253E-6,2.475748E-8,6.217117E-5,1.432535E-6,5.893118E-9,1.991173E-9,4.219739E-6,8.0777E-5,0.01876165,1.129844E-4,0.007863589,2.298772E-5,1.275107E-10,8.265707E-10,1.801041E-6,7.424763E-8,2.071892E-8,3.190796E-7,0.01002597,0.0166561,9.153905,9.738955E-5,518069.6,518069.6
2.094807E-5,14.98304,-1.219659E9,1145.371,1145.371,0.001459209,1.0,0.9423883,7.584836E-6,7.996673E-4,2.124202E-4,9.146184E-5,1.651703E-5,3.797708E-4,5.737717E-7,1.858024E-5,9.508991E-4,2.240336E-5,5.966058E-7,5.892437E-5,3.484359E-6,1.240037E-5,1.766734E-5,9.868338E-4,1.657902E-4,9.598891E-5,3.145997E-6,3.384547E-5,9.159583E-5,2.618548E-8,1.316045E-5,3.149742E-10,8.438029E-8,3.174481E-8,2.219492E-6,4.413026E-5,1.001146E-6,3.867166E-6,2.593823E-8,6.370693E-5,1.478684E-6,6.238938E-9,2.109798E-9,4.307952E-6,8.272793E-5,0.01875133,1.157555E-4,0.007862257,2.342651E-5,1.400803E-10,8.925264E-10,1.886521E-6,7.639369E-8,2.206126E-8,3.340992E-7,0.01001637,0.01664541,9.153351,9.739034E-5,518038.2,518038.2
2.126144E-5,14.98294,-1.215337E9,1145.307,1145.307,0.001459209,1.0,0.9423389,7.582103E-6,8.160754E-4,2.124707E-4,9.353415E-5,1.651723E-5,3.871843E-4,5.937714E-7,1.902504E-5,9.672059E-4,2.243258E-5,6.202241E-7,6.007332E-5,3.565512E-6,1.260975E-5,1.765145E-5,0.00100415,1.681809E-4,9.800467E-5,3.237934E-6,3.408739E-5,9.357132E-5,2.750146E-8,1.34242E-5,3.339933E-10,8.779182E-8,3.287905E-8,2.266743E-6,4.499147E-5,1.035618E-6,3.985481E-6,2.691332E-8,6.494941E-5,1.516021E-6,6.526595E-9,2.208927E-9,4.37925E-6,8.43052E-5,0.01874298,1.179968E-4,0.007861182,2.377761E-5,1.508883E-10,9.484515E-10,1.956941E-6,7.813744E-8,2.318433E-8,3.464671E-7,0.0100086,0.01663677,9.152903,9.739097E-5,518012.9,518012.9
2.133768E-5,14.98292,-1.21429E9,1145.292,1145.292,0.001459209,1.0,0.9423269,7.581317E-6,8.200667E-4,2.124793E-4,9.403834E-5,1.651702E-5,3.889874E-4,5.986805E-7,1.913327E-5,9.711693E-4,2.243931E-5,6.26037E-7,6.035264E-5,3.585252E-6,1.266065E-5,1.764749E-5,0.00100836,1.687609E-4,9.849489E-5,3.260404E-6,3.414503E-5,9.405234E-5,2.782753E-8,1.348837E-5,3.387303E-10,8.863186E-8,3.315792E-8,2.278232E-6,4.520089E-5,1.044079E-6,4.01439E-6,2.71531E-8,6.525148E-5,1.525098E-6,6.597612E-9,2.233465E-9,4.396575E-6,8.468852E-5,0.01874095,1.185416E-4,0.007860921,2.386244E-5,1.536061E-10,9.624066E-10,1.974233E-6,7.856239E-8,2.346249E-8,3.495034E-7,0.01000671,0.01663468,9.152794,9.739112E-5,518006.7,518006.7
2.186504E-5,14.98276,-1.207123E9,1145.186,1145.186,0.001459209,1.0,0.9422441,7.57466E-6,8.476675E-4,2.12501E-4,9.752566E-5,1.651297E-5,4.014522E-4,6.33098E-7,1.988201E-5,9.985427E-4,2.248217E-5,6.669599E-7,6.228252E-5,3.721751E-6,1.301232E-5,1.761899E-5,0.001037451,1.727565E-4,1.018834E-4,3.416868E-6,3.453096E-5,9.738365E-5,3.0147E-8,1.393228E-5,3.726956E-10,9.455009E-8,3.511833E-8,2.357634E-6,4.664807E-5,1.103384E-6,4.21563E-6,2.883902E-8,6.733851E-5,1.587799E-6,7.099912E-9,2.407769E-9,4.516181E-6,8.733525E-5,0.01872693,1.223049E-4,0.007859121,2.444288E-5,1.73383E-10,1.062763E-9,2.095547E-6,8.150934E-8,2.543976E-8,3.707961E-7,0.009993666,0.01662018,9.152043,9.739215E-5,517964.2,517964.2
2.219612E-5,14.98266,-1.202686E9,1145.12,1145.12,0.001459209,1.0,0.9421922,7.569453E-6,8.649862E-4,2.124832E-4,9.971434E-5,1.650826E-5,4.092707E-4,6.551095E-7,2.035203E-5,0.001015689,2.250599E-5,6.932805E-7,6.349195E-5,3.807381E-6,1.323271E-5,1.760022E-5,0.001055685,1.752501E-4,1.040083E-4,3.516027E-6,3.47622E-5,9.947823E-5,3.166038E-8,1.421096E-5,3.950977E-10,9.83604E-8,3.63768E-8,2.407408E-6,4.755532E-5,1.141303E-6,4.343043E-6,2.992149E-8,6.864646E-5,1.627076E-6,7.425019E-9,2.521283E-9,4.591061E-6,8.899255E-5,0.01871815,1.246626E-4,0.007857997,2.480169E-5,1.866914E-10,1.129223E-9,2.173189E-6,8.336574E-8,2.672841E-8,3.844163E-7,0.009985494,0.0166111,9.151572,9.739278E-5,517937.5,517937.5
2.268728E-5,14.98252,-1.19618E9,1145.022,1145.022,0.001459209,1.0,0.9421153,7.560417E-6,8.906597E-4,2.124155E-4,1.029592E-4,1.649842E-5,4.20857E-4,6.883286E-7,2.104899E-5,0.001041068,2.253739E-5,7.332143E-7,6.528273E-5,3.934273E-6,1.355906E-5,1.757124E-5,0.00108269,1.789278E-4,1.071561E-4,3.664321E-6,3.508999E-5,1.025891E-4,3.39879E-8,1.462428E-5,4.298995E-10,1.041469E-7,3.828294E-8,2.481123E-6,4.889905E-5,1.198516E-6,4.533474E-6,3.156123E-8,7.058313E-5,1.685197E-6,7.921114E-9,2.69557E-9,4.701833E-6,9.144449E-5,0.01870513,1.281524E-4,0.007856335,2.532598E-5,2.077594E-10,1.232873E-9,2.290426E-6,8.612792E-8,2.870771E-8,4.049721E-7,0.009973397,0.01659766,9.150875,9.739369E-5,517898.1,517898.1
2.286976E-5,14.98247,-1.193788E9,1144.985,1144.985,0.001459209,1.0,0.9420868,7.556682E-6,9.001912E-4,2.123787E-4,1.04164E-4,1.649397E-5,4.251575E-4,7.008386E-7,2.130778E-5,0.001050479,2.254795E-5,7.483164E-7,6.594694E-5,3.981365E-6,1.368012E-5,1.756016E-5,0.001092709,1.802876E-4,1.083241E-4,3.719776E-6,3.520728E-5,1.037458E-4,3.487773E-8,1.477779E-5,4.4331E-10,1.063369E-7,3.90029E-8,2.508467E-6,4.939756E-5,1.220058E-6,4.604625E-6,3.218058E-8,7.130146E-5,1.706741E-6,8.109568E-9,2.762116E-9,4.74289E-6,9.235334E-5,0.0187003,1.294465E-4,0.007855721,2.551835E-5,2.159989E-10,1.272938E-9,2.334591E-6,8.715646E-8,2.946353E-8,4.127128E-7,0.009968911,0.01659267,9.150617,9.739403E-5,517883.5,517883.5
2.35121E-5,14.98229,-1.185469E9,1144.858,1144.858,0.001459209,1.0,0.9419867,7.54203E-6,9.337099E-4,2.122026E-4,1.084003E-4,1.647507E-5,4.402757E-4,7.455926E-7,2.221787E-5,0.001083525,2.258083E-5,8.026176E-7,6.828002E-5,4.146872E-6,1.410543E-5,1.751988E-5,0.00112791,1.850463E-4,1.124283E-4,3.916391E-6,3.56014E-5,1.078204E-4,3.811976E-8,1.531792E-5,4.926356E-10,1.142183E-7,4.158796E-8,2.604523E-6,5.114903E-5,1.29711E-6,4.856699E-6,3.44043E-8,7.382467E-5,1.782347E-6,8.790738E-9,3.004214E-9,4.88699E-6,9.554314E-5,0.01868334,1.339905E-4,0.007853566,2.618515E-5,2.468535E-10,1.420872E-9,2.492633E-6,9.078643E-8,3.22128E-8,4.403991E-7,0.009953158,0.01657518,9.14971,9.739518E-5,517832.1,517832.1
2.424529E-5,14.9821,-1.176154E9,1144.714,1144.714,0.001459209,1.0,0.9418729,7.52273E-6,9.718947E-4,2.119217E-4,1.132251E-4,1.644802E-5,4.574905E-4,7.980074E-7,2.325448E-5,0.001121086,2.261117E-5,8.667316E-7,7.093283E-5,4.335191E-6,1.458923E-5,1.747176E-5,0.00116796,1.904245E-4,1.170976E-4,4.143373E-6,3.601714E-5,1.12475E-4,4.203061E-8,1.593377E-5,5.530359E-10,1.235375E-7,4.463393E-8,2.713743E-6,5.314124E-5,1.387324E-6,5.147191E-6,3.702399E-8,7.669372E-5,1.86816E-6,9.601598E-9,3.295604E-9,5.050638E-6,9.916524E-5,0.01866405,1.391547E-4,0.007851127,2.69267E-5,2.857281E-10,1.603155E-9,2.677761E-6,9.49459E-8,3.551911E-8,4.728052E-7,0.009935251,0.01655529,9.148679,9.739646E-5,517773.8,517773.8
2.433056E-5,14.98207,-1.175085E9,1144.698,1144.698,0.001459209,1.0,0.9418597,7.520331E-6,9.763293E-4,2.11884E-4,1.137853E-4,1.644453E-5,4.594893E-4,8.041929E-7,2.337484E-5,0.001125442,2.261425E-5,8.743331E-7,7.124057E-5,4.357044E-6,1.464537E-5,1.746603E-5,0.001172608,1.910462E-4,1.176394E-4,4.169936E-6,3.606322E-5,1.130165E-4,4.250008E-8,1.600533E-5,5.603484E-10,1.246433E-7,4.499467E-8,2.726412E-6,5.33724E-5,1.397968E-6,5.181145E-6,3.733419E-8,7.702655E-5,1.878103E-6,9.698174E-9,3.330541E-9,5.069609E-6,9.958509E-5,0.01866181,1.397535E-4,0.007850844,2.701159E-5,2.905111E-10,1.625303E-9,2.699608E-6,9.543061E-8,3.591522E-8,4.766276E-7,0.009933175,0.01655298,9.14856,9.73966E-5,517767.0,517767.0
2.44196E-5,14.98205,-1.173968E9,1144.68,1144.68,0.001459209,1.0,0.9418459,7.517785E-6,9.809592E-4,2.118436E-4,1.143701E-4,1.644081E-5,4.615759E-4,8.106725E-7,2.350049E-5,0.001129989,2.261739E-5,8.823036E-7,7.156178E-5,4.379854E-6,1.470398E-5,1.746002E-5,0.00117746,1.916947E-4,1.18205E-4,4.197709E-6,3.611085E-5,1.135819E-4,4.299365E-8,1.608005E-5,5.680498E-10,1.25803E-7,4.537286E-8,2.739636E-6,5.361368E-5,1.409118E-6,5.216641E-6,3.765937E-8,7.737396E-5,1.888479E-6,9.799535E-9,3.367262E-9,5.089409E-6,1.000233E-4,0.01865948,1.403786E-4,0.00785055,2.709994E-5,2.955658E-10,1.648648E-9,2.722492E-6,9.593702E-8,3.633147E-8,4.806313E-7,0.009931007,0.01655057,9.148435,9.739676E-5,517760.0,517760.0
2.463755E-5,14.98199,-1.171248E9,1144.638,1144.638,0.001459209,1.0,0.9418123,7.511415E-6,9.922859E-4,2.117403E-4,1.158007E-4,1.643141E-5,4.666801E-4,8.266184E-7,2.380785E-5,0.001141108,2.262467E-5,9.019526E-7,7.234729E-5,4.435638E-6,1.48473E-5,1.744519E-5,0.001189327,1.932784E-4,1.195881E-4,4.265827E-6,3.622533E-5,1.149659E-4,4.421606E-8,1.626289E-5,5.871835E-10,1.286628E-7,4.630483E-8,2.771972E-6,5.420374E-5,1.436557E-6,5.30368E-6,3.846065E-8,7.822351E-5,1.913839E-6,1.004982E-8,3.458169E-9,5.137814E-6,1.010944E-4,0.01865376,1.419069E-4,0.00784983,2.731493E-5,3.081994E-10,1.706725E-9,2.778806E-6,9.717749E-8,3.736155E-8,4.904819E-7,0.009925706,0.01654469,9.14813,9.739712E-5,517742.7,517742.7
