Time_Soln#16 (sec),Volume_Soln#16 (cm3),Volumetric_heat_production_rate_Soln#16 (erg/cm3-sec),Surface_temperature_Soln#16 (K),Temperature_Soln#16 (K),Mass_Soln#16 (g),Pressure_Soln#16 (atm),Mole_fraction_H2_Soln#16 (),Mole_fraction_H_Soln#16 (),Mole_fraction_CH4_Soln#16 (),Mole_fraction_CH3_Soln#16 (),Mole_fraction_C2H6_Soln#16 (),Mole_fraction_C2H5_Soln#16 (),Mole_fraction_C2H4_Soln#16 (),Mole_fraction_C2H3_Soln#16 (),Mole_fraction_C2H2_Soln#16 (),Mole_fraction_C3H8_Soln#16 (),Mole_fraction_NC3H7_Soln#16 (),Mole_fraction_C3H6_Soln#16 (),Mole_fraction_C3H5-A_Soln#16 (),Mole_fraction_C3H4-P_Soln#16 (),Mole_fraction_C3H4-A_Soln#16 (),Mole_fraction_C3H3_Soln#16 (),Mole_fraction_PC4H9_Soln#16 (),Mole_fraction_IC4H10_Soln#16 (),Mole_fraction_IC4H9_Soln#16 (),Mole_fraction_TC4H9_Soln#16 (),Mole_fraction_IC4H8_Soln#16 (),Mole_fraction_IC4H7_Soln#16 (),Mole_fraction_C4H8-1_Soln#16 (),Mole_fraction_C4H8-2_Soln#16 (),Mole_fraction_C4H71-3_Soln#16 (),Mole_fraction_C4H6_Soln#16 (),Mole_fraction_C4H4_Soln#16 (),Mole_fraction_C4H2_Soln#16 (),Mole_fraction_C6H6_Soln#16 (),Mole_fraction_FULVENE_Soln#16 (),Mole_fraction_C5H6_Soln#16 (),Mole_fraction_C5H5_Soln#16 (),Mole_fraction_MCPTD_Soln#16 (),Mole_fraction_C10H8_Soln#16 (),Mole_fraction_NEOC5H12_Soln#16 (),Mole_fraction_NC5H10_Soln#16 (),Mole_fraction_B1M2_Soln#16 (),Mole_fraction_LC5H8_Soln#16 (),Mole_fraction_NC6H12_Soln#16 (),Mole_fraction_NC7H14_Soln#16 (),Mole_fraction_IC8H16_Soln#16 (),Mole_fraction_DIMEPTD_Soln#16 (),Mole_fraction_C7H8_Soln#16 (),Mole_fraction_C7H7_Soln#16 (),Mole_fraction_C6H5C2H_Soln#16 (),Mole_fraction_C6H5C2H3_Soln#16 (),Mole_fraction_C6H5C2H5_Soln#16 (),Mole_fraction_C10H10_Soln#16 (),Mole_fraction_NC10H20_Soln#16 (),Mole_fraction_IC12H26_Soln#16 (),Molecular_weight_Soln#16 (g/mole),Mass_density_Soln#16 (g/cm3),Unburned_hydrocarbons_Soln#16 (ppm),Volatile_organic_compounds_Soln#16 (ppm)
0.0,15.0,-3.541359E13,1750.0,1750.0,9.589086E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,6.392724E-5,519545.7,519545.7
9.852101E-13,14.99996,-3.555732E13,1749.992,1749.992,9.589086E-4,1.0,0.9452572,2.679984E-9,1.178943E-15,1.982952E-9,3.55174E-17,8.073855E-11,6.223234E-11,2.209158E-13,1.342573E-16,1.623342E-17,7.10113E-11,1.112917E-9,5.240325E-8,3.896004E-16,4.700746E-13,3.733504E-18,9.834237E-11,2.259633E-13,2.964283E-9,1.677641E-6,9.78361E-9,2.573389E-7,6.719818E-11,3.154356E-15,5.239668E-8,5.445845E-12,2.354485E-19,1.358437E-19,1.587907E-16,1.302049E-26,3.742776E-25,5.621428E-28,2.353684E-21,1.001155E-28,3.541108E-20,4.98193E-11,4.1274E-22,2.679492E-18,1.731406E-11,2.674075E-11,0.01921524,2.512674E-15,0.007923916,1.276615E-10,8.113335E-34,2.474544E-27,2.049523E-20,1.632037E-33,0.01043305,0.01716707,9.179971,6.392742E-5,519544.8,519544.8
4.846743E-11,14.998,-4.055488E13,1749.578,1749.578,9.589086E-4,1.0,0.945157,4.984045E-6,1.167828E-10,4.032457E-6,3.773833E-12,1.796874E-7,1.371667E-7,5.515833E-10,3.647509E-13,1.709944E-12,1.557039E-7,2.203826E-6,2.570927E-6,1.059232E-12,1.229722E-9,3.174361E-13,2.124186E-7,6.226765E-10,6.206986E-6,8.47396E-5,1.024953E-5,1.262532E-5,1.470918E-7,7.792525E-12,2.555206E-6,1.30874E-8,1.338783E-15,3.270348E-16,1.30249E-11,5.31163E-20,1.724947E-18,7.690737E-20,8.075799E-15,3.716424E-22,1.661543E-13,1.089783E-7,2.055709E-15,8.648539E-12,3.742496E-8,5.779715E-8,0.01920842,2.003633E-10,0.00792307,6.331646E-9,4.69281E-27,1.149855E-20,2.1779E-15,2.936222E-25,0.01042691,0.0170972,9.178998,6.393575E-5,519489.7,519489.7
2.611878E-10,14.98958,-4.504691E13,1747.454,1747.454,9.589086E-4,1.0,0.94454,7.039229E-5,1.156513E-8,6.579545E-5,4.57069E-10,3.699218E-6,2.756583E-6,1.77726E-8,1.621949E-11,2.072168E-10,3.057727E-6,3.291959E-5,1.366836E-5,3.801772E-11,4.098233E-8,2.859674E-11,3.972819E-6,2.335539E-8,1.142361E-4,4.420438E-4,1.501914E-4,6.721477E-5,2.876158E-6,2.505149E-10,1.3233E-5,3.696711E-7,1.345998E-13,9.259118E-15,1.153468E-9,2.590459E-17,1.592031E-15,2.268432E-16,4.150091E-12,1.983712E-19,8.55075E-11,2.125146E-6,1.239631E-12,3.413901E-9,7.024373E-7,1.086912E-6,0.01924046,1.774166E-8,0.00791786,3.912662E-8,5.591195E-24,7.498005E-18,2.622492E-13,9.252652E-22,0.01039787,0.01678937,9.173006,6.397169E-5,519150.5,519150.5
7.717166E-10,14.9703,-4.233147E13,1742.366,1742.366,9.589086E-4,1.0,0.9430032,2.475736E-4,1.537153E-7,2.647597E-4,7.309514E-9,1.735823E-5,1.295245E-5,1.737445E-7,2.765339E-10,3.504812E-9,1.361793E-5,1.247249E-4,3.909994E-5,3.653046E-10,3.707738E-7,3.510462E-10,1.682786E-5,2.379097E-7,5.5008E-4,0.00108476,5.518185E-4,1.930069E-4,1.282444E-5,2.583969E-9,3.569129E-5,3.003403E-6,2.894827E-12,7.64582E-14,1.358182E-8,1.120737E-15,2.270905E-13,2.589482E-14,1.5059E-10,8.03336E-18,2.846459E-9,9.425643E-6,5.006374E-11,7.524719E-8,3.005182E-6,4.699453E-6,0.01934426,2.092754E-7,0.007904806,1.631731E-7,7.565978E-22,3.532412E-16,4.125593E-12,1.452686E-19,0.01032975,0.01610249,9.158073,6.405405E-5,518305.4,518305.4
2.133127E-9,14.92499,-3.465584E13,1730.538,1730.538,9.589086E-4,1.0,0.9394512,6.608818E-4,1.335975E-6,7.732174E-4,7.329531E-8,5.386816E-5,4.320057E-5,1.327316E-6,4.962553E-9,4.069152E-8,3.975653E-5,3.78508E-4,1.000003E-4,2.921621E-9,2.628041E-6,3.078215E-9,4.734301E-5,1.886261E-6,0.001764816,0.002237035,0.00148604,4.974932E-4,3.817198E-5,2.446036E-8,7.95984E-5,1.8813E-5,4.527638E-11,5.385701E-13,1.085271E-7,5.517982E-14,1.743656E-11,1.559899E-12,3.160334E-9,2.24891E-16,5.212855E-8,2.774528E-5,1.147597E-9,7.684883E-7,8.707704E-6,1.40915E-5,0.01954325,1.674863E-6,0.007874074,7.796534E-7,9.625692E-20,9.619367E-15,4.026548E-11,1.73713E-17,0.01016678,0.0145737,9.123517,6.424852E-5,516349.7,516349.7
7.053652E-9,14.81091,-2.086195E13,1700.919,1700.919,9.589086E-4,1.0,0.9305389,0.00171366,1.367523E-5,0.002368145,9.294923E-7,1.65178E-4,1.661879E-4,9.811125E-6,1.338091E-7,6.486791E-7,1.047182E-4,0.001396893,2.671417E-4,4.269777E-8,2.151172E-5,3.646514E-8,1.16103E-4,1.68559E-5,0.004373763,0.004615308,0.003761436,0.001352659,1.089353E-4,3.264523E-7,1.477307E-4,1.165213E-4,8.253075E-10,7.053077E-12,1.012399E-6,8.118808E-12,1.531228E-9,1.240661E-10,7.589353E-8,1.107351E-14,1.180919E-6,7.701332E-5,3.316298E-8,7.582386E-6,2.390775E-5,4.358231E-5,0.01976589,1.550105E-5,0.007791627,5.497135E-6,2.905748E-17,4.44562E-13,5.347466E-10,4.898049E-15,0.009714275,0.0110948,9.036436,6.474339E-5,511421.4,511421.4
1.440527E-8,14.70817,-1.325528E13,1673.563,1673.563,9.589086E-4,1.0,0.9221047,0.002686312,5.161389E-5,0.00451622,4.385971E-6,2.951319E-4,3.755221E-4,2.621606E-5,8.278064E-7,3.15532E-6,1.578481E-4,0.003089768,4.361816E-4,2.744307E-7,6.553079E-5,1.670148E-7,1.585477E-4,5.334237E-5,0.005863635,0.00609414,0.005815861,0.002249504,1.847561E-4,1.340918E-6,1.707564E-4,2.728775E-4,4.670128E-9,4.613204E-11,3.452072E-6,1.371179E-10,1.633884E-8,1.291926E-9,3.979984E-7,1.282436E-13,6.508553E-6,1.27374E-4,2.164789E-7,2.504609E-5,3.876762E-5,8.233234E-5,0.01958601,5.150313E-5,0.007702015,1.696113E-5,1.043479E-15,5.623538E-12,3.225654E-9,1.39485E-13,0.009223152,0.00838433,8.953213,6.519565E-5,506711.3,506711.3
2.385835E-8,14.62599,-9.071824E12,1650.309,1650.309,9.589086E-4,1.0,0.9146229,0.00344768,1.301921E-4,0.007077079,1.400394E-5,4.178951E-4,6.695899E-4,4.995506E-5,2.858185E-6,9.094689E-6,1.909578E-4,0.005311012,5.8223E-4,1.070026E-6,1.334772E-4,5.174991E-7,1.699001E-4,1.110484E-4,0.006302873,0.006616794,0.007564561,0.003075108,2.586223E-4,3.329169E-6,1.740652E-4,4.466829E-4,1.899625E-8,1.811943E-10,7.815761E-6,8.680066E-10,7.599336E-8,5.879758E-9,1.135359E-6,8.634247E-13,1.974561E-5,1.746476E-4,7.713705E-7,5.393465E-5,5.153298E-5,1.283602E-4,0.0191241,1.118845E-4,0.007608509,3.576415E-5,1.654194E-14,3.864868E-11,1.419895E-8,1.487743E-12,0.00873254,0.006482223,8.878409,6.556194E-5,502477.7,502477.7
2.687529E-8,14.60633,-8.229204E12,1644.433,1644.433,9.589086E-4,1.0,0.9126704,0.00361798,1.616814E-4,0.007848055,1.858912E-5,4.48447E-4,7.668016E-4,5.799704E-5,3.813989E-6,1.156396E-5,1.968706E-4,0.006001298,6.180978E-4,1.469178E-6,1.563068E-4,6.788085E-7,1.687959E-4,1.305255E-4,0.006289511,0.006630056,0.00801143,0.0032916,2.789974E-4,4.079895E-6,1.738058E-4,4.95877E-4,2.703886E-8,2.480798E-10,9.418137E-6,1.312471E-9,1.073431E-7,8.256483E-9,1.431303E-6,1.387718E-12,2.528006E-5,1.874029E-4,1.033396E-6,6.397815E-5,5.472673E-5,1.424175E-4,0.01896151,1.329598E-4,0.007581524,4.228324E-5,3.238837E-14,6.146517E-11,2.05544E-8,2.595819E-12,0.008595472,0.00605708,8.858708,6.56502E-5,501362.7,501362.7
2.874532E-8,14.59529,-7.775387E12,1641.061,1641.061,9.589086E-4,1.0,0.9115368,0.003709874,1.826537E-4,0.00831416,2.184545E-5,4.655439E-4,8.275689E-4,6.306925E-5,4.486156E-6,1.321942E-5,1.997518E-4,0.006421923,6.383204E-4,1.754627E-6,1.705847E-4,7.913625E-7,1.674581E-4,1.426904E-4,0.006259586,0.006615534,0.008269357,0.003417296,2.910694E-4,4.567813E-6,1.735573E-4,5.250531E-4,3.308545E-8,2.955365E-10,1.045251E-5,1.651064E-9,1.300614E-7,9.970345E-9,1.626939E-6,1.820563E-12,2.898279E-5,1.948976E-4,1.217295E-6,7.03254E-5,5.654978E-5,1.509865E-4,0.01885967,1.462842E-4,0.007565334,4.639707E-5,4.739899E-14,7.992368E-11,2.538648E-8,3.551805E-12,0.008514081,0.005822472,8.847232,6.569988E-5,500713.3,500713.3
3.120453E-8,14.58192,-7.242284E12,1636.902,1636.902,9.589086E-4,1.0,0.9101243,0.003816478,2.118668E-4,0.008913153,2.663452E-5,4.860243E-4,9.079366E-4,6.982377E-5,5.465067E-6,1.55331E-5,2.027672E-4,0.006965672,6.628267E-4,2.175179E-6,1.894481E-4,9.541282E-7,1.651245E-4,1.587226E-4,0.006200657,0.006575362,0.008589274,0.003573886,3.063834E-4,5.233129E-6,1.731812E-4,5.620057E-4,4.239525E-8,3.649275E-10,1.185602E-5,2.175732E-9,1.63874E-7,1.251161E-8,1.897114E-6,2.542846E-12,3.414084E-5,2.04333E-4,1.484416E-6,7.877957E-5,5.878778E-5,1.620872E-4,0.01872537,1.640308E-4,0.007544613,5.186778E-5,7.545857E-14,1.10119E-10,3.289913E-8,5.201222E-12,0.00841076,0.005542082,8.832896,6.57601E-5,499901.9,499901.9
3.536777E-8,14.56189,-6.470648E12,1630.479,1630.479,9.589086E-4,1.0,0.9079105,0.003964256,2.653719E-4,0.009890517,3.611904E-5,5.159123E-4,0.001044807,8.142117E-5,7.37265E-6,1.977735E-5,2.062018E-4,0.007859841,6.995366E-4,3.005335E-6,2.214621E-4,1.267817E-6,1.601102E-4,1.857711E-4,0.006062855,0.006465166,0.009087718,0.003819301,3.310648E-4,6.413887E-6,1.725042E-4,6.212134E-4,6.20114E-8,5.002721E-10,1.433151E-5,3.284724E-9,2.31513E-7,1.757261E-8,2.384369E-6,4.253461E-12,4.353668E-5,2.193544E-4,2.002432E-6,9.328149E-5,6.221886E-5,1.804413E-4,0.01849871,1.944526E-4,0.007510899,6.122439E-5,1.531693E-13,1.793828E-10,4.896032E-8,9.276747E-12,0.008244421,0.00512767,8.810339,6.585055E-5,498625.3,498625.3
3.80081E-8,14.55065,-6.048724E12,1626.756,1626.756,9.589086E-4,1.0,0.9066076,0.004039228,3.018174E-4,0.01048626,4.307183E-5,5.320256E-4,0.001131916,8.884214E-5,8.747486E-6,2.26639E-5,2.074843E-4,0.008408796,7.200844E-4,3.608913E-6,2.417342E-4,1.491343E-6,1.564685E-4,2.027567E-4,0.005957576,0.006374669,0.009379536,0.0039638,3.46029E-4,7.193884E-6,1.720823E-4,6.567809E-4,7.718531E-8,5.975035E-10,1.595827E-5,4.140993E-9,2.812563E-7,2.128342E-8,2.710598E-6,5.727093E-12,4.987012E-5,2.283384E-4,2.373833E-6,1.025494E-4,6.419396E-5,1.917922E-4,0.01835629,2.138708E-4,0.007490343,6.718254E-5,2.296656E-13,2.371979E-10,6.155896E-8,1.290819E-11,0.008143923,0.004897127,8.797014,6.590143E-5,497871.2,497871.2
4.142293E-8,14.53755,-5.564348E12,1622.291,1622.291,9.589086E-4,1.0,0.9050242,0.004117377,3.516874E-4,0.01122897,5.318697E-5,5.49925E-4,0.001244688,9.846563E-5,1.07163E-5,2.659861E-5,2.083082E-4,0.009097211,7.439176E-4,4.477412E-6,2.678343E-4,1.808129E-6,1.514451E-4,2.244187E-4,0.00580738,0.006240566,0.009732801,0.004139591,3.647143E-4,8.23375E-6,1.715631E-4,7.007222E-4,1.002084E-7,7.359563E-10,1.811856E-5,5.433732E-9,3.534731E-7,2.666375E-8,3.149809E-6,8.177959E-12,5.842265E-5,2.39411E-4,2.903247E-6,1.145614E-4,6.655026E-5,2.061349E-4,0.01817437,2.389998E-4,0.007464648,7.487603E-5,3.715742E-13,3.306373E-10,8.091084E-8,1.910451E-11,0.008019095,0.004629306,8.780771,6.596079E-5,496951.9,496951.9
4.480959E-8,14.52598,-5.140121E12,1618.208,1618.208,9.589086E-4,1.0,0.9035551,0.004176362,4.040326E-4,0.01193473,6.450565E-5,5.647195E-4,0.001356439,1.07989E-4,1.288025E-5,3.070278E-5,2.083557E-4,0.009755634,7.648501E-4,5.434863E-6,2.935222E-4,2.152282E-6,1.462767E-4,2.454697E-4,0.005647773,0.00609375,0.01005934,0.004303018,3.826033E-4,9.295367E-6,1.710813E-4,7.422042E-4,1.27054E-7,8.869147E-10,2.031545E-5,6.929378E-9,4.33792E-7,3.26476E-8,3.6024E-6,1.132284E-11,6.723986E-5,2.498461E-4,3.482412E-6,1.264557E-4,6.869395E-5,2.199791E-4,0.01799696,2.638297E-4,0.007440108,8.245817E-5,5.745452E-13,4.468756E-10,1.037758E-7,2.725031E-11,0.007900538,0.00439214,8.765652,6.601334E-5,496096.2,496096.2
4.71447E-8,14.51873,-4.874923E12,1615.573,1615.573,9.589086E-4,1.0,0.9025952,0.004207503,4.417113E-4,0.01240365,7.307257E-5,5.733728E-4,0.001433335,1.145172E-4,1.449352E-5,3.363759E-5,2.080168E-4,0.0101955,7.778858E-4,6.149437E-6,3.110909E-4,2.406386E-6,1.426736E-4,2.596917E-4,0.005533718,0.005986811,0.01027212,0.004410055,3.946134E-4,1.00428E-5,1.707666E-4,7.696876E-4,1.480033E-7,9.986174E-10,2.185753E-5,8.087467E-9,4.941362E-7,3.714826E-8,3.923206E-6,1.396824E-11,7.347851E-5,2.567536E-4,3.912727E-6,1.346236E-4,7.007303E-5,2.293027E-4,0.01787657,2.808455E-4,0.007423712,8.764219E-5,7.598014E-13,5.422418E-10,1.218094E-7,3.422353E-11,0.007821599,0.004242687,8.755749,6.60463E-5,495535.7,495535.7
4.948298E-8,14.51202,-4.628703E12,1613.069,1613.069,9.589086E-4,1.0,0.9016738,0.004231674,4.806771E-4,0.01285888,8.228382E-5,5.808854E-4,0.001510142,1.210056E-4,1.620662E-5,3.665393E-5,2.074189E-4,0.01062451,7.899049E-4,6.908318E-6,3.285501E-4,2.674114E-6,1.390709E-4,2.736696E-4,0.005417461,0.005876387,0.01047595,0.004513042,4.064037E-4,1.080248E-5,1.704631E-4,7.963562E-4,1.710459E-7,1.11648E-9,2.342123E-5,9.352334E-9,5.585441E-7,4.196004E-8,4.250882E-6,1.705393E-11,7.983215E-5,2.634531E-4,4.368612E-6,1.427619E-4,7.138105E-5,2.384567E-4,0.0177577,2.977681E-4,0.007407707,9.278764E-5,9.897988E-13,6.512855E-10,1.418131E-7,4.246395E-11,0.007744705,0.004103107,8.746225,6.607687E-5,494996.7,494996.7
5.45063E-8,14.49922,-4.155641E12,1608.102,1608.102,9.589086E-4,1.0,0.8998172,0.004262683,5.683267E-4,0.01378924,1.042377E-4,5.93549E-4,0.001674265,1.347151E-4,2.02091E-5,4.336436E-5,2.054113E-4,0.01150795,8.126105E-4,8.679847E-6,3.655561E-4,3.292135E-6,1.314586E-4,3.02731E-4,0.005164592,0.005632105,0.0108856,0.004721546,4.310329E-4,1.246746E-5,1.698369E-4,8.509889E-4,2.277748E-7,1.389118E-9,2.683629E-5,1.24289E-8,7.099936E-7,5.332062E-8,4.974076E-6,2.535421E-11,9.375424E-5,2.771699E-4,5.430891E-6,1.600616E-4,7.397197E-5,2.575061E-4,0.01750818,3.33626E-4,0.007374671,1.036551E-4,1.668191E-12,9.357467E-10,1.916987E-7,6.505006E-11,0.007586292,0.00383263,8.726981,6.613517E-5,493907.6,493907.6
5.762817E-8,14.49228,-3.894409E12,1605.269,1605.269,9.589086E-4,1.0,0.8987399,0.004269436,6.253318E-4,0.01433542,1.1938E-4,5.993188E-4,0.001775509,1.430348E-4,2.291075E-5,4.76709E-5,2.037609E-4,0.01203133,8.248305E-4,9.873505E-6,3.881819E-4,3.704059E-6,1.268738E-4,3.200852E-4,0.005007483,0.005477924,0.01112266,0.004843287,4.459201E-4,1.35215E-5,1.69455E-4,8.832609E-4,2.681448E-7,1.571274E-9,2.898999E-5,1.458861E-8,8.127763E-7,6.107664E-8,5.435118E-6,3.180668E-11,1.025344E-4,2.852682E-4,6.146721E-6,1.706587E-4,7.544908E-5,2.689229E-4,0.01735723,3.555071E-4,0.00735503,1.102614E-4,2.243916E-12,1.150173E-9,2.276663E-7,8.292334E-11,0.007492179,0.003681854,8.715785,6.616685E-5,493273.9,493273.9
6.114027E-8,14.48528,-3.625949E12,1602.293,1602.293,9.589086E-4,1.0,0.8975913,0.004267245,6.916121E-4,0.01492136,1.377895E-4,6.041525E-4,0.001888592,1.521732E-4,2.613771E-5,5.261953E-5,2.016145E-4,0.01259736,8.370683E-4,1.129653E-5,4.132755E-4,4.191269E-6,1.218893E-4,3.389323E-4,0.004832435,0.005304259,0.01137495,0.004973866,4.623365E-4,1.472194E-5,1.69022E-4,9.181598E-4,3.183627E-7,1.787232E-9,3.14352E-5,1.724425E-8,9.359669E-7,7.043039E-8,5.962981E-6,4.039847E-11,1.124753E-4,2.940212E-4,7.001541E-6,1.824164E-4,7.700412E-5,2.813843E-4,0.01719118,3.797035E-4,0.007333714,1.175432E-4,3.063064E-12,1.428922E-9,2.728622E-7,1.070434E-10,0.007389987,0.003525707,8.703824,6.619881E-5,492597.0,492597.0
6.465237E-8,14.47907,-3.381059E12,1599.518,1599.518,9.589086E-4,1.0,0.8965043,0.004256047,7.600173E-4,0.01547795,1.576479E-4,6.074512E-4,0.002000713,1.610483E-4,2.955435E-5,5.766032E-5,1.992212E-4,0.01314004,8.478851E-4,1.279986E-5,4.379767E-4,4.702069E-6,1.171105E-4,3.570481E-4,0.004660291,0.005131725,0.0116133,0.005098314,4.784416E-4,1.593541E-5,1.685771E-4,9.516762E-4,3.737415E-7,2.014344E-9,3.389871E-5,2.013691E-8,1.066792E-6,8.044006E-8,6.499458E-6,5.053463E-11,1.224391E-4,3.024212E-4,7.907343E-6,1.939843E-4,7.845801E-5,2.934458E-4,0.0170291,4.034209E-4,0.007313194,1.246557E-4,4.093601E-12,1.750021E-9,3.232044E-7,1.358748E-10,0.007291465,0.003382043,8.692484,6.622723E-5,491955.2,491955.2
6.883383E-8,14.47258,-3.116281E12,1596.456,1596.456,9.589086E-4,1.0,0.8952837,0.004232698,8.440232E-4,0.01610361,1.831614E-4,6.096597E-4,0.002132836,1.712373E-4,3.385575E-5,6.375869E-5,1.961209E-4,0.01375686,8.591338E-4,1.468777E-5,4.668664E-4,5.338686E-6,1.117069E-4,3.776534E-4,0.004460287,0.004929274,0.01188049,0.005239261,4.972581E-4,1.739398E-5,1.680222E-4,9.899155E-4,4.464796E-7,2.298595E-9,3.684878E-5,2.388517E-8,1.231954E-6,9.319896E-8,7.148042E-6,6.480319E-11,1.342764E-4,3.119943E-4,9.050116E-6,2.074917E-4,8.007175E-5,3.072943E-4,0.01684122,4.30997E-4,0.007289758,1.328925E-4,5.641348E-12,2.191085E-9,3.900054E-7,1.77011E-10,0.007178653,0.00322515,8.679728,6.625691E-5,491233.2,491233.2
7.127623E-8,14.46921,-2.973595E12,1594.778,1594.778,9.589086E-4,1.0,0.8946048,0.004214724,8.942903E-4,0.01645103,1.989922E-4,6.102004E-4,0.002209277,1.769862E-4,3.647911E-5,6.735979E-5,1.942111E-4,0.01410297,8.649744E-4,1.583679E-5,4.834788E-4,5.723823E-6,1.086979E-4,3.892051E-4,0.004346335,0.004813032,0.01202886,0.005318265,5.080875E-4,1.825162E-5,1.676817E-4,0.00101147,4.924082E-7,2.47131E-9,3.857768E-5,2.622487E-8,1.332899E-6,1.010683E-7,7.531304E-6,7.432601E-11,1.411556E-4,3.173839E-4,9.748971E-6,2.152419E-4,8.096117E-5,3.151308E-4,0.01673398,4.467594E-4,0.00727655,1.375842E-4,6.727973E-12,2.479767E-9,4.325281E-7,2.047641E-10,0.007114893,0.003139809,8.672624,6.627234E-5,490831.2,490831.2
7.434668E-8,14.46538,-2.805469E12,1592.776,1592.776,9.589086E-4,1.0,0.8937847,0.004188217,9.58652E-4,0.01686953,2.198497E-4,6.101993E-4,0.002304572,1.839916E-4,3.988636E-5,7.191888E-5,1.917298E-4,0.0145238,8.716329E-4,1.732672E-5,5.040899E-4,6.220893E-6,1.050696E-4,4.032247E-4,0.004206357,0.004669397,0.01220793,0.005414378,5.215483E-4,1.933455E-5,1.672337E-4,0.001037802,5.53757E-7,2.695179E-9,4.075467E-5,2.932043E-8,1.464225E-6,1.113908E-7,8.017283E-6,8.761954E-11,1.497475E-4,3.239595E-4,1.065933E-5,2.248346E-4,8.202876E-5,3.247239E-4,0.01660173,4.662059E-4,0.007260432,1.433555E-4,8.306815E-12,2.876576E-9,4.896881E-7,2.438483E-10,0.007036857,0.00303842,8.664035,6.628992E-5,490345.1,490345.1
7.923147E-8,14.46011,-2.561177E12,1589.819,1589.819,9.589086E-4,1.0,0.8925507,0.004138431,0.001063528,0.01749492,2.551809E-4,6.088592E-4,0.002454267,1.946094E-4,4.554108E-5,7.922581E-5,1.876452E-4,0.01516187,8.808283E-4,1.979421E-5,5.362608E-4,7.038909E-6,9.964644E-5,4.243927E-4,0.00399163,0.004447339,0.01247692,0.005560512,5.426448E-4,2.106581E-5,1.664698E-4,0.001078048,6.596374E-7,3.066263E-9,4.422052E-5,3.459079E-8,1.682686E-6,1.287841E-7,8.799025E-6,1.119863E-10,1.632467E-4,3.33988E-4,1.217816E-5,2.397433E-4,8.36221E-5,3.394072E-4,0.01639705,4.962841E-4,0.00723586,1.52244E-4,1.136168E-11,3.588859E-9,5.89175E-7,3.163752E-10,0.006917319,0.002889203,8.651099,6.631405E-5,489613.0,489613.0
8.191811E-8,14.45762,-2.437723E12,1588.303,1588.303,9.589086E-4,1.0,0.8919065,0.004107709,0.001122408,0.01781854,2.757107E-4,6.075278E-4,0.002535569,2.001666E-4,4.876478E-5,8.326337E-5,1.853483E-4,0.01549708,8.852357E-4,2.119849E-5,5.536359E-4,7.501853E-6,9.684156E-5,4.35453E-4,0.003877847,0.004328864,0.01261716,0.005637618,5.540963E-4,2.20212E-5,1.660209E-4,0.001099378,7.221905E-7,3.277923E-9,4.612538E-5,3.766566E-8,1.807504E-6,1.388508E-7,9.233039E-6,1.27164E-10,1.705634E-4,3.392896E-4,1.304911E-5,2.477561E-4,8.444859E-5,3.471885E-4,0.01628738,5.123743E-4,0.007222883,1.569794E-4,1.335517E-11,4.024572E-9,6.48378E-7,3.620531E-10,0.006853861,0.002812791,8.64434,6.632549E-5,489230.5,489230.5
8.654793E-8,14.45392,-2.241134E12,1585.858,1585.858,9.589086E-4,1.0,0.8908489,0.004050298,0.001225688,0.01834385,3.12858E-4,6.044218E-4,0.002673916,2.092654E-4,5.449227E-5,9.023628E-5,1.813406E-4,0.01604988,8.918861E-4,2.369018E-5,5.830607E-4,8.31911E-6,9.229155E-5,4.535724E-4,0.003689099,0.004131144,0.01284703,0.005765522,5.736021E-4,2.367081E-5,1.651973E-4,0.00113489,8.371272E-7,3.654857E-9,4.940119E-5,4.324829E-8,2.029759E-6,1.570168E-7,9.987E-6,1.564398E-10,1.829621E-4,3.480911E-4,1.460676E-5,2.612516E-4,8.579849E-5,3.601245E-4,0.01610303,5.393489E-4,0.007201371,1.648869E-4,1.736796E-11,4.851361E-9,7.578519E-7,4.511003E-10,0.006748091,0.00268944,8.63324,6.634245E-5,488602.3,488602.3
9.254931E-8,14.45015,-2.013269E12,1582.976,1582.976,9.589086E-4,1.0,0.889569,0.003969372,0.001362628,0.01896691,3.642102E-4,5.991768E-4,0.00284988,2.201569E-4,6.220676E-5,9.927483E-5,1.761089E-4,0.01672234,8.989687E-4,2.704199E-5,6.202611E-4,9.410919E-6,8.689726E-5,4.753579E-4,0.003458256,0.003887392,0.01312465,0.005922795,5.98498E-4,2.581149E-5,1.640345E-4,0.001178752,9.994131E-7,4.165743E-9,5.362677E-5,5.099918E-8,2.330152E-6,1.820776E-7,1.09745E-5,2.005669E-10,1.98589E-4,3.589102E-4,1.672766E-5,2.781578E-4,8.742348E-5,3.760367E-4,0.01587242,5.729098E-4,0.007175005,1.746696E-4,2.376964E-11,6.071103E-9,9.136778E-7,5.873478E-10,0.006617322,0.002543356,8.619802,6.635977E-5,487841.7,487841.7
