Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_H_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H6_Soln#13 (),Mole_fraction_C2H5_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H8_Soln#13 (),Mole_fraction_C3H6_Soln#13 (),Mole_fraction_C3H5-A_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C3H4-A_Soln#13 (),Mole_fraction_C3H3_Soln#13 (),Mole_fraction_IC4H10_Soln#13 (),Mole_fraction_IC4H9_Soln#13 (),Mole_fraction_TC4H9_Soln#13 (),Mole_fraction_IC4H8_Soln#13 (),Mole_fraction_IC4H7_Soln#13 (),Mole_fraction_C4H8-1_Soln#13 (),Mole_fraction_C4H8-2_Soln#13 (),Mole_fraction_C4H71-3_Soln#13 (),Mole_fraction_C4H6_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_FULVENE_Soln#13 (),Mole_fraction_C5H6_Soln#13 (),Mole_fraction_C5H5_Soln#13 (),Mole_fraction_MCPTD_Soln#13 (),Mole_fraction_C10H8_Soln#13 (),Mole_fraction_NEOC5H12_Soln#13 (),Mole_fraction_NC5H10_Soln#13 (),Mole_fraction_B1M2_Soln#13 (),Mole_fraction_LC5H8_Soln#13 (),Mole_fraction_NC7H14_Soln#13 (),Mole_fraction_IC8H16_Soln#13 (),Mole_fraction_DIMEPTD_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_C6H5C2H_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_INDENE_Soln#13 (),Mole_fraction_C12H8_Soln#13 (),Mole_fraction_C14H10_Soln#13 (),Mole_fraction_BIN1B_Soln#13 (),Mole_fraction_BIN1A_Soln#13 (),Mole_fraction_NC10H20_Soln#13 (),Mole_fraction_IC12H26_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
0.0,15.0,-4.974539E12,1600.0,1600.0,0.001048806,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,6.992042E-5,519545.7,519545.7
4.132426E-12,14.99997,-5.009376E12,1599.996,1599.996,0.001048806,1.0,0.9452579,2.083609E-9,3.234351E-15,1.921873E-9,1.11262E-16,9.070695E-11,6.97993E-11,1.26848E-16,4.870847E-17,1.097554E-9,3.155631E-8,3.66326E-16,2.537232E-13,3.363431E-18,3.084638E-13,2.581917E-9,8.97626E-7,1.070543E-8,1.591994E-7,7.546586E-11,3.948095E-15,3.155252E-8,3.210575E-12,6.896673E-20,4.394093E-20,4.757851E-16,1.432696E-26,6.911993E-25,1.556976E-27,3.159343E-21,2.423237E-28,7.512242E-20,5.274403E-11,1.038613E-21,1.208281E-17,2.631565E-11,0.01921535,6.381433E-15,0.007923922,8.584386E-11,1.716051E-33,3.809579E-27,6.755049E-20,1.243896E-29,2.272925E-43,1.567635E-21,4.173698E-39,1.151706E-38,0.0104331,0.01716776,9.179979,6.992054E-5,519545.2,519545.2
1.213447E-10,14.99922,-5.721277E12,1599.861,1599.861,0.001048806,1.0,0.9452258,1.384064E-6,6.854215E-11,1.390466E-6,2.525796E-12,7.173748E-8,5.464171E-8,1.208225E-13,1.09227E-12,7.72742E-7,9.256445E-7,3.280918E-13,2.730383E-10,6.39434E-14,3.039833E-10,1.895508E-6,2.739389E-5,3.607282E-6,4.669786E-6,5.853652E-8,3.480587E-12,9.223865E-7,2.763878E-9,9.100389E-17,3.779647E-17,8.655659E-12,7.643916E-21,4.094035E-19,1.807694E-20,1.498954E-15,1.231052E-22,4.557101E-14,4.077294E-8,6.435792E-16,5.361957E-12,2.012761E-8,0.01921242,1.14809E-10,0.007923651,2.553915E-9,1.256633E-27,2.295704E-21,1.533642E-15,9.57921E-24,1.882454E-33,3.163414E-18,3.817418E-33,1.060583E-32,0.01043096,0.01714632,9.179667,6.992405E-5,519527.6,519527.6
6.561945E-10,14.99579,-6.464196E12,1599.151,1599.151,0.001048806,1.0,0.9450231,1.941966E-5,6.836096E-9,2.274378E-5,3.059118E-10,1.467631E-6,1.093277E-6,5.170155E-12,1.286481E-10,1.160738E-5,4.980129E-6,1.039587E-11,1.132147E-8,5.669781E-12,1.15468E-8,3.375062E-5,1.486222E-4,5.172029E-5,2.512947E-5,1.127309E-6,1.12049E-10,4.88715E-6,8.141853E-8,7.006258E-15,1.093977E-15,7.64035E-10,3.777585E-18,4.301798E-16,5.424874E-17,7.807024E-13,6.526244E-20,2.43708E-11,7.768196E-7,3.740616E-13,2.083551E-9,3.720851E-7,0.01921707,1.013688E-8,0.007921935,1.670424E-8,1.467242E-24,1.520244E-18,1.850235E-13,1.788071E-20,2.010168E-28,9.925392E-16,2.442441E-29,9.558649E-29,0.01042059,0.01704839,9.177697,6.994007E-5,519416.1,519416.1
1.862159E-9,14.98806,-6.45161E12,1597.491,1597.491,0.001048806,1.0,0.944529,6.708697E-5,8.460425E-8,8.979682E-5,4.414082E-9,6.541592E-6,4.942005E-6,7.559323E-11,1.842871E-9,4.399612E-5,1.397985E-5,8.811066E-11,1.047728E-7,6.258155E-11,1.094229E-7,1.553716E-4,3.730882E-4,1.850131E-4,7.052366E-5,4.740432E-6,1.042595E-9,1.327012E-5,6.55756E-7,1.356992E-13,8.713456E-15,8.345064E-9,1.454662E-16,5.694672E-14,5.373615E-15,2.57269E-11,2.283998E-18,7.634057E-10,3.235071E-6,1.336179E-11,4.091633E-8,1.531971E-6,0.0192362,1.108063E-7,0.007917715,7.243317E-8,1.590988E-22,6.386813E-17,2.64286E-12,3.017139E-18,2.45366E-25,3.214555E-14,1.185586E-26,6.412903E-26,0.01039695,0.01683257,9.172895,6.997612E-5,519144.3,519144.3
5.297331E-9,14.96688,-6.084636E12,1592.92,1592.92,0.001048806,1.0,0.9431626,2.016196E-4,8.565133E-7,3.043321E-4,4.926961E-8,2.231002E-5,1.875629E-5,1.504622E-9,2.138163E-8,1.60947E-4,3.863351E-5,7.772826E-10,8.789938E-7,5.900129E-10,9.782452E-7,5.612803E-4,8.519665E-4,5.562901E-4,1.944829E-4,1.520311E-5,1.070988E-8,3.360749E-5,4.945869E-6,2.786527E-12,7.566573E-14,7.547387E-8,8.406839E-15,5.716841E-12,4.046212E-13,6.599328E-10,7.336814E-17,1.784413E-8,1.030212E-5,3.785157E-10,4.742543E-7,5.112094E-6,0.01928108,1.002112E-6,0.007905726,4.150459E-7,2.378181E-20,2.113963E-15,2.909646E-11,5.327745E-16,3.011146E-22,8.475736E-13,6.2837E-24,3.969518E-23,0.01033104,0.01625858,9.159586,7.007513E-5,518391.1,518391.1
1.962273E-8,14.89324,-4.853118E12,1576.455,1576.455,0.001048806,1.0,0.9380823,7.09476E-4,1.442079E-5,0.001425555,9.917094E-7,9.054389E-5,1.061946E-4,6.919893E-8,4.55887E-7,9.59894E-4,1.28392E-4,1.92726E-8,1.101569E-5,1.076541E-8,1.257283E-5,0.001729391,0.002121777,0.001902796,6.416263E-4,5.500082E-5,2.246081E-7,8.356239E-5,4.852261E-5,1.488853E-10,2.421281E-12,1.031801E-6,2.861958E-12,1.116797E-9,6.365033E-11,2.842539E-8,6.934335E-15,7.963883E-7,3.684823E-5,2.202215E-8,6.986462E-6,2.275399E-5,0.01935088,1.360687E-5,0.00785646,4.516737E-6,1.599595E-17,2.182136E-13,6.860625E-10,3.032425E-13,1.958244E-18,4.141026E-11,1.424533E-20,9.582284E-20,0.01007353,0.01436064,9.109736,7.042165E-5,515569.8,515569.8
4.418055E-8,14.80418,-3.55866E12,1554.89,1554.89,0.001048806,1.0,0.9310045,0.001344252,8.277054E-5,0.003701134,8.126487E-6,1.944832E-4,3.258505E-4,6.861083E-7,3.217916E-6,0.002882973,2.459271E-4,2.292695E-7,4.646468E-5,8.839532E-8,5.165977E-5,0.002449952,0.002955716,0.003718049,0.001230907,1.149709E-4,1.384954E-6,1.162451E-4,1.574729E-4,2.879914E-9,3.119372E-11,4.736665E-6,9.87977E-11,2.215253E-8,1.108666E-9,2.291772E-7,1.620374E-13,7.173378E-6,7.606307E-5,2.539831E-7,3.139594E-5,6.124319E-5,0.01922846,6.101249E-5,0.007773482,1.909179E-5,1.569851E-15,7.495882E-12,9.250983E-9,1.255819E-11,3.425927E-16,4.015919E-10,1.43418E-18,9.71494E-18,0.009669582,0.01221352,9.039173,7.084527E-5,511576.2,511576.2
5.422278E-8,14.77676,-3.179159E12,1547.75,1547.75,0.001048806,1.0,0.9285476,0.001522466,1.275968E-4,0.004637485,1.436463E-5,2.284611E-4,4.306134E-4,1.211554E-6,5.243242E-6,0.003722533,2.838416E-4,4.351711E-7,6.505593E-5,1.557995E-7,7.143412E-5,0.002516708,0.003047459,0.004339697,0.001429089,1.379136E-4,2.128847E-6,1.228353E-4,2.044901E-4,6.324837E-9,5.807496E-11,6.814181E-6,2.279505E-10,4.468567E-8,2.171626E-9,3.709919E-7,3.874857E-13,1.191686E-5,9.073315E-5,4.599768E-7,4.453939E-5,7.888843E-5,0.01913417,8.671024E-5,0.007740487,2.679875E-5,5.659261E-15,1.941288E-11,1.924577E-8,3.059277E-11,1.181518E-15,6.941996E-10,4.423368E-18,2.992714E-17,0.009513805,0.01156896,9.014364,7.097676E-5,510172.1,510172.1
6.019701E-8,14.7623,-2.979903E12,1543.864,1543.864,0.001048806,1.0,0.9271848,0.001609029,1.587145E-4,0.005181117,1.928152E-5,2.461906E-4,4.955805E-4,1.615812E-6,6.706126E-6,0.004218868,3.040589E-4,6.01072E-7,7.682534E-5,2.082025E-7,8.370849E-5,0.002522417,0.00306318,0.004683729,0.00153826,1.513045E-4,2.634774E-6,1.259025E-4,2.323069E-4,9.433107E-9,7.901906E-11,8.167194E-6,3.448412E-10,6.324188E-8,3.03339E-9,4.704018E-7,6.116194E-13,1.528162E-5,9.91734E-5,6.194613E-7,5.291872E-5,8.967043E-5,0.01907126,1.031321E-4,0.007721254,3.166997E-5,1.098951E-14,3.157603E-11,2.808122E-8,4.768459E-11,2.193322E-15,9.129982E-10,7.798633E-18,5.270355E-17,0.009423492,0.01122885,9.000535,7.104626E-5,509389.5,509389.5
6.379594E-8,14.75419,-2.867961E12,1541.641,1541.641,0.001048806,1.0,0.9263965,0.001654768,1.790046E-4,0.005502258,2.272184E-5,2.560039E-4,5.35483E-4,1.894485E-6,7.679429E-6,0.00451496,3.154592E-4,7.178962E-7,8.411441E-5,2.444801E-7,9.121472E-5,0.002516664,0.003061919,0.004882576,0.001601255,1.59298E-4,2.960342E-6,1.275223E-4,2.489402E-4,1.176344E-8,9.347095E-11,9.018725E-6,4.322306E-10,7.643562E-8,3.642342E-9,5.353415E-7,7.902694E-13,1.748769E-5,1.041621E-4,7.295627E-7,5.812427E-5,9.623235E-5,0.01903149,1.133455E-4,0.007709832,3.467953E-5,1.589932E-14,4.134208E-11,3.464735E-8,6.080826E-11,3.079468E-15,1.061259E-9,1.065814E-17,7.197183E-17,0.009369933,0.01103722,8.992515,7.108532E-5,508935.6,508935.6
7.000714E-8,14.74116,-2.687484E12,1537.997,1537.997,0.001048806,1.0,0.9250905,0.001723243,2.166594E-4,0.006043685,2.956116E-5,2.714678E-4,6.054748E-4,2.439973E-6,9.519003E-6,0.005018982,3.338392E-4,9.506879E-7,9.697688E-5,3.156872E-7,1.042797E-4,0.002493844,0.003044421,0.005211966,0.001705521,1.72986E-4,3.556152E-6,1.29991E-4,2.773602E-4,1.670289E-8,1.216761E-10,1.054539E-5,6.164256E-10,1.029398E-7,4.860771E-9,6.558138E-7,1.194638E-12,2.158524E-5,1.126101E-4,9.451634E-7,6.733218E-5,1.076299E-4,0.01896023,1.314287E-4,0.007690434,3.997126E-5,2.868996E-14,6.349867E-11,4.846613E-8,8.923241E-11,5.265261E-15,1.346428E-9,1.749698E-17,1.179763E-16,0.009279002,0.01072725,8.979194,7.114817E-5,508181.7,508181.7
7.323205E-8,14.73484,-2.599578E12,1536.196,1536.196,0.001048806,1.0,0.9244382,0.001753922,2.37486E-4,0.006317893,3.358318E-5,2.787909E-4,6.422933E-4,2.756199E-6,1.055226E-5,0.005276592,3.427676E-4,1.087521E-6,1.037709E-4,3.570248E-7,1.110865E-4,0.002476709,0.003028948,0.005376495,0.001757594,1.800469E-4,3.881318E-6,1.311333E-4,2.919521E-4,1.976893E-8,1.379438E-10,1.13637E-5,7.29999E-10,1.186178E-7,5.580092E-9,7.223342E-7,1.461137E-12,2.384627E-5,1.169179E-4,1.070129E-6,7.220439E-5,1.135671E-4,0.01892216,1.410042E-4,0.007680529,4.275454E-5,3.815774E-14,7.808596E-11,5.699806E-8,1.07189E-10,6.808031E-15,1.509115E-9,2.220641E-17,1.496057E-16,0.009232545,0.0105757,8.972526,7.117868E-5,507804.3,507804.3
7.723876E-8,14.72738,-2.495415E12,1534.04,1534.04,0.001048806,1.0,0.9236511,0.001787735,2.645344E-4,0.006651609,3.904668E-5,2.872485E-4,6.884172E-4,3.181081E-6,1.190842E-5,0.005592301,3.53305E-4,1.273E-6,1.122995E-4,4.125815E-7,1.195377E-4,0.002451344,0.003004706,0.005575078,0.001820469,1.887819E-4,4.299279E-6,1.324383E-4,3.099091E-4,2.409657E-8,1.596846E-10,1.24022E-5,8.89326E-10,1.399585E-7,6.558969E-9,8.085452E-7,1.85517E-12,2.67712E-5,1.221975E-4,1.237978E-6,7.832648E-5,1.209471E-4,0.01887404,1.530415E-4,0.007668388,4.623506E-5,5.339539E-14,9.959422E-11,6.89999E-8,1.328462E-10,9.20181E-15,1.725095E-9,2.938746E-17,1.977716E-16,0.009175547,0.01039555,8.964468,7.12147E-5,507348.2,507348.2
8.166569E-8,14.71963,-2.386385E12,1531.758,1531.758,0.001048806,1.0,0.9228102,0.001819915,2.958828E-4,0.007011013,4.570178E-5,2.958042E-4,7.397911E-4,3.692176E-6,1.34976E-5,0.005935119,3.64264E-4,1.498052E-6,1.218131E-4,4.793856E-7,1.288405E-4,0.002418968,0.002972467,0.005787333,0.001887734,1.983907E-4,4.777938E-6,1.33749E-4,3.295135E-4,2.958956E-8,1.856481E-10,1.357499E-5,1.089986E-9,1.659614E-7,7.752757E-9,9.081565E-7,2.382471E-12,3.013942E-5,1.279388E-4,1.439797E-6,8.51608E-5,1.290906E-4,0.01882001,1.664847E-4,0.007655196,5.009802E-5,7.57373E-14,1.282409E-10,8.418326E-8,1.65833E-10,1.257208E-14,1.981429E-9,3.93148E-17,2.642538E-16,0.009113506,0.01020617,8.955844,7.12522E-5,506860.2,506860.2
8.527084E-8,14.71367,-2.301968E12,1529.973,1529.973,0.001048806,1.0,0.9221468,0.001842388,3.225077E-4,0.007296276,5.161355E-5,3.021902E-4,7.818916E-4,4.140901E-6,1.485998E-5,0.006209394,3.72683E-4,1.696996E-6,1.296143E-4,5.379824E-7,1.3637E-4,0.002389852,0.00294269,0.005954903,0.001940906,2.061873E-4,5.179912E-6,1.347252E-4,3.452872E-4,3.464807E-8,2.082712E-10,1.454771E-5,1.273323E-9,1.890279E-7,8.813738E-9,9.92476E-7,2.892318E-12,3.297828E-5,1.325444E-4,1.616928E-6,9.076744E-5,1.357033E-4,0.01877548,1.775162E-4,0.007644629,5.324898E-5,9.913569E-14,1.55785E-10,9.812876E-8,1.965454E-10,1.597608E-14,2.203747E-9,4.918641E-17,3.302644E-16,0.009063707,0.01005885,8.94903,7.128106E-5,506474.6,506474.6
9.075642E-8,14.70518,-2.180497E12,1527.377,1527.377,0.001048806,1.0,0.9211723,0.001870679,3.64831E-4,0.007717261,6.147616E-5,3.109643E-4,8.463043E-4,4.879742E-6,1.704582E-5,0.006617927,3.846684E-4,2.026652E-6,1.41549E-4,6.343019E-7,1.477141E-4,0.002341837,0.002892488,0.006201253,0.00201923,2.180082E-4,5.810901E-6,1.360701E-4,3.689456E-4,4.341344E-8,2.451793E-10,1.605448E-5,1.588003E-9,2.273808E-7,1.058384E-8,1.125949E-6,3.825056E-12,3.744412E-5,1.394337E-4,1.90853E-6,9.934563E-5,1.457134E-4,0.01870703,1.94398E-4,0.007628861,5.80378E-5,1.457515E-13,2.057993E-10,1.222323E-7,2.503651E-10,2.249544E-14,2.564992E-9,6.778817E-17,4.544367E-16,0.008989188,0.009845591,8.939007,7.132226E-5,505907.3,505907.3
9.668718E-8,14.69671,-2.057904E12,1524.722,1524.722,0.001048806,1.0,0.9201636,0.001894001,4.129328E-4,0.008154415,7.334057E-5,3.192584E-4,9.162867E-4,5.754326E-6,1.955495E-5,0.007047311,3.965718E-4,2.419351E-6,1.545022E-4,7.480057E-7,1.597839E-4,0.002286168,0.002833059,0.006456547,0.00210065,2.307396E-4,6.517043E-6,1.373529E-4,3.940459E-4,5.442563E-8,2.883525E-10,1.771466E-5,1.978508E-9,2.732361E-7,1.271241E-8,1.276798E-6,5.075534E-12,4.244367E-5,1.46724E-4,2.253789E-6,1.086529E-4,1.564409E-4,0.01863239,2.127164E-4,0.007612243,6.318857E-5,2.146127E-13,2.721653E-10,1.52434E-7,3.188227E-10,3.16997E-14,2.986013E-9,9.358069E-17,6.262376E-16,0.008910322,0.009628503,8.928615,7.136336E-5,505319.2,505319.2
1.069367E-7,14.68366,-1.865196E12,1520.479,1520.479,0.001048806,1.0,0.9185225,0.001918962,5.014E-4,0.008865532,9.684404E-5,3.309748E-4,0.001037643,7.448247E-6,2.422135E-5,0.007758621,4.147786E-4,3.184949E-6,1.768991E-4,9.671759E-7,1.800482E-4,0.002184348,0.002721968,0.006872792,0.002234139,2.526455E-4,7.788378E-6,1.392039E-4,4.362272E-4,7.748607E-8,3.705767E-10,2.064386E-5,2.781498E-9,3.630159E-7,1.692581E-8,1.551961E-6,7.935425E-12,5.141313E-5,1.58945E-4,2.923522E-6,1.247248E-4,1.746755E-4,0.01850271,2.443445E-4,0.007584593,7.196917E-5,3.931274E-13,4.215501E-10,2.154811E-7,4.643361E-10,5.420232E-14,3.785187E-9,1.552173E-16,1.035516E-15,0.008778176,0.009282334,8.911675,7.142675E-5,504360.4,504360.4
1.187845E-7,14.67081,-1.668867E12,1516.061,1516.061,0.001048806,1.0,0.9167714,0.001928028,6.112945E-4,0.009618171,1.287957E-4,3.409605E-4,0.001177852,9.683562E-6,3.008009E-5,0.008532357,4.325003E-4,4.201331E-6,2.026294E-4,1.254309E-6,2.023655E-4,0.002063102,0.002586742,0.007318338,0.002378364,2.778482E-4,9.324712E-6,1.408451E-4,4.83086E-4,1.109634E-7,4.768189E-10,2.409651E-5,3.918667E-9,4.827422E-7,2.265035E-8,1.890054E-6,1.256418E-11,6.213673E-5,1.724924E-4,3.811243E-6,1.431324E-4,1.951621E-4,0.01835306,2.805466E-4,0.007554321,8.184221E-5,7.271141E-13,6.581688E-10,3.066766E-7,6.789785E-10,9.360606E-14,4.814829E-9,2.603683E-16,1.730923E-15,0.008631881,0.008921299,8.893568,7.148934E-5,503335.6,503335.6
1.247894E-7,14.6651,-1.578864E12,1514.001,1514.001,0.001048806,1.0,0.915938,0.001926124,6.698032E-4,0.00997189,1.469429E-4,3.447817E-4,0.001248639,1.092408E-5,3.321658E-5,0.00890505,4.40275E-4,4.767303E-6,2.155493E-4,1.412722E-6,2.131785E-4,0.002001766,0.002517366,0.007530954,0.002447794,2.905813E-4,1.012566E-5,1.414977E-4,5.060653E-4,1.30879E-7,5.349234E-10,2.586386E-5,4.582134E-9,5.496021E-7,2.590291E-8,2.068592E-6,1.55421E-11,6.765793E-5,1.791287E-4,4.306608E-6,1.52344E-4,2.052702E-4,0.01827774,2.986486E-4,0.00753966,8.670692E-5,9.642499E-13,8.079376E-10,3.607807E-7,8.079351E-10,1.204033E-13,5.3768E-9,3.306099E-16,2.194062E-15,0.008560325,0.008752068,8.884943,7.151718E-5,502847.5,502847.5
1.302606E-7,14.66032,-1.501877E12,1512.22,1512.22,0.001048806,1.0,0.9152081,0.001921258,7.246118E-4,0.01027838,1.646074E-4,3.47632E-4,0.001312872,1.211391E-5,3.616117E-5,0.009233533,4.4672E-4,5.31112E-6,2.272293E-4,1.564104E-6,2.227262E-4,0.001946488,0.002454356,0.007717539,0.002509098,3.021614E-4,1.086632E-5,1.419971E-4,5.265591E-4,1.50811E-7,5.902091E-10,2.74803E-5,5.237907E-9,6.139445E-7,2.907166E-8,2.235035E-6,1.866823E-11,7.271386E-5,1.85044E-4,4.783918E-6,1.6065E-4,2.143079E-4,0.01820957,3.149605E-4,0.007526695,9.104888E-5,1.228327E-12,9.635727E-10,4.148295E-7,9.376682E-10,1.495178E-13,5.910655E-9,4.060945E-16,2.690821E-15,0.008496612,0.008605024,8.877385,7.154049E-5,502419.8,502419.8
1.355982E-7,14.65602,-1.431057E12,1510.566,1510.566,0.001048806,1.0,0.9145213,0.001914029,7.793713E-4,0.01056323,1.828657E-4,3.498898E-4,0.001375245,1.332697E-5,3.910683E-5,0.009544082,4.524627E-4,5.866416E-6,2.385301E-4,1.717933E-6,2.317577E-4,0.001893373,0.002393411,0.007893379,0.002567221,3.1344E-4,1.159767E-5,1.424026E-4,5.46153E-4,1.719304E-7,6.462131E-10,2.906069E-5,5.924756E-9,6.797305E-7,3.235111E-8,2.400636E-6,2.212487E-11,7.765556E-5,1.906972E-4,5.272986E-6,1.686647E-4,2.229622E-4,0.01814356,3.306892E-4,0.007514399,9.519787E-5,1.535876E-12,1.134109E-9,4.719936E-7,1.075695E-9,1.827286E-13,6.450435E-9,4.913546E-16,3.250939E-15,0.008435789,0.008467609,8.870275,7.156146E-5,502017.4,502017.4
1.410694E-7,14.65197,-1.36257E12,1508.951,1508.951,0.001048806,1.0,0.9138421,0.001904427,8.367326E-4,0.01084109,2.026132E-4,3.517204E-4,0.001438828,1.462133E-5,4.219416E-5,0.009852504,4.578291E-4,6.459817E-6,2.500087E-4,1.881566E-6,2.407235E-4,0.001839966,0.002331757,0.008067601,0.002625173,3.249814E-4,1.235513E-5,1.427394E-4,5.658348E-4,1.95319E-7,7.05655E-10,3.068204E-5,6.676833E-9,7.50113E-7,3.590427E-8,2.573447E-6,2.611097E-11,8.271738E-5,1.963733E-4,5.797766E-6,1.767814E-4,2.316627E-4,0.01807647,3.466062E-4,0.007502149,9.935847E-5,1.9082E-12,1.329096E-9,5.35177E-7,1.229077E-9,2.221971E-13,7.022007E-9,5.917201E-16,3.909194E-15,0.008374788,0.008332493,8.863243,7.158126E-5,501619.4,501619.4
1.479975E-7,14.64731,-1.281385E12,1507.016,1507.016,0.001048806,1.0,0.9130157,0.001889582,9.110298E-4,0.01117307,2.290872E-4,3.534115E-4,0.001518775,1.633023E-5,4.619246E-5,0.01022917,4.63927E-4,7.244633E-6,2.643819E-4,2.096904E-6,2.516553E-4,0.001774079,0.002255209,0.008279978,0.002696345,3.395681E-4,1.332403E-5,1.430593E-4,5.901878E-4,2.274985E-7,7.837721E-10,3.273448E-5,7.698509E-9,8.433102E-7,4.068024E-8,2.796417E-6,3.184161E-11,8.910452E-5,2.033932E-4,6.495584E-6,1.86908E-4,2.424301E-4,0.01799241,3.664457E-4,0.007487139,1.044903E-4,2.472191E-12,1.606879E-9,6.218991E-7,1.44077E-9,2.808768E-13,7.770611E-9,7.393601E-16,4.875729E-15,0.008299442,0.008169069,8.85469,7.160403E-5,501135.3,501135.3
1.529079E-7,14.6443,-1.227338E12,1505.714,1505.714,0.001048806,1.0,0.9124516,0.001877538,9.647298E-4,0.01139537,2.488199E-4,3.542316E-4,0.001575017,1.758586E-5,4.908005E-5,0.01048706,4.678124E-4,7.822294E-6,2.744544E-4,2.254688E-6,2.591211E-4,0.001728678,0.002202161,0.00842523,0.00274538,3.498868E-4,1.401633E-5,1.432185E-4,6.070723E-4,2.520568E-7,8.409968E-10,3.41871E-5,8.469115E-9,9.119778E-7,4.4251E-8,2.957056E-6,3.639023E-11,9.360582E-5,2.082578E-4,7.012128E-6,1.939782E-4,2.498917E-4,0.01793349,3.802838E-4,0.00747683,1.080339E-4,2.940977E-12,1.825625E-9,6.879193E-7,1.602697E-9,3.289085E-13,8.316832E-9,8.590329E-16,5.65789E-15,0.008247293,0.008058045,8.848855,7.161872E-5,500805.1,500805.1
1.587149E-7,14.64105,-1.166906E12,1504.244,1504.244,0.001048806,1.0,0.9118063,0.001861949,0.001029263,0.01164482,2.731635E-4,3.548417E-4,0.001641045,1.911524E-5,5.254588E-5,0.01078267,4.719757E-4,8.527089E-6,2.862391E-4,2.446445E-6,2.676532E-4,0.001676465,0.002140862,0.008591668,0.002801948,3.620673E-4,1.484003E-5,1.433393E-4,6.266479E-4,2.829864E-7,9.10595E-10,3.590118E-5,9.429628E-9,9.958285E-7,4.867076E-8,3.149624E-6,4.231592E-11,9.889176E-5,2.138951E-4,7.645854E-6,2.02221E-4,2.585339E-4,0.01786453,3.964016E-4,0.007464979,1.12124E-4,3.576314E-12,2.10872E-9,7.70866E-7,1.806943E-9,3.932199E-13,8.978291E-9,1.017865E-15,6.694518E-15,0.008186927,0.007931517,8.842183,7.163464E-5,500427.5,500427.5
