Time_Soln#17 (sec),Volume_Soln#17 (cm3),Volumetric_heat_production_rate_Soln#17 (erg/cm3-sec),Surface_temperature_Soln#17 (K),Temperature_Soln#17 (K),Mass_Soln#17 (g),Pressure_Soln#17 (atm),Mole_fraction_H2_Soln#17 (),Mole_fraction_H_Soln#17 (),Mole_fraction_CH4_Soln#17 (),Mole_fraction_CH3_Soln#17 (),Mole_fraction_C2H6_Soln#17 (),Mole_fraction_C2H5_Soln#17 (),Mole_fraction_C2H4_Soln#17 (),Mole_fraction_C2H3_Soln#17 (),Mole_fraction_C2H2_Soln#17 (),Mole_fraction_C3H8_Soln#17 (),Mole_fraction_NC3H7_Soln#17 (),Mole_fraction_C3H6_Soln#17 (),Mole_fraction_C3H5-A_Soln#17 (),Mole_fraction_C3H4-P_Soln#17 (),Mole_fraction_C3H4-A_Soln#17 (),Mole_fraction_C3H3_Soln#17 (),Mole_fraction_PC4H9_Soln#17 (),Mole_fraction_IC4H10_Soln#17 (),Mole_fraction_IC4H9_Soln#17 (),Mole_fraction_TC4H9_Soln#17 (),Mole_fraction_IC4H8_Soln#17 (),Mole_fraction_IC4H7_Soln#17 (),Mole_fraction_C4H8-1_Soln#17 (),Mole_fraction_C4H8-2_Soln#17 (),Mole_fraction_C4H71-3_Soln#17 (),Mole_fraction_C4H6_Soln#17 (),Mole_fraction_C4H4_Soln#17 (),Mole_fraction_C4H2_Soln#17 (),Mole_fraction_C6H6_Soln#17 (),Mole_fraction_FULVENE_Soln#17 (),Mole_fraction_C5H6_Soln#17 (),Mole_fraction_C5H5_Soln#17 (),Mole_fraction_MCPTD_Soln#17 (),Mole_fraction_C10H8_Soln#17 (),Mole_fraction_NEOC5H12_Soln#17 (),Mole_fraction_NC5H10_Soln#17 (),Mole_fraction_B1M2_Soln#17 (),Mole_fraction_LC5H8_Soln#17 (),Mole_fraction_NC7H14_Soln#17 (),Mole_fraction_IC8H16_Soln#17 (),Mole_fraction_DIMEPTD_Soln#17 (),Mole_fraction_C7H8_Soln#17 (),Mole_fraction_C7H7_Soln#17 (),Mole_fraction_C6H5C2H_Soln#17 (),Mole_fraction_C6H5C2H3_Soln#17 (),Mole_fraction_C12H8_Soln#17 (),Mole_fraction_C14H10_Soln#17 (),Mole_fraction_BIN1B_Soln#17 (),Mole_fraction_NC10H20_Soln#17 (),Mole_fraction_IC12H26_Soln#17 (),Molecular_weight_Soln#17 (g/mole),Mass_density_Soln#17 (g/cm3),Unburned_hydrocarbons_Soln#17 (ppm),Volatile_organic_compounds_Soln#17 (ppm)
0.0,15.0,-6.332219E13,1800.0,1800.0,9.322723E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,6.215148E-5,519545.7,519545.7
7.227244E-13,14.99995,-6.356557E13,1799.989,1799.989,9.322723E-4,1.0,0.9452566,3.600419E-9,1.264349E-15,2.516524E-9,3.657283E-17,9.813027E-11,7.568498E-11,3.150304E-13,1.678344E-16,1.696065E-17,8.630976E-11,1.405831E-9,6.832199E-8,4.875249E-16,7.102152E-13,5.481616E-18,1.195317E-10,2.607167E-13,3.903897E-9,2.267446E-6,1.140937E-8,3.328423E-7,8.167526E-11,3.735277E-15,6.831223E-8,8.040445E-12,3.967718E-19,2.229878E-19,1.602754E-16,1.960173E-26,5.196451E-25,7.670893E-28,3.520923E-21,1.272605E-28,4.733739E-20,6.178191E-11,5.219737E-22,2.798141E-18,3.376895E-11,0.01921515,2.683508E-15,0.007923911,1.485249E-10,9.771629E-34,3.700957E-27,4.720327E-44,2.450689E-21,1.442059E-39,0.01043301,0.01716654,9.179965,6.21517E-5,519544.4,519544.4
2.385152E-11,14.99829,-6.983195E13,1799.63,1799.63,9.322723E-4,1.0,0.9451721,3.273917E-6,3.874984E-11,2.446541E-6,1.174328E-12,1.013249E-7,7.766601E-8,3.512383E-10,1.980403E-13,5.415838E-13,8.830131E-8,1.34411E-6,2.249652E-6,5.945251E-13,8.030271E-10,1.464555E-13,1.211571E-7,3.098721E-10,3.87773E-6,7.60805E-5,6.309104E-6,1.09594E-5,8.34667E-8,4.118306E-12,2.239107E-6,8.70545E-9,9.617977E-16,2.418492E-16,4.19022E-12,1.637851E-20,4.795929E-19,1.327758E-20,2.437219E-15,9.445647E-23,4.439827E-14,6.313857E-8,5.146596E-16,1.865535E-12,3.423515E-8,0.01920768,6.762252E-11,0.007923198,4.915825E-9,1.054848E-27,3.326244E-21,5.76639E-34,3.005069E-18,1.553738E-33,0.01042772,0.01710341,9.179145,6.215856E-5,519498.0,519498.0
1.59004E-10,14.98913,-7.952544E13,1797.219,1797.219,9.322723E-4,1.0,0.9444829,7.606484E-5,7.631279E-9,6.469818E-5,2.796046E-10,3.360441E-6,2.516263E-6,1.731682E-8,1.305174E-11,1.29428E-10,2.811209E-6,3.276169E-5,1.477816E-5,3.536148E-11,3.943329E-8,2.669858E-11,3.697658E-6,1.775558E-8,1.146384E-4,4.961428E-4,1.506628E-4,7.210261E-5,2.645785E-6,1.993089E-10,1.433187E-5,3.743004E-7,1.734288E-13,1.04633E-14,7.473252E-10,1.966764E-17,8.921943E-16,1.186629E-16,3.089298E-12,1.248307E-19,5.671352E-11,2.000392E-6,7.841182E-13,1.906408E-9,1.047671E-6,0.01924107,1.204741E-8,0.007917386,3.620278E-8,2.859879E-24,5.252134E-18,2.549399E-28,5.597913E-16,9.692714E-30,0.01039503,0.01674136,9.172451,6.219656E-5,519119.2,519119.2
4.744265E-10,14.96906,-7.472164E13,1791.538,1791.538,9.322723E-4,1.0,0.9427605,2.846708E-4,1.098127E-7,2.783839E-4,4.896315E-9,1.731844E-5,1.285379E-5,1.726691E-7,2.161447E-10,2.411841E-9,1.38064E-5,1.309358E-4,4.258597E-5,3.598949E-10,3.588541E-7,3.592625E-10,1.730304E-5,1.853835E-7,5.863113E-4,0.001242428,5.916405E-4,2.088208E-4,1.297458E-5,2.060133E-9,3.902715E-5,3.080124E-6,3.829587E-12,8.759169E-14,9.560631E-9,8.760743E-16,1.231615E-13,1.507388E-14,1.231895E-10,5.542391E-18,2.090137E-9,9.776333E-6,3.530799E-11,4.990001E-8,4.958705E-6,0.01937303,1.544834E-7,0.007902803,1.438292E-7,3.836046E-22,2.708848E-16,3.904668E-25,1.936695E-14,4.324294E-27,0.01032021,0.01596083,9.155718,6.227996E-5,518172.2,518172.2
1.322124E-9,14.92195,-5.984123E13,1778.396,1778.396,9.322723E-4,1.0,0.9388039,7.660113E-4,9.894985E-7,8.215048E-4,5.199219E-8,5.621187E-5,4.375751E-5,1.350401E-6,3.833505E-9,3.00138E-8,4.255481E-5,3.893397E-4,1.091384E-4,2.86837E-9,2.552714E-6,3.299311E-9,5.147914E-5,1.497735E-6,0.001972572,0.002535223,0.001622344,5.410136E-4,4.046152E-5,1.934508E-8,8.761927E-5,1.944054E-5,6.015713E-11,6.040223E-13,7.89338E-8,3.956748E-14,1.027483E-11,9.703366E-13,2.709425E-9,1.60444E-16,3.95477E-8,3.013918E-5,8.488947E-10,5.619592E-7,1.533714E-5,0.01962948,1.279587E-6,0.007868856,6.537537E-7,4.876546E-20,7.736293E-15,3.252022E-22,4.489776E-13,1.560906E-24,0.01014216,0.01423913,9.117249,6.247657E-5,515995.0,515995.0
4.287095E-9,14.80872,-3.471423E13,1747.494,1747.494,9.322723E-4,1.0,0.9295829,0.001899525,9.339126E-6,0.002303667,6.061157E-7,1.670892E-4,1.546386E-4,9.688559E-6,9.547996E-8,4.574254E-7,1.132146E-4,0.001264547,2.846064E-4,3.432147E-8,1.97645E-5,3.613894E-8,1.306734E-4,1.280881E-5,0.004960078,0.005084596,0.003952321,0.001443332,1.135825E-4,2.370737E-7,1.621075E-4,1.161855E-4,9.57127E-10,6.112037E-12,6.982763E-7,4.779154E-12,8.365804E-10,7.258247E-11,6.133741E-8,6.900678E-15,7.954491E-7,8.202573E-5,2.198546E-8,5.393554E-6,4.492109E-5,0.01992783,1.127013E-5,0.007785779,4.183141E-6,1.257742E-17,2.939866E-13,5.306027E-19,1.263874E-11,1.078063E-21,0.009677366,0.01054377,9.027323,6.295426E-5,510905.6,510905.6
1.024858E-8,14.68179,-1.900964E13,1712.737,1712.737,9.322723E-4,1.0,0.9191018,0.003177043,4.391628E-5,0.004675597,3.618102E-6,3.314905E-4,3.907196E-4,3.093002E-5,8.390963E-7,3.049479E-6,1.897843E-4,0.003065162,5.124777E-4,2.877381E-7,7.462535E-5,2.074044E-7,2.018727E-4,5.091673E-5,0.007183398,0.00716499,0.006449306,0.002664257,2.12062E-4,1.269501E-6,1.904589E-4,3.203895E-4,6.160586E-9,5.001372E-11,3.017297E-6,1.394686E-10,1.411602E-8,1.245843E-9,4.499677E-7,1.201711E-13,5.896504E-6,1.475545E-4,1.98579E-7,2.249099E-5,9.155221E-5,0.019676,4.722549E-5,0.007678654,1.581237E-5,8.380831E-16,5.257052E-12,8.731347E-17,1.242693E-10,1.050115E-19,0.009052128,0.007090275,8.924261,6.349852E-5,505072.8,505072.8
1.814968E-8,14.58727,-1.203725E13,1685.461,1685.461,9.322723E-4,1.0,0.9105508,0.004122407,1.188342E-4,0.007442705,1.230251E-5,4.84776E-4,7.230399E-4,6.15255E-5,3.239783E-6,9.73429E-6,2.361464E-4,0.005447569,7.024054E-4,1.251786E-6,1.617931E-4,6.848791E-7,2.262158E-4,1.136193E-4,0.007811158,0.007873985,0.008367258,0.003748165,3.026717E-4,3.402547E-6,1.888015E-4,5.401775E-4,2.428835E-8,2.222094E-10,7.396205E-6,1.057332E-9,7.537773E-8,6.729629E-9,1.424234E-6,9.475203E-13,1.957864E-5,2.045633E-4,7.83333E-7,5.189681E-5,1.434536E-4,0.01900221,1.099695E-4,0.007574218,3.572447E-5,1.681939E-14,4.061199E-11,1.980454E-15,5.130242E-10,1.881425E-18,0.008462786,0.004977318,8.839048,6.390999E-5,500250.1,500250.1
2.016943E-8,14.56966,-1.100849E13,1680.11,1680.11,9.322723E-4,1.0,0.9088194,0.004291038,1.427082E-4,0.008105707,1.554072E-5,5.153133E-4,8.101415E-4,6.970685E-5,4.142445E-6,1.195171E-5,2.427673E-4,0.00603838,7.390995E-4,1.638739E-6,1.849845E-4,8.57916E-7,2.265853E-4,1.304807E-4,0.007806823,0.007897298,0.008744361,0.003970648,3.219679E-4,4.041745E-6,1.874117E-4,5.884058E-4,3.205147E-8,2.9157E-10,8.682879E-6,1.508389E-9,1.011857E-7,9.04089E-9,1.737668E-6,1.418235E-12,2.415178E-5,2.163737E-4,1.003518E-6,6.002668E-5,1.556882E-4,0.01882056,1.273554E-4,0.007550673,4.124557E-5,2.982196E-14,5.980023E-11,3.448228E-15,6.621302E-10,3.178146E-18,0.008334982,0.004624142,8.821636,6.398722E-5,499264.6,499264.6
2.326083E-8,14.54609,-9.725404E12,1672.752,1672.752,9.322723E-4,1.0,0.9064028,0.004508304,1.826873E-4,0.009088145,2.139828E-5,5.563595E-4,9.444334E-4,8.246327E-5,5.766465E-6,1.569064E-5,2.502245E-4,0.006922013,7.885325E-4,2.35042E-6,2.206775E-4,1.164559E-6,2.245826E-4,1.564597E-4,0.007732083,0.007863758,0.009265312,0.004281168,3.494403E-4,5.076346E-6,1.852804E-4,6.572606E-4,4.710988E-8,4.187978E-10,1.075655E-5,2.413787E-9,1.495046E-7,1.336292E-8,2.257703E-6,2.469514E-12,3.186064E-5,2.329956E-4,1.39825E-6,7.273481E-5,1.737751E-4,0.01854442,1.545106E-4,0.00751632,4.988487E-5,6.495091E-14,1.01126E-10,7.211997E-15,9.316266E-10,6.429587E-18,0.008151833,0.004169294,8.797232,6.40909E-5,497883.5,497883.5
2.457691E-8,14.53711,-9.260674E12,1669.878,1669.878,9.322723E-4,1.0,0.9054468,0.004587696,2.009219E-4,0.009494656,2.423888E-5,5.719066E-4,0.001001857,8.796629E-5,6.548764E-6,1.739933E-5,2.525832E-4,0.007289952,8.074192E-4,2.697974E-6,2.358868E-4,1.310512E-6,2.230141E-4,1.675215E-4,0.007681451,0.007829821,0.00946978,0.004403863,3.604912E-4,5.535077E-6,1.844104E-4,6.849431E-4,5.480618E-8,4.807209E-10,1.167382E-5,2.884823E-9,1.733999E-7,1.549786E-8,2.492309E-6,3.066737E-12,3.537792E-5,2.396162E-4,1.587629E-6,7.821434E-5,1.812573E-4,0.01842826,1.662048E-4,0.007502238,5.36119E-5,8.776582E-14,1.239068E-10,9.553115E-15,1.061736E-9,8.428638E-18,0.008077837,0.004000965,8.787546,6.413052E-5,497335.3,497335.3
2.711985E-8,14.52125,-8.468344E12,1664.697,1664.697,9.322723E-4,1.0,0.9037051,0.004721707,2.381251E-4,0.01026043,3.034127E-5,5.989585E-4,0.001113067,9.869341E-5,8.216757E-6,2.088165E-5,2.560019E-4,0.007986093,8.407269E-4,3.445522E-6,2.652154E-4,1.618487E-6,2.190913E-4,1.888065E-4,0.007560162,0.007738922,0.009840149,0.004627071,3.809163E-4,6.448658E-6,1.828249E-4,7.359717E-4,7.20559E-8,6.13408E-10,1.349834E-5,3.95029E-9,2.252995E-7,2.013032E-8,2.965402E-6,4.531187E-12,4.252797E-5,2.517485E-4,1.98971E-6,8.887707E-5,1.953679E-4,0.01820698,1.889258E-4,0.007475846,6.086484E-5,1.503688E-13,1.782251E-10,1.571387E-14,1.33942E-9,1.365652E-17,0.007940731,0.00371017,8.769848,6.420055E-5,496333.7,496333.7
2.989802E-8,14.50589,-7.729617E12,1659.526,1659.526,9.322723E-4,1.0,0.9019413,0.004842149,2.816196E-4,0.01106758,3.79673E-5,6.243708E-4,0.001234738,1.105116E-4,1.027708E-5,2.493498E-5,2.582965E-4,0.008723588,8.728669E-4,4.376574E-6,2.970783E-4,1.993638E-6,2.138102E-4,2.118199E-4,0.00740118,0.007610029,0.01021254,0.004852586,4.020194E-4,7.483193E-6,1.812503E-4,7.883786E-4,9.475361E-8,7.77726E-10,1.556239E-5,5.361011E-9,2.907044E-7,2.596217E-8,3.508813E-6,6.689332E-12,5.081164E-5,2.641316E-4,2.483322E-6,1.005893E-4,2.102859E-4,0.01797068,2.138185E-4,0.007448142,6.882818E-5,2.559921E-13,2.553498E-10,2.555174E-14,1.682583E-9,2.197563E-17,0.007798827,0.003435429,8.751862,6.426851E-5,495315.7,495315.7
3.208263E-8,14.49506,-7.222014E12,1655.771,1655.771,9.322723E-4,1.0,0.9006434,0.004920103,3.178157E-4,0.01168088,4.469291E-5,6.415945E-4,0.001330385,1.198408E-4,1.207274E-5,2.82863E-5,2.59232E-4,0.009286242,8.954112E-4,5.191833E-6,3.21944E-4,2.316477E-6,2.09155E-4,2.296661E-4,0.007262411,0.007492547,0.01048501,0.005018215,4.178528E-4,8.320085E-6,1.801263E-4,8.273972E-4,1.156308E-7,9.2081E-10,1.723148E-5,6.66004E-9,3.485316E-7,3.11156E-8,3.9532E-6,8.876262E-12,5.762362E-5,2.733126E-4,2.911057E-6,1.098103E-4,2.21667E-4,0.01778919,2.333611E-4,0.007427116,7.509189E-5,3.755401E-13,3.309465E-10,3.615864E-14,1.981641E-9,3.095109E-17,0.007692377,0.003245093,8.738583,6.431654E-5,494564.2,494564.2
3.438052E-8,14.4847,-6.744478E12,1652.081,1652.081,9.322723E-4,1.0,0.8993531,0.004987964,3.576974E-4,0.01230583,5.247983E-5,6.573271E-4,0.00143084,1.296549E-4,1.412812E-5,3.195109E-5,2.5953E-4,0.009861524,9.16832E-4,6.127118E-6,3.478779E-4,2.681858E-6,2.039412E-4,2.481444E-4,0.007107311,0.007357596,0.01075464,0.00518263,4.338798E-4,9.219922E-6,1.790443E-4,8.665598E-4,1.406351E-7,1.084132E-9,1.902599E-5,8.213058E-9,4.15401E-7,3.707483E-8,4.434921E-6,1.172079E-11,6.503034E-5,2.825016E-4,3.3982E-6,1.194929E-4,2.333175E-4,0.01760254,2.538234E-4,0.007405675,8.166086E-5,5.459311E-13,4.264329E-10,5.064624E-14,2.32386E-9,4.325011E-17,0.007584804,0.003065208,8.725346,6.436255E-5,493815.0,493815.0
3.777881E-8,14.47108,-6.124474E12,1647.055,1647.055,9.322723E-4,1.0,0.89757,0.005064855,4.199055E-4,0.01319273,6.536859E-5,6.765592E-4,0.001578896,1.441063E-4,1.747848E-5,3.760255E-5,2.589114E-4,0.01068126,9.447194E-4,7.652959E-6,3.857543E-4,3.269124E-6,1.958805E-4,2.748311E-4,0.006866758,0.007142794,0.01112536,0.005409561,4.565615E-4,1.058263E-5,1.776095E-4,9.212948E-4,1.836328E-7,1.34893E-9,2.174399E-5,1.087017E-8,5.255026E-7,4.68942E-8,5.170768E-6,1.711969E-11,7.635895E-5,2.953101E-4,4.187585E-6,1.337361E-4,2.499641E-4,0.01733455,2.838037E-4,0.007375154,9.130287E-5,9.056148E-13,6.012425E-10,7.968351E-14,2.881484E-9,6.807255E-17,0.007433187,0.00283093,8.706993,6.442315E-5,492776.4,492776.4
4.091765E-8,14.46006,-5.625737E12,1642.815,1642.815,9.322723E-4,1.0,0.8960404,0.005114176,4.805891E-4,0.01397303,7.876001E-5,6.905339E-4,0.001714891,1.573165E-4,2.089721E-5,4.303403E-5,2.574381E-4,0.01140591,9.669818E-4,9.208519E-6,4.201814E-4,3.859154E-6,1.882824E-4,2.987185E-4,0.006638056,0.006933858,0.01144174,0.005604137,4.765851E-4,1.187023E-5,1.764298E-4,9.68832E-4,2.300308E-7,1.617141E-9,2.431288E-5,1.371419E-8,6.388232E-7,5.701977E-8,5.871783E-6,2.357976E-11,8.713387E-5,3.064079E-4,4.988377E-6,1.467668E-4,2.647418E-4,0.01709547,3.110965E-4,0.007348151,1.000965E-4,1.384474E-12,8.025086E-10,1.163178E-13,3.450356E-9,9.971265E-17,0.007300283,0.00264224,8.691195,6.447223E-5,491882.2,491882.2
4.350574E-8,14.45196,-5.258141E12,1639.575,1639.575,9.322723E-4,1.0,0.8948545,0.005141221,5.328123E-4,0.01458894,9.089272E-5,6.996515E-4,0.001826338,1.680602E-4,2.394476E-5,4.764175E-5,2.557055E-4,0.01198039,9.831452E-4,1.059247E-5,4.48139E-4,4.37832E-6,1.820265E-4,3.17818E-4,0.006447733,0.006757169,0.01168604,0.005755054,4.925213E-4,1.294954E-5,1.755409E-4,0.001006072,2.733035E-7,1.854581E-9,2.646674E-5,1.634402E-8,7.404144E-7,6.612104E-8,6.462982E-6,3.013141E-11,9.618446E-5,3.150868E-4,5.699236E-6,1.57394E-4,2.765085E-4,0.01690429,3.332526E-4,0.007326696,1.072447E-4,1.9126E-12,1.000251E-9,1.550124E-13,3.957519E-9,1.334851E-16,0.007195372,0.0025032,8.678913,6.450835E-5,491187.2,491187.2
4.645329E-8,14.44371,-4.879814E12,1636.138,1636.138,9.322723E-4,1.0,0.8935789,0.005158892,5.94553E-4,0.01526083,1.059226E-4,7.077023E-4,0.001952382,1.800872E-4,2.766003E-5,5.300914E-5,2.532749E-4,0.01260996,9.994362E-4,1.227527E-5,4.794907E-4,5.003643E-6,1.750006E-4,3.388788E-4,0.006231321,0.006553612,0.01194791,0.005917614,5.101207E-4,1.419522E-5,1.746005E-4,0.001046532,3.282661E-7,2.14213E-9,2.895296E-5,1.965359E-8,8.647925E-7,7.730203E-8,7.148822E-6,3.911251E-11,1.066199E-4,3.245012E-4,6.563124E-6,1.693461E-4,2.894629E-4,0.01669292,3.580543E-4,0.007303112,1.152553E-4,2.692703E-12,1.263507E-9,2.099849E-13,4.576087E-9,1.820058E-16,0.007080612,0.00236022,8.665669,6.454521E-5,490437.6,490437.6
4.999035E-8,14.43501,-4.473772E12,1632.333,1632.333,9.322723E-4,1.0,0.8921434,0.005164035,6.716218E-4,0.01602663,1.256692E-4,7.144997E-4,0.002102246,1.941676E-4,3.244935E-5,5.958804E-5,2.498498E-4,0.01333178,0.001016383,1.443687E-5,5.164126E-4,5.799015E-6,1.667999E-4,3.631465E-4,0.005974549,0.006308889,0.0122415,0.006101015,5.30566E-4,1.570934E-5,1.73547E-4,0.00109259,4.023854E-7,2.510149E-9,3.197497E-5,2.406555E-8,1.025755E-6,9.184578E-8,7.986975E-6,5.227774E-11,1.192497E-4,3.35198E-4,7.673966E-6,1.834505E-4,3.043994E-4,0.01644786,3.871554E-4,0.007275953,1.246643E-4,3.931209E-12,1.63717E-9,2.936971E-13,5.374293E-9,2.569197E-16,0.006949011,0.002206945,8.650724,6.458412E-5,489591.8,489591.8
5.332252E-8,14.42788,-4.131712E12,1629.033,1629.033,9.322723E-4,1.0,0.8908769,0.005155122,7.4699E-4,0.01670895,1.459772E-4,7.184491E-4,0.002241907,2.070278E-4,3.727623E-5,6.589395E-5,2.462341E-4,0.01397943,0.001030098,1.660669E-5,5.504937E-4,6.59006E-6,1.593709E-4,3.849844E-4,0.005737481,0.006080192,0.01249959,0.00626345,5.492438E-4,1.71514E-5,1.726052E-4,0.001133728,4.805014E-7,2.87863E-9,3.485243E-5,2.8657E-8,1.188512E-6,1.066488E-7,8.789437E-6,6.733316E-11,1.311856E-4,3.447306E-4,8.792063E-6,1.964786E-4,3.178838E-4,0.01622517,4.138675E-4,0.007251453,1.333086E-4,5.459427E-12,2.05117E-9,3.930011E-13,6.180083E-9,3.471098E-16,0.006830642,0.002077952,8.637505,6.461605E-5,488843.7,488843.7
5.802622E-8,14.41934,-3.704615E12,1624.793,1624.793,9.322723E-4,1.0,0.8892154,0.005123628,8.575567E-4,0.01761002,1.77437E-4,7.206566E-4,0.002436331,2.244297E-4,4.457739E-5,7.492289E-5,2.406696E-4,0.01484277,0.001046314,1.987319E-5,5.97454E-4,7.76958E-6,1.494503E-4,4.141086E-4,0.005413328,0.005763641,0.01283679,0.006477762,5.747878E-4,1.92067E-5,1.713219E-4,0.00118847,6.046329E-7,3.432758E-9,3.895091E-5,3.584292E-8,1.43547E-6,1.293202E-7,9.939842E-6,9.34775E-11,1.479805E-4,3.573755E-4,1.048377E-5,2.144111E-4,3.359888E-4,0.01592359,4.503569E-4,0.007218566,1.45126E-4,8.337492E-12,2.745718E-9,5.724707E-13,7.402194E-9,5.129766E-16,0.006672002,0.001916938,8.620121,6.465429E-5,487859.8,487859.8
6.032753E-8,14.41575,-3.516108E12,1622.879,1622.879,9.322723E-4,1.0,0.8884516,0.005101407,9.132946E-4,0.01802538,1.940049E-4,7.205283E-4,0.002530232,2.325984E-4,4.834438E-5,7.937759E-5,2.378059E-4,0.01524445,0.001053091,2.155188E-5,6.199485E-4,8.371239E-6,1.448536E-4,4.276358E-4,0.005259845,0.005612322,0.0129913,0.006576898,5.869793E-4,2.021866E-5,1.707023E-4,0.001213961,6.713098E-7,3.717692E-9,4.096709E-5,3.965253E-8,1.563189E-6,1.411531E-7,1.050909E-5,1.08542E-10,1.561368E-4,3.632445E-4,1.135794E-5,2.229814E-4,3.444653E-4,0.0157812,4.676773E-4,0.007203165,1.507381E-4,1.010221E-11,3.135216E-9,6.792003E-13,8.034529E-9,6.130321E-16,0.006597723,0.001845826,8.612113,6.467041E-5,487406.6,487406.6
6.260804E-8,14.41253,-3.340966E12,1621.077,1621.077,9.322723E-4,1.0,0.8877238,0.005075622,9.695161E-4,0.01842105,2.111737E-4,7.197359E-4,0.002622463,2.404584E-4,5.219573E-5,8.380723E-5,2.349032E-4,0.01562966,0.001059151,2.326399E-5,6.419349E-4,8.982115E-6,1.404686E-4,4.405786E-4,0.005111308,0.005465052,0.01313819,0.006671773,5.988842E-4,2.122459E-5,1.700883E-4,0.001238452,7.412417E-7,4.008663E-9,4.296972E-5,4.361374E-8,1.693962E-6,1.533499E-7,1.107681E-5,1.25049E-10,1.641609E-4,3.68869E-4,1.225326E-5,2.313394E-4,3.526265E-4,0.01564327,4.844922E-4,0.007188332,1.561879E-4,1.211189E-11,3.554868E-9,7.985331E-13,8.682426E-9,7.259395E-16,0.006526138,0.001779684,8.604475,6.468486E-5,486974.3,486974.3
6.735664E-8,14.40681,-3.009364E12,1617.605,1617.605,9.322723E-4,1.0,0.8862945,0.005011712,0.001089503,0.01919589,2.492741E-4,7.162881E-4,0.00281182,2.560493E-4,6.056772E-5,9.30543E-5,2.287199E-4,0.01639251,0.001069931,2.6973E-5,6.86769E-4,1.0297E-5,1.318803E-4,4.660812E-4,0.004813842,0.005167789,0.01342573,0.006859504,6.23168E-4,2.332619E-5,1.687969E-4,0.00128717,8.991451E-7,4.641085E-9,4.714758E-5,5.244034E-8,1.978874E-6,1.802219E-7,1.2269E-5,1.647803E-10,1.806304E-4,3.800097E-4,1.420684E-5,2.483068E-4,3.688857E-4,0.01536574,5.183872E-4,0.007158755,1.671769E-4,1.72269E-11,4.540481E-9,1.0946E-12,1.009608E-8,1.009947E-15,0.006383142,0.001654115,8.589453,6.471053E-5,486124.1,486124.1
7.069243E-8,14.40351,-2.799994E12,1615.371,1615.371,9.322723E-4,1.0,0.8853543,0.004959994,0.001175953,0.01970225,2.778895E-4,7.126717E-4,0.002942623,2.663603E-4,6.671064E-5,9.954929E-5,2.243143E-4,0.01689831,0.00107622,2.968515E-5,7.175259E-4,1.1252E-5,1.262766E-4,4.828587E-4,0.004614643,0.004967062,0.01361416,0.006984176,6.398635E-4,2.480588E-5,1.678703E-4,0.001319704,1.019935E-6,5.106057E-9,5.008319E-5,5.909317E-8,2.188478E-6,2.002667E-7,1.311355E-5,1.972885E-10,1.919677E-4,3.874066E-4,1.564823E-5,2.598718E-4,3.797385E-4,0.01517817,5.412989E-4,0.007138986,1.746071E-4,2.165948E-11,5.326644E-9,1.344904E-12,1.113824E-8,1.253531E-15,0.006287267,0.001574461,8.579558,6.472535E-5,485564.1,485564.1
7.443101E-8,14.40044,-2.585513E12,1613.05,1613.05,9.322723E-4,1.0,0.8843576,0.004896729,0.001274753,0.02023439,3.117144E-4,7.076943E-4,0.003087013,2.772791E-4,7.382672E-5,1.068086E-4,2.193611E-4,0.01743739,0.001082201,3.281917E-5,7.513048E-4,1.234951E-5,1.204011E-4,5.005878E-4,0.004401015,0.004750377,0.01381325,0.007117542,6.582605E-4,2.646528E-5,1.66806E-4,0.001354655,1.164883E-6,5.646793E-9,5.336845E-5,6.697565E-8,2.431885E-6,2.238519E-7,1.406603E-5,2.385057E-10,2.044103E-4,3.953076E-4,1.732799E-5,2.724866E-4,3.913706E-4,0.01497475,5.661067E-4,0.007117764,1.826542E-4,2.754762E-11,6.30316E-9,1.671297E-12,1.235095E-8,1.574901E-15,0.006183978,0.001492411,8.569059,6.473917E-5,484969.9,484969.9
7.720093E-8,14.39855,-2.438942E12,1611.445,1611.445,9.322723E-4,1.0,0.883655,0.004846926,0.001349149,0.02060557,3.379333E-4,7.034962E-4,0.003192479,2.849342E-4,7.924276E-5,1.121642E-4,2.15701E-4,0.01781881,0.001085999,3.520004E-5,7.758793E-4,1.317935E-5,1.163124E-4,5.13017E-4,0.004249244,0.00459557,0.01395314,0.007212368,6.716966E-4,2.769434E-5,1.659972E-4,0.001379594,1.278729E-6,6.06048E-9,5.579647E-5,7.309641E-8,2.617589E-6,2.420763E-7,1.477532E-5,2.724469E-10,2.134328E-4,4.009124E-4,1.861448E-5,2.815986E-4,3.996417E-4,0.01482844,5.839031E-4,0.007102649,1.884283E-4,3.259202E-11,7.093451E-9,1.946893E-12,1.327799E-8,1.848937E-15,0.006110122,0.00143599,8.561655,6.474766E-5,484550.9,484550.9
