Time_Soln#7 (sec),Volume_Soln#7 (cm3),Volumetric_heat_production_rate_Soln#7 (erg/cm3-sec),Surface_temperature_Soln#7 (K),Temperature_Soln#7 (K),Mass_Soln#7 (g),Pressure_Soln#7 (atm),Mole_fraction_H2_Soln#7 (),Mole_fraction_H_Soln#7 (),Mole_fraction_CH4_Soln#7 (),Mole_fraction_CH3_Soln#7 (),Mole_fraction_C2H6_Soln#7 (),Mole_fraction_C2H5_Soln#7 (),Mole_fraction_C2H4_Soln#7 (),Mole_fraction_C2H2_Soln#7 (),Mole_fraction_C3H8_Soln#7 (),Mole_fraction_C3H6_Soln#7 (),Mole_fraction_C3H5-A_Soln#7 (),Mole_fraction_C3H4-P_Soln#7 (),Mole_fraction_C3H4-A_Soln#7 (),Mole_fraction_NC4H10_Soln#7 (),Mole_fraction_IC4H10_Soln#7 (),Mole_fraction_IC4H9_Soln#7 (),Mole_fraction_TC4H9_Soln#7 (),Mole_fraction_IC4H8_Soln#7 (),Mole_fraction_IC4H7_Soln#7 (),Mole_fraction_C4H8-1_Soln#7 (),Mole_fraction_C4H8-2_Soln#7 (),Mole_fraction_C4H71-3_Soln#7 (),Mole_fraction_C4H6_Soln#7 (),Mole_fraction_C4H4_Soln#7 (),Mole_fraction_C6H6_Soln#7 (),Mole_fraction_FULVENE_Soln#7 (),Mole_fraction_C5H6_Soln#7 (),Mole_fraction_C5H5_Soln#7 (),Mole_fraction_MCPTD_Soln#7 (),Mole_fraction_NEOC5H12_Soln#7 (),Mole_fraction_NC5H10_Soln#7 (),Mole_fraction_B1M2_Soln#7 (),Mole_fraction_B1M3_Soln#7 (),Mole_fraction_B2M2_Soln#7 (),Mole_fraction_LC5H8_Soln#7 (),Mole_fraction_DIALLYL_Soln#7 (),Mole_fraction_CYC6H8_Soln#7 (),Mole_fraction_CYC6H10_Soln#7 (),Mole_fraction_NC6H12_Soln#7 (),Mole_fraction_NC7H14_Soln#7 (),Mole_fraction_IC8H16_Soln#7 (),Mole_fraction_DIMEPTD_Soln#7 (),Mole_fraction_C7H8_Soln#7 (),Mole_fraction_C7H7_Soln#7 (),Mole_fraction_C6H5C2H3_Soln#7 (),Mole_fraction_C6H5C2H5_Soln#7 (),Mole_fraction_XYLENE_Soln#7 (),Mole_fraction_NPBENZ_Soln#7 (),Mole_fraction_NC10H20_Soln#7 (),Mole_fraction_IC12H26_Soln#7 (),Molecular_weight_Soln#7 (g/mole),Mass_density_Soln#7 (g/cm3),Unburned_hydrocarbons_Soln#7 (ppm),Volatile_organic_compounds_Soln#7 (ppm)
0.0,15.0,-2.522363E10,1300.0,1300.0,0.001290839,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,8.60559E-5,519545.7,519545.7
2.05792E-10,14.99999,-2.597303E10,1299.999,1299.999,0.001290839,1.0,0.9452587,1.137452E-9,6.034419E-14,1.916921E-9,2.867978E-15,1.354592E-10,1.039608E-10,7.336716E-17,1.158538E-15,1.158264E-9,8.449314E-9,2.048458E-16,9.699568E-14,8.293792E-16,8.845069E-13,2.124084E-9,1.803237E-7,1.547256E-8,4.583517E-8,1.121833E-10,8.99389E-15,8.448266E-9,9.104037E-13,9.796718E-22,9.922648E-15,8.803024E-27,4.085714E-24,1.084073E-26,8.497327E-21,6.996843E-19,7.065628E-11,1.368356E-20,3.975818E-20,3.608996E-23,8.427552E-16,6.336618E-19,2.120406E-21,1.092067E-23,2.882279E-11,2.695372E-11,0.01921548,9.547839E-14,0.007923929,1.058711E-11,1.770032E-26,1.853478E-18,4.761617E-18,4.589041E-19,0.01043316,0.01716838,9.179986,8.605595E-5,519545.6,519545.6
3.246629E-9,14.99987,-3.111409E10,1299.983,1299.983,0.001290839,1.0,0.9452546,1.678871E-7,1.751762E-10,3.230579E-7,9.572551E-12,2.721783E-8,2.068961E-8,2.246178E-14,3.671005E-12,1.862184E-7,1.332938E-7,5.128853E-14,1.346317E-10,2.520159E-12,2.790946E-10,3.360607E-7,3.093045E-6,9.107339E-7,7.230806E-7,2.110131E-8,2.344525E-12,1.330339E-7,2.558229E-10,3.739152E-19,2.564471E-11,3.792887E-22,2.478871E-19,7.196453E-21,3.598342E-16,3.355409E-14,1.298276E-8,6.272757E-16,1.765595E-15,5.636931E-18,2.970633E-11,2.484643E-15,8.319352E-18,4.670937E-19,5.215327E-9,4.913016E-9,0.01921499,2.447541E-10,0.007923894,2.364909E-10,9.312369E-22,6.184748E-15,1.382686E-14,1.452741E-15,0.01043286,0.01716635,9.179946,8.605664E-5,519543.3,519543.3
1.188261E-8,14.99951,-3.319181E10,1299.932,1299.932,0.001290839,1.0,0.9452402,9.6619E-7,4.997803E-9,2.262799E-6,3.220427E-10,2.247941E-7,1.771598E-7,4.691849E-13,1.116411E-10,1.266123E-6,4.889303E-7,6.964348E-13,3.132371E-9,7.084652E-11,4.480387E-9,2.237687E-6,1.127028E-5,5.090876E-6,2.647327E-6,1.559649E-7,3.360721E-11,4.854783E-7,4.858431E-9,1.441747E-17,6.20834E-10,4.592579E-20,1.222154E-16,2.74978E-18,3.506212E-14,3.45805E-12,9.302122E-8,6.537417E-14,1.788494E-13,9.275184E-16,1.834598E-9,1.220968E-13,4.087594E-16,4.568797E-17,3.633597E-8,3.61862E-8,0.01921417,5.936437E-9,0.00792377,2.303966E-9,1.216723E-19,2.078415E-13,3.94809E-13,4.39913E-14,0.01043198,0.01716053,9.179806,8.605871E-5,519535.4,519535.4
3.586272E-8,14.99848,-3.521038E10,1299.783,1299.783,0.001290839,1.0,0.9451967,3.432281E-6,6.950528E-8,1.007432E-5,4.765677E-9,9.999951E-7,9.233063E-7,9.0142E-12,1.397789E-9,6.248459E-6,1.493124E-6,6.70407E-12,3.552526E-8,7.927092E-10,4.469958E-8,9.192017E-6,3.028519E-5,1.799215E-5,8.000377E-6,6.013468E-7,3.311681E-10,1.462266E-6,5.821457E-8,5.906265E-16,7.095968E-9,3.414441E-18,2.200557E-14,3.173854E-16,1.278918E-12,1.31105E-10,3.539971E-7,2.739971E-12,7.369955E-12,4.639983E-14,3.07065E-8,3.409628E-12,1.13464E-14,2.012219E-15,1.328643E-7,1.608681E-7,0.01921179,6.8058E-8,0.007923375,2.123891E-8,6.117939E-18,3.084772E-12,5.504689E-12,5.509792E-13,0.01042936,0.01714426,9.179381,8.606461E-5,519511.4,519511.4
1.271419E-7,14.99436,-4.057667E10,1299.149,1299.149,0.001290839,1.0,0.9449997,1.358096E-5,1.502118E-6,6.483771E-5,9.438248E-8,5.054791E-6,6.606303E-6,3.871458E-10,2.030773E-8,5.023333E-5,5.571164E-6,1.317393E-10,5.165838E-7,9.087146E-9,5.402305E-7,3.181284E-5,7.822878E-5,7.431169E-5,2.852531E-5,2.568338E-6,5.142919E-9,5.202458E-6,8.616266E-7,1.277993E-13,1.029781E-7,8.874486E-16,5.473799E-12,6.022119E-14,6.719582E-11,7.807611E-9,1.52531E-6,2.159664E-10,5.723191E-10,4.181284E-12,5.163011E-7,1.636663E-10,5.280427E-13,1.935304E-13,5.082001E-7,1.087198E-6,0.01920055,9.953967E-7,0.007921289,2.891241E-7,6.138944E-16,6.904612E-11,1.208272E-10,1.036617E-11,0.01041715,0.01708105,9.177432,8.608829E-5,519401.0,519401.0
4.446077E-7,14.97965,-4.537461E10,1296.605,1296.605,0.001290839,1.0,0.944108,4.169553E-5,3.323296E-5,3.920522E-4,2.464175E-6,2.20583E-5,5.053859E-5,1.931797E-8,4.425272E-7,3.586477E-4,2.196829E-5,7.456438E-9,6.292986E-6,1.361872E-7,4.554491E-6,5.751486E-5,1.311076E-4,3.231707E-4,1.010214E-4,1.271571E-5,1.04143E-7,1.819486E-5,1.06806E-5,5.426374E-11,1.2334E-6,3.16876E-13,8.498078E-10,9.263598E-12,2.885044E-9,3.29931E-7,7.605682E-6,1.712681E-8,4.439926E-8,3.931872E-10,6.536782E-6,8.596174E-9,2.577076E-11,1.8127E-11,1.884254E-6,9.44307E-6,0.01913964,1.211879E-5,0.007908989,3.406772E-6,2.325847E-13,4.463666E-9,2.977326E-9,7.929358E-10,0.01035141,0.01685089,9.168453,8.617279E-5,518892.9,518892.9
6.105811E-7,14.97248,-4.469758E10,1295.244,1295.244,0.001290839,1.0,0.9435884,5.19722E-5,6.972715E-5,5.768125E-4,6.075747E-6,3.023583E-5,8.466877E-5,5.209759E-8,1.082909E-6,5.53243E-4,3.085069E-5,2.226634E-8,1.129224E-5,2.991997E-7,7.24511E-6,5.988804E-5,1.360159E-4,4.70081E-4,1.389397E-4,1.996557E-5,2.286864E-7,2.454385E-5,1.940588E-5,2.39095E-10,2.199464E-6,1.37873E-12,2.747239E-9,3.159078E-11,7.085614E-9,7.479047E-7,1.174994E-5,4.93211E-8,1.259741E-7,1.187539E-9,1.175403E-5,2.355321E-8,7.047384E-11,5.450567E-11,2.626943E-6,1.621894E-5,0.01909853,2.170256E-5,0.007900708,6.028028E-6,1.283655E-12,1.51189E-8,6.635879E-9,2.648611E-9,0.01030674,0.01672802,9.163213,8.621406E-5,518596.3,518596.3
6.353309E-7,14.97146,-4.452378E10,1295.043,1295.043,0.001290839,1.0,0.9435095,5.33368E-5,7.634097E-5,6.036415E-4,6.806954E-6,3.136751E-5,9.028689E-5,5.893817E-8,1.212218E-6,5.829046E-4,3.214735E-5,2.550969E-8,1.213051E-5,3.304287E-7,7.66158E-6,6.004099E-5,1.363346E-4,4.925582E-4,1.445718E-4,2.116079E-5,2.52257E-7,2.545124E-5,2.088234E-5,2.870141E-10,2.360958E-6,1.65526E-12,3.171567E-9,3.676045E-11,7.913024E-9,8.24856E-7,1.241387E-5,5.616595E-8,1.431035E-7,1.360423E-9,1.262792E-5,2.66873E-8,8.000154E-11,6.24441E-11,2.738317E-6,1.733883E-5,0.01909199,2.330628E-5,0.007899403,6.461741E-6,1.590341E-12,1.760972E-8,7.327614E-9,3.073959E-9,0.01029963,0.01670966,9.162419,8.621995E-5,518551.4,518551.4
6.655946E-7,14.97023,-4.429316E10,1294.799,1294.799,0.001290839,1.0,0.9434126,5.49552E-5,8.483057E-5,6.360957E-4,7.775521E-6,3.271812E-5,9.73279E-5,6.807507E-8,1.383269E-6,6.193184E-4,3.371775E-5,2.99009E-8,1.318555E-5,3.711539E-7,8.174823E-6,6.018333E-5,1.366324E-4,5.202101E-4,1.514486E-4,2.266287E-5,2.829138E-7,2.654606E-5,2.274498E-5,3.551435E-10,2.56409E-6,2.049523E-12,3.749022E-9,4.387157E-11,9.000038E-9,9.238935E-7,1.324075E-5,6.534771E-8,1.65983E-7,1.593881E-9,1.372741E-5,3.087434E-8,9.283401E-11,7.318144E-11,2.874651E-6,1.874323E-5,0.01908387,2.532354E-5,0.007897785,7.005378E-6,2.043328E-12,2.104465E-8,8.226346E-9,3.656597E-9,0.01029079,0.01668722,9.161445,8.622705E-5,518496.3,518496.3
6.806794E-7,14.96962,-4.417148E10,1294.678,1294.678,0.001290839,1.0,0.9433642,5.574213E-5,8.922576E-5,6.52119E-4,8.28963E-6,3.337756E-5,1.00906E-4,7.29568E-8,1.473949E-6,6.375203E-4,3.449368E-5,3.227217E-8,1.372345E-5,3.925051E-7,8.432151E-6,6.023825E-5,1.367478E-4,5.340581E-4,1.548719E-4,2.342829E-5,2.98959E-7,2.708565E-5,2.369638E-5,3.933603E-10,2.667611E-6,2.271242E-12,4.062053E-9,4.775942E-11,9.573271E-9,9.752575E-7,1.365896E-5,7.026896E-8,1.782026E-7,1.719666E-9,1.42878E-5,3.311115E-8,9.973967E-11,7.897538E-11,2.942659E-6,1.945722E-5,0.01907977,2.635153E-5,0.00789697,7.281603E-6,2.305147E-12,2.292611E-8,8.696154E-9,3.973989E-9,0.01028632,0.01667603,9.160959,8.623055E-5,518468.7,518468.7
7.125409E-7,14.96835,-4.390135E10,1294.423,1294.423,0.001290839,1.0,0.9432617,5.736294E-5,9.886228E-5,6.856088E-4,9.445666E-6,3.474006E-5,1.086093E-4,8.400751E-8,1.677562E-6,6.760614E-4,3.61163E-5,3.769833E-8,1.488514E-5,4.399191E-7,8.978665E-6,6.0324E-5,1.369296E-4,5.634415E-4,1.620924E-4,2.508158E-5,3.345346E-7,2.821186E-5,2.575476E-5,4.842484E-10,2.891095E-6,2.800103E-12,4.781036E-9,5.676799E-11,1.085383E-8,1.088038E-6,1.455517E-5,8.144273E-8,2.058418E-7,2.00678E-9,1.549767E-5,3.81722E-8,1.154977E-10,9.222422E-11,3.086396E-6,2.099483E-5,0.019071,2.857053E-5,0.007895232,7.876016E-6,2.947396E-12,2.729313E-8,9.736399E-9,4.706422E-9,0.01027677,0.0166524,9.159929,8.623785E-5,518410.5,518410.5
7.373714E-7,14.96738,-4.367965E10,1294.225,1294.225,0.001290839,1.0,0.9431816,5.858867E-5,1.067007E-4,7.113616E-4,1.041397E-5,3.577326E-5,1.147461E-4,9.333562E-8,1.847793E-6,7.061756E-4,3.736444E-5,4.233616E-8,1.58139E-5,4.790624E-7,9.407175E-6,6.036596E-5,1.370201E-4,5.864608E-4,1.677095E-4,2.640453E-5,3.638517E-7,2.907674E-5,2.740381E-5,5.654228E-10,3.069704E-6,3.274216E-12,5.398103E-9,6.457887E-11,1.191839E-8,1.1799E-6,1.526549E-5,9.090581E-8,2.291417E-7,2.251426E-9,1.646458E-5,4.244039E-8,1.289334E-10,1.035398E-10,3.19849E-6,2.222014E-5,0.01906407,3.034356E-5,0.007893862,8.349177E-6,3.541715E-12,3.108626E-8,1.059233E-8,5.33824E-9,0.01026922,0.016634,9.159125,8.624344E-5,518364.9,518364.9
7.617536E-7,14.96644,-4.345348E10,1294.032,1294.032,0.001290839,1.0,0.9431028,5.976165E-5,1.146736E-4,7.363423E-4,1.142342E-5,3.676338E-5,1.208826E-4,1.031241E-7,2.024949E-6,7.35802E-4,3.857505E-5,4.725428E-8,1.674529E-5,5.193764E-7,9.829964E-6,6.038898E-5,1.370716E-4,6.09161E-4,1.732164E-4,2.773302E-5,3.940235E-7,2.991505E-5,2.90603E-5,6.547201E-10,3.248777E-6,3.797598E-12,6.054637E-9,7.296157E-11,1.302132E-8,1.273418E-6,1.597286E-5,1.008618E-7,2.535552E-7,2.510139E-9,1.74339E-5,4.691402E-8,1.431622E-10,1.155325E-10,3.308611E-6,2.34456E-5,0.01905719,3.21207E-5,0.007892504,8.821858E-6,4.215404E-12,3.516233E-8,1.147143E-8,6.013135E-9,0.01026171,0.01661593,9.158334,8.624886E-5,518320.2,518320.2
7.808508E-7,14.96571,-4.327101E10,1293.881,1293.881,0.001290839,1.0,0.943041,6.065985E-5,1.211068E-4,7.556901E-4,1.225528E-5,3.752203E-5,1.257635E-4,1.112363E-7,2.170702E-6,7.590398E-4,3.951235E-5,5.136716E-8,1.748789E-5,5.52255E-7,1.01624E-5,6.039593E-5,1.370893E-4,6.270045E-4,1.775233E-4,2.879392E-5,4.186004E-7,3.056403E-5,3.038289E-5,7.317632E-10,3.39153E-6,4.250611E-12,6.605181E-9,8.004364E-11,1.392548E-8,1.34892E-6,1.65336E-5,1.091305E-7,2.737573E-7,2.725951E-9,1.820651E-5,5.061682E-8,1.550541E-10,1.255573E-10,3.394889E-6,2.442041E-5,0.01905174,3.353699E-5,0.007891432,9.197441E-6,4.811759E-12,3.860922E-8,1.218672E-8,6.580864E-9,0.01025578,0.01660178,9.157713,8.625305E-5,518285.1,518285.1
8.077515E-7,14.9647,-4.300682E10,1293.671,1293.671,0.001290839,1.0,0.9429537,6.189541E-5,1.304459E-4,7.826107E-4,1.34894E-5,3.856562E-5,1.327471E-4,1.233424E-7,2.386541E-6,7.918146E-4,4.081559E-5,5.756263E-8,1.855295E-5,6.005127E-7,1.063246E-5,6.039125E-5,1.370845E-4,6.522293E-4,1.835802E-4,3.031863E-5,4.546499E-7,3.146682E-5,3.228248E-5,8.516047E-10,3.596251E-6,4.957795E-12,7.436768E-9,9.082447E-11,1.525978E-8,1.458568E-6,1.733321E-5,1.214962E-7,3.038503E-7,3.050157E-9,1.931425E-5,5.613349E-8,1.729661E-10,1.406526E-10,3.516451E-6,2.581521E-5,0.01904399,3.556734E-5,0.00788991,9.734145E-6,5.764496E-12,4.386056E-8,1.323415E-8,7.44099E-9,0.01024732,0.01658186,9.156839,8.625888E-5,518235.6,518235.6
8.56444E-7,14.96292,-4.251003E10,1293.292,1293.292,0.001290839,1.0,0.9427954,6.404697E-5,1.481596E-4,8.303239E-4,1.591198E-5,4.038077E-5,1.456989E-4,1.473332E-7,2.808884E-6,8.512374E-4,4.312108E-5,7.002579E-8,2.053549E-5,6.936516E-7,1.14881E-5,6.034643E-5,1.370012E-4,6.981399E-4,1.945134E-4,3.316852E-5,5.241832E-7,3.306706E-5,3.582615E-5,1.105241E-9,3.977313E-6,6.46375E-12,9.116615E-9,1.128758E-10,1.785793E-8,1.666596E-6,1.880877E-5,1.460798E-7,3.632833E-7,3.699361E-9,2.137518E-5,6.702958E-8,2.090372E-10,1.710051E-10,3.736532E-6,2.840195E-5,0.01902972,3.934384E-5,0.007887121,1.072711E-5,7.86886E-12,5.461146E-8,1.52484E-8,9.185847E-9,0.01023177,0.01654585,9.155254,8.626919E-5,518145.9,518145.9
8.79256E-7,14.9621,-4.227016E10,1293.116,1293.116,0.001290839,1.0,0.942721,6.501869E-5,1.568096E-4,8.522177E-4,1.713189E-5,4.11988E-5,1.518996E-4,1.595184E-7,3.020895E-6,8.791091E-4,4.417632E-5,7.644188E-8,2.148768E-5,7.398484E-7,1.189086E-5,6.031194E-5,1.369347E-4,7.197527E-4,1.996216E-4,3.454344E-5,5.586653E-7,3.380174E-5,3.753139E-5,1.241772E-9,4.160349E-6,7.279132E-12,9.984481E-9,1.243964E-10,1.915721E-8,1.768175E-6,1.951217E-5,1.586002E-7,3.933651E-7,4.032136E-9,2.236454E-5,7.254356E-8,2.276443E-10,1.866266E-10,3.839638E-6,2.964019E-5,0.01902294,4.115639E-5,0.007885801,1.120125E-5,9.044872E-12,6.023067E-8,1.624432E-8,1.009023E-8,0.01022438,0.01652899,9.154511,8.627391E-5,518103.8,518103.8
9.195614E-7,14.96068,-4.183697E10,1292.808,1292.808,0.001290839,1.0,0.9425896,6.668116E-5,1.726276E-4,8.901714E-4,1.942182E-5,4.259447E-5,1.63054E-4,1.825642E-7,3.417696E-6,9.283882E-4,4.600014E-5,8.87199E-8,2.320509E-5,8.254537E-7,1.260511E-5,6.023377E-5,1.367818E-4,7.580895E-4,2.086243E-4,3.70344E-5,6.225713E-7,3.507647E-5,4.061181E-5,1.513265E-9,4.490542E-6,8.909365E-12,1.165012E-8,1.46724E-10,2.158246E-8,1.953872E-6,2.077321E-5,1.823336E-7,4.500658E-7,4.666448E-9,2.414823E-5,8.293193E-8,2.633512E-10,2.165179E-10,4.021782E-6,3.186723E-5,0.01901082,4.442356E-5,0.007883448,1.205197E-5,1.146124E-11,7.112118E-8,1.808508E-8,1.182994E-8,0.01021116,0.01649924,9.153197,8.628208E-5,518029.5,518029.5
9.555136E-7,14.95944,-4.144195E10,1292.536,1292.536,0.001290839,1.0,0.9424721,6.810726E-5,1.873008E-4,9.23231E-4,2.161096E-5,4.378679E-5,1.732102E-4,2.047913E-7,3.795645E-6,9.723682E-4,4.758171E-5,1.007251E-7,2.477342E-5,9.060844E-7,1.324478E-5,6.014837E-5,1.366135E-4,7.924367E-4,2.166296E-4,3.932238E-5,6.82798E-7,3.618843E-5,4.342975E-5,1.790643E-9,4.792176E-6,1.058595E-11,1.328407E-8,1.688765E-10,2.388684E-8,2.126027E-6,2.191707E-5,2.052825E-7,5.045173E-7,5.283746E-9,2.577626E-5,9.289913E-8,2.984145E-10,2.457473E-10,4.184192E-6,3.38943E-5,0.01899986,4.740494E-5,0.007881328,1.282389E-5,1.402444E-11,8.192238E-8,1.981389E-8,1.354017E-8,0.0101992,0.01647275,9.152025,8.62892E-5,517963.2,517963.2
1.008227E-6,14.95769,-4.085096E10,1292.142,1292.142,0.001290839,1.0,0.9422998,7.010503E-5,2.097475E-4,9.703344E-4,2.507326E-5,4.544751E-5,1.884364E-4,2.403015E-7,4.390742E-6,0.001036865,4.982065E-5,1.202056E-7,2.713207E-5,1.031524E-6,1.418645E-5,6.000163E-5,1.363231E-4,8.430314E-4,2.283226E-4,4.278846E-5,7.766004E-7,3.77763E-5,4.767563E-5,2.263298E-9,5.246067E-6,1.346543E-11,1.594469E-8,2.054148E-10,2.750873E-8,2.389123E-6,2.362529E-5,2.42049E-7,5.910479E-7,6.27989E-9,2.822327E-5,1.087123E-7,3.556703E-10,2.931932E-10,4.422155E-6,3.693182E-5,0.01898355,5.1885E-5,0.007878189,1.397605E-5,1.858054E-11,9.972056E-8,2.249534E-8,1.632959E-8,0.01018141,0.01643396,9.150308,8.629932E-5,517866.0,517866.0
1.048919E-6,14.95638,-4.038718E10,1291.842,1291.842,0.001290839,1.0,0.9421666,7.157415E-5,2.278108E-4,0.001005578,2.795302E-5,4.666037E-5,2.004499E-4,2.701425E-7,4.883332E-6,0.001086647,5.148219E-5,1.368365E-7,2.899869E-5,1.134163E-6,1.491606E-5,5.987418E-5,1.360702E-4,8.822621E-4,2.373119E-4,4.555358E-5,8.534767E-7,3.89678E-5,5.104182E-5,2.686791E-9,5.605543E-6,1.606669E-11,1.822371E-8,2.371202E-10,3.050438E-8,2.600571E-6,2.496816E-5,2.730323E-7,6.633442E-7,7.125446E-9,3.015865E-5,1.21893E-7,4.049307E-10,3.337234E-10,4.605675E-6,3.932694E-5,0.01897077,5.542743E-5,0.007875743,1.488054E-5,2.283677E-11,1.151408E-7,2.468318E-8,1.872109E-8,0.01016748,0.01640409,9.148983,8.630689E-5,517791.0,517791.0
1.092422E-6,14.95502,-3.9886E10,1291.524,1291.524,0.001290839,1.0,0.9420242,7.307685E-5,2.478066E-4,0.001042175,3.12321E-5,4.78925E-5,2.135303E-4,3.044323E-7,5.441724E-6,0.001139842,5.319269E-5,1.562143E-7,3.103615E-5,1.249406E-6,1.569826E-5,5.972694E-5,1.357777E-4,9.24353E-4,2.468852E-4,4.859443E-5,9.399524E-7,4.02089E-5,5.472152E-5,3.201222E-9,5.998243E-6,1.925021E-11,2.088656E-8,2.745883E-10,3.390102E-8,2.834325E-6,2.642599E-5,3.087221E-7,7.459706E-7,8.105603E-9,3.227005E-5,1.369155E-7,4.627894E-10,3.809853E-10,4.801654E-6,4.193304E-5,0.01895694,5.929112E-5,0.007873107,1.586053E-5,2.819772E-11,1.333299E-7,2.713411E-8,2.151571E-8,0.0101524,0.01637222,9.147567,8.631474E-5,517710.9,517710.9
1.133164E-6,14.95378,-3.941297E10,1291.231,1291.231,0.001290839,1.0,0.9418909,7.442257E-5,2.671551E-4,0.001075439,3.449123E-5,4.898791E-5,2.259921E-4,3.388187E-7,5.994192E-6,0.001189627,5.473215E-5,1.759121E-7,3.298173E-5,1.362424E-6,1.643259E-5,5.95805E-5,1.354866E-4,9.639004E-4,2.558154E-4,5.152034E-5,1.024947E-6,4.134093E-5,5.824006E-5,3.745363E-9,6.373587E-6,2.264268E-11,2.36004E-8,3.131969E-10,3.726516E-8,3.060176E-6,2.781119E-5,3.445986E-7,8.283741E-7,9.096896E-9,3.428518E-5,1.518475E-7,5.221229E-10,4.290755E-10,4.984957E-6,4.441408E-5,0.01894384,6.297779E-5,0.00787062,1.678933E-5,3.406835E-11,1.520304E-7,2.953289E-8,2.436258E-8,0.01013812,0.01634243,9.146243,8.632187E-5,517635.9,517635.9
1.170378E-6,14.95269,-3.897885E10,1290.965,1290.965,0.001290839,1.0,0.9417691,7.560127E-5,2.853376E-4,0.001104974,3.762707E-5,4.994061E-5,2.375454E-4,3.721735E-7,6.523493E-6,0.001235063,5.60851E-5,1.952552E-7,3.4789E-5,1.469887E-6,1.710461E-5,5.944069E-5,1.352086E-4,0.001000121,2.639417E-4,5.425762E-5,1.105942E-6,4.234961E-5,6.151231E-5,4.298889E-9,6.72259E-6,2.611728E-11,2.627134E-8,3.515744E-10,4.04936E-8,3.272099E-6,2.909254E-5,3.794754E-7,9.078929E-7,1.006584E-8,3.615618E-5,1.662048E-7,5.808995E-10,4.763513E-10,5.152162E-6,4.671251E-5,0.01893175,6.640004E-5,0.007868336,1.764606E-5,4.022728E-11,1.705739E-7,3.180999E-8,2.7162E-8,0.01012495,0.01631529,9.145036,8.63282E-5,517567.6,517567.6
1.228204E-6,14.95104,-3.830241E10,1290.559,1290.559,0.001290839,1.0,0.9415801,7.734024E-5,3.145199E-4,0.001149266,4.279958E-5,5.133375E-5,2.55803E-4,4.277299E-7,7.391947E-6,0.001305573,5.808621E-5,2.279517E-7,3.765128E-5,1.644714E-6,1.815083E-5,5.921394E-5,1.347578E-4,0.001056566,2.765096E-4,5.863048E-5,1.23812E-6,4.386963E-5,6.670156E-5,5.274164E-9,7.276053E-6,3.229031E-11,3.079776E-8,4.173884E-10,4.580608E-8,3.611571E-6,3.11124E-5,4.377239E-7,1.039494E-6,1.169458E-8,3.911771E-5,1.89844E-7,6.813971E-10,5.563899E-10,5.411483E-6,5.034104E-5,0.01891276,7.181555E-5,0.007864764,1.899114E-5,5.148185E-11,2.022667E-7,3.550805E-8,3.189838E-8,0.01010426,0.01627322,9.143164,8.633769E-5,517461.6,517461.6
1.27203E-6,14.94985,-3.778969E10,1290.256,1290.256,0.001290839,1.0,0.9414369,7.858571E-5,3.373626E-4,0.001181552,4.696141E-5,5.23218E-5,2.698745E-4,4.728862E-7,8.086754E-6,0.001358926,5.952102E-5,2.549367E-7,3.986197E-5,1.783427E-6,1.894503E-5,5.903564E-5,1.344033E-4,0.001099462,2.859857E-4,6.203894E-5,1.343389E-6,4.498388E-5,7.071471E-5,6.113531E-9,7.704183E-6,3.764904E-11,3.454299E-8,4.725137E-10,5.007321E-8,3.876714E-6,3.266539E-5,4.852048E-7,1.14573E-6,1.303107E-8,4.140373E-5,2.088086E-7,7.654053E-10,6.225733E-10,5.607583E-6,5.313432E-5,0.01889819,7.599461E-5,0.007862041,2.002027E-5,6.15306E-11,2.287058E-7,3.843757E-8,3.580841E-8,0.01008841,0.01624144,9.141748,8.63446E-5,517381.5,517381.5
1.300563E-6,14.94909,-3.745645E10,1290.061,1290.061,0.001290839,1.0,0.9413438,7.936401E-5,3.525582E-4,0.001201984,4.9782E-5,5.293489E-5,2.791383E-4,5.037079E-7,8.55574E-6,0.001393616,6.041746E-5,2.735529E-7,4.131939E-5,1.876546E-6,1.946256E-5,5.891703E-5,1.341676E-4,0.001127436,2.92132E-4,6.430046E-5,1.414246E-6,4.569206E-5,7.336269E-5,6.709428E-9,7.986764E-6,4.14764E-11,3.713113E-8,5.109329E-10,5.296318E-8,4.05281E-6,3.368616E-5,5.176802E-7,1.217889E-6,1.394939E-8,4.291018E-5,2.216268E-7,8.239102E-10,6.683004E-10,5.735032E-6,5.497163E-5,0.01888864,7.874801E-5,0.007860261,2.069414E-5,6.88464E-11,2.47075E-7,4.040233E-8,3.850517E-8,0.01007802,0.0162208,9.140828,8.634897E-5,517329.5,517329.5
