Time_Soln#24 (sec),Volume_Soln#24 (cm3),Volumetric_heat_production_rate_Soln#24 (erg/cm3-sec),Surface_temperature_Soln#24 (K),Temperature_Soln#24 (K),Mass_Soln#24 (g),Pressure_Soln#24 (atm),Mole_fraction_H2_Soln#24 (),Mole_fraction_H_Soln#24 (),Mole_fraction_CH4_Soln#24 (),Mole_fraction_CH3_Soln#24 (),Mole_fraction_C2H6_Soln#24 (),Mole_fraction_C2H5_Soln#24 (),Mole_fraction_C2H4_Soln#24 (),Mole_fraction_C2H3_Soln#24 (),Mole_fraction_C2H2_Soln#24 (),Mole_fraction_C3H8_Soln#24 (),Mole_fraction_IC3H7_Soln#24 (),Mole_fraction_NC3H7_Soln#24 (),Mole_fraction_C3H6_Soln#24 (),Mole_fraction_C3H5-A_Soln#24 (),Mole_fraction_C3H4-P_Soln#24 (),Mole_fraction_C3H4-A_Soln#24 (),Mole_fraction_C3H3_Soln#24 (),Mole_fraction_C3H2_Soln#24 (),Mole_fraction_PC4H9_Soln#24 (),Mole_fraction_IC4H10_Soln#24 (),Mole_fraction_IC4H9_Soln#24 (),Mole_fraction_TC4H9_Soln#24 (),Mole_fraction_IC4H8_Soln#24 (),Mole_fraction_IC4H7_Soln#24 (),Mole_fraction_C4H8-1_Soln#24 (),Mole_fraction_C4H71-3_Soln#24 (),Mole_fraction_C4H6_Soln#24 (),Mole_fraction_C4H5_Soln#24 (),Mole_fraction_C4H4_Soln#24 (),Mole_fraction_C4H2_Soln#24 (),Mole_fraction_C6H6_Soln#24 (),Mole_fraction_FULVENE_Soln#24 (),Mole_fraction_C5H6_Soln#24 (),Mole_fraction_C10H8_Soln#24 (),Mole_fraction_NEOC5H12_Soln#24 (),Mole_fraction_NC5H10_Soln#24 (),Mole_fraction_LC5H8_Soln#24 (),Mole_fraction_NC6H12_Soln#24 (),Mole_fraction_NC7H14_Soln#24 (),Mole_fraction_IC8H17_Soln#24 (),Mole_fraction_IC8H16_Soln#24 (),Mole_fraction_DIMEPTD_Soln#24 (),Mole_fraction_C7H8_Soln#24 (),Mole_fraction_C7H7_Soln#24 (),Mole_fraction_C6H5C2H_Soln#24 (),Mole_fraction_C12H8_Soln#24 (),Mole_fraction_C14H10_Soln#24 (),Mole_fraction_BIN1B_Soln#24 (),Mole_fraction_NC10H20_Soln#24 (),Mole_fraction_IC12H26_Soln#24 (),Molecular_weight_Soln#24 (g/mole),Mass_density_Soln#24 (g/cm3),Unburned_hydrocarbons_Soln#24 (ppm),Volatile_organic_compounds_Soln#24 (ppm)
0.0,15.0,-1.725151E15,2150.0,2150.0,7.80507E-4,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,5.20338E-5,519545.7,519545.7
3.885365E-14,14.99994,-1.726356E15,2149.982,2149.982,7.80507E-4,1.0,0.9452549,1.964306E-9,5.622297E-17,9.692865E-10,1.25657E-18,2.947372E-11,2.287644E-11,2.347499E-13,4.567321E-17,6.458802E-19,3.665841E-17,2.593013E-11,5.288585E-10,9.729529E-8,1.3275E-16,7.20878E-13,2.047822E-18,3.519878E-29,3.592052E-11,6.078348E-14,1.956135E-9,3.988179E-6,4.606713E-9,4.529027E-7,2.453853E-11,9.728548E-8,7.559738E-12,3.275167E-21,3.462568E-19,1.649785E-19,5.064096E-18,1.097813E-27,2.570637E-26,5.365198E-30,1.950618E-21,2.133766E-11,3.826306E-20,6.32401E-12,1.250107E-11,3.529435E-6,0.019215,1.53438E-16,0.007923897,4.542744E-11,6.559392E-36,7.970382E-48,8.724639E-22,1.559242E-41,0.01043294,0.01716491,9.179949,5.203401E-5,519543.5,519543.5
2.389011E-12,14.9963,-1.788997E15,2148.879,2148.879,7.80507E-4,1.0,0.9449991,6.728561E-6,1.127829E-11,3.445165E-6,2.588238E-13,1.083762E-7,8.393075E-8,9.138225E-10,1.893047E-13,1.328016E-13,7.517508E-12,9.501394E-8,1.867476E-6,5.951873E-6,8.123163E-13,2.712309E-9,3.511702E-13,3.40758E-22,1.311893E-7,2.38256E-10,7.067688E-6,2.434737E-4,8.898198E-6,2.770477E-5,8.987195E-8,5.915303E-6,2.824594E-8,6.998458E-16,1.428435E-14,6.187274E-16,8.929955E-13,1.03058E-20,2.823783E-19,4.449983E-23,2.141217E-14,7.817663E-8,2.256035E-13,2.309167E-8,4.563239E-8,1.954255E-4,0.01919161,1.96344E-11,0.00792175,2.795049E-9,8.190474E-29,4.883507E-36,3.300733E-18,1.715121E-34,0.0104184,0.01694884,9.177465,5.204663E-5,519402.9,519402.9
2.324203E-11,14.97012,-1.859201E15,2138.468,2138.468,7.80507E-4,1.0,0.9420654,3.634608E-4,7.151865E-9,2.046361E-4,1.971338E-10,8.097702E-6,6.176787E-6,1.017339E-7,3.191913E-11,1.059637E-10,5.495311E-9,6.916332E-6,1.044632E-4,5.521401E-5,2.29334E-10,2.441075E-7,2.346501E-10,2.155924E-17,9.317347E-6,2.682642E-8,4.70334E-4,0.002108912,4.922578E-4,2.5896E-4,6.519541E-6,5.216606E-5,2.409901E-6,1.575665E-12,1.049549E-11,5.444344E-14,5.339466E-10,5.983634E-17,1.960818E-15,3.023515E-19,1.198088E-10,5.676376E-6,1.173081E-9,1.636926E-6,3.226421E-6,8.434729E-4,0.0193818,1.166172E-8,0.007897122,3.069599E-8,1.186851E-24,3.115054E-29,4.11275E-16,2.114182E-30,0.01028753,0.01521482,9.148974,5.213766E-5,517790.5,517790.5
7.703789E-11,14.92136,-1.368835E15,2115.355,2115.355,7.80507E-4,1.0,0.9349291,0.001502298,1.29714E-7,9.827012E-4,4.709629E-9,5.284613E-5,3.968987E-5,1.208634E-6,7.173314E-10,3.055553E-9,1.20239E-7,4.331357E-5,4.614301E-4,1.636217E-4,3.268691E-9,2.325516E-6,4.802523E-9,6.468696E-15,5.621554E-5,3.116147E-7,0.002669808,0.004884719,0.002155096,7.911085E-4,4.064806E-5,1.38437E-4,2.073741E-5,1.534082E-10,2.614784E-10,5.030183E-13,8.843574E-9,3.873147E-15,2.76179E-13,2.182621E-17,5.406284E-9,3.512013E-5,4.794377E-8,9.831379E-6,1.929336E-5,7.161616E-4,0.02021162,1.968668E-7,0.007837116,1.504615E-7,2.741557E-22,1.032846E-25,9.728679E-15,7.500185E-28,0.009992726,0.01195735,9.079662,5.230802E-5,513867.7,513867.7
2.055062E-10,14.84336,-7.459582E14,2081.002,2081.002,7.80507E-4,1.0,0.9245832,0.003107537,9.061865E-7,0.00226582,4.366155E-8,1.621714E-4,1.22705E-4,7.129967E-6,9.560482E-9,3.659235E-8,9.825148E-7,1.272914E-4,0.001036808,3.604648E-4,1.911968E-8,1.263278E-5,4.114556E-8,3.370066E-13,1.605735E-4,1.878178E-6,0.00702561,0.00741217,0.004620288,0.001825175,1.193886E-4,2.49428E-4,9.546717E-5,4.099086E-9,2.584976E-9,2.698207E-12,5.777269E-8,1.261301E-13,1.415465E-11,5.280585E-16,6.242428E-8,9.984405E-5,4.681207E-7,2.783846E-5,5.442859E-5,3.801696E-4,0.02098073,1.310476E-6,0.007749589,6.285401E-7,2.572853E-20,5.741953E-23,1.422875E-13,1.241541E-25,0.009490442,0.007692418,8.97915,5.258292E-5,508179.2,508179.2
4.801071E-10,14.74879,-3.510518E14,2044.2,2044.2,7.80507E-4,1.0,0.9140669,0.004659105,3.620062E-6,0.003534404,2.268749E-7,3.338373E-4,2.616981E-4,2.448521E-5,7.716491E-8,2.404152E-7,4.436794E-6,2.508171E-4,0.001713522,6.579386E-4,7.343539E-8,4.768138E-5,2.101344E-7,6.447477E-12,3.131837E-4,7.136463E-6,0.01147138,0.009652376,0.006840447,0.003467967,2.369649E-4,3.342271E-4,2.861275E-4,4.597399E-8,1.39991E-8,1.086367E-11,2.291405E-7,2.676248E-12,2.582444E-10,6.663618E-15,3.41397E-7,1.861657E-4,2.06663E-6,5.365799E-5,1.048392E-4,1.565408E-4,0.02080859,5.142755E-6,0.007658986,2.054855E-6,1.174408E-18,9.138622E-21,1.246172E-12,8.6167E-24,0.008798139,0.003915293,8.876909,5.292006E-5,502392.8,502392.8
1.08712E-9,14.64266,-1.56908E14,2007.397,2007.397,7.80507E-4,1.0,0.9041461,0.006065418,1.142171E-5,0.00473085,9.419812E-7,5.972534E-4,4.955603E-4,6.267856E-5,4.770412E-7,1.222005E-6,1.565066E-5,4.216119E-4,0.002575766,0.001104882,2.833391E-7,1.538874E-4,8.577627E-7,8.073493E-11,5.250954E-4,2.166304E-5,0.01488132,0.01177622,0.008420124,0.005943817,4.062507E-4,3.544934E-4,6.727374E-4,3.406021E-7,5.673266E-8,4.529745E-11,7.418247E-7,4.26695E-11,2.832278E-9,6.790423E-14,1.370553E-6,2.891875E-4,6.538588E-6,8.882911E-5,1.741625E-4,4.435432E-5,0.01911479,1.559838E-5,0.007569166,5.921388E-6,4.165148E-17,8.49915E-19,8.726087E-12,4.071689E-22,0.007841781,0.001369591,8.780276,5.330363E-5,496923.9,496923.9
2.214429E-9,14.5396,-8.273148E13,1974.318,1974.318,7.80507E-4,1.0,0.8956075,0.007258924,2.87348E-5,0.006019312,3.00508E-6,9.349662E-4,8.37091E-4,1.222207E-4,2.029567E-6,4.509028E-6,4.163047E-5,6.068325E-4,0.003708083,0.00165546,1.088664E-6,3.933592E-4,2.650254E-6,6.114146E-10,7.556172E-4,5.107268E-5,0.0168081,0.0132643,0.009283328,0.00882399,6.067219E-4,3.134596E-4,0.001211123,1.570253E-6,1.639881E-7,1.891749E-10,1.908697E-6,3.98442E-10,1.773406E-8,5.10469E-13,4.039239E-6,3.801805E-4,1.537547E-5,1.270663E-4,2.511276E-4,9.251588E-6,0.01619261,3.531433E-5,0.007483666,1.406182E-5,9.313794E-16,3.449254E-17,4.350329E-11,1.013199E-20,0.006725817,3.393721E-4,8.696803,5.368147E-5,492199.6,492199.6
3.270082E-9,14.4776,-6.04708E13,1954.706,1954.706,7.80507E-4,1.0,0.8905608,0.007970996,4.736615E-5,0.007063615,5.555926E-6,0.001166269,0.001111539,1.696793E-4,4.304894E-6,8.905913E-6,6.765388E-5,7.108782E-4,0.004621688,0.002017806,2.428241E-6,6.336007E-4,4.795199E-6,1.771494E-9,8.843033E-4,7.889819E-5,0.01743047,0.01385651,0.009678182,0.01056931,7.352345E-4,2.773318E-4,0.001576561,3.378028E-6,2.772925E-7,4.47306E-10,3.150363E-6,1.268503E-9,4.446956E-8,1.590181E-12,7.123964E-6,4.209037E-4,2.349921E-5,1.493078E-4,2.972031E-4,3.17363E-6,0.01413688,5.232267E-5,0.007427499,2.223606E-5,5.294573E-15,2.406856E-16,1.024462E-10,5.703859E-20,0.006002345,1.231157E-4,8.647284,5.391136E-5,489397.1,489397.1
3.845254E-9,14.45061,-5.326874E13,1946.083,1946.083,7.80507E-4,1.0,0.8883166,0.008289729,5.844014E-5,0.00761897,7.148616E-6,0.001270313,0.001251056,1.936941E-4,5.849208E-6,1.173859E-5,8.175463E-5,7.511791E-4,0.005091509,0.002177055,3.419046E-6,7.653034E-4,6.118409E-6,2.739361E-9,9.334284E-4,9.390345E-5,0.01758813,0.01404091,0.009853272,0.01129476,7.911512E-4,2.612647E-4,0.001738923,4.583265E-6,3.414411E-7,6.469112E-10,3.873175E-6,2.025339E-9,6.40861E-8,2.576556E-12,9.008579E-6,4.342327E-4,2.780454E-5,1.583381E-4,3.163579E-4,1.9808E-6,0.01322524,6.094058E-5,0.007400927,2.683805E-5,1.10117E-14,5.302405E-16,1.457597E-10,1.166148E-19,0.005682596,7.61742E-5,8.625218,5.401204E-5,488148.3,488148.3
4.401692E-9,14.42762,-4.792216E13,1938.658,1938.658,7.80507E-4,1.0,0.8863647,0.008567373,6.976254E-5,0.008151731,8.810229E-6,0.001359569,0.001381353,2.161494E-4,7.539235E-6,1.473428E-5,9.513815E-5,7.822905E-4,0.005532643,0.002311921,4.559781E-6,8.917904E-4,7.493949E-6,3.932606E-9,9.70723E-4,1.082627E-4,0.01766815,0.01416073,0.01001103,0.0118888,8.383606E-4,2.477529E-4,0.001877556,5.878129E-6,4.046314E-7,8.829809E-10,4.599546E-6,2.974117E-9,8.63069E-8,3.874465E-12,1.096036E-5,4.433586E-4,3.188263E-5,1.656187E-4,3.320705E-4,1.34145E-6,0.01245053,6.887046E-5,0.007376951,3.136909E-5,2.037464E-14,1.016516E-15,1.953832E-10,2.116692E-19,0.005409258,4.965913E-5,8.606002,5.409812E-5,487060.7,487060.7
4.873028E-9,14.41006,-4.423306E13,1932.927,1932.927,7.80507E-4,1.0,0.8848437,0.008783558,7.981732E-5,0.008600123,1.030459E-5,0.00142768,0.00148883,2.347385E-4,9.118715E-6,1.74505E-5,1.062069E-4,8.037431E-4,0.005897606,0.002413811,5.668676E-6,9.977358E-4,8.729816E-6,5.157849E-9,9.958911E-4,1.202891E-4,0.01769458,0.0142277,0.01013897,0.01232516,8.740023E-4,2.376213E-4,0.001983214,7.065271E-6,4.589527E-7,1.117472E-9,5.234065E-6,3.956851E-9,1.075402E-7,5.285298E-12,1.270884E-5,4.489285E-4,3.526992E-5,1.708888E-4,3.436366E-4,1.011831E-6,0.01186294,7.529387E-5,0.007357684,3.525964E-5,3.246131E-14,1.650972E-15,2.434623E-10,3.315847E-19,0.005200362,3.539313E-5,8.591013,5.416402E-5,486212.4,486212.4
5.657986E-9,14.384,-3.926991E13,1924.293,1924.293,7.80507E-4,1.0,0.8825253,0.009111813,9.749626E-5,0.009341111,1.295977E-5,0.001528069,0.001663057,2.65082E-4,1.204611E-5,2.230251E-5,1.239931E-4,8.314534E-4,0.006490058,0.002562509,7.809083E-6,0.001171036,1.092769E-5,7.672497E-9,0.001027206,1.400176E-4,0.01767569,0.01428503,0.01034413,0.01294281,9.261115E-4,2.229451E-4,0.00213937,9.208635E-6,5.510806E-7,1.580943E-9,6.326953E-6,5.982078E-9,1.47629E-7,8.385228E-12,1.580659E-5,4.549686E-4,4.077658E-5,1.782094E-4,3.600543E-4,6.928087E-7,0.01099939,8.543765E-5,0.007327279,4.183057E-5,6.456196E-14,3.339049E-15,3.36066E-10,6.41405E-19,0.004890109,2.097393E-5,8.568138,5.426217E-5,484917.8,484917.8
6.621225E-9,14.35634,-3.455848E13,1914.933,1914.933,7.80507E-4,1.0,0.8799705,0.009469912,1.207606E-4,0.01023988,1.648661E-5,0.001632476,0.001870319,3.016339E-4,1.614042E-5,2.875325E-5,1.44591E-4,8.547549E-4,0.007194072,0.002715587,1.093969E-5,0.001377488,1.385689E-5,1.164379E-8,0.00105135,1.636881E-4,0.01757411,0.01428535,0.01058593,0.01355514,9.801189E-4,2.079193E-4,0.002303597,1.209132E-5,6.67347E-7,2.278416E-9,7.72465E-6,9.171916E-9,2.045578E-7,1.373306E-11,1.990874E-5,4.584859E-4,4.731122E-5,1.852573E-4,3.763959E-4,4.978359E-7,0.01009726,9.702352E-5,0.007292241,5.002444E-5,1.337108E-13,6.937361E-15,4.715491E-10,1.286776E-18,0.004560897,1.169311E-5,8.542888,5.436672E-5,483488.8,483488.8
7.49757E-9,14.33444,-3.11654E13,1907.346,1907.346,7.80507E-4,1.0,0.8778648,0.009760307,1.433994E-4,0.01104649,1.994022E-5,0.001712476,0.002053844,3.344959E-4,2.03432E-5,3.503447E-5,1.620906E-4,8.681666E-4,0.007814989,0.002832152,1.42692E-5,0.001558899,1.673831E-5,1.618763E-8,0.001062832,1.846923E-4,0.01742844,0.01423605,0.01079825,0.01400583,0.001021755,1.96462E-4,0.002432138,1.492514E-5,7.768103E-7,3.039486E-9,9.04552E-6,1.278529E-8,2.634247E-7,2.039716E-11,2.390996E-5,4.591839E-4,5.305214E-5,1.902611E-4,3.884696E-4,4.070775E-7,0.009394762,1.068222E-4,0.00726208,5.757971E-5,2.38393E-13,1.227402E-14,6.161939E-10,2.235407E-18,0.00430023,7.190903E-6,8.522044,5.444978E-5,482309.1,482309.1
8.373116E-9,14.31507,-2.837492E13,1900.48,1900.48,7.80507E-4,1.0,0.8759292,0.01002184,1.67388E-4,0.01184094,2.361603E-5,0.001780367,0.002233199,3.67102E-4,2.499578E-5,4.164846E-5,1.783823E-4,8.75893E-4,0.008418315,0.002930965,1.804884E-5,0.0017339,1.9818E-5,2.169163E-8,0.001066618,2.051668E-4,0.0172465,0.01415135,0.01100389,0.01437781,0.001057648,1.866647E-4,0.002544542,1.793164E-5,8.903627E-7,3.922177E-9,1.040795E-5,1.709921E-8,3.286908E-7,2.910722E-11,2.814486E-5,4.582823E-4,5.860254E-5,1.942279E-4,3.984625E-4,3.555962E-7,0.008782105,1.159758E-4,0.007233276,6.52037E-5,3.991198E-13,2.026065E-14,7.814748E-10,3.657763E-18,0.004069366,4.585919E-6,8.502854,5.452346E-5,481223.0,481223.0
9.289943E-9,14.29701,-2.592903E13,1893.922,1893.922,7.80507E-4,1.0,0.8740526,0.01026899,1.939418E-4,0.0126599,2.770175E-5,0.001840381,0.00241728,4.010843E-4,3.035345E-5,4.888728E-5,1.941862E-4,8.792417E-4,0.009033053,0.003018679,2.248424E-5,0.001910518,2.325286E-5,2.856774E-8,0.001064139,2.260601E-4,0.01702735,0.01403348,0.01121267,0.01470087,0.001090235,1.778238E-4,0.002648085,2.124434E-5,1.01449E-6,4.978476E-9,1.187668E-5,2.239094E-8,4.036974E-7,4.081068E-11,3.281399E-5,4.561654E-4,6.42253E-5,1.97508E-4,4.071541E-4,3.23255E-7,0.008218082,1.249417E-4,0.007204311,7.325013E-5,6.487649E-13,3.230046E-14,9.772011E-10,5.82292E-18,0.003853582,2.958324E-6,8.484219,5.459234E-5,480168.3,480168.3
1.025261E-8,14.28009,-2.37587E13,1887.622,1887.622,7.80507E-4,1.0,0.8722221,0.01050252,2.233631E-4,0.01350496,3.224947E-5,0.001892844,0.002606896,4.366263E-4,3.65136E-5,5.678278E-5,2.094435E-4,8.78675E-4,0.009660803,0.003096205,2.76558E-5,0.002088852,2.708442E-5,3.709894E-8,0.001055992,2.474007E-4,0.01677422,0.01388493,0.01142496,0.01498153,0.001119905,1.698058E-4,0.002743815,2.488062E-5,1.151378E-6,6.233025E-9,1.34614E-5,2.881543E-8,4.89543E-7,5.640658E-11,3.79527E-5,4.530665E-4,6.993052E-5,2.001848E-4,4.147033E-4,3.018472E-7,0.007695747,1.337349E-4,0.00717503,8.175042E-5,1.029314E-12,5.004608E-14,1.208064E-9,9.067339E-18,0.00365069,1.925384E-6,8.466013,5.4657E-5,479138.0,479138.0
1.111214E-8,14.2665,-2.208922E13,1882.43,1882.43,7.80507E-4,1.0,0.8706921,0.01069093,2.509309E-4,0.01424625,3.653223E-5,0.001931708,0.00277329,4.682431E-4,4.247601E-5,6.404924E-5,2.219596E-4,8.753843E-4,0.01020665,0.003154708,3.270715E-5,0.002242144,3.06946E-5,4.592175E-8,0.001044955,2.659436E-4,0.01653367,0.01373564,0.01160867,0.015191,0.001143104,1.635469E-4,0.002819793,2.824648E-5,1.279922E-6,7.478499E-9,1.491025E-5,3.531102E-8,5.721367E-7,7.361435E-11,4.272657E-5,4.497869E-4,7.486036E-5,2.020374E-4,4.203229E-4,2.887057E-7,0.007279637,1.410935E-4,0.007149745,8.93711E-5,1.500749E-12,7.130366E-14,1.436448E-9,1.303415E-17,0.00348677,1.342815E-6,8.450772,5.470908E-5,478275.4,478275.4
1.197166E-8,14.25414,-2.062204E13,1877.594,1877.594,7.80507E-4,1.0,0.8692483,0.01086218,2.796927E-4,0.01497486,4.102506E-5,0.001963935,0.002937124,4.997357E-4,4.887352E-5,7.14887E-5,2.334837E-4,8.700054E-4,0.01073923,0.003204521,3.815627E-5,0.002390073,3.447781E-5,5.594366E-8,0.001031123,2.840109E-4,0.01628318,0.01357407,0.01178702,0.0153685,0.001163667,1.579967E-4,0.0028881,3.171038E-5,1.414985E-6,8.841243E-9,1.638868E-5,4.252616E-8,6.6018E-7,9.43244E-11,4.765891E-5,4.461827E-4,7.964215E-5,2.034733E-4,4.250598E-4,2.78803E-7,0.00690353,1.480239E-4,0.007125183,9.701014E-5,2.127442E-12,9.866005E-14,1.686078E-9,1.825598E-17,0.003336726,9.546226E-7,8.436369,5.475653E-5,477460.3,477460.3
1.300309E-8,14.24071,-1.907777E13,1872.2,1872.2,7.80507E-4,1.0,0.8676164,0.01104708,3.15741E-4,0.01583228,4.669527E-5,0.001994862,0.003130529,5.373289E-4,5.712254E-5,8.060605E-5,2.460766E-4,8.613656E-4,0.01136141,0.003254395,4.520362E-5,0.002560841,3.923852E-5,6.963118E-8,0.001011645,3.050742E-4,0.01597341,0.0133676,0.01199414,0.01554646,0.00118537,1.521219E-4,0.00296134,3.597913E-5,1.586347E-6,1.062952E-8,1.819886E-5,5.213347E-8,7.728252E-7,1.243696E-10,5.376498E-5,4.4158E-4,8.519339E-5,2.047417E-4,4.297643E-4,2.694348E-7,0.006497069,1.558183E-4,0.00709657,1.06188E-4,3.132403E-12,1.409725E-13,2.013964E-9,2.656136E-17,0.003172421,6.481912E-7,8.420062,5.480813E-5,476537.4,476537.4
1.395201E-8,14.22956,-1.782734E13,1867.586,1867.586,7.80507E-4,1.0,0.8662011,0.01119908,3.503425E-4,0.01660472,5.218278E-5,0.002016714,0.003305523,5.716818E-4,6.525942E-5,8.914274E-5,2.565447E-4,8.517629E-4,0.01191807,0.003292038,5.215973E-5,0.002711778,4.382345E-5,8.389708E-8,9.91597E-4,3.238682E-4,0.01568257,0.01316841,0.01217824,0.01568211,0.001202887,1.473547E-4,0.003021449,3.999891E-5,1.753556E-6,1.241996E-8,1.989623E-5,6.1882E-8,8.830092E-7,1.576003E-10,5.954203E-5,4.371843E-4,9.012832E-5,2.055454E-4,4.332946E-4,2.622533E-7,0.006160012,1.625238E-4,0.007071002,1.146304E-4,4.354437E-12,1.905461E-13,2.343148E-9,3.66002E-17,0.003034361,4.627013E-7,8.405897,5.485111E-5,475735.7,475735.7
1.490505E-8,14.21936,-1.670667E13,1863.249,1863.249,7.80507E-4,1.0,0.8648539,0.01133579,3.864402E-4,0.0173647,5.79582E-5,0.002033035,0.003478555,6.059129E-4,7.395562E-5,9.782926E-5,2.660524E-4,8.408813E-4,0.01246245,0.003322972,5.958425E-5,0.002857747,4.861832E-5,9.990637E-8,9.699275E-4,3.421914E-4,0.01538718,0.01296171,0.0123571,0.01579577,0.001218451,1.430855E-4,0.003075734,4.411162E-5,1.931254E-6,1.435584E-8,2.162938E-5,7.254238E-8,9.998124E-7,1.969662E-10,6.547803E-5,4.326885E-4,9.492593E-5,2.060617E-4,4.361877E-4,2.558674E-7,0.005851958,1.688433E-4,0.007045994,1.23098E-4,5.928543E-12,2.521792E-13,2.700499E-9,4.948376E-17,0.002906653,3.352392E-7,8.39239,5.489044E-5,474971.3,474971.3
1.651563E-8,14.20412,-1.506169E13,1856.512,1856.512,7.80507E-4,1.0,0.8627268,0.011534,4.504009E-4,0.01861313,6.832812E-5,0.002049514,0.003764998,6.630117E-4,8.982932E-5,1.126917E-4,2.800163E-4,8.204291E-4,0.01335011,0.003362007,7.308035E-5,0.003092457,5.713268E-5,1.309566E-7,9.309138E-4,3.719288E-4,0.0148853,0.01260213,0.01264609,0.01594591,0.001240869,1.368462E-4,0.003155656,5.12005E-5,2.255058E-6,1.793368E-8,2.461679E-5,9.250694E-8,1.210722E-6,2.788142E-10,7.576287E-5,4.250407E-4,1.026903E-4,2.063979E-4,4.398401E-4,2.461484E-7,0.005389763,1.786564E-4,0.007005129,1.373563E-4,9.562209E-12,3.878101E-13,3.365627E-9,7.916204E-17,0.002712118,2.009195E-7,8.371019,5.494933E-5,473761.7,473761.7
1.786291E-8,14.19303,-1.387844E13,1851.375,1851.375,7.80507E-4,1.0,0.8610749,0.01167141,5.066477E-4,0.01962311,7.760079E-5,0.00205415,0.00399906,7.099139E-4,1.042239E-4,1.252312E-4,2.898572E-4,8.019512E-4,0.01406266,0.003384,8.523364E-5,0.003278099,6.462913E-5,1.609452E-7,8.968808E-4,3.956534E-4,0.01446671,0.01229543,0.01287557,0.01603895,0.001256501,1.32394E-4,0.003212873,5.723307E-5,2.549772E-6,2.121416E-8,2.71663E-5,1.110473E-7,1.399715E-6,3.639076E-10,8.455908E-5,4.186867E-4,1.088722E-4,2.06266E-4,4.419114E-4,2.385988E-7,0.005050154,1.861042E-4,0.006972182,1.49211E-4,1.376224E-11,5.366693E-13,3.981296E-9,1.134923E-16,0.002566782,1.345662E-7,8.354378,5.499227E-5,472819.9,472819.9
1.88257E-8,14.18591,-1.312033E13,1847.948,1847.948,7.80507E-4,1.0,0.8599575,0.01175536,5.483123E-4,0.02032592,8.456622E-5,0.002053107,0.004163325,7.428771E-4,1.151196E-4,1.342178E-4,2.959618E-4,7.882506E-4,0.01455575,0.003394747,9.437147E-5,0.003405237,7.018229E-5,1.846939E-7,8.72175E-4,4.119835E-4,0.01416988,0.01207471,0.01303302,0.01609073,0.001266217,1.295627E-4,0.003249186,6.158597E-5,2.774228E-6,2.371435E-8,2.901337E-5,1.252964E-7,1.541521E-6,4.350374E-10,9.092557E-5,4.14202E-4,1.131247E-4,2.059871E-4,4.429353E-4,2.333954E-7,0.004829541,1.910386E-4,0.006949278,1.576309E-4,1.754774E-11,6.65701E-13,4.454354E-9,1.44514E-16,0.002471211,1.02412E-7,8.3431,5.501988E-5,472181.7,472181.7
2.047613E-8,14.17506,-1.196101E13,1842.493,1842.493,7.80507E-4,1.0,0.8581523,0.01187432,6.224671E-4,0.02149449,9.717331E-5,0.002044117,0.004439258,7.98179E-4,1.349474E-4,1.49615E-4,3.048042E-4,7.641961E-4,0.01537088,0.003405097,1.108578E-4,0.003613261,8.005734E-5,2.300271E-7,8.296548E-4,4.388029E-4,0.01366777,0.01169592,0.0132908,0.01615615,0.001280493,1.252703E-4,0.003303818,6.910292E-5,3.186674E-6,2.829351E-8,3.222296E-5,1.516022E-7,1.79718E-6,5.790344E-10,1.019463E-4,4.066569E-4,1.201106E-4,2.052199E-4,4.439472E-4,2.247249E-7,0.004487776,1.988082E-4,0.006911176,1.719453E-4,2.585242E-11,9.36632E-13,5.329239E-9,2.129094E-16,0.002321248,6.562055E-8,8.324837,5.506199E-5,471148.1,471148.1
2.127056E-8,14.17039,-1.14571E13,1840.039,1840.039,7.80507E-4,1.0,0.8573287,0.0119213,6.593491E-4,0.02204091,1.035456E-4,0.002036969,0.004569596,8.24212E-4,1.449965E-4,1.570037E-4,3.083934E-4,7.524807E-4,0.01575011,0.003406956,1.191427E-4,0.003709213,8.496179E-5,2.539726E-7,8.092855E-4,4.511978E-4,0.01342975,0.01151419,0.01340965,0.01617875,0.001286437,1.23419E-4,0.003327096,7.273717E-5,3.397934E-6,3.062643E-8,3.378552E-5,1.65087E-7,1.925712E-6,6.590809E-10,1.07282E-4,4.030962E-4,1.233426E-4,2.04742E-4,4.441444E-4,2.206392E-7,0.004337622,2.022597E-4,0.006893331,1.78776E-4,3.079073E-11,1.091735E-12,5.779041E-9,2.538129E-16,0.002254594,5.346123E-8,8.316488,5.508013E-5,470675.5,470675.5
