Time_Soln#9 (sec),Volume_Soln#9 (cm3),Volumetric_heat_production_rate_Soln#9 (erg/cm3-sec),Surface_temperature_Soln#9 (K),Temperature_Soln#9 (K),Mass_Soln#9 (g),Pressure_Soln#9 (atm),Mole_fraction_H2_Soln#9 (),Mole_fraction_H_Soln#9 (),Mole_fraction_CH4_Soln#9 (),Mole_fraction_CH3_Soln#9 (),Mole_fraction_C2H6_Soln#9 (),Mole_fraction_C2H5_Soln#9 (),Mole_fraction_C2H4_Soln#9 (),Mole_fraction_C2H2_Soln#9 (),Mole_fraction_C3H8_Soln#9 (),Mole_fraction_C3H6_Soln#9 (),Mole_fraction_C3H5-A_Soln#9 (),Mole_fraction_C3H4-P_Soln#9 (),Mole_fraction_C3H4-A_Soln#9 (),Mole_fraction_NC4H10_Soln#9 (),Mole_fraction_IC4H10_Soln#9 (),Mole_fraction_IC4H9_Soln#9 (),Mole_fraction_TC4H9_Soln#9 (),Mole_fraction_IC4H8_Soln#9 (),Mole_fraction_IC4H7_Soln#9 (),Mole_fraction_C4H8-1_Soln#9 (),Mole_fraction_C4H8-2_Soln#9 (),Mole_fraction_C4H71-3_Soln#9 (),Mole_fraction_C4H6_Soln#9 (),Mole_fraction_C4H4_Soln#9 (),Mole_fraction_C4H2_Soln#9 (),Mole_fraction_C6H6_Soln#9 (),Mole_fraction_FULVENE_Soln#9 (),Mole_fraction_C5H6_Soln#9 (),Mole_fraction_C5H5_Soln#9 (),Mole_fraction_MCPTD_Soln#9 (),Mole_fraction_C10H8_Soln#9 (),Mole_fraction_NEOC5H12_Soln#9 (),Mole_fraction_NC5H10_Soln#9 (),Mole_fraction_B1M2_Soln#9 (),Mole_fraction_B1M3_Soln#9 (),Mole_fraction_B2M2_Soln#9 (),Mole_fraction_LC5H8_Soln#9 (),Mole_fraction_NC6H12_Soln#9 (),Mole_fraction_NC7H14_Soln#9 (),Mole_fraction_IC8H16_Soln#9 (),Mole_fraction_DIMEPTD_Soln#9 (),Mole_fraction_C7H8_Soln#9 (),Mole_fraction_C7H7_Soln#9 (),Mole_fraction_C6H5C2H_Soln#9 (),Mole_fraction_C6H5C2H3_Soln#9 (),Mole_fraction_C6H5C2H5_Soln#9 (),Mole_fraction_INDENE_Soln#9 (),Mole_fraction_C10H10_Soln#9 (),Mole_fraction_NC10H20_Soln#9 (),Mole_fraction_IC12H26_Soln#9 (),Molecular_weight_Soln#9 (g/mole),Mass_density_Soln#9 (g/cm3),Unburned_hydrocarbons_Soln#9 (ppm),Volatile_organic_compounds_Soln#9 (ppm)
0.0,15.0,-1.885523E11,1400.0,1400.0,0.001198636,1.0,0.9452588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01921553,0.0,0.00792393,0.0,0.0,0.0,0.0,0.0,0.0,0.01043317,0.01716852,9.179988,7.990905E-5,519545.7,519545.7
3.12381E-11,14.99999,-1.90769E11,1399.999,1399.999,0.001198636,1.0,0.9452586,6.585986E-10,6.11149E-15,8.771734E-10,2.572465E-16,5.289588E-11,4.064251E-11,4.38459E-17,1.066897E-16,5.181914E-10,9.389633E-9,1.248338E-16,4.699679E-14,8.084729E-17,2.614207E-13,1.033803E-9,2.216967E-7,7.91047E-9,4.9547E-8,4.396559E-11,2.916668E-15,9.388867E-9,6.594353E-13,2.457802E-21,2.229649E-21,9.935407E-16,2.726098E-27,4.465936E-25,9.540552E-28,1.296876E-21,2.558114E-28,6.335301E-20,2.859615E-11,1.106491E-21,3.05358E-21,1.87208E-24,3.736212E-17,1.131856E-11,1.221084E-11,0.01921548,1.076659E-14,0.007923928,1.744105E-11,6.868556E-34,2.076498E-27,1.641289E-19,3.473545E-30,1.816357E-33,0.01043315,0.01716834,9.179985,7.99091E-5,519545.6,519545.6
8.162799E-10,14.99977,-2.246659E11,1399.967,1399.967,0.001198636,1.0,0.9452509,3.119179E-7,8.572126E-11,4.598298E-7,3.981631E-12,3.148057E-8,2.38857E-8,3.427428E-14,1.60718E-12,2.616245E-7,2.452855E-7,8.604764E-14,9.404917E-11,1.188245E-12,2.147883E-10,5.327411E-7,6.185858E-6,1.25365E-6,1.294339E-6,2.520727E-8,2.059209E-12,2.447645E-7,4.592445E-10,2.241146E-18,1.518677E-18,1.226826E-11,8.702992E-22,1.656268E-19,6.42952E-21,3.864087E-16,8.059829E-23,2.317356E-14,1.619724E-8,3.964564E-16,1.053541E-15,3.538532E-18,9.952696E-12,6.332288E-9,6.842639E-9,0.01921461,1.313361E-10,0.007923863,4.942449E-10,3.279179E-28,7.730615E-22,2.540056E-15,3.051404E-24,1.546265E-26,0.0104326,0.0171639,9.179911,7.991026E-5,519541.3,519541.3
3.330123E-9,14.99905,-2.46104E11,1399.851,1399.851,0.001198636,1.0,0.9452184,2.481296E-6,3.662544E-9,4.308197E-6,2.021807E-10,3.573397E-7,2.70147E-7,8.143769E-13,7.683598E-11,2.302927E-6,1.000417E-6,1.457141E-12,2.931633E-9,5.356672E-11,4.446102E-9,5.029596E-6,2.567206E-5,9.822393E-6,5.27657E-6,2.645148E-7,3.695651E-11,9.918305E-7,8.632733E-9,7.838427E-17,2.531446E-17,4.591248E-10,1.473194E-19,8.185185E-17,4.672816E-18,6.459528E-14,1.360291E-20,4.055972E-12,1.659698E-7,7.035789E-14,1.778978E-13,1.228815E-15,1.188462E-9,6.313656E-8,6.945511E-8,0.0192138,4.919915E-9,0.007923587,3.306749E-9,1.220916E-25,1.646475E-19,1.287401E-13,4.044329E-21,1.792784E-23,0.01043072,0.01714956,9.179594,7.991411E-5,519523.4,519523.4
9.540247E-9,14.99723,-2.539802E11,1399.552,1399.552,0.001198636,1.0,0.9451313,8.616822E-6,4.609009E-8,1.750765E-5,2.854416E-9,1.564823E-6,1.265687E-6,1.217398E-11,1.00044E-9,9.518347E-6,2.871819E-6,1.231017E-11,3.065516E-8,6.450089E-10,4.183759E-8,2.185123E-5,6.724456E-5,3.454121E-5,1.509171E-5,1.057371E-6,3.343365E-10,2.802933E-6,8.203117E-8,1.77076E-15,2.225883E-16,4.993577E-9,6.685158E-18,1.262861E-14,4.712337E-16,2.151981E-12,4.761926E-19,1.342642E-10,6.521541E-7,2.534033E-12,6.192321E-12,5.576679E-14,2.154386E-8,2.409224E-7,2.841202E-7,0.01921244,5.359459E-8,0.00792283,2.109271E-8,1.389103E-23,7.103881E-18,1.812087E-12,1.033399E-18,4.858281E-21,0.01042591,0.01711412,9.178747,7.992381E-5,519475.5,519475.5
2.809869E-8,14.99169,-2.677836E11,1398.621,1398.621,0.001198636,1.0,0.9448532,2.854334E-5,5.622327E-7,7.324038E-5,3.534176E-8,6.000658E-6,5.944506E-6,2.72378E-10,1.090034E-8,4.688007E-5,8.537752E-6,1.226133E-10,3.032966E-7,6.210825E-9,3.92748E-7,7.925584E-5,1.632506E-4,1.127898E-4,4.423611E-5,3.574229E-6,3.474065E-9,7.972719E-6,7.760847E-7,6.739805E-14,3.369605E-15,5.024636E-8,5.475305E-16,1.565247E-12,4.30358E-14,6.503944E-11,1.858914E-17,4.072075E-9,2.194927E-6,9.157973E-11,2.154735E-10,2.252575E-12,2.662131E-7,7.770527E-7,1.136336E-6,0.01920713,5.403391E-7,0.00792025,1.745101E-7,2.511295E-21,2.962984E-16,2.280055E-11,2.71284E-16,1.578311E-18,0.01041058,0.01700886,9.176025,7.995334E-5,519321.4,519321.4
1.048184E-7,14.96887,-2.90983E11,1394.452,1394.452,0.001198636,1.0,0.9435051,1.147139E-4,1.347501E-5,4.922808E-4,9.091228E-7,2.960115E-5,4.594907E-5,1.533301E-8,2.240138E-7,3.964812E-4,3.298643E-5,4.659937E-9,4.652662E-6,9.174129E-8,4.962908E-6,2.26967E-4,3.892049E-4,4.774281E-4,1.61676E-4,1.573083E-5,7.973343E-8,2.643356E-5,1.078496E-5,1.980556E-11,3.099999E-13,7.808779E-7,2.589575E-13,4.094874E-10,8.906683E-12,3.624417E-9,2.872296E-15,2.534222E-7,9.718892E-6,8.315947E-9,1.781851E-8,2.293448E-10,4.469104E-6,2.952512E-6,8.170429E-6,0.01916635,8.422659E-6,0.007905181,2.52025E-6,2.236833E-18,6.113937E-14,9.042093E-10,2.123686E-13,1.785928E-15,0.0103316,0.01658515,9.162625,8.007525E-5,518563.1,518563.1
1.831506E-7,14.94718,-2.848682E11,1390.099,1390.099,0.001198636,1.0,0.9419844,1.861072E-4,5.202948E-5,0.00106307,4.484768E-6,5.441267E-5,1.123935E-4,8.724693E-8,9.861755E-7,9.196337E-4,5.835588E-5,3.214191E-8,1.396627E-5,3.312806E-7,1.2976E-5,2.810006E-4,4.736914E-4,8.848104E-4,2.760933E-4,3.111146E-5,3.236543E-7,4.163374E-5,3.082456E-5,2.768499E-10,2.201439E-12,2.355516E-6,3.645347E-12,3.758562E-9,7.871088E-11,1.836196E-8,3.11131E-14,1.280389E-6,1.914886E-5,5.552804E-8,1.108187E-7,1.62566E-9,1.359999E-5,5.09172E-6,2.061505E-5,0.01909951,2.536168E-5,0.007884702,7.445849E-6,6.747736E-17,1.083392E-12,7.276479E-9,3.122609E-12,3.953856E-14,0.01022964,0.01617516,9.147275,8.019144E-5,517694.3,517694.3
1.897753E-7,14.94545,-2.836181E11,1389.737,1389.737,0.001198636,1.0,0.9418541,1.91101E-4,5.660972E-5,0.001113232,4.986924E-6,5.638851E-5,1.189468E-4,9.745463E-8,1.087793E-6,9.672363E-4,6.04546E-5,3.641228E-8,1.493965E-5,3.60855E-7,1.374681E-5,2.831457E-4,4.771541E-4,9.198731E-4,2.854984E-4,3.254419E-5,3.535507E-7,4.277566E-5,3.287638E-5,3.268162E-10,2.48092E-12,2.520562E-6,4.297118E-12,4.304468E-9,9.015136E-11,2.02943E-8,3.635418E-14,1.411191E-6,2.001193E-5,6.251645E-8,1.24093E-7,1.837477E-9,1.455501E-5,5.268175E-6,2.186259E-5,0.01909296,2.713032E-5,0.007882821,7.954265E-6,8.544398E-17,1.310277E-12,8.363907E-9,3.683459E-12,4.834167E-14,0.01022028,0.01614164,9.145953,8.02007E-5,517619.5,517619.5
2.079169E-7,14.94082,-2.798141E11,1388.756,1388.756,0.001198636,1.0,0.9414975,2.03976E-4,7.02189E-5,0.001250637,6.560841E-6,6.166359E-5,1.375329E-4,1.294445E-7,1.401041E-6,0.001098946,6.613409E-5,5.01275E-8,1.773104E-5,4.501414E-7,1.590807E-5,2.877192E-4,4.846453E-4,0.001016027,3.110326E-4,3.656922E-5,4.431305E-7,4.579626E-5,3.873272E-5,4.994055E-10,3.359231E-12,2.994336E-6,6.537296E-12,6.076094E-9,1.274971E-10,2.618539E-8,5.432296E-14,1.80485E-6,2.241899E-5,8.462201E-8,1.65562E-7,2.512515E-9,1.729286E-5,5.747575E-6,2.540746E-5,0.01907446,3.219924E-5,0.007877587,9.405713E-6,1.58053E-16,2.138075E-12,1.197648E-8,5.607673E-12,8.115766E-14,0.01019421,0.01605079,9.142333,8.022558E-5,517414.6,517414.6
2.251411E-7,14.93655,-2.757689E11,1387.838,1387.838,0.001198636,1.0,0.9411599,2.151584E-4,8.457848E-5,0.001380564,8.344955E-6,6.647516E-5,1.559944E-4,1.65668E-7,1.748261E-6,0.001225308,7.14203E-5,6.612984E-8,2.054025E-5,5.464847E-7,1.801772E-5,2.905491E-4,4.894351E-4,0.001107358,3.349745E-4,4.052645E-5,5.386611E-7,4.852375E-5,4.459109E-5,7.204726E-10,4.352848E-12,3.471834E-6,9.386969E-12,8.167752E-9,1.720175E-10,3.260899E-8,7.721993E-14,2.225955E-6,2.475886E-5,1.099235E-7,2.122255E-7,3.292615E-9,2.004636E-5,6.19746E-6,2.893332E-5,0.01905617,3.729549E-5,0.007872522,1.085666E-5,2.723782E-16,3.277281E-12,1.638556E-8,8.04694E-12,1.276635E-13,0.0101689,0.01596583,9.1389,8.024853E-5,517220.3,517220.3
2.419577E-7,14.9325,-2.714962E11,1386.955,1386.955,0.001198636,1.0,0.9408316,2.251543E-4,9.993559E-5,0.001506336,1.038164E-5,7.097628E-5,1.747254E-4,2.06951E-7,2.136546E-6,0.001349395,7.646663E-5,8.482136E-8,2.341935E-5,6.517102E-7,2.012037E-5,2.921431E-4,4.923078E-4,0.001196415,3.580664E-4,4.451527E-5,6.417513E-7,5.105938E-5,5.056448E-5,1.000959E-9,5.47896E-12,3.961949E-6,1.297862E-11,1.063311E-8,2.250609E-10,3.967651E-8,1.06266E-13,2.680376E-6,2.708952E-5,1.389998E-7,2.649984E-7,4.196699E-9,2.286602E-5,6.631649E-6,3.25107E-5,0.01903769,4.251292E-5,0.007867504,1.23336E-5,4.478581E-16,4.820547E-12,2.175234E-8,1.110806E-11,1.924832E-13,0.01014374,0.01588409,9.135561,8.027028E-5,517031.3,517031.3
2.509863E-7,14.93038,-2.690948E11,1386.487,1386.487,0.001198636,1.0,0.9406562,2.301657E-4,1.087191E-4,0.001573258,1.160233E-5,7.330989E-5,1.850507E-4,2.31658E-7,2.365807E-6,0.00141616,7.912465E-5,9.619114E-8,2.501656E-5,7.128215E-7,2.12634E-5,2.925944E-4,4.932234E-4,0.00124414,3.703487E-4,4.670712E-5,7.01066E-7,5.237037E-5,5.386654E-5,1.18177E-9,6.14855E-12,4.23417E-6,1.528262E-11,1.214128E-8,2.577961E-10,4.379904E-8,1.250316E-13,2.941483E-6,2.835803E-5,1.564935E-7,2.963755E-7,4.743851E-9,2.442911E-5,6.862677E-6,3.448142E-5,0.01902754,4.54048E-5,0.007864786,1.314855E-5,5.773736E-16,5.862742E-12,2.511481E-8,1.306441E-11,2.371918E-13,0.01013006,0.01584069,9.133774,8.028169E-5,516930.2,516930.2
2.634312E-7,14.92751,-2.656835E11,1385.848,1385.848,0.001198636,1.0,0.9404153,2.366881E-4,1.214348E-4,0.001664668,1.343736E-5,7.642949E-5,1.995723E-4,2.687509E-7,2.706254E-6,0.001508227,8.272567E-5,1.134723E-7,2.727308E-5,8.023885E-7,2.285205E-5,2.928172E-4,4.938642E-4,0.001309783,3.871469E-4,4.978525E-5,7.873443E-7,5.412133E-5,5.851883E-5,1.46975E-9,7.146885E-12,4.619165E-6,1.893719E-11,1.444307E-8,3.081511E-10,4.985969E-8,1.550201E-13,3.320423E-6,3.01247E-5,1.828598E-7,3.432026E-7,5.572365E-9,2.663595E-5,7.178726E-6,3.725045E-5,0.01901331,4.948729E-5,0.007861016,1.429459E-5,8.081847E-16,7.587277E-12,3.03502E-8,1.615665E-11,3.125284E-13,0.01011105,0.01578144,9.131322,8.029711E-5,516791.4,516791.4
2.872785E-7,14.9222,-2.588902E11,1384.648,1384.648,0.001198636,1.0,0.9399573,2.480205E-4,1.477359E-4,0.00183667,1.747099E-5,8.208853E-5,2.282681E-4,3.501002E-7,3.439647E-6,0.001684364,8.940931E-5,1.520832E-7,3.176073E-5,9.913498E-7,2.592831E-5,2.921588E-4,4.933946E-4,0.001434996,4.189122E-4,5.586507E-5,9.670523E-7,5.730097E-5,6.773111E-5,2.163572E-9,9.305676E-12,5.386254E-6,2.768214E-11,1.961675E-8,4.229367E-10,6.270254E-8,2.278629E-13,4.105702E-6,3.356332E-5,2.410206E-7,4.448002E-7,7.413538E-9,3.101938E-5,7.776541E-6,4.270998E-5,0.01898534,5.759515E-5,0.007853737,1.655532E-5,1.477157E-15,1.200972E-11,4.251631E-8,2.350712E-11,5.118313E-13,0.01007414,0.0156697,9.126658,8.032566E-5,516527.5,516527.5
3.042059E-7,14.91858,-2.539214E11,1383.815,1383.815,0.001198636,1.0,0.9396356,2.552097E-4,1.679106E-4,0.00195589,2.076653E-5,8.584965E-5,2.492704E-4,4.163995E-7,4.026175E-6,0.001808845,9.397014E-5,1.841172E-7,3.506423E-5,1.139273E-6,2.812893E-5,2.909909E-4,4.919579E-4,0.001523317,4.411251E-4,6.032271E-5,1.10586E-6,5.942354E-5,7.448233E-5,2.785162E-9,1.103396E-11,5.952184E-6,3.546132E-11,2.39326E-8,5.202295E-10,7.279931E-8,2.938566E-13,4.707813E-6,3.604178E-5,2.886859E-7,5.265854E-7,8.933769E-9,3.424141E-5,8.194647E-6,4.669303E-5,0.01896497,6.355404E-5,0.007848538,1.820392E-5,2.198906E-15,1.623063E-11,5.302764E-8,2.999488E-11,7.083972E-13,0.01004762,0.0155918,9.123381,8.034514E-5,516342.0,516342.0
3.18412E-7,14.91564,-2.496899E11,1383.129,1383.129,0.001198636,1.0,0.9393678,2.607427E-4,1.857799E-4,0.002053914,2.382086E-5,8.884277E-5,2.672648E-4,4.777332E-7,4.561258E-6,0.001912792,9.767455E-5,2.141115E-7,3.790469E-5,1.272178E-6,2.998176E-5,2.896534E-4,4.901847E-4,0.001597027,4.595547E-4,6.41529E-5,1.229378E-6,6.112245E-5,8.026874E-5,3.400304E-9,1.260892E-11,6.439659E-6,4.311995E-11,2.798784E-8,6.128007E-10,8.1899E-8,3.598237E-13,5.240072E-6,3.814296E-5,3.32951E-7,6.01515E-7,1.035302E-8,3.700853E-5,8.541545E-6,5.009589E-5,0.01894759,6.867117E-5,0.007844164,1.961093E-5,3.016592E-15,2.060418E-11,6.31632E-8,3.634103E-11,9.172022E-13,0.0100252,0.01552732,9.120654,8.036098E-5,516187.7,516187.7
3.275958E-7,14.91379,-2.469342E11,1382.691,1382.691,0.001198636,1.0,0.9391959,2.640928E-4,1.977773E-4,0.002116246,2.593919E-5,9.069912E-5,2.790643E-4,5.202146E-7,4.928108E-6,0.001979689,1.000079E-4,2.350596E-7,3.977153E-5,1.362313E-6,3.118098E-5,2.886429E-4,4.888049E-4,0.001644463,4.713669E-4,6.667169E-5,1.312573E-6,6.218206E-5,8.406302E-5,3.847301E-9,1.368694E-11,6.760491E-6,4.866438E-11,3.082663E-8,6.782213E-10,8.808439E-8,4.081491E-13,5.596639E-6,3.951062E-5,3.636936E-7,6.530342E-7,1.13424E-8,3.882549E-5,8.763874E-6,5.232206E-5,0.01893623,7.203102E-5,0.007841333,2.053038E-5,3.671151E-15,2.388868E-11,7.039289E-8,4.091223E-11,1.076913E-12,0.01001064,0.01548606,9.118904,8.037098E-5,516088.6,516088.6
3.351188E-7,14.91229,-2.446692E11,1382.337,1382.337,0.001198636,1.0,0.9390557,2.667112E-4,2.078609E-4,0.002166677,2.775997E-5,9.217419E-5,2.88822E-4,5.566952E-7,5.240883E-6,0.00203429,1.018828E-4,2.5315E-7,4.131755E-5,1.438587E-6,3.216353E-5,2.877407E-4,4.875548E-4,0.001683189,4.809838E-4,6.875961E-5,1.382649E-6,6.302797E-5,8.720026E-5,4.244096E-9,1.460464E-11,7.026462E-6,5.357334E-11,3.328189E-8,7.351916E-10,9.332737E-8,4.513091E-13,5.89574E-6,4.063597E-5,3.901436E-7,6.97044E-7,1.219581E-8,4.032921E-5,8.944869E-6,5.41598E-5,0.01892685,7.481153E-5,0.007839013,2.128868E-5,4.29275E-15,2.687197E-11,7.672848E-8,4.494448E-11,1.22388E-12,0.00999868,0.01545251,9.117477,8.037903E-5,516007.9,516007.9
3.571152E-7,14.90806,-2.380286E11,1381.318,1381.318,0.001198636,1.0,0.9386497,2.737592E-4,2.386348E-4,0.002310784,3.353386E-5,9.625549E-5,3.177956E-4,6.721945E-7,6.218758E-6,0.00219282,1.071732E-4,3.109665E-7,4.59184E-5,1.674027E-6,3.503402E-5,2.847798E-4,4.833753E-4,0.0017957,5.088E-4,7.498979E-5,1.59728E-6,6.539118E-5,9.65109E-5,5.574151E-9,1.746408E-11,7.819463E-6,6.99541E-11,4.114828E-8,9.199764E-10,1.095611E-7,5.976553E-13,6.804765E-6,4.394986E-5,4.741624E-7,8.350796E-7,1.491855E-8,4.479878E-5,9.468298E-6,5.9599E-5,0.01889911,8.307564E-5,0.007832232,2.352848E-5,6.637887E-15,3.728025E-11,9.749566E-8,5.830684E-11,1.748748E-12,0.009963548,0.01535569,9.113346,8.040184E-5,515774.1,515774.1
3.707268E-7,14.90555,-2.339222E11,1380.702,1380.702,0.001198636,1.0,0.9384014,2.777001E-4,2.586153E-4,0.00239739,3.74485E-5,9.861185E-5,3.360302E-4,7.503614E-7,6.870987E-6,0.002290013,1.103023E-4,3.50504E-7,4.882054E-5,1.828813E-6,3.680599E-5,2.827509E-4,4.80466E-4,0.001864765,5.257905E-4,7.893687E-5,1.73718E-6,6.677443E-5,1.023652E-4,6.533649E-9,1.936245E-11,8.32085E-6,8.171217E-11,4.65417E-8,1.048511E-9,1.202749E-7,7.047012E-13,7.391565E-6,4.601611E-5,5.31243E-7,9.274755E-7,1.677735E-8,4.761398E-5,9.787923E-6,6.300833E-5,0.01888172,8.828048E-5,0.007828043,2.492841E-5,8.563742E-15,4.512958E-11,1.121062E-7,6.781889E-11,2.155116E-12,0.009941715,0.01529671,9.110819,8.041542E-5,515631.1,515631.1
3.937197E-7,14.90146,-2.270235E11,1379.686,1379.686,0.001198636,1.0,0.9379868,2.836987E-4,2.939302E-4,0.002539106,4.466505E-5,1.023086E-4,3.673059E-4,8.942081E-7,8.053694E-6,0.002452482,1.153345E-4,4.239977E-7,5.380766E-5,2.105587E-6,3.978656E-5,2.790707E-4,4.751276E-4,0.001980418,5.54112E-4,8.575918E-5,1.985364E-6,6.898078E-5,1.123934E-4,8.414223E-9,2.278626E-11,9.184632E-6,1.046444E-10,5.659094E-8,1.29161E-9,1.395161E-7,9.176903E-13,8.421576E-6,4.95292E-5,6.36707E-7,1.095601E-6,2.022796E-8,5.244435E-5,1.03205E-5,6.88307E-5,0.01885202,9.72103E-5,0.007820986,2.731096E-5,1.286141E-14,6.12109E-11,1.400338E-7,8.620393E-11,3.01054E-12,0.009904723,0.01519865,9.106606,8.043746E-5,515392.6,515392.6
4.080276E-7,14.89903,-2.227694E11,1379.068,1379.068,0.001198636,1.0,0.9377321,2.870501E-4,3.168622E-4,0.002624347,4.954284E-5,1.044353E-4,3.870397E-4,9.912751E-7,8.840315E-6,0.002552445,1.18305E-4,4.74067E-7,5.69594E-5,2.287232E-6,4.163092E-5,2.7666E-4,4.715988E-4,0.002051725,5.714997E-4,9.010016E-5,2.147086E-6,7.027498E-5,1.187111E-4,9.761676E-9,2.505055E-11,9.731978E-6,1.210004E-10,6.345176E-8,1.46005E-9,1.522039E-7,1.072634E-12,9.085329E-6,5.17276E-5,7.081638E-7,1.207796E-6,2.257635E-8,5.549227E-5,1.064732E-5,7.24879E-5,0.01883335,1.028445E-4,0.007816612,2.880169E-5,1.633722E-14,7.322518E-11,1.595705E-7,9.919682E-11,3.666418E-12,0.009881655,0.01513861,9.10402,8.04506E-5,515246.3,515246.3
4.164985E-7,14.89762,-2.202689E11,1378.708,1378.708,0.001198636,1.0,0.9375825,2.889073E-4,3.307734E-4,0.002673742,5.257165E-5,1.056338E-4,3.988127E-4,1.05149E-6,9.324074E-6,0.002611202,1.200057E-4,5.053021E-7,5.884126E-5,2.398078E-6,4.271848E-5,2.752003E-4,4.694522E-4,0.0020937,5.817102E-4,9.270393E-5,2.245395E-6,7.101397E-5,1.224761E-4,1.062757E-8,2.643818E-11,1.005934E-5,1.31483E-10,6.773685E-8,1.566199E-9,1.599705E-7,1.173141E-12,9.485984E-6,5.303296E-5,7.526039E-7,1.276933E-6,2.404064E-8,5.731039E-5,1.083917E-5,7.466366E-5,0.01882224,1.062052E-4,0.00781403,2.968627E-5,1.873544E-14,8.1138E-11,1.719479E-7,1.074766E-10,4.105152E-12,0.009867987,0.0151034,9.102501,8.045819E-5,515160.3,515160.3
4.323788E-7,14.89507,-2.156235E11,1378.044,1378.044,0.001198636,1.0,0.9373044,2.921512E-4,3.575032E-4,0.002764186,5.8533E-5,1.077631E-4,4.210491E-4,1.169887E-6,1.026657E-5,0.002720485,1.230785E-4,5.670822E-7,6.239838E-5,2.61232E-6,4.474755E-5,2.724145E-4,4.653377E-4,0.002171897,6.006862E-4,9.765116E-5,2.434677E-6,7.234674E-5,1.295786E-4,1.239423E-8,2.913168E-11,1.067926E-5,1.528116E-10,7.622242E-8,1.778414E-9,1.750346E-7,1.38031E-12,1.025155E-5,5.548666E-5,8.402289E-7,1.411918E-6,2.693559E-8,6.074356E-5,1.119559E-5,7.876082E-5,0.01880129,1.125508E-4,0.007809206,3.134713E-5,2.40086E-14,9.770494E-11,1.968249E-7,1.242178E-10,5.039089E-12,0.009842352,0.01503809,9.09968,8.0472E-5,515000.6,515000.6
4.478274E-7,14.89267,-2.111637E11,1377.412,1377.412,0.001198636,1.0,0.9370369,2.950296E-4,3.842962E-4,0.002849479,6.468738E-5,1.096925E-4,4.428721E-4,1.29197E-6,1.122725E-5,0.002825696,1.259245E-4,6.312574E-7,6.58924E-5,2.828564E-6,4.670827E-5,2.696601E-4,4.612496E-4,0.002247349,6.189425E-4,1.025444E-4,2.624884E-6,7.357998E-5,1.365374E-4,1.430098E-8,3.186458E-11,1.128966E-5,1.757552E-10,8.504939E-8,2.001834E-9,1.903122E-7,1.606831E-12,1.101328E-5,5.788069E-5,9.309116E-7,1.549879E-6,2.99414E-8,6.411142E-5,1.153831E-5,8.27662E-5,0.0187808,1.187752E-4,0.007804537,3.296436E-5,3.024391E-14,1.161622E-10,2.231785E-7,1.42082E-10,6.101196E-12,0.009817411,0.01497539,9.096968,8.048495E-5,514847.2,514847.2
4.595791E-7,14.89091,-2.078143E11,1376.94,1376.94,0.001198636,1.0,0.9368353,2.970492E-4,4.051815E-4,0.002912587,6.960326E-5,1.1107E-4,4.595876E-4,1.389388E-6,1.198633E-5,0.002904993,1.27996E-4,6.827893E-7,6.85704E-5,2.998053E-6,4.81904E-5,2.675465E-4,4.581008E-4,0.002304332,6.326976E-4,1.063184E-4,2.773469E-6,7.447803E-5,1.418594E-4,1.588181E-8,3.401598E-11,1.175852E-5,1.947251E-10,9.21454E-8,2.183286E-9,2.023388E-7,1.796745E-12,1.160314E-5,5.970559E-5,1.003508E-6,1.659146E-6,3.235428E-8,6.66898E-5,1.17964E-5,8.582378E-5,0.01876513,1.235401E-4,0.007801001,3.419443E-5,3.581957E-14,1.318744E-10,2.446863E-7,1.56749E-10,7.021103E-12,0.009798446,0.01492824,9.094926,8.049449E-5,514731.6,514731.6
4.789764E-7,14.8881,-2.023742E11,1376.177,1376.177,0.001198636,1.0,0.9365062,3.000868E-4,4.405719E-4,0.003013424,7.815889E-5,1.131811E-4,4.873743E-4,1.558751E-6,1.329146E-5,0.003034481,1.312415E-4,7.730192E-7,7.302489E-5,3.286893E-6,5.061804E-5,2.640418E-4,4.528589E-4,0.00239761,6.551565E-4,1.12642E-4,3.025847E-6,7.588812E-5,1.506899E-4,1.874999E-8,3.770056E-11,1.254036E-5,2.290415E-10,1.045853E-7,2.505086E-9,2.229434E-7,2.145788E-12,1.259492E-5,6.272337E-5,1.130204E-6,1.847521E-6,3.657788E-8,7.097308E-5,1.221756E-5,9.088676E-5,0.01873916,1.314551E-4,0.0077952,3.622241E-5,4.682616E-14,1.612355E-10,2.830231E-7,1.830652E-10,8.774094E-12,0.009767168,0.0148514,9.091597,8.050964E-5,514543.2,514543.2
