Time_Soln#17 (sec),Volume_Soln#17 (cm3),Volumetric_heat_production_rate_Soln#17 (erg/cm3-sec),Surface_temperature_Soln#17 (K),Temperature_Soln#17 (K),Mass_Soln#17 (g),Pressure_Soln#17 (atm),Mole_fraction_H2_Soln#17 (),Mole_fraction_H_Soln#17 (),Mole_fraction_CH4_Soln#17 (),Mole_fraction_CH3_Soln#17 (),Mole_fraction_C2H6_Soln#17 (),Mole_fraction_C2H5_Soln#17 (),Mole_fraction_C2H4_Soln#17 (),Mole_fraction_C2H3_Soln#17 (),Mole_fraction_C2H2_Soln#17 (),Mole_fraction_C3H8_Soln#17 (),Mole_fraction_IC3H7_Soln#17 (),Mole_fraction_NC3H7_Soln#17 (),Mole_fraction_C3H6_Soln#17 (),Mole_fraction_C3H5-A_Soln#17 (),Mole_fraction_C3H4-P_Soln#17 (),Mole_fraction_C3H4-A_Soln#17 (),Mole_fraction_C3H3_Soln#17 (),Mole_fraction_NC4H10_Soln#17 (),Mole_fraction_PC4H9_Soln#17 (),Mole_fraction_IC4H10_Soln#17 (),Mole_fraction_C4H8-1_Soln#17 (),Mole_fraction_C4H8-2_Soln#17 (),Mole_fraction_C4H71-3_Soln#17 (),Mole_fraction_C4H6_Soln#17 (),Mole_fraction_C4H5_Soln#17 (),Mole_fraction_C4H4_Soln#17 (),Mole_fraction_C4H2_Soln#17 (),Mole_fraction_C6H6_Soln#17 (),Mole_fraction_FULVENE_Soln#17 (),Mole_fraction_C5H6_Soln#17 (),Mole_fraction_C10H8_Soln#17 (),Mole_fraction_NC5H12_Soln#17 (),Mole_fraction_NC5H10_Soln#17 (),Mole_fraction_LC5H8_Soln#17 (),Mole_fraction_NC6H12_Soln#17 (),Mole_fraction_NC7H15_Soln#17 (),Mole_fraction_NC7H14_Soln#17 (),Mole_fraction_C7H8_Soln#17 (),Mole_fraction_C7H7_Soln#17 (),Mole_fraction_C6H5C2H_Soln#17 (),Mole_fraction_INDENYL_Soln#17 (),Mole_fraction_C12H8_Soln#17 (),Mole_fraction_C14H10_Soln#17 (),Mole_fraction_C16H10_Soln#17 (),Mole_fraction_C18H10_Soln#17 (),Mole_fraction_BIN1B_Soln#17 (),Mole_fraction_BIN1A_Soln#17 (),Mole_fraction_NC12H26_Soln#17 (),Mole_fraction_NC16H34_Soln#17 (),Mole_fraction_NC10H20_Soln#17 (),Molecular_weight_Soln#17 (g/mole),Mass_density_Soln#17 (g/cm3),Unburned_hydrocarbons_Soln#17 (ppm),Volatile_organic_compounds_Soln#17 (ppm)
0.0,15.7,-3.323923E13,1800.0,1800.0,0.001002824,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,6.387411E-5,535064.1,535064.1
1.324971E-12,15.69995,-3.338326E13,1799.99,1799.99,0.001002824,1.0,0.9514579,1.583762E-9,1.307895E-15,1.391738E-9,2.921816E-13,3.008279E-7,3.795647E-9,2.720717E-12,1.453173E-15,1.543127E-13,3.468421E-12,3.005344E-7,5.196785E-9,3.215741E-7,4.202606E-15,1.003137E-13,6.43224E-18,9.431568E-14,3.011559E-7,2.967962E-26,2.38059E-9,4.169527E-14,3.214899E-7,6.938356E-11,1.793778E-20,9.165573E-19,3.860292E-19,8.505274E-17,1.558314E-26,2.713606E-23,1.380729E-28,6.807543E-18,2.186185E-9,3.054154E-17,4.657517E-10,1.232335E-6,1.618971E-9,0.004081,1.402364E-10,1.42127E-32,7.555629E-36,3.938093E-46,2.186019E-21,8.932991E-46,2.672475E-47,2.161374E-39,6.79145E-39,0.01103258,0.006639239,0.02678508,9.434406,6.387433E-5,535063.0,535063.0
7.388508E-11,15.69714,-3.958824E13,1799.384,1799.384,0.001002824,1.0,0.9513075,3.93664E-6,1.912566E-10,3.745194E-6,1.182351E-9,2.413573E-5,1.006688E-5,9.098879E-9,6.170936E-12,6.077423E-10,1.360655E-8,2.31682E-5,1.395097E-5,1.786241E-5,1.512153E-11,3.12566E-10,8.679159E-13,3.889641E-10,2.464023E-5,1.424793E-17,6.335277E-6,1.428914E-10,1.760439E-5,2.129569E-7,4.63868E-15,4.356512E-14,1.191869E-15,8.067689E-12,9.762579E-20,2.033035E-16,8.83501E-22,2.137052E-12,5.821572E-6,5.387882E-11,1.210932E-6,5.271786E-5,4.262173E-6,0.004080347,7.842576E-9,1.560485E-25,3.189792E-27,3.275498E-34,7.875234E-18,3.971339E-36,5.483737E-37,1.983739E-32,6.47963E-32,0.01099031,0.006600429,0.02674861,9.432915,6.388576E-5,534978.4,534978.4
4.465395E-10,15.68523,-4.711124E13,1795.549,1795.549,0.001002824,1.0,0.9500012,8.122762E-5,2.624417E-8,7.431051E-5,7.197592E-8,2.52413E-4,1.920286E-4,4.046877E-7,5.338306E-10,3.595855E-8,7.634468E-7,2.2369E-4,2.718453E-4,1.058048E-4,7.461217E-10,1.135924E-8,1.580833E-10,2.322284E-8,2.429698E-4,1.044535E-13,1.209663E-4,6.582852E-9,9.715774E-5,7.249147E-6,8.303886E-12,8.424489E-12,4.174609E-14,1.135755E-9,8.56152E-17,1.764142E-13,1.041754E-18,1.42977E-9,1.107541E-4,2.793424E-8,2.182006E-5,1.161621E-4,7.871688E-5,0.004074693,5.236026E-8,4.460357E-22,3.924716E-23,7.071095E-29,1.220696E-15,3.437535E-31,8.10597E-32,8.550458E-29,4.276204E-28,0.01077518,0.0064061,0.02658681,9.419959,6.393428E-5,534243.7,534243.7
1.306511E-9,15.66114,-4.263229E13,1786.735,1786.735,0.001002824,1.0,0.9467939,3.198167E-4,3.201056E-7,2.726778E-4,7.476579E-7,8.343366E-4,7.004576E-4,3.686356E-6,1.051588E-8,4.031616E-7,7.313139E-6,6.993885E-4,9.657521E-4,2.961238E-4,6.919421E-9,9.332285E-8,2.903149E-9,2.393988E-7,7.504595E-4,1.248447E-11,4.262943E-4,6.514973E-8,2.350567E-4,5.258873E-5,6.866781E-10,1.684759E-10,3.266711E-13,1.469878E-8,3.7281E-15,9.753875E-12,6.350327E-17,5.026887E-8,3.848428E-4,5.246514E-7,7.495289E-5,1.090412E-4,2.711407E-4,0.004060724,2.072436E-7,7.342037E-20,1.178864E-20,1.086562E-25,4.125436E-14,5.848074E-28,1.505707E-28,3.688065E-26,2.882874E-25,0.01032614,0.006008338,0.02625238,9.388134,6.40326E-5,532438.7,532438.7
4.442124E-9,15.58958,-3.013223E13,1761.287,1761.287,0.001002824,1.0,0.9376275,0.001178248,3.859558E-6,9.041972E-4,8.121017E-6,0.002497249,0.002392312,3.050867E-5,2.992387E-7,5.94844E-6,6.649865E-5,0.001864286,0.002862353,8.742851E-4,6.669275E-8,9.267922E-7,5.487002E-8,2.821979E-6,0.001951308,1.59849E-9,0.001257233,8.529936E-7,4.635797E-4,3.660131E-4,6.2194E-8,3.428677E-9,3.354472E-12,1.997289E-7,2.968104E-13,1.037505E-9,5.108132E-15,1.630706E-6,0.001088692,7.991407E-6,2.17978E-4,8.049131E-5,7.80279E-4,0.004019459,1.413083E-6,2.785805E-17,7.182893E-18,7.524673E-22,1.837931E-12,3.332856E-24,7.074652E-25,4.878255E-23,4.606381E-22,0.009116429,0.00498082,0.0252281,9.296905,6.432652E-5,527264.8,527264.8
1.208475E-8,15.47862,-1.732996E13,1721.983,1721.983,0.001002824,1.0,0.9234871,0.002710401,2.56534E-5,0.00228714,4.581517E-5,0.004957306,0.006053015,1.158567E-4,3.630448E-6,5.022527E-5,2.706618E-4,0.002973485,0.005552101,0.001820173,3.525847E-7,5.265136E-6,3.626E-7,1.888298E-5,0.00291525,5.771392E-8,0.002400128,6.420706E-6,5.494316E-4,0.001193279,1.391176E-6,2.836956E-8,3.44325E-11,1.366275E-6,1.062456E-11,3.587502E-8,1.394254E-13,1.759902E-5,0.001958983,5.394661E-5,4.095905E-4,5.031071E-5,0.001459414,0.003948312,7.585414E-6,4.132935E-15,1.707379E-15,1.316517E-18,3.250699E-11,4.613045E-21,1.895504E-21,1.459875E-20,1.415953E-19,0.007455233,0.003682366,0.02342007,9.154596,6.478765E-5,519193.9,519193.9
2.122688E-8,15.40466,-1.11936E13,1693.137,1693.137,0.001002824,1.0,0.9127557,0.003688893,7.464532E-5,0.004022404,1.102156E-4,0.006452448,0.009985094,2.274283E-4,1.367393E-5,1.478707E-4,4.794476E-4,0.003192634,0.007482747,0.0024826,8.943579E-7,1.289452E-5,8.371132E-7,5.093008E-5,0.002878518,3.772516E-7,0.003146376,1.79133E-5,5.386157E-4,0.001967218,5.920194E-6,1.053237E-7,1.563709E-10,3.565465E-6,6.885745E-11,2.11718E-7,8.918562E-13,5.356809E-5,0.002489905,1.358471E-4,5.297786E-4,3.549233E-5,0.001908842,0.003884199,1.820411E-5,8.276386E-14,4.057251E-14,7.393405E-17,1.457138E-10,2.623987E-19,1.570206E-19,3.070889E-19,3.042125E-18,0.006357192,0.002902675,0.02185156,9.044459,6.50987E-5,512947.5,512947.5
2.2859E-8,15.39533,-1.048739E13,1689.112,1689.112,0.001002824,1.0,0.911212,0.003796771,8.603735E-5,0.004342707,1.229799E-4,0.006616198,0.01064042,2.481552E-4,1.622828E-5,1.685977E-4,5.096681E-4,0.003181621,0.007759474,0.00256687,1.013362E-6,1.442009E-5,9.249883E-7,5.760398E-5,0.002825758,4.786665E-7,0.003245128,2.031397E-5,5.357677E-4,0.002085159,7.036691E-6,1.273443E-7,1.907211E-10,4.010369E-6,8.711521E-11,2.633617E-7,1.143549E-12,6.112494E-5,0.002560519,1.518564E-4,5.453049E-4,3.37808E-5,0.001969991,0.003874075,2.02688E-5,1.23393E-13,6.108174E-14,1.228896E-16,1.761756E-10,4.413972E-19,2.732862E-19,4.535005E-19,4.507172E-18,0.006209474,0.002802878,0.02161102,9.028428,6.513818E-5,512038.3,512038.3
2.502397E-8,15.38425,-9.659046E12,1684.151,1684.151,0.001002824,1.0,0.9092894,0.003916406,1.023819E-4,0.004769811,1.403179E-4,0.006796792,0.01148797,2.758681E-4,1.998167E-5,1.971152E-4,5.465483E-4,0.003154159,0.008105357,0.002666573,1.1815E-6,1.649426E-5,1.042104E-6,6.675615E-5,0.002746169,6.381065E-7,0.003365228,2.360803E-5,5.321129E-4,0.002234118,8.640419E-6,1.61359E-7,2.426407E-10,4.616062E-6,1.157125E-10,3.420157E-7,1.55246E-12,7.145974E-5,0.002647135,1.733919E-4,5.640477E-4,3.177169E-5,0.002045109,0.003861129,2.304317E-5,2.008661E-13,1.001757E-13,2.266405E-16,2.215828E-10,8.288321E-19,5.323285E-19,7.274639E-19,7.25807E-18,0.006028685,0.002682428,0.02130591,9.008392,6.518509E-5,510902.1,510902.1
2.773355E-8,15.3722,-8.764555E12,1678.472,1678.472,0.001002824,1.0,0.9070592,0.004033391,1.248011E-4,0.005305487,1.625638E-4,0.006971033,0.0125141,3.107452E-4,2.526524E-5,2.34114E-4,5.878055E-4,0.003104136,0.008509202,0.002774223,1.408203E-6,1.915523E-5,1.189256E-6,7.859153E-5,0.002636501,8.80299E-7,0.003500642,2.787231E-5,5.27817E-4,0.002409756,1.082645E-5,2.122898E-7,3.18017E-10,5.393725E-6,1.590294E-10,4.568812E-7,2.20365E-12,8.475004E-5,0.002746113,2.006282E-4,5.849809E-4,2.959892E-5,0.002130877,0.003845637,2.654748E-5,3.48644E-13,1.743213E-13,4.487303E-16,2.864975E-10,1.682512E-18,1.119399E-18,1.238148E-18,1.240382E-17,0.005823142,0.002547766,0.02094416,8.985054,6.523616E-5,509578.5,509578.5
3.077947E-8,15.36071,-7.909355E12,1672.694,1672.694,0.001002824,1.0,0.9047534,0.004128391,1.525639E-4,0.005905398,1.881557E-4,0.007108049,0.0136224,3.499513E-4,3.197432E-5,2.769722E-4,6.281417E-4,0.003033245,0.00893083,0.002875638,1.68411E-6,2.221048E-5,1.355134E-6,9.225764E-5,0.002506192,1.212573E-6,0.003636418,3.280549E-5,5.233838E-4,0.002594566,1.349259E-5,2.815399E-7,4.167288E-10,6.286694E-6,2.184477E-10,6.076885E-7,3.15358E-12,9.996179E-5,0.002847161,2.313637E-4,6.057336E-4,2.751585E-5,0.002218078,0.003829084,3.049611E-5,6.072012E-13,3.02495E-13,8.83916E-16,3.701963E-10,3.415902E-18,2.339732E-18,2.110304E-18,2.121613E-17,0.005615016,0.00241391,0.02056111,8.960818,6.528496E-5,508203.9,508203.9
3.256855E-8,15.35483,-7.467581E12,1669.559,1669.559,0.001002824,1.0,0.9034861,0.004169007,1.70107E-4,0.006255027,2.034221E-4,0.007163526,0.01425154,3.728642E-4,3.628789E-5,3.025833E-4,6.490791E-4,0.002986552,0.009164783,0.002926805,1.85626E-6,2.402765E-5,1.452708E-6,1.004034E-4,0.00242833,1.438576E-6,0.003709299,3.575246E-5,5.209629E-4,0.002697561,1.514881E-5,3.284954E-7,4.816498E-10,6.817626E-6,2.589632E-10,7.067933E-7,3.83558E-12,1.089504E-4,0.002902283,2.493782E-4,6.167639E-4,2.643623E-5,0.00226539,0.003819756,3.280743E-5,8.183597E-13,4.058583E-13,1.268421E-15,4.246126E-10,4.993014E-18,3.465077E-18,2.810507E-18,2.830019E-17,0.005502389,0.00234253,0.02034657,8.947452,6.530995E-5,507445.9,507445.9
3.515656E-8,15.34731,-6.894429E12,1665.325,1665.325,0.001002824,1.0,0.9017541,0.004211004,1.970602E-4,0.006755345,2.257574E-4,0.007215553,0.01513373,4.057214E-4,4.300361E-5,3.400016E-4,6.760496E-4,0.002914504,0.009487552,0.002991227,2.11806E-6,2.667617E-5,1.593981E-6,1.122757E-4,0.002315926,1.806958E-6,0.003807016,4.005888E-5,5.176707E-4,0.002840011,1.764746E-5,4.050273E-7,5.846711E-10,7.591067E-6,3.253186E-10,8.63593E-7,5.007148E-12,1.219366E-4,0.002977271,2.752887E-4,6.31419E-4,2.503017E-5,0.002329363,0.003806742,3.612763E-5,1.221583E-12,6.005335E-13,2.052521E-15,5.101194E-10,8.302448E-18,5.848115E-18,4.129382E-18,4.164903E-17,0.005350331,0.002247345,0.02004865,8.929131,6.534196E-5,506406.8,506406.8
3.890596E-8,15.3382,-6.178891E12,1659.742,1659.742,0.001002824,1.0,0.8994326,0.004242767,2.393015E-4,0.007465154,2.585435E-4,0.007240651,0.01635522,4.524454E-4,5.36955E-5,3.946074E-4,7.088063E-4,0.002804284,0.009926421,0.003067181,2.523034E-6,3.053641E-5,1.798848E-6,1.295322E-4,0.002156623,2.428897E-6,0.00393477,4.634872E-5,5.132646E-4,0.003034094,2.145112E-5,5.346536E-7,7.530296E-10,8.717415E-6,4.3857E-10,1.117939E-6,7.147167E-12,1.405543E-4,0.003077318,3.123439E-4,6.503172E-4,2.326267E-5,0.002413862,0.003788831,4.086652E-5,2.062981E-12,9.979349E-13,3.831303E-15,6.479506E-10,1.613089E-17,1.15329E-17,6.837686E-18,6.904583E-17,0.005149668,0.002123834,0.01964065,8.904486,6.538081E-5,505009.1,505009.1
4.167973E-8,15.3326,-5.721348E12,1655.977,1655.977,0.001002824,1.0,0.897841,0.004248486,2.728767E-4,0.007976275,2.830572E-4,0.007227492,0.0172175,4.861427E-4,6.230313E-5,4.350403E-4,7.287407E-4,0.002720591,0.010232,0.003112146,2.841206E-6,3.339683E-5,1.950528E-6,1.422482E-4,0.002043229,2.956393E-6,0.004020397,5.101243E-5,5.102206E-4,0.003169344,2.438042E-5,6.452787E-7,8.921125E-10,9.55132E-6,5.361045E-10,1.325826E-6,9.115558E-12,1.540676E-4,0.003145689,3.392798E-4,6.627924E-4,2.212256E-5,0.002470965,0.003776247,4.43036E-5,2.929925E-12,1.398102E-12,5.800827E-15,7.602374E-10,2.515928E-17,1.811698E-17,9.595226E-18,9.689546E-17,0.005013997,0.00204169,0.01935502,8.887531,6.540468E-5,504047.5,504047.5
4.457213E-8,15.32764,-5.297904E12,1652.34,1652.34,0.001002824,1.0,0.8962819,0.004241738,3.098884E-4,0.00849471,3.088069E-4,0.007190278,0.01808093,5.203417E-4,7.187483E-5,4.770374E-4,7.460752E-4,0.002632933,0.01053546,0.003150461,3.188871E-6,3.637398E-5,2.108793E-6,1.553913E-4,0.001930045,3.566866E-6,0.004102876,5.586403E-5,5.071922E-4,0.003303651,2.751924E-5,7.742755E-7,1.050299E-9,1.04187E-5,6.509312E-10,1.559485E-6,1.15635E-11,1.678435E-4,0.003212525,3.668623E-4,6.74642E-4,2.105816E-5,0.002526234,0.003763686,4.781583E-5,4.1049E-12,1.929249E-12,8.625324E-15,8.863446E-10,3.858073E-17,2.791489E-17,1.330541E-17,1.34282E-16,0.00488246,0.001963105,0.01907046,8.87088,6.542583E-5,503103.2,503103.2
4.668544E-8,15.32451,-5.018339E12,1649.85,1649.85,0.001002824,1.0,0.8952016,0.004230104,3.381634E-4,0.008863352,3.277228E-4,0.007150313,0.01868967,5.446583E-4,7.923257E-5,5.07532E-4,7.567267E-4,0.002569244,0.01074829,0.003173647,3.452642E-6,3.85414E-5,2.22449E-6,1.64888E-4,0.001850928,4.051203E-6,0.004159282,5.939239E-5,5.050519E-4,0.00339781,2.985747E-5,8.774349E-7,1.174374E-9,1.10499E-5,7.436504E-10,1.740562E-6,1.363231E-11,1.776732E-4,0.003258754,3.866622E-4,6.826405E-4,2.034939E-5,0.002564133,0.003754851,5.033211E-5,5.166244E-12,2.400333E-12,1.129383E-14,9.841114E-10,5.16582E-17,3.745541E-17,1.664251E-17,1.678271E-16,0.004792052,0.001909699,0.01887047,8.859319,6.543917E-5,502447.5,502447.5
4.969966E-8,15.3207,-4.657224E12,1646.519,1646.519,0.001002824,1.0,0.8937388,0.004205607,3.802036E-4,0.009373472,3.548301E-4,0.007077755,0.01952701,5.782859E-4,9.022759E-5,5.506475E-4,7.692708E-4,0.002479605,0.01104002,0.003200635,3.842369E-6,4.161627E-5,2.389598E-6,1.7824E-4,0.001743558,4.796495E-6,0.004234782,6.439015E-5,5.020789E-4,0.003526797,3.324548E-5,1.03768E-6,1.363785E-9,1.194508E-5,8.893197E-10,2.013149E-6,1.703029E-11,1.91313E-4,0.003321224,4.143596E-4,6.931975E-4,1.942525E-5,0.002614913,0.00374272,5.384467E-5,7.020261E-12,3.207751E-12,1.616138E-14,1.131469E-9,7.628858E-17,5.538719E-17,2.245769E-17,2.261082E-16,0.004670522,0.001838693,0.01859593,8.843636,6.545548E-5,501558.1,501558.1
5.20938E-8,15.31814,-4.398034E12,1644.041,1644.041,0.001002824,1.0,0.892637,0.004180781,4.149585E-4,0.009765044,3.764546E-4,0.007009211,0.0201673,6.040669E-4,9.935513E-5,5.845118E-4,7.772266E-4,0.002409805,0.01126261,0.003217618,4.162676E-6,4.404148E-5,2.520813E-6,1.886596E-4,0.001662931,5.43267E-6,0.004291058,6.832389E-5,4.997681E-4,0.003625136,3.597214E-5,1.175971E-6,1.524692E-9,1.265103E-5,1.016691E-9,2.241022E-6,2.013337E-11,2.018078E-4,0.003368163,4.358904E-4,7.009442E-4,1.875489E-5,0.002652742,0.003733459,5.656889E-5,8.813281E-12,3.973605E-12,2.106802E-14,1.254888E-9,1.019337E-16,7.399812E-17,2.807701E-17,2.82235E-16,0.004579604,0.001786163,0.01838624,8.831802,6.546642E-5,500886.9,500886.9
5.451985E-8,15.31592,-4.15725E12,1641.668,1641.668,0.001002824,1.0,0.8915701,0.004151773,4.513422E-4,0.01014926,3.984425E-4,0.006931638,0.02079476,6.293227E-4,1.089373E-4,6.184346E-4,7.836562E-4,0.002340613,0.01148057,0.003231336,4.496455E-6,4.64811E-5,2.65384E-6,1.990323E-4,0.001585415,6.115705E-6,0.004345118,7.227264E-5,4.974602E-4,0.003721354,3.87601E-5,1.32605E-6,1.697247E-9,1.336118E-5,1.156704E-9,2.481619E-6,2.367015E-11,2.12123E-4,0.003413488,4.572778E-4,7.082782E-4,1.812595E-5,0.002689011,0.003724393,5.926923E-5,1.095343E-11,4.872271E-12,2.713157E-14,1.385468E-9,1.345452E-16,9.7577E-17,3.478898E-17,3.490545E-16,0.004492047,0.001736055,0.01818079,8.820328,6.547589E-5,500236.2,500236.2
5.726513E-8,15.31382,-3.908262E12,1639.135,1639.135,0.001002824,1.0,0.8904185,0.004115248,4.938522E-4,0.01056857,4.234067E-4,0.006835771,0.02148001,6.568239E-4,1.201574E-4,6.562996E-4,7.891425E-4,0.002264411,0.01171865,0.003243158,4.884752E-6,4.921772E-5,2.804446E-6,2.10528E-4,0.001502685,6.933192E-6,0.00440306,7.669096E-5,4.948792E-4,0.003826361,4.193773E-5,1.507912E-6,1.904129E-9,1.415794E-5,1.328906E-9,2.764982E-6,2.817996E-11,2.233984E-4,0.003462238,4.809543E-4,7.160118E-4,1.74684E-5,0.00272775,0.003714502,6.225162E-5,1.380762E-11,6.049518E-12,3.550708E-14,1.539637E-9,1.809722E-16,1.30987E-16,4.375883E-17,4.380194E-16,0.004398022,0.001682773,0.01795633,8.807927,6.548486E-5,499532.8,499532.8
5.992185E-8,15.31216,-3.688302E12,1636.825,1636.825,0.001002824,1.0,0.8893559,0.004077014,5.362671E-4,0.01095867,4.47643E-4,0.006736423,0.0221193,6.823354E-4,1.313695E-4,6.923795E-4,7.928253E-4,0.002192946,0.01194101,0.003251352,5.270672E-6,5.183994E-5,2.950265E-6,2.213955E-4,0.001427513,7.767115E-6,0.004456204,8.091263E-5,4.924043E-4,0.003924345,4.502913E-5,1.696011E-6,2.116195E-9,1.492168E-5,1.509977E-9,3.049785E-6,3.308942E-11,2.339041E-4,0.003507016,5.033378E-4,7.229798E-4,1.688055E-5,0.0027631,0.003705281,6.506412E-5,1.704883E-11,7.362468E-12,4.535098E-14,1.695007E-9,2.372402E-16,1.712553E-16,5.397942E-17,5.389826E-16,0.00431168,0.001634328,0.01774668,8.796471,6.549197E-5,498883.1,498883.1
6.259794E-8,15.31081,-3.485209E12,1634.627,1634.627,0.001002824,1.0,0.8883332,0.004036362,5.801832E-4,0.01133609,4.721281E-4,0.006631234,0.0227407,7.069331E-4,1.429879E-4,7.281335E-4,7.950873E-4,0.002123333,0.01215754,0.003256818,5.668944E-6,5.445385E-5,3.097214E-6,2.320768E-4,0.001356463,8.647244E-6,0.004507121,8.510857E-5,4.899282E-4,0.004019682,4.815313E-5,1.897428E-6,2.341734E-9,1.568341E-5,1.707245E-9,3.346549E-6,3.860848E-11,2.440822E-4,0.003549888,5.253636E-4,7.29535E-4,1.633121E-5,0.002796752,0.003696324,6.782477E-5,2.083289E-11,8.86911E-12,5.721894E-14,1.85734E-9,3.071224E-16,2.209663E-16,6.596495E-17,6.568996E-16,0.004228921,0.001588332,0.01754256,8.785433,6.549775E-5,498257.1,498257.1
6.857784E-8,15.3088,-3.088346E12,1630.13,1630.13,0.001002824,1.0,0.8862027,0.003940659,6.822653E-4,0.01212408,5.270848E-4,0.006383564,0.02405307,7.579432E-4,1.699964E-4,8.05794E-4,7.956455E-4,0.001976625,0.01261683,0.003260781,6.590909E-6,6.019053E-5,3.425795E-6,2.549545E-4,0.001213517,1.07466E-5,0.004612683,9.427129E-5,4.844394E-4,0.004221656,5.514468E-5,2.390268E-6,2.889782E-9,1.735723E-5,2.204743E-9,4.042555E-6,5.317511E-11,2.653824E-4,0.003638248,5.727366E-4,7.427123E-4,1.52363E-5,0.002865604,0.003677417,7.373802E-5,3.138556E-11,1.295792E-11,9.201262E-14,2.23968E-9,5.221359E-16,3.722183E-16,9.97101E-17,9.866193E-16,0.004057509,0.001494435,0.01710986,8.76241,6.550634E-5,496951.4,496951.4
7.148891E-8,15.30825,-2.919412E12,1628.124,1628.124,0.001002824,1.0,0.8852352,0.003892773,7.337554E-4,0.01248072,5.539536E-4,0.006259143,0.02465653,7.808369E-4,1.836053E-4,8.424525E-4,7.940031E-4,0.001909637,0.01282923,0.003259372,7.054525E-6,6.292964E-5,3.585844E-6,2.655909E-4,0.001151237,1.182827E-5,0.004660499,9.862302E-5,4.817852E-4,0.004314948,5.854284E-5,2.651232E-6,3.179089E-9,1.815775E-5,2.476684E-9,4.396416E-6,6.145608E-11,2.750498E-4,0.003677839,5.949042E-4,7.484822E-4,1.476015E-5,0.002896278,0.003668725,7.64932E-5,3.767657E-11,1.533507E-11,1.137179E-13,2.43484E-9,6.623939E-16,4.697636E-16,1.200504E-16,1.184041E-15,0.003980061,0.001452624,0.01690994,8.751944,6.550868E-5,496357.8,496357.8
7.55008E-8,15.30789,-2.708491E12,1625.535,1625.535,0.001002824,1.0,0.8839685,0.00382641,8.064415E-4,0.01294438,5.911009E-4,0.0060859,0.02545319,8.10375E-4,2.027855E-4,8.91725E-4,7.900328E-4,0.001821981,0.01311105,0.003254626,7.708014E-6,6.664637E-5,3.806499E-6,2.797144E-4,0.001072518,1.337506E-5,0.004723097,1.045032E-4,4.781453E-4,0.004438645,6.320973E-5,3.033019E-6,3.602603E-9,1.924568E-5,2.885098E-9,4.8987E-6,7.422649E-11,2.876523E-4,0.003729037,6.245349E-4,7.55833E-4,1.415571E-5,0.00293584,0.003657252,8.016366E-5,4.770673E-11,1.905442E-11,1.495339E-13,2.712605E-9,9.02074E-16,6.348216E-16,1.5281E-16,1.500331E-15,0.003878987,0.001398637,0.01664488,8.738233,6.551024E-5,495580.2,495580.2
7.921913E-8,15.3079,-2.532794E12,1623.298,1623.298,0.001002824,1.0,0.8828575,0.003765151,8.75435E-4,0.01334638,6.256481E-4,0.005925069,0.02615771,8.357399E-4,2.209481E-4,9.360988E-4,7.848395E-4,0.001745423,0.01336181,0.003247857,8.327734E-6,7.003104E-5,4.011082E-6,2.922586E-4,0.001006312,1.486003E-5,0.004778076,1.09833E-4,4.747919E-4,0.004548635,6.751122E-5,3.409379E-6,4.021406E-9,2.023837E-5,3.299911E-9,5.378174E-6,8.753115E-11,2.986191E-4,0.003773242,6.510819E-4,7.620886E-4,1.364265E-5,0.002969949,0.003647104,8.34399E-5,5.850954E-11,2.298228E-11,1.895313E-13,2.978433E-9,1.179929E-15,8.24035E-16,1.885223E-16,1.843172E-15,0.003790612,0.001351975,0.01640926,8.726201,6.551018E-5,494897.9,494897.9
8.246021E-8,15.30816,-2.393215E12,1621.465,1621.465,0.001002824,1.0,0.8819341,0.00371233,9.36729E-4,0.01367595,6.558503E-4,0.005785696,0.02674702,8.563339E-4,2.37042E-4,9.73768E-4,7.793044E-4,0.001682227,0.01357281,0.003240457,8.878185E-6,7.293454E-5,4.189453E-6,3.027736E-4,9.534345E-4,1.618947E-5,0.004823871,1.143858E-4,4.718866E-4,0.004641135,7.123717E-5,3.754759E-6,4.407599E-9,2.10916E-5,3.691138E-9,5.806178E-6,1.003276E-10,3.076466E-4,0.003809396,6.735329E-4,7.671491E-4,1.322806E-5,0.00299785,0.003638614,8.62014E-5,6.918386E-11,2.679944E-11,2.303035E-13,3.216164E-9,1.472536E-15,1.021242E-15,2.242199E-16,2.184175E-15,0.00371735,0.001313679,0.01621119,8.7162,6.550909E-5,494330.7,494330.7
