Time_Soln#17 (sec),Volume_Soln#17 (cm3),Volumetric_heat_production_rate_Soln#17 (erg/cm3-sec),Surface_temperature_Soln#17 (K),Temperature_Soln#17 (K),Mass_Soln#17 (g),Pressure_Soln#17 (atm),Mole_fraction_H2_Soln#17 (),Mole_fraction_H_Soln#17 (),Mole_fraction_CH4_Soln#17 (),Mole_fraction_CH3_Soln#17 (),Mole_fraction_C2H6_Soln#17 (),Mole_fraction_C2H5_Soln#17 (),Mole_fraction_C2H4_Soln#17 (),Mole_fraction_C2H3_Soln#17 (),Mole_fraction_C2H2_Soln#17 (),Mole_fraction_C3H8_Soln#17 (),Mole_fraction_IC3H7_Soln#17 (),Mole_fraction_NC3H7_Soln#17 (),Mole_fraction_C3H6_Soln#17 (),Mole_fraction_C3H5-A_Soln#17 (),Mole_fraction_C3H4-P_Soln#17 (),Mole_fraction_C3H4-A_Soln#17 (),Mole_fraction_C3H3_Soln#17 (),Mole_fraction_NC4H10_Soln#17 (),Mole_fraction_PC4H9_Soln#17 (),Mole_fraction_IC4H10_Soln#17 (),Mole_fraction_IC4H8_Soln#17 (),Mole_fraction_C4H8-1_Soln#17 (),Mole_fraction_C4H8-2_Soln#17 (),Mole_fraction_C4H71-3_Soln#17 (),Mole_fraction_C4H6_Soln#17 (),Mole_fraction_C4H5_Soln#17 (),Mole_fraction_C4H4_Soln#17 (),Mole_fraction_C4H2_Soln#17 (),Mole_fraction_C6H6_Soln#17 (),Mole_fraction_FULVENE_Soln#17 (),Mole_fraction_C5H6_Soln#17 (),Mole_fraction_C5H5_Soln#17 (),Mole_fraction_C10H8_Soln#17 (),Mole_fraction_NC5H12_Soln#17 (),Mole_fraction_NC5H11_Soln#17 (),Mole_fraction_NC5H10_Soln#17 (),Mole_fraction_B1M3_Soln#17 (),Mole_fraction_LC5H8_Soln#17 (),Mole_fraction_NC6H12_Soln#17 (),Mole_fraction_NC7H15_Soln#17 (),Mole_fraction_NC7H14_Soln#17 (),Mole_fraction_C7H8_Soln#17 (),Mole_fraction_C7H7_Soln#17 (),Mole_fraction_C6H5C2H_Soln#17 (),Mole_fraction_C6H5C2H3_Soln#17 (),Mole_fraction_C6H5C2H5_Soln#17 (),Mole_fraction_NC12H25_Soln#17 (),Mole_fraction_NC12H26_Soln#17 (),Mole_fraction_NC16H34_Soln#17 (),Mole_fraction_NC10H20_Soln#17 (),Molecular_weight_Soln#17 (g/mole),Mass_density_Soln#17 (g/cm3),Unburned_hydrocarbons_Soln#17 (ppm),Volatile_organic_compounds_Soln#17 (ppm)
0.0,15.7,-3.323923E13,1800.0,1800.0,0.001002824,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,6.387411E-5,535064.1,535064.1
1.324971E-12,15.69995,-3.338326E13,1799.99,1799.99,0.001002824,1.0,0.9514579,1.583762E-9,1.307895E-15,1.391738E-9,2.921816E-13,3.008279E-7,3.795647E-9,2.720717E-12,1.453173E-15,1.543127E-13,3.468421E-12,3.005344E-7,5.196785E-9,3.215741E-7,4.202606E-15,1.003137E-13,6.43224E-18,9.431568E-14,3.011559E-7,2.967962E-26,1.10569E-25,2.38059E-9,4.169527E-14,3.214899E-7,6.938356E-11,1.793778E-20,9.165573E-19,3.860292E-19,8.505274E-17,1.558314E-26,2.713606E-23,4.515335E-30,1.380729E-28,6.807543E-18,5.136606E-7,2.186185E-9,5.723119E-21,3.054154E-17,4.657517E-10,1.232335E-6,1.618971E-9,0.004081,1.402364E-10,1.42127E-32,3.502026E-23,8.341264E-17,5.284005E-7,0.01103258,0.006639239,0.02678508,9.434406,6.387433E-5,535063.0,535063.0
7.388508E-11,15.69714,-3.958824E13,1799.384,1799.384,0.001002824,1.0,0.9513075,3.93664E-6,1.912566E-10,3.745194E-6,1.182351E-9,2.413573E-5,1.006688E-5,9.098879E-9,6.170936E-12,6.077423E-10,1.360655E-8,2.31682E-5,1.395097E-5,1.786241E-5,1.512153E-11,3.12566E-10,8.679159E-13,3.889641E-10,2.464023E-5,1.424793E-17,3.832755E-17,6.335277E-6,1.428914E-10,1.760439E-5,2.129569E-7,4.63868E-15,4.356512E-14,1.191869E-15,8.067689E-12,9.762579E-20,2.033035E-16,1.53724E-21,8.83501E-22,2.137052E-12,2.48939E-5,5.821572E-6,4.275711E-14,5.387882E-11,1.210932E-6,5.271786E-5,4.262173E-6,0.004080347,7.842576E-9,1.560485E-25,6.968915E-18,3.3758E-13,2.220395E-5,0.01099031,0.006600429,0.02674861,9.432915,6.388576E-5,534978.4,534978.4
4.465395E-10,15.68523,-4.711124E13,1795.549,1795.549,0.001002824,1.0,0.9500012,8.122762E-5,2.624417E-8,7.431051E-5,7.197592E-8,2.52413E-4,1.920286E-4,4.046877E-7,5.338306E-10,3.595855E-8,7.634468E-7,2.2369E-4,2.718453E-4,1.058048E-4,7.461217E-10,1.135924E-8,1.580833E-10,2.322284E-8,2.429698E-4,1.044535E-13,1.077876E-13,1.209663E-4,6.582852E-9,9.715774E-5,7.249147E-6,8.303886E-12,8.424489E-12,4.174609E-14,1.135755E-9,8.56152E-17,1.764142E-13,8.102109E-18,1.041754E-18,1.42977E-9,6.968963E-5,1.107541E-4,3.231791E-11,2.793424E-8,2.182006E-5,1.161621E-4,7.871688E-5,0.004074693,5.236026E-8,4.460357E-22,2.330086E-15,2.055517E-11,4.62608E-5,0.01077518,0.0064061,0.02658681,9.419959,6.393428E-5,534243.7,534243.7
1.306511E-9,15.66114,-4.263229E13,1786.735,1786.735,0.001002824,1.0,0.9467939,3.198167E-4,3.201056E-7,2.726778E-4,7.476579E-7,8.343366E-4,7.004576E-4,3.686356E-6,1.051588E-8,4.031616E-7,7.313139E-6,6.993885E-4,9.657521E-4,2.961238E-4,6.919421E-9,9.332285E-8,2.903149E-9,2.393988E-7,7.504595E-4,1.248447E-11,4.891466E-12,4.262943E-4,6.514973E-8,2.350567E-4,5.258873E-5,6.866781E-10,1.684759E-10,3.266711E-13,1.469878E-8,3.7281E-15,9.753875E-12,1.112339E-15,6.350327E-17,5.026887E-8,6.779547E-5,3.848428E-4,9.734916E-10,5.246514E-7,7.495289E-5,1.090412E-4,2.711407E-4,0.004060724,2.072436E-7,7.342037E-20,6.883476E-14,2.134709E-10,4.221756E-5,0.01032614,0.006008338,0.02625238,9.388134,6.40326E-5,532438.7,532438.7
4.442124E-9,15.58958,-3.013223E13,1761.287,1761.287,0.001002824,1.0,0.9376275,0.001178248,3.859558E-6,9.041972E-4,8.121017E-6,0.002497249,0.002392312,3.050867E-5,2.992387E-7,5.94844E-6,6.649865E-5,0.001864286,0.002862353,8.742851E-4,6.669275E-8,9.267922E-7,5.487002E-8,2.821979E-6,0.001951308,1.59849E-9,1.833252E-10,0.001257233,8.529936E-7,4.635797E-4,3.660131E-4,6.2194E-8,3.428677E-9,3.354472E-12,1.997289E-7,2.968104E-13,1.037505E-9,3.58727E-13,5.108132E-15,1.630706E-6,5.046035E-5,0.001088692,2.619312E-8,7.991407E-6,2.17978E-4,8.049131E-5,7.80279E-4,0.004019459,1.413083E-6,2.785805E-17,2.657491E-12,2.313534E-9,2.971363E-5,0.009116429,0.00498082,0.0252281,9.296905,6.432652E-5,527264.8,527264.8
1.208475E-8,15.47862,-1.732996E13,1721.983,1721.983,0.001002824,1.0,0.9234871,0.002710401,2.56534E-5,0.00228714,4.581517E-5,0.004957306,0.006053015,1.158567E-4,3.630448E-6,5.022527E-5,2.706618E-4,0.002973485,0.005552101,0.001820173,3.525847E-7,5.265136E-6,3.626E-7,1.888298E-5,0.00291525,5.771392E-8,2.598325E-9,0.002400128,6.420706E-6,5.494316E-4,0.001193279,1.391176E-6,2.836956E-8,3.44325E-11,1.366275E-6,1.062456E-11,3.587502E-8,4.317796E-11,1.394254E-13,1.759902E-5,3.318943E-5,0.001958983,2.497016E-7,5.394661E-5,4.095905E-4,5.031071E-5,0.001459414,0.003948312,7.585414E-6,4.132935E-15,5.960541E-11,1.304045E-8,1.76864E-5,0.007455233,0.003682366,0.02342007,9.154596,6.478765E-5,519193.9,519193.9
2.122688E-8,15.40466,-1.11936E13,1693.137,1693.137,0.001002824,1.0,0.9127557,0.003688893,7.464532E-5,0.004022404,1.102156E-4,0.006452448,0.009985094,2.274283E-4,1.367393E-5,1.478707E-4,4.794476E-4,0.003192634,0.007482747,0.0024826,8.943579E-7,1.289452E-5,8.371132E-7,5.093008E-5,0.002878518,3.772516E-7,1.144268E-8,0.003146376,1.79133E-5,5.386157E-4,0.001967218,5.920194E-6,1.053237E-7,1.563709E-10,3.565465E-6,6.885745E-11,2.11718E-7,5.478719E-10,8.918562E-13,5.356809E-5,2.526675E-5,0.002489905,7.910482E-7,1.358471E-4,5.297786E-4,3.549233E-5,0.001908842,0.003884199,1.820411E-5,8.276386E-14,3.986229E-10,3.211181E-8,1.23478E-5,0.006357192,0.002902675,0.02185156,9.044459,6.50987E-5,512947.5,512947.5
2.2859E-8,15.39533,-1.048739E13,1689.112,1689.112,0.001002824,1.0,0.911212,0.003796771,8.603735E-5,0.004342707,1.229799E-4,0.006616198,0.01064042,2.481552E-4,1.622828E-5,1.685977E-4,5.096681E-4,0.003181621,0.007759474,0.00256687,1.013362E-6,1.442009E-5,9.249883E-7,5.760398E-5,0.002825758,4.786665E-7,1.395251E-8,0.003245128,2.031397E-5,5.357677E-4,0.002085159,7.036691E-6,1.273443E-7,1.907211E-10,4.010369E-6,8.711521E-11,2.633617E-7,7.519402E-10,1.143549E-12,6.112494E-5,2.436601E-5,0.002560519,9.179161E-7,1.518564E-4,5.453049E-4,3.37808E-5,0.001969991,0.003874075,2.02688E-5,1.23393E-13,5.140661E-10,3.610645E-8,1.175267E-5,0.006209474,0.002802878,0.02161102,9.028428,6.513818E-5,512038.3,512038.3
2.502397E-8,15.38425,-9.659046E12,1684.151,1684.151,0.001002824,1.0,0.9092894,0.003916406,1.023819E-4,0.004769811,1.403179E-4,0.006796792,0.01148797,2.758681E-4,1.998167E-5,1.971152E-4,5.465483E-4,0.003154159,0.008105357,0.002666573,1.1815E-6,1.649426E-5,1.042104E-6,6.675615E-5,0.002746169,6.381065E-7,1.779922E-8,0.003365228,2.360803E-5,5.321129E-4,0.002234118,8.640419E-6,1.61359E-7,2.426407E-10,4.616062E-6,1.157125E-10,3.420157E-7,1.099408E-9,1.55246E-12,7.145974E-5,2.33065E-5,0.002647135,1.100193E-6,1.733919E-4,5.640477E-4,3.177169E-5,0.002045109,0.003861129,2.304317E-5,2.008661E-13,7.013148E-10,4.168776E-8,1.105759E-5,0.006028685,0.002682428,0.02130591,9.008392,6.518509E-5,510902.1,510902.1
2.773355E-8,15.3722,-8.764555E12,1678.472,1678.472,0.001002824,1.0,0.9070592,0.004033391,1.248011E-4,0.005305487,1.625638E-4,0.006971033,0.0125141,3.107452E-4,2.526524E-5,2.34114E-4,5.878055E-4,0.003104136,0.008509202,0.002774223,1.408203E-6,1.915523E-5,1.189256E-6,7.859153E-5,0.002636501,8.80299E-7,2.350907E-8,0.003500642,2.787231E-5,5.27817E-4,0.002409756,1.082645E-5,2.122898E-7,3.18017E-10,5.393725E-6,1.590294E-10,4.568812E-7,1.676167E-9,2.20365E-12,8.475004E-5,2.215337E-5,0.002746113,1.350635E-6,2.006282E-4,5.849809E-4,2.959892E-5,0.002130877,0.003845637,2.654748E-5,3.48644E-13,9.970702E-10,4.914794E-8,1.030856E-5,0.005823142,0.002547766,0.02094416,8.985054,6.523616E-5,509578.5,509578.5
3.077947E-8,15.36071,-7.909355E12,1672.694,1672.694,0.001002824,1.0,0.9047534,0.004128391,1.525639E-4,0.005905398,1.881557E-4,0.007108049,0.0136224,3.499513E-4,3.197432E-5,2.769722E-4,6.281417E-4,0.003033245,0.00893083,0.002875638,1.68411E-6,2.221048E-5,1.355134E-6,9.225764E-5,0.002506192,1.212573E-6,3.121584E-8,0.003636418,3.280549E-5,5.233838E-4,0.002594566,1.349259E-5,2.815399E-7,4.167288E-10,6.286694E-6,2.184477E-10,6.076885E-7,2.540976E-9,3.15358E-12,9.996179E-5,2.103433E-5,0.002847161,1.661406E-6,2.313637E-4,6.057336E-4,2.751585E-5,0.002218078,0.003829084,3.049611E-5,6.072012E-13,1.421104E-9,5.820747E-8,9.590926E-6,0.005615016,0.00241391,0.02056111,8.960818,6.528496E-5,508203.9,508203.9
3.256855E-8,15.35483,-7.467581E12,1669.559,1669.559,0.001002824,1.0,0.9034861,0.004169007,1.70107E-4,0.006255027,2.034221E-4,0.007163526,0.01425154,3.728642E-4,3.628789E-5,3.025833E-4,6.490791E-4,0.002986552,0.009164783,0.002926805,1.85626E-6,2.402765E-5,1.452708E-6,1.004034E-4,0.00242833,1.438576E-6,3.642272E-8,0.003709299,3.575246E-5,5.209629E-4,0.002697561,1.514881E-5,3.284954E-7,4.816498E-10,6.817626E-6,2.589632E-10,7.067933E-7,3.167862E-9,3.83558E-12,1.089504E-4,2.044649E-5,0.002902283,1.858142E-6,2.493782E-4,6.167639E-4,2.643623E-5,0.00226539,0.003819756,3.280743E-5,8.183597E-13,1.719731E-9,6.388409E-8,9.218328E-6,0.005502389,0.00234253,0.02034657,8.947452,6.530995E-5,507445.9,507445.9
3.515656E-8,15.34731,-6.894429E12,1665.325,1665.325,0.001002824,1.0,0.9017541,0.004211004,1.970602E-4,0.006755345,2.257574E-4,0.007215553,0.01513373,4.057214E-4,4.300361E-5,3.400016E-4,6.760496E-4,0.002914504,0.009487552,0.002991227,2.11806E-6,2.667617E-5,1.593981E-6,1.122757E-4,0.002315926,1.806958E-6,4.489953E-8,0.003807016,4.005888E-5,5.176707E-4,0.002840011,1.764746E-5,4.050273E-7,5.846711E-10,7.591067E-6,3.253186E-10,8.63593E-7,4.244337E-9,5.007148E-12,1.219366E-4,1.967002E-5,0.002977271,2.160952E-6,2.752887E-4,6.31419E-4,2.503017E-5,0.002329363,0.003806742,3.612763E-5,1.221583E-12,2.221725E-9,7.259304E-8,8.731538E-6,0.005350331,0.002247345,0.02004865,8.929131,6.534196E-5,506406.8,506406.8
3.890596E-8,15.3382,-6.178891E12,1659.742,1659.742,0.001002824,1.0,0.8994326,0.004242767,2.393015E-4,0.007465154,2.585435E-4,0.007240651,0.01635522,4.524454E-4,5.36955E-5,3.946074E-4,7.088063E-4,0.002804284,0.009926421,0.003067181,2.523034E-6,3.053641E-5,1.798848E-6,1.295322E-4,0.002156623,2.428897E-6,5.927702E-8,0.00393477,4.634872E-5,5.132646E-4,0.003034094,2.145112E-5,5.346536E-7,7.530296E-10,8.717415E-6,4.3857E-10,1.117939E-6,6.1871E-9,7.147167E-12,1.405543E-4,1.867144E-5,0.003077318,2.63684E-6,3.123439E-4,6.503172E-4,2.326267E-5,0.002413862,0.003788831,4.086652E-5,2.062981E-12,3.106109E-9,8.632933E-8,8.115712E-6,0.005149668,0.002123834,0.01964065,8.904486,6.538081E-5,505009.1,505009.1
4.167973E-8,15.3326,-5.721348E12,1655.977,1655.977,0.001002824,1.0,0.897841,0.004248486,2.728767E-4,0.007976275,2.830572E-4,0.007227492,0.0172175,4.861427E-4,6.230313E-5,4.350403E-4,7.287407E-4,0.002720591,0.010232,0.003112146,2.841206E-6,3.339683E-5,1.950528E-6,1.422482E-4,0.002043229,2.956393E-6,7.159946E-8,0.004020397,5.101243E-5,5.102206E-4,0.003169344,2.438042E-5,6.452787E-7,8.921125E-10,9.55132E-6,5.361045E-10,1.325826E-6,7.935574E-9,9.115558E-12,1.540676E-4,1.801056E-5,0.003145689,3.016207E-6,3.392798E-4,6.627924E-4,2.212256E-5,0.002470965,0.003776247,4.43036E-5,2.929925E-12,3.887471E-9,9.74072E-8,7.715252E-6,0.005013997,0.00204169,0.01935502,8.887531,6.540468E-5,504047.5,504047.5
4.457213E-8,15.32764,-5.297904E12,1652.34,1652.34,0.001002824,1.0,0.8962819,0.004241738,3.098884E-4,0.00849471,3.088069E-4,0.007190278,0.01808093,5.203417E-4,7.187483E-5,4.770374E-4,7.460752E-4,0.002632933,0.01053546,0.003150461,3.188871E-6,3.637398E-5,2.108793E-6,1.553913E-4,0.001930045,3.566866E-6,8.605187E-8,0.004102876,5.586403E-5,5.071922E-4,0.003303651,2.751924E-5,7.742755E-7,1.050299E-9,1.04187E-5,6.509312E-10,1.559485E-6,1.005522E-8,1.15635E-11,1.678435E-4,1.737922E-5,0.003212525,3.435479E-6,3.668623E-4,6.74642E-4,2.105816E-5,0.002526234,0.003763686,4.781583E-5,4.1049E-12,4.823116E-9,1.098459E-7,7.338479E-6,0.00488246,0.001963105,0.01907046,8.87088,6.542583E-5,503103.2,503103.2
4.668544E-8,15.32451,-5.018339E12,1649.85,1649.85,0.001002824,1.0,0.8952016,0.004230104,3.381634E-4,0.008863352,3.277228E-4,0.007150313,0.01868967,5.446583E-4,7.923257E-5,5.07532E-4,7.567267E-4,0.002569244,0.01074829,0.003173647,3.452642E-6,3.85414E-5,2.22449E-6,1.64888E-4,0.001850928,4.051203E-6,9.768199E-8,0.004159282,5.939239E-5,5.050519E-4,0.00339781,2.985747E-5,8.774349E-7,1.174374E-9,1.10499E-5,7.436504E-10,1.740562E-6,1.180116E-8,1.363231E-11,1.776732E-4,1.695007E-5,0.003258754,3.756494E-6,3.866622E-4,6.826405E-4,2.034939E-5,0.002564133,0.003754851,5.033211E-5,5.166244E-12,5.587181E-9,1.195354E-7,7.085797E-6,0.004792052,0.001909699,0.01887047,8.859319,6.543917E-5,502447.5,502447.5
4.969966E-8,15.3207,-4.657224E12,1646.519,1646.519,0.001002824,1.0,0.8937388,0.004205607,3.802036E-4,0.009373472,3.548301E-4,0.007077755,0.01952701,5.782859E-4,9.022759E-5,5.506475E-4,7.692708E-4,0.002479605,0.01104002,0.003200635,3.842369E-6,4.161627E-5,2.389598E-6,1.7824E-4,0.001743558,4.796495E-6,1.158822E-7,0.004234782,6.439015E-5,5.020789E-4,0.003526797,3.324548E-5,1.03768E-6,1.363785E-9,1.194508E-5,8.893197E-10,2.013149E-6,1.458618E-8,1.703029E-11,1.91313E-4,1.637877E-5,0.003321224,4.23484E-6,4.143596E-4,6.931975E-4,1.942525E-5,0.002614913,0.00374272,5.384467E-5,7.020261E-12,6.797336E-9,1.342736E-7,6.753921E-6,0.004670522,0.001838693,0.01859593,8.843636,6.545548E-5,501558.1,501558.1
5.20938E-8,15.31814,-4.398034E12,1644.041,1644.041,0.001002824,1.0,0.892637,0.004180781,4.149585E-4,0.009765044,3.764546E-4,0.007009211,0.0201673,6.040669E-4,9.935513E-5,5.845118E-4,7.772266E-4,0.002409805,0.01126261,0.003217618,4.162676E-6,4.404148E-5,2.520813E-6,1.886596E-4,0.001662931,5.43267E-6,1.317221E-7,0.004291058,6.832389E-5,4.997681E-4,0.003625136,3.597214E-5,1.175971E-6,1.524692E-9,1.265103E-5,1.016691E-9,2.241022E-6,1.704889E-8,2.013337E-11,2.018078E-4,1.595526E-5,0.003368163,4.631155E-6,4.358904E-4,7.009442E-4,1.875489E-5,0.002652742,0.003733459,5.656889E-5,8.813281E-12,7.86103E-9,1.467773E-7,6.511334E-6,0.004579604,0.001786163,0.01838624,8.831802,6.546642E-5,500886.9,500886.9
5.451985E-8,15.31592,-4.15725E12,1641.668,1641.668,0.001002824,1.0,0.8915701,0.004151773,4.513422E-4,0.01014926,3.984425E-4,0.006931638,0.02079476,6.293227E-4,1.089373E-4,6.184346E-4,7.836562E-4,0.002340613,0.01148057,0.003231336,4.496455E-6,4.64811E-5,2.65384E-6,1.990323E-4,0.001585415,6.115705E-6,1.490502E-7,0.004345118,7.227264E-5,4.974602E-4,0.003721354,3.87601E-5,1.32605E-6,1.697247E-9,1.336118E-5,1.156704E-9,2.481619E-6,1.977304E-8,2.367015E-11,2.12123E-4,1.55504E-5,0.003413488,5.046793E-6,4.572778E-4,7.082782E-4,1.812595E-5,0.002689011,0.003724393,5.926923E-5,1.095343E-11,9.032561E-9,1.601919E-7,6.282229E-6,0.004492047,0.001736055,0.01818079,8.820328,6.547589E-5,500236.2,500236.2
5.726513E-8,15.31382,-3.908262E12,1639.135,1639.135,0.001002824,1.0,0.8904185,0.004115248,4.938522E-4,0.01056857,4.234067E-4,0.006835771,0.02148001,6.568239E-4,1.201574E-4,6.562996E-4,7.891425E-4,0.002264411,0.01171865,0.003243158,4.884752E-6,4.921772E-5,2.804446E-6,2.10528E-4,0.001502685,6.933192E-6,1.70236E-7,0.00440306,7.669096E-5,4.948792E-4,0.003826361,4.193773E-5,1.507912E-6,1.904129E-9,1.415794E-5,1.328906E-9,2.764982E-6,2.313445E-8,2.817996E-11,2.233984E-4,1.51188E-5,0.003462238,5.533277E-6,4.809543E-4,7.160118E-4,1.74684E-5,0.00272775,0.003714502,6.225162E-5,1.380762E-11,1.04727E-8,1.762994E-7,6.041066E-6,0.004398022,0.001682773,0.01795633,8.807927,6.548486E-5,499532.8,499532.8
5.992185E-8,15.31216,-3.688302E12,1636.825,1636.825,0.001002824,1.0,0.8893559,0.004077014,5.362671E-4,0.01095867,4.47643E-4,0.006736423,0.0221193,6.823354E-4,1.313695E-4,6.923795E-4,7.928253E-4,0.002192946,0.01194101,0.003251352,5.270672E-6,5.183994E-5,2.950265E-6,2.213955E-4,0.001427513,7.767115E-6,1.923576E-7,0.004456204,8.091263E-5,4.924043E-4,0.003924345,4.502913E-5,1.696011E-6,2.116195E-9,1.492168E-5,1.509977E-9,3.049785E-6,2.666956E-8,3.308942E-11,2.339041E-4,1.472532E-5,0.003507016,6.019476E-6,5.033378E-4,7.229798E-4,1.688055E-5,0.0027631,0.003705281,6.506412E-5,1.704883E-11,1.19824E-8,1.928477E-7,5.824013E-6,0.00431168,0.001634328,0.01774668,8.796471,6.549197E-5,498883.1,498883.1
6.259794E-8,15.31081,-3.485209E12,1634.627,1634.627,0.001002824,1.0,0.8883332,0.004036362,5.801832E-4,0.01133609,4.721281E-4,0.006631234,0.0227407,7.069331E-4,1.429879E-4,7.281335E-4,7.950873E-4,0.002123333,0.01215754,0.003256818,5.668944E-6,5.445385E-5,3.097214E-6,2.320768E-4,0.001356463,8.647244E-6,2.162708E-7,0.004507121,8.510857E-5,4.899282E-4,0.004019682,4.815313E-5,1.897428E-6,2.341734E-9,1.568341E-5,1.707245E-9,3.346549E-6,3.051021E-8,3.860848E-11,2.440822E-4,1.435076E-5,0.003549888,6.523594E-6,5.253636E-4,7.29535E-4,1.633121E-5,0.002796752,0.003696324,6.782477E-5,2.083289E-11,1.36184E-8,2.10491E-7,5.619905E-6,0.004228921,0.001588332,0.01754256,8.785433,6.549775E-5,498257.1,498257.1
6.857784E-8,15.3088,-3.088346E12,1630.13,1630.13,0.001002824,1.0,0.8862027,0.003940659,6.822653E-4,0.01212408,5.270848E-4,0.006383564,0.02405307,7.579432E-4,1.699964E-4,8.05794E-4,7.956455E-4,0.001976625,0.01261683,0.003260781,6.590909E-6,6.019053E-5,3.425795E-6,2.549545E-4,0.001213517,1.07466E-5,2.756942E-7,0.004612683,9.427129E-5,4.844394E-4,0.004221656,5.514468E-5,2.390268E-6,2.889782E-9,1.735723E-5,2.204743E-9,4.042555E-6,4.009769E-8,5.317511E-11,2.653824E-4,1.358329E-5,0.003638248,7.697512E-6,5.727366E-4,7.427123E-4,1.52363E-5,0.002865604,0.003677417,7.373802E-5,3.138556E-11,1.768925E-8,2.535247E-7,5.209401E-6,0.004057509,0.001494435,0.01710986,8.76241,6.550634E-5,496951.4,496951.4
7.148891E-8,15.30825,-2.919412E12,1628.124,1628.124,0.001002824,1.0,0.8852352,0.003892773,7.337554E-4,0.01248072,5.539536E-4,0.006259143,0.02465653,7.808369E-4,1.836053E-4,8.424525E-4,7.940031E-4,0.001909637,0.01282923,0.003259372,7.054525E-6,6.292964E-5,3.585844E-6,2.655909E-4,0.001151237,1.182827E-5,3.076409E-7,0.004660499,9.862302E-5,4.817852E-4,0.004314948,5.854284E-5,2.651232E-6,3.179089E-9,1.815775E-5,2.476684E-9,4.396416E-6,4.526066E-8,6.145608E-11,2.750498E-4,1.324038E-5,0.003677839,8.290397E-6,5.949042E-4,7.484822E-4,1.476015E-5,0.002896278,0.003668725,7.64932E-5,3.767657E-11,1.987601E-8,2.763053E-7,5.029357E-6,0.003980061,0.001452624,0.01690994,8.751944,6.550868E-5,496357.8,496357.8
7.55008E-8,15.30789,-2.708491E12,1625.535,1625.535,0.001002824,1.0,0.8839685,0.00382641,8.064415E-4,0.01294438,5.911009E-4,0.0060859,0.02545319,8.10375E-4,2.027855E-4,8.91725E-4,7.900328E-4,0.001821981,0.01311105,0.003254626,7.708014E-6,6.664637E-5,3.806499E-6,2.797144E-4,0.001072518,1.337506E-5,3.549216E-7,0.004723097,1.045032E-4,4.781453E-4,0.004438645,6.320973E-5,3.033019E-6,3.602603E-9,1.924568E-5,2.885098E-9,4.8987E-6,5.289741E-8,7.422649E-11,2.876523E-4,1.279674E-5,0.003729037,9.127797E-6,6.245349E-4,7.55833E-4,1.415571E-5,0.00293584,0.003657252,8.016366E-5,4.770673E-11,2.310559E-8,3.096854E-7,4.79951E-6,0.003878987,0.001398637,0.01664488,8.738233,6.551024E-5,495580.2,495580.2
7.921913E-8,15.3079,-2.532794E12,1623.298,1623.298,0.001002824,1.0,0.8828575,0.003765151,8.75435E-4,0.01334638,6.256481E-4,0.005925069,0.02615771,8.357399E-4,2.209481E-4,9.360988E-4,7.848395E-4,0.001745423,0.01336181,0.003247857,8.327734E-6,7.003104E-5,4.011082E-6,2.922586E-4,0.001006312,1.486003E-5,4.021088E-7,0.004778076,1.09833E-4,4.747919E-4,0.004548635,6.751122E-5,3.409379E-6,4.021406E-9,2.023837E-5,3.299911E-9,5.378174E-6,6.050456E-8,8.753115E-11,2.986191E-4,1.241263E-5,0.003773242,9.922799E-6,6.510819E-4,7.620886E-4,1.364265E-5,0.002969949,0.003647104,8.34399E-5,5.850954E-11,2.631803E-8,3.426831E-7,4.60332E-6,0.003790612,0.001351975,0.01640926,8.726201,6.551018E-5,494897.9,494897.9
8.246021E-8,15.30816,-2.393215E12,1621.465,1621.465,0.001002824,1.0,0.8819341,0.00371233,9.36729E-4,0.01367595,6.558503E-4,0.005785696,0.02674702,8.563339E-4,2.37042E-4,9.73768E-4,7.793044E-4,0.001682227,0.01357281,0.003240457,8.878185E-6,7.293454E-5,4.189453E-6,3.027736E-4,9.534345E-4,1.618947E-5,4.458724E-7,0.004823871,1.143858E-4,4.718866E-4,0.004641135,7.123717E-5,3.754759E-6,4.407599E-9,2.10916E-5,3.691138E-9,5.806178E-6,6.754153E-8,1.003276E-10,3.076466E-4,1.209706E-5,0.003809396,1.062893E-5,6.735329E-4,7.671491E-4,1.322806E-5,0.00299785,0.003638614,8.62014E-5,6.918386E-11,2.928633E-8,3.730607E-7,4.444083E-6,0.00371735,0.001313679,0.01621119,8.7162,6.550909E-5,494330.7,494330.7
