Time_Soln#23 (sec),Volume_Soln#23 (cm3),Volumetric_heat_production_rate_Soln#23 (erg/cm3-sec),Surface_temperature_Soln#23 (K),Temperature_Soln#23 (K),Mass_Soln#23 (g),Pressure_Soln#23 (atm),Mole_fraction_H2_Soln#23 (),Mole_fraction_H_Soln#23 (),Mole_fraction_CH4_Soln#23 (),Mole_fraction_CH3_Soln#23 (),Mole_fraction_C2H6_Soln#23 (),Mole_fraction_C2H5_Soln#23 (),Mole_fraction_C2H4_Soln#23 (),Mole_fraction_C2H3_Soln#23 (),Mole_fraction_C2H2_Soln#23 (),Mole_fraction_C3H8_Soln#23 (),Mole_fraction_IC3H7_Soln#23 (),Mole_fraction_NC3H7_Soln#23 (),Mole_fraction_C3H6_Soln#23 (),Mole_fraction_C3H5-A_Soln#23 (),Mole_fraction_C3H5-T_Soln#23 (),Mole_fraction_C3H4-P_Soln#23 (),Mole_fraction_C3H4-A_Soln#23 (),Mole_fraction_C3H3_Soln#23 (),Mole_fraction_NC4H10_Soln#23 (),Mole_fraction_PC4H9_Soln#23 (),Mole_fraction_C4H8-1_Soln#23 (),Mole_fraction_C4H8-2_Soln#23 (),Mole_fraction_C4H71-3_Soln#23 (),Mole_fraction_C4H6_Soln#23 (),Mole_fraction_C4H5_Soln#23 (),Mole_fraction_C4H4_Soln#23 (),Mole_fraction_C4H2_Soln#23 (),Mole_fraction_C6H6_Soln#23 (),Mole_fraction_C5H6_Soln#23 (),Mole_fraction_C10H8_Soln#23 (),Mole_fraction_NC5H12_Soln#23 (),Mole_fraction_NC5H11_Soln#23 (),Mole_fraction_NC5H10_Soln#23 (),Mole_fraction_LC5H8_Soln#23 (),Mole_fraction_NC6H12_Soln#23 (),Mole_fraction_NC7H15_Soln#23 (),Mole_fraction_NC7H14_Soln#23 (),Mole_fraction_C7H8_Soln#23 (),Mole_fraction_C7H7_Soln#23 (),Mole_fraction_C6H5C2H_Soln#23 (),Mole_fraction_C12H8_Soln#23 (),Mole_fraction_C14H10_Soln#23 (),Mole_fraction_C16H10_Soln#23 (),Mole_fraction_BIN1B_Soln#23 (),Mole_fraction_BIN1A_Soln#23 (),Mole_fraction_NC10H21_Soln#23 (),Mole_fraction_NC12H25_Soln#23 (),Mole_fraction_NC12H26_Soln#23 (),Mole_fraction_NC16H34_Soln#23 (),Mole_fraction_NC10H20_Soln#23 (),Molecular_weight_Soln#23 (g/mole),Mass_density_Soln#23 (g/cm3),Unburned_hydrocarbons_Soln#23 (ppm),Volatile_organic_compounds_Soln#23 (ppm)
0.0,15.7,-6.634514E14,2100.0,2100.0,8.59563E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,5.474924E-5,535064.1,535064.1
3.898115E-14,15.69997,-6.636877E14,2099.993,2099.993,8.59563E-4,1.0,0.9514586,1.531454E-10,5.046331E-18,9.649956E-11,1.237541E-14,2.274613E-7,2.68989E-10,3.096506E-13,6.98466E-17,7.104649E-15,3.57312E-13,2.274422E-7,3.5544E-10,1.677911E-7,4.959219E-19,2.017415E-16,5.523216E-15,6.568597E-19,4.56498E-15,2.274826E-7,1.62122E-10,1.932636E-15,1.677786E-7,9.660893E-12,2.502126E-21,1.264793E-19,4.690885E-20,3.707378E-19,4.418816E-26,7.52752E-31,1.166146E-19,3.537714E-7,1.663144E-10,7.595087E-20,3.069986E-11,8.278748E-7,1.246891E-10,0.004081003,2.030962E-11,4.028726E-36,1.652444E-51,1.342898E-22,3.185502E-50,7.772194E-43,3.571078E-42,1.963425E-7,4.048651E-7,0.01103276,0.006639408,0.0267854,9.434412,5.474933E-5,535063.3,535063.3
5.899705E-12,15.69608,-6.960028E14,2098.969,2098.969,8.59563E-4,1.0,0.9512307,2.853254E-6,1.563792E-11,2.081767E-6,3.0144E-10,3.817589E-5,5.803303E-6,7.473662E-9,2.121794E-12,1.717679E-10,8.620913E-9,3.773706E-5,7.701118E-6,2.526287E-5,1.644639E-14,6.636486E-12,1.268929E-10,1.817059E-12,1.120566E-10,3.858615E-5,3.504388E-6,4.723039E-11,2.498537E-5,2.166465E-7,8.140232E-15,1.496912E-13,1.058072E-15,4.791374E-13,1.930829E-17,2.68307E-22,4.61829E-13,5.105601E-5,3.596192E-6,1.386604E-12,6.596305E-7,1.156436E-4,2.685863E-6,0.004080022,3.072059E-9,2.405633E-27,1.396301E-36,3.050978E-18,1.119225E-37,3.472369E-34,2.258248E-33,2.832701E-5,5.616813E-5,0.01094554,0.006559095,0.02673062,9.432153,5.476293E-5,534935.2,534935.2
5.931321E-11,15.6717,-7.958777E14,2088.432,2088.432,8.59563E-4,1.0,0.9479275,1.987364E-4,1.156232E-8,1.41085E-4,4.31354E-8,5.982995E-4,3.787439E-4,9.941237E-7,6.411681E-10,2.438723E-8,1.157313E-6,5.569085E-4,5.164144E-4,2.432789E-4,3.849896E-11,1.89499E-9,1.346363E-8,1.542741E-9,1.62342E-8,6.03397E-4,2.316625E-4,6.762582E-9,2.189234E-4,1.932985E-5,1.742331E-11,1.259932E-10,9.90923E-14,3.6352E-10,1.359179E-13,2.34283E-18,1.103885E-9,3.209549E-4,2.368929E-4,6.966094E-9,4.197565E-5,6.035095E-4,1.729045E-4,0.004065819,3.291323E-8,7.147698E-23,1.05061E-29,3.832534E-16,1.194237E-31,4.474596E-30,1.112294E-28,1.737182E-4,2.767604E-4,0.01020517,0.005895606,0.02632217,9.399399,5.484812E-5,533077.6,533077.6
1.925872E-10,15.63763,-6.360327E14,2063.58,2063.58,8.59563E-4,1.0,0.9386892,0.001005345,2.078722E-7,6.816488E-4,5.396916E-7,0.002227558,0.001746712,1.088497E-5,1.431902E-8,3.466579E-7,1.320817E-5,0.001961336,0.002433764,7.236708E-4,2.921187E-9,2.689233E-8,1.367579E-7,3.456382E-8,2.015899E-7,0.002141739,0.001079524,8.564901E-8,5.35839E-4,1.525041E-4,1.670104E-9,2.810944E-9,8.678813E-13,6.948093E-9,9.052966E-12,1.79653E-16,5.585042E-8,3.656209E-4,0.001073237,2.543362E-7,1.88992E-4,6.145267E-4,7.742482E-4,0.004026035,1.429393E-7,1.839829E-20,2.790767E-26,8.590694E-15,2.011961E-28,1.344404E-27,6.333491E-26,1.81874E-4,2.566446E-4,0.008785129,0.004699055,0.02557322,9.307781,5.49676E-5,527881.6,527881.6
5.025614E-10,15.57794,-3.747398E14,2024.935,2024.935,8.59563E-4,1.0,0.924649,0.002495622,1.416377E-6,0.001579764,3.228659E-6,0.004733152,0.003877994,5.274351E-5,1.568205E-7,2.728791E-6,7.015888E-5,0.00396012,0.00536766,0.001613824,4.830599E-8,1.457427E-7,7.703857E-7,2.923166E-7,1.237281E-6,0.004345976,0.00237376,5.52949E-7,8.644484E-4,6.200647E-4,4.542582E-8,2.347221E-8,4.387704E-12,5.192235E-8,2.50852E-10,4.290554E-15,7.765826E-7,2.305849E-4,0.002203229,2.373001E-6,4.086427E-4,3.901565E-4,0.00162527,0.003965095,5.807154E-7,1.681713E-18,1.649449E-23,1.322617E-13,8.508441E-26,2.292517E-25,1.157916E-23,9.974598E-5,1.442272E-4,0.00682211,0.003201881,0.02423838,9.168472,5.517823E-5,519980.8,519980.8
1.343535E-9,15.46728,-1.737825E14,1970.842,1970.842,8.59563E-4,1.0,0.9064356,0.004927111,7.326618E-6,0.002905435,1.516324E-5,0.007928096,0.006778891,1.749893E-4,1.442213E-6,1.893414E-5,2.732494E-4,0.006105724,0.008877978,0.003231733,4.791945E-7,5.580027E-7,3.822013E-6,1.654041E-6,6.350509E-6,0.00678652,0.003921912,3.054451E-6,0.001019762,0.001855833,7.697146E-7,1.299288E-7,2.227823E-11,3.046743E-7,5.78251E-9,7.586372E-14,6.656911E-6,1.139765E-4,0.003199656,1.441269E-5,6.644083E-4,1.974001E-4,0.002511211,0.003883625,2.51375E-6,1.552092E-16,9.27205E-21,1.864094E-12,3.209435E-23,4.01223E-23,1.706035E-21,3.810566E-5,5.851395E-5,0.004476822,0.0016856,0.02181595,8.987393,5.557299E-5,509711.1,509711.1
3.193308E-9,15.33423,-7.840023E13,1916.455,1916.455,8.59563E-4,1.0,0.8892304,0.00762637,2.698188E-5,0.004676377,4.942107E-5,0.01076013,0.01024202,3.929234E-4,8.436208E-6,8.792506E-5,6.916016E-4,0.007292878,0.01181795,0.005233062,2.556882E-6,1.516598E-6,1.38887E-5,5.31357E-6,2.358421E-5,0.008211193,0.005180761,1.190175E-5,9.117122E-4,0.003690421,6.046237E-6,4.154514E-7,1.160474E-10,1.212284E-6,6.523677E-8,7.985869E-13,3.109584E-5,5.656292E-5,0.003587115,5.377436E-5,8.573435E-4,9.752671E-5,0.003069611,0.003799227,8.566975E-6,7.808549E-15,1.783693E-18,1.627107E-11,5.452805E-21,3.036628E-21,1.046917E-19,1.340155E-5,2.140025E-5,0.00266051,7.613938E-4,0.01873151,8.815205,5.605517E-5,499945.6,499945.6
5.939259E-9,15.23398,-4.21936E13,1876.228,1876.228,8.59563E-4,1.0,0.8765795,0.009436983,6.788382E-5,0.006872914,1.069365E-4,0.01247258,0.0139487,6.716872E-4,2.813986E-5,2.3484E-4,0.001157003,0.00735909,0.01376609,0.006791289,7.189336E-6,3.05155E-6,3.272113E-5,1.03723E-5,5.660148E-5,0.008301368,0.005923135,2.875642E-5,7.688151E-4,0.005306184,2.1151E-5,8.607114E-7,4.62273E-10,2.973347E-6,3.04697E-7,4.362266E-12,8.006465E-5,3.433999E-5,0.003578453,1.203333E-4,9.56767E-4,5.691292E-5,0.003296192,0.003726217,1.933725E-5,1.291991E-13,6.356779E-17,7.10998E-11,2.133106E-19,6.077601E-20,1.772122E-18,6.20748E-6,9.463186E-6,0.001670606,3.740211E-4,0.01604177,8.686961,5.642406E-5,492672.4,492672.4
7.618149E-9,15.19717,-3.245655E13,1860.23,1860.23,8.59563E-4,1.0,0.8713927,0.00999069,9.913457E-5,0.008174348,1.436246E-4,0.01298037,0.01592007,8.360297E-4,4.537252E-5,3.368437E-4,0.001368553,0.007152133,0.01453509,0.007366474,1.047055E-5,4.081986E-6,4.528325E-5,1.315117E-5,7.883858E-5,0.008033453,0.006170538,3.989607E-5,7.120849E-4,0.0059904,3.324568E-5,1.162288E-6,8.263373E-10,4.164655E-6,5.407932E-7,8.721056E-12,1.130649E-4,2.826686E-5,0.00353098,1.607679E-4,9.855179E-4,4.560445E-5,0.003346593,0.003691988,2.627189E-5,3.97877E-13,2.528764E-16,1.26423E-10,9.193565E-19,1.990023E-19,5.380969E-18,4.655337E-6,6.694507E-6,0.001353436,2.712219E-4,0.01487173,8.633758,5.656075E-5,489655.1,489655.1
8.588516E-9,15.18083,-2.849902E13,1852.618,1852.618,8.59563E-4,1.0,0.8688657,0.01019956,1.192789E-4,0.008919012,1.650757E-4,0.01316784,0.01699414,9.29879E-4,5.706771E-5,3.976655E-4,0.001471095,0.007001868,0.01490842,0.007619645,1.244489E-5,4.71198E-6,5.271592E-5,1.466687E-5,9.200016E-5,0.007834892,0.006277779,4.641909E-5,6.860092E-4,0.00632305,4.09171E-5,1.352747E-6,1.094619E-9,4.873829E-6,7.063888E-7,1.220342E-11,1.325549E-4,2.576405E-5,0.003503067,1.835169E-4,9.969042E-4,4.0947E-5,0.00336276,0.003674214,3.030307E-5,6.829077E-13,4.855847E-16,1.662605E-10,1.851899E-18,3.514527E-19,9.141448E-18,4.081219E-6,5.645491E-6,0.001216416,2.304637E-4,0.014293,8.607683,5.662161E-5,488176.2,488176.2
9.707328E-9,15.16533,-2.488381E13,1844.931,1844.931,8.59563E-4,1.0,0.8662641,0.01036628,1.443505E-4,0.009769483,1.89936E-4,0.01331228,0.01818243,0.001036898,7.208379E-5,4.685428E-4,0.00157411,0.006814601,0.01529397,0.007857019,1.476051E-5,5.469604E-6,6.136652E-5,1.634428E-5,1.07285E-4,0.007584436,0.006378771,5.393919E-5,6.60386E-4,0.006663521,5.023688E-5,1.589857E-6,1.458383E-9,5.70296E-6,9.222061E-7,1.722522E-11,1.551523E-4,2.344665E-5,0.003472522,2.090393E-4,0.001006821,3.665419E-5,0.003373831,0.003655109,3.493622E-5,1.183674E-12,9.369152E-16,2.194344E-10,3.776606E-18,6.272881E-19,1.565205E-17,3.585592E-6,4.73118E-6,0.001086626,1.940318E-4,0.01369305,8.580725,5.667947E-5,486647.3,486647.3
1.114862E-8,15.14951,-2.126454E13,1836.374,1836.374,8.59563E-4,1.0,0.863298,0.01049126,1.794834E-4,0.01084916,2.220689E-4,0.01340936,0.01964267,0.001172444,9.376445E-5,5.600349E-4,0.001686079,0.006562794,0.01573714,0.008094573,1.777158E-5,6.493825E-6,7.255765E-5,1.840963E-5,1.269586E-4,0.007243691,0.006482058,6.354623E-5,6.327069E-4,0.007047999,6.282331E-5,1.926062E-6,2.014624E-9,6.781575E-6,1.237031E-6,2.547682E-11,1.841871E-4,2.108076E-5,0.00343669,2.407005E-4,0.001015886,3.231077E-5,0.003379671,0.003632288,4.084592E-5,2.197631E-12,1.946238E-15,2.994139E-10,8.420561E-18,1.205064E-18,2.861798E-17,3.115367E-6,3.861524E-6,9.518177E-4,1.585559E-4,0.01300548,8.549848,5.673868E-5,484896.2,484896.2
1.212001E-8,15.14093,-1.929912E13,1831.291,1831.291,8.59563E-4,1.0,0.8614957,0.01053138,2.049075E-4,0.01156466,2.437503E-4,0.01342963,0.02058588,0.00126202,1.098016E-4,6.213364E-4,0.001750128,0.006391065,0.01600934,0.008219871,1.980224E-5,7.21367E-6,8.009091E-5,1.974909E-5,1.401122E-4,0.007009234,0.006538595,6.993307E-5,6.166577E-4,0.007279217,7.158628E-5,2.173658E-6,2.445858E-9,7.511556E-6,1.471007E-6,3.229252E-11,2.035701E-4,1.976804E-5,0.003414877,2.612361E-4,0.001020224,2.992762E-5,0.003379719,0.003617864,4.477517E-5,3.185882E-12,3.005828E-15,3.605955E-10,1.363111E-17,1.784867E-18,4.108721E-17,2.869628E-6,3.409705E-6,8.763603E-4,1.398052E-4,0.01258652,8.531011,5.677082E-5,483827.9,483827.9
1.367066E-8,15.13,-1.67311E13,1824.091,1824.091,8.59563E-4,1.0,0.8588833,0.01053974,2.482941E-4,0.01268306,2.783474E-4,0.01340249,0.02202875,0.00140152,1.376587E-4,7.179432E-4,0.001836057,0.006118983,0.01640913,0.008373797,2.302308E-5,8.409644E-6,9.204695E-5,2.181227E-5,1.60798E-4,0.006635058,0.006612179,7.993393E-5,5.943444E-4,0.007610622,8.590887E-5,2.605867E-6,3.229032E-9,8.676932E-6,1.878014E-6,4.549387E-11,2.340043E-4,1.801069E-5,0.003383686,2.926694E-4,0.001024933,2.677962E-5,0.003375092,0.003596195,5.093727E-5,5.421875E-12,5.572259E-15,4.703091E-10,2.719781E-17,3.138001E-18,6.894636E-17,2.556579E-6,2.84227E-6,7.751089E-4,1.15959E-4,0.01197847,8.503608,5.681182E-5,482273.7,482273.7
1.520349E-8,15.12186,-1.470348E13,1817.874,1817.874,8.59563E-4,1.0,0.8565645,0.01049721,2.944215E-4,0.0137564,3.124859E-4,0.01331844,0.02338449,0.001534658,1.677627E-4,8.113702E-4,0.001904077,0.005856541,0.01677042,0.008481402,2.616149E-5,9.645165E-6,1.037332E-4,2.377372E-5,1.807462E-4,0.006271679,0.006669242,8.954597E-5,5.753726E-4,0.00790074,1.003395E-4,3.079261E-6,4.118258E-9,9.824636E-6,2.31748E-6,6.162814E-11,2.632897E-4,1.657751E-5,0.003356685,3.221405E-4,0.001027537,2.425848E-5,0.003366289,0.003576198,5.687887E-5,8.633868E-12,9.518432E-15,5.931203E-10,4.98558E-17,5.152531E-18,1.084699E-16,2.313624E-6,2.413405E-6,6.927965E-4,9.773801E-5,0.0114386,8.479186,5.68424E-5,480888.6,480888.6
1.661155E-8,15.11623,-1.317137E13,1812.802,1812.802,8.59563E-4,1.0,0.8546245,0.01042575,3.394858E-4,0.01471155,3.437647E-4,0.01320215,0.02457244,0.001652387,1.975047E-4,8.950102E-4,0.001953997,0.005623504,0.01707818,0.00854956,2.899061E-5,1.082348E-5,1.143187E-4,2.551717E-5,1.98546E-4,0.005947549,0.006711088,9.811232E-5,5.600076E-4,0.008140365,1.137333E-4,3.555337E-6,5.036171E-9,1.087216E-5,2.750679E-6,7.941879E-11,2.893546E-4,1.545881E-5,0.00333465,3.478598E-4,0.001028563,2.232602E-5,0.003355472,0.003558913,6.219619E-5,1.267929E-11,1.476743E-14,7.182574E-10,8.236347E-17,7.775209E-18,1.577838E-16,2.130779E-6,2.101042E-6,6.290396E-4,8.43801E-5,0.01098722,8.458685,5.686359E-5,479725.9,479725.9
1.80762E-8,15.11187,-1.183401E13,1808.067,1808.067,8.59563E-4,1.0,0.8527694,0.01032752,3.889474E-4,0.01567196,3.762026E-4,0.01304996,0.02575353,0.001769926,2.304028E-4,9.795637E-4,0.001995024,0.005390534,0.01737779,0.00859564,3.186936E-5,1.208992E-5,1.251551E-4,2.727947E-5,2.164695E-4,0.005622613,0.006746161,1.067433E-4,5.456657E-4,0.008366806,1.277266E-4,4.092665E-6,6.093816E-9,1.195288E-5,3.228494E-6,1.01202E-10,3.15518E-4,1.445014E-5,0.003313984,3.733007E-4,0.001028546,2.061455E-5,0.00334212,0.003541911,6.757974E-5,1.823202E-11,2.231393E-14,8.606335E-10,1.325754E-16,1.149154E-17,2.249976E-16,1.970349E-6,1.836924E-6,5.721608E-4,7.304665E-5,0.01055607,8.439024,5.688E-5,478610.9,478610.9
1.934666E-8,15.1091,-1.084143E13,1804.338,1804.338,8.59563E-4,1.0,0.8512762,0.01022794,4.338722E-4,0.01647679,4.042529E-4,0.01289742,0.02673555,0.001867681,2.604351E-4,0.001050779,0.002022827,0.005196721,0.01762308,0.008619,3.430877E-5,1.321967E-5,1.343991E-4,2.877092E-5,2.314981E-4,0.005351947,0.006770941,1.139953E-4,5.343195E-4,0.008547122,1.398672E-4,4.593429E-6,7.096278E-9,1.288191E-5,3.66346E-6,1.230003E-10,3.373737E-4,1.367782E-5,0.003297533,3.943388E-4,0.001027813,1.932606E-5,0.003329182,0.003527892,7.212677E-5,2.434869E-11,3.09546E-14,9.939452E-10,1.939383E-16,1.570777E-17,2.986782E-16,1.849959E-6,1.646228E-6,5.291321E-4,6.485393E-5,0.01020951,8.423161,5.689042E-5,477711.2,477711.2
2.156532E-8,15.10607,-9.397034E12,1798.53,1798.53,8.59563E-4,1.0,0.8488893,0.01003269,5.165277E-4,0.01781824,4.530405E-4,0.01259624,0.02836207,0.002028875,3.158965E-4,0.001170281,0.00205673,0.004877055,0.01802363,0.008630827,3.843313E-5,1.525602E-5,1.501771E-4,3.130375E-5,2.565436E-4,0.004905633,0.006804313,1.261397E-4,5.164384E-4,0.008831824,1.609767E-4,5.544281E-6,9.036757E-9,1.448395E-5,4.464024E-6,1.680376E-10,3.735771E-4,1.250954E-5,0.003271213,4.289315E-4,0.001025273,1.741654E-5,0.003304297,0.00350486,7.979668E-5,3.845167E-11,5.178662E-14,1.247823E-9,3.545884E-16,2.580421E-17,4.679058E-16,1.671223E-6,1.377199E-6,4.651436E-4,5.330611E-5,0.009656532,8.397735,5.690184E-5,476269.2,476269.2
2.292186E-8,15.10512,-8.657136E12,1795.354,1795.354,8.59563E-4,1.0,0.8475495,0.00990484,5.695192E-4,0.01859821,4.827487E-4,0.01239566,0.02930468,0.002121467,3.515105E-4,0.001240289,0.002069661,0.004693262,0.01825334,0.008623776,4.086788E-5,1.653738E-5,1.595903E-4,3.281301E-5,2.710947E-4,0.004649545,0.006819764,1.332458E-4,5.06488E-4,0.008989749,1.737805E-4,6.172677E-6,1.03425E-8,1.545018E-5,4.976594E-6,2.002355E-10,3.944489E-4,1.18867E-5,0.003256181,4.488265E-4,0.001023091,1.641919E-5,0.00328798,0.003491599,8.432049E-5,4.954755E-11,6.882715E-14,1.41574E-9,4.963819E-16,3.404004E-17,6.008318E-16,1.577315E-6,1.243464E-6,4.31675E-4,4.758244E-5,0.009346757,8.383429,5.69054E-5,475457.9,475457.9
2.582463E-8,15.10486,-7.347776E12,1789.339,1789.339,8.59563E-4,1.0,0.8449384,0.009621541,6.885893E-4,0.02016619,5.460271E-4,0.0119386,0.03120029,0.00230467,4.314751E-4,0.00138244,0.002081281,0.004328487,0.01871202,0.008582218,4.585603E-5,1.93612E-5,1.791349E-4,3.595729E-5,3.00299E-4,0.004143785,0.006843323,1.476729E-4,4.871487E-4,0.009293792,2.008055E-4,7.633763E-6,1.344241E-8,1.748345E-5,6.124581E-6,2.819538E-10,4.358546E-4,1.073473E-5,0.003225525,4.884873E-4,0.001017212,1.461444E-5,0.003251073,0.003465066,9.359674E-5,8.073413E-11,1.188329E-13,1.805602E-9,9.522379E-16,5.823264E-17,9.74839E-16,1.405639E-6,1.014052E-6,3.711817E-4,3.781919E-5,0.008744387,8.355484,5.690638E-5,473873.0,473873.0
2.72469E-8,15.10543,-6.81399E12,1786.721,1786.721,8.59563E-4,1.0,0.8437695,0.009481471,7.495185E-4,0.02088545,5.768967E-4,0.0117055,0.03207295,0.002387225,4.722913E-4,0.001448396,0.002080341,0.00416322,0.01892237,0.008551947,4.819177E-5,2.078153E-5,1.88418E-4,3.746077E-5,3.136665E-4,0.003916296,0.006851145,1.543728E-4,4.784729E-4,0.00942837,2.138289E-4,8.405913E-6,1.511445E-8,1.846285E-5,6.709632E-6,3.287496E-10,4.545342E-4,1.024374E-5,0.003210857,5.065891E-4,0.001013856,1.386137E-5,0.003232257,0.003452892,9.795041E-5,1.002128E-10,1.512511E-13,2.011024E-9,1.272697E-15,7.397221E-17,1.209201E-15,1.33313E-6,9.233787E-7,3.460242E-4,3.399025E-5,0.008475301,8.34295,5.690425E-5,473162.1,473162.1
2.848076E-8,15.10621,-6.39698E12,1784.601,1784.601,8.59563E-4,1.0,0.842807,0.009360631,8.036393E-4,0.02148417,6.036108E-4,0.01150036,0.03280219,0.002455147,5.084604E-4,0.00150372,0.002076585,0.004026598,0.01909804,0.008521746,5.016204E-5,2.203139E-5,1.96319E-4,3.874763E-5,3.247765E-4,0.00372929,0.006856358,1.599991E-4,4.713044E-4,0.009538504,2.249992E-4,9.104846E-6,1.664726E-8,1.930378E-5,7.227874E-6,3.731298E-10,4.698986E-4,9.850239E-6,0.003198158,5.216412E-4,0.001010742,1.326491E-5,0.003215648,0.00344273,1.016307E-4,1.19604E-10,1.842329E-13,2.196491E-9,1.615107E-15,9.003983E-17,1.443269E-15,1.275268E-6,8.53779E-7,3.261596E-4,3.106725E-5,0.008253996,8.332619,5.690131E-5,472576.2,472576.2
2.991042E-8,15.1074,-5.959872E12,1782.303,1782.303,8.59563E-4,1.0,0.8417467,0.00922221,8.677226E-4,0.02214937,6.344919E-4,0.01126061,0.03361645,0.00252969,5.511647E-4,0.001565691,0.002069243,0.003875773,0.01929427,0.008483073,5.238155E-5,2.349872E-5,2.053007E-4,4.022005E-5,3.370995E-4,0.003524168,0.006860843,1.663111E-4,4.633698E-4,0.009659163,2.377865E-4,9.94768E-6,1.851952E-8,2.026828E-5,7.839769E-6,4.290927E-10,4.867435E-4,9.427557E-6,0.003183367,5.383692E-4,0.001006934,1.263124E-5,0.00319614,0.003431389,1.057871E-4,1.45183E-10,2.286559E-13,2.419469E-9,2.098852E-15,1.117685E-16,1.753287E-15,1.213342E-6,7.820563E-7,3.051345E-4,2.807297E-5,0.008010431,8.321228,5.689681E-5,471930.2,471930.2
3.173905E-8,15.10931,-5.462427E12,1779.584,1779.584,8.59563E-4,1.0,0.8404685,0.009048676,9.516899E-4,0.02295709,6.738857E-4,0.01095265,0.03461255,0.002618783,6.068939E-4,0.001641744,0.002055809,0.003693916,0.0195347,0.008429114,5.512453E-5,2.540328E-5,2.16526E-4,4.207673E-5,3.520304E-4,0.00327904,0.006864533,1.740763E-4,4.537394E-4,0.009803703,2.538917E-4,1.107602E-5,2.106606E-8,2.148703E-5,8.638739E-6,5.080085E-10,5.068318E-4,8.932596E-6,0.003164184,5.58722E-4,0.0010018,1.189845E-5,0.003170873,0.003417514,1.109428E-4,1.831282E-10,2.961772E-13,2.716726E-9,2.876685E-15,1.44979E-16,2.215922E-15,1.141117E-6,7.020647E-7,2.809503E-4,2.475955E-5,0.007717157,8.307484,5.688962E-5,471150.7,471150.7
3.34347E-8,15.1114,-5.053569E12,1777.26,1777.26,8.59563E-4,1.0,0.8393542,0.008892093,0.001031401,0.02366457,7.103168E-4,0.01066753,0.03549341,0.002695416,6.595412E-4,0.001709182,0.002039907,0.00353569,0.01974792,0.008375717,5.757558E-5,2.719497E-5,2.266803E-4,4.377406E-5,3.650761E-4,0.003068072,0.006866249,1.809843E-4,4.452727E-4,0.009928941,2.685692E-4,1.217129E-5,2.358113E-8,2.260279E-5,9.39442E-6,5.887784E-10,5.240475E-4,8.513597E-6,0.00314601,5.766212E-4,9.968189E-4,1.128586E-5,0.003147217,0.003405232,1.155707E-4,2.23945E-10,3.706338E-13,3.003812E-9,3.785263E-15,1.818369E-16,2.717245E-15,1.080217E-6,6.37712E-7,2.608674E-4,2.211818E-5,0.007461749,8.295493,5.688176E-5,470470.7,470470.7
3.568933E-8,15.11455,-4.574975E12,1774.431,1774.431,8.59563E-4,1.0,0.8379673,0.008691232,0.001139897,0.02454652,7.586239E-4,0.0102915,0.03660529,0.002788906,7.307735E-4,0.001794496,0.002014528,0.003339665,0.02001826,0.008301275,6.070357E-5,2.96122E-5,2.398191E-4,4.599832E-5,3.812929E-4,0.002810236,0.006866477,1.897621E-4,4.346254E-4,0.01008387,2.876998E-4,1.369823E-5,2.71573E-8,2.406612E-5,1.041893E-5,7.078657E-10,5.44931E-4,8.00772E-6,0.003121113,5.990858E-4,9.899308E-4,1.055563E-5,0.003115545,0.0033897,1.215106E-4,2.872598E-10,4.892588E-13,3.401524E-9,5.325605E-15,2.41012E-16,3.502292E-15,1.006995E-6,5.641145E-7,2.371273E-4,1.912994E-5,0.007144147,8.28056,5.68699E-5,469623.7,469623.7
3.738208E-8,15.11715,-4.256816E12,1772.48,1772.48,8.59563E-4,1.0,0.8369902,0.008546307,0.001223068,0.02516686,7.947991E-4,0.0100129,0.03739851,0.002853162,7.850333E-4,0.00185545,0.001992855,0.003202475,0.02021214,0.008243704,6.295857E-5,3.145108E-5,2.494234E-4,4.764611E-5,3.926665E-4,0.002632479,0.006865389,1.960663E-4,4.270417E-4,0.01019243,3.017745E-4,1.48959E-5,3.001853E-8,2.515038E-5,1.120138E-5,8.062922E-10,5.591782E-4,7.661364E-6,0.003101798,6.150267E-4,9.845977E-4,1.00615E-5,0.003091675,0.00337859,1.258198E-4,3.420349E-10,5.945053E-13,3.711356E-9,6.773886E-15,2.939213E-16,4.188467E-15,9.570661E-7,5.16305E-7,2.212117E-4,1.721112E-5,0.006920546,8.270034,5.686013E-5,469026.7,469026.7
