Time_Soln#8 (sec),Volume_Soln#8 (cm3),Volumetric_heat_production_rate_Soln#8 (erg/cm3-sec),Surface_temperature_Soln#8 (K),Temperature_Soln#8 (K),Mass_Soln#8 (g),Pressure_Soln#8 (atm),Mole_fraction_H2_Soln#8 (),Mole_fraction_H_Soln#8 (),Mole_fraction_CH4_Soln#8 (),Mole_fraction_CH3_Soln#8 (),Mole_fraction_C2H6_Soln#8 (),Mole_fraction_C2H5_Soln#8 (),Mole_fraction_C2H4_Soln#8 (),Mole_fraction_C2H3_Soln#8 (),Mole_fraction_C2H2_Soln#8 (),Mole_fraction_C3H8_Soln#8 (),Mole_fraction_NC3H7_Soln#8 (),Mole_fraction_C3H6_Soln#8 (),Mole_fraction_C3H5-A_Soln#8 (),Mole_fraction_C3H4-P_Soln#8 (),Mole_fraction_C3H4-A_Soln#8 (),Mole_fraction_NC4H10_Soln#8 (),Mole_fraction_PC4H9_Soln#8 (),Mole_fraction_IC4H10_Soln#8 (),Mole_fraction_IC4H8_Soln#8 (),Mole_fraction_IC4H7_Soln#8 (),Mole_fraction_C4H8-1_Soln#8 (),Mole_fraction_C4H8-2_Soln#8 (),Mole_fraction_C4H71-3_Soln#8 (),Mole_fraction_C4H6_Soln#8 (),Mole_fraction_C4H4_Soln#8 (),Mole_fraction_C4H2_Soln#8 (),Mole_fraction_C6H6_Soln#8 (),Mole_fraction_FULVENE_Soln#8 (),Mole_fraction_C5H6_Soln#8 (),Mole_fraction_C5H5_Soln#8 (),Mole_fraction_MCPTD_Soln#8 (),Mole_fraction_C10H8_Soln#8 (),Mole_fraction_NC5H12_Soln#8 (),Mole_fraction_NC5H10_Soln#8 (),Mole_fraction_B1M3_Soln#8 (),Mole_fraction_LC5H8_Soln#8 (),Mole_fraction_DIALLYL_Soln#8 (),Mole_fraction_CYC6H8_Soln#8 (),Mole_fraction_NC6H12_Soln#8 (),Mole_fraction_NC7H14_Soln#8 (),Mole_fraction_C7H8_Soln#8 (),Mole_fraction_C7H7_Soln#8 (),Mole_fraction_C6H5C2H_Soln#8 (),Mole_fraction_C6H5C2H3_Soln#8 (),Mole_fraction_C6H5C2H5_Soln#8 (),Mole_fraction_INDENE_Soln#8 (),Mole_fraction_NPBENZ_Soln#8 (),Mole_fraction_NC12H26_Soln#8 (),Mole_fraction_NC16H34_Soln#8 (),Mole_fraction_NC10H20_Soln#8 (),Molecular_weight_Soln#8 (g/mole),Mass_density_Soln#8 (g/cm3),Unburned_hydrocarbons_Soln#8 (ppm),Volatile_organic_compounds_Soln#8 (ppm)
0.0,15.7,-3.188574E10,1350.0,1350.0,0.001337098,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,8.516548E-5,535064.1,535064.1
2.269253E-10,15.69999,-3.320264E10,1349.999,1349.999,0.001337098,1.0,0.9514597,9.852101E-10,7.417869E-14,1.678945E-9,1.227031E-12,2.925461E-8,4.231082E-9,9.223884E-13,1.273488E-15,5.713126E-13,2.876779E-8,6.405806E-9,6.715163E-8,3.530153E-15,8.053775E-14,3.01034E-13,2.961647E-8,1.690514E-23,6.169308E-24,8.450216E-26,2.967312E-9,1.340487E-13,6.713203E-8,1.695378E-11,8.457565E-21,6.798281E-21,5.368997E-15,2.488977E-26,3.812856E-22,1.763027E-28,6.286675E-23,2.187826E-27,1.095851E-17,2.247097E-9,3.01011E-19,5.261874E-15,3.513831E-17,2.543187E-23,6.316277E-10,1.401755E-9,0.004081008,2.088139E-11,1.434803E-31,1.428174E-23,3.943113E-16,5.856834E-28,1.134914E-16,0.01103328,0.006639886,0.02678563,9.434423,8.516554E-5,535064.0,535064.0
2.983053E-9,15.69985,-4.278937E10,1349.979,1349.979,0.001337098,1.0,0.9514545,1.224736E-7,1.346642E-10,2.205687E-7,3.902766E-10,8.183351E-7,5.439115E-7,1.637044E-10,2.939784E-13,1.664754E-10,7.190636E-7,8.10241E-7,8.825711E-7,6.130772E-13,1.391726E-11,9.422829E-11,7.925629E-7,7.89266E-18,1.394669E-18,3.482469E-19,3.687639E-7,2.527089E-11,8.791997E-7,2.995193E-9,4.712035E-18,1.170056E-18,8.786523E-12,5.738665E-22,8.722191E-18,4.955013E-23,1.3976E-18,4.94834E-23,9.737916E-14,2.744873E-7,6.928854E-15,7.227454E-11,7.847822E-14,5.609483E-19,7.45067E-8,1.711247E-7,0.004080985,3.005145E-10,5.229038E-27,5.694677E-20,1.25413E-13,4.185038E-23,3.306201E-14,0.01103244,0.006639123,0.02678396,9.434371,8.516631E-5,535061.0,535061.0
1.085364E-8,15.69943,-4.831825E10,1349.912,1349.912,0.001337098,1.0,0.9514327,8.601393E-7,4.114556E-9,1.653692E-6,8.667776E-9,4.875688E-6,4.085286E-6,2.305872E-9,6.841818E-12,3.281912E-9,3.691644E-6,5.562744E-6,3.212063E-6,8.169514E-12,1.844974E-10,1.820617E-9,3.867955E-6,4.556251E-15,3.083129E-16,5.471964E-16,2.485952E-6,3.647646E-10,3.168038E-6,4.311886E-8,2.04479E-16,1.558661E-17,2.538227E-10,7.274256E-20,1.147418E-15,1.958593E-20,1.397521E-16,6.417129E-21,1.21579E-11,1.812413E-6,7.443549E-13,4.628381E-9,3.778544E-12,5.572409E-17,4.738218E-7,1.129957E-6,0.00408089,1.753249E-9,1.489701E-24,4.610982E-18,2.784866E-12,1.751142E-20,6.507241E-13,0.01102996,0.006636891,0.02677926,9.434155,8.516859E-5,535048.8,535048.8
3.218957E-8,15.69827,-5.119583E10,1349.718,1349.718,0.001337098,1.0,0.9513662,3.369732E-6,5.572411E-8,7.100264E-6,1.036106E-7,1.866468E-5,1.859144E-5,2.23387E-8,1.385861E-10,3.307806E-8,1.11293E-5,1.998185E-5,9.55414E-6,7.222342E-11,1.632629E-9,1.717981E-8,1.039868E-5,6.124879E-13,1.569199E-14,1.177501E-13,8.839972E-6,3.32168E-9,9.180064E-6,4.113376E-7,6.735352E-15,1.625388E-16,3.18061E-9,4.304146E-18,8.886582E-14,2.231299E-18,4.726983E-15,4.264861E-19,4.637453E-10,6.389158E-6,2.871541E-11,7.760753E-8,9.881538E-11,1.902004E-15,1.635714E-6,4.044118E-6,0.004080588,1.242068E-8,2.459105E-22,1.68778E-16,3.327585E-11,2.142411E-18,6.590285E-12,0.01102306,0.006630727,0.0267662,9.433493,8.517487E-5,535011.2,535011.2
1.397227E-7,15.6923,-5.986336E10,1348.618,1348.618,0.001337098,1.0,0.9509629,2.115783E-5,1.766641E-6,5.254557E-5,2.56066E-6,1.005067E-4,1.519124E-4,4.471452E-7,1.096649E-8,5.613915E-7,3.19447E-5,1.006372E-4,4.234195E-5,1.39441E-9,3.212747E-8,2.672212E-7,2.101656E-5,2.949342E-10,2.805728E-12,8.886471E-11,4.3101E-5,6.772579E-8,3.61634E-5,8.201883E-6,3.118297E-12,1.474316E-14,8.67101E-8,1.729709E-15,4.980776E-11,2.792649E-15,4.52847E-13,1.982E-16,3.619712E-8,3.140577E-5,3.653883E-9,2.354839E-6,8.277322E-9,2.143238E-13,7.566778E-6,2.211044E-5,0.004078432,2.703691E-7,3.436378E-19,2.440621E-14,8.26553E-10,1.418743E-15,1.712302E-10,0.010985,0.006597251,0.02669161,9.429392,8.520729E-5,534778.6,534778.6
4.674426E-7,15.67485,-7.022136E10,1344.643,1344.643,0.001337098,1.0,0.9493488,7.294983E-5,3.041909E-5,2.634243E-4,2.884336E-5,2.899916E-4,8.635895E-4,4.199095E-6,3.965322E-7,6.09725E-6,4.946708E-5,4.393281E-4,1.448846E-4,1.911226E-8,4.07055E-7,3.32474E-6,2.522489E-5,2.78953E-8,3.013209E-10,1.312772E-8,1.725124E-4,1.068327E-6,9.657727E-5,8.558834E-5,1.202804E-9,1.024465E-12,1.145311E-6,3.066782E-13,8.28228E-9,4.020821E-12,2.092978E-11,2.834933E-14,7.097764E-7,1.326579E-4,1.749768E-7,3.165399E-5,3.235134E-7,5.297199E-11,2.647624E-5,1.164256E-4,0.00406646,3.389399E-6,2.867143E-16,5.907316E-12,1.10249E-8,8.332267E-13,1.090702E-8,0.01083574,0.006470248,0.026374,9.412069,8.530214E-5,533796.1,533796.1
9.85718E-7,15.65391,-6.621815E10,1338.074,1338.074,0.001337098,1.0,0.946337,1.079116E-4,1.608076E-4,6.161473E-4,1.056863E-4,4.051905E-4,0.002389417,1.306639E-5,3.172871E-6,3.092378E-5,5.531499E-5,0.001140443,2.673644E-4,1.192494E-7,1.896298E-6,1.594433E-5,2.616709E-5,3.01475E-7,6.282607E-9,1.737071E-7,4.237308E-4,5.533995E-6,1.488407E-4,3.011251E-4,3.287875E-8,8.597139E-12,4.321552E-6,6.761336E-12,1.201855E-7,2.081694E-10,2.18519E-10,4.470563E-13,3.247012E-6,3.421118E-4,1.522625E-6,1.189114E-4,2.627128E-6,2.617202E-9,5.634588E-5,3.31999E-4,0.00403964,1.209386E-5,4.012421E-14,2.309857E-10,7.361039E-8,3.654649E-11,1.350028E-7,0.0105497,0.006233849,0.02572627,9.378616,8.541623E-5,531898.9,531898.9
1.010388E-6,15.65314,-6.578053E10,1337.777,1337.777,0.001337098,1.0,0.9461914,1.086623E-4,1.694262E-4,6.30815E-4,1.099483E-4,4.071614E-4,0.002466127,1.347412E-5,3.38281E-6,3.258786E-5,5.53423E-5,0.001175819,2.714462E-4,1.268595E-7,1.989632E-6,1.671438E-5,2.613219E-5,3.235021E-7,6.927193E-9,1.874148E-7,4.363795E-4,5.818707E-6,1.504185E-4,3.127003E-4,3.634938E-8,9.184196E-12,4.494644E-6,7.482803E-12,1.301635E-7,2.340144E-10,2.354546E-10,4.870452E-13,3.396226E-6,3.527427E-4,1.626267E-6,1.236252E-4,2.79654E-6,2.948045E-9,5.771385E-5,3.429879E-4,0.004038294,1.254144E-5,4.685023E-14,2.583938E-10,7.8887E-8,4.093921E-11,1.45449E-7,0.01053571,0.006222413,0.02569397,9.376991,8.542043E-5,531806.7,531806.7
1.025591E-6,15.65268,-6.55067E10,1337.594,1337.594,0.001337098,1.0,0.9461017,1.090974E-4,1.748336E-4,6.397174E-4,1.125929E-4,4.082712E-4,0.00251344,1.372271E-5,3.5156E-6,3.363217E-5,5.53521E-5,0.00119765,2.738845E-4,1.316882E-7,2.04795E-6,1.719404E-5,2.610851E-5,3.374793E-7,7.346979E-9,1.961527E-7,4.441909E-4,5.996757E-6,1.513593E-4,3.198639E-4,3.860941E-8,9.559078E-12,4.601852E-6,7.955443E-12,1.365505E-7,2.510492E-10,2.462853E-10,5.128362E-13,3.488993E-6,3.593051E-4,1.691888E-6,1.265424E-4,2.903292E-6,3.166527E-9,5.855363E-5,3.497691E-4,0.004037465,1.281729E-5,5.142524E-14,2.764056E-10,8.226704E-8,4.382716E-11,1.520998E-7,0.01052709,0.006215373,0.02567405,9.37599,8.542296E-5,531750.0,531750.0
1.054511E-6,15.65181,-6.497826E10,1337.249,1337.249,0.001337098,1.0,0.9459314,1.098705E-4,1.853161E-4,6.563634E-4,1.176598E-4,4.10176E-4,0.002603505,1.418971E-5,3.775233E-6,3.565691E-5,5.535692E-5,0.001239234,2.783652E-4,1.411642E-7,2.160499E-6,1.811657E-5,2.605924E-5,3.648971E-7,8.194031E-9,2.133786E-7,4.590826E-4,6.340689E-6,1.530855E-4,3.335493E-4,4.316867E-8,1.030076E-11,4.806842E-6,8.915677E-12,1.491997E-7,2.858599E-10,2.6772E-10,5.643465E-13,3.667059E-6,3.718082E-4,1.820327E-6,1.321154E-4,3.111118E-6,3.613881E-9,6.014431E-5,3.626839E-4,0.004035888,1.334184E-5,6.109814E-14,3.130988E-10,8.896901E-8,4.971259E-11,1.651939E-7,0.01051071,0.006201998,0.02563615,9.37409,8.542767E-5,531642.2,531642.2
1.078824E-6,15.65111,-6.45275E10,1336.962,1336.962,0.001337098,1.0,0.9457885,1.104673E-4,1.943243E-4,6.700588E-4,1.219543E-4,4.115779E-4,0.002679258,1.457601E-5,4.000565E-6,3.739689E-5,5.534767E-5,0.001274239,2.819737E-4,1.494272E-7,2.2567E-6,1.89018E-5,2.601377E-5,3.887802E-7,8.957047E-9,2.284738E-7,4.716314E-4,6.63501E-6,1.544741E-4,3.451082E-4,4.727386E-8,1.09547E-11,4.980158E-6,9.788051E-12,1.603454E-7,3.176739E-10,2.865968E-10,6.102025E-13,3.818277E-6,3.823355E-4,1.931935E-6,1.368222E-4,3.290523E-6,4.023631E-9,6.14745E-5,3.735525E-4,0.004034562,1.378237E-5,7.029609E-14,3.465152E-10,9.48852E-8,5.507433E-11,1.766501E-7,0.01049695,0.006190775,0.02560427,9.372495,8.543153E-5,531551.8,531551.8
1.127888E-6,15.64974,-6.360416E10,1336.387,1336.387,0.001337098,1.0,0.9455009,1.115351E-4,2.13028E-4,6.968551E-4,1.30711E-4,4.13898E-4,0.002832143,1.533706E-5,4.474454E-6,4.10086E-5,5.529522E-5,0.001344962,2.888285E-4,1.669273E-7,2.454982E-6,2.051094E-5,2.591182E-5,4.392369E-7,1.064406E-8,2.606277E-7,4.97026E-4,7.242641E-6,1.571113E-4,3.685633E-4,5.634286E-8,1.236475E-11,5.332337E-6,1.174108E-11,1.842672E-7,3.893464E-10,3.27107E-10,7.100542E-13,4.127249E-6,4.036104E-4,2.167036E-6,1.463716E-4,3.66492E-6,4.949272E-9,6.413892E-5,3.955017E-4,0.004031891,1.46692E-5,9.215247E-14,4.214559E-10,1.07624E-7,6.710274E-11,2.009988E-7,0.01046923,0.006168192,0.02553996,9.369287,8.5439E-5,531369.8,531369.8
1.157945E-6,15.64893,-6.303205E10,1336.039,1336.039,0.001337098,1.0,0.9453254,1.121054E-4,2.248212E-4,7.127072E-4,1.361307E-4,4.150098E-4,0.002925751,1.579041E-5,4.777134E-6,4.328453E-5,5.524264E-5,0.001388317,2.92753E-4,1.781944E-7,2.579035E-6,2.151142E-5,2.584328E-5,4.716041E-7,1.177884E-8,2.814356E-7,5.126219E-4,7.623494E-6,1.586231E-4,3.830044E-4,6.243657E-8,1.329271E-11,5.549492E-6,1.30731E-11,1.99873E-7,4.384597E-10,3.535475E-10,7.762181E-13,4.318784E-6,4.166545E-4,2.317447E-6,1.522499E-4,3.902001E-6,5.585161E-9,6.575774E-5,4.089487E-4,0.004030258,1.521046E-5,1.079585E-13,4.725811E-10,1.159677E-7,7.531013E-11,2.167187E-7,0.01045228,0.006154408,0.02550059,9.367329,8.544339E-5,531258.8,531258.8
1.178602E-6,15.6484,-6.263703E10,1335.802,1335.802,0.001337098,1.0,0.9452051,1.124629E-4,2.330691E-4,7.233518E-4,1.398781E-4,4.156487E-4,0.002990042,1.609609E-5,4.990477E-6,4.487537E-5,5.519826E-5,0.001418116,2.953327E-4,1.861789E-7,2.665365E-6,2.220491E-5,2.579373E-5,4.944746E-7,1.260502E-8,2.962213E-7,5.233547E-4,7.888866E-6,1.596186E-4,3.929561E-4,6.686955E-8,1.396073E-11,5.699281E-6,1.40519E-11,2.110193E-7,4.746194E-10,3.724455E-10,8.239583E-13,4.45131E-6,4.256206E-4,2.423572E-6,1.563001E-4,4.068152E-6,6.053984E-9,6.686433E-5,4.181871E-4,0.004029138,1.558135E-5,1.199922E-13,5.101222E-10,1.219445E-7,8.133698E-11,2.278721E-7,0.01044066,0.006144959,0.02547355,9.365987,8.544633E-5,531182.7,531182.7
1.208707E-6,15.64764,-6.205969E10,1335.459,1335.459,0.001337098,1.0,0.9450302,1.129364E-4,2.452923E-4,7.384978E-4,1.453706E-4,4.164086E-4,0.00308365,1.653275E-5,5.309018E-6,4.723133E-5,5.512234E-5,0.001461537,2.989248E-4,1.981679E-7,2.792675E-6,2.322351E-5,2.571825E-5,5.286995E-7,1.387867E-8,3.184741E-7,5.390139E-4,8.28069E-6,1.610083E-4,4.074933E-4,7.369751E-8,1.498113E-11,5.918293E-6,1.55754E-11,2.278814E-7,5.309677E-10,4.01062E-10,8.969316E-13,4.645636E-6,4.386855E-4,2.582183E-6,1.622154E-4,4.314766E-6,6.78545E-9,6.846824E-5,4.316419E-4,0.004027508,1.612003E-5,1.39374E-13,5.684757E-10,1.310141E-7,9.070462E-11,2.446327E-7,0.01042376,0.006131225,0.02543419,9.364037,8.545049E-5,531072.1,531072.1
1.252432E-6,15.64657,-6.122008E10,1334.966,1334.966,0.001337098,1.0,0.9447773,1.135312E-4,2.634571E-4,7.597244E-4,1.53409E-4,4.171813E-4,0.00321937,1.714799E-5,5.787253E-6,5.072823E-5,5.499042E-5,0.001524564,3.038013E-4,2.163202E-7,2.980535E-6,2.471802E-5,2.560237E-5,5.802318E-7,1.587909E-8,3.522583E-7,5.61786E-4,8.859979E-6,1.629045E-4,4.286654E-4,8.440707E-8,1.656812E-11,6.237696E-6,1.800279E-11,2.536716E-7,6.207839E-10,4.449121E-10,1.010247E-12,4.930086E-6,4.576476E-4,2.820638E-6,1.70828E-4,4.681767E-6,7.953034E-9,7.077915E-5,4.51156E-4,0.004025149,1.689799E-5,1.717294E-13,6.611718E-10,1.449514E-7,1.055828E-10,2.700226E-7,0.01039929,0.006111362,0.02537712,9.361218,8.545629E-5,530912.2,530912.2
1.277538E-6,15.64599,-6.073863E10,1334.686,1334.686,0.001337098,1.0,0.9446326,1.138264E-4,2.74098E-4,7.715001E-4,1.580544E-4,4.174629E-4,0.003297139,1.749092E-5,6.06991E-6,5.277401E-5,5.490411E-5,0.001560715,3.064254E-4,2.271359E-7,3.08987E-6,2.558329E-5,2.553283E-5,6.107613E-7,1.711034E-8,3.724276E-7,5.748713E-4,9.197754E-6,1.63931E-4,4.408455E-4,9.099007E-8,1.753912E-11,6.421677E-6,1.951714E-11,2.69173E-7,6.767756E-10,4.713251E-10,1.079324E-12,5.094435E-6,4.685225E-4,2.961747E-6,1.757812E-4,4.896871E-6,8.681641E-9,7.209593E-5,4.623401E-4,0.004023799,1.734202E-5,1.927396E-13,7.18792E-10,1.533667E-7,1.148289E-10,2.851497E-7,0.01038528,0.006100006,0.02534441,9.359606,8.54595E-5,530820.8,530820.8
1.356338E-6,15.64425,-5.923755E10,1333.822,1333.822,0.001337098,1.0,0.9441818,1.145554E-4,3.084455E-4,8.06519E-4,1.727621E-4,4.176717E-4,0.00354032,1.851744E-5,6.993753E-6,5.93618E-5,5.458937E-5,0.001673932,3.138701E-4,2.629447E-7,3.439372E-6,2.83278E-5,2.53024E-5,7.108352E-7,2.138409E-8,4.393335E-7,6.159634E-4,1.028075E-5,1.668789E-4,4.791473E-4,1.137904E-7,2.09005E-11,7.001325E-6,2.488848E-11,3.211237E-7,8.747039E-10,5.60219E-10,1.315986E-12,5.614216E-6,5.025662E-4,3.423762E-6,1.913493E-4,5.590655E-6,1.125946E-8,7.618093E-5,4.97319E-4,0.004019588,1.872147E-5,2.716668E-13,9.216621E-10,1.817738E-7,1.473633E-10,3.351731E-7,0.01034156,0.006064608,0.02524215,9.354584,8.546899E-5,530536.0,530536.0
1.394849E-6,15.64345,-5.851267E10,1333.407,1333.407,0.001337098,1.0,0.9439632,1.148135E-4,3.257247E-4,8.225759E-4,1.800122E-4,4.174473E-4,0.003658582,1.899147E-5,7.464513E-6,6.266587E-5,5.441445E-5,0.001729082,3.170959E-4,2.814636E-7,3.613318E-6,2.968216E-5,2.518408E-5,7.619604E-7,2.370602E-8,4.739749E-7,6.360424E-4,1.082172E-5,1.68179E-4,4.978848E-4,1.261474E-7,2.273243E-11,7.285502E-6,2.787815E-11,3.483234E-7,9.842386E-10,6.070217E-10,1.442978E-12,5.869935E-6,5.191394E-4,3.659624E-6,1.989606E-4,5.938823E-6,1.268636E-8,7.815079E-5,5.143305E-4,0.004017545,1.938702E-5,3.181653E-13,1.033496E-9,1.967679E-7,1.652834E-10,3.609837E-7,0.01032034,0.006047451,0.02519241,9.352151,8.547333E-5,530398.0,530398.0
1.422012E-6,15.64291,-5.800589E10,1333.118,1333.118,0.001337098,1.0,0.9438098,1.149609E-4,3.380937E-4,8.334923E-4,1.851472E-4,4.171774E-4,0.003741735,1.931495E-5,7.803728E-6,6.502659E-5,5.428389E-5,0.001767894,3.192184E-4,2.949215E-7,3.737103E-6,3.064154E-5,2.509873E-5,7.988394E-7,2.54382E-8,4.991537E-7,6.501973E-4,1.12075E-5,1.690449E-4,5.111002E-4,1.353529E-7,2.410561E-11,7.486172E-6,3.013963E-11,3.682149E-7,1.066742E-9,6.413735E-10,1.53715E-12,6.050784E-6,5.307978E-4,3.829744E-6,2.043269E-4,6.187508E-6,1.376086E-8,7.952971E-5,5.26291E-4,0.004016111,1.985278E-5,3.543903E-13,1.117569E-9,2.077831E-7,1.787474E-10,3.797075E-7,0.01030544,0.006035408,0.02515744,9.350444,8.547628E-5,530301.2,530301.2
1.463166E-6,15.64213,-5.724622E10,1332.684,1332.684,0.001337098,1.0,0.9435785,1.151334E-4,3.571088E-4,8.493923E-4,1.92958E-4,4.166089E-4,0.003867277,1.978793E-5,8.328624E-6,6.864817E-5,5.407583E-5,0.001826545,3.222026E-4,3.159357E-7,3.92624E-6,3.210053E-5,2.496682E-5,8.559558E-7,2.821578E-8,5.38465E-7,6.716256E-4,1.179834E-5,1.702798E-4,5.311142E-4,1.50092E-7,2.632323E-11,7.790458E-6,3.382007E-11,3.994694E-7,1.200316E-9,6.955756E-10,1.687317E-12,6.32537E-6,5.484064E-4,4.093237E-6,2.124505E-4,6.568716E-6,1.549952E-8,8.160229E-5,5.443467E-4,0.00401395,2.055238E-5,4.151012E-13,1.253433E-9,2.25173E-7,2.004913E-10,4.088812E-7,0.01028295,0.00601726,0.02510462,9.347871,8.548058E-5,530155.3,530155.3
1.488639E-6,15.64166,-5.678134E10,1332.418,1332.418,0.001337098,1.0,0.9434361,1.152117E-4,3.690367E-4,8.588571E-4,1.978096E-4,4.161699E-4,0.003944709,2.007053E-5,8.659855E-6,7.091512E-5,5.394147E-5,0.001862751,3.239169E-4,3.293144E-7,4.044194E-6,3.300636E-5,2.488378E-5,8.920222E-7,3.002829E-8,5.634835E-7,6.848757E-4,1.216767E-5,1.710003E-4,5.434937E-4,1.596961E-7,2.778246E-11,7.978903E-6,3.625633E-11,4.194806E-7,1.28825E-9,7.304304E-10,1.784844E-12,6.495591E-6,5.592702E-4,4.259661E-6,2.174733E-4,6.807067E-6,1.664322E-8,8.287529E-5,5.554813E-4,0.004012619,2.098166E-5,4.563699E-13,1.342729E-9,2.363576E-7,2.147727E-10,4.274114E-7,0.01026909,0.006006084,0.02507205,9.346288,8.548314E-5,530065.4,530065.4
1.545458E-6,15.64066,-5.576058E10,1331.834,1331.834,0.001337098,1.0,0.9431204,1.153144E-4,3.960542E-4,8.789453E-4,2.086721E-4,4.149774E-4,0.004116607,2.067308E-5,9.415359E-6,7.60357E-5,5.362819E-5,0.001943209,3.273919E-4,3.601728E-7,4.309461E-6,3.503261E-5,2.469533E-5,9.743278E-7,3.433467E-8,6.211451E-7,7.143814E-4,1.300081E-5,1.724934E-4,5.710683E-4,1.824737E-7,3.129394E-11,8.399296E-6,4.215077E-11,4.659444E-7,1.499367E-9,8.118401E-10,2.015395E-12,6.875663E-6,5.833938E-4,4.639652E-6,2.286557E-4,7.344392E-6,1.938539E-8,8.568731E-5,5.801929E-4,0.00400967,2.192835E-5,5.593984E-13,1.556729E-9,2.62471E-7,2.489661E-10,4.700143E-7,0.01023836,0.005981325,0.02499971,9.34278,8.548858E-5,529866.5,529866.5
1.554441E-6,15.64051,-5.560133E10,1331.742,1331.742,0.001337098,1.0,0.9430708,1.153222E-4,4.00375E-4,8.819946E-4,2.10394E-4,4.147644E-4,0.004143676,2.076489E-5,9.536817E-6,7.685275E-5,5.357712E-5,0.001955889,3.278993E-4,3.65178E-7,4.351647E-6,3.53535E-5,2.466518E-5,9.875626E-7,3.504905E-8,6.304904E-7,7.190388E-4,1.313363E-5,1.727158E-4,5.754216E-4,1.862468E-7,3.188292E-11,8.465747E-6,4.314255E-11,4.735182E-7,1.534662E-9,8.251756E-10,2.053509E-12,6.93577E-6,5.87193E-4,4.700788E-6,2.304203E-4,7.429967E-6,1.984326E-8,8.612843E-5,5.840832E-4,0.004009206,2.207662E-5,5.771367E-13,1.59246E-9,2.667458E-7,2.54671E-10,4.769056E-7,0.01023353,0.005977432,0.02498832,9.342228,8.54894E-5,529835.2,529835.2
1.589279E-6,15.63994,-5.498956E10,1331.39,1331.39,0.001337098,1.0,0.942879,1.15332E-4,4.172551E-4,8.935007E-4,2.170831E-4,4.138818E-4,0.00424838,2.11122E-5,1.001291E-5,8.003975E-5,5.337545E-5,0.002004959,3.297634E-4,3.849158E-7,4.515846E-6,3.659916E-5,2.454746E-5,1.039443E-6,3.790796E-8,6.673199E-7,7.370814E-4,1.365151E-5,1.735448E-4,5.922879E-4,2.013326E-7,3.42596E-11,8.723412E-6,4.715028E-11,5.0348E-7,1.676629E-9,8.781172E-10,2.205744E-12,7.168875E-6,6.018891E-4,4.940552E-6,2.372554E-4,7.763272E-6,2.168309E-8,8.783044E-5,5.99128E-4,0.004007415,2.2648E-5,6.498953E-13,1.736072E-9,2.837045E-7,2.775871E-10,5.04029E-7,0.01021483,0.00596239,0.02494425,9.340098,8.549253E-5,529714.4,529714.4
1.611575E-6,15.63959,-5.460298E10,1331.166,1331.166,0.001337098,1.0,0.9427568,1.15322E-4,4.281572E-4,9.005997E-4,2.213724E-4,4.132727E-4,0.004315147,2.132722E-5,1.032169E-5,8.209379E-5,5.324358E-5,0.00203627,3.308724E-4,3.978183E-7,4.621386E-6,3.739703E-5,2.447153E-5,1.073089E-6,3.981211E-8,6.913732E-7,7.486095E-4,1.398514E-5,1.740482E-4,6.030655E-4,2.113678E-7,3.58605E-11,8.888238E-6,4.985332E-11,5.23144E-7,1.771787E-9,9.130282E-10,2.30691E-12,7.318008E-6,6.112604E-4,5.096152E-6,2.416213E-4,7.977635E-6,2.291455E-8,8.891233E-5,6.087187E-4,0.004006274,2.301055E-5,6.998886E-13,1.832244E-9,2.948747E-7,2.929218E-10,5.217132E-7,0.01020292,0.00595281,0.02491615,9.338741,8.549447E-5,529637.5,529637.5
1.700364E-6,15.63826,-5.310339E10,1330.291,1330.291,0.001337098,1.0,0.9422746,1.151699E-4,4.722771E-4,9.268966E-4,2.385053E-4,4.105558E-4,0.00457909,2.212929E-5,1.158081E-5,9.037167E-5,5.270033E-5,0.002160192,3.346863E-4,4.512486E-7,5.044621E-6,4.057603E-5,2.416564E-5,1.210226E-6,4.797775E-8,7.907715E-7,7.943476E-4,1.532925E-5,1.75859E-4,6.458319E-4,2.542991E-7,4.289494E-11,9.543652E-6,6.173613E-11,6.051637E-7,2.184674E-9,1.060105E-9,2.739358E-12,7.910863E-6,6.483004E-4,5.731339E-6,2.58933E-4,8.837366E-6,2.824016E-8,9.316417E-5,6.466066E-4,0.004001777,2.442971E-5,9.27304E-13,2.24891E-9,3.417818E-7,3.592564E-10,5.945509E-7,0.01015587,0.00591503,0.02480501,9.333393,8.550169E-5,529334.1,529334.1
