Time_Soln#7 (sec),Volume_Soln#7 (cm3),Volumetric_heat_production_rate_Soln#7 (erg/cm3-sec),Surface_temperature_Soln#7 (K),Temperature_Soln#7 (K),Mass_Soln#7 (g),Pressure_Soln#7 (atm),Mole_fraction_H2_Soln#7 (),Mole_fraction_H_Soln#7 (),Mole_fraction_CH4_Soln#7 (),Mole_fraction_CH3_Soln#7 (),Mole_fraction_C2H6_Soln#7 (),Mole_fraction_C2H5_Soln#7 (),Mole_fraction_C2H4_Soln#7 (),Mole_fraction_C2H3_Soln#7 (),Mole_fraction_C2H2_Soln#7 (),Mole_fraction_C3H8_Soln#7 (),Mole_fraction_IC3H7_Soln#7 (),Mole_fraction_NC3H7_Soln#7 (),Mole_fraction_C3H6_Soln#7 (),Mole_fraction_C3H5-A_Soln#7 (),Mole_fraction_C3H4-P_Soln#7 (),Mole_fraction_C3H4-A_Soln#7 (),Mole_fraction_NC4H10_Soln#7 (),Mole_fraction_PC4H9_Soln#7 (),Mole_fraction_IC4H10_Soln#7 (),Mole_fraction_IC4H8_Soln#7 (),Mole_fraction_IC4H7_Soln#7 (),Mole_fraction_C4H8-1_Soln#7 (),Mole_fraction_C4H8-2_Soln#7 (),Mole_fraction_C4H71-3_Soln#7 (),Mole_fraction_C4H6_Soln#7 (),Mole_fraction_C4H4_Soln#7 (),Mole_fraction_C6H6_Soln#7 (),Mole_fraction_FULVENE_Soln#7 (),Mole_fraction_C5H6_Soln#7 (),Mole_fraction_C5H5_Soln#7 (),Mole_fraction_MCPTD_Soln#7 (),Mole_fraction_NC5H12_Soln#7 (),Mole_fraction_NC5H10_Soln#7 (),Mole_fraction_B1M2_Soln#7 (),Mole_fraction_B1M3_Soln#7 (),Mole_fraction_LC5H8_Soln#7 (),Mole_fraction_DIALLYL_Soln#7 (),Mole_fraction_CYC6H8_Soln#7 (),Mole_fraction_CYC6H10_Soln#7 (),Mole_fraction_NC6H12_Soln#7 (),Mole_fraction_NC7H14_Soln#7 (),Mole_fraction_C7H8_Soln#7 (),Mole_fraction_C7H7_Soln#7 (),Mole_fraction_C6H5C2H3_Soln#7 (),Mole_fraction_C6H5C2H5_Soln#7 (),Mole_fraction_XYLENE_Soln#7 (),Mole_fraction_NPBENZ_Soln#7 (),Mole_fraction_NC12H26_Soln#7 (),Mole_fraction_NC16H34_Soln#7 (),Mole_fraction_NC10H20_Soln#7 (),Molecular_weight_Soln#7 (g/mole),Mass_density_Soln#7 (g/cm3),Unburned_hydrocarbons_Soln#7 (ppm),Volatile_organic_compounds_Soln#7 (ppm)
0.0,15.7,-1.105099E10,1300.0,1300.0,0.001388525,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,8.844108E-5,535064.1,535064.1
5.34548E-10,15.69994,-1.172714E10,1299.999,1299.999,0.001388525,1.0,0.9514597,1.057945E-9,1.716952E-13,1.988061E-9,1.836277E-12,2.308479E-8,4.937745E-9,8.905138E-13,1.303313E-15,8.399185E-13,1.632962E-12,2.245954E-8,7.588506E-9,5.634618E-8,3.547965E-15,8.222876E-14,4.335324E-13,2.346417E-8,5.827139E-23,1.627002E-23,4.012704E-25,3.519144E-9,1.879294E-13,5.632805E-8,1.57689E-11,4.183558E-21,1.261721E-14,2.880943E-26,7.398848E-22,3.978033E-28,1.207255E-22,1.583246E-17,2.60099E-9,2.756162E-22,7.155137E-19,1.597671E-14,7.314348E-17,5.054427E-23,2.726308E-22,7.573509E-10,1.55473E-9,0.004081008,1.41642E-11,1.68103E-23,5.922654E-16,6.962245E-18,1.641837E-16,0.0110333,0.006639902,0.02678566,9.434423,8.844113E-5,535064.0,535064.0
7.182779E-9,15.69982,-1.566984E10,1299.982,1299.982,0.001388525,1.0,0.951455,1.177039E-7,3.068879E-10,2.40806E-7,7.33717E-10,7.860041E-7,5.862743E-7,1.659787E-10,3.543881E-13,2.947642E-10,5.709776E-10,6.495559E-7,8.588899E-7,7.570988E-7,6.432712E-13,1.485206E-11,1.621432E-10,7.09906E-7,3.20941E-17,3.312852E-18,2.253905E-18,3.891097E-7,3.754141E-11,7.538448E-7,3.056475E-9,2.862708E-18,2.037887E-11,7.263539E-22,1.745983E-17,1.193835E-22,2.636725E-18,2.131998E-13,2.800269E-7,1.420483E-17,1.660925E-14,2.176942E-10,1.773069E-13,1.092815E-18,5.988522E-18,7.801681E-8,1.680244E-7,0.004080987,2.463497E-10,8.703103E-20,2.366393E-13,1.266824E-14,5.759073E-14,0.01103266,0.006639324,0.02678422,9.434377,8.844183E-5,535061.3,535061.3
2.322296E-8,15.69951,-1.704825E10,1299.935,1299.935,0.001388525,1.0,0.9514395,6.002052E-7,6.253805E-9,1.369545E-6,1.215502E-8,3.838482E-6,3.423742E-6,1.842217E-9,6.89507E-12,4.200899E-9,8.047332E-9,2.617158E-6,4.295447E-6,2.451443E-6,6.752881E-12,1.55679E-10,2.201107E-9,2.628808E-6,9.090509E-15,3.565741E-16,1.392782E-15,1.915572E-6,4.16136E-10,2.417924E-6,3.694214E-8,1.028856E-16,3.801015E-10,6.279251E-20,1.58009E-15,2.420259E-20,1.51484E-16,1.537207E-11,1.352259E-6,1.274235E-15,1.058759E-12,7.387392E-9,5.999262E-12,6.257659E-17,3.443304E-16,3.652152E-7,8.179589E-7,0.004080919,1.665613E-9,4.738583E-18,3.919629E-12,2.694253E-13,8.199449E-13,0.01103105,0.006637891,0.02678075,9.434222,8.84436E-5,535052.6,535052.6
8.771562E-8,15.69821,-1.88942E10,1299.728,1299.728,0.001388525,1.0,0.9513676,3.020065E-6,1.488743E-7,8.388173E-6,2.454347E-7,1.952138E-5,2.281913E-5,2.926141E-8,3.053912E-10,6.151181E-8,1.113629E-7,8.513598E-6,1.930301E-5,9.354977E-6,9.71816E-11,2.258783E-9,2.843724E-8,6.747745E-6,3.149244E-12,4.06748E-14,7.582887E-13,8.468933E-6,5.967469E-9,8.899664E-6,6.022261E-7,1.351989E-14,7.610046E-9,1.166823E-17,3.810296E-13,7.783366E-18,1.025989E-14,1.086011E-9,5.953993E-6,1.190105E-13,9.185796E-11,1.871322E-7,3.272252E-10,4.354456E-15,2.296369E-14,1.557313E-6,3.78432E-6,0.004080574,2.338641E-8,3.854552E-16,7.914237E-11,7.230278E-12,1.247236E-11,0.01102428,0.006631887,0.02676599,9.433502,8.845091E-5,535011.7,535011.7
2.981613E-7,15.69384,-2.243476E10,1298.95,1298.95,0.001388525,1.0,0.9510746,1.301068E-5,2.73034E-6,4.501293E-5,3.39481E-6,7.346575E-5,1.331328E-4,3.393828E-7,1.189966E-8,5.70724E-7,7.913109E-7,1.648175E-5,7.812021E-5,3.304518E-5,1.175593E-9,2.796366E-8,2.587409E-7,9.321312E-6,4.533755E-10,3.506685E-12,1.640167E-10,3.267137E-5,7.462337E-8,2.838478E-5,7.532659E-6,4.699989E-12,1.140112E-7,2.004239E-15,7.542576E-11,4.512131E-15,4.752807E-13,3.205106E-8,2.349901E-5,6.357312E-12,5.430421E-9,2.96758E-6,1.352175E-8,2.837835E-13,1.026203E-12,5.593306E-6,1.756553E-5,0.004078826,3.230307E-7,2.892353E-14,1.111383E-9,1.603502E-10,2.414877E-10,0.01099834,0.006609356,0.02670763,9.430478,8.847555E-5,534840.2,534840.2
9.210167E-7,15.6813,-2.704542E10,1296.154,1296.154,0.001388525,1.0,0.9498975,3.607001E-5,3.701858E-5,1.877496E-4,3.033001E-5,1.812063E-4,6.807346E-4,2.568911E-6,3.252023E-7,5.302869E-6,2.858843E-6,2.366072E-5,3.358185E-4,1.058336E-4,1.425771E-8,3.128422E-7,2.87475E-6,1.141957E-5,2.502709E-8,3.049334E-10,1.443246E-8,1.286111E-4,9.518336E-7,7.462199E-5,6.794571E-5,1.178192E-9,1.129282E-6,2.384029E-13,7.345178E-9,3.36091E-12,1.87408E-11,4.475671E-7,9.873451E-5,2.18104E-10,1.986639E-7,2.985258E-5,4.292889E-7,8.050653E-11,4.343632E-11,1.867396E-5,9.282188E-5,0.004069359,3.09114E-6,5.97745E-12,1.278391E-8,2.838664E-9,1.300407E-8,0.01089178,0.006519713,0.02645527,9.417704,8.854629E-5,534115.8,534115.8
1.124509E-6,15.67762,-2.740792E10,1295.169,1295.169,0.001388525,1.0,0.9494497,4.092632E-5,5.765627E-5,2.355842E-4,4.322886E-5,2.020053E-4,9.051905E-4,3.510441E-6,5.69786E-7,8.213639E-6,3.381798E-6,2.4917E-5,4.397458E-4,1.273284E-4,2.30619E-8,4.800799E-7,4.441109E-6,1.179839E-5,4.735893E-8,6.933157E-10,2.940546E-8,1.660673E-4,1.492916E-6,8.628743E-5,9.734379E-5,2.925909E-9,1.626332E-6,5.508689E-13,1.533975E-8,9.966093E-12,3.606325E-11,6.840478E-7,1.292768E-4,3.976705E-10,3.619022E-7,4.30284E-5,7.740131E-7,2.362385E-10,8.80172E-11,2.314935E-5,1.252954E-4,0.004065356,4.40625E-6,1.634255E-11,2.084009E-8,4.650381E-9,2.601416E-8,0.01085038,0.006485422,0.026355,9.412755,8.856708E-5,533835.1,533835.1
1.147297E-6,15.67722,-2.742447E10,1295.058,1295.058,0.001388525,1.0,0.9493983,4.140361E-5,6.025214E-5,2.408356E-4,4.476546E-5,2.039884E-4,9.312567E-4,3.617949E-6,6.02364E-7,8.585231E-6,3.435361E-6,2.503653E-5,4.51815E-4,1.296113E-4,2.421913E-8,5.010419E-7,4.636558E-6,1.183347E-5,5.041989E-8,7.529793E-10,3.153136E-8,1.704082E-4,1.561256E-6,8.749676E-5,1.008563E-4,3.200672E-9,1.685647E-6,5.99261E-13,1.649289E-8,1.109118E-11,3.850278E-11,7.132207E-7,1.328362E-4,4.221164E-10,3.840061E-7,4.46E-5,8.204246E-7,2.628595E-10,9.45298E-11,2.365309E-5,1.29098E-4,0.004064889,4.561485E-6,1.806091E-11,2.192516E-8,4.883972E-9,2.785157E-8,0.01084561,0.006481483,0.0263434,9.412186,8.856932E-5,533802.8,533802.8
1.18403E-6,15.67659,-2.744222E10,1294.879,1294.879,0.001388525,1.0,0.9493151,4.21469E-5,6.455496E-5,2.492426E-4,4.727791E-5,2.070507E-4,9.736205E-4,3.791649E-6,6.571344E-7,9.203525E-6,3.519632E-6,2.522097E-5,4.714337E-4,1.332348E-4,2.616089E-8,5.357559E-7,4.959649E-6,1.188716E-5,5.560078E-8,8.571863E-10,3.51622E-8,1.774632E-4,1.674624E-6,8.940655E-5,1.066034E-4,3.682937E-9,1.782657E-6,6.840253E-13,1.847114E-8,1.310887E-11,4.266572E-11,7.613188E-7,1.386274E-4,4.634565E-10,4.213165E-7,4.716992E-5,8.986244E-7,3.106611E-10,1.057556E-10,2.446584E-5,1.352902E-4,0.004064131,4.814593E-6,2.112133E-11,2.375956E-8,5.273494E-9,3.098542E-8,0.01083787,0.006475096,0.02632457,9.411263,8.857288E-5,533750.5,533750.5
1.236763E-6,15.6757,-2.744955E10,1294.622,1294.622,0.001388525,1.0,0.9491947,4.315951E-5,7.09844E-5,2.611747E-4,5.095809E-5,2.11168E-4,0.001035139,4.041455E-6,7.406599E-7,1.013253E-5,3.636188E-6,2.546859E-5,4.999328E-4,1.383115E-4,2.911621E-8,5.875561E-7,5.440326E-6,1.195827E-5,6.357649E-8,1.025236E-9,4.082526E-8,1.87711E-4,1.844216E-6,9.206403E-5,1.150293E-4,4.465682E-9,1.924796E-6,8.213673E-13,2.157728E-8,1.648661E-11,4.915533E-11,8.326118E-7,1.470518E-4,5.270518E-10,4.785408E-7,5.093432E-5,1.018219E-6,3.908378E-10,1.235168E-10,2.563382E-5,1.443066E-4,0.004063029,5.183705E-6,2.619516E-11,2.658402E-8,5.860552E-9,3.586367E-8,0.01082666,0.006465854,0.02629725,9.409928,8.85779E-5,533674.7,533674.7
1.263972E-6,15.67525,-2.744547E10,1294.489,1294.489,0.001388525,1.0,0.9491322,4.365777E-5,7.441684E-5,2.672633E-4,5.288939E-5,2.131689E-4,0.001067186,4.17037E-6,7.860284E-7,1.063083E-5,3.69432E-6,2.558874E-5,5.147844E-4,1.408722E-4,3.071987E-8,6.151766E-7,5.695888E-6,1.199231E-5,6.794233E-8,1.121001E-9,4.395994E-8,1.93052E-4,1.934831E-6,9.339714E-5,1.194543E-4,4.913914E-9,1.999401E-6,8.999867E-13,2.330671E-8,1.847155E-11,5.274814E-11,8.704003E-7,1.514473E-4,5.618595E-10,5.097719E-7,5.29096E-5,1.083317E-6,4.380323E-10,1.334759E-10,2.623689E-5,1.490142E-4,0.004062455,5.376613E-6,2.915323E-11,2.813282E-8,6.176238E-9,3.855934E-8,0.01082084,0.006461054,0.02628304,9.409234,8.858045E-5,533635.4,533635.4
1.299774E-6,15.67467,-2.743248E10,1294.314,1294.314,0.001388525,1.0,0.9490496,4.428916E-5,7.905109E-5,2.751996E-4,5.546284E-5,2.15679E-4,0.00110965,4.339839E-6,8.48091E-7,1.1306E-5,3.768759E-6,2.573922E-5,5.344709E-4,1.441797E-4,3.291313E-8,6.524316E-7,6.039749E-6,1.203448E-5,7.394891E-8,1.256978E-9,4.830984E-8,2.001332E-4,2.05725E-6,9.511249E-5,1.253537E-4,5.552485E-9,2.098819E-6,1.012053E-12,2.571778E-8,2.135617E-11,5.773671E-11,9.211305E-7,1.572793E-4,6.097629E-10,5.526483E-7,5.55412E-5,1.172488E-6,5.067063E-10,1.474415E-10,2.703071E-5,1.552627E-4,0.004061694,5.632795E-6,3.342637E-11,3.026905E-8,6.604788E-9,4.229514E-8,0.01081313,0.006454707,0.02626421,9.408317,8.858376E-5,533583.4,533583.4
1.323648E-6,15.67428,-2.74192E10,1294.198,1294.198,0.001388525,1.0,0.9489943,4.46953E-5,8.221495E-5,2.804421E-4,5.719858E-5,2.172776E-4,0.001138146,4.452664E-6,8.909732E-7,1.176846E-5,3.817117E-6,2.583491E-5,5.47686E-4,1.463457E-4,3.442881E-8,6.778426E-7,6.273724E-6,1.206097E-5,7.812041E-8,1.35422E-9,5.135477E-8,2.04888E-4,2.140863E-6,9.62322E-5,1.293345E-4,6.010423E-9,2.165875E-6,1.092506E-12,2.741289E-8,2.346249E-11,6.123164E-11,9.555793E-7,1.611976E-4,6.430496E-10,5.823701E-7,5.731577E-5,1.234166E-6,5.569107E-10,1.573153E-10,2.756018E-5,1.594621E-4,0.004061183,5.805019E-6,3.652992E-11,3.175722E-8,6.898821E-9,4.490701E-8,0.01080796,0.006450457,0.02625159,9.407704,8.858594E-5,533548.6,533548.6
1.357435E-6,15.67374,-2.739448E10,1294.034,1294.034,0.001388525,1.0,0.9489157,4.525032E-5,8.679209E-5,2.877908E-4,5.968105E-5,2.194408E-4,0.001178705,4.61197E-6,9.537114E-7,1.24395E-5,3.88383E-6,2.596414E-5,5.665032E-4,1.493566E-4,3.664743E-8,7.14571E-7,6.611081E-6,1.209633E-5,8.425207E-8,1.501232E-9,5.586418E-8,2.116608E-4,2.261876E-6,9.778437E-5,1.350301E-4,6.704386E-9,2.261777E-6,1.21462E-12,2.993391E-8,2.670929E-11,6.641318E-11,1.005158E-6,1.667817E-4,6.920167E-10,6.259855E-7,5.985311E-5,1.324476E-6,6.343833E-10,1.720813E-10,2.830957E-5,1.654479E-4,0.004060455,6.050532E-6,4.129006E-11,3.395273E-8,7.326169E-9,4.877058E-8,0.01080062,0.006444417,0.02623363,9.406831,8.858899E-5,533499.1,533499.1
1.417204E-6,15.67281,-2.733481E10,1293.743,1293.743,0.001388525,1.0,0.948776,4.617743E-5,9.517019E-5,3.005772E-4,6.41438E-5,2.229947E-4,0.001251074,4.892321E-6,1.07058E-6,1.367353E-5,3.996978E-6,2.617566E-5,6.001008E-4,1.545248E-4,4.078647E-8,7.816981E-7,7.225117E-6,1.215297E-5,9.575517E-8,1.789751E-9,6.442519E-8,2.23762E-4,2.483511E-6,1.004386E-4,1.45275E-4,8.070775E-9,2.434161E-6,1.455937E-12,3.475293E-8,3.327527E-11,7.627297E-11,1.095145E-6,1.767651E-4,7.840488E-10,7.07611E-7,6.441203E-5,1.492856E-6,7.913184E-10,2.00566E-10,2.963508E-5,1.761515E-4,0.004059157,6.489484E-6,5.08426E-11,3.810152E-8,8.114026E-9,5.60918E-8,0.01078754,0.006433672,0.02620162,9.40528,8.859427E-5,533411.1,533411.1
1.448802E-6,15.67232,-2.729566E10,1293.59,1293.59,0.001388525,1.0,0.9487018,4.66405E-5,9.974201E-5,3.072225E-4,6.653823E-5,2.247394E-4,0.001289631,5.039582E-6,1.135395E-6,1.434978E-5,4.054342E-6,2.627906E-5,6.180137E-4,1.571751E-4,4.308676E-8,8.18274E-7,7.558305E-6,1.218E-5,1.021752E-7,1.957767E-9,6.92568E-8,2.302193E-4,2.604513E-6,1.017957E-4,1.507743E-4,8.868514E-9,2.526633E-6,1.597455E-12,3.749052E-8,3.720328E-11,8.185262E-11,1.143851E-6,1.820945E-4,8.355306E-10,7.530733E-7,6.685652E-5,1.58628E-6,8.853387E-10,2.168907E-10,3.033561E-5,1.818656E-4,0.004058466,6.723708E-6,5.651802E-11,4.043588E-8,8.546792E-9,6.021643E-8,0.01078058,0.006427962,0.02618457,9.404456,8.859701E-5,533364.4,533364.4
1.476761E-6,15.6719,-2.725694E10,1293.454,1293.454,0.001388525,1.0,0.948636,4.703522E-5,1.038683E-4,3.13034E-4,6.867627E-5,2.262094E-4,0.001323908,5.169229E-6,1.194492E-6,1.496171E-5,4.103713E-6,2.636588E-5,6.339457E-4,1.594728E-4,4.518771E-8,8.512521E-7,7.857886E-6,1.220231E-5,1.080513E-7,2.115828E-9,7.371081E-8,2.359661E-4,2.713749E-6,1.029705E-4,1.55686E-4,9.620018E-9,2.60919E-6,1.73124E-12,4.002498E-8,4.096123E-11,8.700674E-11,1.187577E-6,1.868382E-4,8.82736E-10,7.94634E-7,6.903824E-5,1.671465E-6,9.753662E-10,2.320918E-10,3.095525E-5,1.869516E-4,0.004057851,6.932086E-6,6.192441E-11,4.258521E-8,8.938988E-9,6.401437E-8,0.0107744,0.006422894,0.02616943,9.403724,8.859939E-5,533322.9,533322.9
1.488969E-6,15.67172,-2.723889E10,1293.395,1293.395,0.001388525,1.0,0.9486072,4.720325E-5,1.056935E-4,3.155509E-4,6.961538E-5,2.268302E-4,0.00133892,5.225628E-6,1.22081E-6,1.523286E-5,4.124868E-6,2.640245E-5,6.409256E-4,1.60462E-4,4.612451E-8,8.658302E-7,7.990064E-6,1.221159E-5,1.106745E-7,2.187691E-9,7.570864E-8,2.384849E-4,2.762077E-6,1.034759E-4,1.578437E-4,9.961966E-9,2.645447E-6,1.792272E-12,4.116507E-8,4.268857E-11,8.932201E-11,1.206851E-6,1.889175E-4,9.038376E-10,8.131736E-7,6.99962E-5,1.709396E-6,1.016769E-9,2.389563E-10,3.122573E-5,1.891808E-4,0.004057581,7.023382E-6,6.440251E-11,4.354878E-8,9.112945E-9,6.571662E-8,0.0107717,0.006420677,0.0261628,9.403404,8.860043E-5,533304.8,533304.8
1.52028E-6,15.67125,-2.718955E10,1293.244,1293.244,0.001388525,1.0,0.9485332,4.762247E-5,1.104395E-4,3.21948E-4,7.203888E-5,2.28365E-4,0.00137754,5.369639E-6,1.289726E-6,1.593914E-5,4.178018E-6,2.649261E-5,6.588891E-4,1.629604E-4,4.858153E-8,9.037072E-7,8.332777E-6,1.223412E-5,1.175617E-7,2.380131E-9,8.098075E-8,2.449707E-4,2.887751E-6,1.047513E-4,1.634127E-4,1.087836E-8,2.738998E-6,1.956329E-12,4.418306E-8,4.736828E-11,9.544234E-11,1.256772E-6,1.942718E-4,9.593267E-10,8.618116E-7,7.246739E-5,1.808708E-6,1.128999E-9,2.572047E-10,3.191917E-5,1.949206E-4,0.004056889,7.258333E-6,7.109622E-11,4.609089E-8,9.56655E-9,7.0205E-8,0.01076475,0.006414979,0.02614574,9.402582,8.860305E-5,533258.1,533258.1
1.556424E-6,15.67073,-2.712746E10,1293.069,1293.069,0.001388525,1.0,0.9484476,4.808595E-5,1.160324E-4,3.292263E-4,7.48624E-5,2.300378E-4,0.001422324,5.534655E-6,1.371814E-6,1.677363E-5,4.237426E-6,2.659036E-5,6.797317E-4,1.657748E-4,5.151576E-8,9.482905E-7,8.734853E-6,1.225796E-5,1.25796E-7,2.617267E-9,8.733358E-8,2.525023E-4,3.035881E-6,1.06187E-4,1.699023E-4,1.200872E-8,2.847961E-6,2.159717E-12,4.78372E-8,5.323562E-11,1.028381E-10,1.315251E-6,2.004894E-4,1.025847E-9,9.199017E-7,7.534461E-5,1.926944E-6,1.269817E-9,2.794432E-10,3.271909E-5,2.015847E-4,0.004056086,7.530876E-6,7.945161E-11,4.915423E-8,1.010338E-8,7.560659E-8,0.0107567,0.006408382,0.02612597,9.40163,8.860603E-5,533204.2,533204.2
1.587286E-6,15.67028,-2.707035E10,1292.921,1292.921,0.001388525,1.0,0.9483743,4.846484E-5,1.20904E-4,3.353489E-4,7.729465E-5,2.31385E-4,0.001460727,5.674427E-6,1.444056E-6,1.750229E-5,4.286526E-6,2.666862E-5,6.97615E-4,1.681188E-4,5.410552E-8,9.870777E-7,9.083506E-6,1.227652E-5,1.330684E-7,2.83301E-9,9.298757E-8,2.589703E-4,3.164931E-6,1.073823E-4,1.754933E-4,1.303792E-8,2.941796E-6,2.345912E-12,5.110486E-8,5.866262E-11,1.0944E-10,1.365887E-6,2.058284E-4,1.084769E-9,9.711575E-7,7.78214E-5,2.030928E-6,1.40015E-9,2.99457E-10,3.340158E-5,2.073059E-4,0.004055397,7.764613E-6,8.714739E-11,5.188211E-8,1.05729E-8,8.040793E-8,0.0107498,0.006402734,0.02610903,9.400816,8.860854E-5,533158.0,533158.0
1.615017E-6,15.66989,-2.701604E10,1292.787,1292.787,0.001388525,1.0,0.9483083,4.879262E-5,1.253547E-4,3.407776E-4,7.949611E-5,2.32535E-4,0.001495351,5.799078E-6,1.51063E-6,1.816934E-5,4.329407E-6,2.673503E-5,7.137476E-4,1.701792E-4,5.649848E-8,1.022477E-6,9.400791E-6,1.229185E-5,1.397895E-7,3.037509E-9,9.824722E-8,2.648099E-4,3.282841E-6,1.084331E-4,1.805543E-4,1.401398E-8,3.026702E-6,2.523386E-12,5.415706E-8,6.387793E-11,1.155984E-10,1.411914E-6,2.106479E-4,1.139373E-9,1.018493E-6,8.006175E-5,2.12668E-6,1.525458E-9,3.182533E-10,3.401434E-5,2.124694E-4,0.004054776,7.97535E-6,9.451709E-11,5.442197E-8,1.100332E-8,8.486958E-8,0.01074359,0.006397648,0.02609375,9.400083,8.861076E-5,533116.4,533116.4
1.62903E-6,15.66969,-2.698757E10,1292.72,1292.72,0.001388525,1.0,0.9482749,4.895375E-5,1.2763E-4,3.43494E-4,8.061418E-5,2.330947E-4,0.001512888,5.861708E-6,1.544872E-6,1.851082E-5,4.350632E-6,2.67672E-5,7.219219E-4,1.712038E-4,5.773178E-8,1.04056E-6,9.562537E-6,1.229913E-5,1.432531E-7,3.144809E-9,1.009704E-7,2.677706E-4,3.343126E-6,1.089557E-4,1.831248E-4,1.452626E-8,3.069815E-6,2.616886E-12,5.574197E-8,6.664068E-11,1.187935E-10,1.435359E-6,2.130911E-4,1.167571E-9,1.042875E-6,8.119902E-5,2.175898E-6,1.591857E-9,3.280516E-10,3.43238E-5,2.150864E-4,0.004054462,8.082075E-6,9.841161E-11,5.573809E-8,1.122389E-8,8.717784E-8,0.01074044,0.006395075,0.02608602,9.399712,8.861187E-5,533095.3,533095.3
1.681068E-6,15.66898,-2.687623E10,1292.471,1292.471,0.001388525,1.0,0.9481507,4.95266E-5,1.36231E-4,3.534228E-4,8.479787E-5,2.35053E-4,0.001578236,6.092072E-6,1.675519E-6,1.980433E-5,4.426912E-6,2.687887E-5,7.523998E-4,1.749122E-4,6.245353E-8,1.108831E-6,1.017119E-5,1.232345E-5,1.565076E-7,3.567208E-9,1.11468E-7,2.788203E-4,3.571026E-6,1.108483E-4,1.927435E-4,1.654356E-8,3.231075E-6,2.987428E-12,6.187986E-8,7.767822E-11,1.311519E-10,1.523474E-6,2.222067E-4,1.275856E-9,1.136119E-6,8.545123E-5,2.363462E-6,1.857223E-9,3.662286E-10,3.547173E-5,2.248481E-4,0.004053291,8.479627E-6,1.139123E-10,6.082001E-8,1.206071E-8,9.606493E-8,0.01072873,0.006385498,0.0260572,9.398332,8.861593E-5,533017.1,533017.1
1.714786E-6,15.66852,-2.679969E10,1292.31,1292.31,0.001388525,1.0,0.9480701,4.987694E-5,1.419295E-4,3.597203E-4,8.753436E-5,2.362244E-4,0.001620752,6.239365E-6,1.763095E-6,2.066348E-5,4.474237E-6,2.694484E-5,7.722451E-4,1.77234E-4,6.56335E-8,1.153989E-6,1.057207E-5,1.233702E-5,1.65424E-7,3.861761E-9,1.185961E-7,2.860248E-4,3.722029E-6,1.120349E-4,1.99035E-4,1.795057E-8,3.336498E-6,3.2481E-12,6.607238E-8,8.551601E-11,1.395821E-10,1.581424E-6,2.281473E-4,1.349053E-9,1.198798E-6,8.822955E-5,2.488967E-6,2.045716E-9,3.925069E-10,3.621438E-5,2.312071E-4,0.00405253,8.73811E-6,1.248688E-10,6.427983E-8,1.261766E-8,1.0209E-7,0.01072112,0.006379279,0.02603846,9.397436,8.86185E-5,532966.3,532966.3
1.778809E-6,15.66768,-2.664594E10,1292.006,1292.006,0.001388525,1.0,0.9479168,5.049962E-5,1.530126E-4,3.71382E-4,9.278263E-5,2.382521E-4,0.001701816,6.514533E-6,1.935597E-6,2.233874E-5,4.559739E-6,2.705714E-5,8.101193E-4,1.814706E-4,7.193339E-8,1.241651E-6,1.13465E-5,1.235833E-5,1.830511E-7,4.468053E-9,1.328372E-7,2.997961E-4,4.015745E-6,1.142052E-4,2.111004E-4,2.084654E-8,3.538558E-6,3.790293E-12,7.450479E-8,1.0197E-10,1.565179E-10,1.693197E-6,2.394953E-4,1.494632E-9,1.322631E-6,9.355113E-5,2.735578E-6,2.441463E-9,4.458137E-10,3.762183E-5,2.43348E-4,0.004051078,9.230431E-6,1.477553E-10,7.121745E-8,1.370621E-8,1.141061E-7,0.01070663,0.006367441,0.02600274,9.395731,8.862327E-5,532869.6,532869.6
1.793854E-6,15.66748,-2.660834E10,1291.935,1291.935,0.001388525,1.0,0.9478807,5.063814E-5,1.556659E-4,3.740653E-4,9.402539E-5,2.386928E-4,0.001720924,6.578297E-6,1.977303E-6,2.274057E-5,4.579021E-6,2.708116E-5,8.190532E-4,1.824337E-4,7.346393E-8,1.262605E-6,1.153089E-5,1.236253E-5,1.873245E-7,4.619774E-9,1.363187E-7,3.030488E-4,4.086064E-6,1.146997E-4,2.139571E-4,2.157109E-8,3.586379E-6,3.927129E-12,7.657718E-8,1.061495E-10,1.606771E-10,1.719778E-6,2.42174E-4,1.530105E-9,1.35264E-6,9.480988E-5,2.795073E-6,2.54198E-9,4.59002E-10,3.7952E-5,2.462126E-4,0.004050737,9.34635E-6,1.535469E-10,7.2919E-8,1.396781E-8,1.170394E-7,0.01070321,0.006364655,0.02599432,9.39533,8.862437E-5,532846.8,532846.8
