Time_Soln#30 (sec),Volume_Soln#30 (cm3),Volumetric_heat_production_rate_Soln#30 (erg/cm3-sec),Surface_temperature_Soln#30 (K),Temperature_Soln#30 (K),Mass_Soln#30 (g),Pressure_Soln#30 (atm),Mole_fraction_H2_Soln#30 (),Mole_fraction_H_Soln#30 (),Mole_fraction_CH4_Soln#30 (),Mole_fraction_CH3_Soln#30 (),Mole_fraction_CH2_Soln#30 (),Mole_fraction_C2H6_Soln#30 (),Mole_fraction_C2H5_Soln#30 (),Mole_fraction_C2H4_Soln#30 (),Mole_fraction_C2H3_Soln#30 (),Mole_fraction_C2H2_Soln#30 (),Mole_fraction_C3H8_Soln#30 (),Mole_fraction_IC3H7_Soln#30 (),Mole_fraction_NC3H7_Soln#30 (),Mole_fraction_C3H6_Soln#30 (),Mole_fraction_C3H5-A_Soln#30 (),Mole_fraction_C3H5-S_Soln#30 (),Mole_fraction_C3H5-T_Soln#30 (),Mole_fraction_C3H4-P_Soln#30 (),Mole_fraction_C3H4-A_Soln#30 (),Mole_fraction_C3H3_Soln#30 (),Mole_fraction_C3H2_Soln#30 (),Mole_fraction_NC4H10_Soln#30 (),Mole_fraction_PC4H9_Soln#30 (),Mole_fraction_C4H8-1_Soln#30 (),Mole_fraction_C4H8-2_Soln#30 (),Mole_fraction_C4H71-3_Soln#30 (),Mole_fraction_C4H6_Soln#30 (),Mole_fraction_C4H5_Soln#30 (),Mole_fraction_C4H4_Soln#30 (),Mole_fraction_C4H2_Soln#30 (),Mole_fraction_C6H6_Soln#30 (),Mole_fraction_C10H8_Soln#30 (),Mole_fraction_NC5H12_Soln#30 (),Mole_fraction_NC5H11_Soln#30 (),Mole_fraction_NC5H10_Soln#30 (),Mole_fraction_LC5H8_Soln#30 (),Mole_fraction_NC6H12_Soln#30 (),Mole_fraction_NC7H15_Soln#30 (),Mole_fraction_NC7H14_Soln#30 (),Mole_fraction_C7H8_Soln#30 (),Mole_fraction_C7H7_Soln#30 (),Mole_fraction_C6H5C2H_Soln#30 (),Mole_fraction_C12H8_Soln#30 (),Mole_fraction_BIN1B_Soln#30 (),Mole_fraction_NC10H21_Soln#30 (),Mole_fraction_NC12H25_Soln#30 (),Mole_fraction_NC16H33_Soln#30 (),Mole_fraction_NC12H26_Soln#30 (),Mole_fraction_NC16H34_Soln#30 (),Mole_fraction_NC10H20_Soln#30 (),Molecular_weight_Soln#30 (g/mole),Mass_density_Soln#30 (g/cm3),Unburned_hydrocarbons_Soln#30 (ppm),Volatile_organic_compounds_Soln#30 (ppm)
0.0,15.7,-8.562896E15,2450.0,2450.0,7.367683E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,4.692792E-5,535064.1,535064.1
5.326538E-15,15.69996,-8.562725E15,2449.987,2449.987,7.367683E-4,1.0,0.9514571,1.46697E-10,1.028334E-18,7.728989E-11,1.585867E-22,6.736395E-15,5.057073E-7,2.199474E-10,3.759093E-13,2.930041E-17,4.247821E-15,3.988824E-13,5.056924E-7,2.834324E-10,2.696323E-7,8.215771E-21,1.672343E-19,8.400194E-17,2.813276E-15,2.35294E-18,8.0893E-29,2.853725E-15,5.057234E-7,1.288705E-10,1.128081E-15,2.696118E-7,1.453431E-11,9.2043E-21,3.032818E-19,2.731785E-20,3.478003E-20,5.959676E-31,8.508914E-20,7.352584E-7,1.478426E-10,1.260833E-20,2.382268E-11,1.68674E-6,1.086108E-10,0.004080997,6.123142E-12,6.619021E-38,4.147641E-53,1.295364E-43,4.368123E-7,9.008923E-7,1.424255E-7,0.01103205,0.00663875,0.02678515,9.434397,4.692803E-5,535062.5,535062.5
1.312195E-12,15.6912,-8.509264E15,2446.735,2446.735,7.367683E-4,1.0,0.9507251,7.761897E-6,1.37595E-11,4.443617E-6,2.098999E-15,4.157873E-10,1.29663E-4,1.2592E-5,2.548958E-8,3.838277E-12,2.609859E-10,2.443056E-8,1.287662E-4,1.627872E-5,6.55879E-5,7.435677E-15,2.831352E-14,1.901995E-11,1.816226E-10,3.078118E-11,2.260459E-19,1.76885E-10,1.305206E-4,7.393418E-6,7.847414E-11,6.43954E-5,8.52063E-7,1.243133E-13,3.287874E-12,1.622262E-15,2.93914E-13,1.662722E-21,1.296752E-12,1.715339E-4,8.45625E-6,7.716296E-13,1.362579E-6,3.875694E-4,6.208828E-6,0.004077854,1.507216E-9,1.015672E-27,1.012367E-36,3.802058E-34,1.015865E-4,2.05183E-4,3.239854E-5,0.01072171,0.006354221,0.02663819,9.427139,4.695425E-5,534650.9,534650.9
1.063215E-11,15.65546,-7.713821E15,2424.586,2424.586,7.367683E-4,1.0,0.9442692,3.728898E-4,5.589036E-9,2.13161E-4,9.00524E-13,2.998167E-8,0.001229048,5.807095E-4,2.39458E-6,9.943378E-10,1.883719E-8,1.677661E-6,0.001174314,7.655875E-4,4.939638E-4,2.699612E-11,3.910486E-11,5.522606E-9,1.541184E-8,1.253512E-8,1.374535E-15,1.289187E-8,0.001251041,3.455466E-4,8.352034E-9,4.316122E-4,4.634383E-5,6.407508E-11,1.324283E-9,9.723328E-14,1.22519E-10,5.626086E-18,9.420796E-10,9.45419E-4,3.864374E-4,1.791112E-9,6.253704E-5,0.001959466,2.833973E-4,0.004050141,1.314468E-8,2.484639E-23,1.574541E-30,1.456054E-30,5.43723E-4,9.753186E-4,1.524665E-4,0.008882543,0.004764457,0.02580396,9.363124,4.706142E-5,531020.3,531020.3
3.882696E-11,15.63858,-4.900362E15,2373.291,2373.291,7.367683E-4,1.0,0.9252911,0.002297509,1.385221E-7,0.001301438,3.60201E-11,3.94763E-7,0.004480128,0.003250797,3.185505E-5,2.614814E-8,2.84084E-7,1.989363E-5,0.004005534,0.004440681,0.001574015,3.837995E-9,4.536892E-9,1.071469E-7,2.200877E-7,3.181013E-7,5.073732E-13,1.673768E-7,0.004405053,0.001986672,1.37197E-7,0.001064917,3.970996E-4,4.183537E-9,3.280613E-8,1.122092E-12,3.230549E-9,5.460398E-16,5.072756E-8,0.001203359,0.002071147,1.119195E-7,3.480822E-4,0.00220648,0.001540656,0.003968627,7.187267E-8,1.052541E-20,8.123464E-27,2.434938E-28,6.114288E-4,9.256003E-4,1.385283E-4,0.005716255,0.002433079,0.02423162,9.174932,4.711224E-5,520347.2,520347.2
9.097161E-11,15.61977,-2.483413E15,2320.165,2320.165,7.367683E-4,1.0,0.9056722,0.004899107,7.510264E-7,0.002695424,3.163825E-10,1.729016E-6,0.007961174,0.006102943,1.192923E-4,1.74507E-7,1.563273E-6,7.768321E-5,0.006693192,0.008541995,0.003128466,4.380668E-8,5.152757E-8,4.489508E-7,9.685568E-7,1.833303E-6,1.527885E-11,7.182517E-7,0.007453236,0.003810396,6.291466E-7,0.001555456,0.00126019,5.871307E-8,1.840771E-7,5.607237E-12,1.887126E-8,7.660332E-15,4.369939E-7,6.700796E-4,0.003515335,9.026215E-7,6.486344E-4,0.001202527,0.002755621,0.00388411,2.622529E-7,4.429818E-19,1.888679E-24,9.097204E-27,2.591126E-4,3.83384E-4,5.100144E-5,0.003301032,0.001051172,0.02220424,8.98035,4.716897E-5,509311.7,509311.7
1.933823E-10,15.55981,-1.212506E15,2268.89,2268.89,7.367683E-4,1.0,0.8890836,0.007771455,2.576879E-6,0.004038172,1.550429E-9,5.281636E-6,0.01090297,0.008217615,2.927169E-4,8.135603E-7,6.099956E-6,2.087043E-4,0.00857833,0.0115893,0.005283118,2.26328E-7,2.770568E-7,1.169203E-6,3.04281E-6,6.800092E-6,2.018644E-10,2.172714E-6,0.009716752,0.005176827,1.937401E-6,0.001753244,0.002880077,4.570114E-7,6.641494E-7,2.382317E-11,7.119264E-8,6.306163E-14,1.957617E-6,2.914432E-4,0.003914614,3.7413E-6,8.504478E-4,5.565381E-4,0.003424765,0.003811924,8.004554E-7,1.070708E-17,1.971551E-22,2.725646E-25,6.601448E-5,1.119091E-4,1.166808E-5,0.001616084,3.510339E-4,0.01935805,8.815727,4.735073E-5,499975.2,499975.2
3.558829E-10,15.48136,-6.791603E14,2225.977,2225.977,7.367683E-4,1.0,0.8767148,0.01050054,6.186405E-6,0.005169836,4.726467E-9,1.174993E-5,0.0130006,0.009632303,5.128257E-4,2.591578E-6,1.669271E-5,4.097396E-4,0.009588911,0.01347019,0.00752064,6.820289E-7,8.797008E-7,2.199542E-6,7.177779E-6,1.684438E-5,1.289051E-9,4.855694E-6,0.01109643,0.006024918,4.335079E-6,0.001612378,0.004871435,1.977977E-6,1.607108E-6,7.627849E-11,1.878025E-7,3.069303E-13,5.325201E-6,1.53191E-4,0.003599933,9.546499E-6,9.45131E-4,3.045723E-4,0.003625892,0.003756798,1.888815E-6,1.35015E-16,7.194693E-21,4.45323E-24,1.737158E-5,3.39696E-5,2.610445E-6,7.423646E-4,1.059581E-4,0.01639621,8.692817,4.759067E-5,493004.5,493004.5
6.189792E-10,15.39399,-3.959246E14,2186.127,2186.127,7.367683E-4,1.0,0.865956,0.01318117,1.29403E-5,0.006299013,1.205561E-8,2.295056E-5,0.01470987,0.01090199,7.676537E-4,6.931056E-6,3.940135E-5,6.995924E-4,0.01014417,0.01488867,0.009790468,1.658773E-6,2.26428E-6,3.647849E-6,1.511692E-5,3.417011E-5,5.916545E-9,9.652653E-6,0.01204902,0.006654825,8.57268E-6,0.001307325,0.007039582,6.489483E-6,3.191676E-6,2.151282E-10,4.285039E-7,1.209625E-12,1.181228E-5,8.99253E-5,0.003026942,1.974809E-5,9.815725E-4,1.808463E-4,0.00360465,0.003706701,3.982429E-6,1.325764E-15,1.614818E-19,5.58304E-23,4.581063E-6,9.751584E-6,5.102469E-7,3.03991E-4,2.674619E-5,0.01339115,8.585648,4.786076E-5,486926.5,486926.5
1.003409E-9,15.31099,-2.414943E14,2151.328,2151.328,7.367683E-4,1.0,0.8568695,0.01547296,2.402332E-5,0.00744937,2.652745E-8,3.987437E-5,0.01602992,0.01216908,0.001032138,1.559851E-5,8.031306E-5,0.001059408,0.01035505,0.01598406,0.01180461,3.369568E-6,4.845151E-6,5.505127E-6,2.827029E-5,5.82936E-5,1.987828E-8,1.723538E-5,0.01265443,0.007119278,1.514283E-5,0.001003847,0.009006439,1.646837E-5,5.350326E-6,5.292345E-10,8.475367E-7,3.917679E-12,2.222243E-5,5.759622E-5,0.002445359,3.419628E-5,9.770191E-4,1.150723E-4,0.003461467,0.003661296,7.428286E-6,9.57704E-15,2.145588E-18,4.999267E-22,1.488863E-6,2.836902E-6,9.539346E-8,1.177994E-4,6.193828E-6,0.01069565,8.494784,4.812022E-5,481773.3,481773.3
1.529911E-9,15.23815,-1.531347E14,2121.656,2121.656,7.367683E-4,1.0,0.8492007,0.01726566,4.089524E-5,0.008691307,5.260681E-8,6.335965E-5,0.01700033,0.01354191,0.001310517,3.082368E-5,1.45275E-4,0.001465777,0.01031005,0.01686069,0.01346139,5.987681E-6,8.998405E-6,7.813406E-6,4.786105E-5,8.796573E-5,5.262103E-8,2.827832E-5,0.01297576,0.007458837,2.445566E-5,7.644426E-4,0.01064741,3.443599E-5,7.969113E-6,1.180998E-9,1.494317E-6,1.096931E-11,3.708919E-5,3.877984E-5,0.001951146,5.18802E-5,9.458362E-4,7.635792E-5,0.003255536,0.003619021,1.250972E-5,5.285711E-14,1.861174E-17,3.358729E-21,7.048461E-7,8.504589E-7,1.765796E-8,4.431467E-5,1.369282E-6,0.008409379,8.417668,4.835026E-5,477399.7,477399.7
2.172369E-9,15.18082,-1.027486E14,2098.013,2098.013,7.367683E-4,1.0,0.8430421,0.01849398,6.3712E-5,0.01000793,9.372781E-8,9.20181E-5,0.01762211,0.01499049,0.001598583,5.367577E-5,2.324682E-4,0.001867488,0.01008422,0.01754047,0.01467732,9.383968E-6,1.45885E-5,1.047168E-5,7.295224E-5,1.198747E-4,1.118429E-7,4.232133E-5,0.01304684,0.007684513,3.593407E-5,5.981647E-4,0.01189355,6.050425E-5,1.078071E-5,2.362186E-9,2.346197E-6,2.608718E-11,5.531617E-5,2.739918E-5,0.0015817,7.022479E-5,9.005196E-4,5.307156E-5,0.003031307,0.003580822,1.895729E-5,2.157448E-13,1.047721E-16,1.635216E-20,4.738085E-7,2.806427E-7,3.6083E-9,1.733458E-5,3.214125E-7,0.006626732,8.355299,4.853284E-5,473862.5,473862.5
2.598836E-9,15.15371,-8.310256E13,2086.428,2086.428,7.367683E-4,1.0,0.8399736,0.01899684,8.010581E-5,0.01082405,1.266923E-7,1.109287E-4,0.01785476,0.01587882,0.001774958,7.114326E-5,2.930556E-4,0.002091609,0.009894502,0.01787222,0.01521602,1.169353E-5,1.846931E-5,1.21975E-5,8.992975E-5,1.390852E-4,1.615177E-7,5.181229E-5,0.01299543,0.007775735,4.349987E-5,5.255108E-4,0.0124754,7.939694E-5,1.248809E-5,3.406112E-9,2.933688E-6,4.079876E-11,6.723417E-5,2.270641E-5,0.001412865,8.07389E-5,8.705169E-4,4.356582E-5,0.002898697,0.003559792,2.329446E-5,4.410675E-13,2.476698E-16,3.680045E-20,4.070297E-7,1.522234E-7,1.484747E-9,1.018735E-5,1.41436E-7,0.005773524,8.324024,4.861966E-5,472088.8,472088.8
3.015148E-9,15.1328,-6.937494E13,2077.133,2077.133,7.367683E-4,1.0,0.8374711,0.0193364,9.702937E-5,0.01159326,1.633412E-7,1.292651E-4,0.01799487,0.01670817,0.001940171,8.983622E-5,3.533502E-4,0.002284273,0.009696433,0.01813975,0.01560958,1.396435E-5,2.232661E-5,1.387312E-5,1.065901E-4,1.566545E-4,2.171438E-7,6.112229E-5,0.01289937,0.007836987,5.079304E-5,4.71454E-4,0.01292483,9.865133E-5,1.406857E-5,4.641687E-9,3.5176E-6,5.922634E-11,7.864484E-5,1.930172E-5,0.001284488,8.993024E-5,8.421532E-4,3.672583E-5,0.002779754,0.003541397,2.753693E-5,7.965701E-13,4.994892E-16,7.221524E-20,3.626826E-7,8.925984E-8,6.801786E-10,6.361828E-6,6.835512E-8,0.005101692,8.298396,4.868685E-5,470635.3,470635.3
3.565749E-9,15.11125,-5.627909E13,2067.019,2067.019,7.367683E-4,1.0,0.8346896,0.01962481,1.207673E-4,0.01257954,2.187901E-7,1.533016E-4,0.01808746,0.01776075,0.00215081,1.169166E-4,4.339493E-4,0.002505951,0.009426854,0.01843432,0.01598742,1.696982E-5,2.747624E-5,1.609179E-5,1.286154E-4,1.7843E-4,3.005139E-7,7.341692E-5,0.01272539,0.007888714,6.025373E-5,4.168468E-4,0.01339285,1.249592E-4,1.606305E-5,6.624548E-9,4.299833E-6,9.037008E-11,9.333014E-5,1.593027E-5,0.001152794,1.007034E-4,8.063732E-4,3.001378E-5,0.002635887,0.003519415,3.313088E-5,1.549953E-12,1.088797E-15,1.549236E-19,3.186303E-7,4.728633E-8,2.669605E-10,3.604836E-6,2.842998E-8,0.004386008,8.269764,4.875628E-5,469011.5,469011.5
4.365132E-9,15.08871,-4.337803E13,2055.408,2055.408,7.367683E-4,1.0,0.831393,0.0198235,1.578897E-4,0.01396133,3.139666E-7,1.877291E-4,0.01809384,0.01921805,0.002443764,1.607274E-4,5.511271E-4,0.002772756,0.009035844,0.01878045,0.0163364,2.130094E-5,3.495409E-5,1.934246E-5,1.603409E-4,2.076969E-4,4.391967E-7,9.106744E-5,0.01241188,0.00792377,7.354419E-5,3.594451E-4,0.01389691,1.64175E-4,1.882677E-5,1.025393E-8,5.445918E-6,1.507154E-10,1.137285E-4,1.245951E-5,0.001012976,1.140403E-4,7.580363E-4,2.318454E-5,0.002449313,0.003490914,4.117025E-5,3.45163E-12,2.737654E-15,3.903036E-19,2.694494E-7,2.084582E-8,7.927482E-11,1.714442E-6,9.021993E-9,0.003588657,8.235595,4.882911E-5,467073.6,467073.6
5.162686E-9,15.07334,-3.470723E13,2046.306,2046.306,7.367683E-4,1.0,0.8287015,0.0198528,1.979466E-4,0.01528895,4.269627E-7,2.215035E-4,0.01800024,0.02060384,0.002722649,2.093784E-4,6.667184E-4,0.002986641,0.008657386,0.01906148,0.01652652,2.555128E-5,4.23281E-5,2.263926E-5,1.914891E-4,2.347409E-4,5.957376E-7,1.082795E-4,0.01205635,0.007927747,8.6225E-5,3.182438E-4,0.01426091,2.0384E-4,2.148864E-5,1.481212E-8,6.59266E-6,2.305913E-10,1.329155E-4,1.002201E-5,9.125584E-4,1.251787E-4,7.138047E-4,1.844898E-5,0.002284301,0.003465373,4.905369E-5,6.692795E-12,5.796684E-15,8.423296E-19,2.303127E-7,1.004298E-8,2.666963E-11,8.758812E-7,3.197601E-9,0.002985987,8.207483,4.887889E-5,465479.3,465479.3
6.200783E-9,15.06048,-2.700698E13,2036.953,2036.953,7.367683E-4,1.0,0.8258012,0.01973484,2.543892E-4,0.01694645,6.021611E-7,2.646015E-4,0.01778317,0.02232174,0.003066649,2.794749E-4,8.134852E-4,0.003203339,0.008190932,0.01936376,0.01662056,3.0943E-5,5.170043E-5,2.702542E-5,2.310614E-4,2.674728E-4,8.22769E-7,1.298938E-4,0.01156038,0.007903542,1.018267E-4,2.792072E-4,0.01459818,2.554917E-4,2.488097E-5,2.22206E-8,8.080289E-6,3.669383E-10,1.560872E-4,7.770165E-6,8.182316E-4,1.371756E-4,6.615206E-4,1.412818E-5,0.002094525,0.003435261,5.906983E-5,1.375314E-11,1.294866E-14,1.954931E-18,1.891524E-7,4.254918E-9,7.357171E-12,3.939367E-7,9.30946E-10,0.002392734,8.17695,4.892064E-5,463747.6,463747.6
7.287537E-9,15.05286,-2.151506E13,2029.238,2029.238,7.367683E-4,1.0,0.8232717,0.01949716,3.184095E-4,0.01859924,8.208319E-7,3.086955E-4,0.01748267,0.02402912,0.003404198,3.602819E-4,9.61356E-4,0.003371319,0.007737874,0.0196278,0.01659813,3.639285E-5,6.116966E-5,3.17372E-5,2.711697E-4,2.994214E-4,1.084483E-6,1.514128E-4,0.01102452,0.007855604,1.170699E-4,2.49358E-4,0.01484043,3.089477E-4,2.840301E-5,3.183897E-8,9.624245E-6,5.524091E-10,1.781485E-4,6.105477E-6,7.47161E-4,1.474178E-4,6.123186E-4,1.097333E-5,0.001920074,0.003406595,6.923624E-5,2.586209E-11,2.59443E-14,4.109006E-18,1.547971E-7,1.876204E-9,2.142389E-12,1.824474E-7,2.835582E-10,0.001928255,8.150099,4.894539E-5,462224.8,462224.8
8.162892E-9,15.04974,-1.827925E13,2024.12,2024.12,7.367683E-4,1.0,0.8215067,0.01925558,3.734303E-4,0.0198707,1.023823E-6,3.434756E-4,0.01720585,0.02534333,0.00365956,4.303311E-4,0.00107564,0.003471807,0.007399154,0.01981271,0.01652082,4.062897E-5,6.85167E-5,3.561961E-5,3.024504E-4,3.237854E-4,1.31062E-6,1.678597E-4,0.01059132,0.007806192,1.285646E-4,2.30647E-4,0.01497847,3.512441E-4,3.124607E-5,4.101471E-8,1.08549E-5,7.359485E-10,1.943041E-4,5.099664E-6,7.031747E-4,1.5434E-4,5.762371E-4,9.085776E-6,0.001794271,0.003385177,7.71835E-5,4.020031E-11,4.195102E-14,6.92169E-18,1.321621E-7,1.014481E-9,8.45658E-13,1.019169E-7,1.153631E-10,0.001635516,8.131232,4.895555E-5,461154.8,461154.8
9.347434E-9,15.04851,-1.499635E13,2018.334,2018.334,7.367683E-4,1.0,0.8194074,0.01888909,4.524811E-4,0.0215085,1.337198E-6,3.89537E-4,0.01680001,0.02704215,0.003982214,5.313945E-4,0.001223119,0.003568298,0.0069761,0.02003372,0.01636056,4.613906E-5,7.804843E-5,4.098977E-5,3.433161E-4,3.551747E-4,1.635389E-6,1.888226E-4,0.01001255,0.007729473,1.430661E-4,2.104538E-4,0.01510758,4.071384E-4,3.512738E-5,5.550786E-8,1.249982E-5,1.035927E-9,2.139303E-4,4.060486E-6,6.560465E-4,1.622457E-4,5.317708E-4,7.152309E-6,0.001641389,0.003358128,8.760015E-5,6.785333E-11,7.386713E-14,1.288998E-17,1.071661E-7,4.635789E-10,2.579859E-13,4.832409E-8,3.643702E-11,0.001322385,8.10865,4.895954E-5,459874.0,459874.0
1.051228E-8,15.0497,-1.259944E13,2013.606,2013.606,7.367683E-4,1.0,0.8175935,0.01850707,5.350292E-4,0.02302927,1.688939E-6,4.337574E-4,0.01637929,0.02862996,0.004274718,6.369952E-4,0.001360066,0.003627624,0.006596639,0.02022587,0.01616183,5.130977E-5,8.696466E-5,4.639077E-5,3.818926E-4,3.845708E-4,1.973007E-6,2.079901E-4,0.009458492,0.007647006,1.562233E-4,1.946426E-4,0.01518733,4.604364E-4,3.899991E-5,7.212837E-8,1.409393E-5,1.391941E-9,2.308103E-4,3.291732E-6,6.190667E-4,1.687373E-4,4.922998E-4,5.734303E-6,0.001507482,0.003333348,9.747841E-5,1.064134E-10,1.197356E-13,2.205648E-17,8.75927E-8,2.24143E-10,8.550322E-14,2.408478E-8,1.24304E-11,0.001083064,8.089011,4.895566E-5,458760.2,458760.2
1.187971E-8,15.05319,-1.048606E13,2008.959,2008.959,7.367683E-4,1.0,0.815708,0.01805196,6.375482E-4,0.02470599,2.156725E-6,4.84379E-4,0.01587083,0.03039702,0.004588335,7.677547E-4,0.001510846,0.003662059,0.006192728,0.02042695,0.01589681,5.707405E-5,9.687285E-5,5.286743E-5,4.252207E-4,4.175383E-4,2.389166E-6,2.287069E-4,0.008833052,0.00754511,1.703895E-4,1.796498E-4,0.01523817,5.207901E-4,4.363129E-5,9.467689E-8,1.593621E-5,1.891089E-9,2.477134E-4,2.610427E-6,5.833914E-4,1.751152E-4,4.50603E-4,4.487717E-6,0.001367706,0.003306188,1.086379E-4,1.692646E-10,1.965612E-13,3.848947E-17,6.949564E-8,9.973627E-11,2.491159E-14,1.104367E-8,3.728179E-12,8.649875E-4,8.068477,4.894433E-5,457595.6,457595.6
1.332311E-8,15.05852,-8.810336E12,2004.852,2004.852,7.367683E-4,1.0,0.8139419,0.01757919,7.517891E-4,0.02635567,2.71385E-6,5.363843E-4,0.01532732,0.03215706,0.004886749,9.125516E-4,0.001658838,0.003666469,0.005809376,0.02061666,0.01559632,6.281456E-5,1.067122E-4,5.984514E-5,4.687847E-4,4.508241E-4,2.848453E-6,2.485764E-4,0.008206083,0.00743461,1.839851E-4,1.667968E-4,0.01525575,5.818851E-4,4.862933E-5,1.220708E-7,1.784872E-5,2.517455E-9,2.623501E-4,2.072409E-6,5.516768E-4,1.807332E-4,4.112759E-4,3.511262E-6,0.001237359,0.003279442,1.199403E-4,2.603152E-10,3.107717E-13,6.467563E-17,5.475268E-8,4.418302E-11,7.191768E-15,5.025114E-9,1.104869E-12,6.884888E-4,8.049131,4.892699E-5,456498.4,456498.4
1.537425E-8,15.06794,-7.068811E12,2000.054,2000.054,7.367683E-4,1.0,0.8117384,0.01693877,9.2369E-4,0.02850313,3.614311E-6,6.079222E-4,0.0145567,0.03448788,0.005258197,0.001128083,0.00185081,0.003631259,0.005329587,0.02085529,0.01515451,7.039993E-5,1.196865E-4,6.997504E-5,5.271367E-4,4.959077E-4,3.531116E-6,2.735235E-4,0.007377339,0.007276346,2.011873E-4,1.521809E-4,0.01523669,6.642091E-4,5.593223E-5,1.673886E-7,2.05152E-5,3.591177E-9,2.779619E-4,1.523495E-6,5.131843E-4,1.872614E-4,3.623888E-4,2.524196E-6,0.001077237,0.003244291,1.352344E-4,4.422553E-10,5.456859E-13,1.23006E-16,3.939124E-8,1.469982E-11,1.337663E-15,1.725619E-9,2.120614E-13,5.0428E-4,8.02485,4.889642E-5,455121.4,455121.4
1.76533E-8,15.07983,-5.693254E12,1995.761,1995.761,7.367683E-4,1.0,0.8096149,0.01628336,0.001126267,0.03064314,4.757887E-6,6.843796E-4,0.01371623,0.03686526,0.005606502,0.001378034,0.002041269,0.003552589,0.004870718,0.02108733,0.01466401,7.810121E-5,1.328566E-4,8.147757E-5,5.875291E-4,5.4348E-4,4.324429E-6,2.971354E-4,0.006542465,0.007102471,2.177872E-4,1.393883E-4,0.0151752,7.498358E-4,6.432115E-5,2.26568E-7,2.341684E-5,5.04745E-9,2.88961E-4,1.107586E-6,4.759677E-4,1.930722E-4,3.160745E-4,1.784804E-6,9.274368E-4,0.003208516,1.512875E-4,7.31061E-10,9.308617E-13,2.272622E-16,2.764874E-8,4.597985E-12,2.257075E-16,5.554799E-10,3.683206E-14,3.618965E-4,8.001311,4.885787E-5,453786.3,453786.3
1.995767E-8,15.09257,-4.675804E12,1992.223,1992.223,7.367683E-4,1.0,0.8077367,0.01568479,0.001341783,0.03257227,6.057829E-6,7.586816E-4,0.01289269,0.03906524,0.005898886,0.001639024,0.002212209,0.003445847,0.004470996,0.02129421,0.01418226,8.518315E-5,1.450017E-4,9.332586E-5,6.443512E-4,5.893527E-4,5.158019E-6,3.171224E-4,0.005786618,0.006931144,2.322995E-4,1.289758E-4,0.01508541,8.306616E-4,7.30871E-5,2.958522E-7,2.62965E-5,6.811745E-9,2.942541E-4,8.191515E-7,4.420511E-4,1.978516E-4,2.762573E-4,1.278588E-6,8.001193E-4,0.003175261,1.6664E-4,1.132679E-9,1.484163E-12,3.893898E-16,1.955042E-8,1.493172E-12,4.024149E-17,1.847668E-10,6.729636E-15,2.618949E-4,7.980384,4.881661E-5,452599.4,452599.4
2.245439E-8,15.10666,-3.844061E12,1989.068,1989.068,7.367683E-4,1.0,0.8059435,0.01510612,0.001585657,0.03442725,7.617052E-6,8.360173E-4,0.01203636,0.04124226,0.006157638,0.001928389,0.002375919,0.003311736,0.004096434,0.0214931,0.01368441,9.213835E-5,1.570032E-4,1.063678E-4,7.016537E-4,6.369367E-4,6.091983E-6,3.349363E-4,0.005060759,0.006751895,2.458579E-4,1.197055E-4,0.01496825,9.12324E-4,8.289039E-5,3.816169E-7,2.936709E-5,9.063811E-9,2.944837E-4,6.028453E-7,4.082131E-4,2.021285E-4,2.396242E-4,9.046338E-7,6.842162E-4,0.003141999,1.824094E-4,1.711329E-9,2.308434E-12,6.490989E-16,1.358195E-8,4.619009E-13,6.650848E-18,5.840803E-11,1.137416E-15,1.865134E-4,7.960314,4.87711E-5,451461.2,451461.2
2.459317E-8,15.1187,-3.282506E12,1986.799,1986.799,7.367683E-4,1.0,0.8045713,0.01466319,0.001801922,0.035844,9.067338E-6,8.998126E-4,0.01133519,0.04295378,0.006338194,0.002179956,0.002500531,0.003188433,0.003814913,0.02164607,0.01328054,9.75628E-5,1.664463E-4,1.176832E-4,7.476039E-4,6.761981E-4,6.914689E-6,3.47434E-4,0.004509301,0.006603993,2.559539E-4,1.129886E-4,0.01485731,9.778605E-4,9.152702E-5,4.639043E-7,3.196495E-5,1.128029E-8,2.90956E-4,4.70538E-7,3.811187E-4,2.052255E-4,2.12704E-4,6.797531E-7,5.998397E-4,0.003115457,1.952936E-4,2.339985E-9,3.232806E-12,9.585608E-16,1.002278E-8,1.742056E-13,1.486082E-18,2.237842E-11,2.583621E-16,1.404958E-4,7.9449,4.873224E-5,450586.9,450586.9
