Time_Soln#12 (sec),Volume_Soln#12 (cm3),Volumetric_heat_production_rate_Soln#12 (erg/cm3-sec),Surface_temperature_Soln#12 (K),Temperature_Soln#12 (K),Mass_Soln#12 (g),Pressure_Soln#12 (atm),Mole_fraction_H2_Soln#12 (),Mole_fraction_H_Soln#12 (),Mole_fraction_CH4_Soln#12 (),Mole_fraction_CH3_Soln#12 (),Mole_fraction_C2H6_Soln#12 (),Mole_fraction_C2H5_Soln#12 (),Mole_fraction_C2H4_Soln#12 (),Mole_fraction_C2H3_Soln#12 (),Mole_fraction_C2H2_Soln#12 (),Mole_fraction_C3H8_Soln#12 (),Mole_fraction_IC3H7_Soln#12 (),Mole_fraction_NC3H7_Soln#12 (),Mole_fraction_C3H6_Soln#12 (),Mole_fraction_C3H5-A_Soln#12 (),Mole_fraction_C3H4-P_Soln#12 (),Mole_fraction_C3H4-A_Soln#12 (),Mole_fraction_NC4H10_Soln#12 (),Mole_fraction_PC4H9_Soln#12 (),Mole_fraction_IC4H10_Soln#12 (),Mole_fraction_IC4H8_Soln#12 (),Mole_fraction_IC4H7_Soln#12 (),Mole_fraction_C4H8-1_Soln#12 (),Mole_fraction_C4H8-2_Soln#12 (),Mole_fraction_C4H71-3_Soln#12 (),Mole_fraction_C4H6_Soln#12 (),Mole_fraction_C4H5_Soln#12 (),Mole_fraction_C4H4_Soln#12 (),Mole_fraction_C4H2_Soln#12 (),Mole_fraction_C6H6_Soln#12 (),Mole_fraction_FULVENE_Soln#12 (),Mole_fraction_C5H6_Soln#12 (),Mole_fraction_C5H5_Soln#12 (),Mole_fraction_C10H8_Soln#12 (),Mole_fraction_NC5H12_Soln#12 (),Mole_fraction_NC5H10_Soln#12 (),Mole_fraction_B1M3_Soln#12 (),Mole_fraction_LC5H8_Soln#12 (),Mole_fraction_DIALLYL_Soln#12 (),Mole_fraction_NC6H12_Soln#12 (),Mole_fraction_NC7H14_Soln#12 (),Mole_fraction_C7H8_Soln#12 (),Mole_fraction_C7H7_Soln#12 (),Mole_fraction_LC6H6_Soln#12 (),Mole_fraction_C6H5C2H_Soln#12 (),Mole_fraction_C6H5C2H3_Soln#12 (),Mole_fraction_C6H5C2H5_Soln#12 (),Mole_fraction_INDENE_Soln#12 (),Mole_fraction_NC12H26_Soln#12 (),Mole_fraction_NC16H34_Soln#12 (),Mole_fraction_NC10H20_Soln#12 (),Molecular_weight_Soln#12 (g/mole),Mass_density_Soln#12 (g/cm3),Unburned_hydrocarbons_Soln#12 (ppm),Volatile_organic_compounds_Soln#12 (ppm)
0.0,15.7,-1.138814E12,1550.0,1550.0,0.001164569,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,7.417639E-5,535064.1,535064.1
2.390732E-11,15.69996,-1.161157E12,1549.994,1549.994,0.001164569,1.0,0.9514588,2.710645E-9,2.856747E-14,3.343829E-9,1.269344E-12,1.43224E-7,8.810101E-9,3.619271E-12,3.563939E-15,6.248823E-13,5.245453E-12,1.424223E-7,1.264388E-8,2.257618E-7,1.014727E-14,2.283993E-13,3.57527E-13,1.440201E-7,4.990176E-24,5.052041E-24,2.029747E-26,5.822597E-9,1.59636E-13,2.25671E-7,7.71361E-11,5.583091E-21,2.997225E-19,1.604487E-19,1.871112E-15,1.125238E-25,4.555291E-22,1.571871E-28,1.575281E-27,2.66335E-17,4.824657E-9,1.822919E-19,1.257232E-15,1.654695E-17,1.186037E-9,3.367588E-9,0.004081004,1.182375E-10,3.143057E-32,3.360293E-31,6.665443E-23,3.927129E-16,1.44235E-27,0.01103299,0.006639622,0.02678529,9.434415,7.417657E-5,535063.5,535063.5
5.458379E-10,15.69914,-1.484787E12,1549.852,1549.852,0.001164569,1.0,0.9514211,1.065794E-6,2.805406E-10,1.371703E-6,1.057986E-9,5.998454E-6,3.524781E-6,1.986248E-9,2.52115E-12,4.92576E-10,4.121473E-9,5.53447E-6,5.106543E-6,5.148295E-6,5.450643E-12,1.190655E-10,3.016183E-10,6.033836E-6,3.48794E-17,1.987968E-17,1.223781E-18,2.316561E-6,9.237395E-11,5.101361E-6,4.009619E-8,4.758651E-16,9.303145E-16,8.335965E-17,1.52978E-11,2.322927E-20,9.863813E-17,7.500016E-22,3.292583E-22,9.510964E-13,1.90647E-6,3.959925E-14,1.322024E-10,1.944655E-13,4.522535E-7,1.316693E-6,0.004080839,2.756539E-9,2.209006E-24,1.143968E-25,1.184772E-18,3.2731E-13,5.487789E-22,0.01102513,0.006632437,0.02677524,9.43404,7.418044E-5,535042.3,535042.3
2.34427E-9,15.69639,-1.709183E12,1549.252,1549.252,0.001164569,1.0,0.9512191,1.055885E-5,1.354419E-8,1.349836E-5,3.243341E-8,4.236738E-5,3.392646E-5,4.130285E-8,9.159578E-11,1.405809E-8,1.15215E-7,3.542949E-5,4.81514E-5,2.202261E-5,1.049988E-10,2.19304E-9,8.633443E-9,3.803061E-5,4.480487E-14,9.52601E-15,5.067034E-15,2.142975E-5,1.971472E-9,2.118552E-5,7.366272E-7,3.300966E-13,6.599417E-14,1.525136E-15,7.367423E-10,5.108059E-18,2.302137E-14,6.864771E-19,9.060253E-20,2.069077E-10,1.741875E-5,7.771569E-12,1.626808E-8,1.531913E-11,3.944125E-6,1.18344E-5,0.004079959,1.441E-8,5.132898E-21,7.011377E-23,1.517574E-16,1.003014E-11,3.554402E-19,0.01099739,0.006607359,0.02674259,9.432037,7.419342E-5,534928.6,534928.6
6.356156E-9,15.69034,-1.72887E12,1547.85,1547.85,0.001164569,1.0,0.9507262,3.807869E-5,1.405114E-7,4.726475E-5,2.999472E-7,1.361887E-4,1.22097E-4,3.384619E-7,1.503942E-9,1.247654E-7,9.65724E-7,1.029215E-4,1.56268E-4,5.921923E-5,7.827318E-10,1.603405E-8,7.418335E-8,1.060184E-4,3.886821E-12,3.321481E-13,7.03891E-13,6.905034E-5,1.590656E-8,5.350228E-5,5.247521E-6,2.219821E-11,1.264373E-12,1.139929E-14,7.790317E-9,1.780556E-16,1.100772E-12,5.808877E-17,4.472813E-18,5.842636E-9,5.570117E-5,2.016232E-10,2.293438E-7,3.019212E-10,1.241106E-5,3.776428E-5,0.004077778,6.132965E-8,5.703113E-19,7.99506E-21,3.868509E-15,9.266286E-11,2.800348E-17,0.01093592,0.006552117,0.02667059,9.42714,7.422205E-5,534650.9,534650.9
2.196101E-8,15.66777,-1.727516E12,1542.368,1542.368,0.001164569,1.0,0.9487422,1.787715E-4,2.201538E-6,2.126945E-4,4.135441E-6,5.249127E-4,6.004909E-4,3.919501E-6,5.743906E-8,1.713625E-6,1.030497E-5,3.046423E-4,5.636502E-4,1.981915E-4,9.137919E-9,1.878573E-7,9.385219E-7,2.779127E-4,6.964541E-10,1.973558E-11,1.809185E-10,2.465984E-4,2.260087E-7,1.443791E-4,5.307864E-5,3.459227E-9,5.596896E-11,2.127182E-13,1.277189E-7,2.013939E-14,1.939557E-10,2.436496E-14,6.258934E-16,2.552891E-7,1.970638E-4,8.95308E-9,4.18345E-6,1.194191E-8,4.336067E-5,1.367921E-4,0.004068395,5.98106E-7,1.494742E-16,3.738409E-18,2.165306E-13,1.274079E-9,6.375683E-15,0.01070646,0.00634829,0.02638919,9.407279,7.432895E-5,533524.5,533524.5
6.957242E-8,15.61107,-1.523942E12,1526.539,1526.539,0.001164569,1.0,0.9426554,6.512784E-4,2.981271E-5,9.518983E-4,4.170957E-5,0.001522899,0.002769048,2.84462E-5,1.568545E-6,2.097689E-5,5.997671E-5,5.614886E-4,0.001736553,5.594934E-4,9.480215E-8,1.804261E-6,1.034055E-5,3.907865E-4,6.643018E-8,1.01453E-9,2.250582E-8,7.262084E-4,3.159196E-6,2.611536E-4,3.464326E-4,2.743784E-7,4.739388E-9,9.343951E-12,1.584817E-6,2.344431E-12,2.487316E-8,2.130226E-11,5.362779E-14,5.518959E-6,5.819742E-4,2.475511E-7,5.228914E-5,3.288698E-7,1.215764E-4,4.393174E-4,0.004032747,6.297852E-6,3.347498E-14,2.047872E-15,2.251383E-11,1.335431E-8,2.107878E-12,0.0100777,0.005808531,0.02550172,9.344553,7.459894E-5,529967.1,529967.1
1.448741E-7,15.55664,-1.10685E12,1506.532,1506.532,0.001164569,1.0,0.9342745,9.977779E-4,1.587679E-4,0.002438506,1.507046E-4,0.002138012,0.006634309,8.743315E-5,1.17904E-5,9.556931E-5,1.187818E-4,5.71198E-4,0.003455151,9.159205E-4,4.956025E-7,6.954895E-6,4.429991E-5,3.203748E-4,8.846851E-7,1.495316E-8,3.010856E-7,0.001340965,1.491907E-5,3.14533E-4,9.117874E-4,2.65018E-6,9.699564E-8,9.935055E-11,6.196117E-6,4.112626E-11,3.577074E-7,1.077429E-9,8.886504E-13,2.478974E-5,0.001109341,1.738924E-6,1.990111E-4,2.194324E-6,2.105514E-4,9.053966E-4,0.003969492,2.278602E-5,2.005999E-12,2.390198E-13,6.659084E-10,6.414436E-8,8.735723E-11,0.009254318,0.00513751,0.02410286,9.254352,7.485996E-5,524851.4,524851.4
2.653713E-7,15.52162,-6.659448E11,1485.425,1485.425,0.001164569,1.0,0.924379,9.841916E-4,5.624023E-4,0.00437875,3.685984E-4,0.002015947,0.01187898,1.728189E-4,5.026181E-5,2.705547E-4,1.419236E-4,4.391613E-4,0.005730384,0.001110573,1.897157E-6,1.779374E-5,1.140768E-4,2.206944E-4,4.954666E-6,1.233323E-7,1.525886E-6,0.002075301,4.096571E-5,3.312499E-4,0.00171296,1.050823E-5,8.055306E-7,5.292639E-10,1.465184E-5,3.546999E-10,1.949463E-6,1.283307E-8,9.796408E-12,5.892301E-5,0.001767565,7.145591E-6,4.498737E-4,7.681375E-6,3.021266E-4,0.001500757,0.003884663,4.858026E-5,5.815368E-11,7.460989E-12,7.037883E-9,2.965332E-7,1.016387E-9,0.008284701,0.004388205,0.02221444,9.145286,7.502887E-5,518665.8,518665.8
2.759214E-7,15.52023,-6.39729E11,1484.024,1484.024,0.001164569,1.0,0.9236713,9.744339E-4,6.058591E-4,0.004502415,3.887265E-4,0.001987178,0.01227192,1.782587E-4,5.45577E-5,2.868012E-4,1.416721E-4,4.2861E-4,0.005902318,0.001115848,2.056874E-6,1.876659E-5,1.199717E-4,2.1453E-4,5.44052E-6,1.397914E-7,1.664754E-6,0.002129681,4.330716E-5,3.311992E-4,0.001774547,1.130356E-5,9.093939E-7,5.871276E-10,1.536047E-5,4.057408E-10,2.139965E-6,1.468237E-8,1.13955E-11,6.159591E-5,0.001815368,7.753553E-6,4.698952E-4,8.219707E-6,3.082935E-4,0.0015438,0.00387846,5.04966E-5,7.1035E-11,9.044024E-12,8.028605E-9,3.283422E-7,1.162947E-9,0.008215149,0.004335955,0.02207149,9.137472,7.503556E-5,518222.7,518222.7
2.875761E-7,15.51891,-6.125233E11,1482.538,1482.538,0.001164569,1.0,0.9229129,9.633466E-4,6.549308E-4,0.0046308,4.110843E-4,0.001954706,0.01269497,1.838663E-4,5.941747E-5,3.047358E-4,1.411591E-4,4.173803E-4,0.006087788,0.001120382,2.238989E-6,1.983744E-5,1.263834E-4,2.080981E-4,5.993383E-6,1.593816E-7,1.821953E-6,0.002188333,4.588495E-5,3.30998E-4,0.001841112,1.218963E-5,1.032252E-6,6.555615E-10,1.613435E-5,4.677716E-10,2.357987E-6,1.688583E-8,1.33614E-11,6.447603E-5,0.001866579,8.443337E-6,4.915885E-4,8.816194E-6,3.148526E-4,0.001589894,0.003871808,5.254782E-5,8.758697E-11,1.104802E-11,9.208488E-9,3.657183E-7,1.337677E-9,0.00814058,0.00428015,0.02191726,9.129103,7.504194E-5,517748.1,517748.1
2.966253E-7,15.51803,-5.9259E11,1481.428,1481.428,0.001164569,1.0,0.9223403,9.546014E-4,6.937423E-4,0.00472472,4.285247E-4,0.001929206,0.01301574,1.879362E-4,6.326519E-5,3.186325E-4,1.406114E-4,4.089729E-4,0.006228672,0.001123061,2.384325E-6,2.066536E-5,1.312855E-4,2.033612E-4,6.433066E-6,1.756147E-7,1.946481E-6,0.002232893,4.787859E-5,3.307502E-4,0.001891761,1.288166E-5,1.133517E-6,7.121106E-10,1.672867E-5,5.202241E-10,2.532482E-6,1.871252E-8,1.503832E-11,6.66599E-5,0.001905225,8.991053E-6,5.081273E-4,9.279612E-6,3.197724E-4,0.00162467,0.003866784,5.409391E-5,1.022618E-10,1.279991E-11,1.018638E-8,3.96351E-7,1.482597E-9,0.008084243,0.004238136,0.02180009,9.122787,7.504622E-5,517389.9,517389.9
3.064626E-7,15.51719,-5.720266E11,1480.262,1480.262,0.001164569,1.0,0.921733,9.450273E-4,7.365819E-4,0.004821306,4.475569E-4,0.001901371,0.01335709,1.920873E-4,6.751416E-5,3.33695E-4,1.398865E-4,4.001413E-4,0.006378836,0.001125226,2.546055E-6,2.156127E-5,1.365363E-4,1.984509E-4,6.920175E-6,1.942755E-7,2.084058E-6,0.002280408,5.003688E-5,3.304017E-4,0.001945827,1.363678E-5,1.249406E-6,7.771181E-10,1.736823E-5,5.81692E-10,2.727089E-6,2.081247E-8,1.701607E-11,6.89826E-5,0.00194617,9.597556E-6,5.258083E-4,9.782775E-6,3.249587E-4,0.001661512,0.003861456,5.572965E-5,1.201606E-10,1.490891E-11,1.131049E-8,4.312387E-7,1.649257E-9,0.008024474,0.0041937,0.02167519,9.116093,7.505026E-5,517010.2,517010.2
3.160955E-7,15.5165,-5.52941E11,1479.158,1479.158,0.001164569,1.0,0.921153,9.356357E-4,7.791352E-4,0.004910517,4.662609E-4,0.001874136,0.01368415,1.958849E-4,7.173487E-5,3.483859E-4,1.390617E-4,3.918005E-4,0.006522961,0.001126664,2.708048E-6,2.243393E-5,1.415973E-4,1.938701E-4,7.405305E-6,2.135693E-7,2.220782E-6,0.00232604,5.214034E-5,3.299905E-4,0.001997797,1.437804E-5,1.368721E-6,8.444841E-10,1.798795E-5,6.465526E-10,2.922387E-6,2.298319E-8,1.911381E-11,7.12059E-5,0.001985222,1.020179E-5,5.428255E-4,1.027411E-5,3.298821E-4,0.001696651,0.003856368,5.728714E-5,1.397809E-10,1.718967E-11,1.247253E-8,4.669886E-7,1.821584E-9,0.007967371,0.004151379,0.02155528,9.109704,7.505362E-5,516647.9,516647.9
3.298375E-7,15.51569,-5.273903E11,1477.645,1477.645,0.001164569,1.0,0.9203496,9.222921E-4,8.407782E-4,0.005028983,4.930453E-4,0.001835542,0.01413892,2.008637E-4,7.784599E-5,3.692184E-4,1.377166E-4,3.804166E-4,0.006723749,0.001127678,2.945056E-6,2.367001E-5,1.48677E-4,1.876985E-4,8.109247E-6,2.428311E-7,2.418861E-6,0.002389672,5.512242E-5,3.293015E-4,0.002070325,1.54368E-5,1.548852E-6,9.472277E-10,1.886083E-5,7.474332E-10,3.208664E-6,2.627366E-8,2.239107E-11,7.429167E-5,0.002039215,1.107982E-5,5.666041E-4,1.09713E-5,3.366553E-4,0.001745245,0.003849322,5.943555E-5,1.716117E-10,2.08297E-11,1.423439E-8,5.206695E-7,2.082876E-9,0.007888225,0.004092935,0.02138818,9.100861,7.505751E-5,516146.3,516146.3
3.496732E-7,15.51489,-4.936796E11,1475.582,1475.582,0.001164569,1.0,0.9192364,9.033069E-4,9.314655E-4,0.005182811,5.318859E-4,0.001780834,0.01477212,2.071937E-4,8.682239E-5,3.989754E-4,1.354923E-4,3.650113E-4,0.007004084,0.001127304,3.298711E-6,2.543412E-5,1.58603E-4,1.794777E-4,9.144807E-6,2.88635E-7,2.710101E-6,0.002478658,5.93852E-5,3.281348E-4,0.002171829,1.696348E-5,1.829228E-6,1.110115E-9,2.009798E-5,9.113287E-10,3.636724E-6,3.141881E-8,2.773386E-11,7.857315E-5,0.00211377,1.237638E-5,5.999267E-4,1.196677E-5,3.459508E-4,0.001812383,0.003839567,6.239102E-5,2.262116E-10,2.69284E-11,1.699086E-8,6.036009E-7,2.491542E-9,0.007778482,0.004012306,0.02115478,9.088622,7.506139E-5,515452.2,515452.2
3.587104E-7,15.51465,-4.794544E11,1474.685,1474.685,0.001164569,1.0,0.9187462,8.948107E-4,9.733675E-4,0.005246581,5.496395E-4,0.001756437,0.01505199,2.097635E-4,9.09619E-5,4.123925E-4,1.343905E-4,3.583764E-4,0.007128268,0.001126518,3.464092E-6,2.622943E-5,1.630109E-4,1.759783E-4,9.622401E-6,3.108791E-7,2.844542E-6,0.002518141,6.131013E-5,3.27549E-4,0.002216884,1.7657E-5,1.964841E-6,1.19034E-9,2.065288E-5,9.935046E-10,3.837167E-6,3.391492E-8,3.041489E-11,8.045851E-5,0.00214648,1.297704E-5,6.147297E-4,1.241503E-5,3.500105E-4,0.00184186,0.003835275,6.368307E-5,2.547282E-10,3.005235E-11,1.832899E-8,6.434655E-7,2.689818E-9,0.007730135,0.003976937,0.02105134,9.083239,7.506256E-5,515146.9,515146.9
3.69482E-7,15.51446,-4.633507E11,1473.649,1473.649,0.001164569,1.0,0.9181751,8.848343E-4,0.00102373,0.00531773,5.708386E-4,0.001727867,0.01537886,2.12586E-4,9.592894E-5,4.282588E-4,1.330198E-4,3.507668E-4,0.007273522,0.001125147,3.664505E-6,2.717014E-5,1.681719E-4,1.719922E-4,1.019509E-5,3.385002E-7,3.00599E-6,0.002564376,6.358992E-5,3.268149E-4,0.002269654,1.8481E-5,2.132842E-6,1.291122E-9,2.130728E-5,1.09786E-9,4.080235E-6,3.70121E-8,3.381743E-11,8.265411E-5,0.002184488,1.370007E-5,6.320737E-4,1.294431E-5,3.547153E-4,0.001876132,0.003830279,6.518045E-5,2.918903E-10,3.406901E-11,1.999026E-8,6.926409E-7,2.935838E-9,0.007673785,0.00393583,0.02093031,9.076973,7.506349E-5,514791.5,514791.5
3.829998E-7,15.51435,-4.443631E11,1472.398,1472.398,0.001164569,1.0,0.9174776,8.725679E-4,0.001087505,0.00539992,5.974895E-4,0.001692869,0.01577919,2.157789E-4,1.022043E-4,4.479648E-4,1.312279E-4,3.416568E-4,0.007451716,0.001122838,3.920845E-6,2.83392E-5,1.745077E-4,1.672552E-4,1.091756E-5,3.748414E-7,3.210193E-6,0.002621178,6.642812E-5,3.258479E-4,0.002334496,1.950995E-5,2.353347E-6,1.425846E-9,2.211794E-5,1.239016E-9,4.391335E-6,4.108348E-8,3.841155E-11,8.533254E-5,0.002230737,1.461708E-5,6.53391E-4,1.360009E-5,3.604239E-4,0.001917872,0.003824182,6.699639E-5,3.436505E-10,3.957311E-11,2.217575E-8,7.568493E-7,3.259222E-9,0.007604938,0.003885777,0.02078176,9.069327,7.506403E-5,514357.9,514357.9
3.957694E-7,15.51437,-4.27582E11,1471.261,1471.261,0.001164569,1.0,0.9168373,8.612563E-4,0.001148261,0.005470722,6.227011E-4,0.001660742,0.0161477,2.184614E-4,1.081659E-4,4.663594E-4,1.294783E-4,3.334772E-4,0.007616036,0.001120136,4.167689E-6,2.943153E-5,1.803512E-4,1.630315E-4,1.160232E-5,4.108547E-7,3.404456E-6,0.002673639,6.908555E-5,3.24897E-4,0.002394393,2.047566E-5,2.571402E-6,1.56189E-9,2.287321E-5,1.383149E-9,4.691059E-6,4.511448E-8,4.308836E-11,8.778682E-5,0.002273009,1.549187E-5,6.730845E-4,1.421025E-5,3.656279E-4,0.001956064,0.003818593,6.86499E-5,3.980504E-10,4.525902E-11,2.43416E-8,8.199864E-7,3.57936E-9,0.007541717,0.00383998,0.0206447,9.062317,7.506393E-5,513960.3,513960.3
4.091176E-7,15.5145,-4.111457E11,1470.119,1470.119,0.001164569,1.0,0.9161863,8.497303E-4,0.001212224,0.005538073,6.490785E-4,0.001628173,0.01652338,2.209442E-4,1.144231E-4,4.853485E-4,1.276064E-4,3.253443E-4,0.007783817,0.001116848,4.430328E-6,3.056063E-5,1.863154E-4,1.588567E-4,1.231886E-5,4.502093E-7,3.608673E-6,0.002727289,7.183856E-5,3.238729E-4,0.002455656,2.147754E-5,2.809309E-6,1.713597E-9,2.365205E-5,1.545417E-9,5.010062E-6,4.951595E-8,4.833249E-11,9.027652E-5,0.002315793,1.641379E-5,6.932255E-4,1.483772E-5,3.708833E-4,0.001994766,0.003812916,7.031689E-5,4.609197E-10,5.172054E-11,2.670896E-8,8.884827E-7,3.928862E-9,0.007477415,0.003793563,0.02050467,9.055197,7.506326E-5,513556.5,513556.5
4.212189E-7,15.51472,-3.971471E11,1469.12,1469.12,0.001164569,1.0,0.9156114,8.395493E-4,0.001270552,0.005593611,6.730013E-4,0.001599564,0.01685592,2.229318E-4,1.201113E-4,5.023463E-4,1.258832E-4,3.183188E-4,0.00793255,0.001113518,4.672294E-6,3.157288E-5,1.915982E-4,1.552683E-4,1.29679E-5,4.873631E-7,3.794631E-6,0.002774917,7.431239E-5,3.229241E-4,0.002510052,2.237837E-5,3.033662E-6,1.85984E-9,2.434898E-5,1.703102E-9,5.304004E-6,5.366845E-8,5.340464E-11,9.246924E-5,0.002353396,1.725514E-5,7.111052E-4,1.539698E-5,3.754941E-4,0.002028823,0.00380791,7.177621E-5,5.234561E-10,5.80457E-11,2.89449E-8,9.527179E-7,4.258531E-9,0.007420616,0.0037527,0.02038047,9.048916,7.50622E-5,513200.3,513200.3
4.329329E-7,15.51502,-3.843541E11,1468.185,1468.185,0.001164569,1.0,0.9150681,8.299381E-4,0.001327272,0.00564267,6.961576E-4,0.001572708,0.01717087,2.246349E-4,1.256257E-4,5.18599E-4,1.242003E-4,3.118151E-4,0.008073588,0.001110022,4.909838E-6,3.254234E-5,1.966023E-4,1.519597E-4,1.359471E-5,5.246326E-7,3.975225E-6,0.002820141,7.66871E-5,3.219921E-4,0.002561713,2.324301E-5,3.258565E-6,2.009566E-9,2.501554E-5,1.865596E-9,5.59259E-6,5.783169E-8,5.86054E-11,9.453562E-5,0.002388769,1.80737E-5,7.280803E-4,1.592934E-5,3.798254E-4,0.002060901,0.003803184,7.314374E-5,5.892092E-10,6.459929E-11,3.118915E-8,1.016772E-6,4.588988E-9,0.007366927,0.003714192,0.02026261,9.042987,7.506079E-5,512864.1,512864.1
4.431988E-7,15.51533,-3.737155E11,1467.39,1467.39,0.001164569,1.0,0.9146021,8.21712E-4,0.001377156,0.005682066,7.164437E-4,0.001549852,0.01744147,2.259607E-4,1.304614E-4,5.326772E-4,1.227192E-4,3.063433E-4,0.008194896,0.001106769,5.120585E-6,3.33835E-5,2.00901E-4,1.491852E-4,1.414218E-5,5.583284E-7,4.133865E-6,0.002859083,7.87521E-5,3.211673E-4,0.00260621,2.399443E-5,3.461837E-6,2.147603E-9,2.559332E-5,2.016192E-9,5.848614E-6,6.159425E-8,6.340103E-11,9.630258E-5,0.00241897,1.879383E-5,7.426953E-4,1.63884E-5,3.835194E-4,0.002088322,0.003799136,7.430707E-5,6.512084E-10,7.069715E-11,3.321966E-8,1.07438E-6,4.887583E-9,0.007320875,0.003681254,0.02016118,9.037907,7.505927E-5,512575.9,512575.9
4.549611E-7,15.51575,-3.621388E11,1466.505,1466.505,0.001164569,1.0,0.9140794,8.125093E-4,0.001434477,0.005723323,7.396704E-4,0.001524435,0.01774558,2.273025E-4,1.360013E-4,5.486168E-4,1.210208E-4,3.003206E-4,0.008331358,0.001102855,5.364851E-6,3.433761E-5,2.057295E-4,1.461399E-4,1.476669E-5,5.980884E-7,4.31595E-6,0.002902937,8.109973E-5,3.20216E-4,0.002656335,2.484775E-5,3.701682E-6,2.313774E-9,2.624822E-5,2.198313E-9,6.145333E-6,6.603267E-8,6.916914E-11,9.827859E-5,0.002452693,1.962145E-5,7.591511E-4,1.690565E-5,3.876409E-4,0.00211898,0.0037946,7.560134E-5,7.273989E-10,7.809391E-11,3.561774E-8,1.142015E-6,5.239746E-9,0.007269208,0.003644401,0.02004701,9.032213,7.505723E-5,512253.0,512253.0
4.672743E-7,15.51626,-3.506762E11,1465.608,1465.608,0.001164569,1.0,0.9135444,8.031267E-4,0.001494634,0.005762314,7.639577E-4,0.0014987,0.0180574,2.285187E-4,1.41796E-4,5.650829E-4,1.192469E-4,2.942835E-4,0.00847141,0.001098575,5.623617E-6,3.532535E-5,2.106762E-4,1.430955E-4,1.541658E-5,6.409991E-7,4.50682E-6,0.002947994,8.353634E-5,3.192159E-4,0.002707858,2.573189E-5,3.960594E-6,2.497169E-9,2.692583E-5,2.400183E-9,6.459617E-6,7.082179E-8,7.552273E-11,1.002934E-4,0.002487027,2.049001E-5,7.760553E-4,1.743696E-5,3.918338E-4,0.002150238,0.003789964,7.691358E-5,8.132434E-10,8.631259E-11,3.820884E-8,1.214626E-6,5.619658E-9,0.007216325,0.003606793,0.01992975,9.026392,7.505478E-5,511922.9,511922.9
4.785E-7,15.51677,-3.407717E11,1464.814,1464.814,0.001164569,1.0,0.9130671,7.947918E-4,0.00154958,0.005794338,7.860685E-4,0.001476002,0.01833608,2.294722E-4,1.470714E-4,5.798982E-4,1.17638E-4,2.890047E-4,0.008596688,0.001094537,5.862129E-6,3.621604E-5,2.150924E-4,1.404397E-4,1.600506E-5,6.812384E-7,4.680976E-6,0.002988338,8.573922E-5,3.183027E-4,0.002754014,2.652949E-5,4.203507E-6,2.673008E-9,2.753671E-5,2.594439E-9,6.749244E-6,7.531233E-8,8.15976E-11,1.020842E-4,0.002517499,2.128325E-5,7.911883E-4,1.791221E-5,3.955531E-4,0.00217802,0.003785833,7.807343E-5,8.970846E-10,9.423358E-11,4.064183E-8,1.28238E-6,5.975815E-9,0.007169142,0.003573332,0.01982478,9.021203,7.505228E-5,511628.6,511628.6
5.022694E-7,15.51802,-3.213705E11,1463.205,1463.205,0.001164569,1.0,0.9120873,7.778108E-4,0.001666119,0.005851907,8.327567E-4,0.001430275,0.01890949,2.310518E-4,1.582052E-4,6.106497E-4,1.142731E-4,2.784848E-4,0.008854717,0.001085652,6.374832E-6,3.807131E-5,2.241591E-4,1.351616E-4,1.723644E-5,7.698374E-7,5.049855E-6,0.00307154,9.034579E-5,3.163724E-4,0.002849291,2.819057E-5,4.73901E-6,3.073501E-9,2.880919E-5,3.038832E-9,7.37159E-6,8.520035E-8,9.535536E-11,1.057371E-4,0.00257954,2.296494E-5,8.223894E-4,1.888945E-5,4.031219E-4,0.002234708,0.00377737,8.042008E-5,1.092824E-9,1.123713E-10,4.60113E-8,1.430513E-6,6.759864E-9,0.007072303,0.003504942,0.01960834,9.01057,7.504627E-5,511025.6,511025.6
5.12231E-7,15.51859,-3.138203E11,1462.557,1462.557,0.001164569,1.0,0.9116885,7.709531E-4,0.001714994,0.005872222,8.522607E-4,0.001412018,0.01914341,2.315547E-4,1.628527E-4,6.2329E-4,1.128847E-4,2.743219E-4,0.008960069,0.001081825,6.592605E-6,3.883662E-5,2.278489E-4,1.330777E-4,1.774594E-5,8.082858E-7,5.204392E-6,0.003105547,9.225339E-5,3.155673E-4,0.002888276,2.88752E-5,4.97176E-6,3.253012E-9,2.933431E-5,3.238686E-9,7.635827E-6,8.949247E-8,1.014822E-10,1.072147E-4,0.002604591,2.366979E-5,8.3514E-4,1.928731E-5,4.061774E-4,0.002257647,0.003773933,8.136173E-5,1.182405E-9,1.20527E-10,4.834735E-8,1.494387E-6,7.100131E-9,0.00703289,0.003477217,0.01951986,9.006248,7.504348E-5,510780.5,510780.5
