Time_Soln#10 (sec),Volume_Soln#10 (cm3),Volumetric_heat_production_rate_Soln#10 (erg/cm3-sec),Surface_temperature_Soln#10 (K),Temperature_Soln#10 (K),Mass_Soln#10 (g),Pressure_Soln#10 (atm),Mole_fraction_H2_Soln#10 (),Mole_fraction_H_Soln#10 (),Mole_fraction_CH4_Soln#10 (),Mole_fraction_CH3_Soln#10 (),Mole_fraction_C2H6_Soln#10 (),Mole_fraction_C2H5_Soln#10 (),Mole_fraction_C2H4_Soln#10 (),Mole_fraction_C2H3_Soln#10 (),Mole_fraction_C2H2_Soln#10 (),Mole_fraction_C3H8_Soln#10 (),Mole_fraction_IC3H7_Soln#10 (),Mole_fraction_NC3H7_Soln#10 (),Mole_fraction_C3H6_Soln#10 (),Mole_fraction_C3H5-A_Soln#10 (),Mole_fraction_C3H4-P_Soln#10 (),Mole_fraction_C3H4-A_Soln#10 (),Mole_fraction_NC4H10_Soln#10 (),Mole_fraction_PC4H9_Soln#10 (),Mole_fraction_IC4H10_Soln#10 (),Mole_fraction_IC4H8_Soln#10 (),Mole_fraction_IC4H7_Soln#10 (),Mole_fraction_C4H8-1_Soln#10 (),Mole_fraction_C4H8-2_Soln#10 (),Mole_fraction_C4H71-3_Soln#10 (),Mole_fraction_C4H6_Soln#10 (),Mole_fraction_C4H5_Soln#10 (),Mole_fraction_C4H4_Soln#10 (),Mole_fraction_C4H2_Soln#10 (),Mole_fraction_C6H6_Soln#10 (),Mole_fraction_FULVENE_Soln#10 (),Mole_fraction_C5H6_Soln#10 (),Mole_fraction_C5H5_Soln#10 (),Mole_fraction_NC5H12_Soln#10 (),Mole_fraction_NC5H10_Soln#10 (),Mole_fraction_B1M3_Soln#10 (),Mole_fraction_LC5H8_Soln#10 (),Mole_fraction_DIALLYL_Soln#10 (),Mole_fraction_CYC6H8_Soln#10 (),Mole_fraction_NC6H12_Soln#10 (),Mole_fraction_NC7H14_Soln#10 (),Mole_fraction_C7H8_Soln#10 (),Mole_fraction_C7H7_Soln#10 (),Mole_fraction_LC6H6_Soln#10 (),Mole_fraction_C6H5C2H3_Soln#10 (),Mole_fraction_C6H5C2H5_Soln#10 (),Mole_fraction_INDENE_Soln#10 (),Mole_fraction_NPBENZ_Soln#10 (),Mole_fraction_NC12H26_Soln#10 (),Mole_fraction_NC16H34_Soln#10 (),Mole_fraction_NC10H20_Soln#10 (),Molecular_weight_Soln#10 (g/mole),Mass_density_Soln#10 (g/cm3),Unburned_hydrocarbons_Soln#10 (ppm),Volatile_organic_compounds_Soln#10 (ppm)
0.0,15.7,-2.147675E11,1450.0,1450.0,0.001244884,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,7.9292E-5,535064.1,535064.1
3.802559E-11,15.69999,-2.181406E11,1449.998,1449.998,0.001244884,1.0,0.9514596,5.41119E-10,7.886293E-15,7.573079E-10,3.762393E-13,3.655068E-8,1.956706E-9,5.958873E-13,7.050292E-16,1.806671E-13,9.081043E-13,3.635681E-8,2.878286E-9,7.16294E-8,2.003459E-15,4.502912E-14,9.904912E-14,3.673305E-8,5.26871E-25,3.255919E-25,1.678666E-27,1.329927E-9,4.523473E-14,7.161563E-8,1.181196E-11,1.729277E-22,1.686157E-20,1.241751E-20,5.981726E-16,6.417181E-27,4.306645E-23,1.076244E-29,2.904353E-18,1.0549E-9,2.364998E-20,3.173803E-16,4.274129E-18,2.750838E-24,2.770251E-10,7.032138E-10,0.004081007,3.095165E-11,8.954377E-34,5.474134E-24,1.19109E-16,1.009049E-28,3.643733E-17,0.01103326,0.006639864,0.02678562,9.434423,7.929206E-5,535063.9,535063.9
1.044974E-9,15.69967,-2.782317E11,1449.949,1449.949,0.001244884,1.0,0.951447,3.030433E-7,1.321608E-10,4.540918E-7,4.70554E-10,1.93005E-6,1.146894E-6,4.652232E-10,6.919537E-13,2.118584E-10,1.062527E-9,1.762748E-6,1.6895E-6,1.967488E-6,1.529841E-12,3.398512E-11,1.249845E-10,1.930558E-6,8.768022E-18,2.984395E-18,2.859056E-19,7.689314E-7,3.736558E-11,1.957145E-6,8.946372E-9,4.394067E-17,5.277379E-17,9.346741E-18,7.944799E-12,2.582776E-21,1.853463E-17,1.115896E-22,1.898437E-13,6.035067E-7,1.025054E-14,5.96815E-11,8.531964E-14,1.161306E-18,1.533524E-7,3.999931E-7,0.004080952,8.77526E-10,1.590788E-25,1.741111E-19,1.489619E-13,8.678906E-23,4.272718E-14,0.0110308,0.00663762,0.02678173,9.434297,7.929369E-5,535056.8,535056.8
4.173412E-9,15.69866,-3.223809E11,1449.763,1449.763,0.001244884,1.0,0.9513861,2.719987E-6,5.449944E-9,4.165351E-6,1.261011E-8,1.290484E-5,1.035054E-5,8.051575E-9,1.942328E-11,5.19286E-9,2.576084E-8,1.053423E-5,1.466922E-5,7.848845E-6,2.481972E-11,5.422465E-10,3.068704E-9,1.127961E-5,8.361657E-15,1.121862E-15,8.520682E-16,6.55069E-6,6.693383E-10,7.686868E-6,1.463385E-7,2.376147E-14,2.904452E-15,1.48712E-16,3.196671E-10,4.499357E-19,3.363819E-15,7.354693E-20,3.35694E-11,5.056947E-6,1.6234E-12,6.037925E-9,5.423286E-12,1.749765E-16,1.231168E-6,3.321151E-6,0.004080687,4.485628E-9,2.584658E-22,1.837481E-17,3.991006E-12,4.660075E-20,1.044382E-12,0.01102292,0.006630506,0.02677008,9.433693,7.929879E-5,535022.6,535022.6
1.072869E-8,15.69653,-3.329684E11,1449.348,1449.348,0.001244884,1.0,0.951243,9.287459E-6,5.26168E-8,1.441699E-5,1.082343E-7,4.082914E-5,3.691097E-5,5.865311E-8,2.576215E-10,4.102433E-8,1.978483E-7,2.941598E-5,4.627459E-5,2.014923E-5,1.65337E-10,3.586777E-9,2.347374E-8,2.982361E-5,6.170976E-13,3.546215E-14,1.013811E-13,2.049583E-5,4.716437E-9,1.911915E-5,9.849311E-7,1.337735E-12,5.017633E-14,1.017127E-15,3.040438E-9,1.356018E-17,1.310899E-13,4.754775E-18,8.455928E-10,1.568948E-5,3.832211E-11,7.835853E-8,9.186196E-11,3.922588E-15,3.7501E-6,1.031193E-5,0.004080051,1.909184E-8,2.338483E-20,4.123745E-16,3.423558E-11,3.096585E-18,8.226245E-12,0.01100623,0.006615515,0.02674562,9.43227,7.930955E-5,534941.9,534941.9
3.9722E-8,15.68713,-3.587627E11,1447.408,1447.408,0.001244884,1.0,0.9505467,4.873423E-5,1.051859E-6,7.747392E-5,1.862972E-6,1.833095E-4,2.183886E-4,8.621609E-7,1.22681E-8,5.99942E-7,2.483347E-6,9.28676E-5,1.894336E-4,7.429576E-5,2.268173E-9,4.958629E-8,3.201698E-7,7.88465E-5,1.640776E-10,3.072542E-12,4.034573E-11,8.28292E-5,7.18525E-8,6.201073E-5,1.299514E-5,3.111256E-10,3.995257E-12,2.579066E-14,5.95056E-8,2.096435E-15,3.234839E-11,2.073624E-15,4.910914E-8,6.312371E-5,2.536087E-9,1.760491E-6,4.621586E-9,2.391812E-13,1.473751E-5,4.294316E-5,0.004076714,2.348265E-7,8.851506E-18,2.983167E-14,5.886439E-10,9.538693E-16,1.378336E-10,0.01093132,0.006548817,0.02663244,9.425288,7.935704E-5,534545.9,534545.9
1.112039E-7,15.66511,-3.826579E11,1442.253,1442.253,0.001244884,1.0,0.9485742,1.734227E-4,1.163127E-5,3.138147E-4,1.604575E-5,5.255418E-4,9.386657E-4,5.967463E-6,2.603933E-7,4.927201E-6,1.291509E-5,1.680586E-4,5.749964E-4,2.046793E-4,1.871123E-8,4.01275E-7,2.589981E-6,1.08568E-4,1.056306E-8,1.214787E-10,3.576268E-9,2.415376E-4,7.430205E-7,1.328274E-4,8.863647E-5,2.091704E-8,3.691678E-10,8.988405E-13,6.101865E-7,1.664297E-13,2.986177E-9,9.269103E-13,8.431375E-7,1.864208E-4,6.373427E-8,1.848237E-5,9.910936E-8,9.047272E-12,4.076448E-5,1.401172E-4,0.004065072,2.149658E-6,1.098882E-15,1.722746E-12,5.201797E-9,1.608708E-13,3.029849E-9,0.01073678,0.006379413,0.0263126,9.40492,7.94686E-5,533390.8,533390.8
1.338E-7,15.65871,-3.8304E11,1440.585,1440.585,0.001244884,1.0,0.9479095,2.103197E-4,1.800252E-5,4.043609E-4,2.318509E-5,6.144029E-4,0.001215731,8.297024E-6,4.488639E-7,7.287708E-6,1.651518E-5,1.794949E-4,7.075075E-4,2.439555E-4,2.797679E-8,5.859355E-7,3.851301E-6,1.100802E-4,2.152544E-8,2.450881E-10,7.684618E-9,2.932326E-4,1.153557E-6,1.487448E-4,1.227769E-4,4.280615E-8,8.885862E-10,1.75276E-12,9.115273E-7,3.682939E-13,6.575983E-9,2.92391E-12,1.333949E-6,2.277922E-4,1.120029E-7,2.761961E-5,1.707185E-7,2.069264E-11,4.869133E-5,1.759827E-4,0.00406053,3.172664E-6,2.836273E-15,4.16498E-12,7.677291E-9,4.450625E-13,5.940702E-9,0.01067255,0.00632447,0.02619993,9.397883,7.950109E-5,532991.6,532991.6
1.410375E-7,15.65673,-3.826384E11,1440.051,1440.051,0.001244884,1.0,0.9476943,2.214073E-4,2.038773E-5,4.345184E-4,2.570589E-5,6.406079E-4,0.001307918,9.104214E-6,5.239715E-7,8.153419E-6,1.764995E-5,1.8243E-4,7.509097E-4,2.562395E-4,3.144315E-8,6.525883E-7,4.315285E-6,1.103024E-4,2.628697E-8,3.001086E-10,9.518021E-9,3.099069E-4,1.307412E-6,1.533799E-4,1.345063E-4,5.227582E-8,1.14056E-9,2.115901E-12,1.019811E-6,4.612176E-13,8.20396E-9,4.041828E-12,1.51472E-6,2.412683E-4,1.313347E-7,3.089775E-5,1.991246E-7,2.652668E-11,5.119806E-5,1.87921E-4,0.004059005,3.537677E-6,3.754517E-15,5.39297E-12,8.583326E-9,5.95725E-13,7.21116E-9,0.01065178,0.006306785,0.02616286,9.395589,7.951116E-5,532861.5,532861.5
1.488465E-7,15.65462,-3.819499E11,1439.476,1439.476,0.001244884,1.0,0.9474611,2.329323E-4,2.315414E-5,4.676075E-4,2.854546E-5,6.676655E-4,0.001409022,1.00062E-5,6.136952E-7,9.148307E-6,1.885884E-5,1.852627E-4,7.98217E-4,2.693137E-4,3.54734E-8,7.285533E-7,4.848735E-6,1.10439E-4,3.220293E-8,3.696246E-10,1.182343E-8,3.279496E-4,1.485692E-6,1.581546E-4,1.475501E-4,6.399878E-8,1.471422E-9,2.562211E-12,1.142665E-6,5.801476E-13,1.026704E-8,5.616534E-12,1.722087E-6,2.55921E-4,1.544623E-7,3.461353E-5,2.329521E-7,3.437997E-11,5.388463E-5,2.010249E-4,0.004057326,3.950294E-6,5.029776E-15,7.041745E-12,9.625928E-9,8.028178E-13,8.794895E-9,0.01062927,0.00628767,0.02612238,9.393096,7.952183E-5,532720.1,532720.1
1.570363E-7,15.65246,-3.80962E11,1438.873,1438.873,0.001244884,1.0,0.9472157,2.445143E-4,2.62738E-5,5.02873E-4,3.165192E-5,6.947041E-4,0.001516738,1.098531E-5,7.17918E-7,1.026017E-5,2.010648E-5,1.87896E-4,8.483337E-4,2.828143E-4,4.003681E-8,8.127053E-7,5.444751E-6,1.104861E-4,3.934204E-8,4.551777E-10,1.463705E-8,3.469224E-4,1.686348E-6,1.629247E-4,1.616352E-4,7.807878E-8,1.893631E-9,3.094694E-12,1.27795E-6,7.281184E-13,1.280436E-8,7.769454E-12,1.952925E-6,2.714067E-4,1.81353E-7,3.870093E-5,2.720981E-7,4.470029E-11,5.668173E-5,2.15001E-4,0.004055529,4.402874E-6,6.765351E-15,9.197844E-12,1.079476E-8,1.079596E-12,1.071295E-8,0.01060558,0.006267595,0.02607942,9.390464,7.953282E-5,532570.9,532570.9
1.657023E-7,15.65022,-3.796415E11,1438.238,1438.238,0.001244884,1.0,0.9469553,2.56194E-4,2.982156E-5,5.407549E-4,3.507614E-5,7.218479E-4,0.001632425,1.205646E-5,8.399792E-7,1.151353E-5,2.140116E-5,1.903425E-4,9.018847E-4,2.968514E-4,4.525576E-8,9.066946E-7,6.115919E-6,1.104462E-4,4.801517E-8,5.614647E-10,1.809099E-8,3.670447E-4,1.913841E-6,1.677237E-4,1.769584E-4,9.50842E-8,2.436029E-9,3.733935E-12,1.42794E-6,9.135784E-13,1.594262E-8,1.072688E-11,2.211586E-6,2.879152E-4,2.128607E-7,4.322728E-5,3.177422E-7,5.84063E-11,5.961816E-5,2.300302E-4,0.004053592,4.902539E-6,9.162194E-15,1.204115E-11,1.211928E-8,1.451962E-12,1.305165E-8,0.01058043,0.006246336,0.02603345,9.387661,7.95442E-5,532411.9,532411.9
1.729454E-7,15.64839,-3.783364E11,1437.709,1437.709,0.001244884,1.0,0.9467372,2.654974E-4,3.298369E-5,5.728178E-4,3.80418E-5,7.434008E-4,0.001730343,1.2978E-5,9.516543E-7,1.262205E-5,2.246123E-5,1.921437E-4,9.470229E-4,3.083791E-4,4.993696E-8,9.891063E-7,6.708539E-6,1.103527E-4,5.620484E-8,6.640825E-10,2.138041E-8,3.838923E-4,2.11584E-6,1.715499E-4,1.900727E-4,1.11042E-7,2.974369E-9,4.330864E-12,1.558437E-6,1.093754E-12,1.895106E-8,1.383765E-11,2.438747E-6,3.018024E-4,2.41688E-7,4.716073E-5,3.593144E-7,7.245798E-11,6.205379E-5,2.427668E-4,0.004051947,5.335511E-6,1.171595E-14,1.493322E-11,1.329866E-8,1.836995E-12,1.526701E-8,0.01055936,0.006228563,0.02599465,9.385308,7.955352E-5,532278.4,532278.4
1.799742E-7,15.64664,-3.76907E11,1437.198,1437.198,0.001244884,1.0,0.9465252,2.74126E-4,3.622523E-5,6.042433E-4,4.10063E-5,7.633497E-4,0.001826337,1.38939E-5,1.068716E-6,1.375097E-5,2.346945E-5,1.936977E-4,9.911307E-4,3.193809E-4,5.476653E-8,1.072391E-6,7.310848E-6,1.102166E-4,6.501752E-8,7.768332E-10,2.494403E-8,4.002611E-4,2.322075E-6,1.751105E-4,2.030472E-4,1.281083E-7,3.579019E-9,4.966834E-12,1.689322E-6,1.292541E-12,2.222832E-8,1.750604E-11,2.668399E-6,3.1535E-4,2.718975E-7,5.110159E-5,4.027026E-7,8.871868E-11,6.440082E-5,2.552667E-4,0.004050329,5.76817E-6,1.478027E-14,1.825341E-11,1.450888E-8,2.284882E-12,1.765709E-8,0.01053887,0.006211318,0.02595671,9.383016,7.95624E-5,532148.4,532148.4
1.870506E-7,15.64492,-3.753168E11,1436.685,1436.685,0.001244884,1.0,0.9463117,2.824181E-4,3.966216E-5,6.361581E-4,4.407383E-5,7.824936E-4,0.001923869,1.48364E-5,1.19547E-6,1.494058E-5,2.446312E-5,1.950842E-4,0.001035818,3.302681E-4,5.992251E-8,1.159494E-6,7.94397E-6,1.100397E-4,7.479275E-8,9.045847E-10,2.892025E-8,4.167552E-4,2.539744E-6,1.785509E-4,2.163404E-4,1.469155E-7,4.277511E-9,5.665386E-12,1.825124E-6,1.518439E-12,2.590383E-8,2.193941E-11,2.908464E-6,3.290548E-4,3.045928E-7,5.518593E-5,4.494714E-7,1.080707E-10,6.674717E-5,2.679799E-4,0.004048681,6.215418E-6,1.856488E-14,2.217152E-11,1.579548E-8,2.819644E-12,2.031428E-8,0.01051822,0.006193967,0.02591823,9.380701,7.957118E-5,532017.2,532017.2
1.976782E-7,15.64239,-3.726667E11,1435.918,1435.918,0.001244884,1.0,0.9459909,2.941363E-4,4.515288E-5,6.845352E-4,4.882998E-5,8.0952E-4,0.002071842,1.628769E-5,1.40312E-6,1.682705E-5,2.591332E-5,1.968602E-4,0.001103408,3.462514E-4,6.823632E-8,1.29633E-6,8.944226E-6,1.097085E-4,9.126244E-8,1.125853E-9,3.566265E-8,4.41542E-4,2.885199E-6,1.834604E-4,2.367039E-4,1.783236E-7,5.513512E-9,6.827945E-12,2.036233E-6,1.910618E-12,3.217418E-8,3.021321E-11,3.284985E-6,3.497471E-4,3.581083E-7,6.152599E-5,5.256275E-7,1.436342E-10,7.023921E-5,2.872912E-4,0.004046175,6.907369E-6,2.586712E-14,2.929027E-11,1.786251E-8,3.804141E-12,2.480225E-8,0.01048717,0.006167941,0.02585999,9.377215,7.958404E-5,531819.5,531819.5
2.157142E-7,15.63826,-3.675354E11,1434.632,1434.632,0.001244884,1.0,0.9454469,3.120654E-4,5.538156E-5,7.675827E-4,5.728544E-5,8.508512E-4,0.002326444,1.883874E-5,1.804871E-6,2.030206E-5,2.82536E-5,1.991325E-4,0.001219231,3.723333E-4,8.397627E-8,1.544646E-6,1.077317E-5,1.089948E-4,1.244543E-7,1.592894E-9,4.936436E-8,4.836093E-4,3.520908E-6,1.911367E-4,2.722317E-4,2.406458E-7,8.198159E-9,9.125157E-12,2.412502E-6,2.739517E-12,4.503157E-8,4.964865E-11,3.965102E-6,3.851169E-4,4.61459E-7,7.279846E-5,6.714415E-7,2.257353E-10,7.607693E-5,3.20574E-4,0.004041847,8.130861E-6,4.417474E-14,4.540478E-11,2.17677E-8,6.07378E-12,3.387397E-8,0.01043447,0.006123915,0.02576009,9.371282,7.960503E-5,531483.0,531483.0
2.238928E-7,15.63646,-3.649798E11,1434.054,1434.054,0.001244884,1.0,0.9452007,3.194158E-4,6.03989E-5,8.055195E-4,6.126823E-5,8.677999E-4,0.002443088,2.002761E-5,2.008205E-6,2.199042E-5,2.926323E-5,1.998918E-4,0.001272136,3.837165E-4,9.181434E-8,1.663712E-6,1.165493E-5,1.086178E-4,1.418056E-7,1.847326E-9,5.656806E-8,5.026695E-4,3.828936E-6,1.943654E-4,2.886932E-4,2.727555E-7,9.690531E-9,1.030578E-11,2.589907E-6,3.190897E-12,5.184049E-8,6.112988E-11,4.28938E-6,4.012398E-4,5.136687E-7,7.810102E-5,7.445238E-7,2.737741E-10,7.868687E-5,3.358413E-4,0.004039859,8.703433E-6,5.567918E-14,5.467181E-11,2.371512E-8,7.396508E-12,3.862464E-8,0.01041059,0.006104032,0.02571443,9.368588,7.961419E-5,531330.2,531330.2
2.326771E-7,15.63458,-3.620971E11,1433.439,1433.439,0.001244884,1.0,0.9449369,3.267939E-4,6.605158E-5,8.463852E-4,6.564253E-5,8.848175E-4,0.002569046,2.132381E-5,2.241709E-6,2.388128E-5,3.031118E-5,2.005403E-4,0.001329173,3.956287E-4,1.007348E-7,1.795939E-6,1.26369E-5,1.081811E-4,1.621182E-7,2.153513E-9,6.502575E-8,5.231203E-4,4.172976E-6,1.9767E-4,3.065862E-4,3.099721E-7,1.150617E-8,1.167292E-11,2.784726E-6,3.733583E-12,5.987023E-8,7.562443E-11,4.647918E-6,4.186021E-4,5.735448E-7,8.391512E-5,8.278913E-7,3.341948E-10,8.146397E-5,3.523381E-4,0.00403771,9.329084E-6,7.087031E-14,6.619131E-11,2.593781E-8,9.053463E-12,4.418974E-8,0.01038498,0.006082744,0.02566519,9.365696,7.962379E-5,531166.2,531166.2
2.391848E-7,15.63321,-3.598785E11,1432.986,1432.986,0.001244884,1.0,0.9447418,3.319269E-4,7.041527E-5,8.767083E-4,6.894481E-5,8.966593E-4,0.002662745,2.229563E-5,2.424943E-6,2.533337E-5,3.106309E-5,2.009176E-4,0.001371551,4.042425E-4,1.076847E-7,1.896728E-6,1.338695E-5,1.078382E-4,1.783173E-7,2.40382E-9,7.178518E-8,5.382528E-4,4.436422E-6,2.00014E-4,3.199707E-4,3.39382E-7,1.300304E-8,1.275286E-11,2.931726E-6,4.17674E-12,6.631211E-8,8.795075E-11,4.920032E-6,4.314891E-4,6.204729E-7,8.829588E-5,8.929119E-7,3.854739E-10,8.350382E-5,3.646157E-4,0.00403611,9.799009E-6,8.433522E-14,7.586581E-11,2.767577E-8,1.045376E-11,4.86292E-8,0.01036604,0.006067025,0.02562861,9.363555,7.963075E-5,531044.8,531044.8
2.530879E-7,15.63038,-3.549308E11,1432.028,1432.028,0.001244884,1.0,0.9443266,3.419884E-4,8.023818E-5,9.415201E-4,7.61659E-5,9.198706E-4,0.002863812,2.44E-5,2.846088E-6,2.857993E-5,3.259967E-5,2.014562E-4,0.00146236,4.220386E-4,1.235245E-7,2.119871E-6,1.505105E-5,1.070565E-4,2.163064E-7,3.010904E-9,8.767262E-8,5.705167E-4,5.022746E-6,2.047406E-4,3.488887E-4,4.074897E-7,1.666831E-8,1.525431E-11,3.252758E-6,5.249688E-12,8.152754E-8,1.193407E-10,5.518684E-6,4.590709E-4,7.281513E-7,9.784454E-5,1.041099E-6,5.159487E-10,8.781153E-5,3.909734E-4,0.004032673,1.081888E-5,1.206988E-13,1.001318E-10,3.166287E-8,1.399287E-11,5.90402E-8,0.01032568,0.006033605,0.0255502,9.358989,7.964516E-5,530785.8,530785.8
2.704322E-7,15.62702,-3.48429E11,1430.852,1430.852,0.001244884,1.0,0.943812,3.529254E-4,9.344221E-5,0.001022183,8.546958E-5,9.450725E-4,0.00311586,2.706772E-5,3.429086E-6,3.290038E-5,3.438417E-5,2.016758E-4,0.001576004,4.430801E-4,1.452215E-7,2.412533E-6,1.723807E-5,1.06E-4,2.703711E-7,3.919916E-9,1.103352E-7,6.106126E-4,5.796793E-6,2.101371E-4,3.854837E-4,5.02555E-7,2.221826E-8,1.875196E-11,3.665142E-6,6.851861E-12,1.033849E-7,1.694938E-10,6.29569E-6,4.935301E-4,8.768371E-7,1.100733E-4,1.24356E-6,7.24765E-10,9.308941E-5,4.240268E-4,0.004028363,1.211616E-5,1.843006E-13,1.381482E-10,3.71947E-8,1.959266E-11,7.384544E-8,0.0102756,0.005992263,0.0254521,9.353316,7.96623E-5,530464.0,530464.0
2.757016E-7,15.62604,-3.463943E11,1430.499,1430.499,0.001244884,1.0,0.9436565,3.559172E-4,9.766092E-5,0.001046598,8.835667E-5,9.519522E-4,0.003192609,2.788518E-5,3.619025E-6,3.427114E-5,3.489756E-5,2.016542E-4,0.001610576,4.492186E-4,1.522468E-7,2.50445E-6,1.792545E-5,1.056636E-4,2.883026E-7,4.23233E-9,1.178593E-7,6.227548E-4,6.040837E-6,2.116738E-4,3.966967E-4,5.33651E-7,2.413719E-8,1.989861E-11,3.792755E-6,7.401514E-12,1.106763E-7,1.874374E-10,6.537793E-6,5.040012E-4,9.25194E-7,1.138491E-4,1.308896E-6,7.996798E-10,9.467178E-5,4.340923E-4,0.00402705,1.251472E-5,2.085384E-13,1.515894E-10,3.900532E-8,2.158448E-11,7.875112E-8,0.01026046,0.005979786,0.02542226,9.351599,7.966732E-5,530366.7,530366.7
2.885743E-7,15.6237,-3.413304E11,1429.646,1429.646,0.001244884,1.0,0.9432784,3.626222E-4,1.083685E-4,0.001105973,9.552016E-5,9.673268E-4,0.003380272,2.989143E-5,4.108325E-6,3.773101E-5,3.609625E-5,2.014473E-4,0.00169506,4.637199E-4,1.7027E-7,2.734605E-6,1.964671E-5,1.048159E-4,3.351188E-7,5.072152E-9,1.375116E-7,6.523301E-4,6.653445E-6,2.152389E-4,4.24241E-4,6.139173E-7,2.931494E-8,2.286627E-11,4.108543E-6,8.877221E-12,1.297937E-7,2.371389E-10,7.139958E-6,5.295685E-4,1.049596E-6,1.231755E-4,1.475886E-6,1.007875E-9,9.849604E-5,4.587018E-4,0.004023841,1.349509E-5,2.793864E-13,1.884976E-10,4.369715E-8,2.707808E-11,9.154512E-8,0.01022361,0.005949485,0.02534935,9.347419,7.967925E-5,530129.6,530129.6
2.959202E-7,15.6224,-3.383907E11,1429.164,1429.164,0.001244884,1.0,0.9430638,3.660847E-4,1.147321E-4,0.001139647,9.967509E-5,9.7523E-4,0.003487405,3.10403E-5,4.403682E-6,3.977481E-5,3.674553E-5,2.01239E-4,0.001743266,4.716831E-4,1.811074E-7,2.869393E-6,2.065442E-5,1.043173E-4,3.637716E-7,5.602659E-9,1.495419E-7,6.691485E-4,7.01307E-6,2.171586E-4,4.400421E-4,6.624338E-7,3.259627E-8,2.466651E-11,4.291105E-6,9.808387E-12,1.415443E-7,2.694879E-10,7.489933E-6,5.441437E-4,1.124582E-6,1.285563E-4,1.57581E-6,1.143955E-9,1.006522E-4,4.727482E-4,0.00402201,1.405806E-5,3.28233E-13,2.123157E-10,4.655171E-8,3.063878E-11,9.936462E-8,0.01020268,0.005932311,0.02530777,9.345045,7.968585E-5,529995.0,529995.0
3.101599E-7,15.61998,-3.326134E11,1428.243,1428.243,0.001244884,1.0,0.9426506,3.720985E-4,1.275849E-4,0.001204396,1.078591E-4,9.888593E-4,0.00369499,3.327037E-5,5.009653E-6,4.387633E-5,3.793389E-5,2.006687E-4,0.001836636,4.864825E-4,2.032687E-7,3.137461E-6,2.265685E-5,1.033247E-4,4.233695E-7,6.744251E-9,1.745622E-7,7.016188E-4,7.729792E-6,2.206566E-4,4.708067E-4,7.620074E-7,3.967466E-8,2.837936E-11,4.649293E-6,1.18107E-11,1.660898E-7,3.411683E-10,8.180174E-6,5.723481E-4,1.278204E-6,1.390899E-4,1.77888E-6,1.447121E-9,1.047779E-4,4.999557E-4,0.004018464,1.515456E-5,4.435265E-13,2.6466E-10,5.246927E-8,3.849711E-11,1.156013E-7,0.01016236,0.005899273,0.02522725,9.340468,7.969819E-5,529735.4,529735.4
3.19766E-7,15.61841,-3.286722E11,1427.63,1427.63,0.001244884,1.0,0.942374,3.756701E-4,1.366357E-4,0.001247621,1.134713E-4,9.96865E-4,0.003834853,3.477375E-5,5.443318E-6,4.674455E-5,3.868442E-5,2.001719E-4,0.001899528,4.959987E-4,2.190837E-7,3.323131E-6,2.404185E-5,1.026384E-4,4.666181E-7,7.603455E-9,1.927124E-7,7.234198E-4,8.227141E-6,2.228588E-4,4.916387E-4,8.332291E-7,4.501158E-8,3.105198E-11,4.893781E-6,1.331732E-11,1.83979E-7,3.966883E-10,8.653798E-6,5.913268E-4,1.387982E-6,1.462621E-4,1.922699E-6,1.683442E-9,1.075213E-4,5.182781E-4,0.004016077,1.589687E-5,5.3901E-13,3.048827E-10,5.675893E-8,4.456029E-11,1.273596E-7,0.01013534,0.005877183,0.02517304,9.3374,7.97062E-5,529561.4,529561.4
3.27101E-7,15.61725,-3.256466E11,1427.168,1427.168,0.001244884,1.0,0.942164,3.781523E-4,1.437498E-4,0.001280351,1.178032E-4,0.001002371,0.003941499,3.59194E-5,5.787893E-6,4.898801E-5,3.923047E-5,1.99738E-4,0.001947478,5.030156E-4,2.316309E-7,3.467399E-6,2.511663E-5,1.021067E-4,5.012996E-7,8.310394E-9,2.072614E-7,7.400077E-4,8.61401E-6,2.244595E-4,5.075764E-4,8.897655E-7,4.940591E-8,3.318475E-11,5.081832E-6,1.455723E-11,1.983666E-7,4.432267E-10,9.01934E-6,6.057867E-4,1.475125E-6,1.517688E-4,2.036124E-6,1.882502E-9,1.095946E-4,5.322431E-4,0.004014258,1.646446E-5,6.229252E-13,3.38428E-10,6.020196E-8,4.963008E-11,1.36774E-7,0.01011482,0.005860426,0.02513173,9.33507,7.971214E-5,529429.2,529429.2
