Time_Soln#22 (sec),Volume_Soln#22 (cm3),Volumetric_heat_production_rate_Soln#22 (erg/cm3-sec),Surface_temperature_Soln#22 (K),Temperature_Soln#22 (K),Mass_Soln#22 (g),Pressure_Soln#22 (atm),Mole_fraction_H2_Soln#22 (),Mole_fraction_H_Soln#22 (),Mole_fraction_CH4_Soln#22 (),Mole_fraction_CH3_Soln#22 (),Mole_fraction_CH2_Soln#22 (),Mole_fraction_C2H6_Soln#22 (),Mole_fraction_C2H5_Soln#22 (),Mole_fraction_C2H4_Soln#22 (),Mole_fraction_C2H3_Soln#22 (),Mole_fraction_C2H2_Soln#22 (),Mole_fraction_C3H8_Soln#22 (),Mole_fraction_IC3H7_Soln#22 (),Mole_fraction_NC3H7_Soln#22 (),Mole_fraction_C3H6_Soln#22 (),Mole_fraction_C3H5-A_Soln#22 (),Mole_fraction_C3H5-T_Soln#22 (),Mole_fraction_C3H4-P_Soln#22 (),Mole_fraction_C3H4-A_Soln#22 (),Mole_fraction_C3H3_Soln#22 (),Mole_fraction_NC4H10_Soln#22 (),Mole_fraction_PC4H9_Soln#22 (),Mole_fraction_IC4H10_Soln#22 (),Mole_fraction_C4H8-1_Soln#22 (),Mole_fraction_C4H8-2_Soln#22 (),Mole_fraction_C4H71-3_Soln#22 (),Mole_fraction_C4H6_Soln#22 (),Mole_fraction_C4H5_Soln#22 (),Mole_fraction_C4H4_Soln#22 (),Mole_fraction_C4H2_Soln#22 (),Mole_fraction_C6H6_Soln#22 (),Mole_fraction_FULVENE_Soln#22 (),Mole_fraction_C5H6_Soln#22 (),Mole_fraction_C5H5_Soln#22 (),Mole_fraction_C10H8_Soln#22 (),Mole_fraction_NC5H12_Soln#22 (),Mole_fraction_NC5H11_Soln#22 (),Mole_fraction_NC5H10_Soln#22 (),Mole_fraction_LC5H8_Soln#22 (),Mole_fraction_NC6H12_Soln#22 (),Mole_fraction_NC7H15_Soln#22 (),Mole_fraction_NC7H14_Soln#22 (),Mole_fraction_C7H8_Soln#22 (),Mole_fraction_C7H7_Soln#22 (),Mole_fraction_C6H5C2H_Soln#22 (),Mole_fraction_C12H8_Soln#22 (),Mole_fraction_NC10H21_Soln#22 (),Mole_fraction_NC12H25_Soln#22 (),Mole_fraction_NC12H26_Soln#22 (),Mole_fraction_NC16H34_Soln#22 (),Mole_fraction_NC10H20_Soln#22 (),Molecular_weight_Soln#22 (g/mole),Mass_density_Soln#22 (g/cm3),Unburned_hydrocarbons_Soln#22 (ppm),Volatile_organic_compounds_Soln#22 (ppm)
0.0,15.7,-4.282051E14,2050.0,2050.0,8.80528E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,5.608459E-5,535064.1,535064.1
2.486059E-13,15.69989,-4.290698E14,2049.973,2049.973,8.80528E-4,1.0,0.9514544,2.784305E-9,6.43259E-16,2.039988E-9,4.967374E-21,2.82614E-13,9.040311E-7,5.690515E-9,6.136238E-12,1.616468E-15,1.599896E-13,7.184892E-12,9.036233E-7,7.556343E-9,7.024606E-7,1.191708E-17,4.682243E-15,1.237054E-13,4.598204E-17,1.02132E-13,9.04487E-7,6.838554E-27,3.448377E-9,4.359481E-14,7.022257E-7,1.849818E-10,1.923956E-19,5.090292E-18,9.802882E-19,2.733959E-17,1.505505E-26,2.573017E-23,9.617189E-30,3.316009E-28,1.232262E-17,1.418436E-6,3.476206E-9,1.182029E-17,6.558201E-10,3.328402E-6,2.607492E-9,0.004080985,1.100516E-10,3.372696E-33,1.595996E-46,7.767191E-7,1.599678E-6,0.01103103,0.006637813,0.02678422,9.434371,5.6085E-5,535061.0,535061.0
1.393298E-11,15.69404,-4.692231E14,2048.421,2048.421,8.80528E-4,1.0,0.9510883,7.744187E-6,9.521972E-11,5.865592E-6,7.839159E-16,1.012619E-9,6.136157E-5,1.622142E-5,2.115345E-8,7.682476E-12,5.656656E-10,2.529558E-8,6.004928E-5,2.171038E-5,3.905502E-5,7.305911E-14,2.32757E-11,3.937666E-10,6.798284E-12,3.706738E-10,6.239006E-5,2.819811E-18,9.86319E-6,1.531502E-10,3.833528E-5,5.686285E-7,3.231044E-14,5.307399E-13,3.041464E-15,3.072987E-12,9.036015E-20,1.873223E-16,2.778726E-21,2.176125E-21,2.74575E-12,7.272964E-5,9.951127E-6,1.509835E-11,1.854181E-6,1.602909E-4,7.410058E-6,0.004079408,6.17091E-9,3.855701E-26,9.656347E-35,3.977554E-5,7.608571E-5,0.01090475,0.006521779,0.02670224,9.430741,5.61059E-5,534855.1,534855.1
1.102933E-10,15.66724,-5.242451E14,2035.837,2035.837,8.80528E-4,1.0,0.9468623,2.904909E-4,3.048379E-8,2.117048E-4,8.927347E-13,9.54467E-8,7.868684E-4,5.593907E-4,1.730269E-6,1.456764E-9,5.381084E-8,2.200515E-6,7.173775E-4,7.727069E-4,2.938441E-4,1.34617E-10,3.487461E-9,2.536169E-8,2.681418E-9,3.505523E-8,7.810342E-4,7.791568E-14,3.449602E-4,1.358071E-8,2.559715E-4,3.048384E-5,5.507373E-11,2.090255E-10,1.729154E-13,1.023209E-9,2.484577E-16,4.62021E-13,5.254658E-17,7.027428E-18,3.57596E-9,2.928908E-4,3.460403E-4,2.525034E-8,6.18303E-5,5.187145E-4,2.505089E-4,0.004061224,5.44817E-8,4.404996E-22,1.276606E-28,1.535986E-4,2.289586E-4,0.01008967,0.00579609,0.02624752,9.388835,5.620184E-5,532478.5,532478.5
3.123813E-10,15.63087,-4.01017E14,2012.243,2012.243,8.80528E-4,1.0,0.9380688,0.001073965,3.462672E-7,7.418112E-4,3.059976E-11,8.56641E-7,0.002352394,0.001887958,1.343774E-5,2.293472E-8,5.622719E-7,1.80476E-5,0.002041812,0.00263653,7.616089E-4,5.130198E-9,3.206407E-8,1.899931E-7,3.933857E-8,3.141347E-7,0.002226372,7.962686E-12,0.001166962,1.233204E-7,5.411021E-4,1.813121E-4,3.131095E-9,3.0667E-9,1.14698E-12,1.240117E-8,9.962187E-15,1.893158E-11,5.211016E-15,3.100955E-16,1.033241E-7,2.717316E-4,0.001135067,4.853862E-7,2.034529E-4,4.511992E-4,8.169492E-4,0.004023278,2.109071E-7,6.055031E-20,1.377094E-25,1.311201E-4,1.837277E-4,0.008796667,0.004710374,0.02551645,9.30162,5.633264E-5,527532.1,527532.1
8.142567E-10,15.56096,-2.346518E14,1973.778,1973.778,8.80528E-4,1.0,0.9242861,0.002558103,2.201294E-6,0.001634042,4.262192E-10,4.90401E-6,0.004808457,0.004022834,6.076719E-5,2.51176E-7,4.349562E-6,9.087955E-5,0.003950444,0.005485803,0.001672625,7.574381E-8,1.62216E-7,1.04566E-6,3.14518E-7,1.882282E-6,0.004328097,3.115417E-10,0.002422984,7.855304E-7,8.304904E-4,7.048475E-4,7.941007E-8,2.42689E-8,5.73861E-12,8.726418E-8,2.738431E-13,5.317258E-10,2.978889E-13,7.122896E-15,1.310621E-6,1.686925E-4,0.002195829,3.984088E-6,4.16705E-4,2.840143E-4,0.001622358,0.003963076,8.689745E-7,5.570503E-18,8.472385E-23,7.110186E-5,1.029103E-4,0.006886598,0.003249779,0.02411702,9.164808,5.658573E-5,519773.0,519773.0
2.268339E-9,15.43362,-1.049261E14,1917.528,1917.528,8.80528E-4,1.0,0.9054378,0.005091269,1.192328E-5,0.0031009,4.340312E-9,2.389712E-5,0.008087172,0.007309697,1.994765E-4,2.499629E-6,3.245838E-5,3.539138E-4,0.005974917,0.009058051,0.003358992,7.790177E-7,6.437313E-7,5.469286E-6,1.766701E-6,1.038985E-5,0.006606951,9.223406E-9,0.003988344,4.72427E-6,9.223646E-4,0.002071583,1.402247E-6,1.341917E-7,3.342738E-11,5.349328E-7,8.51698E-12,1.344226E-8,1.686824E-11,1.397912E-13,1.16025E-5,8.260685E-5,0.003169441,2.447794E-5,6.749405E-4,1.407343E-4,0.002496429,0.003876796,4.013261E-6,6.357434E-16,6.411044E-20,2.693229E-5,4.100521E-5,0.004521355,0.001713243,0.02151477,8.977083,5.705258E-5,509126.4,509126.4
4.979443E-9,15.31015,-5.068933E13,1868.494,1868.494,8.80528E-4,1.0,0.8896253,0.007392632,3.986986E-5,0.005022221,2.246499E-8,6.941445E-5,0.01059604,0.01112066,4.161472E-4,1.250883E-5,1.29072E-4,7.842905E-4,0.00677348,0.01173106,0.005075073,3.451621E-6,1.645945E-6,1.746249E-5,4.825355E-6,3.463161E-5,0.007494071,9.54985E-8,0.005099512,1.634773E-5,8.134395E-4,0.003718855,8.609341E-6,3.788697E-7,1.70992E-10,1.840598E-6,9.450502E-11,1.17628E-7,3.014389E-10,1.239694E-12,4.592747E-5,4.501255E-5,0.003539634,7.859438E-5,8.459092E-4,7.480849E-5,0.0029943,0.003794859,1.212564E-5,2.362008E-14,7.889587E-18,1.118167E-5,1.715788E-5,0.002909801,8.752969E-4,0.01869639,8.818067,5.751268E-5,500108.0,500108.0
6.363415E-9,15.27145,-3.976356E13,1852.817,1852.817,8.80528E-4,1.0,0.8845265,0.008049528,5.815956E-5,0.005935127,3.789964E-8,9.481489E-5,0.01128083,0.01273719,5.198674E-4,2.037178E-5,1.914343E-4,9.608109E-4,0.006789931,0.01253916,0.00562932,5.229281E-6,2.206155E-6,2.457548E-5,6.301787E-6,4.940422E-5,0.007481775,1.917019E-7,0.005404316,2.33883E-5,7.661271E-4,0.004309985,1.421487E-5,5.156824E-7,3.002712E-10,2.632643E-6,1.902309E-10,2.190711E-7,7.124818E-10,2.466923E-12,6.739826E-5,3.729894E-5,0.003586625,1.087831E-4,8.895226E-4,6.079896E-5,0.003107945,0.003764936,1.677583E-5,7.32722E-14,3.34672E-17,8.496892E-6,1.279805E-5,0.002481679,6.868733E-4,0.01768169,8.766242,5.765844E-5,497168.7,497168.7
7.600941E-9,15.24456,-3.317123E13,1841.464,1841.464,8.80528E-4,1.0,0.8807767,0.00847009,7.669833E-5,0.006743882,5.585767E-8,1.181933E-4,0.0117171,0.01408602,6.115812E-4,2.894503E-5,2.515404E-4,0.001097143,0.006718934,0.01312287,0.006017276,6.962925E-6,2.738026E-6,3.126249E-5,7.559265E-6,6.342639E-5,0.007364853,3.150627E-7,0.005608944,3.001495E-5,7.315041E-4,0.004754154,2.006588E-5,6.48761E-7,4.55456E-10,3.382651E-6,3.11116E-10,3.382642E-7,1.310502E-9,4.078823E-12,8.783099E-5,3.260871E-5,0.003605019,1.360354E-4,9.176459E-4,5.219669E-5,0.003177571,0.003741451,2.106551E-5,1.664917E-13,9.350056E-17,7.001867E-6,1.029512E-5,0.002196375,5.703396E-4,0.01690946,8.7279,5.776016E-5,494994.2,494994.2
8.675524E-9,15.22554,-2.888883E13,1833.056,1833.056,8.80528E-4,1.0,0.8779542,0.008741136,9.443801E-5,0.007442837,7.498158E-8,1.388459E-4,0.01199764,0.0151997,6.907535E-4,3.755611E-5,3.059502E-4,0.001201048,0.006618768,0.01355886,0.006291965,8.545755E-6,3.224273E-6,3.724018E-5,8.60661E-6,7.602185E-5,0.007214974,4.539547E-7,0.005751418,3.592318E-5,7.061945E-4,0.005091472,2.567295E-5,7.747809E-7,6.224321E-10,4.056296E-6,4.450975E-10,4.632105E-7,2.044928E-9,5.944084E-12,1.061841E-4,2.953728E-5,0.003611917,1.595784E-4,9.365526E-4,4.65425E-5,0.003222442,0.003722849,2.484197E-5,3.064764E-13,1.984866E-16,6.088095E-6,8.7325E-6,0.001997813,4.937638E-4,0.0163158,8.698898,5.783228E-5,493349.4,493349.4
1.029682E-8,15.20261,-2.403545E13,1822.257,1822.257,8.80528E-4,1.0,0.8742549,0.009025693,1.240354E-4,0.008490654,1.106701E-7,1.70429E-4,0.01229009,0.01679558,8.093229E-4,5.256377E-5,3.904053E-4,0.001335673,0.006427931,0.0141293,0.006622054,1.102405E-5,4.000988E-6,4.645234E-5,1.011732E-5,9.547118E-5,0.006938547,7.242058E-7,0.005922568,4.497487E-5,6.744623E-4,0.005535165,3.487884E-5,9.86843E-7,9.33408E-10,5.099272E-6,7.01105E-10,6.881356E-7,3.595978E-9,9.71269E-12,1.34492E-4,2.60154E-5,0.003614326,1.945218E-4,9.583563E-4,4.006355E-5,0.003271735,0.003697168,3.056694E-5,6.743121E-13,5.178411E-16,5.110318E-6,7.031367E-6,0.001757891,4.06469E-4,0.01552395,8.660693,5.791951E-5,491182.6,491182.6
1.17296E-8,15.18677,-2.081305E13,1814.15,1814.15,8.80528E-4,1.0,0.8714101,0.009182833,1.529601E-4,0.009406842,1.496564E-7,1.986192E-4,0.01244734,0.01813222,9.128614E-4,6.779192E-5,4.661959E-4,0.001435483,0.006237036,0.01456982,0.006847776,1.326772E-5,4.729782E-6,5.470196E-5,1.139194E-5,1.128651E-4,0.006666122,1.027668E-6,0.006041897,5.300931E-5,6.513327E-4,0.00587623,4.360472E-5,1.199139E-6,1.268917E-9,6.037777E-6,9.836118E-10,9.215937E-7,5.468463E-9,1.414248E-11,1.597623E-4,2.363673E-5,0.003612647,2.245875E-4,9.728142E-4,3.571261E-5,0.003302468,0.003676361,3.560608E-5,1.224842E-12,1.05933E-15,4.494676E-6,5.947518E-6,0.001588377,3.484204E-4,0.01490592,8.631157,5.797993E-5,489507.5,489507.5
1.33509E-8,15.17265,-1.796878E13,1806.214,1806.214,8.80528E-4,1.0,0.8685572,0.009281528,1.887247E-4,0.01042792,2.028868E-7,2.307067E-4,0.01253747,0.01957061,0.001028034,8.716334E-5,5.521255E-4,0.001529994,0.006009399,0.01501564,0.00704554,1.583192E-5,5.600712E-6,6.407917E-5,1.277626E-5,1.325437E-4,0.006343613,1.447652E-6,0.006150732,6.204646E-5,6.292695E-4,0.006217201,5.398316E-5,1.470365E-6,1.718442E-9,7.109627E-6,1.36944E-9,1.222499E-6,8.21665E-9,2.058623E-11,1.882904E-4,2.149321E-5,0.003609093,2.575116E-4,9.852915E-4,3.183069E-5,0.003327123,0.003654531,4.124319E-5,2.208686E-12,2.130566E-15,3.9714E-6,5.023673E-6,0.001430751,2.972798E-4,0.01427938,8.601398,5.80339E-5,487819.8,487819.8
1.458235E-8,15.16406,-1.621766E13,1800.889,1800.889,8.80528E-4,1.0,0.8665995,0.009313453,2.179691E-4,0.01118954,2.501648E-7,2.551541E-4,0.01255623,0.02061487,0.001113728,1.033298E-4,6.169719E-4,0.001590474,0.005833646,0.01532505,0.007162985,1.778046E-5,6.293569E-6,7.119251E-5,1.379225E-5,1.473693E-4,0.006095727,1.82231E-6,0.006219144,6.882848E-5,6.147501E-4,0.00645022,6.213757E-5,1.699676E-6,2.10986E-9,7.926415E-6,1.710825E-9,1.475403E-6,1.078206E-8,2.661886E-11,2.097348E-4,2.014343E-5,0.003606032,2.816802E-4,9.92679E-4,2.941592E-5,0.003340486,0.00363898,4.545982E-5,3.292008E-12,3.404004E-15,3.656959E-6,4.470918E-6,0.001329387,2.659008E-4,0.01384601,8.580896,5.806676E-5,486657.0,486657.0
1.58221E-8,15.15693,-1.472341E13,1796.034,1796.034,8.80528E-4,1.0,0.8647804,0.009316381,2.491585E-4,0.0119421,3.039975E-7,2.797981E-4,0.01253984,0.02162692,0.001198169,1.208125E-4,6.815577E-4,0.001642758,0.005657124,0.01561585,0.007257878,1.973219E-5,7.017075E-6,7.832136E-5,1.478815E-5,1.621132E-4,0.005847565,2.248495E-6,0.006278174,7.555864E-5,6.016677E-4,0.006665897,7.052457E-5,1.951609E-6,2.547679E-9,8.748359E-6,2.097745E-9,1.749836E-6,1.380191E-8,3.378797E-11,2.310133E-4,1.896684E-5,0.00360295,3.05258E-4,9.98684E-4,2.733639E-5,0.003350301,0.003624109,4.963735E-5,4.750389E-12,5.220104E-15,3.391984E-6,4.009162E-6,0.001239916,2.392216E-4,0.01344107,8.561787,5.809407E-5,485573.3,485573.3
1.71182E-8,15.15084,-1.338885E13,1791.419,1791.419,8.80528E-4,1.0,0.8630183,0.009294515,2.835718E-4,0.01271197,3.671785E-7,3.055724E-4,0.0124912,0.02264527,0.001284259,1.403222E-4,7.480911E-4,0.001689251,0.005474912,0.01590108,0.007336132,2.175394E-5,7.799928E-6,8.572106E-5,1.580373E-5,1.77274E-4,0.005592238,2.746528E-6,0.006331232,8.247186E-5,5.893274E-4,0.006873949,7.943505E-5,2.238086E-6,3.052425E-9,9.605312E-6,2.54967E-9,2.056651E-6,1.744286E-8,4.256041E-11,2.528368E-4,1.789124E-5,0.003599852,3.290951E-4,0.001003707,2.546079E-5,0.0033574,0.003609314,5.392507E-5,6.750311E-12,7.842989E-15,3.156792E-6,3.604563E-6,0.001157398,2.1549E-4,0.01304694,8.543224,5.811744E-5,484520.5,484520.5
1.884954E-8,15.14448,-1.18903E13,1785.877,1785.877,8.80528E-4,1.0,0.860855,0.009234676,3.322935E-4,0.01371106,4.628759E-7,3.39988E-4,0.01238519,0.023946,0.001395444,1.682311E-4,8.350798E-4,0.001739982,0.005237474,0.01625681,0.00741317,2.441396E-5,8.885306E-6,9.549587E-5,1.712461E-5,1.970423E-4,0.005260902,3.494463E-6,0.006390923,9.148816E-5,5.745499E-4,0.007128168,9.149258E-5,2.658081E-6,3.801723E-9,1.074364E-5,3.23085E-9,2.495902E-6,2.30967E-8,5.649891E-11,2.811894E-4,1.664794E-5,0.003595953,3.596561E-4,0.001008798,2.332895E-5,0.003362823,0.003590626,5.951713E-5,1.033665E-11,1.280974E-14,2.892706E-6,3.159084E-6,0.001061411,1.889764E-4,0.01256069,8.520367,5.814182E-5,483224.2,483224.2
1.977573E-8,15.14179,-1.119646E13,1783.164,1783.164,8.80528E-4,1.0,0.8597759,0.009191466,3.595931E-4,0.01423099,5.194696E-7,3.583832E-4,0.01231251,0.02461532,0.001453024,1.839771E-4,8.80632E-4,0.001762403,0.005113895,0.01643681,0.007443581,2.581435E-5,9.483446E-6,1.006652E-4,1.78163E-5,2.073639E-4,0.005089147,3.932639E-6,0.006418499,9.620239E-5,5.673027E-4,0.00725448,9.798945E-5,2.900368E-6,4.237824E-9,1.134873E-5,3.632472E-9,2.743724E-6,2.649753E-8,6.507673E-11,2.959386E-4,1.605666E-5,0.003593957,3.754159E-4,0.00101089,2.233064E-5,0.003364149,0.003581087,6.244283E-5,1.275694E-11,1.630136E-14,2.769815E-6,2.955991E-6,0.001015629,1.767568E-4,0.0123172,8.508937,5.815218E-5,482575.9,482575.9
2.153771E-8,15.13778,-1.004289E13,1778.418,1778.418,8.80528E-4,1.0,0.857854,0.009093129,4.137824E-4,0.01519094,6.376507E-7,3.933358E-4,0.01214935,0.02584049,0.00155875,2.153909E-4,9.652614E-4,0.00179713,0.00488626,0.01676208,0.007484333,2.842957E-5,1.065275E-5,1.103719E-4,1.910681E-5,2.264713E-4,0.004774215,4.837255E-6,0.006464075,1.049527E-4,5.545465E-4,0.007478654,1.103929E-4,3.395128E-6,5.135358E-9,1.24911E-5,4.469983E-9,3.237942E-6,3.369675E-8,8.37191E-11,3.231242E-4,1.504689E-5,0.003590241,4.043001E-4,0.001013868,2.065156E-5,0.003364181,0.003563742,6.787993E-5,1.848957E-11,2.489699E-14,2.563596E-6,2.622763E-6,9.373945E-4,1.565332E-4,0.01188205,8.488535,5.816756E-5,481418.9,481418.9
2.292856E-8,15.1355,-9.259751E12,1775.008,1775.008,8.80528E-4,1.0,0.8564444,0.009004223,4.585416E-4,0.01592107,7.407272E-7,4.208811E-4,0.01200163,0.02676528,0.001638592,2.414458E-4,0.001030116,0.001818057,0.004713871,0.01700473,0.007503233,3.04456E-5,1.160299E-5,1.179086E-4,2.010446E-5,2.410415E-4,0.004537151,5.614789E-6,0.00649469,1.116549E-4,5.452767E-4,0.00764244,1.201926E-4,3.816803E-6,5.906788E-9,1.338399E-5,5.200747E-9,3.647599E-6,4.005552E-8,1.00725E-10,3.437333E-4,1.433897E-5,0.003587287,4.261211E-4,0.001015436,1.949541E-5,0.003362262,0.003550733,7.205257E-5,2.420347E-11,3.38107E-14,2.421533E-6,2.399697E-6,8.826076E-4,1.428792E-4,0.01156174,8.473539,5.817633E-5,480568.4,480568.4
2.469874E-8,15.13352,-8.394052E12,1771.039,1771.039,8.80528E-4,1.0,0.8547705,0.008881137,5.178824E-4,0.0168146,8.844033E-7,4.558766E-4,0.01179471,0.02789153,0.001735535,2.760729E-4,0.001110117,0.001837547,0.004504047,0.01729779,0.007513598,3.294676E-5,1.284443E-5,1.273334E-4,2.135051E-5,2.589089E-4,0.004250572,6.681295E-6,0.006528058,1.199234E-4,5.343143E-4,0.007836325,1.326366E-4,4.39272E-6,6.969136E-9,1.450834E-5,6.222327E-9,4.191724E-6,4.900686E-8,1.25498E-10,3.688349E-4,1.35312E-5,0.003583353,4.527033E-4,0.001016605,1.819891E-5,0.00335778,0.003534968,7.721285E-5,3.322012E-11,4.839787E-14,2.261699E-6,2.156096E-6,8.202669E-4,1.278689E-4,0.01118006,8.455695,5.818394E-5,479556.4,479556.4
2.659536E-8,15.13235,-7.598952E12,1767.183,1767.183,8.80528E-4,1.0,0.8531084,0.008741251,5.842192E-4,0.01772753,1.053756E-6,4.93294E-4,0.01155496,0.02903895,0.001833597,3.148269E-4,0.001192662,0.001850779,0.004291145,0.01759443,0.007511002,3.554433E-5,1.421122E-5,1.372188E-4,2.265947E-5,2.771995E-4,0.003962368,7.913847E-6,0.006558093,1.284617E-4,5.2343E-4,0.008028265,1.458948E-4,5.057736E-6,8.207851E-9,1.569752E-5,7.434125E-9,4.800455E-6,5.965321E-8,1.561825E-10,3.942979E-4,1.276188E-5,0.003578746,4.797842E-4,0.001017006,1.698782E-5,0.003350879,0.003518975,8.255909E-5,4.534457E-11,6.877277E-14,2.111494E-6,1.935154E-6,7.611665E-4,1.141729E-4,0.01079965,8.437942,5.818847E-5,478549.5,478549.5
2.80705E-8,15.13199,-7.058113E12,1764.431,1764.431,8.80528E-4,1.0,0.8518988,0.008629152,6.37651E-4,0.01840611,1.196362E-6,5.223426E-4,0.01135883,0.02989157,0.001905762,3.460357E-4,0.001254617,0.001856365,0.004133917,0.01781409,0.007501137,3.750551E-5,1.52984E-5,1.447542E-4,2.366097E-5,2.908148E-4,0.003751465,8.932339E-6,0.006578081,1.348787E-4,5.154813E-4,0.008167649,1.561311E-4,5.608601E-6,9.243558E-9,1.661123E-5,8.463138E-9,5.290656E-6,6.867759E-8,1.831858E-10,4.130716E-4,1.222115E-5,0.003574771,4.99903E-4,0.001016808,1.615096E-5,0.003344262,0.003507124,8.659069E-5,5.67532E-11,8.856135E-14,2.006989E-6,1.786426E-6,7.198407E-4,1.049148E-4,0.01052188,8.425,5.818984E-5,477815.5,477815.5
2.95035E-8,15.13203,-6.587195E12,1761.94,1761.94,8.80528E-4,1.0,0.8507862,0.008518943,6.909936E-4,0.01903937,1.343865E-6,5.505186E-4,0.01116233,0.03068836,0.00197249,3.771616E-4,0.001312952,0.001858364,0.00398799,0.01801909,0.007486225,3.936141E-5,1.637323E-5,1.519465E-4,2.462131E-5,3.035342E-4,0.003557393,9.968273E-6,0.006595125,1.409304E-4,5.081326E-4,0.008295665,1.65998E-4,6.17133E-6,1.03106E-8,1.74895E-5,9.537369E-9,5.779703E-6,7.805697E-8,2.121765E-10,4.304489E-4,1.173728E-5,0.00357051,5.186997E-4,0.001016253,1.54124E-5,0.003336949,0.003496067,9.040467E-5,6.966273E-11,1.115338E-13,1.914165E-6,1.657985E-6,6.830424E-4,9.689813E-5,0.01026569,8.413084,5.818967E-5,477139.7,477139.7
3.131751E-8,15.13256,-6.056436E12,1759.018,1759.018,8.80528E-4,1.0,0.8494579,0.008379111,7.604169E-4,0.01980514,1.543018E-6,5.861299E-4,0.01090754,0.03165494,0.002052307,4.175961E-4,0.001384241,0.001856667,0.003812543,0.01826777,0.007461229,4.164222E-5,1.77584E-5,1.608726E-4,2.582091E-5,3.189312E-4,0.003326458,1.134034E-5,0.006613851,1.483425E-4,4.992916E-4,0.008448347,1.783656E-4,6.921862E-6,1.174811E-8,1.858825E-5,1.100573E-8,6.415466E-6,9.078019E-8,2.529449E-10,4.512459E-4,1.117564E-5,0.00356447,5.41496E-4,0.001015108,1.456749E-5,0.003326619,0.003482668,9.509335E-5,8.881955E-11,1.465565E-13,1.807195E-6,1.514451E-6,6.405776E-4,8.792027E-5,0.009958865,8.398839,5.818765E-5,476331.8,476331.8
3.276503E-8,15.13329,-5.677745E12,1756.852,1756.852,8.80528E-4,1.0,0.8484562,0.008268209,8.172347E-4,0.02038821,1.71167E-6,6.145053E-4,0.01070101,0.03239438,0.002112378,4.506079E-4,0.001439136,0.001852355,0.003679675,0.01845823,0.007437314,4.340844E-5,1.888204E-5,1.678549E-4,2.67664E-5,3.306655E-4,0.003153511,1.247982E-5,0.006626845,1.540655E-4,4.925647E-4,0.008563402,1.881275E-4,7.550697E-6,1.296533E-8,1.94548E-5,1.22669E-8,6.935095E-6,1.016007E-7,2.888668E-10,4.668969E-4,1.076321E-5,0.003559081,5.589314E-4,0.001013887,1.395558E-5,0.003317638,0.003472421,9.872754E-5,1.065453E-10,1.797932E-13,1.729151E-6,1.412872E-6,6.095854E-4,8.155763E-5,0.009726786,8.388087,5.818482E-5,475722.0,475722.0
3.469937E-8,15.13465,-5.224418E12,1754.161,1754.161,8.80528E-4,1.0,0.8471908,0.008122025,8.949821E-4,0.02112983,1.950144E-6,6.523715E-4,0.01042263,0.03334096,0.002187819,4.956398E-4,0.001509824,0.001843067,0.003511519,0.01870265,0.007401035,4.569622E-5,2.040704E-5,1.769954E-4,2.801507E-5,3.456042E-4,0.002937313,1.405815E-5,0.006641929,1.614594E-4,4.839777E-4,0.008708716,2.010145E-4,8.43145E-6,1.469007E-8,2.059905E-5,1.408001E-8,7.64505E-6,1.169635E-7,3.417497E-10,4.86538E-4,1.025526E-5,0.003551031,5.812479E-4,0.001011892,1.321189E-5,0.003304768,0.003459299,1.034422E-4,1.338865E-10,2.323647E-13,1.633605E-6,1.292239E-6,5.71661E-4,7.39958E-5,0.009432671,8.374492,5.817961E-5,474951.0,474951.0
3.684595E-8,15.13656,-4.781176E12,1751.42,1751.42,8.80528E-4,1.0,0.8458751,0.007963584,9.835041E-4,0.02190452,2.231734E-6,6.943299E-4,0.01011291,0.03433927,0.002265346,5.466912E-4,0.001584835,0.001828739,0.003336785,0.01896149,0.007356345,4.814135E-5,2.21284E-5,1.868923E-4,2.93828E-5,3.61225E-4,0.002716206,1.587561E-5,0.0066561,1.693416E-4,4.749283E-4,0.008859839,2.150946E-4,9.46153E-6,1.673708E-8,2.185111E-5,1.626874E-8,8.451874E-6,1.351903E-7,4.072112E-10,5.066874E-4,9.74196E-6,0.003540906,6.047827E-4,0.001009261,1.247151E-5,0.003289502,0.003445444,1.084941E-4,1.69501E-10,3.028338E-13,1.537692E-6,1.175375E-6,5.336414E-4,6.666969E-5,0.009125686,8.360345,5.817225E-5,474148.6,474148.6
