Time_Soln#20 (sec),Volume_Soln#20 (cm3),Volumetric_heat_production_rate_Soln#20 (erg/cm3-sec),Surface_temperature_Soln#20 (K),Temperature_Soln#20 (K),Mass_Soln#20 (g),Pressure_Soln#20 (atm),Mole_fraction_H2_Soln#20 (),Mole_fraction_H_Soln#20 (),Mole_fraction_CH4_Soln#20 (),Mole_fraction_CH3_Soln#20 (),Mole_fraction_C2H6_Soln#20 (),Mole_fraction_C2H5_Soln#20 (),Mole_fraction_C2H4_Soln#20 (),Mole_fraction_C2H3_Soln#20 (),Mole_fraction_C2H2_Soln#20 (),Mole_fraction_C3H8_Soln#20 (),Mole_fraction_IC3H7_Soln#20 (),Mole_fraction_NC3H7_Soln#20 (),Mole_fraction_C3H6_Soln#20 (),Mole_fraction_C3H5-A_Soln#20 (),Mole_fraction_C3H4-P_Soln#20 (),Mole_fraction_C3H4-A_Soln#20 (),Mole_fraction_C3H3_Soln#20 (),Mole_fraction_NC4H10_Soln#20 (),Mole_fraction_PC4H9_Soln#20 (),Mole_fraction_IC4H10_Soln#20 (),Mole_fraction_C4H8-1_Soln#20 (),Mole_fraction_C4H8-2_Soln#20 (),Mole_fraction_C4H71-3_Soln#20 (),Mole_fraction_C4H6_Soln#20 (),Mole_fraction_C4H5_Soln#20 (),Mole_fraction_C4H4_Soln#20 (),Mole_fraction_C4H2_Soln#20 (),Mole_fraction_C6H6_Soln#20 (),Mole_fraction_FULVENE_Soln#20 (),Mole_fraction_C5H6_Soln#20 (),Mole_fraction_C10H8_Soln#20 (),Mole_fraction_NC5H12_Soln#20 (),Mole_fraction_NC5H11_Soln#20 (),Mole_fraction_NC5H10_Soln#20 (),Mole_fraction_LC5H8_Soln#20 (),Mole_fraction_NC6H12_Soln#20 (),Mole_fraction_NC7H15_Soln#20 (),Mole_fraction_NC7H14_Soln#20 (),Mole_fraction_C7H8_Soln#20 (),Mole_fraction_C7H7_Soln#20 (),Mole_fraction_C6H5C2H_Soln#20 (),Mole_fraction_C12H8_Soln#20 (),Mole_fraction_C14H10_Soln#20 (),Mole_fraction_C16H10_Soln#20 (),Mole_fraction_BIN1B_Soln#20 (),Mole_fraction_NC10H21_Soln#20 (),Mole_fraction_NC12H25_Soln#20 (),Mole_fraction_NC12H26_Soln#20 (),Mole_fraction_NC16H34_Soln#20 (),Mole_fraction_NC10H20_Soln#20 (),Molecular_weight_Soln#20 (g/mole),Mass_density_Soln#20 (g/cm3),Unburned_hydrocarbons_Soln#20 (ppm),Volatile_organic_compounds_Soln#20 (ppm)
0.0,15.7,-1.666713E14,1950.0,1950.0,9.256833E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,5.896072E-5,535064.1,535064.1
3.591311E-13,15.69993,-1.670302E14,1949.985,1949.985,9.256833E-4,1.0,0.951457,1.392723E-9,3.924242E-16,1.073468E-9,1.727121E-13,4.682236E-7,2.969359E-9,2.75558E-12,9.687215E-16,9.511087E-14,3.328185E-12,4.680057E-7,3.985442E-9,4.099813E-7,2.804852E-15,7.104631E-14,1.011836E-17,5.977732E-14,4.684689E-7,3.500191E-27,1.82126E-9,2.592613E-14,4.098844E-7,7.783489E-11,3.82332E-20,1.421166E-18,4.612751E-19,2.178038E-17,6.141851E-27,9.728892E-24,8.567201E-29,4.646696E-18,7.577023E-7,1.770747E-9,7.509611E-18,3.49898E-10,1.792857E-6,1.326324E-9,0.004080996,1.041999E-10,2.425247E-33,4.250939E-47,1.66021E-21,1.055791E-46,3.370858E-40,4.02271E-7,8.284677E-7,0.01103215,0.006638841,0.02678487,9.434397,5.896098E-5,535062.5,535062.5
2.464541E-11,15.69562,-1.873747E14,1948.94,1948.94,9.256833E-4,1.0,0.9512082,5.539905E-6,1.072694E-10,4.569475E-6,9.613093E-10,4.081118E-5,1.252424E-5,1.406134E-8,6.420038E-12,5.205633E-10,1.814645E-8,3.974839E-5,1.696274E-5,2.796992E-5,1.76647E-11,3.367774E-10,2.647074E-12,3.377675E-10,4.157687E-5,4.151953E-18,7.708279E-6,1.34605E-10,2.75224E-5,3.602752E-7,1.286521E-14,1.829554E-13,2.151217E-15,3.852563E-12,8.079369E-20,1.619671E-16,1.241201E-21,2.102724E-12,4.714072E-5,7.503795E-6,2.031439E-11,1.459451E-6,1.030641E-4,5.572125E-6,0.004079921,7.154973E-9,5.9053E-26,1.146502E-34,8.047608E-18,2.305745E-36,6.226272E-33,2.497593E-5,4.699292E-5,0.01095129,0.006564519,0.02672651,9.431929,5.897718E-5,534922.5,534922.5
1.807715E-10,15.67553,-2.193448E14,1940.91,1940.91,9.256833E-4,1.0,0.9485032,1.776398E-4,2.733146E-8,1.406877E-4,8.197642E-8,5.072336E-4,3.693716E-4,9.608571E-7,9.314694E-10,4.409532E-8,1.42986E-6,4.588672E-4,5.152804E-4,1.979223E-4,1.785277E-9,1.824245E-8,8.674677E-10,2.874068E-8,4.994793E-4,8.071279E-14,2.29774E-4,9.719703E-9,1.767937E-4,1.727272E-5,2.470007E-11,6.046872E-11,1.078212E-13,1.014982E-9,1.615209E-16,3.01882E-13,3.097681E-18,2.379294E-9,1.741437E-4,2.230836E-4,2.474544E-8,4.129893E-5,3.016488E-4,1.606825E-4,0.004068262,5.746342E-8,4.240361E-22,9.200058E-29,9.386422E-16,5.213964E-31,3.78577E-29,8.84119E-5,1.288746E-4,0.01045551,0.006119244,0.02641923,9.405106,5.905277E-5,533401.3,533401.3
5.187939E-10,15.6429,-1.817856E14,1924.412,1924.412,9.256833E-4,1.0,0.9424046,6.832508E-4,3.247806E-7,5.088673E-4,7.908079E-7,0.001599372,0.001301829,8.039186E-6,1.614744E-8,4.807467E-7,1.268356E-5,0.001377783,0.001818307,5.299909E-4,1.687104E-8,1.41793E-7,1.430941E-8,2.768523E-7,0.001495194,9.012395E-12,8.037561E-4,9.225179E-8,3.960524E-4,1.119429E-4,1.683996E-9,1.016019E-9,7.652388E-13,1.283668E-8,6.725815E-15,1.393737E-11,1.575387E-16,7.654631E-8,1.672903E-4,7.634306E-4,4.848092E-7,1.405424E-4,2.739603E-4,5.449161E-4,0.004041878,2.182729E-7,6.226323E-20,1.147417E-25,2.361364E-14,6.090454E-28,1.099657E-26,7.975867E-5,1.105627E-4,0.009568774,0.005352882,0.02587449,9.344612,5.917594E-5,529970.4,529970.4
1.463908E-9,15.57134,-1.148512E14,1891.575,1891.575,9.256833E-4,1.0,0.9305998,0.001873455,2.522097E-6,0.001273137,5.561723E-6,0.003709109,0.003215199,4.435041E-5,2.406475E-7,4.586493E-6,7.794283E-5,0.002996401,0.004270529,0.001277229,1.055635E-7,9.382948E-7,1.520136E-7,2.070939E-6,0.003248597,5.133206E-10,0.001882338,7.423405E-7,6.62017E-4,5.251666E-4,6.425747E-8,1.084978E-8,4.655716E-12,1.110659E-7,2.501472E-13,5.88562E-10,5.360333E-15,1.325751E-6,1.12449E-4,0.001689387,4.834976E-6,3.24964E-4,1.854474E-4,0.00122992,0.003989962,1.013249E-6,8.794373E-18,1.437665E-22,5.309109E-13,6.08265E-25,3.838974E-24,4.842647E-5,6.865328E-5,0.007940827,0.00403759,0.0246631,9.227372,5.944788E-5,523321.3,523321.3
4.155499E-9,15.44471,-5.536164E13,1840.577,1840.577,9.256833E-4,1.0,0.913053,0.004036809,1.530206E-5,0.002701585,3.000301E-5,0.006770762,0.006688353,1.590211E-4,2.765397E-6,3.844916E-5,3.26854E-4,0.004782868,0.007634124,0.002658841,4.840061E-7,5.315115E-6,9.543238E-7,1.303223E-5,0.005146685,1.807546E-8,0.003343785,5.182415E-6,7.600472E-4,0.001658299,1.355002E-6,6.908224E-8,3.228407E-11,7.48205E-7,8.83093E-12,1.819236E-8,1.283206E-13,1.372672E-5,6.082446E-5,0.002711105,3.248824E-5,5.69453E-4,9.956886E-5,0.00207372,0.00390777,5.062523E-6,1.224563E-15,1.690359E-19,9.486847E-12,5.539756E-22,1.113713E-21,2.176163E-5,3.171523E-5,0.005745597,0.002472988,0.02238314,9.052213,5.993531E-5,513387.3,513387.3
7.684473E-9,15.35249,-3.249028E13,1804.628,1804.628,9.256833E-4,1.0,0.9008238,0.005566381,4.221552E-5,0.004255387,7.264923E-5,0.008713133,0.01007361,2.990326E-4,1.0435E-5,1.193586E-4,6.233027E-4,0.005361831,0.009777722,0.003725205,1.106143E-6,1.357105E-5,2.19305E-6,3.560627E-5,0.005651536,1.231867E-7,0.00422318,1.46597E-5,7.121701E-4,0.002716984,6.032039E-6,1.747544E-7,1.288688E-10,2.042014E-6,6.129858E-11,1.094747E-7,7.82257E-13,4.343001E-5,4.019541E-5,0.003177369,8.487464E-5,7.106843E-4,6.349991E-5,0.002530721,0.003842592,1.244321E-5,2.335736E-14,9.178605E-18,4.604644E-11,3.012776E-20,2.668399E-20,1.251576E-5,1.809218E-5,0.004440462,0.001673913,0.02045462,8.928726,6.029533E-5,506383.8,506383.8
1.218438E-8,15.28558,-2.080491E13,1776.386,1776.386,9.256833E-4,1.0,0.8909376,0.006539351,9.133722E-5,0.006208984,1.346715E-4,0.009941045,0.0137376,4.756612E-4,2.747224E-5,2.557635E-4,9.081838E-4,0.00532602,0.01143018,0.004525992,2.07721E-6,2.611645E-5,3.709857E-6,7.178482E-5,0.005421022,4.854294E-7,0.004825571,2.976013E-5,6.558668E-4,0.003662955,1.59858E-5,3.676219E-7,3.941995E-10,4.061115E-6,2.363047E-10,3.731749E-7,3.097674E-12,9.260785E-5,2.94807E-5,0.003441104,1.603402E-4,8.033189E-4,4.412743E-5,0.002824853,0.003781733,2.320934E-5,2.188254E-13,1.601145E-16,1.42383E-10,5.761041E-19,2.677364E-19,8.32081E-6,1.152167E-5,0.003542893,0.001189888,0.01871354,8.827463,6.055927E-5,500640.9,500640.9
1.641265E-8,15.24844,-1.520471E13,1758.152,1758.152,9.256833E-4,1.0,0.8842566,0.006940381,1.520508E-4,0.008040941,1.966445E-4,0.01045191,0.0167746,6.413502E-4,5.085741E-5,3.985407E-4,0.001096317,0.005045127,0.01254086,0.004971419,3.167482E-6,3.8809E-5,5.036175E-6,1.091515E-4,0.004944667,1.138852E-6,0.005171722,4.518107E-5,6.195474E-4,0.004327224,2.810154E-5,6.366624E-7,8.116473E-10,6.125538E-6,5.399791E-10,7.776169E-7,7.667608E-12,1.434138E-4,2.421992E-5,0.003584078,2.319333E-4,8.543933E-4,3.458035E-5,0.002988718,0.003735311,3.364849E-5,9.229997E-13,9.326615E-16,2.876925E-10,3.722744E-18,1.150985E-18,6.482748E-6,8.52353E-6,0.003013834,9.323776E-4,0.01745579,8.758131,6.070676E-5,496708.8,496708.8
2.124777E-8,15.22279,-1.135839E13,1742.714,1742.714,9.256833E-4,1.0,0.8783178,0.007073664,2.377606E-4,0.01007341,2.695212E-4,0.01060029,0.01986926,8.249437E-4,8.585568E-5,5.651839E-4,0.001241511,0.00464144,0.01354879,0.00526947,4.609006E-6,5.360584E-5,6.460404E-6,1.525961E-4,0.004340179,2.318139E-6,0.005438063,6.301193E-5,5.900027E-4,0.004929084,4.393387E-5,1.073995E-6,1.497616E-9,8.548545E-6,1.077227E-9,1.411891E-6,1.703445E-11,2.018848E-4,2.043862E-5,0.003698741,3.103481E-4,8.920094E-4,2.787724E-5,0.003112034,0.003690096,4.532882E-5,3.14685E-12,4.015777E-15,5.19494E-10,1.807512E-17,3.986042E-18,5.263899E-6,6.519555E-6,0.002590711,7.425237E-4,0.0162866,8.695856,6.080903E-5,493176.8,493176.8
2.276233E-8,15.21722,-1.047204E13,1738.693,1738.693,9.256833E-4,1.0,0.8767173,0.007071316,2.679442E-4,0.01068736,2.925812E-4,0.01058246,0.02076569,8.802374E-4,9.848774E-5,6.167736E-4,0.001275034,0.004511253,0.01382646,0.005331374,5.099372E-6,5.822448E-5,6.890782E-6,1.660087E-4,0.004154256,2.786426E-6,0.005503453,6.852E-5,5.824104E-4,0.005092998,4.916683E-5,1.241855E-6,1.758489E-9,9.308391E-6,1.290571E-9,1.644528E-6,2.111662E-11,2.197538E-4,1.952785E-5,0.00372846,3.338479E-4,9.009047E-4,2.630561E-5,0.003141692,0.00367726,4.887701E-5,4.341423E-12,5.857811E-15,6.061718E-10,2.735613E-17,5.529702E-18,4.982595E-6,6.061781E-6,0.002483556,6.968348E-4,0.01596338,8.67897,6.083131E-5,492219.2,492219.2
2.435078E-8,15.21232,-9.656306E12,1734.803,1734.803,9.256833E-4,1.0,0.8751446,0.0070532,3.012048E-4,0.01131711,3.16838E-4,0.01053909,0.02167153,9.368251E-4,1.125258E-4,6.702499E-4,0.001305115,0.004375598,0.0141025,0.005384072,5.631931E-6,6.304073E-5,7.335493E-6,1.798841E-4,0.003964074,3.328156E-6,0.005565185,7.42291E-5,5.750556E-4,0.005254811,5.474903E-5,1.434193E-6,2.055622E-9,1.010271E-5,1.538616E-9,1.904373E-6,2.608148E-11,2.381317E-4,1.867004E-5,0.003757285,3.578994E-4,9.091327E-4,2.484648E-5,0.003169332,0.003664379,5.253056E-5,5.934412E-12,8.436436E-15,7.040684E-10,4.0927E-17,7.606666E-18,4.721644E-6,5.640888E-6,0.002380908,6.540055E-4,0.01564241,8.662339,6.08509E-5,491276.0,491276.0
2.612666E-8,15.20783,-8.858335E12,1730.8,1730.8,9.256833E-4,1.0,0.8735001,0.00701777,3.402524E-4,0.01200267,3.44022E-4,0.0104654,0.02264468,9.98246E-4,1.291259E-4,7.291174E-4,0.001333242,0.004226233,0.01439496,0.005430365,6.248282E-6,6.838182E-5,7.825457E-6,1.951169E-4,0.003758517,3.994288E-6,0.00562716,8.051638E-5,5.674416E-4,0.005424874,6.10766E-5,1.669123E-6,2.416315E-9,1.098611E-5,1.846266E-9,2.212973E-6,3.253213E-11,2.581683E-4,1.780874E-5,0.003787037,3.840551E-4,9.171933E-4,2.340486E-5,0.003196621,0.003650626,5.652864E-5,8.197171E-12,1.227676E-14,8.217893E-10,6.209681E-17,1.058849E-17,4.463288E-6,5.228963E-6,0.002276255,6.11301E-4,0.01530313,8.644906,6.086888E-5,490287.3,490287.3
2.810438E-8,15.20386,-8.086147E12,1726.719,1726.719,9.256833E-4,1.0,0.8717934,0.006963659,3.859382E-4,0.01274184,3.743545E-4,0.01035748,0.02368188,0.00106421,1.48666E-4,7.933789E-4,0.001358514,0.004063909,0.01470303,0.005468732,6.959136E-6,7.426558E-5,8.363135E-6,2.116824E-4,0.003539445,4.809502E-6,0.005688807,8.738642E-5,5.595811E-4,0.005602373,6.819972E-5,1.955531E-6,2.853403E-9,1.196258E-5,2.227798E-9,2.577643E-6,4.09307E-11,2.797762E-4,1.694991E-5,0.003817461,4.122688E-4,9.249692E-4,2.19935E-5,0.003223159,0.003636049,6.086993E-5,1.14149E-11,1.800262E-14,9.628704E-10,9.52912E-17,1.488387E-17,4.209062E-6,4.829523E-6,0.002170421,5.691212E-4,0.01494702,8.626772,6.088476E-5,489258.8,489258.8
3.044395E-8,15.20034,-7.30128E12,1722.333,1722.333,9.256833E-4,1.0,0.8699231,0.006884899,4.427997E-4,0.01358177,4.102934E-4,0.01020161,0.02484925,0.00113877,1.731044E-4,8.674685E-4,0.001381237,0.003878525,0.0150465,0.005499358,7.830982E-6,8.112663E-5,8.989658E-6,2.306793E-4,0.003294585,5.870074E-6,0.005753397,9.532058E-5,5.509607E-4,0.005798187,7.668976E-5,2.327948E-6,3.418689E-9,1.310605E-5,2.734034E-9,3.035417E-6,5.266634E-11,3.042967E-4,1.60459E-5,0.003850176,4.444138E-4,9.327965E-4,2.053879E-5,0.0032501,0.003619722,6.585192E-5,1.633079E-11,2.718805E-14,1.142849E-9,1.516271E-16,2.155221E-17,3.94481E-6,4.421917E-6,0.002057535,5.252696E-4,0.01455199,8.606851,6.089887E-5,488129.0,488129.0
3.219244E-8,15.1984,-6.789467E12,1719.327,1719.327,9.256833E-4,1.0,0.8686184,0.006818492,4.87166E-4,0.01418452,4.37182E-4,0.01006928,0.025682,0.001191972,1.922285E-4,9.213998E-4,0.001393792,0.003745182,0.01529008,0.005513648,8.502899E-6,8.617828E-5,9.451928E-6,2.444241E-4,0.003121956,6.727715E-6,0.005796727,1.011081E-4,5.449099E-4,0.00593569,8.305656E-5,2.629871E-6,3.875393E-9,1.395156E-5,3.152627E-9,3.394766E-6,6.28127E-11,3.218478E-4,1.543627E-5,0.003872521,4.675856E-4,9.378234E-4,1.957697E-5,0.003267529,0.003608116,6.946663E-5,2.090564E-11,3.609466E-14,1.28625E-9,2.09082E-16,2.785667E-17,3.768388E-6,4.154801E-6,0.001980607,4.960733E-4,0.01427334,8.592926,6.090663E-5,487339.3,487339.3
3.526734E-8,15.19617,-6.014377E12,1714.526,1714.526,9.256833E-4,1.0,0.8664921,0.006691455,5.687771E-4,0.01519224,4.845145E-4,0.009811877,0.02706982,0.001280245,2.274656E-4,0.00101316,0.001408047,0.003522093,0.0156946,0.005524571,9.723228E-6,9.48958E-5,1.025409E-5,2.676155E-4,0.002839776,8.362299E-6,0.005864505,1.109855E-4,5.34923E-4,0.006161529,9.425287E-5,3.209109E-6,4.750035E-9,1.541849E-5,3.975862E-9,4.059214E-6,8.375076E-11,3.510577E-4,1.447676E-5,0.003907831,5.066313E-4,9.452404E-4,1.809618E-5,0.003293434,0.003588825,7.560196E-5,3.110957E-11,5.687982E-14,1.555964E-9,3.51421E-16,4.220609E-17,3.493364E-6,3.747512E-6,0.0018583,4.508261E-4,0.01381369,8.570188,6.091557E-5,486049.7,486049.7
3.702605E-8,15.19546,-5.630456E12,1712.023,1712.023,9.256833E-4,1.0,0.8653617,0.00661508,6.173639E-4,0.0157388,5.116092E-4,0.00965401,0.02782243,0.001327717,2.484506E-4,0.001063858,0.001412325,0.00340114,0.01591373,0.005524217,1.04417E-5,9.978404E-5,1.07074E-5,2.803074E-4,0.002690351,9.364742E-6,0.005899209,1.164629E-4,5.295235E-4,0.006282571,1.006376E-4,3.567634E-6,5.291591E-9,1.624574E-5,4.498559E-9,4.456319E-6,9.762033E-11,3.668073E-4,1.398263E-5,0.003925899,5.280255E-4,9.487854E-4,1.734993E-5,0.003305897,0.003578382,7.898734E-5,3.833514E-11,7.219565E-14,1.719785E-9,4.621947E-16,5.257325E-17,3.352913E-6,3.544205E-6,0.001794755,4.278978E-4,0.01356643,8.55808,6.091843E-5,485363.0,485363.0
3.905722E-8,15.19506,-5.23166E12,1709.326,1709.326,9.256833E-4,1.0,0.8641253,0.006525084,6.750731E-4,0.01634343,5.429206E-4,0.009464801,0.02865684,0.001379852,2.733598E-4,0.001120799,0.001414259,0.003267425,0.01615689,0.005519029,1.128859E-5,1.053402E-4,1.122652E-5,2.944449E-4,0.002528187,1.05788E-5,0.0059362,1.226349E-4,5.235259E-4,0.00641583,1.0798E-4,4.005894E-6,5.954844E-9,1.719041E-5,5.151057E-9,4.92906E-6,1.154624E-10,3.841348E-4,1.345406E-5,0.003944962,5.519239E-4,9.523402E-4,1.656422E-5,0.003318445,0.003566811,8.278895E-5,4.808211E-11,9.347805E-14,1.917175E-9,6.228261E-16,6.679187E-17,3.203507E-6,3.331673E-6,0.001726371,4.036752E-4,0.01329358,8.544821,6.092002E-5,484611.1,484611.1
4.121225E-8,15.19506,-4.853451E12,1706.667,1706.667,9.256833E-4,1.0,0.8628872,0.006428702,7.380417E-4,0.01695439,5.761635E-4,0.009258271,0.02950367,0.001432078,3.005014E-4,0.001179344,0.001413222,0.003132429,0.01640421,0.005508912,1.220582E-5,1.111305E-4,1.177261E-5,3.088383E-4,0.002367809,1.192786E-5,0.005972306,1.290067E-4,5.174079E-4,0.00655026,1.157219E-4,4.498714E-6,6.703315E-9,1.818019E-5,5.902493E-9,5.445929E-6,1.366333E-10,4.015236E-4,1.293664E-5,0.003963176,5.763703E-4,9.555557E-4,1.580777E-5,0.003329838,0.00355507,8.669982E-5,6.020993E-11,1.207866E-13,2.13573E-9,8.385186E-16,8.481495E-17,3.058061E-6,3.128646E-6,0.00165902,3.802843E-4,0.01301773,8.531529,6.092001E-5,483857.2,483857.2
4.335507E-8,15.19544,-4.516645E12,1704.209,1704.209,9.256833E-4,1.0,0.8617242,0.006332954,8.022979E-4,0.01753153,6.092416E-4,0.009049088,0.03030881,0.001480945,3.281414E-4,0.001235686,0.001409454,0.003005006,0.01664016,0.005495037,1.313564E-5,1.167825E-4,1.231127E-5,3.225408E-4,0.002219638,1.332601E-5,0.006005437,1.35167E-4,5.115463E-4,0.006677492,1.23361E-4,5.016589E-6,7.49385E-9,1.915177E-5,6.712194E-9,5.974266E-6,1.60078E-10,4.178216E-4,1.246105E-5,0.003979335,5.997942E-4,9.582546E-4,1.51236E-5,0.003339428,0.003543901,9.046839E-5,7.424577E-11,1.533464E-13,2.361869E-9,1.107505E-15,1.060785E-16,2.925061E-6,2.946466E-6,0.001596754,3.590781E-4,0.01275618,8.519032,6.09185E-5,483148.5,483148.5
4.524965E-8,15.19603,-4.247047E12,1702.176,1702.176,9.256833E-4,1.0,0.8607476,0.006248989,8.603746E-4,0.01801736,6.38508E-4,0.008862372,0.03099185,0.001521687,3.530638E-4,0.001283979,0.001404145,0.002897798,0.01684115,0.005480205,1.397152E-5,1.216933E-4,1.278425E-5,3.341604E-4,0.002097488,1.460489E-5,0.006032726,1.404724E-4,5.065291E-4,0.006785108,1.3006E-4,5.497128E-6,8.231801E-9,2.000057E-5,7.48178E-9,6.452448E-6,1.82876E-10,4.314314E-4,1.206919E-5,0.003992075,6.198054E-4,9.602748E-4,1.456789E-5,0.003346616,0.003534418,9.370474E-5,8.841856E-11,1.871071E-13,2.568743E-9,1.397986E-15,1.279425E-16,2.815971E-6,2.799587E-6,0.001545188,3.418258E-4,0.01253464,8.508531,6.09161E-5,482552.9,482552.9
4.748407E-8,15.19702,-3.958625E12,1699.929,1699.929,9.256833E-4,1.0,0.8596528,0.006151361,9.30277E-4,0.01856185,6.730496E-4,0.008641463,0.0317647,0.001566876,3.82976E-4,0.001339147,0.001395813,0.002777666,0.01706969,0.005460233,1.497288E-5,1.27383E-4,1.333845E-5,3.472822E-4,0.001963465,1.615934E-5,0.006062795,1.465651E-4,5.007937E-4,0.006906645,1.378883E-4,6.090614E-6,9.149867E-9,2.09896E-5,8.456317E-9,7.028722E-6,2.12351E-10,4.46551E-4,1.163784E-5,0.00400532,6.426042E-4,9.622652E-4,1.396448E-5,0.003353701,0.003523675,9.741125E-5,1.074032E-10,2.335239E-13,2.820615E-9,1.813882E-15,1.577834E-16,2.696399E-6,2.641297E-6,0.001488143,3.230725E-4,0.01228416,8.496751,6.091218E-5,481884.8,481884.8
4.909257E-8,15.19788,-3.768471E12,1698.404,1698.404,9.256833E-4,1.0,0.8588999,0.006082273,9.814744E-4,0.01893539,6.979329E-4,0.008482702,0.03230032,0.001597557,4.048202E-4,0.001377693,0.001388601,0.002695238,0.01722889,0.00544451,1.570354E-5,1.314121E-4,1.373517E-5,3.56349E-4,0.001873316,1.730611E-5,0.006083182,1.508447E-4,4.967775E-4,0.0069908,1.434723E-4,6.535423E-6,9.843218E-9,2.169374E-5,9.204017E-9,7.451256E-6,2.353558E-10,4.568335E-4,1.134596E-5,0.004013711,6.585038E-4,9.634616E-4,1.356109E-5,0.003357954,0.003516219,1.000086E-4,1.226754E-10,2.717361E-13,3.006939E-9,2.168854E-15,1.822069E-16,2.615802E-6,2.536222E-6,0.001449371,3.105287E-4,0.01211058,8.488647,6.09087E-5,481425.2,481425.2
5.150532E-8,15.1994,-3.507319E12,1696.251,1696.251,9.256833E-4,1.0,0.8578217,0.00598083,0.001059538,0.01946788,7.35286E-4,0.008246021,0.03307312,0.001640801,4.38017E-4,0.001433735,0.001376134,0.002577652,0.01745991,0.005419268,1.681398E-5,1.373536E-4,1.432703E-5,3.693741E-4,0.001747376,1.906458E-5,0.006112016,1.571035E-4,4.909173E-4,0.007112207,1.517645E-4,7.22963E-6,1.093504E-8,2.273806E-5,1.040028E-8,8.096242E-6,2.727507E-10,4.713531E-4,1.093448E-5,0.004024582,6.815884E-4,9.649236E-4,1.299909E-5,0.003363134,0.003505442,1.037985E-4,1.482435E-10,3.372373E-13,3.293824E-9,2.800403E-15,2.238507E-16,2.502616E-6,2.390896E-6,0.001394469,2.93051E-4,0.01185998,8.477036,6.090261E-5,480766.7,480766.7
5.636031E-8,15.20312,-3.055434E12,1692.345,1692.345,9.256833E-4,1.0,0.8558177,0.005785655,0.001220719,0.02044417,8.105508E-4,0.007779269,0.03452577,0.001718349,5.061136E-4,0.001540326,0.001346188,0.002361508,0.01789909,0.005364287,1.909663E-5,1.489534E-4,1.550756E-5,3.936007E-4,0.001524498,2.271655E-5,0.006164651,1.691473E-4,4.796696E-4,0.007340772,1.681325E-4,8.721735E-6,1.332504E-8,2.479829E-5,1.309085E-8,9.43071E-6,3.588878E-10,4.97497E-4,1.018979E-5,0.004040612,7.254516E-4,9.668226E-4,1.200151E-5,0.003369756,0.003485105,1.110635E-4,2.10049E-10,5.02234E-13,3.895733E-9,4.498761E-15,3.279259E-16,2.299128E-6,2.136291E-6,0.001294346,2.62055E-4,0.01138781,8.455449,6.088773E-5,479542.4,479542.4
5.858608E-8,15.20506,-2.875762E12,1690.722,1690.722,9.256833E-4,1.0,0.8549649,0.005700426,0.001296224,0.02085197,8.450997E-4,0.007571043,0.03514987,0.001749969,5.377993E-4,0.001586569,0.001330743,0.002270845,0.01809003,0.005337897,2.016283E-5,1.541199E-4,1.604464E-5,4.038747E-4,0.00143454,2.44301E-5,0.006186748,1.744381E-4,4.74736E-4,0.007439268,1.754913E-4,9.446965E-6,1.450923E-8,2.57254E-5,1.445637E-8,1.005715E-5,4.034048E-10,5.082121E-4,9.880625E-6,0.004045526,7.44489E-4,9.672928E-4,1.159462E-5,0.003371318,0.00347633,1.14244E-4,2.43311E-10,5.943373E-13,4.181666E-9,5.502559E-15,3.856798E-16,2.21519E-6,2.033802E-6,0.001252478,2.494384E-4,0.01118425,8.446262,6.087995E-5,479021.4,479021.4
6.081184E-8,15.20713,-2.710665E12,1689.193,1689.193,9.256833E-4,1.0,0.8541493,0.00561792,0.001372617,0.02123645,8.796738E-4,0.007367132,0.03574987,0.001779299,5.697161E-4,0.001631245,0.001314458,0.002185054,0.018275,0.005311093,2.124045E-5,1.591958E-4,1.657941E-5,4.13658E-4,0.001351446,2.616175E-5,0.006207755,1.795929E-4,4.69932E-4,0.007534205,1.82758E-4,1.019728E-5,1.575056E-8,2.664219E-5,1.590825E-8,1.069185E-5,4.511725E-10,5.181911E-4,9.589147E-6,0.004049014,7.62901E-4,9.675455E-4,1.121484E-5,0.003372072,0.003467869,1.173367E-4,2.798461E-10,6.978205E-13,4.473283E-9,6.671042E-15,4.503666E-16,2.136365E-6,1.938919E-6,0.001212837,2.376844E-4,0.01098803,8.437476,6.087168E-5,478523.1,478523.1
