Time_Soln#19 (sec),Volume_Soln#19 (cm3),Volumetric_heat_production_rate_Soln#19 (erg/cm3-sec),Surface_temperature_Soln#19 (K),Temperature_Soln#19 (K),Mass_Soln#19 (g),Pressure_Soln#19 (atm),Mole_fraction_H2_Soln#19 (),Mole_fraction_H_Soln#19 (),Mole_fraction_CH4_Soln#19 (),Mole_fraction_CH3_Soln#19 (),Mole_fraction_C2H6_Soln#19 (),Mole_fraction_C2H5_Soln#19 (),Mole_fraction_C2H4_Soln#19 (),Mole_fraction_C2H3_Soln#19 (),Mole_fraction_C2H2_Soln#19 (),Mole_fraction_C3H8_Soln#19 (),Mole_fraction_IC3H7_Soln#19 (),Mole_fraction_NC3H7_Soln#19 (),Mole_fraction_C3H6_Soln#19 (),Mole_fraction_C3H5-A_Soln#19 (),Mole_fraction_C3H4-P_Soln#19 (),Mole_fraction_C3H4-A_Soln#19 (),Mole_fraction_C3H3_Soln#19 (),Mole_fraction_NC4H10_Soln#19 (),Mole_fraction_PC4H9_Soln#19 (),Mole_fraction_IC4H10_Soln#19 (),Mole_fraction_C4H8-1_Soln#19 (),Mole_fraction_C4H8-2_Soln#19 (),Mole_fraction_C4H71-3_Soln#19 (),Mole_fraction_C4H6_Soln#19 (),Mole_fraction_C4H5_Soln#19 (),Mole_fraction_C4H4_Soln#19 (),Mole_fraction_C4H2_Soln#19 (),Mole_fraction_C6H6_Soln#19 (),Mole_fraction_FULVENE_Soln#19 (),Mole_fraction_C5H6_Soln#19 (),Mole_fraction_C5H5_Soln#19 (),Mole_fraction_C10H8_Soln#19 (),Mole_fraction_NC5H12_Soln#19 (),Mole_fraction_NC5H11_Soln#19 (),Mole_fraction_NC5H10_Soln#19 (),Mole_fraction_LC5H8_Soln#19 (),Mole_fraction_NC6H12_Soln#19 (),Mole_fraction_NC7H15_Soln#19 (),Mole_fraction_NC7H14_Soln#19 (),Mole_fraction_C7H8_Soln#19 (),Mole_fraction_C7H7_Soln#19 (),Mole_fraction_C6H5C2H_Soln#19 (),Mole_fraction_C6H5C2H3_Soln#19 (),Mole_fraction_C12H8_Soln#19 (),Mole_fraction_C14H10_Soln#19 (),Mole_fraction_BIN1B_Soln#19 (),Mole_fraction_NC12H25_Soln#19 (),Mole_fraction_NC12H26_Soln#19 (),Mole_fraction_NC16H34_Soln#19 (),Mole_fraction_NC10H20_Soln#19 (),Molecular_weight_Soln#19 (g/mole),Mass_density_Soln#19 (g/cm3),Unburned_hydrocarbons_Soln#19 (ppm),Volatile_organic_compounds_Soln#19 (ppm)
0.0,15.7,-1.001679E14,1900.0,1900.0,9.500434E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,6.051232E-5,535064.1,535064.1
2.290009E-13,15.69997,-1.002825E14,1899.995,1899.995,9.500434E-4,1.0,0.9514588,2.894763E-10,4.350403E-17,2.090882E-10,3.631489E-14,1.713102E-7,5.74063E-10,4.902575E-13,1.981252E-16,1.972662E-14,6.01532E-13,1.712675E-7,7.751147E-10,1.603321E-7,5.741739E-16,1.427722E-14,7.468105E-19,1.228639E-14,1.713585E-7,9.954563E-29,3.545007E-10,5.374223E-15,1.603156E-7,1.340366E-11,2.283471E-21,1.755267E-19,8.066958E-20,3.871917E-18,3.468699E-28,4.384917E-25,3.503357E-32,3.69183E-30,3.904478E-19,2.829862E-7,3.382959E-10,7.807551E-19,6.850232E-11,6.731597E-7,2.528105E-10,0.004081004,5.025229E-11,1.445723E-34,2.57018E-24,2.67203E-49,3.268111E-22,1.994766E-41,3.041596E-7,0.01103291,0.006639542,0.02678542,9.434415,6.051242E-5,535063.5,535063.5
2.038492E-11,15.6977,-1.092999E14,1899.493,1899.493,9.500434E-4,1.0,0.9513455,1.778043E-6,2.663741E-11,1.538813E-6,3.243606E-10,1.821816E-5,4.215086E-6,4.062792E-9,1.922268E-12,1.739779E-10,5.295476E-9,1.78704E-5,5.726523E-6,1.422896E-5,5.267142E-12,1.131281E-10,3.693355E-13,1.110725E-10,1.85075E-5,4.138081E-19,2.608618E-6,4.507209E-11,1.409965E-5,1.049214E-7,1.595128E-15,2.385819E-14,6.340853E-16,1.013141E-12,1.060543E-20,2.126568E-17,1.113749E-22,1.291603E-22,3.489621E-13,2.366363E-5,2.49145E-6,3.627373E-12,4.988622E-7,5.31666E-5,1.851023E-6,0.004080513,4.472229E-9,8.820198E-27,1.814892E-18,3.885796E-36,2.627405E-18,1.034056E-33,2.381551E-5,0.01099421,0.006603909,0.02675534,9.433291,6.05212E-5,534999.8,534999.8
1.939535E-10,15.68247,-1.357236E14,1894.23,1894.23,9.500434E-4,1.0,0.9496308,1.009002E-4,1.55325E-8,8.428043E-5,4.82812E-8,3.117466E-4,2.215149E-4,4.616135E-7,4.380224E-10,2.52272E-8,7.308942E-7,2.83281E-4,3.097393E-4,1.319672E-4,8.190294E-10,1.029438E-8,2.729803E-10,1.65551E-8,3.082635E-4,3.166865E-14,1.383721E-4,5.355072E-9,1.21326E-4,8.742106E-6,7.023006E-12,1.761216E-11,5.461329E-14,6.02603E-10,6.160797E-17,1.163419E-13,5.873188E-18,9.404048E-19,9.444082E-10,1.2338E-4,1.32084E-4,1.29821E-8,2.508273E-5,2.164328E-4,9.518243E-5,0.004073113,4.533919E-8,1.638395E-22,2.249585E-15,1.995768E-29,5.233711E-16,1.658021E-29,9.147099E-5,0.01066791,0.006308863,0.02653606,9.416288,6.057995E-5,534035.4,534035.4
5.754755E-10,15.65633,-1.21448E14,1882.461,1882.461,9.500434E-4,1.0,0.9453077,4.359652E-4,2.149444E-7,3.434147E-4,5.288326E-7,0.00108685,8.814512E-4,4.382323E-6,8.402348E-9,2.999529E-7,7.404429E-6,9.384125E-4,0.001234418,3.716815E-4,8.618254E-9,8.708935E-8,5.325869E-9,1.797441E-7,0.001016359,4.570848E-12,5.458533E-4,5.546015E-8,2.953598E-4,6.409201E-5,6.157511E-10,3.555293E-10,4.297925E-13,8.807975E-9,2.961495E-15,6.229032E-12,8.433769E-16,5.868866E-17,3.777934E-8,1.313739E-4,5.13252E-4,3.117358E-7,9.590567E-5,2.139684E-4,3.647916E-4,0.004054403,1.704762E-7,2.73773E-20,6.806664E-14,3.149827E-26,1.55044E-14,5.58587E-27,8.616402E-5,0.01003674,0.00575429,0.02613157,9.373406,6.068109E-5,531603.5,531603.5
1.581186E-9,15.59955,-8.656142E13,1858.086,1858.086,9.500434E-4,1.0,0.9364771,0.00126143,1.720194E-6,9.075416E-4,3.837091E-6,0.002672979,0.002320803,2.611223E-5,1.276088E-7,2.779586E-6,4.784318E-5,0.0021737,0.003091683,9.074025E-4,5.682076E-8,5.753248E-7,6.1297E-8,1.366869E-6,0.002342666,2.684638E-10,0.001362362,4.466883E-7,5.337923E-4,3.21119E-4,2.541439E-8,4.178379E-9,2.632659E-12,7.760869E-8,1.01198E-13,2.615355E-10,8.151437E-14,2.096847E-15,7.03791E-7,9.841422E-5,0.001230627,3.243645E-6,2.362152E-4,1.60593E-4,8.845161E-4,0.004015632,7.418267E-7,3.501429E-18,1.28417E-12,3.508877E-23,3.509606E-13,1.815383E-24,6.095618E-5,0.008815031,0.004730441,0.02523833,9.285716,6.090199E-5,526630.2,526630.2
5.067651E-9,15.47245,-4.285543E13,1808.612,1808.612,9.500434E-4,1.0,0.9191479,0.003262879,1.409207E-5,0.002283431,2.769189E-5,0.005726769,0.005814704,1.226025E-4,2.191572E-6,3.214922E-5,2.640471E-4,0.004002169,0.006473249,0.002161859,3.518977E-7,4.249324E-6,5.635226E-7,1.162239E-5,0.004236462,1.669187E-8,0.002831896,4.305093E-6,6.854282E-4,0.001306198,9.39479E-7,3.978863E-8,2.403857E-11,7.120928E-7,5.883333E-12,1.440295E-8,1.401146E-11,8.468628E-14,1.12801E-5,5.491184E-5,0.002337547,3.018836E-5,4.842159E-4,8.843679E-5,0.001755316,0.003934652,4.659704E-6,9.253792E-16,3.264834E-11,1.214975E-19,9.676511E-12,1.197632E-21,2.96802E-5,0.006623301,0.003071088,0.02310429,9.112717,6.140227E-5,516818.7,516818.7
1.052293E-8,15.36723,-2.348955E13,1767.993,1767.993,9.500434E-4,1.0,0.9049571,0.004904968,4.962311E-5,0.004134192,8.236156E-5,0.007968848,0.009994329,2.712653E-4,1.118259E-5,1.282838E-4,5.80817E-4,0.004645378,0.008999118,0.003270945,1.005624E-6,1.326293E-5,1.590819E-6,4.003322E-5,0.004717262,1.747081E-7,0.003860964,1.552624E-5,6.512623E-4,0.002430825,5.916347E-6,1.359155E-7,1.341131E-10,2.422516E-6,6.198434E-11,1.315806E-7,2.977555E-10,7.824874E-13,4.685975E-5,3.50674E-5,0.002964197,9.809429E-5,6.513115E-4,5.356967E-5,0.002320609,0.003857788,1.397591E-5,3.366565E-14,2.730281E-10,1.667056E-17,6.559906E-11,5.629748E-20,1.637179E-5,0.005095425,0.002067402,0.02097965,8.969052,6.182269E-5,508670.9,508670.9
1.138616E-8,15.35586,-2.18617E13,1763.346,1763.346,9.500434E-4,1.0,0.9033002,0.005069156,5.690896E-5,0.004427892,9.204881E-5,0.008191995,0.01059288,2.949434E-4,1.327736E-5,1.472609E-4,6.230848E-4,0.004660558,0.009284185,0.003394122,1.127297E-6,1.490085E-5,1.754522E-6,4.543743E-5,0.004697906,2.230056E-7,0.003968703,1.766283E-5,6.443273E-4,0.002573304,7.071898E-6,1.564653E-7,1.632591E-10,2.740089E-6,7.885419E-11,1.643779E-7,4.084206E-10,9.970206E-13,5.383507E-5,3.339038E-5,0.003024233,1.101597E-4,6.683484E-4,5.053331E-5,0.002378545,0.00384785,1.562961E-5,4.992756E-14,3.458626E-10,2.784925E-17,8.001284E-11,8.435055E-20,1.529353E-5,0.004934484,0.001969848,0.02071055,8.952098,6.186844E-5,507709.4,507709.4
1.31261E-8,15.33583,-1.913442E13,1754.894,1754.894,9.500434E-4,1.0,0.9002553,0.005345587,7.295719E-5,0.005023176,1.121389E-4,0.008569197,0.01176089,3.429528E-4,1.807005E-5,1.876067E-4,7.016907E-4,0.004655074,0.009805441,0.003612324,1.387461E-6,1.831712E-5,2.081255E-6,5.684784E-5,0.004621135,3.447357E-7,0.004159453,2.216504E-5,6.312293E-4,0.002839478,9.659769E-6,2.036371E-7,2.330881E-10,3.405369E-6,1.209031E-10,2.434887E-7,7.157611E-10,1.546992E-12,6.861438E-5,3.057509E-5,0.003129101,1.349948E-4,6.982566E-4,4.540934E-5,0.002480956,0.003828958,1.904143E-5,1.017746E-13,5.312736E-10,6.946189E-17,1.140297E-10,1.739724E-19,1.350698E-5,0.00464812,0.001800363,0.02020499,8.920825,6.194926E-5,505935.8,505935.8
1.506027E-8,15.31728,-1.674134E13,1746.668,1746.668,9.500434E-4,1.0,0.8972461,0.005581415,9.292121E-5,0.005688654,1.351907E-4,0.008892849,0.01300416,3.9667E-4,2.429608E-5,2.350344E-4,7.792648E-4,0.004607855,0.01031908,0.003814962,1.699861E-6,2.225699E-5,2.438549E-6,7.017767E-5,0.004494574,5.220484E-7,0.00433863,2.740889E-5,6.182233E-4,0.003107416,1.289962E-5,2.662198E-7,3.287889E-10,4.175974E-6,1.81253E-10,3.521793E-7,1.216297E-9,2.372912E-12,8.59055E-5,2.809296E-5,0.003226781,1.630863E-4,7.260265E-4,4.087495E-5,0.00257718,0.003809446,2.291551E-5,2.026187E-13,8.06399E-10,1.65438E-16,1.597999E-10,3.479575E-19,1.196094E-5,0.004376796,0.001644726,0.0196915,8.889765,6.202429E-5,504174.2,504174.2
1.7096E-8,15.30113,-1.473376E13,1739.067,1739.067,9.500434E-4,1.0,0.8944171,0.005764334,1.163214E-4,0.006390289,1.600841E-4,0.009144712,0.01425525,4.533706E-4,3.186719E-5,2.870322E-4,8.506556E-4,0.004526819,0.01080271,0.003991002,2.054567E-6,2.652085E-5,2.807597E-6,8.473574E-5,0.004332365,7.61046E-7,0.004498585,3.311939E-5,6.062236E-4,0.003363259,1.666463E-5,3.450621E-7,4.507397E-10,5.01262E-6,2.614801E-10,4.902271E-7,1.960403E-9,3.531874E-12,1.047619E-4,2.599299E-5,0.003314246,1.928461E-4,7.505193E-4,3.704175E-5,0.002663299,0.0037903,2.703818E-5,3.817538E-13,1.186067E-9,3.628329E-16,2.171697E-10,6.556579E-19,1.067917E-5,0.004131892,0.00150849,0.01919629,8.86042,6.208973E-5,502509.9,502509.9
1.888229E-8,15.28929,-1.328693E13,1733.123,1733.123,9.500434E-4,1.0,0.8921667,0.00588034,1.388378E-4,0.007004048,1.82339E-4,0.009303777,0.01530774,5.030189E-4,3.935987E-5,3.338251E-4,9.054285E-4,0.004438136,0.01118932,0.004119416,2.387126E-6,3.033054E-5,3.125727E-6,9.7808E-5,0.004175737,1.018199E-6,0.004619989,3.82364E-5,5.969404E-4,0.003569303,2.022314E-5,4.26241E-7,5.760128E-10,5.761814E-6,3.469101E-10,6.310556E-7,2.825699E-9,4.834881E-12,1.216361E-4,2.446173E-5,0.003381419,2.188978E-4,7.688943E-4,3.426047E-5,0.00272889,0.003774499,3.066287E-5,6.257671E-13,1.604561E-9,6.641649E-16,2.753309E-10,1.073033E-18,9.76298E-6,0.003943807,0.001406661,0.01879377,8.836974,6.213785E-5,501180.3,501180.3
2.028121E-8,15.28127,-1.231228E13,1728.865,1728.865,9.500434E-4,1.0,0.890532,0.005947225,1.577403E-4,0.007481752,1.999802E-4,0.009394116,0.01610397,5.416839E-4,4.57715E-5,3.709471E-4,9.436448E-4,0.004360924,0.01147187,0.004205548,2.661066E-6,3.334382E-5,3.371396E-6,1.081655E-4,0.004047933,1.252025E-6,0.004704978,4.228641E-5,5.903649E-4,0.003720324,2.31522E-5,4.98155E-7,6.861466E-10,6.35528E-6,4.241137E-10,7.538957E-7,3.65733E-9,6.067805E-12,1.349536E-4,2.341729E-5,0.003429138,2.3916E-4,7.816313E-4,3.237636E-5,0.002774947,0.003762697,3.3492E-5,8.91172E-13,1.993027E-9,1.019388E-15,3.2598E-10,1.525752E-18,9.148552E-6,0.003810762,0.001336127,0.0184966,8.819887,6.217044E-5,500211.2,500211.2
2.21483E-8,15.27205,-1.118419E13,1723.649,1723.649,9.500434E-4,1.0,0.888501,0.006009196,1.846651E-4,0.008113183,2.23758E-4,0.009474578,0.01713008,5.928049E-4,5.505461E-5,4.208387E-4,9.888191E-4,0.004250795,0.01182563,0.004303538,3.044539E-6,3.739023E-5,3.694915E-6,1.220703E-4,0.003874235,1.609929E-6,0.0048069,4.772156E-5,5.823921E-4,0.003909535,2.722766E-5,6.060951E-7,8.496588E-10,7.153304E-6,5.418451E-10,9.344975E-7,4.995952E-9,8.03985E-12,1.527453E-4,2.219014E-5,0.003487407,2.659137E-4,7.967478E-4,3.018282E-5,0.002830332,0.003747651,3.724041E-5,1.373954E-12,2.600611E-9,1.714998E-15,4.005173E-10,2.34785E-18,8.439079E-6,0.003649468,0.001252308,0.01812173,8.798591,6.2208E-5,499003.4,499003.4
2.43342E-8,15.26305,-1.006414E13,1718.125,1718.125,9.500434E-4,1.0,0.8863126,0.006049173,2.18579E-4,0.008840581,2.518617E-4,0.009519294,0.01828074,6.516844E-4,6.694196E-5,4.793647E-4,0.00103406,0.00411563,0.01221104,0.004397226,3.518367E-6,4.21428E-5,4.067932E-6,1.383572E-4,0.003670682,2.096966E-6,0.004912291,5.409158E-5,5.740246E-4,0.004115395,3.220078E-5,7.505076E-7,1.065106E-9,8.092096E-6,7.018943E-10,1.169168E-6,6.919463E-9,1.088102E-11,1.734407E-4,2.09453E-5,0.003549172,2.967009E-4,8.121654E-4,2.798796E-5,0.002887743,0.003730962,4.157142E-5,2.173322E-12,3.44972E-9,2.96109E-15,4.97742E-10,3.708562E-18,7.734932E-6,0.00348041,0.001166478,0.01771072,8.775562,6.224465E-5,497697.3,497697.3
2.545398E-8,15.25909,-9.55895E12,1715.508,1715.508,9.500434E-4,1.0,0.885261,0.006058403,2.369204E-4,0.009207256,2.663472E-4,0.009524506,0.01884996,6.81348E-4,7.344179E-5,5.092693E-4,0.001054343,0.004044995,0.01239808,0.00443765,3.771056E-6,4.457704E-5,4.256851E-6,1.46667E-4,0.003567577,2.375195E-6,0.004961348,5.734588E-5,5.700739E-4,0.004215067,3.481877E-5,8.322307E-7,1.185499E-9,8.573575E-6,7.934993E-10,1.298681E-6,8.061856E-9,1.258256E-11,1.839338E-4,2.037265E-5,0.00357854,3.122158E-4,8.192552E-4,2.699115E-5,0.002914492,0.003722767,4.376077E-5,2.701197E-12,3.94517E-9,3.830092E-15,5.516476E-10,4.608056E-18,7.416855E-6,0.003400843,0.001126809,0.01751059,8.764467,6.226079E-5,497068.1,497068.1
2.725702E-8,15.25352,-8.826724E12,1711.56,1711.56,9.500434E-4,1.0,0.8836556,0.00606002,2.677845E-4,0.009787996,2.897724E-4,0.00951128,0.0197389,7.282881E-4,8.446762E-5,5.571702E-4,0.001083268,0.003930544,0.01268624,0.004493413,4.191475E-6,4.848825E-5,4.558251E-6,1.599562E-4,0.003404474,2.864165E-6,0.005034321,6.255991E-5,5.641111E-4,0.004368207,3.911706E-5,9.750544E-7,1.393602E-9,9.348133E-6,9.551444E-10,1.519852E-6,1.013428E-8,1.570656E-11,2.00614E-4,1.952723E-5,0.003623036,3.367986E-4,8.296824E-4,2.553714E-5,0.002954274,0.003710038,4.723865E-5,3.750959E-12,4.832516E-9,5.638353E-15,6.441747E-10,6.400599E-18,6.954609E-6,0.003281371,0.001068131,0.01720171,8.747494,6.228356E-5,496105.5,496105.5
2.926884E-8,15.24831,-8.109981E12,1707.5,1707.5,9.500434E-4,1.0,0.8819795,0.006045786,3.040918E-4,0.01042053,3.160301E-4,0.009469348,0.02069224,7.793326E-4,9.754998E-5,6.100956E-4,0.001110598,0.003803121,0.01299089,0.00454378,4.679418E-6,5.283134E-5,4.890859E-6,1.746014E-4,0.003227947,3.469066E-6,0.005108132,6.832506E-5,5.579461E-4,0.004529426,4.401253E-5,1.150979E-6,1.646518E-9,1.020968E-5,1.156741E-9,1.784171E-6,1.279652E-8,1.980008E-11,2.188429E-4,1.867837E-5,0.003669095,3.636154E-4,8.400613E-4,2.410117E-5,0.002994438,0.003696466,5.10446E-5,5.260186E-12,5.957186E-9,8.379004E-15,7.555879E-10,8.988199E-18,6.499918E-6,0.003159094,0.001009191,0.01687481,8.729728,6.230484E-5,495097.9,495097.9
3.126547E-8,15.24404,-7.48556E12,1703.788,1703.788,9.500434E-4,1.0,0.8804227,0.006018291,3.419874E-4,0.01103083,3.42189E-4,0.009403971,0.02160014,8.284727E-4,1.113016E-4,6.619242E-4,0.001133112,0.003678169,0.0132777,0.00458323,5.182257E-6,5.711095E-5,5.217521E-6,1.888952E-4,0.003059471,4.130328E-6,0.005174618,7.39775E-5,5.522439E-4,0.004680462,4.895193E-5,1.342997E-6,1.919104E-9,1.106029E-5,1.37974E-9,2.063736E-6,1.581359E-8,2.455607E-11,2.364677E-4,1.791785E-5,0.003711521,3.895665E-4,8.492387E-4,2.283764E-5,0.003030468,0.003683606,5.473908E-5,7.171092E-12,7.217851E-9,1.202531E-14,8.7445E-10,1.228336E-17,6.101158E-6,0.003047659,9.564739E-4,0.01656708,8.713186,6.232228E-5,494159.7,494159.7
3.350605E-8,15.24017,-6.870368E12,1699.951,1699.951,9.500434E-4,1.0,0.8787878,0.005975076,3.86609E-4,0.01169372,3.716376E-4,0.009307368,0.02257595,8.816882E-4,1.275855E-4,7.191119E-4,0.00115353,0.003540839,0.01358326,0.004616957,5.767247E-6,6.186829E-5,5.580474E-6,2.045988E-4,0.002879173,4.942855E-6,0.005242405,8.022487E-5,5.462451E-4,0.004840492,5.456588E-5,1.579216E-6,2.250591E-9,1.200799E-5,1.658183E-9,2.396603E-6,1.965303E-8,3.079133E-11,2.556271E-4,1.714544E-5,0.003755679,4.178864E-4,8.583969E-4,2.157886E-5,0.003066952,0.00366984,5.878301E-5,9.886529E-12,8.807965E-9,1.745831E-14,1.017347E-9,1.700164E-17,5.70501E-6,0.002932748,9.031215E-4,0.01623957,8.695775,6.233812E-5,493172.3,493172.3
3.589553E-8,15.23694,-6.297007E12,1696.197,1696.197,9.500434E-4,1.0,0.8771604,0.005918067,4.364984E-4,0.01237398,4.031308E-4,0.009182412,0.02356928,9.360836E-4,1.458723E-4,7.788348E-4,0.001170333,0.003398668,0.01389226,0.004642652,6.41368E-6,6.688112E-5,5.963809E-6,2.209069E-4,0.002697596,5.888597E-6,0.005307954,8.676396E-5,5.402245E-4,0.005001353,6.060977E-5,1.855259E-6,2.633988E-9,1.300929E-5,1.989249E-9,2.772353E-6,2.428317E-8,3.857999E-11,2.752814E-4,1.640082E-5,0.003799169,4.471508E-4,8.670257E-4,2.039056E-5,0.003101859,0.003655876,6.297464E-5,1.355168E-11,1.071165E-8,2.514234E-14,1.180403E-9,2.343289E-17,5.331991E-6,0.002820388,8.519601E-4,0.01590901,8.678407,6.235134E-5,492187.3,492187.3
3.851604E-8,15.23429,-5.749195E12,1692.427,1692.427,9.500434E-4,1.0,0.8754975,0.005846169,4.93765E-4,0.01308757,4.377545E-4,0.009024917,0.0246059,9.928571E-4,1.669274E-4,8.427166E-4,0.001183626,0.003248598,0.0142134,0.004660802,7.147487E-6,7.229918E-5,6.380301E-6,2.382269E-4,0.002511338,7.015286E-6,0.005373102,9.377876E-5,5.339808E-4,0.005167457,6.727766E-5,2.186439E-6,3.090069E-9,1.409501E-5,2.394496E-9,3.207174E-6,3.000029E-8,4.859072E-11,2.95865E-4,1.566281E-5,0.003843017,4.781444E-4,8.753382E-4,1.923869E-5,0.003136026,0.003641343,6.742763E-5,1.862224E-11,1.30488E-8,3.627191E-14,1.371311E-9,3.24387E-17,4.971261E-6,0.002707551,8.015981E-4,0.01556643,8.660624,6.236216E-5,491178.7,491178.7
4.173641E-8,15.2321,-5.17054E12,1688.226,1688.226,9.500434E-4,1.0,0.8736073,0.005748855,5.675157E-4,0.01391758,4.804078E-4,0.008809457,0.02580947,0.001058444,1.940911E-4,9.187947E-4,0.001193678,0.003073227,0.01458563,0.004671587,8.082027E-6,7.88358E-5,6.887249E-6,2.586575E-4,0.002300603,8.519787E-6,0.005445131,1.02166E-4,5.267173E-4,0.005358596,7.549214E-5,2.633695E-6,3.701989E-9,1.541027E-5,2.955728E-9,3.771256E-6,3.794077E-8,6.318168E-11,3.197302E-4,1.48496E-5,0.003891926,5.146963E-4,8.841631E-4,1.800058E-5,0.003172946,0.003624503,7.269658E-5,2.658697E-11,1.627973E-8,5.462639E-14,1.622293E-9,4.681038E-17,4.584504E-6,0.002581556,7.465877E-4,0.01517087,8.640369,6.237113E-5,490030.0,490030.0
4.352055E-8,15.23131,-4.887404E12,1686.079,1686.079,9.500434E-4,1.0,0.8726249,0.00569221,6.098572E-4,0.01435526,5.040826E-4,0.008682369,0.02644503,0.001092799,2.096915E-4,9.597653E-4,0.001196673,0.0029805,0.0147823,0.00467312,8.614163E-6,8.239734E-5,7.166052E-6,2.695598E-4,0.00219219,9.406255E-6,0.005481802,1.067004E-4,5.228536E-4,0.005458984,8.00397E-5,2.900322E-6,4.065661E-9,1.612962E-5,3.297933E-9,4.096719E-6,4.277105E-8,7.24292E-11,3.322686E-4,1.443706E-5,0.003916852,5.342402E-4,8.884844E-4,1.738528E-5,0.003191297,0.00361562,7.552137E-5,3.192262E-11,1.823965E-8,6.739065E-14,1.768694E-9,5.65757E-17,4.392715E-6,0.002516975,7.189002E-4,0.01496262,8.629827,6.237436E-5,489432.1,489432.1
4.546408E-8,15.23075,-4.604931E12,1683.871,1683.871,9.500434E-4,1.0,0.8716023,0.005629162,6.570994E-4,0.01481428,5.299064E-4,0.008539311,0.02711353,0.001128634,2.270908E-4,0.001003434,0.001198108,0.002883101,0.01498948,0.004671812,9.204722E-6,8.622771E-5,7.46826E-6,2.810945E-4,0.00208058,1.041182E-5,0.005519475,1.115487E-4,5.187561E-4,0.005564291,8.498295E-5,3.205825E-6,4.482056E-9,1.690558E-5,3.697039E-9,4.460981E-6,4.837911E-8,8.350184E-11,3.453767E-4,1.401461E-5,0.003942363,5.549764E-4,8.927874E-4,1.676424E-5,0.003209768,0.003606278,7.852414E-5,3.85574E-11,2.051165E-8,8.369202E-14,1.933833E-9,6.885743E-17,4.199457E-6,0.002450377,6.907138E-4,0.01474387,8.618843,6.237667E-5,488809.2,488809.2
4.784031E-8,15.23042,-4.291839E12,1681.339,1681.339,9.500434E-4,1.0,0.8704141,0.005551021,7.163434E-4,0.01535079,5.615263E-4,0.008359575,0.02789884,0.001170233,2.488885E-4,0.001055463,0.001197562,0.002769087,0.01523349,0.004666647,9.941281E-6,9.084067E-5,7.8358E-6,2.947138E-4,0.001952914,1.16939E-5,0.005562676,1.173485E-4,5.138866E-4,0.005687754,9.100391E-5,3.600368E-6,5.020151E-9,1.784345E-5,4.223514E-9,4.919219E-6,5.572062E-8,9.851948E-11,3.606348E-4,1.353234E-5,0.003971354,5.795705E-4,8.975344E-4,1.606646E-5,0.003230394,0.003595305,8.209308E-5,4.792464E-11,2.348187E-8,1.073943E-13,2.14338E-9,8.643581E-17,3.98275E-6,0.002373756,6.58751E-4,0.01448706,8.606068,6.2378E-5,488084.6,488084.6
4.972629E-8,15.23042,-4.065565E12,1679.45,1679.45,9.500434E-4,1.0,0.8695158,0.005488716,7.644498E-4,0.01575768,5.866582E-4,0.008214311,0.02849836,0.001201553,2.665627E-4,0.0010957,0.001195531,0.002682496,0.01542041,0.004660202,1.053658E-5,9.444706E-5,8.126107E-6,3.051475E-4,0.00185814,1.274956E-5,0.005594973,1.218531E-4,5.101205E-4,0.005781921,9.575945E-5,3.929715E-6,5.470219E-9,1.857939E-5,4.672496E-9,5.292331E-6,6.192196E-8,1.116462E-10,3.721555E-4,1.317366E-5,0.003992734,5.985174E-4,9.0094E-4,1.555526E-5,0.003245373,0.003586924,8.484807E-5,5.641253E-11,2.598822E-8,1.294672E-13,2.315381E-9,1.02584E-16,3.824323E-6,0.002316353,6.351353E-4,0.01429098,8.596403,6.237802E-5,487536.5,487536.5
5.243763E-8,15.23075,-3.770263E12,1676.903,1676.903,9.500434E-4,1.0,0.8682877,0.005399435,8.351668E-4,0.01631413,6.228438E-4,0.008003142,0.02932561,0.001244028,2.92491E-4,0.001151928,0.001190449,0.002563887,0.01567946,0.004647951,1.140793E-5,9.954752E-5,8.541479E-6,3.195733E-4,0.001731448,1.432088E-5,0.005638687,1.281793E-4,5.048443E-4,0.005911858,1.025528E-4,4.427866E-6,6.153463E-9,1.962452E-5,5.36795E-9,5.842269E-6,7.14081E-8,1.324703E-10,3.878317E-4,1.269139E-5,0.004021085,6.249048E-4,9.053355E-4,1.487829E-5,0.003264956,0.003575352,8.869303E-5,7.036757E-11,2.981888E-8,1.668059E-13,2.570974E-9,1.295444E-16,3.615019E-6,0.002238584,6.035978E-4,0.01402019,8.583181,6.237666E-5,486786.6,486786.6
