Time_Soln#13 (sec),Volume_Soln#13 (cm3),Volumetric_heat_production_rate_Soln#13 (erg/cm3-sec),Surface_temperature_Soln#13 (K),Temperature_Soln#13 (K),Mass_Soln#13 (g),Pressure_Soln#13 (atm),Mole_fraction_H2_Soln#13 (),Mole_fraction_H_Soln#13 (),Mole_fraction_CH4_Soln#13 (),Mole_fraction_CH3_Soln#13 (),Mole_fraction_C2H6_Soln#13 (),Mole_fraction_C2H5_Soln#13 (),Mole_fraction_C2H4_Soln#13 (),Mole_fraction_C2H3_Soln#13 (),Mole_fraction_C2H2_Soln#13 (),Mole_fraction_C3H8_Soln#13 (),Mole_fraction_IC3H7_Soln#13 (),Mole_fraction_NC3H7_Soln#13 (),Mole_fraction_C3H6_Soln#13 (),Mole_fraction_C3H5-A_Soln#13 (),Mole_fraction_C3H4-P_Soln#13 (),Mole_fraction_C3H4-A_Soln#13 (),Mole_fraction_NC4H10_Soln#13 (),Mole_fraction_PC4H9_Soln#13 (),Mole_fraction_IC4H10_Soln#13 (),Mole_fraction_IC4H8_Soln#13 (),Mole_fraction_C4H8-1_Soln#13 (),Mole_fraction_C4H8-2_Soln#13 (),Mole_fraction_C4H71-3_Soln#13 (),Mole_fraction_C4H6_Soln#13 (),Mole_fraction_C4H5_Soln#13 (),Mole_fraction_C4H4_Soln#13 (),Mole_fraction_C4H2_Soln#13 (),Mole_fraction_C6H6_Soln#13 (),Mole_fraction_FULVENE_Soln#13 (),Mole_fraction_C5H6_Soln#13 (),Mole_fraction_C10H8_Soln#13 (),Mole_fraction_NC5H12_Soln#13 (),Mole_fraction_NC5H10_Soln#13 (),Mole_fraction_B1M3_Soln#13 (),Mole_fraction_LC5H8_Soln#13 (),Mole_fraction_DIALLYL_Soln#13 (),Mole_fraction_NC6H12_Soln#13 (),Mole_fraction_NC7H14_Soln#13 (),Mole_fraction_C7H8_Soln#13 (),Mole_fraction_C7H7_Soln#13 (),Mole_fraction_C6H5C2H_Soln#13 (),Mole_fraction_C6H5C2H3_Soln#13 (),Mole_fraction_C6H5C2H5_Soln#13 (),Mole_fraction_INDENE_Soln#13 (),Mole_fraction_C12H8_Soln#13 (),Mole_fraction_C14H10_Soln#13 (),Mole_fraction_BIN1B_Soln#13 (),Mole_fraction_NC12H26_Soln#13 (),Mole_fraction_NC16H34_Soln#13 (),Mole_fraction_NC10H20_Soln#13 (),Molecular_weight_Soln#13 (g/mole),Mass_density_Soln#13 (g/cm3),Unburned_hydrocarbons_Soln#13 (ppm),Volatile_organic_compounds_Soln#13 (ppm)
0.0,15.7,-2.429501E12,1600.0,1600.0,0.001128176,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,7.185838E-5,535064.1,535064.1
8.91527E-12,15.69997,-2.454007E12,1599.995,1599.995,0.001128176,1.0,0.951459,1.255746E-9,5.181384E-15,1.404005E-9,4.596338E-13,1.191024E-7,3.730785E-9,1.733983E-12,1.523951E-15,2.296896E-13,2.420824E-12,1.187791E-7,5.294093E-9,1.747838E-7,4.37679E-15,9.920429E-14,1.332611E-13,1.194427E-7,3.02585E-25,4.022728E-25,2.435605E-9,5.996133E-14,1.747384E-7,3.836754E-11,2.641666E-21,1.959346E-19,1.053442E-19,3.699644E-16,2.043812E-26,6.32372E-23,2.265709E-28,6.938787E-18,2.061919E-9,2.192936E-20,1.661483E-16,3.002318E-18,4.918704E-10,1.464654E-9,0.004081005,9.538148E-11,4.717319E-32,2.063536E-23,1.402475E-16,2.197032E-28,4.212235E-45,1.936807E-21,1.180368E-38,0.01103305,0.00663967,0.0267854,9.434417,7.185851E-5,535063.6,535063.6
3.410147E-10,15.6989,-3.095372E12,1599.801,1599.801,0.001128176,1.0,0.9514087,1.382602E-6,2.416062E-10,1.66103E-6,1.021111E-9,7.906245E-6,4.315922E-6,2.678922E-9,2.991828E-12,4.864929E-10,5.110967E-9,7.385664E-6,6.195552E-6,6.67526E-6,6.676933E-12,1.451386E-10,3.011806E-10,8.01038E-6,2.622066E-17,2.099182E-17,2.812335E-6,9.702345E-11,6.609453E-6,5.582682E-8,6.56981E-16,2.077717E-15,1.535352E-16,1.254528E-11,3.118113E-20,1.075737E-16,3.411517E-22,1.0359E-12,2.37035E-6,3.738134E-14,1.005156E-10,1.642335E-13,5.470873E-7,1.66483E-6,0.004080785,3.695958E-9,1.22229E-25,1.61233E-18,3.115636E-13,5.902583E-22,3.199971E-34,6.799813E-18,3.287704E-32,0.01102167,0.006629257,0.02677207,9.433918,7.186343E-5,535035.3,535035.3
1.523476E-9,15.69527,-3.61675E12,1598.95,1598.95,0.001128176,1.0,0.9511224,1.545737E-5,1.353149E-8,1.829298E-5,3.380617E-8,5.885322E-5,4.623751E-5,6.082403E-8,1.170939E-10,1.514331E-8,1.554496E-7,5.027467E-5,6.601494E-5,2.965565E-5,1.424396E-10,2.890245E-9,9.462938E-9,5.426223E-5,4.238962E-14,1.315616E-14,2.939251E-5,2.267607E-9,2.839101E-5,1.097169E-6,5.255073E-13,1.65573E-13,3.027465E-15,7.052793E-10,8.187444E-18,2.929052E-14,1.134297E-19,2.598123E-10,2.452846E-5,8.831017E-12,1.551377E-8,1.45386E-11,5.393392E-6,1.689471E-5,0.00407954,1.912101E-8,8.727825E-23,2.290214E-16,1.031151E-11,4.199582E-19,8.669649E-30,1.10882E-15,7.188006E-29,0.01098031,0.006591832,0.02672802,9.431078,7.188005E-5,534874.3,534874.3
4.016552E-9,15.6878,-3.619953E12,1597.07,1597.07,0.001128176,1.0,0.9504573,5.45871E-5,1.336525E-7,6.211804E-5,2.950895E-7,1.833813E-4,1.594684E-4,4.706808E-7,1.745901E-9,1.295063E-7,1.249872E-6,1.447865E-4,2.121423E-4,7.730123E-5,1.0144E-9,1.991228E-8,7.841338E-8,1.516697E-4,3.346793E-12,4.327686E-13,9.375367E-5,1.748328E-8,6.918676E-5,7.285424E-6,3.174514E-11,2.84367E-12,2.09088E-14,7.156912E-9,2.538589E-16,1.194732E-12,4.977406E-18,6.881994E-9,7.764324E-5,2.108101E-10,2.155909E-7,2.626415E-10,1.678709E-5,5.319404E-5,0.004076614,7.185089E-8,8.561379E-21,5.320059E-15,8.991916E-11,2.899671E-17,6.491731E-27,3.003713E-14,2.242519E-26,0.01089436,0.006514572,0.02663748,9.424474,7.191427E-5,534499.7,534499.7
1.370833E-8,15.66041,-3.459696E12,1589.936,1589.936,0.001128176,1.0,0.9478838,2.4561E-4,1.968673E-6,2.604126E-4,3.8828E-6,6.774476E-4,7.215512E-4,5.237651E-6,6.246552E-8,1.800436E-6,1.338367E-5,4.372139E-4,7.472828E-4,2.526111E-4,1.143151E-8,2.24026E-7,9.923963E-7,4.211896E-4,5.637535E-10,2.339973E-11,3.277769E-4,2.421171E-7,1.797797E-4,6.931996E-5,4.474571E-9,1.001845E-10,3.088868E-13,1.12878E-7,2.45985E-14,1.817398E-10,6.154822E-16,2.924955E-7,2.680035E-4,8.497226E-9,3.849027E-6,9.894661E-9,5.759082E-5,1.864442E-4,0.004064725,6.025262E-7,3.663275E-18,2.685293E-13,1.179244E-9,5.842244E-15,5.829916E-23,1.584344E-12,4.373241E-23,0.01058277,0.006238021,0.02629339,9.398785,7.204005E-5,533042.8,533042.8
4.363883E-8,15.5929,-2.830485E12,1570.366,1570.366,0.001128176,1.0,0.9404836,8.813969E-4,2.488944E-5,0.001084923,3.835984E-5,0.001960629,0.003121923,3.613536E-5,1.628051E-6,2.28838E-5,8.231323E-5,8.533919E-4,0.002169291,6.982915E-4,1.112833E-7,2.081801E-6,1.083589E-5,6.641859E-4,5.360452E-8,1.010165E-9,9.205046E-4,3.266933E-6,3.074153E-4,4.212354E-4,3.280174E-7,4.879053E-9,1.035497E-11,1.373431E-6,2.572379E-12,2.139413E-8,4.836666E-14,6.563331E-6,7.440463E-4,2.110825E-7,4.724779E-5,2.684829E-7,1.560057E-4,5.500689E-4,0.004024061,5.913756E-6,1.725096E-15,2.099518E-11,1.184306E-8,1.570045E-12,1.18101E-18,5.676148E-11,5.651813E-20,0.00978688,0.005557058,0.02527701,9.323284,7.235191E-5,528760.8,528760.8
5.924544E-8,15.56695,-2.514966E12,1561.712,1561.712,0.001128176,1.0,0.9370526,0.001127986,4.930126E-5,0.00160892,6.710258E-5,0.002399329,0.004515357,5.770326E-5,3.757715E-6,4.413001E-5,1.180371E-4,9.141857E-4,0.002825965,8.753226E-4,2.102882E-7,3.666487E-6,2.019736E-5,6.510547E-4,1.664524E-7,2.870701E-9,0.001173459,6.366413E-6,3.307147E-4,6.293957E-4,8.881621E-7,1.607913E-8,2.834692E-11,2.516107E-6,8.543411E-12,6.884591E-8,1.50432E-13,1.320192E-5,9.51652E-4,4.693107E-7,8.581034E-5,6.08687E-7,1.95577E-4,7.223273E-4,0.004001689,1.047468E-5,1.130552E-14,8.082719E-11,2.148016E-8,7.615186E-12,1.612681E-17,1.383174E-10,3.49082E-19,0.00944213,0.005273271,0.02476877,9.287367,7.247253E-5,526723.8,526723.8
6.223849E-8,15.56259,-2.457826E12,1560.167,1560.167,0.001128176,1.0,0.9364288,0.001166627,5.505907E-5,0.001714244,7.322286E-5,0.002465861,0.004783566,6.214684E-5,4.295191E-6,4.892841E-5,1.243063E-4,9.192061E-4,0.00294702,9.052153E-4,2.335568E-7,4.009544E-6,2.228291E-5,6.446547E-4,1.989363E-7,3.40502E-9,0.001218558,7.067516E-6,3.339399E-4,6.693352E-4,1.034673E-6,1.95156E-8,3.324679E-11,2.763417E-6,1.032976E-11,8.254064E-8,1.808451E-13,1.467653E-5,9.892558E-4,5.327734E-7,9.40712E-5,6.919847E-7,2.024736E-4,7.54213E-4,0.003997392,1.144274E-5,1.544505E-14,1.007358E-10,2.366341E-8,9.792256E-12,2.433119E-17,1.590991E-10,4.655964E-19,0.009380281,0.005223045,0.02467321,9.280777,7.249284E-5,526350.1,526350.1
6.63379E-8,15.55691,-2.381524E12,1558.107,1558.107,0.001128176,1.0,0.9355918,0.001215185,6.351992E-5,0.001860319,8.187271E-5,0.002548529,0.005149977,6.836615E-5,5.103371E-6,5.58438E-5,1.325414E-4,9.23463E-4,0.003110476,9.441455E-4,2.677822E-7,4.497506E-6,2.527435E-5,6.346926E-4,2.500345E-7,4.250239E-9,0.001278718,8.077964E-6,3.379087E-4,7.23845E-4,1.256286E-6,2.506539E-8,4.079384E-11,3.114311E-6,1.318429E-11,1.040395E-7,2.297178E-13,1.67814E-5,0.001039734,6.272844E-7,1.057435E-4,8.154777E-7,2.115984E-4,7.972855E-4,0.003991522,1.280581E-5,2.317529E-14,1.339488E-10,2.684205E-8,1.352531E-11,4.121174E-17,1.903722E-10,6.741427E-19,0.009297597,0.005156219,0.02454344,9.271907,7.251931E-5,525847.0,525847.0
7.047472E-8,15.55151,-2.306878E12,1556.093,1556.093,0.001128176,1.0,0.9347673,0.001259245,7.273522E-5,0.002009446,9.088873E-5,0.002622533,0.005517989,7.478121E-5,6.00541E-6,6.320301E-5,1.404268E-4,9.250803E-4,0.003272757,9.811441E-4,3.051328E-7,5.009779E-6,2.844079E-5,6.235752E-4,3.098329E-7,5.248624E-9,0.001337632,9.152961E-6,3.414644E-4,7.785439E-4,1.504402E-6,3.175274E-8,4.942521E-11,3.48128E-6,1.65851E-11,1.291066E-7,2.885379E-13,1.899395E-5,0.001089527,7.316858E-7,1.178912E-4,9.509911E-7,2.204505E-4,8.400451E-4,0.003985625,1.421867E-5,3.409349E-14,1.754079E-10,3.028057E-8,1.831596E-11,6.751877E-17,2.252637E-10,9.548149E-19,0.009216436,0.005090974,0.02441381,9.26314,7.25445E-5,525349.8,525349.8
7.432293E-8,15.54676,-2.239596E12,1554.276,1554.276,0.001128176,1.0,0.934018,0.001295976,8.192005E-5,0.002149327,9.951134E-5,0.002683372,0.005858216,8.0857E-5,6.924175E-6,7.037097E-5,1.473721E-4,9.245044E-4,0.003421377,0.001013571,3.424557E-7,5.502934E-6,3.150921E-5,6.125431E-4,3.733246E-7,6.320933E-9,0.001390895,1.019945E-5,3.444263E-4,8.290824E-4,1.757053E-6,3.904852E-8,5.840003E-11,3.832969E-6,2.025865E-11,1.555973E-7,3.529194E-13,2.112132E-5,0.00113486,8.3705E-7,1.294778E-4,1.086699E-6,2.283824E-4,8.791808E-4,0.003980171,1.556097E-5,4.787369E-14,2.221133E-10,3.369831E-8,2.384048E-11,1.036512E-16,2.60751E-10,1.293276E-18,0.009142903,0.005032156,0.02429449,9.255148,7.256665E-5,524896.6,524896.6
7.865216E-8,15.54173,-2.1664E12,1552.295,1552.295,0.001128176,1.0,0.933195,0.001332659,9.295822E-5,0.002307581,1.09458E-4,0.002743184,0.006238009,8.779659E-5,8.051067E-6,7.878135E-5,1.547344E-4,9.218034E-4,0.003585949,0.001047848,3.874503E-7,6.075408E-6,3.509056E-5,5.99592E-4,4.54279E-7,7.707412E-9,0.00144913,1.142632E-5,3.474158E-4,8.854788E-4,2.066E-6,4.860333E-8,6.961551E-11,4.239094E-6,2.502643E-11,1.891802E-7,4.378811E-13,2.35825E-5,0.001184773,9.651776E-7,1.427922E-4,1.250223E-6,2.369769E-4,9.224662E-4,0.00397408,1.70971E-5,6.868317E-14,2.852006E-10,3.780967E-8,3.14618E-11,1.626655E-16,3.041751E-10,1.781703E-18,0.009062346,0.004968039,0.02416174,9.246344,7.259014E-5,524397.3,524397.3
8.225986E-8,15.53777,-2.107418E12,1550.694,1550.694,0.001128176,1.0,0.932525,0.00135969,1.027252E-4,0.002439843,1.179283E-4,0.002786496,0.006551761,9.364807E-5,9.066426E-6,8.60513E-5,1.605068E-4,9.181254E-4,0.003721011,0.001074699,4.273963E-7,6.565658E-6,3.817032E-5,5.885226E-4,5.29765E-7,9.019943E-9,0.00149636,1.248573E-5,3.496644E-4,9.320644E-4,2.342975E-6,5.773657E-8,7.98856E-11,4.584972E-6,2.954963E-11,2.203007E-7,5.199851E-13,2.567977E-5,0.001225519,1.079758E-6,1.540773E-4,1.395032E-6,2.438874E-4,9.57934E-4,0.003969046,1.839385E-5,9.133383E-14,3.472109E-10,4.146276E-8,3.908868E-11,2.314181E-16,3.431889E-10,2.291671E-18,0.0089969,0.004916192,0.02405237,9.239157,7.260863E-5,523989.6,523989.6
8.67334E-8,15.53315,-2.036802E12,1548.768,1548.768,0.001128176,1.0,0.9317136,0.001389037,1.155491E-4,0.002603911,1.286387E-4,0.002832547,0.006936966,1.009694E-4,1.042245E-5,9.537141E-5,1.672131E-4,9.120341E-4,0.003885914,0.001105925,4.800364E-7,7.188801E-6,4.209733E-5,5.746172E-4,6.338653E-7,1.086104E-8,0.001553365,1.384217E-5,3.521836E-4,9.892683E-4,2.710316E-6,7.064396E-8,9.380774E-11,5.021981E-6,3.590071E-11,2.629233E-7,6.377301E-13,2.832814E-5,0.001275012,1.231729E-6,1.682658E-4,1.585014E-6,2.521562E-4,0.00100115,0.003962864,2.001742E-5,1.27675E-13,4.372226E-10,4.629509E-8,5.034164E-11,3.490287E-16,3.951133E-10,3.077169E-18,0.008917789,0.004853805,0.02391835,9.230431,7.263026E-5,523494.8,523494.8
8.947524E-8,15.53046,-1.994885E12,1547.619,1547.619,0.001128176,1.0,0.9312266,0.001404883,1.23796E-4,0.002704315,1.353073E-4,0.002856857,0.007170799,1.054826E-4,1.130677E-5,1.012395E-4,1.710808E-4,9.075776E-4,0.003985598,0.001123978,5.140017E-7,7.578412E-6,4.455771E-5,5.660621E-4,7.035629E-7,1.211351E-8,0.001587486,1.469509E-5,3.535949E-4,0.001024005,2.94813E-6,7.946817E-8,1.029986E-10,5.293704E-6,4.022216E-11,2.91279E-7,7.19463E-13,2.997273E-5,0.001304798,1.330288E-6,1.770491E-4,1.706969E-6,2.570678E-4,0.001027218,0.003959111,2.101868E-5,1.552958E-13,5.001371E-10,4.943023E-8,5.830903E-11,4.431327E-16,4.288626E-10,3.654364E-18,0.008870379,0.004816566,0.02383712,9.225183,7.264284E-5,523197.1,523197.1
9.390068E-8,15.52634,-1.929377E12,1545.815,1545.815,0.001128176,1.0,0.9304569,0.001427272,1.377206E-4,0.002865816,1.462227E-4,0.002890272,0.007544373,1.127923E-4,1.281932E-5,1.109414E-4,1.769442E-4,8.993992E-4,0.004144303,0.001151451,5.715463E-7,8.218501E-6,4.860513E-5,5.522933E-4,8.257204E-7,1.434618E-8,0.001641306,1.610324E-5,3.55681E-4,0.001079527,3.351517E-6,9.525259E-8,1.188999E-10,5.737591E-6,4.79234E-11,3.4065E-7,8.682653E-13,3.26539E-5,0.001352019,1.498034E-6,1.913348E-4,1.912308E-6,2.647573E-4,0.001068622,0.003953114,2.264093E-5,2.10038E-13,6.150589E-10,5.47822E-8,7.303403E-11,6.390052E-16,4.863825E-10,4.761654E-18,0.008795524,0.004757995,0.02370746,9.216871,7.266211E-5,522725.7,522725.7
9.822991E-8,15.52256,-1.867807E12,1544.106,1544.106,0.001128176,1.0,0.9297227,0.001445643,1.520662E-4,0.003022809,1.570671E-4,0.00291652,0.007905024,1.199543E-4,1.440037E-5,1.206867E-4,1.8224E-4,8.904012E-4,0.004296984,0.001176429,6.310794E-7,8.856903E-6,5.264504E-5,5.389557E-4,9.569664E-7,1.67968E-8,0.001692528,1.751497E-5,3.57513E-4,0.001133173,3.768535E-6,1.126226E-7,1.35742E-10,6.177205E-6,5.637034E-11,3.932647E-7,1.035932E-12,3.530058E-5,0.001397219,1.672447E-6,2.054071E-4,2.122912E-6,2.72009E-4,0.001108325,0.003947326,2.423135E-5,2.777982E-13,7.445584E-10,6.038275E-8,8.983954E-11,8.950602E-16,5.462374E-10,6.082756E-18,0.008724216,0.004702453,0.02358239,9.208926,7.267979E-5,522275.1,522275.1
1.026554E-7,15.51894,-1.80737E12,1542.416,1542.416,0.001128176,1.0,0.9289909,0.001461131,1.674577E-4,0.003181911,1.68306E-4,0.002937346,0.008268588,1.272659E-4,1.611929E-5,1.308844E-4,1.872205E-4,8.803687E-4,0.004450472,0.001200126,6.952204E-7,9.520649E-6,5.684502E-5,5.255343E-4,1.103304E-6,1.959054E-8,0.001743499,1.898918E-5,3.591929E-4,0.001187308,4.216547E-6,1.32445E-7,1.542854E-10,6.631039E-6,6.599114E-11,4.51453E-7,1.232284E-12,3.80217E-5,0.001442436,1.861199E-6,2.198566E-4,2.347626E-6,2.791607E-4,0.001148096,0.003941492,2.585648E-5,3.642282E-13,8.956229E-10,6.649985E-8,1.09667E-10,1.238617E-15,6.110112E-10,7.711187E-18,0.008653207,0.004647386,0.02345637,9.200989,7.269675E-5,521825.0,521825.0
1.075057E-7,15.51524,-1.743942E12,1540.625,1540.625,0.001128176,1.0,0.9282097,0.001474648,1.851541E-4,0.003354299,1.807849E-4,0.002953844,0.008660957,1.352449E-4,1.812095E-5,1.423078E-4,1.921977E-4,8.685951E-4,0.004615745,0.00122409,7.692913E-7,1.025957E-5,6.151639E-5,5.111409E-4,1.277951E-6,2.300655E-8,0.001797835,2.063673E-5,3.608303E-4,0.001245808,4.731359E-6,1.56675E-7,1.761623E-10,7.132484E-6,7.774375E-11,5.203077E-7,1.479455E-12,4.101291E-5,0.00149088,2.080095E-6,2.357309E-4,2.604234E-6,2.867125E-4,0.001190748,0.003935199,2.763252E-5,4.823378E-13,1.08429E-9,7.368207E-8,1.34696E-10,1.732119E-15,6.860668E-10,9.863089E-18,0.00857748,0.004588924,0.02332039,9.192501,7.27141E-5,521343.6,521343.6
1.104338E-7,15.51313,-1.707031E12,1539.574,1539.574,0.001128176,1.0,0.9277483,0.001481213,1.962476E-4,0.003457204,1.883929E-4,0.002960878,0.008894686,1.400342E-4,1.938807E-5,1.493173E-4,1.949688E-4,8.611692E-4,0.004714051,0.001237594,8.158943E-7,1.071081E-5,6.436526E-5,5.026353E-4,1.39063E-6,2.525633E-8,0.0018299,2.164563E-5,3.617236E-4,0.001280698,5.053534E-6,1.726146E-7,1.90161E-10,7.43679E-6,8.547899E-11,5.644228E-7,1.646265E-12,4.28194E-5,0.001519576,2.218257E-6,2.453183E-4,2.764083E-6,2.911338E-4,0.001216026,0.003931452,2.870039E-5,5.671574E-13,1.210482E-9,7.826989E-8,1.515714E-10,2.100454E-15,7.333831E-10,1.136921E-17,0.008532786,0.004554548,0.02323938,9.187481,7.272399E-5,521058.9,521058.9
1.152832E-7,15.50983,-1.648109E12,1537.883,1537.883,0.001128176,1.0,0.9270008,0.001489695,2.152832E-4,0.003625454,2.011051E-4,0.002968127,0.009276491,1.479044E-4,2.158194E-5,1.610939E-4,1.991888E-4,8.484568E-4,0.004874461,0.001258452,8.96151E-7,1.146562E-5,6.912167E-5,4.888823E-4,1.589221E-6,2.930632E-8,0.001881835,2.333713E-5,3.630572E-4,0.001337768,5.604798E-6,2.012532E-7,2.146636E-10,7.942664E-6,9.939824E-11,6.416445E-7,1.954147E-12,4.580652E-5,0.001566209,2.456881E-6,2.611799E-4,3.03648E-6,2.982393E-4,0.001257118,0.003925336,3.04591E-5,7.330718E-13,1.440785E-9,8.630146E-8,1.825962E-10,2.848436E-15,8.149682E-10,1.424421E-17,0.008460401,0.004499069,0.02310701,9.179336,7.273944E-5,520596.9,520596.9
1.219101E-7,15.5057,-1.57186E12,1535.663,1535.663,0.001128176,1.0,0.9260111,0.001497001,2.425966E-4,0.003850524,2.186831E-4,0.002970102,0.009787536,1.585023E-4,2.476759E-5,1.77486E-4,2.042518E-4,8.304693E-4,0.005088941,0.001284117,1.011914E-6,1.251006E-5,7.567947E-5,4.708031E-4,1.884617E-6,3.55243E-8,0.001950582,2.568412E-5,3.646093E-4,0.001414324,6.391265E-6,2.450516E-7,2.508283E-10,8.636378E-6,1.20769E-10,7.554112E-7,2.444611E-12,4.986774E-5,0.001628191,2.802383E-6,2.827779E-4,3.423057E-6,3.075373E-4,0.001311742,0.003917159,3.283763E-5,1.018616E-12,1.800523E-9,9.818801E-8,2.315265E-10,4.204026E-15,9.327269E-10,1.903214E-17,0.008364636,0.004426043,0.02292971,9.168533,7.275883E-5,519984.3,519984.3
1.253883E-7,15.50369,-1.533726E12,1534.54,1534.54,0.001128176,1.0,0.925506,0.00149909,2.575137E-4,0.00396621,2.279951E-4,0.002967889,0.01005079,1.639777E-4,2.652372E-5,1.86209E-4,2.06603E-4,8.208345E-4,0.005199367,0.001296365,1.075423E-6,1.306324E-5,7.913943E-5,4.616574E-4,2.050623E-6,3.9117E-8,0.001985689,2.692956E-5,3.653089E-4,0.001453841,6.818141E-6,2.70254E-7,2.71058E-10,9.00097E-6,1.331248E-10,8.188437E-7,2.737141E-12,5.198482E-5,0.001659937,2.992483E-6,2.940586E-4,3.632035E-6,3.122378E-4,0.001339716,0.003912953,3.407242E-5,1.199399E-12,2.011015E-9,1.048639E-7,2.603694E-10,5.098403E-15,9.973116E-10,2.198708E-17,0.008315768,0.004388941,0.02283831,9.163011,7.276826E-5,519671.1,519671.1
1.290245E-7,15.5017,-1.495189E12,1533.394,1533.394,0.001128176,1.0,0.9249879,0.001500138,2.735237E-4,0.004085247,2.377885E-4,0.002963443,0.01032236,1.696293E-4,2.841975E-5,1.95405E-4,2.088485E-4,8.106714E-4,0.005313268,0.001308328,1.1438E-6,1.364466E-5,8.276468E-5,4.523526E-4,2.232129E-6,4.312395E-8,0.002021711,2.823996E-5,3.659619E-4,0.00149467,7.274005E-6,2.982693E-7,2.931341E-10,9.382139E-6,1.469182E-10,8.878364E-7,3.070825E-12,5.418469E-5,0.001692563,3.197525E-6,3.058008E-4,3.854633E-6,3.170267E-4,0.00136846,0.003908617,3.535215E-5,1.413817E-12,2.247581E-9,1.121758E-7,2.929395E-10,6.189543E-15,1.066796E-9,2.543338E-17,0.008265665,0.004351013,0.02274395,9.157343,7.277759E-5,519349.6,519349.6
1.351105E-7,15.49861,-1.4336E12,1531.539,1531.539,0.001128176,1.0,0.924143,0.001499582,3.012393E-4,0.004279917,2.543033E-4,0.002951644,0.01076861,1.789062E-4,3.172632E-5,2.10948E-4,2.121484E-4,7.935506E-4,0.005500443,0.001326545,1.262675E-6,1.462363E-5,8.884008E-5,4.373664E-4,2.553788E-6,5.042201E-8,0.002080517,3.044891E-5,3.668871E-4,0.001561908,8.057233E-6,3.490435E-7,3.322226E-10,1.001943E-5,1.7209E-10,1.009286E-6,3.697505E-12,5.783079E-5,0.001745914,3.554775E-6,3.253162E-4,4.235866E-6,3.247699E-4,0.001415443,0.003901504,3.746637E-5,1.836865E-12,2.682341E-9,1.251955E-7,3.531521E-10,8.424128E-15,1.187403E-9,3.208969E-17,0.008183975,0.004289416,0.02258875,9.148089,7.27921E-5,518824.8,518824.8
1.411503E-7,15.49582,-1.375899E12,1529.773,1529.773,0.001128176,1.0,0.9233309,0.001496563,3.298374E-4,0.004467221,2.708324E-4,0.00293524,0.01120132,1.878656E-4,3.516584E-5,2.26528E-4,2.148949E-4,7.765435E-4,0.005682013,0.001342559,1.385977E-6,1.560077E-5,9.486476E-5,4.232136E-4,2.894545E-6,5.842089E-8,0.002137139,3.265601E-5,3.676143E-4,0.001627293,8.857176E-6,4.043301E-7,3.736939E-10,1.065015E-5,1.997748E-10,1.13698E-6,4.410497E-12,6.139831E-5,0.001797349,3.926172E-6,3.444877E-4,4.623837E-6,3.321368E-4,0.001460709,0.00389462,3.95277E-5,2.345334E-12,3.163222E-9,1.39113E-7,4.201882E-10,1.122915E-14,1.312151E-9,3.990321E-17,0.008105469,0.004230503,0.02243804,9.139185,7.280521E-5,518319.9,518319.9
1.462305E-7,15.49367,-1.329853E12,1528.342,1528.342,0.001128176,1.0,0.9226672,0.00149241,3.546975E-4,0.004620075,2.84834E-4,0.002918346,0.01155758,1.951962E-4,3.817506E-5,2.397274E-4,2.168286E-4,7.62309E-4,0.005831599,0.001354565,1.49367E-6,1.642576E-5,9.991821E-5,4.118525E-4,3.197232E-6,6.575055E-8,0.002183505,3.452059E-5,3.680911E-4,0.001681271,9.545618E-6,4.546747E-7,4.106731E-10,1.11787E-5,2.252504E-10,1.249715E-6,5.086021E-12,6.435541E-5,0.001839483,4.251089E-6,3.604451E-4,4.956726E-6,3.381035E-4,0.001497764,0.003888964,4.123144E-5,2.849211E-12,3.606812E-9,1.516097E-7,4.82352E-10,1.411495E-14,1.42075E-9,4.749894E-17,0.008041319,0.004182566,0.02231378,9.131903,7.281531E-5,517906.8,517906.8
1.561262E-7,15.48995,-1.246228E12,1525.688,1525.688,0.001128176,1.0,0.9214225,0.0014809,4.051142E-4,0.004905203,3.123416E-4,0.002878796,0.01223176,2.089001E-4,4.432229E-5,2.656149E-4,2.19703E-4,7.349753E-4,0.006115027,0.001374504,1.713461E-6,1.803734E-5,1.096959E-4,3.910915E-4,3.826987E-6,8.165814E-8,0.002270743,3.816458E-5,3.687022E-4,0.001783809,1.092187E-5,5.629801E-7,4.88319E-10,1.220146E-5,2.809575E-10,1.482647E-6,6.618646E-12,6.999038E-5,0.001918707,4.915254E-6,3.910446E-4,5.619702E-6,3.491675E-4,0.001567372,0.003878291,4.446751E-5,4.056392E-12,4.576036E-9,1.780862E-7,6.19021E-10,2.137552E-14,1.641178E-9,6.528336E-17,0.007921015,0.004093156,0.02207813,9.118232,7.283278E-5,517131.5,517131.5
