Time_Soln#23 (sec),Volume_Soln#23 (cm3),Volumetric_heat_production_rate_Soln#23 (erg/cm3-sec),Surface_temperature_Soln#23 (K),Temperature_Soln#23 (K),Mass_Soln#23 (g),Pressure_Soln#23 (atm),Mole_fraction_H2_Soln#23 (),Mole_fraction_H_Soln#23 (),Mole_fraction_CH4_Soln#23 (),Mole_fraction_CH3_Soln#23 (),Mole_fraction_C2H6_Soln#23 (),Mole_fraction_C2H5_Soln#23 (),Mole_fraction_C2H4_Soln#23 (),Mole_fraction_C2H3_Soln#23 (),Mole_fraction_C2H2_Soln#23 (),Mole_fraction_C3H8_Soln#23 (),Mole_fraction_IC3H7_Soln#23 (),Mole_fraction_NC3H7_Soln#23 (),Mole_fraction_C3H6_Soln#23 (),Mole_fraction_C3H5-A_Soln#23 (),Mole_fraction_C3H5-T_Soln#23 (),Mole_fraction_C3H4-P_Soln#23 (),Mole_fraction_C3H4-A_Soln#23 (),Mole_fraction_C3H3_Soln#23 (),Mole_fraction_NC4H10_Soln#23 (),Mole_fraction_PC4H9_Soln#23 (),Mole_fraction_C4H8-1_Soln#23 (),Mole_fraction_C4H8-2_Soln#23 (),Mole_fraction_C4H71-3_Soln#23 (),Mole_fraction_C4H6_Soln#23 (),Mole_fraction_C4H5_Soln#23 (),Mole_fraction_C4H4_Soln#23 (),Mole_fraction_C4H2_Soln#23 (),Mole_fraction_C6H6_Soln#23 (),Mole_fraction_FULVENE_Soln#23 (),Mole_fraction_C5H6_Soln#23 (),Mole_fraction_C10H8_Soln#23 (),Mole_fraction_NC5H12_Soln#23 (),Mole_fraction_NC5H11_Soln#23 (),Mole_fraction_NC5H10_Soln#23 (),Mole_fraction_LC5H8_Soln#23 (),Mole_fraction_NC6H12_Soln#23 (),Mole_fraction_NC7H15_Soln#23 (),Mole_fraction_NC7H14_Soln#23 (),Mole_fraction_C7H8_Soln#23 (),Mole_fraction_C7H7_Soln#23 (),Mole_fraction_C6H5C2H_Soln#23 (),Mole_fraction_C12H8_Soln#23 (),Mole_fraction_C14H10_Soln#23 (),Mole_fraction_C16H10_Soln#23 (),Mole_fraction_BIN1B_Soln#23 (),Mole_fraction_NC10H21_Soln#23 (),Mole_fraction_NC12H25_Soln#23 (),Mole_fraction_NC12H26_Soln#23 (),Mole_fraction_NC16H34_Soln#23 (),Mole_fraction_NC10H20_Soln#23 (),Molecular_weight_Soln#23 (g/mole),Mass_density_Soln#23 (g/cm3),Unburned_hydrocarbons_Soln#23 (ppm),Volatile_organic_compounds_Soln#23 (ppm)
8.588516E-9,15.18083,-2.849902E13,1852.618,1852.618,8.59563E-4,1.0,0.8688657,0.01019956,1.192789E-4,0.008919012,1.650757E-4,0.01316784,0.01699414,9.29879E-4,5.706771E-5,3.976655E-4,0.001471095,0.007001868,0.01490842,0.007619645,1.244489E-5,4.71198E-6,5.271592E-5,1.466687E-5,9.200016E-5,0.007834892,0.006277779,4.641909E-5,6.860092E-4,0.00632305,4.09171E-5,1.352747E-6,1.094619E-9,4.873829E-6,8.764329E-10,7.063888E-7,1.220342E-11,1.325549E-4,2.576405E-5,0.003503067,1.835169E-4,9.969042E-4,4.0947E-5,0.00336276,0.003674214,3.030307E-5,6.829077E-13,4.855847E-16,1.662605E-10,1.851899E-18,3.514527E-19,4.081219E-6,5.645491E-6,0.001216416,2.304637E-4,0.014293,8.607683,5.662161E-5,488176.2,488176.2
9.707328E-9,15.16533,-2.488381E13,1844.931,1844.931,8.59563E-4,1.0,0.8662641,0.01036628,1.443505E-4,0.009769483,1.89936E-4,0.01331228,0.01818243,0.001036898,7.208379E-5,4.685428E-4,0.00157411,0.006814601,0.01529397,0.007857019,1.476051E-5,5.469604E-6,6.136652E-5,1.634428E-5,1.07285E-4,0.007584436,0.006378771,5.393919E-5,6.60386E-4,0.006663521,5.023688E-5,1.589857E-6,1.458383E-9,5.70296E-6,1.197866E-9,9.222061E-7,1.722522E-11,1.551523E-4,2.344665E-5,0.003472522,2.090393E-4,0.001006821,3.665419E-5,0.003373831,0.003655109,3.493622E-5,1.183674E-12,9.369152E-16,2.194344E-10,3.776606E-18,6.272881E-19,3.585592E-6,4.73118E-6,0.001086626,1.940318E-4,0.01369305,8.580725,5.667947E-5,486647.3,486647.3
1.114862E-8,15.14951,-2.126454E13,1836.374,1836.374,8.59563E-4,1.0,0.863298,0.01049126,1.794834E-4,0.01084916,2.220689E-4,0.01340936,0.01964267,0.001172444,9.376445E-5,5.600349E-4,0.001686079,0.006562794,0.01573714,0.008094573,1.777158E-5,6.493825E-6,7.255765E-5,1.840963E-5,1.269586E-4,0.007243691,0.006482058,6.354623E-5,6.327069E-4,0.007047999,6.282331E-5,1.926062E-6,2.014624E-9,6.781575E-6,1.695255E-9,1.237031E-6,2.547682E-11,1.841871E-4,2.108076E-5,0.00343669,2.407005E-4,0.001015886,3.231077E-5,0.003379671,0.003632288,4.084592E-5,2.197631E-12,1.946238E-15,2.994139E-10,8.420561E-18,1.205064E-18,3.115367E-6,3.861524E-6,9.518177E-4,1.585559E-4,0.01300548,8.549848,5.673868E-5,484896.2,484896.2
1.212001E-8,15.14093,-1.929912E13,1831.291,1831.291,8.59563E-4,1.0,0.8614957,0.01053138,2.049075E-4,0.01156466,2.437503E-4,0.01342963,0.02058588,0.00126202,1.098016E-4,6.213364E-4,0.001750128,0.006391065,0.01600934,0.008219871,1.980224E-5,7.21367E-6,8.009091E-5,1.974909E-5,1.401122E-4,0.007009234,0.006538595,6.993307E-5,6.166577E-4,0.007279217,7.158628E-5,2.173658E-6,2.445858E-9,7.511556E-6,2.084567E-9,1.471007E-6,3.229252E-11,2.035701E-4,1.976804E-5,0.003414877,2.612361E-4,0.001020224,2.992762E-5,0.003379719,0.003617864,4.477517E-5,3.185882E-12,3.005828E-15,3.605955E-10,1.363111E-17,1.784867E-18,2.869628E-6,3.409705E-6,8.763603E-4,1.398052E-4,0.01258652,8.531011,5.677082E-5,483827.9,483827.9
1.367066E-8,15.13,-1.67311E13,1824.091,1824.091,8.59563E-4,1.0,0.8588833,0.01053974,2.482941E-4,0.01268306,2.783474E-4,0.01340249,0.02202875,0.00140152,1.376587E-4,7.179432E-4,0.001836057,0.006118983,0.01640913,0.008373797,2.302308E-5,8.409644E-6,9.204695E-5,2.181227E-5,1.60798E-4,0.006635058,0.006612179,7.993393E-5,5.943444E-4,0.007610622,8.590887E-5,2.605867E-6,3.229032E-9,8.676932E-6,2.798273E-9,1.878014E-6,4.549387E-11,2.340043E-4,1.801069E-5,0.003383686,2.926694E-4,0.001024933,2.677962E-5,0.003375092,0.003596195,5.093727E-5,5.421875E-12,5.572259E-15,4.703091E-10,2.719781E-17,3.138001E-18,2.556579E-6,2.84227E-6,7.751089E-4,1.15959E-4,0.01197847,8.503608,5.681182E-5,482273.7,482273.7
1.520349E-8,15.12186,-1.470348E13,1817.874,1817.874,8.59563E-4,1.0,0.8565645,0.01049721,2.944215E-4,0.0137564,3.124859E-4,0.01331844,0.02338449,0.001534658,1.677627E-4,8.113702E-4,0.001904077,0.005856541,0.01677042,0.008481402,2.616149E-5,9.645165E-6,1.037332E-4,2.377372E-5,1.807462E-4,0.006271679,0.006669242,8.954597E-5,5.753726E-4,0.00790074,1.003395E-4,3.079261E-6,4.118258E-9,9.824636E-6,3.617579E-9,2.31748E-6,6.162814E-11,2.632897E-4,1.657751E-5,0.003356685,3.221405E-4,0.001027537,2.425848E-5,0.003366289,0.003576198,5.687887E-5,8.633868E-12,9.518432E-15,5.931203E-10,4.98558E-17,5.152531E-18,2.313624E-6,2.413405E-6,6.927965E-4,9.773801E-5,0.0114386,8.479186,5.68424E-5,480888.6,480888.6
1.661155E-8,15.11623,-1.317137E13,1812.802,1812.802,8.59563E-4,1.0,0.8546245,0.01042575,3.394858E-4,0.01471155,3.437647E-4,0.01320215,0.02457244,0.001652387,1.975047E-4,8.950102E-4,0.001953997,0.005623504,0.01707818,0.00854956,2.899061E-5,1.082348E-5,1.143187E-4,2.551717E-5,1.98546E-4,0.005947549,0.006711088,9.811232E-5,5.600076E-4,0.008140365,1.137333E-4,3.555337E-6,5.036171E-9,1.087216E-5,4.472178E-9,2.750679E-6,7.941879E-11,2.893546E-4,1.545881E-5,0.00333465,3.478598E-4,0.001028563,2.232602E-5,0.003355472,0.003558913,6.219619E-5,1.267929E-11,1.476743E-14,7.182574E-10,8.236347E-17,7.775209E-18,2.130779E-6,2.101042E-6,6.290396E-4,8.43801E-5,0.01098722,8.458685,5.686359E-5,479725.9,479725.9
1.80762E-8,15.11187,-1.183401E13,1808.067,1808.067,8.59563E-4,1.0,0.8527694,0.01032752,3.889474E-4,0.01567196,3.762026E-4,0.01304996,0.02575353,0.001769926,2.304028E-4,9.795637E-4,0.001995024,0.005390534,0.01737779,0.00859564,3.186936E-5,1.208992E-5,1.251551E-4,2.727947E-5,2.164695E-4,0.005622613,0.006746161,1.067433E-4,5.456657E-4,0.008366806,1.277266E-4,4.092665E-6,6.093816E-9,1.195288E-5,5.46711E-9,3.228494E-6,1.01202E-10,3.15518E-4,1.445014E-5,0.003313984,3.733007E-4,0.001028546,2.061455E-5,0.00334212,0.003541911,6.757974E-5,1.823202E-11,2.231393E-14,8.606335E-10,1.325754E-16,1.149154E-17,1.970349E-6,1.836924E-6,5.721608E-4,7.304665E-5,0.01055607,8.439024,5.688E-5,478610.9,478610.9
1.934666E-8,15.1091,-1.084143E13,1804.338,1804.338,8.59563E-4,1.0,0.8512762,0.01022794,4.338722E-4,0.01647679,4.042529E-4,0.01289742,0.02673555,0.001867681,2.604351E-4,0.001050779,0.002022827,0.005196721,0.01762308,0.008619,3.430877E-5,1.321967E-5,1.343991E-4,2.877092E-5,2.314981E-4,0.005351947,0.006770941,1.139953E-4,5.343195E-4,0.008547122,1.398672E-4,4.593429E-6,7.096278E-9,1.288191E-5,6.419599E-9,3.66346E-6,1.230003E-10,3.373737E-4,1.367782E-5,0.003297533,3.943388E-4,0.001027813,1.932606E-5,0.003329182,0.003527892,7.212677E-5,2.434869E-11,3.09546E-14,9.939452E-10,1.939383E-16,1.570777E-17,1.849959E-6,1.646228E-6,5.291321E-4,6.485393E-5,0.01020951,8.423161,5.689042E-5,477711.2,477711.2
2.156532E-8,15.10607,-9.397034E12,1798.53,1798.53,8.59563E-4,1.0,0.8488893,0.01003269,5.165277E-4,0.01781824,4.530405E-4,0.01259624,0.02836207,0.002028875,3.158965E-4,0.001170281,0.00205673,0.004877055,0.01802363,0.008630827,3.843313E-5,1.525602E-5,1.501771E-4,3.130375E-5,2.565436E-4,0.004905633,0.006804313,1.261397E-4,5.164384E-4,0.008831824,1.609767E-4,5.544281E-6,9.036757E-9,1.448395E-5,8.287796E-9,4.464024E-6,1.680376E-10,3.735771E-4,1.250954E-5,0.003271213,4.289315E-4,0.001025273,1.741654E-5,0.003304297,0.00350486,7.979668E-5,3.845167E-11,5.178662E-14,1.247823E-9,3.545884E-16,2.580421E-17,1.671223E-6,1.377199E-6,4.651436E-4,5.330611E-5,0.009656532,8.397735,5.690184E-5,476269.2,476269.2
2.292186E-8,15.10512,-8.657136E12,1795.354,1795.354,8.59563E-4,1.0,0.8475495,0.00990484,5.695192E-4,0.01859821,4.827487E-4,0.01239566,0.02930468,0.002121467,3.515105E-4,0.001240289,0.002069661,0.004693262,0.01825334,0.008623776,4.086788E-5,1.653738E-5,1.595903E-4,3.281301E-5,2.710947E-4,0.004649545,0.006819764,1.332458E-4,5.06488E-4,0.008989749,1.737805E-4,6.172677E-6,1.03425E-8,1.545018E-5,9.561978E-9,4.976594E-6,2.002355E-10,3.944489E-4,1.18867E-5,0.003256181,4.488265E-4,0.001023091,1.641919E-5,0.00328798,0.003491599,8.432049E-5,4.954755E-11,6.882715E-14,1.41574E-9,4.963819E-16,3.404004E-17,1.577315E-6,1.243464E-6,4.31675E-4,4.758244E-5,0.009346757,8.383429,5.69054E-5,475457.9,475457.9
2.582463E-8,15.10486,-7.347776E12,1789.339,1789.339,8.59563E-4,1.0,0.8449384,0.009621541,6.885893E-4,0.02016619,5.460271E-4,0.0119386,0.03120029,0.00230467,4.314751E-4,0.00138244,0.002081281,0.004328487,0.01871202,0.008582218,4.585603E-5,1.93612E-5,1.791349E-4,3.595729E-5,3.00299E-4,0.004143785,0.006843323,1.476729E-4,4.871487E-4,0.009293792,2.008055E-4,7.633763E-6,1.344241E-8,1.748345E-5,1.263786E-8,6.124581E-6,2.819538E-10,4.358546E-4,1.073473E-5,0.003225525,4.884873E-4,0.001017212,1.461444E-5,0.003251073,0.003465066,9.359674E-5,8.073413E-11,1.188329E-13,1.805602E-9,9.522379E-16,5.823264E-17,1.405639E-6,1.014052E-6,3.711817E-4,3.781919E-5,0.008744387,8.355484,5.690638E-5,473873.0,473873.0
2.72469E-8,15.10543,-6.81399E12,1786.721,1786.721,8.59563E-4,1.0,0.8437695,0.009481471,7.495185E-4,0.02088545,5.768967E-4,0.0117055,0.03207295,0.002387225,4.722913E-4,0.001448396,0.002080341,0.00416322,0.01892237,0.008551947,4.819177E-5,2.078153E-5,1.88418E-4,3.746077E-5,3.136665E-4,0.003916296,0.006851145,1.543728E-4,4.784729E-4,0.00942837,2.138289E-4,8.405913E-6,1.511445E-8,1.846285E-5,1.432475E-8,6.709632E-6,3.287496E-10,4.545342E-4,1.024374E-5,0.003210857,5.065891E-4,0.001013856,1.386137E-5,0.003232257,0.003452892,9.795041E-5,1.002128E-10,1.512511E-13,2.011024E-9,1.272697E-15,7.397221E-17,1.33313E-6,9.233787E-7,3.460242E-4,3.399025E-5,0.008475301,8.34295,5.690425E-5,473162.1,473162.1
2.848076E-8,15.10621,-6.39698E12,1784.601,1784.601,8.59563E-4,1.0,0.842807,0.009360631,8.036393E-4,0.02148417,6.036108E-4,0.01150036,0.03280219,0.002455147,5.084604E-4,0.00150372,0.002076585,0.004026598,0.01909804,0.008521746,5.016204E-5,2.203139E-5,1.96319E-4,3.874763E-5,3.247765E-4,0.00372929,0.006856358,1.599991E-4,4.713044E-4,0.009538504,2.249992E-4,9.104846E-6,1.664726E-8,1.930378E-5,1.588719E-8,7.227874E-6,3.731298E-10,4.698986E-4,9.850239E-6,0.003198158,5.216412E-4,0.001010742,1.326491E-5,0.003215648,0.00344273,1.016307E-4,1.19604E-10,1.842329E-13,2.196491E-9,1.615107E-15,9.003983E-17,1.275268E-6,8.53779E-7,3.261596E-4,3.106725E-5,0.008253996,8.332619,5.690131E-5,472576.2,472576.2
2.991042E-8,15.1074,-5.959872E12,1782.303,1782.303,8.59563E-4,1.0,0.8417467,0.00922221,8.677226E-4,0.02214937,6.344919E-4,0.01126061,0.03361645,0.00252969,5.511647E-4,0.001565691,0.002069243,0.003875773,0.01929427,0.008483073,5.238155E-5,2.349872E-5,2.053007E-4,4.022005E-5,3.370995E-4,0.003524168,0.006860843,1.663111E-4,4.633698E-4,0.009659163,2.377865E-4,9.94768E-6,1.851952E-8,2.026828E-5,1.781546E-8,7.839769E-6,4.290927E-10,4.867435E-4,9.427557E-6,0.003183367,5.383692E-4,0.001006934,1.263124E-5,0.00319614,0.003431389,1.057871E-4,1.45183E-10,2.286559E-13,2.419469E-9,2.098852E-15,1.117685E-16,1.213342E-6,7.820563E-7,3.051345E-4,2.807297E-5,0.008010431,8.321228,5.689681E-5,471930.2,471930.2
3.173905E-8,15.10931,-5.462427E12,1779.584,1779.584,8.59563E-4,1.0,0.8404685,0.009048676,9.516899E-4,0.02295709,6.738857E-4,0.01095265,0.03461255,0.002618783,6.068939E-4,0.001641744,0.002055809,0.003693916,0.0195347,0.008429114,5.512453E-5,2.540328E-5,2.16526E-4,4.207673E-5,3.520304E-4,0.00327904,0.006864533,1.740763E-4,4.537394E-4,0.009803703,2.538917E-4,1.107602E-5,2.106606E-8,2.148703E-5,2.047122E-8,8.638739E-6,5.080085E-10,5.068318E-4,8.932596E-6,0.003164184,5.58722E-4,0.0010018,1.189845E-5,0.003170873,0.003417514,1.109428E-4,1.831282E-10,2.961772E-13,2.716726E-9,2.876685E-15,1.44979E-16,1.141117E-6,7.020647E-7,2.809503E-4,2.475955E-5,0.007717157,8.307484,5.688962E-5,471150.7,471150.7
