Time_Soln#28 (sec),Volume_Soln#28 (cm3),Volumetric_heat_production_rate_Soln#28 (erg/cm3-sec),Surface_temperature_Soln#28 (K),Temperature_Soln#28 (K),Mass_Soln#28 (g),Pressure_Soln#28 (atm),Mole_fraction_H2_Soln#28 (),Mole_fraction_H_Soln#28 (),Mole_fraction_CH4_Soln#28 (),Mole_fraction_CH3_Soln#28 (),Mole_fraction_CH2_Soln#28 (),Mole_fraction_C2H6_Soln#28 (),Mole_fraction_C2H5_Soln#28 (),Mole_fraction_C2H4_Soln#28 (),Mole_fraction_C2H3_Soln#28 (),Mole_fraction_C2H2_Soln#28 (),Mole_fraction_C3H8_Soln#28 (),Mole_fraction_IC3H7_Soln#28 (),Mole_fraction_NC3H7_Soln#28 (),Mole_fraction_C3H6_Soln#28 (),Mole_fraction_C3H5-A_Soln#28 (),Mole_fraction_C3H5-T_Soln#28 (),Mole_fraction_C3H4-P_Soln#28 (),Mole_fraction_C3H4-A_Soln#28 (),Mole_fraction_C3H3_Soln#28 (),Mole_fraction_C3H2_Soln#28 (),Mole_fraction_NC4H10_Soln#28 (),Mole_fraction_PC4H9_Soln#28 (),Mole_fraction_C4H8-1_Soln#28 (),Mole_fraction_C4H8-2_Soln#28 (),Mole_fraction_C4H71-3_Soln#28 (),Mole_fraction_C4H6_Soln#28 (),Mole_fraction_C4H5_Soln#28 (),Mole_fraction_C4H4_Soln#28 (),Mole_fraction_C4H2_Soln#28 (),Mole_fraction_C6H6_Soln#28 (),Mole_fraction_C5H6_Soln#28 (),Mole_fraction_C10H8_Soln#28 (),Mole_fraction_NC5H12_Soln#28 (),Mole_fraction_NC5H11_Soln#28 (),Mole_fraction_NC5H10_Soln#28 (),Mole_fraction_LC5H8_Soln#28 (),Mole_fraction_NC6H12_Soln#28 (),Mole_fraction_NC7H15_Soln#28 (),Mole_fraction_NC7H14_Soln#28 (),Mole_fraction_C7H8_Soln#28 (),Mole_fraction_C7H7_Soln#28 (),Mole_fraction_C6H5C2H_Soln#28 (),Mole_fraction_C12H8_Soln#28 (),Mole_fraction_C14H10_Soln#28 (),Mole_fraction_BIN1B_Soln#28 (),Mole_fraction_NC10H21_Soln#28 (),Mole_fraction_NC12H25_Soln#28 (),Mole_fraction_NC12H26_Soln#28 (),Mole_fraction_NC16H34_Soln#28 (),Mole_fraction_NC10H20_Soln#28 (),Molecular_weight_Soln#28 (g/mole),Mass_density_Soln#28 (g/cm3),Unburned_hydrocarbons_Soln#28 (ppm),Volatile_organic_compounds_Soln#28 (ppm)
0.0,15.7,-4.463454E15,2350.0,2350.0,7.681202E-4,1.0,0.9514599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004081009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01103335,0.006639947,0.02678577,9.434426,4.892485E-5,535064.1,535064.1
2.756612E-14,15.69989,-4.464294E15,2349.965,2349.965,7.681202E-4,1.0,0.9514526,1.325075E-9,4.987277E-17,7.84898E-10,4.093962E-21,7.549653E-14,1.284618E-6,2.226847E-9,3.450518E-12,3.681372E-16,4.63671E-14,3.7376E-12,1.284466E-6,2.886858E-9,7.436389E-7,2.220687E-18,1.068433E-15,3.302523E-14,5.297084E-17,4.828049E-27,3.076621E-14,1.284784E-6,1.31355E-9,1.242406E-14,7.434672E-7,1.255405E-10,2.182377E-19,5.851398E-18,3.231052E-19,1.435974E-18,1.822556E-24,7.333693E-29,3.052882E-18,1.895113E-6,1.46233E-9,6.863822E-19,2.442097E-10,4.367471E-6,1.082757E-9,0.004080977,2.681547E-11,2.453884E-35,7.165998E-49,7.694511E-22,2.304719E-41,1.108273E-6,2.285074E-6,0.01103006,0.006636908,0.02678408,9.434353,4.89252E-5,535060.0,535060.0
2.14208E-12,15.69198,-4.51537E15,2347.292,2347.292,7.681202E-4,1.0,0.9508495,7.394677E-6,1.932229E-11,4.508496E-6,1.575131E-15,4.735005E-10,1.061492E-4,1.272489E-5,2.312597E-8,4.160831E-12,2.892042E-10,2.3238E-8,1.05228E-4,1.655759E-5,5.714585E-5,3.236056E-14,1.804367E-11,2.087954E-10,2.040623E-11,1.068167E-19,1.940165E-10,1.070193E-4,7.522339E-6,8.53164E-11,5.614144E-5,7.385577E-7,8.595539E-14,2.037692E-12,1.922386E-15,4.564069E-13,4.507221E-17,1.588425E-21,1.376667E-12,1.393219E-4,8.358186E-6,1.329177E-12,1.392887E-6,3.144127E-4,6.177754E-6,0.004078387,2.081541E-9,1.67325E-27,2.347493E-36,4.612685E-18,5.263528E-34,8.131339E-5,1.630892E-4,0.01078258,0.006409765,0.02665854,9.428372,4.894987E-5,534720.8,534720.8
2.391355E-11,15.65124,-4.170932E15,2320.127,2320.127,7.681202E-4,1.0,0.9422918,5.819767E-4,1.806793E-8,3.50301E-4,1.972335E-12,7.145305E-8,0.001559625,9.382826E-4,4.177687E-6,2.309412E-9,4.442827E-8,3.259142E-6,0.001459183,0.001256893,5.831683E-4,1.688594E-10,1.052635E-8,3.206924E-8,1.993483E-8,4.563254E-15,2.960335E-8,0.001577908,5.6487E-4,1.802542E-8,4.892822E-4,7.189602E-5,1.49836E-10,1.963761E-9,2.092183E-13,4.439875E-10,4.222972E-13,1.792733E-17,3.324248E-9,8.708476E-4,6.123101E-4,9.180328E-9,1.01459E-4,0.001699662,4.485304E-4,0.004041642,2.640717E-8,1.604623E-22,3.181279E-29,5.97665E-16,7.740143E-30,4.876822E-4,8.089647E-4,0.008721137,0.004636283,0.02569641,9.343516,4.907727E-5,529908.3,529908.3
6.06169E-11,15.63307,-2.942367E15,2283.501,2283.501,7.681202E-4,1.0,0.9284953,0.001979888,1.685592E-7,0.001171244,3.267644E-11,4.644236E-7,0.003953447,0.002951884,2.553297E-5,2.389234E-8,3.290289E-7,1.946859E-5,0.003519025,0.004057332,0.001333999,4.734533E-9,8.133914E-8,2.041264E-7,1.96479E-7,3.572435E-13,1.901971E-7,0.003865933,0.001810029,1.293597E-7,9.164343E-4,3.288464E-4,3.690197E-9,1.903053E-8,1.138212E-12,4.364175E-9,1.022492E-11,4.65623E-16,5.988017E-8,9.066169E-4,0.001868982,1.57098E-7,3.16785E-4,0.001612929,0.001377221,0.003982352,9.217029E-8,1.236632E-20,1.457156E-26,4.805875E-15,3.848702E-28,4.589205E-4,6.762274E-4,0.00657949,0.003019993,0.02462517,9.206704,4.913431E-5,522149.1,522149.1
1.432863E-10,15.59906,-1.535147E15,2234.088,2234.088,7.681202E-4,1.0,0.9103891,0.004238788,9.208146E-7,0.002412038,3.1643E-10,2.116976E-6,0.007179186,0.005599129,9.756768E-5,1.704484E-7,1.913958E-6,7.906715E-5,0.006041047,0.007836425,0.002672654,5.471518E-8,3.456422E-7,9.17144E-7,1.171577E-6,1.161081E-11,8.588258E-7,0.006704006,0.003486247,6.156849E-7,0.001347516,0.001067092,5.748005E-8,1.107366E-7,5.171405E-12,2.580092E-8,1.690702E-10,6.873278E-15,5.496684E-7,5.10538E-4,0.003241171,1.236795E-6,5.955217E-4,9.013648E-4,0.002490592,0.003904247,3.353517E-7,5.869688E-19,3.681389E-24,3.978854E-14,2.004956E-26,2.036104E-4,3.019087E-4,0.004221332,0.001534535,0.02282316,9.027115,4.924143E-5,511963.9,511963.9
3.440549E-10,15.51612,-6.869729E14,2177.052,2177.052,7.681202E-4,1.0,0.8919106,0.007246426,3.790474E-6,0.003842351,2.032777E-9,7.781122E-6,0.01044218,0.00805903,2.725702E-4,1.056629E-6,9.539217E-6,2.493178E-4,0.008171963,0.01124927,0.004881994,3.798683E-7,1.04044E-6,3.532864E-6,5.252768E-6,2.294635E-10,3.196262E-6,0.009245778,0.005011542,2.351714E-6,0.001529129,0.002746378,6.290886E-7,4.817139E-7,2.435862E-11,1.191578E-7,2.465808E-9,7.923904E-14,3.194186E-6,2.141898E-4,0.003826572,6.15223E-6,8.296138E-4,4.010994E-4,0.00326732,0.003823367,1.213447E-6,2.634166E-17,8.205045E-22,3.469833E-13,1.309995E-24,5.255641E-5,8.873345E-5,0.002137564,5.406048E-4,0.01982052,8.843681,4.950466E-5,501560.6,501560.6
6.381824E-10,15.42929,-3.812402E14,2134.839,2134.839,7.681202E-4,1.0,0.8795781,0.00978755,9.131436E-6,0.004961018,6.310061E-9,1.74551E-5,0.01252005,0.009653724,4.736267E-4,3.466208E-6,2.679416E-5,4.880261E-4,0.009163656,0.01318155,0.006932028,1.209976E-6,1.965317E-6,8.556255E-6,1.26838E-5,1.445672E-9,7.375698E-6,0.01059399,0.005874502,5.490519E-6,0.00139306,0.004575614,2.724431E-6,1.137314E-6,7.439985E-11,3.152084E-7,1.373275E-8,3.905935E-13,8.884521E-6,1.164886E-4,0.003662648,1.556568E-5,9.37716E-4,2.245298E-4,0.00351682,0.0037674,2.878161E-6,3.698706E-16,3.070531E-20,1.526771E-12,2.439597E-23,1.668091E-5,3.124726E-5,0.001114057,1.984682E-4,0.01703397,8.721006,4.978326E-5,494603.2,494603.2
1.120511E-9,15.33624,-2.19212E14,2095.647,2095.647,7.681202E-4,1.0,0.8687443,0.01225432,1.942254E-5,0.00616883,1.660754E-8,3.44982E-5,0.01421481,0.01122816,7.163978E-4,9.586382E-6,6.47372E-5,8.288432E-4,0.009652775,0.01467708,0.009026966,3.140874E-6,3.317129E-6,1.849661E-5,2.518049E-5,6.552563E-9,1.519989E-5,0.0114531,0.006524145,1.136147E-5,0.00113947,0.006560519,8.952079E-6,2.214398E-6,2.127132E-10,7.237049E-7,5.684872E-8,1.596602E-12,2.023991E-5,6.869777E-5,0.003224757,3.244234E-5,9.92083E-4,1.331574E-4,0.003555012,0.003715007,6.112379E-6,4.026515E-15,7.128815E-19,5.681858E-12,3.369816E-22,5.31732E-6,1.049125E-5,5.314291E-4,6.348864E-5,0.01416513,8.612841,5.00853E-5,488468.7,488468.7
1.880179E-9,15.24581,-1.29051E14,2059.685,2059.685,7.681202E-4,1.0,0.8590302,0.01441375,3.823947E-5,0.007615682,3.983039E-8,6.234732E-5,0.01554826,0.01303731,0.001007748,2.341908E-5,1.388264E-4,0.001265137,0.009723324,0.0159017,0.0109772,7.02067E-6,5.261622E-6,3.646126E-5,4.332491E-5,2.307819E-8,2.889167E-5,0.01187695,0.00701629,2.146297E-5,8.837036E-4,0.008469837,2.381121E-5,3.759173E-6,5.896253E-10,1.488869E-6,1.856854E-7,5.825401E-12,4.022433E-5,4.306649E-5,0.002703765,5.843758E-5,0.001004934,8.230353E-5,0.003457749,0.003662968,1.182868E-5,3.540576E-14,1.124875E-17,1.85103E-11,3.662269E-21,1.949183E-6,3.393923E-6,2.336042E-4,1.789186E-5,0.01140631,8.515253,5.038239E-5,482934.1,482934.1
3.077653E-9,15.16305,-7.58139E13,2026.323,2026.323,7.681202E-4,1.0,0.8499375,0.01610297,7.314031E-5,0.009572074,9.343123E-8,1.068218E-4,0.01650577,0.01539023,0.001391943,5.368784E-5,2.738954E-4,0.001784707,0.009409482,0.01698789,0.0126587,1.418843E-5,8.197986E-6,6.741146E-5,6.799496E-5,6.867749E-8,5.219501E-5,0.01185515,0.007383011,3.810145E-5,6.699488E-4,0.01021391,5.489297E-5,5.892336E-6,1.659843E-9,2.846919E-6,5.157541E-7,2.037804E-11,7.338244E-5,2.758234E-5,0.002199655,9.484191E-5,9.840228E-4,5.125404E-5,0.003264159,0.003606696,2.145644E-5,2.746709E-13,1.382636E-16,5.581071E-11,3.511943E-20,9.494897E-7,1.025472E-6,9.224515E-5,4.272729E-6,0.008814811,8.423051,5.065737E-5,477705.0,477705.0
3.675481E-9,15.13579,-6.205136E13,2014.704,2014.704,7.681202E-4,1.0,0.8466891,0.01656356,9.2763E-5,0.01049114,1.283989E-7,1.289822E-4,0.0167423,0.01646003,0.001570036,7.225695E-5,3.454644E-4,0.001989635,0.009195729,0.01736917,0.01317799,1.800318E-5,9.665628E-6,8.337714E-5,7.892809E-5,9.927668E-8,6.418687E-5,0.0117179,0.007486032,4.642674E-5,6.039982E-4,0.01080095,7.255175E-5,6.874335E-6,2.444857E-9,3.56138E-6,7.275381E-7,3.21602E-11,9.004279E-5,2.338148E-5,0.002030536,1.108697E-4,9.68448E-4,4.289866E-5,0.003171996,0.003584048,2.635532E-5,5.718112E-13,3.318279E-16,8.269409E-11,7.93545E-20,7.870506E-7,6.444952E-7,6.338166E-5,2.396157E-6,0.007915322,8.389833,5.07486E-5,475821.1,475821.1
