Time_Soln#25 (sec),Volume_Soln#25 (cm3),Volumetric_heat_production_rate_Soln#25 (erg/cm3-sec),Surface_temperature_Soln#25 (K),Temperature_Soln#25 (K),Mass_Soln#25 (g),Pressure_Soln#25 (atm),Mole_fraction_H2_Soln#25 (),Mole_fraction_H_Soln#25 (),Mole_fraction_CH4_Soln#25 (),Mole_fraction_CH3_Soln#25 (),Mole_fraction_C2H4_Soln#25 (),Mole_fraction_C2H2_Soln#25 (),Mole_fraction_C3H4-P_Soln#25 (),Mole_fraction_C3H3_Soln#25 (),Mole_fraction_C4H4_Soln#25 (),Mole_fraction_C4H2_Soln#25 (),Mole_fraction_C6H6_Soln#25 (),Mole_fraction_C10H8_Soln#25 (),Mole_fraction_C7H8_Soln#25 (),Mole_fraction_C7H7_Soln#25 (),Mole_fraction_BENZYNE_Soln#25 (),Mole_fraction_C6H5C2H_Soln#25 (),Mole_fraction_C6H5C2H3_Soln#25 (),Mole_fraction_C6H5C2H5_Soln#25 (),Mole_fraction_C14H10_Soln#25 (),Mole_fraction_BIN1B_Soln#25 (),Molecular_weight_Soln#25 (g/mole),Mass_density_Soln#25 (g/cm3),Unburned_hydrocarbons_Soln#25 (ppm),Volatile_organic_compounds_Soln#25 (ppm)
0.0,15.7,-2.179484E12,2200.0,2200.0,9.22528E-4,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,10.60769,5.875975E-5,668660.8,668660.8
9.352655E-11,15.69979,-2.180561E12,2199.941,2199.941,9.22528E-4,1.0,0.912844,1.452984E-6,1.639138E-9,8.313179E-6,5.169136E-9,1.118425E-7,1.226013E-11,2.156053E-10,2.034025E-10,9.005625E-12,1.108668E-7,3.289196E-17,0.02851652,8.75116E-6,5.266793E-10,5.856759E-9,0.04210821,0.01651154,9.747389E-13,2.371949E-23,10.60755,5.876054E-5,668651.9,668651.9
1.747657E-9,15.69605,-2.180958E12,2198.899,2198.899,9.22528E-4,1.0,0.9126877,2.983815E-5,5.667533E-7,1.536365E-4,1.582458E-7,2.415481E-6,4.326929E-9,7.46003E-8,7.009051E-8,5.730436E-9,2.112707E-6,2.121687E-13,0.02849986,1.619168E-4,1.820929E-7,1.850919E-6,0.04214204,0.01630135,3.451351E-10,2.466223E-18,10.60504,5.877452E-5,668494.3,668494.3
8.951345E-9,15.6801,-2.119266E12,2194.423,2194.423,9.22528E-4,1.0,0.9119957,1.800896E-4,1.431488E-5,7.504726E-4,2.700224E-6,1.728208E-5,1.202282E-7,1.879952E-6,1.744938E-6,3.687166E-7,1.224659E-5,2.752921E-11,0.02842417,7.953689E-4,4.597999E-6,3.348065E-5,0.04227594,0.01542696,9.575495E-9,1.212507E-15,10.59423,5.883434E-5,667812.5,667812.5
4.141408E-8,15.61455,-1.782348E12,2176.242,2176.242,9.22528E-4,1.0,0.9090452,9.382802E-4,2.609809E-4,0.002843533,5.924926E-5,1.263206E-4,3.041295E-6,3.403565E-5,3.005873E-5,1.622406E-5,1.011462E-4,3.762631E-9,0.02801437,0.003103162,8.331191E-5,2.756771E-4,0.04262813,0.01217846,2.378565E-7,3.776371E-13,10.55055,5.908129E-5,665059.4,665059.4
5.246507E-8,15.59434,-1.690601E12,2170.722,2170.722,9.22528E-4,1.0,0.9081188,0.001186574,3.979951E-4,0.003381741,9.499644E-5,1.765774E-4,4.988647E-6,5.200579E-5,4.508176E-5,2.818977E-5,1.49516E-4,9.122873E-9,0.02785011,0.003728922,1.265863E-4,3.668282E-4,0.04266888,0.01128013,3.946503E-7,9.854236E-13,10.53744,5.915788E-5,664232.5,664232.5
5.892162E-8,15.58296,-1.641702E12,2167.629,2167.629,9.22528E-4,1.0,0.9075934,0.001327272,4.875942E-4,0.003663988,1.194637E-4,2.09279E-4,6.3388E-6,6.38524E-5,5.472125E-5,3.683972E-5,1.822085E-4,1.422496E-8,0.02774881,0.004064636,1.547088E-4,4.21597E-4,0.04267681,0.01079484,5.061899E-7,1.596765E-12,10.5301,5.920109E-5,663770.4,663770.4
6.506945E-8,15.57239,-1.597948E12,2164.766,2164.766,9.22528E-4,1.0,0.9071033,0.001457936,5.786869E-4,0.003912947,1.450931E-4,2.427573E-4,7.761893E-6,7.598842E-5,6.439224E-5,4.621617E-5,2.163865E-4,2.086187E-8,0.0276489,0.004365766,1.831567E-4,4.747536E-4,0.04267424,0.01035747,6.262263E-7,2.427001E-12,10.52333,5.924125E-5,663343.3,663343.3
6.63404E-8,15.57024,-1.589218E12,2164.183,2164.183,9.22528E-4,1.0,0.9070031,0.001484528,5.981733E-4,0.003962148,1.506667E-4,2.499656E-4,8.072218E-6,7.859749E-5,6.644534E-5,4.829295E-5,2.238233E-4,2.248357E-8,0.02762784,0.004425885,1.892234E-4,4.858626E-4,0.04267253,0.01026991,6.52732E-7,2.634974E-12,10.52195,5.924943E-5,663256.5,663256.5
6.885273E-8,15.56602,-1.572262E12,2163.042,2163.042,9.22528E-4,1.0,0.9068064,0.001536658,6.373191E-4,0.004057222,1.619551E-4,2.645056E-4,8.701449E-6,8.385329E-5,7.055385E-5,5.253716E-5,2.388977E-4,2.596686E-8,0.02758581,0.004542657,2.013905E-4,5.079408E-4,0.042668,0.0100996,7.068344E-7,3.087815E-12,10.51925,5.926549E-5,663086.4,663086.4
