Time_Soln#21 (sec),Volume_Soln#21 (cm3),Volumetric_heat_production_rate_Soln#21 (erg/cm3-sec),Surface_temperature_Soln#21 (K),Temperature_Soln#21 (K),Mass_Soln#21 (g),Pressure_Soln#21 (atm),Mole_fraction_H2_Soln#21 (),Mole_fraction_H_Soln#21 (),Mole_fraction_CH4_Soln#21 (),Mole_fraction_CH3_Soln#21 (),Mole_fraction_C2H4_Soln#21 (),Mole_fraction_C2H2_Soln#21 (),Mole_fraction_C3H4-P_Soln#21 (),Mole_fraction_C3H3_Soln#21 (),Mole_fraction_C4H2_Soln#21 (),Mole_fraction_C6H6_Soln#21 (),Mole_fraction_C10H8_Soln#21 (),Mole_fraction_C7H8_Soln#21 (),Mole_fraction_C7H7_Soln#21 (),Mole_fraction_BENZYNE_Soln#21 (),Mole_fraction_C6H5C2H_Soln#21 (),Mole_fraction_C6H5C2H3_Soln#21 (),Mole_fraction_C6H5C2H5_Soln#21 (),Mole_fraction_C14H10_Soln#21 (),Mole_fraction_BIN1B_Soln#21 (),Mole_fraction_BIN1A_Soln#21 (),Molecular_weight_Soln#21 (g/mole),Mass_density_Soln#21 (g/cm3),Unburned_hydrocarbons_Soln#21 (ppm),Volatile_organic_compounds_Soln#21 (ppm)
0.0,15.7,-7.802833E11,2000.0,2000.0,0.001014781,1.0,0.9128527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02851745,0.0,0.0,0.0,0.0421063,0.01652353,0.0,0.0,0.0,10.60769,6.463572E-5,668660.8,668660.8
3.58687E-10,15.69966,-7.802332E11,1999.925,1999.925,0.001014781,1.0,0.9128411,1.304E-6,5.873676E-9,1.156326E-5,4.858118E-9,9.091371E-8,3.732771E-12,1.78635E-10,8.749865E-12,9.008884E-8,3.688257E-17,0.02851602,1.246058E-5,7.762242E-10,6.324023E-9,0.04210829,0.01650864,2.690116E-12,6.697591E-23,4.947439E-13,10.60752,6.463711E-5,668650.1,668650.1
7.473433E-9,15.69303,-7.713508E11,1998.448,1998.448,0.001014781,1.0,0.9126097,3.090738E-5,2.505868E-6,2.357092E-4,3.733822E-7,2.261708E-6,1.936435E-9,7.673945E-8,6.87224E-9,2.085078E-6,2.834926E-13,0.02848721,2.559894E-4,3.324558E-7,1.972303E-6,0.04214713,0.01621715,1.225842E-9,9.57534E-18,1.556662E-10,10.60417,6.466443E-5,668438.8,668438.8
2.92959E-8,15.67332,-7.327017E11,1994.063,1994.063,0.001014781,1.0,0.9119015,1.409068E-4,3.660139E-5,8.649614E-4,5.773252E-6,1.087505E-5,4.342779E-8,1.135468E-6,2.116014E-7,1.171781E-5,1.62897E-11,0.02839383,9.629731E-4,4.907694E-6,1.618635E-5,0.04225096,0.01536757,2.14699E-8,2.096027E-15,1.317033E-9,10.5942,6.474574E-5,667810.8,667810.8
1.374011E-7,15.58889,-5.801081E11,1975.278,1975.278,0.001014781,1.0,0.9085727,8.064141E-4,6.38032E-4,0.002997496,1.528138E-4,9.684362E-5,1.740379E-6,2.204861E-5,1.174259E-5,1.947655E-4,5.782233E-9,0.02779367,0.003787748,8.814994E-5,1.658312E-4,0.04242178,0.01194487,7.012472E-7,2.381534E-12,1.508981E-8,10.55124,6.509644E-5,665102.6,665102.6
4.999898E-7,15.42541,-2.675606E11,1936.113,1936.113,0.001014781,1.0,0.8994354,0.002097893,0.004554956,0.004963843,0.001701948,0.001048756,2.540757E-5,2.565473E-4,2.071435E-4,0.002785352,1.271818E-6,0.02491301,0.008661502,5.928398E-4,0.001334123,0.04018404,0.00571055,1.161238E-5,1.373597E-9,1.909868E-7,10.45163,6.57863E-5,658823.9,658823.9
9.087449E-7,15.36417,-1.170045E11,1916.716,1916.716,0.001014781,1.0,0.8920634,0.002105479,0.008993645,0.004665549,0.00369107,0.002584116,7.398182E-5,6.064068E-4,5.388068E-4,0.006966698,1.100146E-5,0.02228256,0.01004148,9.969516E-4,0.002759995,0.03641083,0.002806145,3.123206E-5,1.508155E-8,7.444968E-7,10.38817,6.604853E-5,654823.5,654823.5
9.609444E-7,15.36054,-1.069936E11,1915.171,1915.171,0.001014781,1.0,0.8912829,0.002076284,0.00949979,0.004579412,0.003915961,0.002778589,8.127493E-5,6.459082E-4,5.825651E-4,0.007477072,1.31881E-5,0.02201899,0.01007134,0.001032238,0.002920268,0.03595554,0.00257914,3.385241E-5,1.83184E-8,8.456929E-7,10.38225,6.606413E-5,654450.1,654450.1
1.005272E-6,15.35788,-9.951477E10,1913.961,1913.961,0.001014781,1.0,0.8906433,0.002049903,0.00991774,0.004503194,0.004101107,0.002942123,8.760375E-5,6.782241E-4,6.197304E-4,0.007901948,1.522422E-5,0.02180561,0.01008109,0.001059945,0.003052204,0.0355769,0.002403087,3.608037E-5,2.135783E-8,9.368013E-7,10.37749,6.607559E-5,654150.0,654150.0
1.100902E-6,15.3532,-8.605903E10,1911.62,1911.62,0.001014781,1.0,0.8893305,0.001989998,0.0107827,0.00433279,0.004482752,0.003289335,1.016188E-4,7.441437E-4,6.997948E-4,0.008790389,2.017184E-5,0.02137483,0.01006153,0.001113422,0.003324216,0.03478587,0.002068648,4.088595E-5,2.883107E-8,1.148863E-6,10.36795,6.609572E-5,653549.0,653549.0
1.109939E-6,15.35282,-8.49534E10,1911.416,1911.416,0.001014781,1.0,0.8892109,0.001984208,0.01086186,0.004316427,0.004517583,0.00332173,1.02966E-4,7.501079E-4,7.073477E-4,0.008872293,2.067865E-5,0.02133607,0.01005718,0.001118066,0.003349049,0.03471297,0.002039947,4.133966E-5,2.960313E-8,1.169976E-6,10.3671,6.609734E-5,653495.2,653495.2
1.38168E-6,15.34491,-6.122556E10,1906.256,1906.256,0.001014781,1.0,0.8859306,0.001810242,0.01304571,0.003826818,0.005473677,0.004260472,1.447563E-4,9.099129E-4,9.325626E-4,0.01116915,3.890412E-5,0.02029924,0.009786539,0.001231273,0.004031626,0.03266725,0.001357504,5.489287E-5,5.810037E-8,1.882731E-6,10.34445,6.613145E-5,652067.6,652067.6
1.432366E-6,15.34393,-5.831636E10,1905.455,1905.455,0.001014781,1.0,0.8853788,0.001778948,0.01341327,0.003738873,0.00563398,0.004427953,1.527444E-4,9.35903E-4,9.740662E-4,0.01156283,4.290892E-5,0.02012924,0.009714579,0.001247694,0.004146306,0.03231586,0.001261457,5.739592E-5,6.455061E-8,2.030976E-6,10.34076,6.613563E-5,651834.7,651834.7
1.440756E-6,15.34378,-5.786802E10,1905.326,1905.326,0.001014781,1.0,0.8852891,0.001773824,0.01347297,0.003724479,0.005660011,0.004455446,1.540702E-4,9.401005E-4,9.80918E-4,0.01162698,4.358892E-5,0.0201017,0.009702223,0.001250294,0.004164937,0.03225857,0.001246321,5.780933E-5,6.565264E-8,2.055934E-6,10.34016,6.613628E-5,651797.0,651797.0
1.444523E-6,15.34372,-5.766984E10,1905.268,1905.268,0.001014781,1.0,0.885249,0.001771529,0.01349968,0.003718031,0.005671656,0.004467771,1.54666E-4,9.419762E-4,9.839934E-4,0.01165569,4.389583E-5,0.02008939,0.009696637,0.001251451,0.004173273,0.03223292,0.00123959,5.79949E-5,6.615068E-8,2.067181E-6,10.33989,6.613657E-5,651780.1,651780.1
1.455502E-6,15.34352,-5.710228E10,1905.102,1905.102,0.001014781,1.0,0.8851326,0.001764861,0.01357712,0.003699302,0.005705416,0.004503608,1.564032E-4,9.47406E-4,9.929489E-4,0.01173901,4.479618E-5,0.02005371,0.009680215,0.001254783,0.004197441,0.03215848,0.001220233,5.853536E-5,6.761424E-8,2.100099E-6,10.33911,6.61374E-5,651731.2,651731.3
1.623555E-6,15.34101,-5.001206E10,1902.729,1902.729,0.001014781,1.0,0.8834403,0.001666672,0.01469851,0.003423941,0.006194242,0.005038806,1.831399E-4,0.001024793,0.001128895,0.01295625,5.954089E-5,0.01953936,0.009409321,0.001299623,0.004547825,0.03106876,9.627953E-4,6.675213E-5,9.208132E-8,2.62735E-6,10.32793,6.614825E-5,651026.5,651026.5
1.641482E-6,15.34078,-4.940513E10,1902.493,1902.493,0.001014781,1.0,0.8832692,0.00165665,0.01481132,0.003395911,0.006243439,0.005094441,1.860027E-4,0.001032451,0.001143265,0.01307984,6.121558E-5,0.01948773,0.009378733,0.001303782,0.004583138,0.03095784,9.391851E-4,6.762223E-5,9.492107E-8,2.686045E-6,10.32681,6.614925E-5,650955.6,650955.7
1.652386E-6,15.34064,-4.904747E10,1902.351,1902.351,0.001014781,1.0,0.8831659,0.001650599,0.01487932,0.003378994,0.0062731,0.005128147,1.877447E-4,0.001037057,0.001151993,0.01315445,6.224339E-5,0.01945661,0.009360007,0.001306259,0.004604433,0.03089086,9.251482E-4,6.815087E-5,9.667021E-8,2.721966E-6,10.32613,6.614985E-5,650912.9,650913.0
1.656676E-6,15.34058,-4.89091E10,1902.296,1902.296,0.001014781,1.0,0.8831255,0.001648227,0.01490594,0.003372366,0.006284714,0.005141379,1.8843E-4,0.001038858,0.001155424,0.01318368,6.264953E-5,0.01944442,0.009352618,0.001307222,0.004612772,0.0308646,9.196912E-4,6.835869E-5,9.736269E-8,2.73614E-6,10.32587,6.615009E-5,650896.2,650896.2
1.755944E-6,15.33939,-4.604773E10,1901.049,1901.049,0.001014781,1.0,0.8822152,0.001594802,0.01550268,0.003223382,0.006545221,0.00544327,2.042968E-4,0.001078897,0.001234385,0.01384213,7.233271E-5,0.01917101,0.009178542,0.001327881,0.004799966,0.03027239,8.031046E-4,7.314759E-5,1.140963E-7,3.070936E-6,10.31991,6.615525E-5,650520.4,650520.5
1.802492E-6,15.33886,-4.490244E10,1900.489,1900.489,0.001014781,1.0,0.8818048,0.001570704,0.01577022,0.003156423,0.006662167,0.005582052,2.117359E-4,0.001096649,0.001271121,0.0141394,7.705141E-5,0.0190481,0.009095375,0.001336562,0.00488409,0.03000442,7.542883E-4,7.537955E-5,1.224077E-7,3.232166E-6,10.31722,6.615753E-5,650351.2,650351.2
1.839362E-6,15.33844,-4.407111E10,1900.055,1900.055,0.001014781,1.0,0.8814867,0.00155205,0.01597678,0.003104712,0.006752538,0.005690745,2.176251E-4,0.001110271,0.001300085,0.0143698,8.086592E-5,0.018953,0.009029033,0.001343013,0.004949137,0.02979644,7.180297E-4,7.714123E-5,1.292037E-7,3.361704E-6,10.31514,6.615931E-5,650220.0,650220.0
1.899736E-6,15.33778,-4.283744E10,1899.36,1899.36,0.001014781,1.0,0.8809786,0.001522313,0.01630529,0.003022513,0.006896433,0.005866448,2.272582E-4,0.001131788,0.001347255,0.01473788,8.72495E-5,0.01880127,0.008919827,0.001352825,0.005052779,0.02946366,6.628337E-4,8.001411E-5,1.407313E-7,3.577087E-6,10.31181,6.616217E-5,650010.4,650010.4
1.902841E-6,15.33775,-4.277862E10,1899.325,1899.325,0.001014781,1.0,0.8809529,0.00152081,0.01632186,0.003018369,0.006903699,0.005875409,2.277532E-4,0.001132869,0.001349672,0.01475651,8.75823E-5,0.01879359,0.008914198,0.001353306,0.005058015,0.0294468,6.601284E-4,8.016146E-5,1.413376E-7,3.588272E-6,10.31165,6.616231E-5,649999.8,649999.8
1.905002E-6,15.33772,-4.273675E10,1899.3,1899.3,0.001014781,1.0,0.880935,0.001519766,0.01633338,0.003015489,0.006908749,0.005881641,2.280976E-4,0.00113362,0.001351354,0.01476946,8.781417E-5,0.01878826,0.00891028,0.001353638,0.005061653,0.02943508,6.582533E-4,8.026399E-5,1.417604E-7,3.596061E-6,10.31153,6.616241E-5,649992.4,649992.4
1.977353E-6,15.33694,-4.145334E10,1898.494,1898.494,0.001014781,1.0,0.8803477,0.001485541,0.01671051,0.002921332,0.00707426,0.006088251,2.396163E-4,0.001158084,0.001407416,0.01519479,9.56946E-5,0.01861306,0.008778962,0.001364148,0.005180982,0.02904959,5.988561E-4,8.36857E-5,1.562865E-7,3.859668E-6,10.30768,6.61658E-5,649749.7,649749.8
2.012849E-6,15.33655,-4.088554E10,1898.107,1898.107,0.001014781,1.0,0.8800671,0.001469257,0.01688974,0.002876704,0.007153039,0.006188202,2.452555E-4,0.001169628,0.001434747,0.01539789,9.964005E-5,0.01852938,0.008714556,0.001368876,0.00523782,0.02886516,5.719615E-4,8.535664E-5,1.63674E-7,3.99089E-6,10.30584,6.616746E-5,649633.6,649633.6
2.022629E-6,15.33645,-4.07359E10,1898.001,1898.001,0.001014781,1.0,0.8799907,0.001464828,0.01693846,0.002864588,0.007174472,0.00621558,2.468077E-4,0.001172757,0.001442257,0.01545322,1.00736E-4,0.01850658,0.008696826,0.001370132,0.005253288,0.02881488,5.647966E-4,8.581612E-5,1.657398E-7,4.027257E-6,10.30533,6.616792E-5,649601.9,649601.9
2.028251E-6,15.33639,-4.065035E10,1897.941,1897.941,0.001014781,1.0,0.8799469,0.001462294,0.01696634,0.002857659,0.007186738,0.006231285,2.476997E-4,0.001174546,0.001446569,0.01548491,1.013676E-4,0.01849353,0.008686637,0.001370844,0.005262141,0.02878608,5.607257E-4,8.608006E-5,1.669334E-7,4.048203E-6,10.30505,6.616818E-5,649583.8,649583.8
2.043822E-6,15.33622,-4.041922E10,1897.774,1897.774,0.001014781,1.0,0.8798262,0.001455317,0.01704309,0.002838596,0.007220518,0.006274669,2.501689E-4,0.001179464,0.0014585,0.0155722,1.031236E-4,0.01845754,0.008658435,0.001372782,0.005286525,0.0287067,5.496215E-4,8.681046E-5,1.702616E-7,4.10637E-6,10.30425,6.616891E-5,649533.7,649533.7
2.046828E-6,15.33619,-4.037577E10,1897.741,1897.741,0.001014781,1.0,0.879803,0.001453977,0.01705783,0.002834937,0.007227007,0.006283026,2.506455E-4,0.001180407,0.001460801,0.01558898,1.034636E-4,0.01845062,0.008652993,0.001373151,0.00529121,0.02869144,5.475064E-4,8.695136E-5,1.709079E-7,4.117626E-6,10.3041,6.616905E-5,649524.1,649524.1
2.05222E-6,15.33613,-4.029741E10,1897.684,1897.684,0.001014781,1.0,0.8797615,0.001451579,0.0170842,0.002828394,0.007238618,0.006297998,2.515001E-4,0.001182094,0.001464926,0.01561901,1.040745E-4,0.01843824,0.008643234,0.001373807,0.005299593,0.02866411,5.43737E-4,8.720402E-5,1.720706E-7,4.137839E-6,10.30383,6.61693E-5,649506.9,649506.9
2.10596E-6,15.33554,-3.955907E10,1897.116,1897.116,0.001014781,1.0,0.8793534,0.001428089,0.01734256,0.002764427,0.007352486,0.006446092,2.60004E-4,0.00119856,0.001505887,0.01591397,1.102211E-4,0.01831654,0.008546212,0.001380032,0.005381835,0.02839547,5.077458E-4,8.971543E-5,1.838739E-7,4.340675E-6,10.30114,6.617185E-5,649337.3,649337.4
2.10956E-6,15.3355,-3.951199E10,1897.078,1897.078,0.001014781,1.0,0.8793265,0.001426542,0.01735958,0.002760222,0.007359995,0.006455939,2.605727E-4,0.001199641,0.001508621,0.01593345,1.106365E-4,0.01830849,0.008539731,0.001380429,0.00538726,0.02837771,5.054341E-4,8.988322E-5,1.846785E-7,4.35435E-6,10.30096,6.617202E-5,649326.1,649326.1
2.135842E-6,15.33521,-3.917705E10,1896.804,1896.804,0.001014781,1.0,0.879131,0.001415344,0.01748275,0.002729836,0.007414364,0.00652756,2.647218E-4,0.001207449,0.001528546,0.01607462,1.136839E-4,0.01825017,0.008492488,0.001383249,0.00542655,0.02824894,4.889303E-4,9.110674E-5,1.906099E-7,4.454552E-6,10.29967,6.617328E-5,649244.7,649244.7
2.201695E-6,15.33447,-3.839942E10,1896.128,1896.128,0.001014781,1.0,0.8786513,0.001388013,0.01778352,0.002655948,0.007547331,0.00670499,2.750906E-4,0.00122641,0.001578188,0.01642066,1.214199E-4,0.01810695,0.008374791,0.001389767,0.005522691,0.02793275,4.50189E-4,9.416031E-5,2.058815E-7,4.70807E-6,10.29649,6.617647E-5,649044.5,649044.5
2.203765E-6,15.33444,-3.837636E10,1896.107,1896.107,0.001014781,1.0,0.8786365,0.001387171,0.01779279,0.002653677,0.007551437,0.006710521,2.75416E-4,0.001226993,0.001579742,0.01643136,1.216654E-4,0.01810251,0.008371108,0.001389959,0.005525661,0.02792296,4.490294E-4,9.425603E-5,2.063713E-7,4.716096E-6,10.29639,6.617657E-5,649038.2,649038.3
2.301569E-6,15.33331,-3.736441E10,1895.126,1895.126,0.001014781,1.0,0.8779506,0.001348516,0.01821886,0.002549925,0.007740369,0.006968616,2.907341E-4,0.001253588,0.00165269,0.01692502,1.334107E-4,0.01789737,0.008198597,0.001398223,0.005662398,0.02747047,3.980034E-4,9.875783E-5,2.301835E-7,5.098925E-6,10.29182,6.618144E-5,648750.3,648750.4
2.32998E-6,15.33298,-3.709697E10,1894.846,1894.846,0.001014781,1.0,0.8777568,0.001337691,0.01833839,0.00252103,0.007793497,0.007042453,2.951649E-4,0.001260994,0.00167371,0.01706424,1.368734E-4,0.01783931,0.008149061,0.001400337,0.005700874,0.02734257,3.844508E-4,1.000583E-4,2.373452E-7,5.211399E-6,10.29053,6.618289E-5,648668.6,648668.7
2.332055E-6,15.33295,-3.707813E10,1894.825,1894.825,0.001014781,1.0,0.8777428,0.001336907,0.01834705,0.002518941,0.007797348,0.007047827,2.954882E-4,0.00126153,0.001675243,0.01707434,1.371272E-4,0.01783509,0.008145453,0.001400487,0.005703664,0.02733329,3.834819E-4,1.001532E-4,2.378728E-7,5.219637E-6,10.29043,6.6183E-5,648662.7,648662.7
2.339437E-6,15.33286,-3.701031E10,1894.753,1894.753,0.001014781,1.0,0.8776929,0.001334127,0.01837777,0.002511533,0.007811013,0.007066922,2.96638E-4,0.001263429,0.001680691,0.01711018,1.380309E-4,0.01782013,0.008132632,0.001401013,0.005713562,0.02730034,3.800586E-4,1.004906E-4,2.397542E-7,5.248964E-6,10.2901,6.618338E-5,648641.6,648641.6
2.362691E-6,15.33259,-3.680188E10,1894.525,1894.525,0.001014781,1.0,0.8775367,0.001325446,0.01847373,0.002488438,0.007853722,0.007126845,3.002554E-4,0.00126935,0.001697816,0.01722226,1.408868E-4,0.01777328,0.008092379,0.001402618,0.005744504,0.02719722,3.695045E-4,1.015517E-4,2.45729E-7,5.341573E-6,10.28905,6.618458E-5,648575.6,648575.6
2.366565E-6,15.33254,-3.676775E10,1894.488,1894.488,0.001014781,1.0,0.8775108,0.001324012,0.0184896,0.002484625,0.007860789,0.007136796,3.008575E-4,0.001270328,0.001700664,0.01724082,1.41364E-4,0.01776551,0.008085691,0.001402878,0.005749625,0.02718014,3.677791E-4,1.017283E-4,2.467317E-7,5.357037E-6,10.28888,6.618479E-5,648564.6,648564.7
2.394838E-6,15.3322,-3.652416E10,1894.213,1894.213,0.001014781,1.0,0.8773233,0.001313643,0.01860436,0.002457113,0.007911924,0.007209129,3.052462E-4,0.001277384,0.001721404,0.01737519,1.448585E-4,0.01770923,0.008037066,0.001404701,0.005786684,0.02705639,3.554834E-4,1.03015E-4,2.541157E-7,5.470199E-6,10.28762,6.618627E-5,648485.2,648485.2
2.660076E-6,15.32878,-3.459878E10,1891.717,1891.717,0.001014781,1.0,0.8756666,0.001224123,0.01960199,0.002222711,0.008358907,0.007865264,3.459533E-4,0.001337706,0.001912224,0.01855631,1.784842E-4,0.01720901,0.007596718,0.001416634,0.006111049,0.02596271,2.606017E-4,1.149323E-4,3.287275E-7,6.553939E-6,10.27635,6.620101E-5,647775.0,647775.0
2.670697E-6,15.32864,-3.453272E10,1891.62,1891.62,0.001014781,1.0,0.8756038,0.001220813,0.01963917,0.00221416,0.008375657,0.007890729,3.475651E-4,0.001339916,0.001919722,0.0186008,1.798582E-4,0.01718994,0.007579722,0.001416932,0.006123219,0.0259213,2.57469E-4,1.154037E-4,3.319187E-7,6.598085E-6,10.27592,6.620163E-5,647747.8,647747.8
2.676161E-6,15.32856,-3.449836E10,1891.57,1891.57,0.001014781,1.0,0.8755716,0.001219118,0.01965822,0.002209786,0.00838424,0.007903804,3.483936E-4,0.001341047,0.001923575,0.0186236,1.805657E-4,0.01718016,0.007571,0.001417081,0.006129455,0.02590007,2.558753E-4,1.15646E-4,3.335665E-7,6.620814E-6,10.2757,6.620195E-5,647733.8,647733.8
2.789858E-6,15.32699,-3.382677E10,1890.541,1890.541,0.001014781,1.0,0.874917,0.001185018,0.02004306,0.002122255,0.008558048,0.008172383,3.655464E-4,0.001363731,0.002003093,0.01908626,1.953909E-4,0.01698061,0.007392595,0.001419441,0.006255795,0.02546832,2.252159E-4,1.206622E-4,3.688045E-7,7.096737E-6,10.27117,6.620877E-5,647448.1,647448.1
2.802609E-6,15.3268,-3.375528E10,1890.427,1890.427,0.001014781,1.0,0.8748453,0.001181327,0.0200849,0.002112838,0.00857699,0.008202097,3.674596E-4,0.001366177,0.002011933,0.01913679,1.970647E-4,0.01695868,0.007372956,0.001419622,0.006269571,0.02542106,2.220557E-4,1.212216E-4,3.728691E-7,7.150444E-6,10.27067,6.620955E-5,647416.6,647416.7
2.806705E-6,15.32675,-3.373283E10,1890.39,1890.39,0.001014781,1.0,0.8748223,0.001180147,0.02009829,0.002109831,0.008583052,0.008211624,3.680736E-4,0.001366959,0.002014769,0.01915296,1.976028E-4,0.01695166,0.007366664,0.001419676,0.006273979,0.02540593,2.21052E-4,1.214012E-4,3.741795E-7,7.167708E-6,10.27051,6.62098E-5,647406.6,647406.6
2.81374E-6,15.32665,-3.369355E10,1890.327,1890.327,0.001014781,1.0,0.874783,0.001178127,0.02012121,0.002104683,0.008593437,0.008227969,3.691278E-4,0.001368297,0.002019637,0.01918067,1.985275E-4,0.01693961,0.007355875,0.001419767,0.006281532,0.02538,2.193405E-4,1.217094E-4,3.764358E-7,7.197377E-6,10.27023,6.621024E-5,647389.3,647389.3
2.815451E-6,15.32662,-3.368499E10,1890.312,1890.312,0.001014781,1.0,0.8747734,0.001177637,0.02012678,0.002103435,0.008595958,0.008231941,3.693841E-4,0.001368621,0.00202082,0.0191874,1.987525E-4,0.01693669,0.007353254,0.001419788,0.006283365,0.0253737,2.189266E-4,1.217844E-4,3.769856E-7,7.204595E-6,10.27017,6.621034E-5,647385.1,647385.1
2.819691E-6,15.32656,-3.366024E10,1890.274,1890.274,0.001014781,1.0,0.8747497,0.001176424,0.02014055,0.002100347,0.008602196,0.008241776,3.700191E-4,0.001369424,0.00202375,0.01920405,1.993102E-4,0.01692945,0.007346767,0.001419839,0.006287902,0.02535811,2.179051E-4,1.219701E-4,3.783499E-7,7.222488E-6,10.27,6.62106E-5,647374.7,647374.7
2.860599E-6,15.32597,-3.343769E10,1889.911,1889.911,0.001014781,1.0,0.8745235,0.001164878,0.02027188,0.002071018,0.008661753,0.008336193,3.76132E-4,0.001377057,0.002051929,0.01936314,2.047028E-4,0.01686011,0.007284623,0.001420238,0.006331226,0.02520907,2.083501E-4,1.237576E-4,3.91649E-7,7.39548E-6,10.26842,6.621315E-5,647275.0,647275.0
2.948439E-6,15.32468,-3.297992E10,1889.138,1889.138,0.001014781,1.0,0.8740488,0.001140935,0.02054555,0.002010568,0.00878614,0.008536265,3.891833E-4,0.001392825,0.002111894,0.01969603,2.16343E-4,0.01671408,0.007153768,0.001420574,0.006421743,0.02489646,1.894477E-4,1.275744E-4,4.209878E-7,7.768891E-6,10.26508,6.621871E-5,647064.7,647064.7
2.954277E-6,15.3246,-3.295037E10,1889.087,1889.087,0.001014781,1.0,0.8740177,0.001139384,0.02056334,0.00200667,0.008794241,0.008549434,3.900471E-4,0.001393843,0.002115853,0.01971774,2.171195E-4,0.01670451,0.007145198,0.001420571,0.006427639,0.02487604,1.882661E-4,1.27827E-4,4.229765E-7,7.793801E-6,10.26486,6.621909E-5,647050.9,647050.9
2.967719E-6,15.3244,-3.288273E10,1888.969,1888.969,0.001014781,1.0,0.8739466,0.001135833,0.02060412,0.001997754,0.008812812,0.008579693,3.920339E-4,0.001396174,0.002124954,0.01976753,2.189082E-4,0.01668255,0.007125528,0.001420554,0.006441158,0.02482919,1.855795E-4,1.284082E-4,4.275736E-7,7.851192E-6,10.26436,6.621995E-5,647019.2,647019.2
2.970408E-6,15.32436,-3.286921E10,1888.946,1888.946,0.001014781,1.0,0.8739324,0.001135126,0.02061225,0.001995979,0.008816516,0.008585738,3.924311E-4,0.001396638,0.002126774,0.01977745,2.192664E-4,0.01667816,0.007121602,0.001420549,0.006443854,0.02481984,1.850475E-4,1.285244E-4,4.284965E-7,7.862682E-6,10.26426,6.622013E-5,647012.8,647012.9
2.976132E-6,15.32427,-3.284054E10,1888.896,1888.896,0.001014781,1.0,0.8739022,0.001133624,0.02062951,0.001992211,0.008824382,0.00859859,3.932762E-4,0.001397623,0.002130642,0.01979855,2.200287E-4,0.01666884,0.007113259,0.001420536,0.006449581,0.02479998,1.839215E-4,1.287715E-4,4.304639E-7,7.887142E-6,10.26405,6.62205E-5,646999.4,646999.4
3.105328E-6,15.3223,-3.221671E10,1887.783,1887.783,0.001014781,1.0,0.8732366,0.001100937,0.02100738,0.001910753,0.008996955,0.008884769,4.12232E-4,0.001418972,0.002217124,0.02026223,2.373076E-4,0.01646257,0.00692897,0.001419507,0.006575254,0.02436242,1.605854E-4,1.343177E-4,4.761182E-7,8.441829E-6,10.25931,6.622899E-5,646700.9,646700.9
3.456665E-6,15.31668,-3.067754E10,1884.856,1884.856,0.001014781,1.0,0.8715644,0.001022589,0.02193283,0.001719801,0.009422835,0.009627596,4.626119E-4,0.001469272,0.002444155,0.0214138,2.847439E-4,0.01593715,0.006465798,0.001410561,0.006885676,0.0232667,1.133106E-4,1.490811E-4,6.124117E-7,9.969994E-6,10.24717,6.625332E-5,645935.5,645935.5
3.492117E-6,15.31609,-3.053112E10,1884.568,1884.568,0.001014781,1.0,0.8714057,0.001015445,0.02201886,0.00170271,0.009462652,0.00969988,4.675998E-4,0.001473781,0.002466409,0.02152201,2.895489E-4,0.01588672,0.006422031,0.001409226,0.006914713,0.02316305,1.095773E-4,1.505454E-4,6.271643E-7,1.012542E-5,10.246,6.625586E-5,645861.7,645861.7
3.621581E-6,15.31393,-3.000705E10,1883.53,1883.53,0.001014781,1.0,0.8708405,9.904144E-4,0.02232281,0.001643266,0.009603633,0.009959972,4.856649E-4,0.001489442,0.002546665,0.02190592,3.071006E-4,0.01570621,0.006266621,0.001403773,0.007017542,0.02279433,9.721886E-5,1.558532E-4,6.826193E-7,1.069442E-5,10.2418,6.626522E-5,645596.9,645597.0
3.6617E-6,15.31325,-2.984793E10,1883.211,1883.211,0.001014781,1.0,0.8706697,9.829775E-4,0.02241391,0.001625739,0.009645977,0.01003938,4.912154E-4,0.001494051,0.002571217,0.02202146,3.125385E-4,0.01565139,0.006219831,0.00140191,0.007048429,0.02268306,9.375855E-5,1.574857E-4,7.003085E-7,1.087114E-5,10.24052,6.626815E-5,645516.4,645516.4
3.672512E-6,15.31307,-2.980499E10,1883.126,1883.126,0.001014781,1.0,0.870624,9.809983E-4,0.02243822,0.001621086,0.009657283,0.01006068,4.927074E-4,0.001495274,0.002577808,0.02205233,3.140037E-4,0.0156367,0.006207331,0.001401394,0.007056676,0.02265331,9.285377E-5,1.579246E-4,7.051167E-7,1.091879E-5,10.24018,6.626894E-5,645494.8,645494.8
3.674878E-6,15.31303,-2.979553E10,1883.107,1883.107,0.001014781,1.0,0.870614,9.805666E-4,0.02244352,0.001620072,0.009659751,0.01006534,4.930336E-4,0.00149554,0.002579248,0.02205907,3.143243E-4,0.0156335,0.006204602,0.001401281,0.007058476,0.02264681,9.265735E-5,1.580206E-4,7.061711E-7,1.092921E-5,10.2401,6.626911E-5,645490.1,645490.1
